"record_type","test_id","feature_or_path","pre_value","post_value","status","evidence","notes"
"SENSITIVE_FILE_HASH","POST-02","events/nihilism.txt","E3B824940E0813E310805AFB3819579489FD018476705B9A3BACCDB8045433CD","E3B824940E0813E310805AFB3819579489FD018476705B9A3BACCDB8045433CD","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/obligation_events.txt","4E6863071A1DB08E540C35FD332AF074BC64795A431D80A808887C2A2049C0CB","4E6863071A1DB08E540C35FD332AF074BC64795A431D80A808887C2A2049C0CB","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/oil_rush_events.txt","E340AF267253E9D58EAE753AD022AF3625353EDC0BEC0EE380007C302556B14C","E340AF267253E9D58EAE753AD022AF3625353EDC0BEC0EE380007C302556B14C","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/peoples_springtime.txt","B38D8CEBD0FE6B1899AAFF6E981507EC7A5FBCC282FE139DB758AFCAC4F875DF","B38D8CEBD0FE6B1899AAFF6E981507EC7A5FBCC282FE139DB758AFCAC4F875DF","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/pm_events.txt","D8B627454BE358BFB4F3903AE02F413D5415AC52AC6982B51F768B0863A29497","D8B627454BE358BFB4F3903AE02F413D5415AC52AC6982B51F768B0863A29497","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/psychology_events.txt","0F478D3A7DE20E01B7621987B56A9510BD36BD5B03BB42E296D5956DB4BA21D0","0F478D3A7DE20E01B7621987B56A9510BD36BD5B03BB42E296D5956DB4BA21D0","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/red_scare_events.txt","DF50A60553D79BE208AEE8723A25BD04A2024FD9CBBEF642ABAEFAE1B27AB1A1","DF50A60553D79BE208AEE8723A25BD04A2024FD9CBBEF642ABAEFAE1B27AB1A1","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/resignation.txt","DFA89A103DA29331E41BD68A02E8B567270C14DF761ACFD0078C534123166CEF","DFA89A103DA29331E41BD68A02E8B567270C14DF761ACFD0078C534123166CEF","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/royal_wedding.txt","D75D2CD7ED677E6C1131265A1046EE3D1E14FB5F08B0D361C09BF54126B061CF","D75D2CD7ED677E6C1131265A1046EE3D1E14FB5F08B0D361C09BF54126B061CF","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/slave_owner_paranoia_events.txt","576173FB72D294EFF2B31FB878F756B38CC88A361B463D8FB57A94357E3C4AF5","576173FB72D294EFF2B31FB878F756B38CC88A361B463D8FB57A94357E3C4AF5","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/soi_events/00_ep1_kazakh_events.txt","C40928A1B0549071F2BF7202B93EB8CC646BF2C84E6940F8ABCA7E22AF7D0FA0","C40928A1B0549071F2BF7202B93EB8CC646BF2C84E6940F8ABCA7E22AF7D0FA0","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/soi_events/00_lobbies_events_03.txt","FF0292018474BA385CBBE46B156D8EC3358C5819AE31526423E3F7B74F205196","FF0292018474BA385CBBE46B156D8EC3358C5819AE31526423E3F7B74F205196","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/soi_events/00_lobbies_events_04.txt","AF599CB2799066ECAE098E352F8ECD832ED80615F9037BD2B4C242BDE26A5484","AF599CB2799066ECAE098E352F8ECD832ED80615F9037BD2B4C242BDE26A5484","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/spooky_halloween_events.txt","AC691E1571F972695E9EAB43D5CD2CA74AD8CFD30876C2BBB1A1701C083A7948","AC691E1571F972695E9EAB43D5CD2CA74AD8CFD30876C2BBB1A1701C083A7948","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/suffragist_events.txt","5C9C98A3AFF12BA109552B190379B0E42AAC15886483A60E3B09EF38C593B32D","5C9C98A3AFF12BA109552B190379B0E42AAC15886483A60E3B09EF38C593B32D","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/tibetan_expedition.txt","746DD2114981B297DA4F68361AA9DBC9754E7A35A8C6F9FDADF99C449BDE6A6F","746DD2114981B297DA4F68361AA9DBC9754E7A35A8C6F9FDADF99C449BDE6A6F","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/utopians.txt","A99E2224334E6BD8086F63033AE14B5468DCFD1E90390A41D98D7543CD27B656","A99E2224334E6BD8086F63033AE14B5468DCFD1E90390A41D98D7543CD27B656","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/warlord_china_events.txt","6017F9BF547C318297E1E602C6DAD00BD4BF5A82173974C7FFF1408B076BB4CA","6017F9BF547C318297E1E602C6DAD00BD4BF5A82173974C7FFF1408B076BB4CA","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"RUNTIME_OBSERVATION","RUN-01","1776 baseline smoke (Vietnam)","","PASS","PASS","Operator loaded Vietnam 1776, created the final save, observed no obvious raw key or other problem",""
"RUNTIME_OBSERVATION","RUN-02","Save and reload","","PASS","PASS","Operator reloaded the newly created save inside the same Victoria 3 session",""
"RUNTIME_OBSERVATION","RUN-03","Russia","","PASS","PASS","Operator loaded RUS and screenshot confirms Sujétion / Subjecthood as active citizenship law",""
"RUNTIME_OBSERVATION","RUN-04","Ottoman / Great Eastern Crisis","","NOT_OBSERVED","NOT_OBSERVED","No separate TUR observation was explicitly reported; prior 6A8F runtime evidence remains canonical",""
"RUNTIME_OBSERVATION","RUN-05","Persia / Sublime Zand state","","PASS","PASS","Operator loaded the Sublime Zand state and reported no evident raw key or other problem",""
"RUNTIME_OBSERVATION","RUN-06","Japan","","PASS","PASS","Operator loaded JAP and reported no evident raw key or other problem",""
"RUNTIME_OBSERVATION","RUN-07","Mamluk Iraq (IR1)","","PASS","PASS","Operator loaded Mamluk Iraq and reported no evident raw key or other problem",""
"RUNTIME_OBSERVATION","RUN-08","BIC / India","","PASS","PASS","Operator loaded BIC and reported no evident raw key or other problem; exact law panel was not separately photographed, so prior canonical law proof is retained",""
"RUNTIME_OBSERVATION","RUN-09","Sepoy non-regression","","NOT_OBSERVED","NOT_OBSERVED","Requested historical QA save was not found in the long in-game save list; no event was forced",""
"RUNTIME_OBSERVATION","RUN-10","NAVY / military formations","","PREVIOUS_RUNTIME_EVIDENCE_ONLY","PREVIOUS_RUNTIME_EVIDENCE_ONLY","Dedicated QA save was not loaded; 3b02b2a runtime proof remains canonical and gameplay hashes are unchanged",""
"RUNTIME_OBSERVATION","RUN-11","ADMIN","","PREVIOUS_STATIC_EVIDENCE_PLUS_GLOBAL_SMOKE","PREVIOUS_STATIC_EVIDENCE_PLUS_GLOBAL_SMOKE","Protected ADMIN work was not modified; multi-country global smoke showed no obvious administration regression",""
"RUNTIME_OBSERVATION","RUN-12","Austria / Croatia / Switzerland","","NOT_OBSERVED","NOT_OBSERVED","Not separately observed; prior targeted runtime evidence remains canonical",""
"RUNTIME_OBSERVATION","RUN-13","DEI / VOC / Java","","NOT_OBSERVED","NOT_OBSERVED","Historical DEI save was not loaded; prior targeted runtime evidence remains canonical",""
"RUNTIME_OBSERVATION","RUN-14","Genoa Merchant Banking","","NOT_OBSERVED","NOT_OBSERVED","Not separately observed; prior GEN runtime PASS remains canonical",""
"RUNTIME_OBSERVATION","RUN-15","Venice Merchant Banking","","NOT_OBSERVED","NOT_OBSERVED","Not separately observed; prior VEN runtime PASS remains canonical",""
"RUNTIME_OBSERVATION","RUN-16","Closed journal-entry/API cohort","","PASS","PASS","Final debug generation reproduces exactly the canonical 420 identities with zero new identity",""
"DIAGNOSTIC_COMPARISON","POST-01","Final fresh diagnostics","","PASS","PASS","TOTAL=420;PARSER=98;POSTVALIDATE=322;PATHS=113;MESSAGES=65;KNOWN_REPRODUCED=420;KNOWN_NOT_REPRODUCED=0;NEW_IDENTITIES=0",""
"SESSION_CONTROL","FINAL_GLOBAL_RUNTIME_LAUNCHES","Single Victoria 3 process session","","PASS","PASS","FINAL_GLOBAL_RUNTIME_LAUNCHES=1; fresh system log contains one release/1.13.0 startup; process count after close is zero",""
"SESSION_CONTROL","RAW_KEY_OR_MAJOR_ANOMALY","Operator observation","","PASS","PASS","No evident raw key, crash, broken popup, or other major issue reported across Vietnam, Japan, BIC, IR1, Sublime Zand state, and Russia",""
