"diagnostic_id","diagnostic_kind","normalized_message","relative_path","line","script_line","object","object_type","suspected_api_or_reference","raw_excerpt","family","runtime_current","fork_context","source_context","vanilla_context","fork_file_present","source_file_present","vanilla_file_present","existing_report","existing_block","existing_classification","protected_area","intentional_divergence","post_merge_backlog","semantic_rewrite_required","bounded_exception","already_accounted_for","final_classification","classification_reason","merge_blocker","recommended_action","fresh_log_file","fresh_log_line","raw_log_excerpt"
"6A28-0074","parser","Unknown trigger type: is_ruler","events/india_events/sikh_empire.txt","312","311","sikh_empire.4","event","is_ruler","is_ruler = no","API_IS_RULER","true","is_ruler = no","is_ruler_of_own_country = no || is_ruler_of_own_country = yes","is_ruler_of_own_country = no || is_ruler_of_own_country = yes","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","India_hotfix","FAMILY_B","INDIA_CLOSED","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","2687","[23:13:02][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 311"" in file: ""events/india_events/sikh_empire.txt"" near line: 312"
"6A28-0075","parser","Unknown trigger type: is_ruler","events/india_events/sikh_empire.txt","1046","1045","sikh_empire.11","event","is_ruler","is_ruler = yes","API_IS_RULER","true","is_ruler = yes","is_ruler_of_own_country = no || is_ruler_of_own_country = yes","is_ruler_of_own_country = no || is_ruler_of_own_country = yes","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","India_hotfix","FAMILY_B","INDIA_CLOSED","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","2688","[23:13:02][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 1045"" in file: ""events/india_events/sikh_empire.txt"" near line: 1046"
"6A28-0076","parser","Unknown trigger type: is_ruler","events/india_events/utilitarian.txt","622","621","utilitarian.6","event","is_ruler","is_ruler = no","API_IS_RULER","true","is_ruler = no","is_ruler_of_own_country = no","is_ruler_of_own_country = no","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","India_hotfix","FAMILY_B","INDIA_CLOSED","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","2689","[23:13:02][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 621"" in file: ""events/india_events/utilitarian.txt"" near line: 622"
"6A28-0077","parser","Unknown trigger type: is_ruler","events/india_events/utilitarian.txt","638","637","utilitarian.6","event","is_ruler","is_ruler = no","API_IS_RULER","true","is_ruler = no","is_ruler_of_own_country = no","is_ruler_of_own_country = no","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","India_hotfix","FAMILY_B","INDIA_CLOSED","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","2690","[23:13:02][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 637"" in file: ""events/india_events/utilitarian.txt"" near line: 638"
"6A28-0078","parser","Unknown trigger type: is_ruler","events/india_events/utilitarian.txt","647","646","utilitarian.6","event","is_ruler","is_ruler = no","API_IS_RULER","true","is_ruler = no","is_ruler_of_own_country = no","is_ruler_of_own_country = no","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","India_hotfix","FAMILY_B","INDIA_CLOSED","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","2691","[23:13:02][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 646"" in file: ""events/india_events/utilitarian.txt"" near line: 647"
"6A28-0079","parser","Unknown trigger type: has_port","events/meiji_restoration.txt","1316","1315","meiji.11","event","has_port","has_port = yes","API_HAS_PORT","true","has_port = yes","has_port_state = yes || limit = { has_port_state = yes }","has_port_state = yes || limit = { has_port_state = yes }","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","Japan_hotfix","FAMILY_D","JAPAN_PROTECTED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2656","[23:12:58][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: has_port, near line: 1315"" in file: ""events/meiji_restoration.txt"" near line: 1316"
"6A28-0080","parser","Unknown trigger type: has_port","events/meiji_restoration.txt","1333","1333","meiji.11","event","has_port","limit = { has_port = yes }","API_HAS_PORT","true","limit = { has_port = yes }","has_port_state = yes || limit = { has_port_state = yes }","has_port_state = yes || limit = { has_port_state = yes }","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","Japan_hotfix","FAMILY_D","JAPAN_PROTECTED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2657","[23:12:58][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: has_port, near line: 1333"" in file: ""events/meiji_restoration.txt"" near line: 1333"
"6A28-0081","parser","Unknown trigger type: country_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","31","24","naval_tech_events.1","event","country_navy_unit_type_fraction","country_navy_unit_type_fraction = {","API_COUNTRY_NAVY_UNIT_TYPE_FRACTION","true","country_navy_unit_type_fraction = {","is_at_war = yes","is_at_war = yes","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2702","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: country_navy_unit_type_fraction, near line: 24"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 31"
"6A28-0082","parser","Unknown trigger type: formation_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","39","35","naval_tech_events.1","event","formation_navy_unit_type_fraction","formation_navy_unit_type_fraction = {","API_FORMATION_NAVY_UNIT_TYPE_FRACTION","true","formation_navy_unit_type_fraction = {","}","}","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2703","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 35"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 39"
"6A28-0083","parser","Unknown trigger type: formation_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","54","50","naval_tech_events.1","event","formation_navy_unit_type_fraction","formation_navy_unit_type_fraction = {","API_FORMATION_NAVY_UNIT_TYPE_FRACTION","true","formation_navy_unit_type_fraction = {","save_scope_as = dreadnought_tech_commander","save_scope_as = dreadnought_tech_commander","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2704","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 50"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 54"
"6A28-0084","parser","Unknown trigger type: country_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","107","100","naval_tech_events.2","event","country_navy_unit_type_fraction","country_navy_unit_type_fraction = {","API_COUNTRY_NAVY_UNIT_TYPE_FRACTION","true","country_navy_unit_type_fraction = {","}","}","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2705","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: country_navy_unit_type_fraction, near line: 100"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 107"
"6A28-0085","parser","Unknown trigger type: formation_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","115","111","naval_tech_events.2","event","formation_navy_unit_type_fraction","formation_navy_unit_type_fraction = {","API_FORMATION_NAVY_UNIT_TYPE_FRACTION","true","formation_navy_unit_type_fraction = {","exists = commander","exists = commander","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2706","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 111"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 115"
"6A28-0086","parser","Unknown trigger type: formation_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","130","126","naval_tech_events.2","event","formation_navy_unit_type_fraction","formation_navy_unit_type_fraction = {","API_FORMATION_NAVY_UNIT_TYPE_FRACTION","true","formation_navy_unit_type_fraction = {","option = {","option = {","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2707","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 126"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 130"
"6A28-0087","parser","Unknown trigger type: country_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","184","176","naval_tech_events.3","event","country_navy_unit_type_fraction","country_navy_unit_type_fraction = {","API_COUNTRY_NAVY_UNIT_TYPE_FRACTION","true","country_navy_unit_type_fraction = {","random_scope_fleet = {","random_scope_fleet = {","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2708","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: country_navy_unit_type_fraction, near line: 176"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 184"
"6A28-0088","parser","Unknown trigger type: formation_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","192","188","naval_tech_events.3","event","formation_navy_unit_type_fraction","formation_navy_unit_type_fraction = {","API_FORMATION_NAVY_UNIT_TYPE_FRACTION","true","formation_navy_unit_type_fraction = {","","","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2709","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 188"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 192"
"6A28-0089","parser","Unknown trigger type: formation_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","207","203","naval_tech_events.3","event","formation_navy_unit_type_fraction","formation_navy_unit_type_fraction = {","API_FORMATION_NAVY_UNIT_TYPE_FRACTION","true","formation_navy_unit_type_fraction = {","}","}","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2710","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 203"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 207"
"6A28-0090","parser","Unknown trigger type: country_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","270","263","naval_tech_events.4","event","country_navy_unit_type_fraction","country_navy_unit_type_fraction = {","API_COUNTRY_NAVY_UNIT_TYPE_FRACTION","true","country_navy_unit_type_fraction = {","}","}","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2711","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: country_navy_unit_type_fraction, near line: 263"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 270"
"6A28-0091","parser","Unknown trigger type: formation_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","278","274","naval_tech_events.4","event","formation_navy_unit_type_fraction","formation_navy_unit_type_fraction = {","API_FORMATION_NAVY_UNIT_TYPE_FRACTION","true","formation_navy_unit_type_fraction = {","add_modifier = {","add_modifier = {","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2712","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 274"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 278"
"6A28-0092","parser","Unknown trigger type: formation_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","293","289","naval_tech_events.4","event","formation_navy_unit_type_fraction","formation_navy_unit_type_fraction = {","API_FORMATION_NAVY_UNIT_TYPE_FRACTION","true","formation_navy_unit_type_fraction = {","option = {","option = {","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2713","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 289"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 293"
"6A28-0093","parser","Unknown trigger type: country_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","400","393","naval_tech_events.5","event","country_navy_unit_type_fraction","country_navy_unit_type_fraction = {","API_COUNTRY_NAVY_UNIT_TYPE_FRACTION","true","country_navy_unit_type_fraction = {","days = normal_modifier_time","days = normal_modifier_time","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2714","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: country_navy_unit_type_fraction, near line: 393"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 400"
"6A28-0094","parser","Unknown trigger type: formation_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","408","404","naval_tech_events.5","event","formation_navy_unit_type_fraction","formation_navy_unit_type_fraction = {","API_FORMATION_NAVY_UNIT_TYPE_FRACTION","true","formation_navy_unit_type_fraction = {","}","}","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2715","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 404"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 408"
"6A28-0095","parser","Unknown trigger type: formation_navy_unit_type_fraction","events/tech_events/naval_tech_events.txt","423","419","naval_tech_events.5","event","formation_navy_unit_type_fraction","formation_navy_unit_type_fraction = {","API_FORMATION_NAVY_UNIT_TYPE_FRACTION","true","formation_navy_unit_type_fraction = {","}","}","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_D","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","2716","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 419"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 423"
"6A28-0096","parser","Unknown trigger type: is_ruler","events/tech_events/production_tech_events.txt","500","499","production_tech_events.301","event","is_ruler","is_ruler = no","API_IS_RULER","true","is_ruler = no","is_ruler_of_own_country = no","is_ruler_of_own_country = no","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","events","FAMILY_B","EXPLICIT_PROTECTED_AREA","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","2717","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 499"" in file: ""events/tech_events/production_tech_events.txt"" near line: 500"
"6A28-0097","parser","Unknown trigger type: is_ruler","events/tech_events/production_tech_events.txt","531","530","production_tech_events.301","event","is_ruler","is_ruler = no","API_IS_RULER","true","is_ruler = no","is_ruler_of_own_country = no","is_ruler_of_own_country = no","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","events","FAMILY_B","EXPLICIT_PROTECTED_AREA","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","2718","[23:13:03][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 530"" in file: ""events/tech_events/production_tech_events.txt"" near line: 531"
"6A28-0098","parser","Unknown trigger type: is_ruler","events/technology_events.txt","179","178","technology_events.20","event","is_ruler","is_ruler = yes","API_IS_RULER","true","is_ruler = yes","is_ruler_of_own_country = yes","is_ruler_of_own_country = yes","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","events","FAMILY_B","EXPLICIT_PROTECTED_AREA","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","2659","[23:12:58][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 178"" in file: ""events/technology_events.txt"" near line: 179"
"6A28-0099","PostValidate_effect","PostValidate of effect 'add_journal_entry' returned false","common/decisions/japan_shinto.txt","81","81","shinbutsu_bunri_decision","decision","add_journal_entry","add_journal_entry = { type = je_shinbutsu_bunri }","API_ADD_JOURNAL_ENTRY","true","FILE_ABSENT","FILE_ABSENT","add_journal_entry = { type = je_shinbutsu_bunri } || add_journal_entry = { type = je_elevate_buddhism }","false","false","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_E","EXPLICIT_PROTECTED_AREA","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_FORK_ACTION","debug.log","3254","[23:14:20][jomini_effect.cpp:141]: PostValidate of effect 'add_journal_entry' returned false at common/decisions/japan_shinto.txt:81"
"6A28-0100","PostValidate_effect","PostValidate of effect 'add_journal_entry' returned false","common/decisions/japan_shinto.txt","115","115","elevate_buddhism_decision","decision","add_journal_entry","add_journal_entry = { type = je_elevate_buddhism }","API_ADD_JOURNAL_ENTRY","true","FILE_ABSENT","FILE_ABSENT","add_journal_entry = { type = je_shinbutsu_bunri } || add_journal_entry = { type = je_elevate_buddhism }","false","false","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_E","EXPLICIT_PROTECTED_AREA","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_FORK_ACTION","debug.log","3255","[23:14:20][jomini_effect.cpp:141]: PostValidate of effect 'add_journal_entry' returned false at common/decisions/japan_shinto.txt:115"
"6A28-0101","PostValidate_effect","PostValidate of effect 'create_character' returned false","common/history/characters/aus.txt","17","17","?","history_object","create_character","create_character = {","API_CREATE_CHARACTER","true","create_character = {","create_character = {","FILE_ABSENT","true","true","false","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_C","","false","false","true","false","false","SEMANTIC_REWRITE_REQUIRED","The 1.13 form requires a semantic or scope decision rather than a safe atomic substitution; it is outside this hotfix correction scope.","false","REVIEW_SEMANTICS_AFTER_MERGE_READINESS","debug.log","3260","[23:14:20][jomini_effect.cpp:141]: PostValidate of effect 'create_character' returned false at common/history/characters/aus.txt:17"
"6A28-0102","PostValidate_effect","PostValidate of effect 'set_institution_investment_level' returned false","common/history/countries/hbc - hubson bay company.txt","33","33","?","history_object","set_institution_investment_level","set_institution_investment_level = {","API_SET_INSTITUTION_INVESTMENT_LEVEL","true","set_institution_investment_level = {","set_institution_investment_level = {","FILE_ABSENT","true","true","false","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_D","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_CORRECTION_SELECTED","debug.log","3261","[23:14:20][jomini_effect.cpp:141]: PostValidate of effect 'set_institution_investment_level' returned false at common/history/countries/hbc - hubson bay company.txt:33"
"6A28-0103","PostValidate_effect","PostValidate of effect 'set_institution_investment_level' returned false","common/history/countries/org -oregan.txt","33","33","?","history_object","set_institution_investment_level","set_institution_investment_level = {","API_SET_INSTITUTION_INVESTMENT_LEVEL","true","set_institution_investment_level = {","set_institution_investment_level = {","FILE_ABSENT","true","true","false","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_D","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_CORRECTION_SELECTED","debug.log","3262","[23:14:20][jomini_effect.cpp:141]: PostValidate of effect 'set_institution_investment_level' returned false at common/history/countries/org -oregan.txt:33"
"6A28-0104","PostValidate_effect","PostValidate of effect 'create_character' returned false","common/history/military_formations/05_military_formations_india.txt","206","206","?","history_object","create_character","create_character = {","API_CREATE_CHARACTER","true","create_character = {","create_character = {","create_character = {","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","NAVY","FAMILY_C","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3263","[23:14:20][jomini_effect.cpp:141]: PostValidate of effect 'create_character' returned false at common/history/military_formations/05_military_formations_india.txt:206"
"6A28-0105","PostValidate_effect","PostValidate of effect 'add_modifier' returned false","common/journal_entries/00_meiji_restoration.txt","18","18","je_terakoya","journal_entry","add_modifier","add_modifier = {","API_ADD_MODIFIER","true","add_modifier = {","add_modifier = {","add_modifier = {","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","Japan_hotfix","FAMILY_D","JAPAN_PROTECTED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3258","[23:14:20][jomini_effect.cpp:141]: PostValidate of effect 'add_modifier' returned false at common/journal_entries/00_meiji_restoration.txt:18"
