"state_id"                    , "numeric_id", "source_file"                                    , "current_relevant_resources"                                                                                                                                                                                                                    , "candidate_limestone_potential", "potential_class", "evidence_status"  , "evidence_region"                      , "evidence_summary"                                                                                                                                                                                                                                                                                                                                                                                                            , "source_urls"                                                                                                                                                                                                                                                                                                                                                                                                                                                      , "implementation_status"            , "notes"
"STATE_FUJIAN"                , "498"       , "map_data/state_regions/11_east_asia.txt"        , "building_logging_camp=16;building_fishing_wharf=10;building_salt_pan=10"                                                                                                                                                                       , "48"                           , "HIGH"           , "HIGH_CONFIDENCE"  , "China"                                , "STATE_FUJIAN is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: China Geological Survey sources identify enormous carbonate and karst provinces, particularly in the southwest and several northern basins; deserts, loess cover and crystalline plateaus reduce access elsewhere."                                            , "https://en.cgs.gov.cn/Achievement/tci/gws/201603/t20160309_265903.html|https://en.cgs.gov.cn/Achievement/tci/gws/201603/t20160309_266042.html|https://m.cgs.gov.cn/cgkx/202108/t20210819_678423.html"                                                                                                                                                                                                                                                             , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GABON"                 , "251"       , "map_data/state_regions/04_subsaharan_africa.txt", "building_logging_camp=20;building_fishing_wharf=9;building_rubber_plantation=discoverable;building_oil_rig=discoverable"                                                                                                                       , "8"                            , "LOW"            , "MEDIUM_CONFIDENCE", "Sub-Saharan Africa"                   , "STATE_GABON is classified LOW because it represents only limited or poorly resolved carbonate occurrence amid unfavorable terrain or small land area. Regional basis: Local sedimentary basins and carbonate belts support limestone across the region, but large Precambrian shield areas make distribution discontinuous; South African mapping identifies major limestone and dolomite provinces."                        , "https://www.brgm.fr/en/reference-completed-project/new-edition-110000000-geological-map-africa|https://infoterre.brgm.fr/rapports/RP-54404-FR.pdf|https://www.geoscience.org.za/cgs/systems/publications/downloadable-material/|https://www.geoscience.org.za/cgs/systems/publications/cgs-geological-maps/"                                                                                                                                                      , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GALICH"                , "147"       , "map_data/state_regions/15_russia.txt"           , "building_logging_camp=48;building_coal_mine=72;building_iron_mine=12;building_oil_rig=discoverable"                                                                                                                                            , "16"                           , "MODEST"         , "MEDIUM_CONFIDENCE", "Russia and Ukraine"                   , "STATE_GALICH is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Large sedimentary platform areas contain repeated carbonate formations, with stronger exposure in Ukraine, the Volga region and southern belts; shields, peatlands and deep cover constrain other states."                                                           , "https://pubs.usgs.gov/publication/ofr97470E|https://data.usgs.gov/datacatalog/data/USGS%3A60ad3d53d34e4043c850f275"                                                                                                                                                                                                                                                                                                                                               , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GALICIA"               , "94"        , "map_data/state_regions/01_south_europe.txt"     , "building_gold_mine=2;building_iron_mine=4;building_logging_camp=5;building_fishing_wharf=8;building_whaling_station=1"                                                                                                                         , "28"                           , "MEDIUM"         , "HIGH_CONFIDENCE"  , "Iberia"                               , "STATE_GALICIA is classified MEDIUM because it represents meaningful but spatially mixed carbonate geology at state scale. Regional basis: National lithological mapping shows widespread limestone, dolomite and marl across the Iberian sedimentary basins and mountain belts, with lower confidence or access on crystalline western massifs."                                                                             , "https://mapas.igme.es/gis/rest/services/oneGeology/IGME_EN_Geology/MapServer/legend|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                                                                                                                                 , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GANSU"                 , "493"       , "map_data/state_regions/11_east_asia.txt"        , "building_logging_camp=5;building_salt_mine=discoverable"                                                                                                                                                                                       , "8"                            , "LOW"            , "HIGH_CONFIDENCE"  , "China"                                , "STATE_GANSU is classified LOW because it represents only limited or poorly resolved carbonate occurrence amid unfavorable terrain or small land area. Regional basis: China Geological Survey sources identify enormous carbonate and karst provinces, particularly in the southwest and several northern basins; deserts, loess cover and crystalline plateaus reduce access elsewhere."                                    , "https://en.cgs.gov.cn/Achievement/tci/gws/201603/t20160309_265903.html|https://en.cgs.gov.cn/Achievement/tci/gws/201603/t20160309_266042.html|https://m.cgs.gov.cn/cgkx/202108/t20210819_678423.html"                                                                                                                                                                                                                                                             , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GELRE"                 , "48"        , "map_data/state_regions/00_west_europe.txt"      , "building_coal_mine=40;building_logging_camp=9"                                                                                                                                                                                                 , "8"                            , "LOW"            , "HIGH_CONFIDENCE"  , "France and Benelux"                   , "STATE_GELRE is classified LOW because it represents only limited or poorly resolved carbonate occurrence amid unfavorable terrain or small land area. Regional basis: The Paris and Anglo-Paris basins contain major chalk and limestone tracts, while Belgian Paleozoic belts add strong carbonate potential; lowland cover reduces direct access in parts of the Netherlands and Flanders."                                , "https://www.brgm.fr/fr/reference-projet-acheve/premiere-version-carte-lithologique-france-metropolitaine-au-150-000e|https://sigessn.brgm.fr/spip.php?article46=|https://gsb.naturalsciences.be/maps/old-geological-maps-40k/|https://geologievannederland.nl/ondergrond/afzettingen-en-delfstoffen/kalksteen"                                                                                                                                                    , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GEORGIA"               , "294"       , "map_data/state_regions/05_north_america.txt"    , "building_logging_camp=20;building_fishing_wharf=6"                                                                                                                                                                                             , "48"                           , "HIGH"           , "HIGH_CONFIDENCE"  , "North America"                        , "STATE_GEORGIA is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Limestone and dolomite are widespread across central and eastern North America and major western sedimentary basins; Canadian Shield and young volcanic provinces are substantially lower."                                                                   , "https://www.usgs.gov/publications/natural-aggregates-conterminous-united-states|https://pubs.usgs.gov/bul/b1594/|https://pubs.usgs.gov/bul/1019e/report.pdf|https://geoappext.nrcan.gc.ca/arcgis/rest/services/MMS/GMRC_E/MapServer/0"                                                                                                                                                                                                                            , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GOIAS"                 , "666"       , "map_data/state_regions/07_south_america.txt"    , "building_logging_camp=16;building_fishing_wharf=7;building_rubber_plantation=discoverable"                                                                                                                                                     , "48"                           , "HIGH"           , "MEDIUM_CONFIDENCE", "Brazil and Southern Cone"             , "STATE_GOIAS is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Brazilian and Argentine mapping shows carbonate occurrences within sedimentary basins and folded belts, but large shields, Amazon cover, Pampas sediment and Patagonia make potential uneven."                                                                  , "https://rigeo.sgb.gov.br/items/32bb9679-e245-49d8-ba89-3fd9d68b59ea|https://repositorio.segemar.gov.ar/bitstream/handle/308849217/2825/CMIRyG_2766II_SM_Tucuman_M.pdf?isAllowed=y&sequence=1|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                        , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GOLD_COAST"            , "220"       , "map_data/state_regions/04_subsaharan_africa.txt", "building_logging_camp=14;building_fishing_wharf=5;building_rubber_plantation=discoverable"                                                                                                                                                     , "16"                           , "MODEST"         , "MEDIUM_CONFIDENCE", "Sub-Saharan Africa"                   , "STATE_GOLD_COAST is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Local sedimentary basins and carbonate belts support limestone across the region, but large Precambrian shield areas make distribution discontinuous; South African mapping identifies major limestone and dolomite provinces."                                  , "https://www.brgm.fr/en/reference-completed-project/new-edition-110000000-geological-map-africa|https://infoterre.brgm.fr/rapports/RP-54404-FR.pdf|https://www.geoscience.org.za/cgs/systems/publications/downloadable-material/|https://www.geoscience.org.za/cgs/systems/publications/cgs-geological-maps/"                                                                                                                                                      , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GONDER"                , "230"       , "map_data/state_regions/04_subsaharan_africa.txt", "building_logging_camp=23;building_rubber_plantation=discoverable;building_salt_mine=discoverable"                                                                                                                                              , "16"                           , "MODEST"         , "MEDIUM_CONFIDENCE", "Sub-Saharan Africa"                   , "STATE_GONDER is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Local sedimentary basins and carbonate belts support limestone across the region, but large Precambrian shield areas make distribution discontinuous; South African mapping identifies major limestone and dolomite provinces."                                      , "https://www.brgm.fr/en/reference-completed-project/new-edition-110000000-geological-map-africa|https://infoterre.brgm.fr/rapports/RP-54404-FR.pdf|https://www.geoscience.org.za/cgs/systems/publications/downloadable-material/|https://www.geoscience.org.za/cgs/systems/publications/cgs-geological-maps/"                                                                                                                                                      , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GOTALAND"              , "2"         , "map_data/state_regions/00_west_europe.txt"      , "building_iron_mine=15;building_logging_camp=25;building_fishing_wharf=15"                                                                                                                                                                      , "16"                           , "MODEST"         , "MEDIUM_CONFIDENCE", "Scandinavia and North Atlantic"       , "STATE_GOTALAND is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Danish chalk and Baltic carbonate islands contrast with widespread Scandinavian crystalline shield and North Atlantic volcanic terrain; Greenland includes carbonate successions but faces severe accessibility constraints."                                      , "https://gemas.eurogeosurveys.org/image/GEMAS_Brochure.pdf|https://www.ni.is/en/resources/publications/maps/geological-maps|https://dataverse.geus.dk/dataverse/geological_maps_greenland%3Bjsessionid%3D151af2eba7d729abaef59babbf5c.proddataverse02?order=asc&page=1&q=&sort=nameSort&types=files|https://eng.geus.dk/media/13271/map1_p01-48.pdf"                                                                                                               , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GOTLAND"               , "5"         , "map_data/state_regions/00_west_europe.txt"      , "building_logging_camp=2;building_fishing_wharf=3"                                                                                                                                                                                              , "48"                           , "HIGH"           , "HIGH_CONFIDENCE"  , "Scandinavia and North Atlantic"       , "STATE_GOTLAND is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Danish chalk and Baltic carbonate islands contrast with widespread Scandinavian crystalline shield and North Atlantic volcanic terrain; Greenland includes carbonate successions but faces severe accessibility constraints."                                 , "https://gemas.eurogeosurveys.org/image/GEMAS_Brochure.pdf|https://www.ni.is/en/resources/publications/maps/geological-maps|https://dataverse.geus.dk/dataverse/geological_maps_greenland%3Bjsessionid%3D151af2eba7d729abaef59babbf5c.proddataverse02?order=asc&page=1&q=&sort=nameSort&types=files|https://eng.geus.dk/media/13271/map1_p01-48.pdf"                                                                                                               , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GREATER_CAUCASUS"      , "437"       , "map_data/state_regions/09_central_asia.txt"     , "building_coal_mine=40;building_lead_mine=20;building_gold_mine=3;building_iron_mine=24;building_logging_camp=19;building_fishing_wharf=5"                                                                                                      , "48"                           , "HIGH"           , "MEDIUM_CONFIDENCE", "Anatolia and Caucasus"                , "STATE_GREATER_CAUCASUS is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Fold belts and plate margins expose extensive Mesozoic and Cenozoic carbonate sequences; high potential is tempered locally by volcanic massifs and narrow alluvial basins."                                                                         , "https://onegeology.github.io/documentation/using/portal.html|https://pubs.usgs.gov/publication/ofr97470E|https://www.usgs.gov/maps/geologic-map-arabian-peninsula"                                                                                                                                                                                                                                                                                                , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GREATER_POLAND"        , "156"       , "map_data/state_regions/02_east_europe.txt"      , "building_coal_mine=84;building_iron_mine=48;building_lead_mine=24;building_logging_camp=9"                                                                                                                                                     , "28"                           , "MEDIUM"         , "HIGH_CONFIDENCE"  , "Poland and Baltic"                    , "STATE_GREATER_POLAND is classified MEDIUM because it represents meaningful but spatially mixed carbonate geology at state scale. Regional basis: Polish resource mapping explicitly records limestone, marl and chalk, strongest in southern and central belts; thick Quaternary cover and crystalline terrain lower potential northward and eastward."                                                                      , "https://www.pgi.gov.pl/en/mineral-resources/maps/|https://baza.pgi.gov.pl/en/cbdg/geoportal/uslugi/gis|https://gemas.eurogeosurveys.org/image/GEMAS_Brochure.pdf"                                                                                                                                                                                                                                                                                                 , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GREENLAND"             , "12"        , "map_data/state_regions/00_west_europe.txt"      , "building_whaling_station=5;building_fishing_wharf=3"                                                                                                                                                                                           , "8"                            , "LOW"            , "LOW_CONFIDENCE"   , "Scandinavia and North Atlantic"       , "STATE_GREENLAND is classified LOW because it represents only limited or poorly resolved carbonate occurrence amid unfavorable terrain or small land area. Regional basis: Danish chalk and Baltic carbonate islands contrast with widespread Scandinavian crystalline shield and North Atlantic volcanic terrain; Greenland includes carbonate successions but faces severe accessibility constraints."                      , "https://gemas.eurogeosurveys.org/image/GEMAS_Brochure.pdf|https://www.ni.is/en/resources/publications/maps/geological-maps|https://dataverse.geus.dk/dataverse/geological_maps_greenland%3Bjsessionid%3D151af2eba7d729abaef59babbf5c.proddataverse02?order=asc&page=1&q=&sort=nameSort&types=files|https://eng.geus.dk/media/13271/map1_p01-48.pdf"                                                                                                               , "REVIEW_REQUIRED"                  , "Regional-scale evidence only; targeted geological-survey or deposit-level confirmation is required before editing state resources."
"STATE_GUANGDONG"             , "497"       , "map_data/state_regions/11_east_asia.txt"        , "building_logging_camp=8;building_fishing_wharf=14;building_salt_pan=20"                                                                                                                                                                        , "48"                           , "HIGH"           , "HIGH_CONFIDENCE"  , "China"                                , "STATE_GUANGDONG is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: China Geological Survey sources identify enormous carbonate and karst provinces, particularly in the southwest and several northern basins; deserts, loess cover and crystalline plateaus reduce access elsewhere."                                         , "https://en.cgs.gov.cn/Achievement/tci/gws/201603/t20160309_265903.html|https://en.cgs.gov.cn/Achievement/tci/gws/201603/t20160309_266042.html|https://m.cgs.gov.cn/cgkx/202108/t20210819_678423.html"                                                                                                                                                                                                                                                             , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GUANGXI"               , "486"       , "map_data/state_regions/11_east_asia.txt"        , "building_logging_camp=9"                                                                                                                                                                                                                       , "80"                           , "VERY_HIGH"      , "HIGH_CONFIDENCE"  , "China"                                , "STATE_GUANGXI is classified VERY_HIGH because it represents a major, well-exposed carbonate province or documented national concentration. Regional basis: China Geological Survey sources identify enormous carbonate and karst provinces, particularly in the southwest and several northern basins; deserts, loess cover and crystalline plateaus reduce access elsewhere."                                               , "https://en.cgs.gov.cn/Achievement/tci/gws/201603/t20160309_265903.html|https://en.cgs.gov.cn/Achievement/tci/gws/201603/t20160309_266042.html|https://m.cgs.gov.cn/cgkx/202108/t20210819_678423.html"                                                                                                                                                                                                                                                             , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GUATEMALA"             , "339"       , "map_data/state_regions/06_central_america.txt"  , "building_iron_mine=30;building_logging_camp=17;building_fishing_wharf=5;building_salt_pan=25;building_rubber_plantation=discoverable"                                                                                                          , "48"                           , "HIGH"           , "MEDIUM_CONFIDENCE", "Mexico, Central America and Caribbean", "STATE_GUATEMALA is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Mexican and Greater Antillean sedimentary belts include major carbonate provinces, notably Yucatan and Cuba; volcanic Central America and small oceanic islands receive conservative values."                                                               , "https://www.sgm.gob.mx/GeoInfoMexGobMx/|https://www.usgs.gov/maps/geologic-map-greater-antilles-and-virgin-islands|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                                                                                                  , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GUAVIARE"              , "357"       , "map_data/state_regions/07_south_america.txt"    , "building_logging_camp=25;building_rubber_plantation=discoverable"                                                                                                                                                                              , "16"                           , "MODEST"         , "HIGH_CONFIDENCE"  , "Andes"                                , "STATE_GUAVIARE is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: National surveys document extensive limestone and industrial-mineral occurrences in Colombia and Peru; carbonate-bearing Andean basins continue regionally but volcanic massifs and high plateaus lower selected states."                                          , "https://www2.sgc.gov.co/Publicaciones/Cientificas/NoSeriadas/Documents/Caliza-en-Colombia-geologia.PDF|https://srvags.sgc.gov.co/PortalWeb/Elementos-web/Geoportal/sistema/index.html|https://geocatmin.ingemmet.gob.pe/arcgis/rest/services/SERV_GEOLOGIA_50K_INTEGRADA/MapServer|https://geocatmin.ingemmet.gob.pe/arcgis/rest/services/SERV_ROCAS_MINERALES_INDUSTRIALES/MapServer/17"                                                                         , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GUAYANA"               , "352"       , "map_data/state_regions/07_south_america.txt"    , "building_logging_camp=20;building_fishing_wharf=6;building_gold_field=discoverable;building_rubber_plantation=discoverable;building_oil_rig=discoverable"                                                                                      , "16"                           , "MODEST"         , "MEDIUM_CONFIDENCE", "Brazil and Southern Cone"             , "STATE_GUAYANA is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Brazilian and Argentine mapping shows carbonate occurrences within sedimentary basins and folded belts, but large shields, Amazon cover, Pampas sediment and Patagonia make potential uneven."                                                                      , "https://rigeo.sgb.gov.br/items/32bb9679-e245-49d8-ba89-3fd9d68b59ea|https://repositorio.segemar.gov.ar/bitstream/handle/308849217/2825/CMIRyG_2766II_SM_Tucuman_M.pdf?isAllowed=y&sequence=1|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                        , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GUERRERO"              , "333"       , "map_data/state_regions/05_north_america.txt"    , "building_coal_mine=24;building_lead_mine=15;building_logging_camp=8;building_fishing_wharf=4;building_salt_pan=25;building_gold_field=discoverable;building_rubber_plantation=discoverable"                                                    , "16"                           , "MODEST"         , "MEDIUM_CONFIDENCE", "Mexico, Central America and Caribbean", "STATE_GUERRERO is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Mexican and Greater Antillean sedimentary belts include major carbonate provinces, notably Yucatan and Cuba; volcanic Central America and small oceanic islands receive conservative values."                                                                      , "https://www.sgm.gob.mx/GeoInfoMexGobMx/|https://www.usgs.gov/maps/geologic-map-greater-antilles-and-virgin-islands|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                                                                                                  , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GUINEA"                , "219"       , "map_data/state_regions/04_subsaharan_africa.txt", "building_logging_camp=13;building_fishing_wharf=10;building_whaling_station=2;building_rubber_plantation=discoverable"                                                                                                                         , "16"                           , "MODEST"         , "MEDIUM_CONFIDENCE", "Sub-Saharan Africa"                   , "STATE_GUINEA is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Local sedimentary basins and carbonate belts support limestone across the region, but large Precambrian shield areas make distribution discontinuous; South African mapping identifies major limestone and dolomite provinces."                                      , "https://www.brgm.fr/en/reference-completed-project/new-edition-110000000-geological-map-africa|https://infoterre.brgm.fr/rapports/RP-54404-FR.pdf|https://www.geoscience.org.za/cgs/systems/publications/downloadable-material/|https://www.geoscience.org.za/cgs/systems/publications/cgs-geological-maps/"                                                                                                                                                      , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GUIZHOU"               , "482"       , "map_data/state_regions/11_east_asia.txt"        , "building_coal_mine=32;building_logging_camp=26"                                                                                                                                                                                                , "80"                           , "VERY_HIGH"      , "HIGH_CONFIDENCE"  , "China"                                , "STATE_GUIZHOU is classified VERY_HIGH because it represents a major, well-exposed carbonate province or documented national concentration. Regional basis: China Geological Survey sources identify enormous carbonate and karst provinces, particularly in the southwest and several northern basins; deserts, loess cover and crystalline plateaus reduce access elsewhere."                                               , "https://en.cgs.gov.cn/Achievement/tci/gws/201603/t20160309_265903.html|https://en.cgs.gov.cn/Achievement/tci/gws/201603/t20160309_266042.html|https://m.cgs.gov.cn/cgkx/202108/t20210819_678423.html"                                                                                                                                                                                                                                                             , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GUJARAT"               , "461"       , "map_data/state_regions/10_india.txt"            , "building_logging_camp=4;building_fishing_wharf=16;building_iron_mine=4;building_salt_pan=50;building_oil_rig=discoverable"                                                                                                                     , "80"                           , "VERY_HIGH"      , "HIGH_CONFIDENCE"  , "India"                                , "STATE_GUJARAT is classified VERY_HIGH because it represents a major, well-exposed carbonate province or documented national concentration. Regional basis: Indian Bureau of Mines state inventories document large cement-grade limestone resources, especially in Rajasthan, Gujarat, central and southern India; major delta and floodplain states are lower."                                                             , "https://ibm.gov.in/writereaddata/files/08062019095529Limestone_2018.pdf|https://ibm.gov.in/writereaddata/files/174963836168495cd990ccdIMYB2022_Volume_III.pdf"                                                                                                                                                                                                                                                                                                    , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_GUYENNE"               , "37"        , "map_data/state_regions/00_west_europe.txt"      , "building_logging_camp=9"                                                                                                                                                                                                                       , "48"                           , "HIGH"           , "HIGH_CONFIDENCE"  , "France and Benelux"                   , "STATE_GUYENNE is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: The Paris and Anglo-Paris basins contain major chalk and limestone tracts, while Belgian Paleozoic belts add strong carbonate potential; lowland cover reduces direct access in parts of the Netherlands and Flanders."                                       , "https://www.brgm.fr/fr/reference-projet-acheve/premiere-version-carte-lithologique-france-metropolitaine-au-150-000e|https://sigessn.brgm.fr/spip.php?article46=|https://gsb.naturalsciences.be/maps/old-geological-maps-40k/|https://geologievannederland.nl/ondergrond/afzettingen-en-delfstoffen/kalksteen"                                                                                                                                                    , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_HAIL"                  , "403"       , "map_data/state_regions/08_middle_east.txt"      , "building_fishing_wharf=2"                                                                                                                                                                                                                      , "80"                           , "VERY_HIGH"      , "MEDIUM_CONFIDENCE", "Middle East"                          , "STATE_HAIL is classified VERY_HIGH because it represents a major, well-exposed carbonate province or documented national concentration. Regional basis: The Arabian platform, Levant and Zagros contain very extensive marine carbonate sequences; major river alluvium and interior sand cover reduce directly accessible outcrop in selected states."                                                                      , "https://www.usgs.gov/maps/geologic-map-arabian-peninsula|https://pubs.usgs.gov/publication/ofr97470B|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                                                                                                                , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_HAITI"                 , "344"       , "map_data/state_regions/06_central_america.txt"  , "building_logging_camp=7;building_fishing_wharf=6;building_rubber_plantation=discoverable"                                                                                                                                                      , "48"                           , "HIGH"           , "MEDIUM_CONFIDENCE", "Mexico, Central America and Caribbean", "STATE_HAITI is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Mexican and Greater Antillean sedimentary belts include major carbonate provinces, notably Yucatan and Cuba; volcanic Central America and small oceanic islands receive conservative values."                                                                   , "https://www.sgm.gob.mx/GeoInfoMexGobMx/|https://www.usgs.gov/maps/geologic-map-greater-antilles-and-virgin-islands|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                                                                                                  , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_HANNOVER"              , "69"        , "map_data/state_regions/00_west_europe.txt"      , "building_iron_mine=24;building_logging_camp=9;building_fishing_wharf=4;building_oil_rig=discoverable"                                                                                                                                          , "28"                           , "MEDIUM"         , "MEDIUM_CONFIDENCE", "German states and Central Europe"     , "STATE_HANNOVER is classified MEDIUM because it represents meaningful but spatially mixed carbonate geology at state scale. Regional basis: Mesozoic limestone belts, Alpine carbonates and Carpathian units create broad quarry potential, while northern lowlands and crystalline cores are more discontinuous."                                                                                                            , "https://www.bgr.bund.de/DE/Themen/Sammlungen-Grundlagen/GG_geol_Info/Karten/Deutschland/GUEK250/guek250_inhalt.html?nn=1840614|https://www.bgr.bund.de/EN/Themen/Sammlungen-Grundlagen/GG_geol_Info/Karten/Deutschland/Bodenschatzkarte/bodenschatzkarte_node_en.html|https://gemas.eurogeosurveys.org/image/GEMAS_Brochure.pdf"                                                                                                                                  , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_HAUSALAND"             , "211"       , "map_data/state_regions/04_subsaharan_africa.txt", "building_logging_camp=23;building_rubber_plantation=discoverable;building_oil_rig=discoverable"                                                                                                                                                , "16"                           , "MODEST"         , "MEDIUM_CONFIDENCE", "Sub-Saharan Africa"                   , "STATE_HAUSALAND is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Local sedimentary basins and carbonate belts support limestone across the region, but large Precambrian shield areas make distribution discontinuous; South African mapping identifies major limestone and dolomite provinces."                                   , "https://www.brgm.fr/en/reference-completed-project/new-edition-110000000-geological-map-africa|https://infoterre.brgm.fr/rapports/RP-54404-FR.pdf|https://www.geoscience.org.za/cgs/systems/publications/downloadable-material/|https://www.geoscience.org.za/cgs/systems/publications/cgs-geological-maps/"                                                                                                                                                      , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
