state_id,state_region_file,potential,tier,reason,confidence,source_category,action
STATE_DOBRUDJA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_DOBRUDJA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_ALBANIA,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_ALBANIA: Balkan and Carpathian metallogenic belts with moderate copper potential.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_BOSNIA,map_data/state_regions/01_south_europe.txt,24,MEDIUM,STATE_BOSNIA: Dinaride and Carpathian copper-polymetallic belts.,HIGH,REGIONAL_GEOLOGY_AND_HISTORIC_DISTRICT,ADD_CAPPED_RESOURCE
STATE_NORTHERN_THRACE,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_NORTHERN_THRACE: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BULGARIA,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_BULGARIA: Balkan and Carpathian metallogenic belts with moderate copper potential.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_SLOVENIA,map_data/state_regions/01_south_europe.txt,8,LOW,STATE_SLOVENIA: Localized Balkan-Carpathian copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_DALMATIA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_DALMATIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_CROATIA,map_data/state_regions/01_south_europe.txt,8,LOW,STATE_CROATIA: Localized Balkan-Carpathian copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_SLAVONIA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_SLAVONIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_ISTRIA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_ISTRIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_MONTENEGRO,map_data/state_regions/01_south_europe.txt,8,LOW,STATE_MONTENEGRO: Localized Balkan-Carpathian copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_WESTERN_SERBIA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_WESTERN_SERBIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_EASTERN_SERBIA,map_data/state_regions/01_south_europe.txt,36,HIGH,STATE_EASTERN_SERBIA: Bor-Timok porphyry and epithermal copper province.,HIGH,USGS_GLOBAL_PORPHYRY_DATABASE,ADD_CAPPED_RESOURCE
STATE_KOSOVO,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_KOSOVO: Balkan and Carpathian metallogenic belts with moderate copper potential.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_CRETE,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_CRETE: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_WEST_AEGEAN_ISLANDS,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_WEST_AEGEAN_ISLANDS: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_EAST_AEGEAN_ISLANDS,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_EAST_AEGEAN_ISLANDS: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_ATTICA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_ATTICA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_THESSALIA,map_data/state_regions/01_south_europe.txt,8,LOW,STATE_THESSALIA: Localized Balkan-Carpathian copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_SKOPIA,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_SKOPIA: Balkan and Carpathian metallogenic belts with moderate copper potential.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_MACEDONIA,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_MACEDONIA: Balkan and Carpathian metallogenic belts with moderate copper potential.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_WESTERN_THRACE,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_WESTERN_THRACE: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_IONIAN_ISLANDS,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_IONIAN_ISLANDS: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_PELOPONNESE,map_data/state_regions/01_south_europe.txt,8,LOW,STATE_PELOPONNESE: Localized Balkan-Carpathian copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_MURCIA,map_data/state_regions/01_south_europe.txt,8,LOW,STATE_MURCIA: Localized Iberian copper occurrences.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_LEON,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_LEON: Iberian Variscan and Betic copper-polymetallic districts.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_ENTRE_DOURO_E_MINHO,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_ENTRE_DOURO_E_MINHO: Iberian Variscan and Betic copper-polymetallic districts.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_MAZOVIA,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_MAZOVIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_LOWER_SILESIA,map_data/state_regions/02_east_europe.txt,16,MODEST,STATE_LOWER_SILESIA: Balkan and Carpathian metallogenic belts with moderate copper potential.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_UPPER_SILESIA,map_data/state_regions/02_east_europe.txt,8,LOW,STATE_UPPER_SILESIA: Localized Balkan-Carpathian copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_GREATER_POLAND,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_GREATER_POLAND: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_LESSER_POLAND,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_LESSER_POLAND: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_WEST_PRUSSIA,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_WEST_PRUSSIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_EAST_PRUSSIA,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_EAST_PRUSSIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_POSEN,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_POSEN: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_WEST_GALICIA,map_data/state_regions/02_east_europe.txt,16,MODEST,STATE_WEST_GALICIA: Balkan and Carpathian metallogenic belts with moderate copper potential.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_EAST_GALICIA,map_data/state_regions/02_east_europe.txt,16,MODEST,STATE_EAST_GALICIA: Balkan and Carpathian metallogenic belts with moderate copper potential.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_CENTRAL_HUNGARY,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_CENTRAL_HUNGARY: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BEKES,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_BEKES: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_TRANSDANUBIA,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_TRANSDANUBIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_DELVIDEK,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_DELVIDEK: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BANAT,map_data/state_regions/02_east_europe.txt,16,MODEST,STATE_BANAT: Balkan and Carpathian metallogenic belts with moderate copper potential.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_SLOVAKIA,map_data/state_regions/02_east_europe.txt,24,MEDIUM,STATE_SLOVAKIA: Dinaride and Carpathian copper-polymetallic belts.,HIGH,REGIONAL_GEOLOGY_AND_HISTORIC_DISTRICT,ADD_CAPPED_RESOURCE
STATE_RUTHENIA,map_data/state_regions/02_east_europe.txt,16,MODEST,STATE_RUTHENIA: Balkan and Carpathian metallogenic belts with moderate copper potential.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_SOUTHERN_TRANSYLVANIA,map_data/state_regions/02_east_europe.txt,24,MEDIUM,STATE_SOUTHERN_TRANSYLVANIA: Dinaride and Carpathian copper-polymetallic belts.,HIGH,REGIONAL_GEOLOGY_AND_HISTORIC_DISTRICT,ADD_CAPPED_RESOURCE
STATE_NORTHERN_TRANSYLVANIA,map_data/state_regions/02_east_europe.txt,24,MEDIUM,STATE_NORTHERN_TRANSYLVANIA: Dinaride and Carpathian copper-polymetallic belts.,HIGH,REGIONAL_GEOLOGY_AND_HISTORIC_DISTRICT,ADD_CAPPED_RESOURCE
STATE_MOLDAVIA,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_MOLDAVIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BUKOVINA,map_data/state_regions/02_east_europe.txt,8,LOW,STATE_BUKOVINA: Localized Balkan-Carpathian copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_WALLACHIA,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_WALLACHIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BESSARABIA,map_data/state_regions/02_east_europe.txt,0,NONE,STATE_BESSARABIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_LOWER_EGYPT,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_LOWER_EGYPT: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_UPPER_EGYPT,map_data/state_regions/03_north_africa.txt,8,LOW,STATE_UPPER_EGYPT: Localized North African shield and Atlas copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_MIDDLE_EGYPT,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_MIDDLE_EGYPT: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_EGYPTIAN_DESERT,map_data/state_regions/03_north_africa.txt,8,LOW,STATE_EGYPTIAN_DESERT: Localized North African shield and Atlas copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_MATRUH,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_MATRUH: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_SINAI,map_data/state_regions/03_north_africa.txt,16,MODEST,STATE_SINAI: Arabian-Nubian Shield and Sinai copper districts.,MEDIUM,USGS_GLOBAL_COPPER_ASSESSMENT,ADD_CAPPED_RESOURCE
STATE_ERITREA,map_data/state_regions/03_north_africa.txt,24,MEDIUM,STATE_ERITREA: Arabian-Nubian Shield volcanogenic and intrusion-related copper province.,HIGH,USGS_GLOBAL_COPPER_ASSESSMENT,ADD_CAPPED_RESOURCE
STATE_DONGOLA,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_DONGOLA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_KORDOFAN,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_KORDOFAN: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_DARFUR,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_DARFUR: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BLUE_NILE,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_BLUE_NILE: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_MARRAKECH,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_MARRAKECH: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_FEZ,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_FEZ: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_AL_RIF,map_data/state_regions/03_north_africa.txt,8,LOW,STATE_AL_RIF: Localized North African shield and Atlas copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_INNER_MOROCCO,map_data/state_regions/03_north_africa.txt,8,LOW,STATE_INNER_MOROCCO: Localized North African shield and Atlas copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_ALGIERS,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_ALGIERS: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_CONSTANTINE,map_data/state_regions/03_north_africa.txt,8,LOW,STATE_CONSTANTINE: Localized North African shield and Atlas copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_ORAN,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_ORAN: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_TUNISIA,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_TUNISIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_TRIPOLI,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_TRIPOLI: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_LIBYA,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_LIBYA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_LIBYAN_DESERT,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_LIBYAN_DESERT: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_SAHARA,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_SAHARA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_EAST_SAHARA,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_EAST_SAHARA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_WEST_SAHARA,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_WEST_SAHARA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_MAURITANIA,map_data/state_regions/03_north_africa.txt,16,MODEST,STATE_MAURITANIA: Arabian-Nubian Shield and Sinai copper districts.,MEDIUM,USGS_GLOBAL_COPPER_ASSESSMENT,ADD_CAPPED_RESOURCE
STATE_INNER_MAURITANIA,map_data/state_regions/03_north_africa.txt,16,MODEST,STATE_INNER_MAURITANIA: Arabian-Nubian Shield and Sinai copper districts.,MEDIUM,USGS_GLOBAL_COPPER_ASSESSMENT,ADD_CAPPED_RESOURCE
STATE_EASTERN_MALI,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_EASTERN_MALI: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_WESTERN_MALI,map_data/state_regions/03_north_africa.txt,8,LOW,STATE_WESTERN_MALI: Localized North African shield and Atlas copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_TIMBUKTU,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_TIMBUKTU: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_NIGER,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_NIGER: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_CHAD,map_data/state_regions/03_north_africa.txt,0,NONE,STATE_CHAD: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_IVORY_COAST,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_IVORY_COAST: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_WINDWARD_COAST,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_WINDWARD_COAST: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_SENEGAL,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_SENEGAL: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_SIERRA_LEONE,map_data/state_regions/04_subsaharan_africa.txt,8,LOW,STATE_SIERRA_LEONE: Localized African greenstone or mobile-belt copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_VOLTA,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_VOLTA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_LIBERIA,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_LIBERIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_HAUSALAND,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_HAUSALAND: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BENIN,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_BENIN: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_YORUBA_STATES,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_YORUBA_STATES: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_NIGER_DELTA,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_NIGER_DELTA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_OUTER_HAUSALAND,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_OUTER_HAUSALAND: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BORNU,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_BORNU: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_NIGERIA,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_NIGERIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_EAST_HAUSALAND,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_EAST_HAUSALAND: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_GUINEA,map_data/state_regions/04_subsaharan_africa.txt,8,LOW,STATE_GUINEA: Localized African greenstone or mobile-belt copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_GOLD_COAST,map_data/state_regions/04_subsaharan_africa.txt,8,LOW,STATE_GOLD_COAST: Localized African greenstone or mobile-belt copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_TOGO,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_TOGO: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_DAHOMEY,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_DAHOMEY: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_LINDI,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_LINDI: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_ZANZIBAR,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_ZANZIBAR: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_TANGANYIKA,map_data/state_regions/04_subsaharan_africa.txt,16,MODEST,"STATE_TANGANYIKA: African rift, mobile-belt and Copperbelt fringe potential.",MEDIUM,USGS_GLOBAL_COPPER_ASSESSMENT,ADD_CAPPED_RESOURCE
STATE_KENYA,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_KENYA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_RIFT_VALLEY,map_data/state_regions/04_subsaharan_africa.txt,16,MODEST,"STATE_RIFT_VALLEY: African rift, mobile-belt and Copperbelt fringe potential.",MEDIUM,USGS_GLOBAL_COPPER_ASSESSMENT,ADD_CAPPED_RESOURCE
STATE_OROMIA,map_data/state_regions/04_subsaharan_africa.txt,8,LOW,STATE_OROMIA: Localized African greenstone or mobile-belt copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_AMHARA,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_AMHARA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_GONDER,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_GONDER: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_KAZEMBE,map_data/state_regions/04_subsaharan_africa.txt,24,MEDIUM,STATE_KAZEMBE: Kalahari Copperbelt and southern African copper provinces.,HIGH,USGS_SEDIMENT_HOSTED_ASSESSMENT,ADD_CAPPED_RESOURCE
STATE_SOMALILAND,map_data/state_regions/04_subsaharan_africa.txt,0,NONE,STATE_SOMALILAND: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_SOUTH_MADAGASCAR,map_data/state_regions/04_subsaharan_africa.txt,8,LOW,STATE_SOUTH_MADAGASCAR: Localized African greenstone or mobile-belt copper occurrences.,MEDIUM,REGIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
