state_id                    , numeric_id, source_file                                    , current_relevant_resources                                                                                                                                                                                                                    , candidate_limestone_potential, evidence_status, implementation_status, notes
STATE_CENTRAL_JAVA          ,        912, map_data/state_regions/12_indonesia.txt        , building_sulfur_mine=32;building_logging_camp=6;building_fishing_wharf=4;building_rubber_plantation=discoverable                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CENTRAL_PROVINCES     ,        465, map_data/state_regions/10_india.txt            , building_iron_mine=22;building_coal_mine=21;building_logging_camp=12                                                                                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CEYLON                ,        469, map_data/state_regions/10_india.txt            , building_logging_camp=11;building_fishing_wharf=13;building_rubber_plantation=discoverable                                                                                                                                                    ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHACO                 ,        381, map_data/state_regions/07_south_america.txt    , building_logging_camp=13                                                                                                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHAD                  ,        203, map_data/state_regions/03_north_africa.txt     , building_oil_rig=discoverable;building_salt_mine=discoverable                                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHAMPAGNE             ,         41, map_data/state_regions/00_west_europe.txt      , building_iron_mine=21;building_logging_camp=11                                                                                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHELYABINSK           ,        832, map_data/state_regions/15_russia.txt           , building_iron_mine=95;building_coal_mine=25;building_logging_camp=16;building_gold_mine=3;building_gold_field=discoverable;building_salt_mine=discoverable                                                                                    ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHERNIHIV             ,        838, map_data/state_regions/15_russia.txt           , building_logging_camp=16;building_oil_rig=discoverable                                                                                                                                                                                        ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHERSON               ,        146, map_data/state_regions/15_russia.txt           , building_coal_mine=48;building_iron_mine=92;building_logging_camp=8;building_fishing_wharf=12                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHIANG_MAI            ,        521, map_data/state_regions/11_east_asia.txt        , building_coal_mine=32;building_lead_mine=36;building_logging_camp=18;building_rubber_plantation=discoverable                                                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHIAPAS               ,        336, map_data/state_regions/05_north_america.txt    , building_logging_camp=14;building_fishing_wharf=7;building_salt_pan=20;building_rubber_plantation=discoverable                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHIHUAHUA             ,        328, map_data/state_regions/05_north_america.txt    , building_lead_mine=18;building_logging_camp=6;building_salt_mine=discoverable                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHONGQING             ,        496, map_data/state_regions/11_east_asia.txt        , building_coal_mine=36;building_logging_camp=9;building_oil_rig=discoverable                                                                                                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHUGOKU               ,        534, map_data/state_regions/11_east_asia.txt        , building_iron_mine=16;building_coal_mine=8;building_lead_mine=11;building_logging_camp=20;building_fishing_wharf=12;building_whaling_station=3;building_salt_pan=10                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHUKOTKA              ,        575, map_data/state_regions/14_siberia.txt          , building_coal_mine=36;building_logging_camp=13;building_whaling_station=3;building_fishing_wharf=9;building_gold_field=discoverable                                                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CHUVASHIA             ,        837, map_data/state_regions/15_russia.txt           , building_sulfur_mine=15;building_logging_camp=25;building_oil_rig=discoverable                                                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CIRCARS               ,        472, map_data/state_regions/10_india.txt            , building_coal_mine=4;building_iron_mine=3;building_logging_camp=11;building_fishing_wharf=18                                                                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_COLORADO              ,        273, map_data/state_regions/05_north_america.txt    , building_coal_mine=40;building_logging_camp=9;building_gold_field=discoverable;building_oil_rig=discoverable                                                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CONGO                 ,        242, map_data/state_regions/04_subsaharan_africa.txt, building_coal_mine=48;building_logging_camp=25;building_fishing_wharf=4;building_rubber_plantation=discoverable;building_oil_rig=discoverable                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CONGO_ORIENTALE       ,        243, map_data/state_regions/04_subsaharan_africa.txt, building_coal_mine=44;building_logging_camp=23;building_rubber_plantation=discoverable                                                                                                                                                        ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CONNAUGHT             ,         27, map_data/state_regions/00_west_europe.txt      , building_sulfur_mine=48;building_logging_camp=7;building_fishing_wharf=4                                                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CONNECTICUT           ,        301, map_data/state_regions/05_north_america.txt    , building_iron_mine=15;building_whaling_station=3;building_fishing_wharf=5;building_logging_camp=6                                                                                                                                             ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CONSTANTINE           ,        191, map_data/state_regions/03_north_africa.txt     , building_iron_mine=55;building_lead_mine=19;building_sulfur_mine=18;building_logging_camp=6;building_fishing_wharf=4;building_oil_rig=discoverable                                                                                            ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CORRIENTES            ,        379, map_data/state_regions/07_south_america.txt    , building_logging_camp=15;building_oil_rig=discoverable                                                                                                                                                                                        ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CORSICA               ,         81, map_data/state_regions/01_south_europe.txt     , building_logging_camp=6;building_fishing_wharf=7                                                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_COSTA_RICA            ,        342, map_data/state_regions/06_central_america.txt  , building_coal_mine=24;building_logging_camp=8;building_fishing_wharf=3;building_rubber_plantation=discoverable                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_COURLAND              ,        801, map_data/state_regions/15_russia.txt           , building_logging_camp=7;building_fishing_wharf=6                                                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CRETE                 ,        122, map_data/state_regions/01_south_europe.txt     , building_logging_camp=2;building_fishing_wharf=5                                                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CRIMEA                ,        142, map_data/state_regions/15_russia.txt           , building_iron_mine=15;building_logging_camp=4;building_fishing_wharf=12                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CROATIA               ,        116, map_data/state_regions/01_south_europe.txt     , building_coal_mine=60;building_logging_camp=11;building_fishing_wharf=5;building_salt_pan=15                                                                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CUNDINAMARCA          ,        358, map_data/state_regions/07_south_america.txt    , building_coal_mine=20;building_logging_camp=7;building_rubber_plantation=discoverable                                                                                                                                                         ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CYPRUS                ,        404, map_data/state_regions/08_middle_east.txt      , building_logging_camp=2;building_fishing_wharf=5;building_iron_mine=5;building_sulfur_mine=5                                                                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DAGESTAN              ,        433, map_data/state_regions/09_central_asia.txt     , building_logging_camp=10;building_oil_rig=discoverable                                                                                                                                                                                        ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DAHOMEY               ,        222, map_data/state_regions/04_subsaharan_africa.txt, building_logging_camp=14;building_fishing_wharf=2;building_salt_pan=20;building_rubber_plantation=discoverable                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DALMATIA              ,        115, map_data/state_regions/01_south_europe.txt     , building_logging_camp=4;building_fishing_wharf=13;building_salt_pan=20                                                                                                                                                                        ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DARFUR                ,        184, map_data/state_regions/03_north_africa.txt     , building_oil_rig=discoverable                                                                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DEIR_EZ_ZOR           ,        412, map_data/state_regions/08_middle_east.txt      ,                                                                                                                                                                                                                                               ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DELAWARE              ,       1023, map_data/state_regions/05_north_america.txt    , building_logging_camp=4;building_fishing_wharf=5                                                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DELHI                 ,        459, map_data/state_regions/10_india.txt            , building_logging_camp=5;building_sulfur_mine=3                                                                                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DELVIDEK              ,        166, map_data/state_regions/02_east_europe.txt      , building_logging_camp=4;building_oil_rig=discoverable                                                                                                                                                                                         ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DISTRICT_OF_COLUMBIA  ,        265, map_data/state_regions/05_north_america.txt    , building_fishing_wharf=1                                                                                                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DIYARBAKIR            ,        428, map_data/state_regions/08_middle_east.txt      , building_coal_mine=32                                                                                                                                                                                                                         ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DOBRUDJA              ,        109, map_data/state_regions/01_south_europe.txt     , building_logging_camp=11;building_fishing_wharf=7;building_salt_pan=12                                                                                                                                                                        ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DONGOLA               ,        182, map_data/state_regions/03_north_africa.txt     , building_logging_camp=4;building_fishing_wharf=4;building_oil_rig=discoverable                                                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DURANGO               ,        330, map_data/state_regions/05_north_america.txt    , building_iron_mine=17;building_logging_camp=4;building_fishing_wharf=5                                                                                                                                                                        ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_DZUNGARIA             ,        478, map_data/state_regions/11_east_asia.txt        , building_iron_mine=24;building_lead_mine=36;building_sulfur_mine=80;building_oil_rig=discoverable                                                                                                                                             ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EASTERN_CAPE          ,        260, map_data/state_regions/04_subsaharan_africa.txt, building_coal_mine=56;building_logging_camp=9;building_fishing_wharf=8;building_salt_pan=20                                                                                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EASTERN_CUBA          ,        928, map_data/state_regions/06_central_america.txt  , building_coal_mine=10;building_iron_mine=21;building_lead_mine=4;building_sulfur_mine=3;building_logging_camp=8;building_fishing_wharf=3                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EASTERN_HIMALAYAS     ,        921, map_data/state_regions/09_central_asia.txt     , building_logging_camp=3;building_coal_mine=3                                                                                                                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EASTERN_HUBEI         ,        508, map_data/state_regions/11_east_asia.txt        , building_logging_camp=8                                                                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EASTERN_MALI          ,        199, map_data/state_regions/03_north_africa.txt     ,                                                                                                                                                                                                                                               ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EASTERN_NEW_GUINEA    ,        550, map_data/state_regions/12_indonesia.txt        , building_iron_mine=24;building_sulfur_mine=32;building_logging_camp=16;building_fishing_wharf=10;building_whaling_station=2;building_rubber_plantation=discoverable;building_oil_rig=discoverable                                             ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EASTERN_NORWAY        ,         10, map_data/state_regions/00_west_europe.txt      , building_iron_mine=18;building_logging_camp=22;building_fishing_wharf=5                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EASTERN_SERBIA        ,        121, map_data/state_regions/01_south_europe.txt     , building_coal_mine=30;building_lead_mine=12;building_logging_camp=10                                                                                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EASTERN_THRACE        ,        108, map_data/state_regions/01_south_europe.txt     , building_iron_mine=18;building_logging_camp=4;building_fishing_wharf=10                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_AEGEAN_ISLANDS   ,       1001, map_data/state_regions/01_south_europe.txt     , building_fishing_wharf=6                                                                                                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_ANGLIA           ,         21, map_data/state_regions/00_west_europe.txt      , building_coal_mine=40;building_iron_mine=30;building_logging_camp=4;building_fishing_wharf=12;building_salt_pan=30;building_oil_rig=discoverable                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_ANGOLA           ,        249, map_data/state_regions/04_subsaharan_africa.txt, building_coal_mine=80;building_lead_mine=27;building_logging_camp=11;building_rubber_plantation=discoverable                                                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_BENGAL           ,        466, map_data/state_regions/10_india.txt            , building_coal_mine=4;building_logging_camp=23;building_fishing_wharf=11                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_BORNEO           ,        543, map_data/state_regions/12_indonesia.txt        , building_coal_mine=28;building_logging_camp=20;building_fishing_wharf=9;building_rubber_plantation=discoverable;building_oil_rig=discoverable                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_GALICIA          ,        162, map_data/state_regions/02_east_europe.txt      , building_coal_mine=92;building_logging_camp=9;building_oil_rig=discoverable                                                                                                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_HAUSALAND        ,        218, map_data/state_regions/04_subsaharan_africa.txt, building_coal_mine=72;building_logging_camp=18;building_oil_rig=discoverable                                                                                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_JAVA             ,        545, map_data/state_regions/12_indonesia.txt        , building_sulfur_mine=40;building_logging_camp=7;building_fishing_wharf=8;building_salt_pan=35;building_rubber_plantation=discoverable;building_oil_rig=discoverable                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_KARELIA          ,        139, map_data/state_regions/15_russia.txt           , building_iron_mine=25;building_logging_camp=30;building_fishing_wharf=5                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_MICRONESIA       ,       1000, map_data/state_regions/12_indonesia.txt        , building_logging_camp=2;building_whaling_station=3;building_fishing_wharf=3                                                                                                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_PRUSSIA          ,        159, map_data/state_regions/02_east_europe.txt      , building_logging_camp=17;building_fishing_wharf=10                                                                                                                                                                                            ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_SAHARA           ,        195, map_data/state_regions/03_north_africa.txt     , building_oil_rig=discoverable                                                                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EAST_SWITZERLAND      ,         59, map_data/state_regions/00_west_europe.txt      , building_iron_mine=30;building_lead_mine=30;building_logging_camp=17                                                                                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ECUADOR               ,        351, map_data/state_regions/07_south_america.txt    , building_coal_mine=28;building_iron_mine=30;building_logging_camp=14;building_fishing_wharf=6;building_whaling_station=4;building_salt_pan=25;building_rubber_plantation=discoverable                                                         ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EGYPTIAN_DESERT       ,        178, map_data/state_regions/03_north_africa.txt     ,                                                                                                                                                                                                                                               ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ELBE                  ,         58, map_data/state_regions/00_west_europe.txt      , building_logging_camp=9;building_fishing_wharf=5;building_oil_rig=discoverable;building_salt_mine=discoverable                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ELIZAVETPOL           ,        833, map_data/state_regions/15_russia.txt           , building_iron_mine=10;building_logging_camp=12                                                                                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EMILIA                ,         87, map_data/state_regions/01_south_europe.txt     , building_iron_mine=24;building_logging_camp=13;building_fishing_wharf=3                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ENTRE_DOURO_E_MINHO   ,        927, map_data/state_regions/01_south_europe.txt     , building_iron_mine=26;building_gold_mine=2;building_lead_mine=3;building_logging_camp=7;building_fishing_wharf=6                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EQUATEUR              ,        246, map_data/state_regions/04_subsaharan_africa.txt, building_logging_camp=26;building_rubber_plantation=discoverable                                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EQUATORIA             ,        236, map_data/state_regions/04_subsaharan_africa.txt, building_logging_camp=13;building_rubber_plantation=discoverable                                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ERITREA               ,        181, map_data/state_regions/03_north_africa.txt     , building_iron_mine=15;building_fishing_wharf=5;building_salt_pan=30                                                                                                                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ERZURUM               ,        431, map_data/state_regions/08_middle_east.txt      , building_iron_mine=30;building_lead_mine=36;building_logging_camp=9;building_salt_mine=discoverable                                                                                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ESTREMADURA           ,        105, map_data/state_regions/01_south_europe.txt     , building_logging_camp=4;building_fishing_wharf=8;building_salt_mine=discoverable                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_EXTREMADURA           ,        102, map_data/state_regions/01_south_europe.txt     , building_logging_camp=13;building_sulfur_mine=4;building_iron_mine=3                                                                                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FARS                  ,        414, map_data/state_regions/08_middle_east.txt      , building_sulfur_mine=28;building_iron_mine=5;building_fishing_wharf=7;building_logging_camp=6;building_oil_rig=discoverable                                                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FERGANA               ,        806, map_data/state_regions/15_russia.txt           , building_iron_mine=21;building_logging_camp=5                                                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FEZ                   ,        187, map_data/state_regions/03_north_africa.txt     , building_logging_camp=4;building_fishing_wharf=5;building_salt_pan=30                                                                                                                                                                         ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FIJI                  ,       1002, map_data/state_regions/12_indonesia.txt        , building_logging_camp=2;building_whaling_station=4;building_fishing_wharf=4                                                                                                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FLANDERS              ,         50, map_data/state_regions/00_west_europe.txt      , building_logging_camp=23;building_fishing_wharf=5                                                                                                                                                                                             ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FLORIDA               ,        293, map_data/state_regions/05_north_america.txt    , building_logging_camp=23;building_fishing_wharf=15;building_sulfur_mine=42;building_oil_rig=discoverable                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FORMOSA               ,        510, map_data/state_regions/11_east_asia.txt        , building_coal_mine=6;building_logging_camp=7;building_fishing_wharf=13;building_salt_pan=20;building_oil_rig=discoverable                                                                                                                     ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FRANCHE_COMTE         ,         42, map_data/state_regions/00_west_europe.txt      , building_iron_mine=20;building_logging_camp=9;building_salt_mine=discoverable                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FRANCONIA             ,         72, map_data/state_regions/00_west_europe.txt      , building_iron_mine=30;building_logging_camp=17                                                                                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FRENCH_LOW_COUNTRIES  ,         33, map_data/state_regions/00_west_europe.txt      , building_coal_mine=100;building_logging_camp=3;building_fishing_wharf=6                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FRIESLAND             ,         47, map_data/state_regions/00_west_europe.txt      , building_logging_camp=2;building_whaling_station=5;building_fishing_wharf=15;building_oil_rig=discoverable;building_salt_mine=discoverable                                                                                                    ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_FUJIAN                ,        498, map_data/state_regions/11_east_asia.txt        , building_logging_camp=16;building_fishing_wharf=10;building_salt_pan=10                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_GABON                 ,        251, map_data/state_regions/04_subsaharan_africa.txt, building_logging_camp=20;building_fishing_wharf=9;building_rubber_plantation=discoverable;building_oil_rig=discoverable                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_GALICH                ,        147, map_data/state_regions/15_russia.txt           , building_logging_camp=48;building_coal_mine=72;building_iron_mine=12;building_oil_rig=discoverable                                                                                                                                            ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_GALICIA               ,         94, map_data/state_regions/01_south_europe.txt     , building_gold_mine=2;building_iron_mine=4;building_logging_camp=5;building_fishing_wharf=8;building_whaling_station=1                                                                                                                         ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_GANSU                 ,        493, map_data/state_regions/11_east_asia.txt        , building_logging_camp=5;building_salt_mine=discoverable                                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_GELRE                 ,         48, map_data/state_regions/00_west_europe.txt      , building_coal_mine=40;building_logging_camp=9                                                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_GEORGIA               ,        294, map_data/state_regions/05_north_america.txt    , building_logging_camp=20;building_fishing_wharf=6                                                                                                                                                                                             ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_GOIAS                 ,        666, map_data/state_regions/07_south_america.txt    , building_logging_camp=16;building_fishing_wharf=7;building_rubber_plantation=discoverable                                                                                                                                                     ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_GOLD_COAST            ,        220, map_data/state_regions/04_subsaharan_africa.txt, building_logging_camp=14;building_fishing_wharf=5;building_rubber_plantation=discoverable                                                                                                                                                     ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_GONDER                ,        230, map_data/state_regions/04_subsaharan_africa.txt, building_logging_camp=23;building_rubber_plantation=discoverable;building_salt_mine=discoverable                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
