"state_id","source_file","audit_potential","implemented_potential","match_status"
"STATE_LURISTAN","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_LUZON","map_data/state_regions/12_indonesia.txt","48","48","MATCH"
"STATE_MACEDONIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_MADEIRA","map_data/state_regions/01_south_europe.txt","8","8","MATCH"
"STATE_MADRAS","map_data/state_regions/10_india.txt","80","80","MATCH"
"STATE_MAINE","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_MAINE_ANJOU","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_MALAYA","map_data/state_regions/12_indonesia.txt","48","48","MATCH"
"STATE_MALTA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_MALWA","map_data/state_regions/10_india.txt","48","48","MATCH"
"STATE_MANDALAY","map_data/state_regions/10_india.txt","16","16","MATCH"
"STATE_MANITOBA","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_MARANHAO","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_MARRAKECH","map_data/state_regions/03_north_africa.txt","48","48","MATCH"
"STATE_MARYLAND","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_MASSACHUSETTS","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_MATO_GROSSO","map_data/state_regions/07_south_america.txt","8","8","MATCH"
"STATE_MATRUH","map_data/state_regions/03_north_africa.txt","28","28","MATCH"
"STATE_MAURITANIA","map_data/state_regions/03_north_africa.txt","28","28","MATCH"
"STATE_MAZANDARAN","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_MAZOVIA","map_data/state_regions/02_east_europe.txt","28","28","MATCH"
"STATE_MECKLENBURG","map_data/state_regions/00_west_europe.txt","28","28","MATCH"
"STATE_MEKONG","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_MERZ","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_MEXICO","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_MICHIGAN","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_MIDDLE_EGYPT","map_data/state_regions/03_north_africa.txt","48","48","MATCH"
"STATE_MIDLANDS","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_MINAS_GERAIS","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_MINDANAO","map_data/state_regions/12_indonesia.txt","48","48","MATCH"
"STATE_MINNESOTA","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_MINSK","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_MIRANDA","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_MISSISSIPPI","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_MISSOURI","map_data/state_regions/05_north_america.txt","80","80","MATCH"
"STATE_MOCAMBIQUE","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_MOGILEV","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_MOLDAVIA","map_data/state_regions/02_east_europe.txt","16","16","MATCH"
"STATE_MOLUCCAS","map_data/state_regions/12_indonesia.txt","48","48","MATCH"
"STATE_MONTANA","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_MONTENEGRO","map_data/state_regions/01_south_europe.txt","80","80","MATCH"
"STATE_MORAVIA","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_MOSCOW","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_MOSUL","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_MUNSTER","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_MURCIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_MYSORE","map_data/state_regions/10_india.txt","48","48","MATCH"
"STATE_NAKHON_RATCHASIMA","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_NAMAQUALAND","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_NANJING","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_NAURU","map_data/state_regions/12_indonesia.txt","48","48","MATCH"
"STATE_NEBRASKA","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_NEJD","map_data/state_regions/08_middle_east.txt","80","80","MATCH"
"STATE_NENETSIA","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_NEVADA","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_NEWFOUNDLAND","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_NEW_BRUNSWICK","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_NEW_CASTILE","map_data/state_regions/01_south_europe.txt","80","80","MATCH"
"STATE_NEW_HAMPSHIRE","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_NEW_JERSEY","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_NEW_MEXICO","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_NEW_SOUTH_WALES","map_data/state_regions/13_australasia.txt","28","28","MATCH"
"STATE_NEW_YORK","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_NGARI","map_data/state_regions/09_central_asia.txt","8","8","MATCH"
"STATE_NICARAGUA","map_data/state_regions/06_central_america.txt","8","8","MATCH"
"STATE_NIGER","map_data/state_regions/03_north_africa.txt","16","16","MATCH"
"STATE_NIGERIA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_NIGER_DELTA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_NINGXIA","map_data/state_regions/11_east_asia.txt","8","8","MATCH"
"STATE_NIZHNY_NOVGOROD","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_NORMANDY","map_data/state_regions/00_west_europe.txt","80","80","MATCH"
"STATE_NORRLAND","map_data/state_regions/00_west_europe.txt","8","8","MATCH"
"STATE_NORTHERN_ANHUI","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_NORTHERN_BALUCHISTAN","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_NORTHERN_CAPE","map_data/state_regions/04_subsaharan_africa.txt","48","48","MATCH"
"STATE_NORTHERN_MANCHURIA","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_NORTHERN_NORWAY","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_NORTHERN_TERRITORY","map_data/state_regions/13_australasia.txt","16","16","MATCH"
"STATE_NORTHERN_THRACE","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_NORTHERN_TRANSYLVANIA","map_data/state_regions/02_east_europe.txt","28","28","MATCH"
"STATE_NORTHWEST_TERRITORIES","map_data/state_regions/05_north_america.txt","8","8","MATCH"
"STATE_NORTH_ANGOLA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_NORTH_BORNEO","map_data/state_regions/12_indonesia.txt","8","8","MATCH"
"STATE_NORTH_CAMEROON","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_NORTH_CAROLINA","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_NORTH_CAUCASUS","map_data/state_regions/15_russia.txt","48","48","MATCH"
"STATE_NORTH_DAKOTA","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_NORTH_ISLAND","map_data/state_regions/13_australasia.txt","16","16","MATCH"
"STATE_NORTH_MADAGASCAR","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_NORTH_RHINE","map_data/state_regions/00_west_europe.txt","28","28","MATCH"
"STATE_NORTH_SUMATRA","map_data/state_regions/12_indonesia.txt","28","28","MATCH"
"STATE_NOVGOROD","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_NUNAVUT","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_OAXACA","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_OB","map_data/state_regions/14_siberia.txt","16","16","MATCH"
"STATE_OHIO","map_data/state_regions/05_north_america.txt","80","80","MATCH"
"STATE_OKHOTSK","map_data/state_regions/14_siberia.txt","8","8","MATCH"
"STATE_OKLAHOMA","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_OLD_CASTILE","map_data/state_regions/01_south_europe.txt","80","80","MATCH"
"STATE_OMAN","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_ONTARIO","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_ORAN","map_data/state_regions/03_north_africa.txt","28","28","MATCH"
"STATE_OREGON","map_data/state_regions/05_north_america.txt","8","8","MATCH"
"STATE_ORISSA","map_data/state_regions/10_india.txt","48","48","MATCH"
"STATE_ORLEANS","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_OROMIA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_ORYOL","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_OSTROBOTHNIA","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_OULU","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_OUTER_HAUSALAND","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_OUTER_MANCHURIA","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_PALESTINE","map_data/state_regions/08_middle_east.txt","80","80","MATCH"
"STATE_PANAMA","map_data/state_regions/06_central_america.txt","8","8","MATCH"
"STATE_PARA","map_data/state_regions/07_south_america.txt","8","8","MATCH"
"STATE_PARAIBA","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_PARANA","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_PASHTUNISTAN","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_PASTAZA","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_PATAGONIA","map_data/state_regions/07_south_america.txt","8","8","MATCH"
"STATE_PEGU","map_data/state_regions/10_india.txt","16","16","MATCH"
"STATE_PELOPONNESE","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_PENNSYLVANIA","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_PERM","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_PERNAMBUCO","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_PERSIAN_KURDISTAN","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_PIAUI","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_PICARDY","map_data/state_regions/00_west_europe.txt","80","80","MATCH"
"STATE_PIEDMONT","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_POITOU","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_POMERANIA","map_data/state_regions/00_west_europe.txt","28","28","MATCH"
"STATE_POSEN","map_data/state_regions/02_east_europe.txt","28","28","MATCH"
"STATE_POTOSI","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_PROVENCE","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_PSKOV","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_PUERTO_RICO","map_data/state_regions/06_central_america.txt","48","48","MATCH"
"STATE_PUNJAB","map_data/state_regions/10_india.txt","16","16","MATCH"
"STATE_PYONGYANG","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_QINGHAI","map_data/state_regions/11_east_asia.txt","8","8","MATCH"
"STATE_QUEBEC","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_QUEENSLAND","map_data/state_regions/13_australasia.txt","28","28","MATCH"
"STATE_QUETTA","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_RAJPUTANA","map_data/state_regions/10_india.txt","80","80","MATCH"
"STATE_RHINELAND","map_data/state_regions/00_west_europe.txt","28","28","MATCH"
"STATE_RHODE_ISLAND","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_RHONE","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_RIFT_VALLEY","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_RIGA","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_RIO_DE_JANEIRO","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_RIO_GRANDE","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_RIO_GRANDE_DO_NORTE","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_RIO_GRANDE_DO_SUL","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_RIO_NEGRO","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_ROMAGNA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_ROSTOV","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_RUHR","map_data/state_regions/00_west_europe.txt","28","28","MATCH"
"STATE_RUTHENIA","map_data/state_regions/02_east_europe.txt","16","16","MATCH"
"STATE_RYAZAN","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_RYUKYU_ISLANDS","map_data/state_regions/11_east_asia.txt","8","8","MATCH"
"STATE_SAHARA","map_data/state_regions/03_north_africa.txt","8","8","MATCH"
"STATE_SAKHALIN","map_data/state_regions/11_east_asia.txt","8","8","MATCH"
"STATE_SAMARA","map_data/state_regions/09_central_asia.txt","48","48","MATCH"
"STATE_SANTA_CATARINA","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_SANTA_CRUZ","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_SANTA_FE","map_data/state_regions/07_south_america.txt","8","8","MATCH"
"STATE_SANTIAGO","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_SANTO_DOMINGO","map_data/state_regions/06_central_america.txt","48","48","MATCH"
"STATE_SAN_SALVADOR","map_data/state_regions/06_central_america.txt","28","28","MATCH"
"STATE_SAO_PAULO","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_SARDINIA","map_data/state_regions/01_south_europe.txt","28","28","MATCH"
"STATE_SARIWON","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_SASKATCHEWAN","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_SAVOY","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_SAXONY","map_data/state_regions/00_west_europe.txt","28","28","MATCH"
"STATE_SCANIA","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_SCHLESWIG_HOLSTEIN","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_SEMIRECHE","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_SEMNAN","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_SENEGAL","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_SEOUL","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_SHANDONG","map_data/state_regions/11_east_asia.txt","48","48","MATCH"
"STATE_SHANXI","map_data/state_regions/11_east_asia.txt","48","48","MATCH"
"STATE_SHAN_STATES","map_data/state_regions/10_india.txt","48","48","MATCH"
"STATE_SHAOZHOU","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_SHENGJING","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_SHIKOKU","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_SICHUAN","map_data/state_regions/11_east_asia.txt","80","80","MATCH"
"STATE_SICILY","map_data/state_regions/01_south_europe.txt","80","80","MATCH"
"STATE_SIERRA_LEONE","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_SINAI","map_data/state_regions/03_north_africa.txt","48","48","MATCH"
"STATE_SINALOA","map_data/state_regions/05_north_america.txt","8","8","MATCH"
"STATE_SINDH","map_data/state_regions/10_india.txt","48","48","MATCH"
"STATE_SISTAN","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_SKOPIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_SLAVONIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_SLOVAKIA","map_data/state_regions/02_east_europe.txt","28","28","MATCH"
"STATE_SLOVENIA","map_data/state_regions/01_south_europe.txt","80","80","MATCH"
"STATE_SMOLENSK","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_SOLOMON_ISLANDS","map_data/state_regions/12_indonesia.txt","8","8","MATCH"
"STATE_SOMALILAND","map_data/state_regions/04_subsaharan_africa.txt","48","48","MATCH"
"STATE_SONORA","map_data/state_regions/05_north_america.txt","8","8","MATCH"
"STATE_SOUTHERN_ANHUI","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_SOUTHERN_MANCHURIA","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_SOUTHERN_TRANSYLVANIA","map_data/state_regions/02_east_europe.txt","28","28","MATCH"
"STATE_SOUTH_ANGOLA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_SOUTH_ATLANTIC_ISLANDS","map_data/state_regions/07_south_america.txt","8","8","MATCH"
"STATE_SOUTH_AUSTRALIA","map_data/state_regions/13_australasia.txt","48","48","MATCH"
"STATE_SOUTH_CAMEROON","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_SOUTH_CAROLINA","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_SOUTH_DAKOTA","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_SOUTH_ISLAND","map_data/state_regions/13_australasia.txt","48","48","MATCH"
"STATE_SOUTH_MADAGASCAR","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_SOUTH_SUMATRA","map_data/state_regions/12_indonesia.txt","28","28","MATCH"
"STATE_SOUTH_TYROL","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_STAVROPOL","map_data/state_regions/15_russia.txt","48","48","MATCH"
"STATE_STYRIA","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_SUNDA_ISLANDS","map_data/state_regions/12_indonesia.txt","8","8","MATCH"
"STATE_SURGUT","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_SUZHOU","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_SVEALAND","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_SYRDARYA","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_SYRIA","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_TABRIZ","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_TAHITI","map_data/state_regions/12_indonesia.txt","8","8","MATCH"
"STATE_TAJIKISTAN","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_TALINN","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_TAMBOV","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_TANGANYIKA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_TARAPACA","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_TARTARIA","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_TARTU","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_TASMANIA","map_data/state_regions/13_australasia.txt","16","16","MATCH"
"STATE_TAURIDA","map_data/state_regions/15_russia.txt","48","48","MATCH"
"STATE_TENASSERIM","map_data/state_regions/10_india.txt","16","16","MATCH"
"STATE_TENNESSEE","map_data/state_regions/05_north_america.txt","80","80","MATCH"
"STATE_TEXAS","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_THESSALIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_TIANSHAN","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_TIMBUKTU","map_data/state_regions/03_north_africa.txt","8","8","MATCH"
"STATE_TOBOLSK","map_data/state_regions/14_siberia.txt","16","16","MATCH"
"STATE_TOGO","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_TOHOKU","map_data/state_regions/11_east_asia.txt","8","8","MATCH"
"STATE_TOKAI","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_TOMSK","map_data/state_regions/14_siberia.txt","16","16","MATCH"
"STATE_TONGA","map_data/state_regions/12_indonesia.txt","8","8","MATCH"
"STATE_TONKIN","map_data/state_regions/11_east_asia.txt","48","48","MATCH"
"STATE_TRABZON","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_TRANSDANUBIA","map_data/state_regions/02_east_europe.txt","16","16","MATCH"
"STATE_TRANSJORDAN","map_data/state_regions/08_middle_east.txt","80","80","MATCH"
"STATE_TRANSVAAL","map_data/state_regions/04_subsaharan_africa.txt","48","48","MATCH"
"STATE_TRANS_BAIKAL","map_data/state_regions/14_siberia.txt","16","16","MATCH"
"STATE_TRAVANCORE","map_data/state_regions/10_india.txt","48","48","MATCH"
"STATE_TRIPOLI","map_data/state_regions/03_north_africa.txt","28","28","MATCH"
"STATE_TUCUMAN","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_TUNISIA","map_data/state_regions/03_north_africa.txt","48","48","MATCH"
"STATE_TURKMENIA","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_TUSCANY","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_TUVA","map_data/state_regions/14_siberia.txt","16","16","MATCH"
"STATE_TVER","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_TYROL","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_UBANGI_SHARI","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_UFA","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_UGANDA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_ULIASTAI","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_ULSTER","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_UMBRIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_UPPER_ANDALUSIA","map_data/state_regions/01_south_europe.txt","80","80","MATCH"
"STATE_UPPER_EGYPT","map_data/state_regions/03_north_africa.txt","28","28","MATCH"
"STATE_UPPER_SILESIA","map_data/state_regions/02_east_europe.txt","48","48","MATCH"
"STATE_UPPER_YENISEYSK","map_data/state_regions/14_siberia.txt","16","16","MATCH"
"STATE_URAL","map_data/state_regions/14_siberia.txt","16","16","MATCH"
"STATE_URALSK","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_URGA","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_URMIA","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_URUGUAY","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_UTAH","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_UUSIMAA","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_UZBEKIA","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_VALENCIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_VANUATU","map_data/state_regions/12_indonesia.txt","8","8","MATCH"
"STATE_VENETIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_VERACRUZ","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_VERMONT","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_VICTORIA","map_data/state_regions/13_australasia.txt","28","28","MATCH"
"STATE_VILNIUS","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_VIRGINIA","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_VISAYAS","map_data/state_regions/12_indonesia.txt","16","16","MATCH"
"STATE_VITEBSK","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_VOLHYNIA","map_data/state_regions/15_russia.txt","28","28","MATCH"
"STATE_VOLTA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_VRYSTAAT","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_VYATKA","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_WADDAI","map_data/state_regions/04_subsaharan_africa.txt","8","8","MATCH"
"STATE_WALES","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_WALLACHIA","map_data/state_regions/02_east_europe.txt","28","28","MATCH"
"STATE_WALLONIA","map_data/state_regions/00_west_europe.txt","80","80","MATCH"
"STATE_WASHINGTON","map_data/state_regions/05_north_america.txt","8","8","MATCH"
"STATE_WESTERN_AUSTRALIA","map_data/state_regions/13_australasia.txt","48","48","MATCH"
"STATE_WESTERN_CUBA","map_data/state_regions/06_central_america.txt","28","28","MATCH"
"STATE_WESTERN_HUBEI","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_WESTERN_MALI","map_data/state_regions/03_north_africa.txt","16","16","MATCH"
"STATE_WESTERN_NEW_GUINEA","map_data/state_regions/12_indonesia.txt","48","48","MATCH"
"STATE_WESTERN_NORWAY","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_WESTERN_SERBIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_WESTERN_THRACE","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_WESTPHALIA","map_data/state_regions/00_west_europe.txt","28","28","MATCH"
"STATE_WEST_AEGEAN_ISLANDS","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_WEST_BENGAL","map_data/state_regions/10_india.txt","8","8","MATCH"
"STATE_WEST_BORNEO","map_data/state_regions/12_indonesia.txt","8","8","MATCH"
"STATE_WEST_COUNTRY","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_WEST_GALICIA","map_data/state_regions/02_east_europe.txt","48","48","MATCH"
"STATE_WEST_INDIES","map_data/state_regions/06_central_america.txt","28","28","MATCH"
"STATE_WEST_JAVA","map_data/state_regions/12_indonesia.txt","48","48","MATCH"
"STATE_WEST_KARELIA","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_WEST_MICRONESIA","map_data/state_regions/12_indonesia.txt","8","8","MATCH"
"STATE_WEST_PRUSSIA","map_data/state_regions/02_east_europe.txt","8","8","MATCH"
"STATE_WEST_SAHARA","map_data/state_regions/03_north_africa.txt","28","28","MATCH"
"STATE_WEST_SWITZERLAND","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_WEST_VIRGINIA","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_WINDWARD_COAST","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_WISCONSIN","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_WURTTEMBERG","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_WYOMING","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_XIAN","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_YAKUTSK","map_data/state_regions/14_siberia.txt","16","16","MATCH"
"STATE_YANGHO","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_YAROSLAVL","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_YEMEN","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_YORKSHIRE","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_YORUBA_STATES","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_YUCATAN","map_data/state_regions/05_north_america.txt","80","80","MATCH"
