"tag","cleanup2c1b_runtime_status","cleanup2c1c_scope","company_issue","tibet_issue","title_duplication_issue","root_cause","hotfix_action","historical_character","historical_title","company_executive","implementation_status","technical_defer_reason","files_touched","static_validation","notes"
"NVS","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Francis Legge","Governor of Nova Scotia","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED",""
"ONT","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED",""
"PCO","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Miguel de Muesas","Governor and Captain General of Puerto Rico","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Muesas remained in office until June 1776; exact life dates are not sufficiently secure here."
"QUE","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Guy Carleton","Governor of Quebec","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED",""
"SC1","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Antonio María de Bucareli y Ursúa","Viceroy of New Spain","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED",""
"SC2","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Manuel de Guirior","Viceroy of New Granada","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Guirior remained viceroy of New Granada until 1776 before moving to Peru."
"SC3","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Manuel de Amat y Junyent","Viceroy of Peru","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Secondary sources disagree on exact birth year/date; keep age approximate."
"SC4","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Juan José de Vértiz y Salcedo","Governor of Buenos Aires","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","The viceroyalty was created during 1776 and took practical form in 1777; do not present it as an established viceroyalty on 1 January."
"BUK","PASS_CORE_WITH_TITLE_DUPLICATION_POLISH","TITLE_DUPLICATION_FIX","NOT_APPLICABLE","NOT_APPLICABLE","CONFIRMED_OFFICE_DUPLICATION: Ataliq appeared in both ruler title and fixed name.","The packet role Ataliq was embedded in CLEANUP2C1_NAME_BUK while the selected government independently rendered the Ataliq ruler title.","Change only the visible fixed identity to Daniyal Biy in English and French; retain Ataliq as the government ruler title.","Daniyal Biy","Ataliq","NOT_APPLICABLE","TITLE_DUPLICATION_FIXED","","localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS_STATIC_RUNTIME_REQUIRED","Expected combined display: Ataliq Daniyal Biy."
"KHI","NOT_INDIVIDUALLY_RETESTED_1B","TITLE_DUPLICATION_AUDIT","NOT_APPLICABLE","NOT_APPLICABLE","CANDIDATE_AUDITED_PRESERVED","The fixed identity contains a word also used by the ruler title, but the authority packet gives that complete form as the recommended character identity.","No automatic rewrite; preserve the packet-authorized identity.","Muhammad Amin Inaq","Inaq","NOT_APPLICABLE","AUDITED_PRESERVED_AUTHORITY_UNCERTAIN","","None","PASS_NO_UNAUTHORIZED_REWRITE","Muhammad Amin Inaq is the packet-authorized identity form; Inaq was preserved."
"KOK","NOT_INDIVIDUALLY_RETESTED_1B","TITLE_DUPLICATION_AUDIT","NOT_APPLICABLE","NOT_APPLICABLE","CANDIDATE_AUDITED_PRESERVED","The fixed identity contains a word also used by the ruler title, but the authority packet gives that complete form as the recommended character identity.","No automatic rewrite; preserve the packet-authorized identity.","Narbuta Biy","Biy","NOT_APPLICABLE","AUDITED_PRESERVED_AUTHORITY_UNCERTAIN","","None","PASS_NO_UNAUTHORIZED_REWRITE","Narbuta Biy is the packet-authorized identity form; Biy was preserved."
"KZH","NOT_INDIVIDUALLY_RETESTED_1B","TITLE_DUPLICATION_AUDIT","NOT_APPLICABLE","NOT_APPLICABLE","CANDIDATE_AUDITED_PRESERVED","The fixed identity contains a word also used by the ruler title, but the authority packet gives that complete form as the recommended character identity.","No automatic rewrite; preserve the packet-authorized identity.","Nuraly Khan","Khan","NOT_APPLICABLE","AUDITED_PRESERVED_AUTHORITY_UNCERTAIN","","None","PASS_NO_UNAUTHORIZED_REWRITE","Nuraly Khan is the packet-authorized identity form; Khan was preserved."
"OZH","NOT_INDIVIDUALLY_RETESTED_1B","TITLE_DUPLICATION_AUDIT","NOT_APPLICABLE","NOT_APPLICABLE","CANDIDATE_AUDITED_PRESERVED","The fixed identity contains a word also used by the ruler title, but the authority packet gives that complete form as the recommended character identity.","No automatic rewrite; preserve the packet-authorized identity.","Ablai Khan","Khan","NOT_APPLICABLE","AUDITED_PRESERVED_AUTHORITY_UNCERTAIN","","None","PASS_NO_UNAUTHORIZED_REWRITE","Ablai Khan is the packet-authorized identity form; Khan was preserved."
"UZH","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","The fork's centralized single-ruler tag overstates a fragmented and overlapping authority structure in 1776."
"EZO","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Matsumae Michihiro","Daimyo","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","The tag's territorial extent may exceed historically administered Matsumae lands and requires later map/population review."
"RYU","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Shō Boku","King","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Ryukyu was neither simply independent nor a normal one-overlord vassal in 1776."
"ARB","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","Research confirms the political context but not a sufficiently secure individual holder for 1776-01-01."
"BHN","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Nasr al-Madhkur","Sheikh","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","The Al Khalifa conquest dates to 1783, so later Bahraini dynastic assumptions are anachronistic for 1776."
"CHC","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","Sheikh Mansur's major unifying resistance belongs to the 1780s, not 1776."
"CIR","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","The fork centralizes a region that in 1776 contained multiple polities and social systems."
"HDJ","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Surur ibn Musa'id","Sharif and Emir of Mecca","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Surur held office 1773–1788."
"LAH","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Fadl II ibn Abd al-Karim al-Abdali","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Fadl II is listed as ruler from 1775 to 1791; reliable birth data was not found."
"OMA","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Ahmad bin Said al-Busaidi","Imam","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He ruled from 1744 until 1783."
"ZAI","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","al-Mansur Ali I","Imam","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He succeeded in 1775 and remained imam until 1809."
"HAW","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","Kamehameha's archipelagic unification post-dates 1776; a unified Hawaiian Kingdom is anachronistic at start."
"KAU","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","A centralized territorial state with one ruler is not supported for 1776."
"PLY","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Tu (Otoo)","Paramount chief","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","The French protectorate is a 19th-century development; European observers later called Tū/Otoo king, but in 1776 paramount chief is safer."
"UNT","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","He Whakaputanga / United Tribes belongs to 1835, not 1776."
"AWA","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Asaf-ud-Daula","Nawab-Wazir","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He succeeded Shuja-ud-Daula after the latter's death in January 1775."
"BHU","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Kunga Rinchen","Druk Desi","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Kunga Rinchen is listed for 1773–1776; exact transition date within 1776 remains uncertain."
"BHV","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Wakhatsinhji Akherajji","Thakur Sahib","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He ruled 1772–1816; exact title localisation should follow the state/dynasty source packet."
"COC","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Rama Varma VIII","Raja","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Rama Varma VIII ruled 1775–1790; Sakthan Thampuran succeeded later."
"COO","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Dhairyendra Narayan","Maharaja","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He resumed rule in 1775 after release and remained ruler into the early 1780s."
"GAR","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Lalit Shah","Raja","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Lalit Shah ruled 1772–1780."
"GWA","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Mahadji Shinde","Sardar","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Mahadji had led the Scindia house since the late 1760s."
"JEY","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Vikram Dev I","Raja","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Chronologies commonly place Vikram Dev in office 1758–1781."
"KHP","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Shivaji II","Chhatrapati","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Rani Jijibai's regency ended before 1776; Shivaji II was the ruler at start."
"KNO","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Munawar Khan","Nawab","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Ruler lists place Munawar Khan in office from 1751 to 1792; birth date not securely established."
"MLD","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Muhammad Mu'izz al-Din","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Ruler lists place him in office 1774–1779."
"NAG","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Mudhoji Bhonsle","Regent","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Mudhoji I won the regency struggle by 1775 and governed on behalf of the infant Raghoji II; no exact birth date is invented."
"NEP","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Pratap Singh Shah","King","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He reigned from January 1775 to November 1777."
"PAN","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Jassa Singh Ahluwalia","Jathedar","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Do not title Jassa Singh King of Punjab; the unified Sikh Empire belongs to a later period."
"PUD","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Raghunatha Tondaiman","Raja","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He ruled 1769–1789."
"SAT","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Rajaram II","Chhatrapati","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Rajaram II remained Chhatrapati until 1777 while practical Maratha power lay with the Peshwa establishment."
"SIK","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Phuntsog Namgyal II","Chogyal","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He ruled 1733–1780."
"SIN","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Ghulam Nabi Kalhoro","Mian","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Provincial/official chronologies place Mian Ghulam Nabi in 1775–1776."
"TIB","FAIL_REGENCY_TITLE_AND_AGE_1B","TIBET_REGENCY_AND_AGE","NOT_APPLICABLE","The custom government required has_gov_regency before character history set regency_years; Jamphel Gyatso had no scripted age and received a generated age of 28.","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","Government type is resolved before character history. The late regency-dependent eligibility failed while vanilla gov_dalai_lama was immediately eligible under law_theocracy; omitted heir age invoked procedural age generation.","Bootstrap gov_cleanup2c1_tib with exact TIB tag plus law_theocracy, preserve regency_years on Demo Tulku, and set Jamphel Gyatso to packet-authorized approximate age 17 without inventing a birth date.","Demo Tulku; nominal Dalai Lama/heir: Jamphel Gyatso, age 17","Regent; Jamphel Gyatso retains Dalai Lama title","NOT_APPLICABLE","TIBET_REGENCY_AND_AGE_HOTFIX_IMPLEMENTED_STATIC","","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt","PASS_STATIC_RUNTIME_REQUIRED","The age is approximate packet precision supplied for CLEANUP-2C-1C. No birthday was fabricated and designate_character_as_regent remains absent."
"TRA","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Karthika Thirunal Rama Varma","Maharaja","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He ruled 1758–1798."
"ACE","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Alauddin Mahmud Syah I","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Mahmud Syah was restored in 1773 and remained ruler through 1776."
"BAL","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","The Dewa Agung of Klungkung had prestige but not unitary sovereign control over all Bali."
"BLG","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Wira Amir","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Ruler lists place Wira Amir in office 1731–1777."
"BNJ","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Tahmidullah II","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Tahmidullah II ruled 1761–1801."
"BRU","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Omar Ali Saifuddin I","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He reigned 1740–1778."
"BTN","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","La Jampi","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Available ruler chronologies place La Jampi in office 1763–1788."
"BUR","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Hsinbyushin","King","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Hsinbyushin died 10 June 1776, so he is unambiguously the start-date ruler."
"CAM","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Ang Non II","King","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Ang Non II reigned 1775–1779 and was aligned with Siam; a simple Dai Nam tributary relationship is not supported for the whole period."
"CHP","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Sayakumane","Chao","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Sayakumane ruled 1737–1791; Siamese conquest came in 1779."
"CMI","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Phraya Wichianprakarn","Governor of Chiang Mai","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Chiang Mai was abandoned in 1776; representing a stable normal vassal state is misleading."
"DAI","PASS_EXPECTED_PROCEDURAL_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","In 1776 the Lê/Trịnh north, Nguyễn south and Tây Sơn movement cannot honestly be collapsed into one unified sovereign."
"JMB","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","Available ruler lists conflict over whether Ahmad Zainuddin Anom or Sultan Masud Badaruddin held the throne in 1776."
