country_tag,country_name,character_id,name,role,is_ruler,is_ig_leader,is_general,is_admiral,other_role,birth_date,age_field,computed_age_1776,death_date,home_region,culture,religion,historical_status,actual_1776_holder,problem_type,date_quality,likely_1836_inheritance,priority,confidence,source_file,source_line_or_block,template_source,historical_source_1,historical_source_2,recommended_action
CHI,China,CHI_qiying_aisin_gioro,Qiying Aisin Gioro,IG_LEADER,NO,YES,NO,NO,,1787.3.21,,-12,,STATE_BEIJING,cu:manchu,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/chi - china.txt,11,vanilla:common/character_templates/country_chi.txt:115,,,REMOVE_ANACHRONISTIC_CHARACTER
CHI,China,inline_CHI_06_military_formations_asia_492,Tianpei Guan,ADMIRAL,NO,NO,NO,YES,,,55,,,,cu:han,,YES,UNVERIFIED,NONE,APPROXIMATION_NOT_DOCUMENTED,NO,OK,MEDIUM,common/history/military_formations/06_military_formations_asia.txt,492,,,,KEEP
CHI,China,CHI_yijing_aisin_gioro,Yijing Aisin Gioro,GENERAL,NO,NO,YES,NO,,1793.6.6,,-18,,STATE_BEIJING,cu:manchu,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/chi - china.txt,39,vanilla:common/character_templates/country_chi.txt:224,,,REMOVE_ANACHRONISTIC_CHARACTER
CHI,China,inline_CHI_06_military_formations_asia_197,Yishan Aisin Gioro,GENERAL,NO,NO,YES,NO,,1712.6.13,,63,,,cu:manchu,,YES,UNVERIFIED,NONE,EXACT_DATE_WEAKLY_SOURCED,NO,OK,MEDIUM,common/history/military_formations/06_military_formations_asia.txt,197,,,,KEEP
CHI,China,chi_xianfeng_template,Yizhu Aisin Gioro,HEIR,NO,NO,NO,NO,HEIR,1831.7.17,,-56,,STATE_BEIJING,cu:manchu,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/chi - china.txt,7,vanilla:common/character_templates/country_chi.txt:58,,,REMOVE_ANACHRONISTIC_CHARACTER
CHI,China,CHI_yuan_ruan,Yuan Ruan,IG_LEADER,NO,YES,NO,NO,,,72,,,STATE_JIANGSU,cu:han,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/chi - china.txt,27,vanilla:common/character_templates/country_chi.txt:179,,,RESEARCH_MORE
CHI,China,inline_CHI_06_military_formations_asia_66,Yunfei Ge,GENERAL,NO,NO,YES,NO,,1729.6.6,,46,,,cu:han,,YES,UNVERIFIED,NONE,EXACT_DATE_WEAKLY_SOURCED,NO,OK,MEDIUM,common/history/military_formations/06_military_formations_asia.txt,66,,,,KEEP
CHI,China,CHI_yupian_huang,Yupian Huang,IG_LEADER,NO,YES,NO,NO,,,52,,,STATE_GUANGDONG,cu:han,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/chi - china.txt,35,vanilla:common/character_templates/country_chi.txt:209,,,RESEARCH_MORE
CHI,China,CHI_zexu_lin,Zexu Lin,IG_LEADER,NO,YES,NO,NO,,1785.8.30,,-10,,STATE_FUJIAN,cu:han,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/chi - china.txt,15,vanilla:common/character_templates/country_chi.txt:132,,,REMOVE_ANACHRONISTIC_CHARACTER
CHI,China,CHI_zizhen_gong,Zizhen Gong,IG_LEADER,NO,YES,NO,NO,,1792.8.22,,-17,,STATE_ZHEJIANG,cu:han,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/chi - china.txt,19,vanilla:common/character_templates/country_chi.txt:148,,,REMOVE_ANACHRONISTIC_CHARACTER
CHK,Chokwe,UNSCRIPTED_RULER_CHK,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
CHP,Champasak,CHP_huy_chao,Huy Chao,RULER,YES,NO,NO,NO,,,56,,,STATE_LAOS,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/chp - champasak.txt,3,vanilla:common/character_templates/country_chp.txt:1,,,REPLACE_CHARACTER
CHP,Champasak,CHP_nark_chao,Nark Chao,HEIR,NO,NO,NO,NO,HEIR,,53,,,STATE_LAOS,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/chp - champasak.txt,7,vanilla:common/character_templates/country_chp.txt:16,,,RESEARCH_MORE
CIR,Circassia,CIR_Ismail_Berzeg,Ismail Berzeg,RULER;GENERAL,YES,NO,YES,NO,,1763.12.4,,12,,STATE_KUBAN,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/cir - circassia.txt,3,vanilla:common/character_templates/country_chc.txt:5,,,REPLACE_CHARACTER
CIR,Circassia,CIR_Hawduqo_Mansur,Hawduqo Mansur,IG_LEADER;GENERAL;HEIR,NO,YES,YES,NO,HEIR,1775.3.4,,0,,STATE_KUBAN,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/cir - circassia.txt,9,vanilla:common/character_templates/country_chc.txt:26,,,RESEARCH_MORE
CMB,Chaamba,UNSCRIPTED_RULER_CMB,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
CMI,Chiang Mai,UNSCRIPTED_RULER_CMI,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
COB,Saxe-Coburg-Gotha,COB_ernst_i_von_sachsen_coburg_gotha,Ernst von Sachsen-Coburg-Gotha,RULER,YES,NO,NO,NO,,,52,,,STATE_SAXONY,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/cob - saxe-coburg-gotha.txt,3,vanilla:common/character_templates/country_cob.txt:1,,,REPLACE_CHARACTER
COB,Saxe-Coburg-Gotha,COB_ernst_ii_von_sachsen_coburg_gotha,Ernst von Sachsen-Coburg-Gotha,HEIR,NO,NO,NO,NO,HEIR,,17,,,STATE_SAXONY,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/cob - saxe-coburg-gotha.txt,7,vanilla:common/character_templates/country_cob.txt:15,,,RESEARCH_MORE
COC,Cochin,COC_ramavarma_xi_swaroopam_perumpadappu_template,Rama Varma Swaroopam Perumpadappu,RULER,YES,NO,NO,NO,,1765.4.20,,10,,STATE_TRAVANCORE,cu:malayalam,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/coc - cochin.txt,4,vanilla:common/character_templates/indian_princely_states.txt:534,,,REPLACE_CHARACTER
COC,Cochin,COC_ramavarma_xii_swaroopam_perumpadappu_template,Rama Varma Swaroopam Perumpadappu,HEIR,NO,NO,NO,NO,HEIR,1787.3.10,,-12,,STATE_TRAVANCORE,cu:malayalam,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/coc - cochin.txt,7,vanilla:common/character_templates/indian_princely_states.txt:552,,,REMOVE_ANACHRONISTIC_CHARACTER
COC,Cochin,COC_venkata_subbaraya_template,Venkata Subbaraya,IG_LEADER,NO,YES,NO,NO,,1765.4.20,,10,,STATE_TRAVANCORE,cu:malayalam,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/coc - cochin.txt,11,vanilla:common/character_templates/indian_princely_states.txt:572,,,RESEARCH_MORE
COM,Comanche,UNSCRIPTED_RULER_COM,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
CON,Constantine,CON_ahmed_bey_ben_mohamed_cherif,Ahmed ben Mohamed Sherif,RULER;GENERAL,YES,NO,YES,NO,,1784.5.2,,-9,,STATE_CONSTANTINE,cu:maghrebi,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/con - constantine.txt,3,vanilla:common/character_templates/country_ald.txt:50,,,REPLACE_CHARACTER
CON,Constantine,CON_ali_ben_aissa,Ali ben Aissa,IG_LEADER;GENERAL,NO,YES,YES,NO,,1796.2.1,,-21,,STATE_CONSTANTINE,cu:berber,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/con - constantine.txt,6,vanilla:common/character_templates/country_ald.txt:70,,,REMOVE_ANACHRONISTIC_CHARACTER
COO,Cooch Behar,COO_harendra_narayan_template,Harendra Narayan,RULER,YES,NO,NO,NO,,1780.1.2,,-5,,STATE_WEST_BENGAL,cu:bengali,rel:hindu,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/coo - cooch behar.txt,4,vanilla:common/character_templates/indian_princely_states.txt:594,,,REPLACE_CHARACTER
COO,Cooch Behar,COO_ramchandra_lahiri_template,Ramchandra Lahiri,IG_LEADER,NO,YES,NO,NO,,1770.4.2,,5,,STATE_WEST_BENGAL,cu:bengali,rel:hindu,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/coo - cooch behar.txt,11,vanilla:common/character_templates/indian_princely_states.txt:634,,,RESEARCH_MORE
COO,Cooch Behar,COO_shivendra_narayan_template,Shivendra Narayan,HEIR,NO,NO,NO,NO,HEIR,1799.10.26,,-24,,STATE_WEST_BENGAL,cu:bengali,rel:hindu,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/coo - cooch behar.txt,7,vanilla:common/character_templates/indian_princely_states.txt:613,,,REMOVE_ANACHRONISTIC_CHARACTER
CRI,Crimea,UNSCRIPTED_RULER_CRI,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
CRI,Crimea,inline_CRI_00_military_formations_europe_34,Anvar Ayaz,GENERAL,NO,NO,YES,NO,,,30,,,,cu:tatar,,YES,UNVERIFIED,NONE,APPROXIMATION_NOT_DOCUMENTED,NO,OK,MEDIUM,common/history/military_formations/00_military_formations_europe.txt,34,,,,KEEP
CUB,Cuba,CUB_miguel_tacon_y_rosique,Miguel Tacón y Rosique,RULER,YES,NO,NO,NO,,1777.1.10,,-2,,STATE_MURCIA,cu:spanish,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/cub - cuba.txt,4,vanilla:common/character_templates/country_cub.txt:5,,,REPLACE_CHARACTER
CUB,Cuba,CUB_claudio_martinez_de_pinillos,Claudio Martinez de Pinillos,IG_LEADER,NO,YES,NO,NO,,1782.10.30,,-7,,STATE_WESTERN_CUBA,cu:caribeno,rel:catholic,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/cub - cuba.txt,14,vanilla:common/character_templates/country_cub.txt:25,,,REMOVE_ANACHRONISTIC_CHARACTER
CUB,Cuba,CUB_jose_de_la_luz_y_caballero,José de la Luz y Caballero,IG_LEADER,NO,YES,NO,NO,,1800.7.11,,-25,,STATE_WESTERN_CUBA,cu:caribeno,rel:catholic,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/cub - cuba.txt,18,vanilla:common/character_templates/country_cub.txt:43,,,REMOVE_ANACHRONISTIC_CHARACTER
CUB,Cuba,CUB_manuel_lorenzo_oterino,Manuel Lorenzo Oterino,IG_LEADER;GENERAL,NO,YES,YES,NO,,1785.10.29,,-10,,STATE_ASTURIAS,cu:spanish,rel:catholic,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/cub - cuba.txt,38,vanilla:common/character_templates/country_cub.txt:136,,,REMOVE_ANACHRONISTIC_CHARACTER
CUB,Cuba,CUB_patrick_orourke,Patrick O'Rourke,IG_LEADER,NO,YES,NO,NO,,,27,,,STATE_LEINSTER,cu:irish,rel:catholic,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/cub - cuba.txt,30,vanilla:common/character_templates/country_cub.txt:97,,,RESEARCH_MORE
CUB,Cuba,CUB_pedro_diago,Pedro Diago y Baranda,IG_LEADER,NO,YES,NO,NO,,1796.1.1,,-20,,STATE_WESTERN_CUBA,cu:spanish,rel:catholic,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/cub - cuba.txt,22,vanilla:common/character_templates/country_cub.txt:61,,,REMOVE_ANACHRONISTIC_CHARACTER
CUB,Cuba,CUB_ramon_casaus_y_torres,Ramón Casaus y Torres,IG_LEADER,NO,YES,NO,NO,,1765.2.13,,10,,STATE_LOWER_ANDALUSIA,cu:spanish,rel:catholic,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/cub - cuba.txt,34,vanilla:common/character_templates/country_cub.txt:116,,,RESEARCH_MORE
CUB,Cuba,CUB_tomas_terry,Tomás Terry,IG_LEADER,NO,YES,NO,NO,,1808.2.24,,-33,,STATE_VALENCIA,cu:spanish,rel:catholic,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/cub - cuba.txt,26,vanilla:common/character_templates/country_cub.txt:79,,,REMOVE_ANACHRONISTIC_CHARACTER
DAH,Dahomey,UNSCRIPTED_RULER_DAH,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DAI,Dai Nam,DAI_minh_mang_nguyen_phuoc,Phuc Dam Nguyen Phuoc,RULER,YES,NO,NO,NO,,1791.5.25,,-16,,STATE_ANNAM,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/dai - dai nam.txt,3,vanilla:common/character_templates/country_dai.txt:8,,,REPLACE_CHARACTER
DAI,Dai Nam,DAI_thieu_tri_nguyen_phuoc,Mien Tong Nguyen Phuoc,HEIR,NO,NO,NO,NO,HEIR,1807.6.6,,-32,,STATE_ANNAM,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/dai - dai nam.txt,7,vanilla:common/character_templates/country_dai.txt:25,,,REMOVE_ANACHRONISTIC_CHARACTER
DAK,Dar al Kuti,UNSCRIPTED_RULER_DAK,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DEI,East Indies,UNSCRIPTED_RULER_DEI,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DEI,East Indies,DEI_reinier_exec,Reinier de Klerk,OTHER,NO,NO,NO,NO,,1732.12.6,,43,,,cu:dutch,,YES,UNVERIFIED,NONE,EXACT_DATE_WEAKLY_SOURCED,NO,OK,MEDIUM,common/history/characters/dei - dutch east indies.txt,3,common/character_templates/country_dei.txt:1,,,KEEP
DENNOR,Denmark-Norway,UNSCRIPTED_RULER_DENNOR,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DFR,Darfur,UNSCRIPTED_RULER_DFR,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DFT,Dar Fertit,UNSCRIPTED_RULER_DFT,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DGR,Degar,UNSCRIPTED_RULER_DGR,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DIN,Kel Dinnik,UNSCRIPTED_RULER_DIN,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DIO,Diola,UNSCRIPTED_RULER_DIO,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DLA,Duala,UNSCRIPTED_RULER_DLA,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DLM,Delim,UNSCRIPTED_RULER_DLM,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DNK,Dinka,UNSCRIPTED_RULER_DNK,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
DUR,Afghanistan,inline_DUR_dur_3,Timur Durrani,RULER,YES,NO,NO,NO,,1746.8.6,,29,,,primary_culture,,CORRECT_BUT_DATE_UNCERTAIN,Timur Shah Durrani,DATE_RESEARCH_REQUIRED,EXACT_DATE_WEAKLY_SOURCED,NO,P2_MEDIUM,MEDIUM,common/history/characters/dur.txt,3,,,,RESEARCH_MORE
ETH,Ethiopia,UNSCRIPTED_RULER_ETH,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
EWE,Ewe,UNSCRIPTED_RULER_EWE,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
EZO,Ezochi,UNSCRIPTED_RULER_EZO,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
EZO,Ezochi,inline_EZO_ezo - ezochi_3,inline_EZO_3,OTHER,NO,NO,NO,NO,,,,,,STATE_HOKKAIDO,cu:japanese,rel:mahayana,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,UNKNOWN,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/ezo - ezochi.txt,3,,,,RESEARCH_MORE
FJI,Fiji,UNSCRIPTED_RULER_FJI,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
FNG,Fang,UNSCRIPTED_RULER_FNG,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
FRA,France,king_louis_xvi_fra,Louis de Bourbon,RULER,YES,NO,NO,NO,,1754.8.6,,21,,,primary_culture,,CORRECT_BUT_WRONG_DATE,Louis XVI,WRONG_EXACT_BIRTH_DATE,EXACT_DATE_CONFLICT_WITH_SOURCE,NO,P1_HIGH,HIGH,common/history/characters/fra - france.txt,3,common/character_templates/country_fra.txt:1,https://www.chateauversailles.fr/decouvrir/histoire/grands-personnages/louis-xvi,https://en.chateauversailles.fr/discover/history/key-dates/versailles-heart-french-revolution,FIX_AGE
FRA,France,inline_FRA_00_military_formations_europe_1011,inline_FRA_1011,GENERAL,NO,NO,YES,NO,,,42,,,,cu:french,,UNCERTAIN,UNVERIFIED,NONE,UNKNOWN,NO,OK,LOW,common/history/military_formations/00_military_formations_europe.txt,1011,,,,KEEP
FRA,France,inline_FRA_00_military_formations_europe_1059,inline_FRA_1059,GENERAL,NO,NO,YES,NO,,,34,,,,cu:french,,UNCERTAIN,UNVERIFIED,NONE,UNKNOWN,NO,OK,LOW,common/history/military_formations/00_military_formations_europe.txt,1059,,,,KEEP
