generation,source_log,severity,diagnostic_type,normalized_message,raw_message,script_path,line,column,context,count,first_occurrence,last_occurrence,fork_present,vanilla_present,same_as_vanilla,custom_fork_file,override,historical_6a28_match,comparison_status,primary_classification,family_id,risk,runtime_required,notes
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 228"" in file: ""events/india_events/mughal_events.txt"" near line: 232",events/india_events/mughal_events.txt,232,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 240"" in file: ""events/india_events/mughal_events.txt"" near line: 242",events/india_events/mughal_events.txt,242,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 266"" in file: ""events/india_events/mughal_events.txt"" near line: 270",events/india_events/mughal_events.txt,270,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 343"" in file: ""events/india_events/mughal_events.txt"" near line: 347",events/india_events/mughal_events.txt,347,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 393"" in file: ""events/india_events/mughal_events.txt"" near line: 397",events/india_events/mughal_events.txt,397,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 483"" in file: ""events/india_events/mughal_events.txt"" near line: 490",events/india_events/mughal_events.txt,490,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 508"" in file: ""events/india_events/mughal_events.txt"" near line: 515",events/india_events/mughal_events.txt,515,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 583"" in file: ""events/india_events/mughal_events.txt"" near line: 585",events/india_events/mughal_events.txt,585,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_heir,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_heir, near line: 893"" in file: ""events/india_events/mughal_events.txt"" near line: 894",events/india_events/mughal_events.txt,894,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_HEIR,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 370"" in file: ""events/india_events/princely_states.txt"" near line: 372",events/india_events/princely_states.txt,372,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 384"" in file: ""events/india_events/princely_states.txt"" near line: 386",events/india_events/princely_states.txt,386,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 302"" in file: ""events/india_events/sikh_empire.txt"" near line: 303",events/india_events/sikh_empire.txt,303,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 311"" in file: ""events/india_events/sikh_empire.txt"" near line: 312",events/india_events/sikh_empire.txt,312,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 1045"" in file: ""events/india_events/sikh_empire.txt"" near line: 1046",events/india_events/sikh_empire.txt,1046,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 621"" in file: ""events/india_events/utilitarian.txt"" near line: 622",events/india_events/utilitarian.txt,622,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 637"" in file: ""events/india_events/utilitarian.txt"" near line: 638",events/india_events/utilitarian.txt,638,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:36][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 646"" in file: ""events/india_events/utilitarian.txt"" near line: 647",events/india_events/utilitarian.txt,647,,,1,2026-08-14T21:16:36+02:00,2026-08-14T21:16:36+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: has_port,"[21:16:32][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: has_port, near line: 1315"" in file: ""events/meiji_restoration.txt"" near line: 1316",events/meiji_restoration.txt,1316,,,1,2026-08-14T21:16:32+02:00,2026-08-14T21:16:32+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_HAS_PORT,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: has_port,"[21:16:32][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: has_port, near line: 1333"" in file: ""events/meiji_restoration.txt"" near line: 1333",events/meiji_restoration.txt,1333,,,1,2026-08-14T21:16:32+02:00,2026-08-14T21:16:32+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_HAS_PORT,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: country_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: country_navy_unit_type_fraction, near line: 24"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 31",events/tech_events/naval_tech_events.txt,31,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_COUNTRY_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: formation_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 35"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 39",events/tech_events/naval_tech_events.txt,39,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_FORMATION_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: formation_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 50"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 54",events/tech_events/naval_tech_events.txt,54,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_FORMATION_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: country_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: country_navy_unit_type_fraction, near line: 100"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 107",events/tech_events/naval_tech_events.txt,107,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_COUNTRY_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: formation_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 111"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 115",events/tech_events/naval_tech_events.txt,115,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_FORMATION_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: formation_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 126"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 130",events/tech_events/naval_tech_events.txt,130,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_FORMATION_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: country_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: country_navy_unit_type_fraction, near line: 176"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 184",events/tech_events/naval_tech_events.txt,184,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_COUNTRY_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: formation_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 188"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 192",events/tech_events/naval_tech_events.txt,192,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_FORMATION_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: formation_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 203"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 207",events/tech_events/naval_tech_events.txt,207,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_FORMATION_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: country_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: country_navy_unit_type_fraction, near line: 263"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 270",events/tech_events/naval_tech_events.txt,270,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_COUNTRY_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: formation_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 274"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 278",events/tech_events/naval_tech_events.txt,278,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_FORMATION_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: formation_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 289"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 293",events/tech_events/naval_tech_events.txt,293,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_FORMATION_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: country_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: country_navy_unit_type_fraction, near line: 393"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 400",events/tech_events/naval_tech_events.txt,400,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_COUNTRY_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: formation_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 404"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 408",events/tech_events/naval_tech_events.txt,408,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_FORMATION_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: formation_navy_unit_type_fraction,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: formation_navy_unit_type_fraction, near line: 419"" in file: ""events/tech_events/naval_tech_events.txt"" near line: 423",events/tech_events/naval_tech_events.txt,423,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_FORMATION_NAVY_UNIT_TYPE_FRACTION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 499"" in file: ""events/tech_events/production_tech_events.txt"" near line: 500",events/tech_events/production_tech_events.txt,500,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:38][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 530"" in file: ""events/tech_events/production_tech_events.txt"" near line: 531",events/tech_events/production_tech_events.txt,531,,,1,2026-08-14T21:16:38+02:00,2026-08-14T21:16:38+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,PARSER,Unknown trigger type: is_ruler,"[21:16:33][pdx_persistent_reader.cpp:268]: Error: ""Unknown trigger type: is_ruler, near line: 178"" in file: ""events/technology_events.txt"" near line: 179",events/technology_events.txt,179,,,1,2026-08-14T21:16:33+02:00,2026-08-14T21:16:33+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_IS_RULER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,POSTVALIDATE_EFFECT,PostValidate of effect 'set_institution_investment_level' returned false,[21:17:42][jomini_effect.cpp:141]: PostValidate of effect 'set_institution_investment_level' returned false at common/history/countries/hbc - hubson bay company.txt:33,common/history/countries/hbc - hubson bay company.txt,33,,,1,2026-08-14T21:17:42+02:00,2026-08-14T21:17:42+02:00,YES,NO,UNKNOWN,YES,NO,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_SET_INSTITUTION_INVESTMENT_LEVEL,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,POSTVALIDATE_EFFECT,PostValidate of effect 'set_institution_investment_level' returned false,[21:17:42][jomini_effect.cpp:141]: PostValidate of effect 'set_institution_investment_level' returned false at common/history/countries/org -oregan.txt:33,common/history/countries/org -oregan.txt,33,,,1,2026-08-14T21:17:42+02:00,2026-08-14T21:17:42+02:00,YES,NO,UNKNOWN,YES,NO,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_SET_INSTITUTION_INVESTMENT_LEVEL,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,POSTVALIDATE_EFFECT,PostValidate of effect 'add_modifier' returned false,[21:17:42][jomini_effect.cpp:141]: PostValidate of effect 'add_modifier' returned false at common/journal_entries/00_meiji_restoration.txt:18,common/journal_entries/00_meiji_restoration.txt,18,,,1,2026-08-14T21:17:42+02:00,2026-08-14T21:17:42+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_ADD_MODIFIER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,POSTVALIDATE_EFFECT,PostValidate of effect 'remove_modifier' returned false,[21:17:42][jomini_effect.cpp:141]: PostValidate of effect 'remove_modifier' returned false at common/journal_entries/07_poland_lithuania_mod.txt:591,common/journal_entries/07_poland_lithuania_mod.txt,591,,,1,2026-08-14T21:17:42+02:00,2026-08-14T21:17:42+02:00,YES,NO,UNKNOWN,YES,NO,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_REMOVE_MODIFIER,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
release_2.3.0_20260814_211241,debug.log,ERROR,POSTVALIDATE_EFFECT,PostValidate of effect 'post_notification' returned false,[21:17:42][jomini_effect.cpp:141]: PostValidate of effect 'post_notification' returned false at common/on_actions/00_code_on_actions.txt:6955,common/on_actions/00_code_on_actions.txt,6955,,,1,2026-08-14T21:17:42+02:00,2026-08-14T21:17:42+02:00,YES,YES,NO,NO,YES,YES,CURRENT_EXACT_LOG_CLEANUP_1,ALREADY_ACCOUNTED_FOR,API_POST_NOTIFICATION,LOW,NO,"Fresh recurrence remains covered by the documented protected, bounded, or previously-accounted path disposition; no new causal evidence reopens it."
