"id","subsystem","diagnostic_type","normalized_message","raw_example","script_path","script_line","occurrences","fork_file","current_vanilla_homologue","present_in_previous_cleanup","previous_classification","root_cause","attribution","safe_fix","patch_applied","notes"
"LOG13-R0230","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event ep2_meiji_pulse.6 is orphaned","Event ep2_meiji_pulse.6 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0231","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event ep2_meiji_pulse.7 is orphaned","Event ep2_meiji_pulse.7 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0232","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event ep2_meiji_pulse.9 is orphaned","Event ep2_meiji_pulse.9 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0233","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event ezo_republic.2 is orphaned","Event ezo_republic.2 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0234","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event japan_monarchy.5 is orphaned","Event japan_monarchy.5 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0235","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event japan_politics.1 is orphaned","Event japan_politics.1 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0236","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event japan_politics.2 is orphaned","Event japan_politics.2 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0237","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event japan_politics.3 is orphaned","Event japan_politics.3 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0238","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event japan_religion.10 is orphaned","Event japan_religion.10 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0239","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event mon_state_formation.15 is orphaned","Event mon_state_formation.15 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0240","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event peru_bolivia_events.8 is orphaned","Event peru_bolivia_events.8 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0241","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event peru_bolivia_events.9 is orphaned","Event peru_bolivia_events.9 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0242","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event serbia.1 is orphaned","Event serbia.1 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0243","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event sick_man.1 is orphaned","Event sick_man.1 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0244","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","Event spain_politics.1 is orphaned","Event spain_politics.1 is orphaned","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","LOADER_OR_STATIC_VALIDATION_NOISE_WITHOUT_OPERATIONAL_FAILURE","VALID_CURRENT_API_OR_BENIGN","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0245","jomini_eventmanager.cpp","JOMINI_EVENTMANAGER","'random_mod_events.1' does not have a valid namespace","'random_mod_events.1' does not have a valid namespace","","","3","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","PRIOR_CANONICAL_DISPOSITION","ALREADY_ACCOUNTED_FOR","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0246","jomini_eventtarget.cpp","JOMINI_EVENTTARGET","Failed to find a valid event target link 'num_convoys_available' at common/journal_entries/00_tutorial.txt:616","Failed to find a valid event target link 'num_convoys_available' at common/journal_entries/00_tutorial.txt:616","common/journal_entries/00_tutorial.txt","616","1","YES","YES","NO","","PRIOR_CANONICAL_DISPOSITION","ALREADY_ACCOUNTED_FOR","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0247","jomini_eventtarget.cpp","JOMINI_EVENTTARGET","Failed to find a valid event target link 'amendment_geheime_staatskonferenz' at events/balkans_events/metternich.txt:210","Failed to find a valid event target link 'amendment_geheime_staatskonferenz' at events/balkans_events/metternich.txt:210","events/balkans_events/metternich.txt","210","1","YES","YES","YES","ALREADY_ACCOUNTED_FOR","PRIOR_CANONICAL_DISPOSITION","ALREADY_ACCOUNTED_FOR","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0248","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_character_became_adult","Couldn't find predefined on action named on_character_became_adult","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0249","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_character_spawned_in_pool","Couldn't find predefined on action named on_character_spawned_in_pool","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0250","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_commander_promoted","Couldn't find predefined on action named on_commander_promoted","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0251","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_enemy_supply_ship_raiders_intercepted","Couldn't find predefined on action named on_enemy_supply_ship_raiders_intercepted","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0252","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_enemy_supply_ships_raided","Couldn't find predefined on action named on_enemy_supply_ships_raided","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0253","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_flagship_battle_lost","Couldn't find predefined on action named on_flagship_battle_lost","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0254","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_flagship_battle_won","Couldn't find predefined on action named on_flagship_battle_won","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0255","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_flagship_destroyed","Couldn't find predefined on action named on_flagship_destroyed","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0256","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_fleet_destroyed","Couldn't find predefined on action named on_fleet_destroyed","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0257","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_invasion_succeeded","Couldn't find predefined on action named on_invasion_succeeded","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0258","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_naval_battle_ended","Couldn't find predefined on action named on_naval_battle_ended","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0259","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_naval_battle_lost","Couldn't find predefined on action named on_naval_battle_lost","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0260","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_naval_battle_started","Couldn't find predefined on action named on_naval_battle_started","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0261","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_naval_battle_won","Couldn't find predefined on action named on_naval_battle_won","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0262","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_our_supply_ship_raiders_intercepted","Couldn't find predefined on action named on_our_supply_ship_raiders_intercepted","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0263","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_our_supply_ships_raided","Couldn't find predefined on action named on_our_supply_ships_raided","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0264","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_ship_constructed","Couldn't find predefined on action named on_ship_constructed","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0265","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_strait_access_setting_changed","Couldn't find predefined on action named on_strait_access_setting_changed","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CURRENT_VANILLA_OR_ENGINE_EXTERNAL_SOURCE","VANILLA_OR_EXTERNAL","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0266","jomini_onaction.cpp","JOMINI_ONACTION","Couldn't find predefined on action named on_travel_deploy_to_state_cancelled","Couldn't find predefined on action named on_travel_deploy_to_state_cancelled","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CURRENT_VANILLA_OR_ENGINE_EXTERNAL_SOURCE","VANILLA_OR_EXTERNAL","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0267","jomini_onaction.cpp","JOMINI_ONACTION","No on_action scripted with tag on_memento_mori cannot link","No on_action scripted with tag on_memento_mori cannot link","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CURRENT_VANILLA_OR_ENGINE_EXTERNAL_SOURCE","VANILLA_OR_EXTERNAL","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0268","jomini_onaction.cpp","JOMINI_ONACTION","OnAction japan_yearly_events is trying to add unknown random event with ID [japan_events.32] at: common/on_actions/00_on_actions_yearly.txt:603","OnAction japan_yearly_events is trying to add unknown random event with ID [japan_events.32] at: common/on_actions/00_on_actions_yearly.txt:603","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0269","jomini_onaction.cpp","JOMINI_ONACTION","OnAction japan_yearly_events is trying to add unknown random event with ID [japan_events.33] at: common/on_actions/00_on_actions_yearly.txt:604","OnAction japan_yearly_events is trying to add unknown random event with ID [japan_events.33] at: common/on_actions/00_on_actions_yearly.txt:604","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0270","jomini_onaction.cpp","JOMINI_ONACTION","OnAction japan_yearly_events is trying to add unknown random event with ID [japan_events.34] at: common/on_actions/00_on_actions_yearly.txt:605","OnAction japan_yearly_events is trying to add unknown random event with ID [japan_events.34] at: common/on_actions/00_on_actions_yearly.txt:605","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0271","jomini_onaction.cpp","JOMINI_ONACTION","OnAction japan_yearly_events is trying to add unknown random event with ID [japan_events.35] at: common/on_actions/00_on_actions_yearly.txt:606","OnAction japan_yearly_events is trying to add unknown random event with ID [japan_events.35] at: common/on_actions/00_on_actions_yearly.txt:606","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0272","jomini_onaction.cpp","JOMINI_ONACTION","There is more than one 'effect' defined using most recent:common/on_actions/phase1_japan_tenpo_on_actions.txt:2","There is more than one 'effect' defined using most recent:common/on_actions/phase1_japan_tenpo_on_actions.txt:2","","","1","NOT_EXPOSED_BY_LOG","NOT_EXPOSED_BY_LOG","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0273","jomini_script_system.cpp","SCRIPT_EFFECT_ADD_AMENDMENT","add_amendment effect [ type: Not found in database class CAmendmentTypeDatabase ]","Script system error! Error: add_amendment effect [ type: Not found in database class CAmendmentTypeDatabase ] Script location: common/scripted_buttons/07_japan_buttons.txt:83","common/scripted_buttons/07_japan_buttons.txt","83","1","NO","YES","YES","VANILLA_OR_EXTERNAL","CURRENT_VANILLA_OR_ENGINE_EXTERNAL_SOURCE","VANILLA_OR_EXTERNAL","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0274","jomini_script_system.cpp","SCRIPT_EFFECT_ADD_JOURNAL_ENTRY","add_journal_entry effect [ Country 'ConfÃ©dÃ©ration tribale du Michigan' cannot have events/journal entries due to 'has_events = no' ]","Script system error! Error: add_journal_entry effect [ Country 'ConfÃ©dÃ©ration tribale du Michigan' cannot have events/journal entries due to 'has_events = no' ] Script location: common/scripted_effects/00_victoria_ep2_scripted_effects.txt:2675 common/laws/00","common/scripted_effects/00_victoria_ep2_scripted_effects.txt","2675","1","NO","YES","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0275","jomini_script_system.cpp","SCRIPT_EFFECT_ADD_JOURNAL_ENTRY","add_journal_entry effect [ Invalid journal entry type 'je_meiji_imperial_marriage' ]","Script system error! Error: add_journal_entry effect [ Invalid journal entry type 'je_meiji_imperial_marriage' ] Script location: events/japan_events/ep2_meiji_restoration.txt:320","events/japan_events/ep2_meiji_restoration.txt","320","1","NO","YES","YES","VANILLA_OR_EXTERNAL","CURRENT_VANILLA_OR_ENGINE_EXTERNAL_SOURCE","VANILLA_OR_EXTERNAL","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0276","jomini_script_system.cpp","SCRIPT_EFFECT_ADD_LIBERTY_DESIRE","add_liberty_desire effect [ Wrong scope for effect: none, expected country ]","Script system error! Error: add_liberty_desire effect [ Wrong scope for effect: none, expected country ] Script location: common/history/diplomacy/00_subject_relationships.txt:437","common/history/diplomacy/00_subject_relationships.txt","437","1","YES","YES","NO","","ABSENT_1776_SER_SCOPE_NOT_GUARDED","FIXED_AND_RUNTIME_VALIDATED","Use the current 1.13.9 optional country scope c:SER ?= while preserving add_liberty_desire = 20","YES","Corrected local-worktree attribution: SER, not OZH/UZH; final runtime pass."
"LOG13-R0277","jomini_script_system.cpp","SCRIPT_EFFECT_ADD_LIBERTY_DESIRE","add_liberty_desire effect [ Wrong scope for effect: none, expected country ]","Script system error! Error: add_liberty_desire effect [ Wrong scope for effect: none, expected country ] Script location: common/history/diplomacy/00_subject_relationships.txt:449","common/history/diplomacy/00_subject_relationships.txt","449","1","YES","YES","NO","","ABSENT_1776_EGY_SCOPE_NOT_GUARDED","FIXED_AND_RUNTIME_VALIDATED","Use the current 1.13.9 optional country scope c:EGY ?= while preserving add_liberty_desire = 45","YES","Corrected local-worktree attribution: EGY, not OZH/UZH; final runtime pass."
"LOG13-R0278","jomini_script_system.cpp","SCRIPT_EFFECT_ADD_MODIFIER","add_modifier effect [ name: Not found in database class NJominiModifier::CStaticModifierDatabase ]","Script system error! Error: add_modifier effect [ name: Not found in database class NJominiModifier::CStaticModifierDatabase ] Script location: common/journal_entries/00_meiji_restoration.txt:18","common/journal_entries/00_meiji_restoration.txt","18","1","YES","YES","YES","ALREADY_ACCOUNTED_FOR","PRIOR_CANONICAL_DISPOSITION","ALREADY_ACCOUNTED_FOR","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0279","jomini_script_system.cpp","SCRIPT_EFFECT_CREATE_BUILDING","create_building effect: owner lacks required technology","Script system error! Error: create_building effect [ simple_box! Le tooltippable_name tooltip:dw_1696362872,BAAAAA==,DATA_COUNTRY_NAME_TOOLTIP,CountryTooltip FRA4! flag_overlay!Â Royaume de France ! ! doit avoir inventÃ© la technologie tooltippable_name toolti","common/history/buildings/00_west_europe.txt","2307","1","YES","YES","NO","","HISTORICAL_1776_DESIGN_DEPENDENCY","KNOWN_FORK_DESIGN_DEBT_DEFERRED","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0280","jomini_script_system.cpp","SCRIPT_EFFECT_CREATE_BUILDING","create_building effect: owner lacks required technology","Script system error! Error: create_building effect [ simple_box! Le tooltippable_name tooltip:dw_1696362872,BAAAAA==,DATA_COUNTRY_NAME_TOOLTIP,CountryTooltip FRA4! flag_overlay!Â Royaume de France ! ! doit avoir inventÃ© la technologie tooltippable_name toolti","common/history/buildings/00_west_europe.txt","2868","1","YES","YES","NO","","HISTORICAL_1776_DESIGN_DEPENDENCY","KNOWN_FORK_DESIGN_DEBT_DEFERRED","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0281","jomini_script_system.cpp","SCRIPT_EFFECT_CREATE_BUILDING","create_building effect: owner lacks required technology","Script system error! Error: create_building effect [ simple_box! Le tooltippable_name tooltip:dw_1696362872,BAAAAA==,DATA_COUNTRY_NAME_TOOLTIP,CountryTooltip FRA4! flag_overlay!Â Royaume de France ! ! doit avoir inventÃ© la technologie tooltippable_name toolti","common/history/buildings/00_west_europe.txt","2995","1","YES","YES","NO","","HISTORICAL_1776_DESIGN_DEPENDENCY","KNOWN_FORK_DESIGN_DEBT_DEFERRED","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0282","jomini_script_system.cpp","SCRIPT_EFFECT_CREATE_BUILDING","create_building effect: owner lacks required technology","Script system error! Error: create_building effect [ simple_box! Autrichien Pays-Bas tooltippable_name tooltip:dw_1696362872,5gIAAA==,DATA_COUNTRY_NAME_TOOLTIP,CountryTooltip BEO742! flag_overlay!Â Autrichien Pays-Bas ! ! doit avoir inventÃ© la technologie too","common/history/buildings/00_west_europe.txt","4732","1","YES","YES","NO","","HISTORICAL_1776_DESIGN_DEPENDENCY","KNOWN_FORK_DESIGN_DEBT_DEFERRED","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0283","jomini_script_system.cpp","SCRIPT_EFFECT_CREATE_BUILDING","create_building effect: owner lacks required technology","Script system error! Error: create_building effect [ simple_box! La tooltippable_name tooltip:dw_1696362872,TgAAAA==,DATA_COUNTRY_NAME_TOOLTIP,CountryTooltip SWI78! flag_overlay!Â Suisse ! ! doit avoir inventÃ© la technologie tooltippable_name tooltip:dw_26930","common/history/buildings/00_west_europe.txt","5560","1","YES","YES","NO","","HISTORICAL_1776_DESIGN_DEPENDENCY","KNOWN_FORK_DESIGN_DEBT_DEFERRED","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0284","jomini_script_system.cpp","SCRIPT_EFFECT_CREATE_BUILDING","create_building effect: owner lacks required technology","Script system error! Error: create_building effect [ simple_box! Le tooltippable_name tooltip:dw_1696362872,OAAAAA==,DATA_COUNTRY_NAME_TOOLTIP,CountryTooltip WUR56! flag_overlay!Â Wurtemberg ! ! doit avoir inventÃ© la technologie tooltippable_name tooltip:dw_2","common/history/buildings/00_west_europe.txt","6382","1","YES","YES","NO","","HISTORICAL_1776_DESIGN_DEPENDENCY","KNOWN_FORK_DESIGN_DEBT_DEFERRED","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0285","jomini_script_system.cpp","SCRIPT_EFFECT_CREATE_BUILDING","create_building effect: owner lacks required technology","Script system error! Error: create_building effect [ simple_box! tooltippable_name tooltip:dw_1696362872,KAAAAA==,DATA_COUNTRY_NAME_TOOLTIP,CountryTooltip BAD40! flag_overlay!Â Bade ! ! doit avoir inventÃ© la technologie tooltippable_name tooltip:dw_2693000601","common/history/buildings/00_west_europe.txt","6515","1","YES","YES","NO","","HISTORICAL_1776_DESIGN_DEPENDENCY","KNOWN_FORK_DESIGN_DEBT_DEFERRED","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R0286","jomini_script_system.cpp","SCRIPT_EFFECT_CREATE_BUILDING","create_building effect: owner lacks required technology","Script system error! Error: create_building effect [ simple_box! tooltippable_name tooltip:dw_1696362872,LwAAAA==,DATA_COUNTRY_NAME_TOOLTIP,CountryTooltip HAN47! flag_overlay!Â Hanovre ! ! doit avoir inventÃ© la technologie tooltippable_name tooltip:dw_2693000","common/history/buildings/00_west_europe.txt","6630","1","YES","YES","NO","","HISTORICAL_1776_DESIGN_DEPENDENCY","KNOWN_FORK_DESIGN_DEBT_DEFERRED","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
