"id","script_path","line","raw_message","legacy_region_key","script_context","API_or_trigger","left_scope","expected_object_type","runtime_observed","runtime_occurrences_if_script_system","fork_file","vanilla_homologue","modern_object","migration_rule","classification","safe_fix","patch_applied","notes"
"RGN-053","events/agitators_events/natural_borders.txt","783","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: events/agitators_events/natural_borders.txt:783","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-054","events/agitators_events/natural_borders.txt","807","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_rhine' file location: events/agitators_events/natural_borders.txt:807","region_rhine","region = sr:region_rhine","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_rhine_old.","is_in_geographic_region = geographic_region_rhine_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-055","events/agitators_events/natural_borders.txt","808","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_north_germany' file location: events/agitators_events/natural_borders.txt:808","region_north_germany","region = sr:region_north_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_north_germany_old.","is_in_geographic_region = geographic_region_north_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-056","events/agitators_events/natural_borders.txt","809","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: events/agitators_events/natural_borders.txt:809","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-057","events/agitators_events/natural_borders.txt","847","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_rhine' file location: events/agitators_events/natural_borders.txt:847","region_rhine","region = sr:region_rhine","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_rhine_old.","is_in_geographic_region = geographic_region_rhine_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-058","events/agitators_events/natural_borders.txt","848","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_north_germany' file location: events/agitators_events/natural_borders.txt:848","region_north_germany","region = sr:region_north_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_north_germany_old.","is_in_geographic_region = geographic_region_north_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-059","events/agitators_events/natural_borders.txt","849","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: events/agitators_events/natural_borders.txt:849","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-060","events/agitators_events/natural_borders.txt","873","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_rhine' file location: events/agitators_events/natural_borders.txt:873","region_rhine","region = sr:region_rhine","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_rhine_old.","is_in_geographic_region = geographic_region_rhine_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-061","events/agitators_events/natural_borders.txt","874","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_north_germany' file location: events/agitators_events/natural_borders.txt:874","region_north_germany","region = sr:region_north_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_north_germany_old.","is_in_geographic_region = geographic_region_north_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-062","events/agitators_events/natural_borders.txt","875","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: events/agitators_events/natural_borders.txt:875","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-063","events/agitators_events/paris_commune_events.txt","328","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_france' file location: events/agitators_events/paris_commune_events.txt:328","region_france","this = sr:region_france","scoped_object_comparison","building.state.region (state_region)","geographic_region trigger on building.state","NO","","YES","Exact old geographic footprint and vanilla state-scope trigger API.","building.state = { is_in_geographic_region = geographic_region_france_old }","STATE_REGION_OBJECT_COMPARISON_TO_STATE_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Enclosing scope changed from building.state.region to building.state."
"RGN-064","events/balkans_events/austria_federalism.txt","658","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: events/balkans_events/austria_federalism.txt:658","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-065","events/balkans_events/austria_federalism.txt","659","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: events/balkans_events/austria_federalism.txt:659","region_poland","region = sr:region_poland","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_poland_old.","is_in_geographic_region = geographic_region_poland_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-066","events/balkans_events/austria_federalism.txt","661","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: events/balkans_events/austria_federalism.txt:661","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-067","events/balkans_events/austria_federalism.txt","852","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: events/balkans_events/austria_federalism.txt:852","region_danubia","sr:region_danubia = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","sr:region_balkans","LEGACY_STRATEGIC_SCOPE_TO_VANILLA_CURRENT_STRATEGIC_SCOPE","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-068","events/balkans_events/austria_federalism.txt","884","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: events/balkans_events/austria_federalism.txt:884","region_danubia","sr:region_danubia = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","sr:region_balkans","LEGACY_STRATEGIC_SCOPE_TO_VANILLA_CURRENT_STRATEGIC_SCOPE","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-069","events/balkans_events/balkan_wars_events.txt","527","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_anatolia' file location: events/balkans_events/balkan_wars_events.txt:527","region_anatolia","sr:region_anatolia = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","sr:region_near_east","LEGACY_STRATEGIC_SCOPE_TO_VANILLA_CURRENT_STRATEGIC_SCOPE","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-070","events/balkans_events/balkan_wars_events.txt","567","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_anatolia' file location: events/balkans_events/balkan_wars_events.txt:567","region_anatolia","sr:region_anatolia = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","sr:region_near_east","LEGACY_STRATEGIC_SCOPE_TO_VANILLA_CURRENT_STRATEGIC_SCOPE","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-071","events/balkans_events/balkan_wars_events.txt","928","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: events/balkans_events/balkan_wars_events.txt:928","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-072","events/balkans_events/eastern_question.txt","488","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: events/balkans_events/eastern_question.txt:488","region_danubia","capital.region = sr:region_danubia","capital.region comparison","country.capital state","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old and uses the capital-state trigger pattern.","capital = { is_in_geographic_region = geographic_region_danubia_old }","CAPITAL_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-073","events/brazil/brazilian_slavery.txt","140","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_congo' file location: events/brazil/brazilian_slavery.txt:140","region_congo","region = sr:region_congo","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_congo_old.","is_in_geographic_region = geographic_region_congo_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-074","events/brazil/brazilian_slavery.txt","141","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_niger' file location: events/brazil/brazilian_slavery.txt:141","region_niger","region = sr:region_niger","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_niger_old.","is_in_geographic_region = geographic_region_niger_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-075","events/brazil/south_america_migration.txt","82","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_mexico' file location: events/brazil/south_america_migration.txt:82","region_mexico","region = sr:region_mexico","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_mexico_old.","is_in_geographic_region = geographic_region_mexico_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-076","events/brazil/south_america_migration.txt","199","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_mexico' file location: events/brazil/south_america_migration.txt:199","region_mexico","region = sr:region_mexico","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_mexico_old.","is_in_geographic_region = geographic_region_mexico_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-077","events/iberia_events/cuba_events.txt","148","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_iberia' file location: events/iberia_events/cuba_events.txt:148","region_iberia","region = sr:region_iberia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_iberia_old.","is_in_geographic_region = geographic_region_iberia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-078","events/iberia_events/cuba_events.txt","235","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_iberia' file location: events/iberia_events/cuba_events.txt:235","region_iberia","region = sr:region_iberia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_iberia_old.","is_in_geographic_region = geographic_region_iberia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-079","events/iberia_events/dominican_events.txt","147","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_caribbean' file location: events/iberia_events/dominican_events.txt:147","region_caribbean","region = sr:region_caribbean","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_caribbean_old.","is_in_geographic_region = geographic_region_caribbean_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-080","events/iberia_events/spanish_africa_events.txt","288","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_senegal' file location: events/iberia_events/spanish_africa_events.txt:288","region_senegal","sr:region_senegal = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","sr:region_west_africa","LEGACY_STRATEGIC_SCOPE_TO_VANILLA_CURRENT_STRATEGIC_SCOPE","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-081","events/iberia_events/spanish_africa_events.txt","291","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_niger' file location: events/iberia_events/spanish_africa_events.txt:291","region_niger","sr:region_niger = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","REMOVED_UNUSED_NIGER_SCOPE","REMOVE_UNUSED_INVALID_SCOPE_BLOCK","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-082","events/iberia_events/spanish_africa_events.txt","294","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_congo' file location: events/iberia_events/spanish_africa_events.txt:294","region_congo","sr:region_congo = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","sr:region_equatorial_africa","LEGACY_STRATEGIC_SCOPE_TO_VANILLA_CURRENT_STRATEGIC_SCOPE","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-083","events/iberia_events/spanish_new_world_events.txt","509","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_caribbean' file location: events/iberia_events/spanish_new_world_events.txt:509","region_caribbean","region = sr:region_caribbean","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_caribbean_old.","is_in_geographic_region = geographic_region_caribbean_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-084","events/india_events/sepoy_mutiny_events.txt","2058","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: events/india_events/sepoy_mutiny_events.txt:2058","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-085","events/india_events/sepoy_mutiny_events.txt","2089","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: events/india_events/sepoy_mutiny_events.txt:2089","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-086","events/soi_events/00_ep1_persia_events.txt","373","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: events/soi_events/00_ep1_persia_events.txt:373","region_persia","has_interest_marker_in_region = sr:region_persia","has_interest_marker_in_region","country","strategic_region","NO","","YES","Victoria 3 1.13.9 current strategic-region API; vanilla homologues use sr:region_greater_persia.","sr:region_greater_persia","LEGACY_STRATEGIC_INTEREST_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Interest markers require a current strategic region."
"RGN-087","common/flag_definitions/00_flag_definitions.txt","530","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_congo' file location: common/flag_definitions/00_flag_definitions.txt:530","region_congo","scope:actor ?= { capital ?= { region = sr:region_congo } }","region comparison","capital state","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_congo_old.","is_in_geographic_region = geographic_region_congo_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-088","common/flag_definitions/00_flag_definitions.txt","550","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_zanj' file location: common/flag_definitions/00_flag_definitions.txt:550","region_zanj","scope:actor ?= { capital ?= { region = sr:region_zanj } }","region comparison","capital state","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_zanj_old.","is_in_geographic_region = geographic_region_zanj_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-089","common/flag_definitions/00_flag_definitions.txt","573","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_senegal' file location: common/flag_definitions/00_flag_definitions.txt:573","region_senegal","region = sr:region_senegal","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_senegal_old.","is_in_geographic_region = geographic_region_senegal_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-090","common/flag_definitions/00_flag_definitions.txt","574","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_niger' file location: common/flag_definitions/00_flag_definitions.txt:574","region_niger","region = sr:region_niger","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_niger_old.","is_in_geographic_region = geographic_region_niger_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-091","common/scripted_buttons/00_new_colonial_admins.txt","356","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_central_india' file location: common/scripted_buttons/00_new_colonial_admins.txt:356","region_central_india","region = sr:region_central_india","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_central_india_old.","is_in_geographic_region = geographic_region_central_india_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-092","common/scripted_buttons/00_new_colonial_admins.txt","383","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_central_india' file location: common/scripted_buttons/00_new_colonial_admins.txt:383","region_central_india","region = sr:region_central_india","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_central_india_old.","is_in_geographic_region = geographic_region_central_india_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-093","common/scripted_buttons/00_new_colonial_admins.txt","389","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_central_india' file location: common/scripted_buttons/00_new_colonial_admins.txt:389","region_central_india","region = sr:region_central_india","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_central_india_old.","is_in_geographic_region = geographic_region_central_india_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-094","common/scripted_buttons/00_new_colonial_admins.txt","398","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_central_india' file location: common/scripted_buttons/00_new_colonial_admins.txt:398","region_central_india","region = sr:region_central_india","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_central_india_old.","is_in_geographic_region = geographic_region_central_india_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-095","common/scripted_buttons/00_new_colonial_admins.txt","405","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_central_india' file location: common/scripted_buttons/00_new_colonial_admins.txt:405","region_central_india","region = sr:region_central_india","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_central_india_old.","is_in_geographic_region = geographic_region_central_india_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-096","common/scripted_buttons/00_new_colonial_admins.txt","1086","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_punjab' file location: common/scripted_buttons/00_new_colonial_admins.txt:1086","region_punjab","region = sr:region_punjab","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_punjab_old.","is_in_geographic_region = geographic_region_punjab_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-097","common/scripted_buttons/00_new_colonial_admins.txt","1113","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_punjab' file location: common/scripted_buttons/00_new_colonial_admins.txt:1113","region_punjab","region = sr:region_punjab","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_punjab_old.","is_in_geographic_region = geographic_region_punjab_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-098","common/scripted_buttons/00_new_colonial_admins.txt","1119","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_punjab' file location: common/scripted_buttons/00_new_colonial_admins.txt:1119","region_punjab","region = sr:region_punjab","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_punjab_old.","is_in_geographic_region = geographic_region_punjab_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-099","common/scripted_buttons/00_new_colonial_admins.txt","1128","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_punjab' file location: common/scripted_buttons/00_new_colonial_admins.txt:1128","region_punjab","region = sr:region_punjab","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_punjab_old.","is_in_geographic_region = geographic_region_punjab_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-100","common/scripted_buttons/00_new_colonial_admins.txt","1135","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_punjab' file location: common/scripted_buttons/00_new_colonial_admins.txt:1135","region_punjab","region = sr:region_punjab","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_punjab_old.","is_in_geographic_region = geographic_region_punjab_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-101","common/scripted_buttons/00_new_colonial_admins.txt","1745","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_punjab' file location: common/scripted_buttons/00_new_colonial_admins.txt:1745","region_punjab","region = sr:region_punjab","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_punjab_old.","is_in_geographic_region = geographic_region_punjab_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-102","common/scripted_buttons/00_new_colonial_admins.txt","1775","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_punjab' file location: common/scripted_buttons/00_new_colonial_admins.txt:1775","region_punjab","region = sr:region_punjab","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_punjab_old.","is_in_geographic_region = geographic_region_punjab_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
