relation_type,producer,output,consumer,technology,ai_bootstrap,source_file,notes
SUPPLY_EDGE,pm_digital_data_on_premises_heavy_industry_computer,computer,,digital_infrastructure,STRATEGY_STANCE,common/production_methods/ztr_data_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_digital_data_optimization_heavy_industry_computer,computer,,computer,STRATEGY_STANCE,common/production_methods/ztr_data_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_laptops,computer,,mobile_devices,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_personal_computers,computer,,personal_computer,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
DEMAND_EDGE,,copper,pm_advanced_alloying_techniques,silicon,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_advanced_copperwires,advanced_wire,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_basic_copperwires,verrier_electromagnetism_tech,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_basic_smelting_process,alloysworking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_cabled_copperwires,cabled_wire,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_copper_pipes,watertube_boiler,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_electric_arc_process_alloying,electric_arc_process,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_electronic_grade_wires,optic_fibers,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_elgar_artisan_brass_instruments,elgar_classicism_tech,STRATEGY_STANCE,common/production_methods/ztr_modified_mr_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_plastics_pipes_and_pet,polyester_synthesis,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_rotary_valve_engine_building_water_plant,rotary_valve_engine,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_vacuum_arc_remelting,advanced_electric_arc_processes,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copper,pm_voltaic_pile,verrier_electromagnetism_tech,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
SUPPLY_EDGE,pm_advanced_base,copper,,neoliberism,STRATEGY_STANCE,common/production_methods/ztr_unique_buildings_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_atmospheric_engine_pump_building_copper_mine,copper,,atmospheric_engine,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_autonomous_and_remote_ops_building_copper_mine,copper,,autonomous_and_remote_ops_mining,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_condensing_engine_pump_building_copper_mine,copper,,watertube_boiler,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_diesel_pump_building_copper_mine,copper,,compression_ignition,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_dynamite_building_copper_mine,copper,,dynamite,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_electric_fueled_pump_building_copper_mine,copper,,thermal_cracking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_heavy_machineries_building_copper_mine,copper,,heavy_machinery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_high_precision_blasting_building_copper_mine,copper,,mine_precision_blasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_nitroglycerin_building_copper_mine,copper,,nitroglycerin,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_picks_and_shovels_building_copper_mine,copper,,NONE,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_postwar_base,copper,,neoimperialism,STRATEGY_STANCE,common/production_methods/ztr_unique_buildings_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_prewar_base,copper,,NONE,STRATEGY_STANCE,common/production_methods/ztr_unique_buildings_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,selective_mineral_extraction_lead_mine,copper,,agassiz_geology_tech,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
DEMAND_EDGE,,copperwires,pm_3d_printed_tools,additive_manufacturing,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_advanced_electric_control_building_renewable_energy_power_plant,embedded_control_systems,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_advanced_turbine_generators,oil_turbine,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_advanced_turbine_generators_2,oil_turbine,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_advanced_turbine_generators_3,oil_turbine,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_automatic_power_looms,electrical_capacitors,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_automobile_production,combustion_engine,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_basic_electric_control_building_renewable_energy_power_plant,mechatronics,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_basic_grid_download,NONE,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_color_broadcasting,tv_color,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_computer_teleprinters,computer,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_diesel_engines,compression_ignition,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_early_broadcasting,government_broadcasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_early_power_plant,NONE,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_early_power_plant_2,NONE,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_early_power_plant_3,NONE,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_electric_arc_process,electric_arc_process,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_electric_engines,electric_railway,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_electric_fencing,electrical_generation,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_electric_streetlights,electrical_generation,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_electronic_news_gathering,mass_propaganda,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_fusion_reactor,nuclear_fusion_reactor,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_geothermal_turbine,geothermal_energy,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_geothermal_turbine_2,geothermal_energy,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_geothermal_turbine_3,geothermal_energy,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_high_precision_blasting_building_advancedores_mine,mine_precision_blasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_high_precision_blasting_building_bauxite_mine,mine_precision_blasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_high_precision_blasting_building_coal_mine,mine_precision_blasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_high_precision_blasting_building_commonores_mine,mine_precision_blasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_high_precision_blasting_building_copper_mine,mine_precision_blasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_high_precision_blasting_building_iron_mine,mine_precision_blasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_high_precision_blasting_building_lead_mine,mine_precision_blasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_high_precision_blasting_building_sulfur_mine,mine_precision_blasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_high_precision_blasting_building_uranium_mine,mine_precision_blasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_hv_grid_download,high_voltage_transmission,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_internet_global_network_building_telecommunications,wireless_broadband_networks,STRATEGY_STANCE,common/production_methods/ztr_data_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_manual_operators_network_building_telecommunications,telephone,STRATEGY_STANCE,common/production_methods/ztr_data_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_mass_automobile_production,compression_ignition,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_modern_tools,modern_tools,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_modern_urban_utilities,basic_home_appliances,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_modern_vehicles_production,modern_transport,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_national_radio_network_building_telecommunications,mass_propaganda,STRATEGY_STANCE,common/production_methods/ztr_data_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_reservoir_dams,pneumatic_tools,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_reservoir_dams_2,pneumatic_tools,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_reservoir_dams_3,pneumatic_tools,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_rudimental_homeappliances,rudimental_home_appliances,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_run_of_river_plants,NONE,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_run_of_river_plants_2,NONE,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_run_of_river_plants_3,NONE,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_satellite_communications_network_building_telecommunications,telecommunications,STRATEGY_STANCE,common/production_methods/ztr_data_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_smart_city_infrastructure,urban_sustainability,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_smart_grid_energy_management,smart_energy_grid,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,copperwires,pm_uhv_grid_download,embedded_control_systems,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
SUPPLY_EDGE,pm_advanced_copperwires,copperwires,,advanced_wire,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_basic_copperwires,copperwires,,verrier_electromagnetism_tech,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_cabled_copperwires,copperwires,,cabled_wire,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_electronic_grade_wires,copperwires,,optic_fibers,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_embedded_control_circuit,copperwires,,embedded_control_systems,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_printed_circuit_board,copperwires,,integrated_circuits,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_transistor,copperwires,,semiconductor,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_vacuum_tube,copperwires,,electrical_capacitors,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
DEMAND_EDGE,,cosmetics,pm_light_store_pickup,NONE,POP_LATENT_DEMAND,common/production_methods/ztr_data_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,cosmetics,pm_mixed_robotic_microfulfilment,iot_driven_manufacturing,POP_LATENT_DEMAND,common/production_methods/ztr_data_production_methods.txt,PM activation creates or expands demand
SUPPLY_EDGE,pm_industrial_cosmetics,cosmetics,,automatic_bottle_blowers,POP_LATENT_DEMAND,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_modern_cosmetics,cosmetics,,modern_cosmetics,POP_LATENT_DEMAND,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_synthetic_compounds_cosmetics,cosmetics,,synthetic_cosmetics,POP_LATENT_DEMAND,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_traditional_perfumes_cosmetics,cosmetics,,distillation,POP_LATENT_DEMAND,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
DEMAND_EDGE,,electroniccomponents,pm_advanced_desalinated_water_filtration,advanced_water_filtration,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_advanced_turbine_generators,oil_turbine,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_advanced_turbine_generators_2,oil_turbine,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_advanced_turbine_generators_3,oil_turbine,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_advanced_water_filtration,advanced_water_filtration,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_arc_welding_shipbuilding,arc_welding,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_assault_rifles,assault_rifles,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_atomic_bomb,atomic_bomb,STRATEGY_STANCE,common/production_methods/ztr_military_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_automated_hydro_control_systems,automated_industrial_robots,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_automation_closed_loop_system,hdpe,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_bakelite_telephones,polyethylene,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_basic_electric_control_building_chemical_plant,mechatronics,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_basic_electric_control_building_explosives_factory,mechatronics,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_basic_electric_control_building_general,mechatronics,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_basic_electric_control_building_renewable_energy_power_plant,mechatronics,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_basic_electric_control_building_synthetics_plant,mechatronics,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_basic_homeappliances,basic_home_appliances,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_big_science_and_humanities_department,funded_research_projects,STRATEGY_STANCE,common/production_methods/ztr_data_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_catalytic_cracking,enhanced_cracking_distillation,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_civil_planes_production,jet_aviation,STRATEGY_STANCE,common/production_methods/ztr_military_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_cnc_machines,cnc_control,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_coding_by_hand_building_software_industry,software_tech,STRATEGY_STANCE,common/production_methods/ztr_data_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_color_broadcasting,tv_color,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_combustion_derricks,combustion_engine,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_computer_teleprinters,computer,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_computerized_research_center,machine_learning,STRATEGY_STANCE,common/production_methods/ztr_data_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_developed_healtcare,vaccination_campaigns,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_digital_audio_workstation,global_music,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_early_broadcasting,government_broadcasting,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_electric_fueled_pump_building_advancedores_mine,integrated_circuits,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_electric_fueled_pump_building_bauxite_mine,thermal_cracking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_electric_fueled_pump_building_coal_mine,thermal_cracking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_electric_fueled_pump_building_commonores_mine,thermal_cracking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_electric_fueled_pump_building_copper_mine,thermal_cracking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_electric_fueled_pump_building_iron_mine,thermal_cracking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_electric_fueled_pump_building_lead_mine,thermal_cracking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_electric_fueled_pump_building_rare_earths_mine,integrated_circuits,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_electric_fueled_pump_building_sulfur_mine,thermal_cracking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_electric_fueled_pump_building_uranium_mine,thermal_cracking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_electronic_news_gathering,mass_propaganda,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_elgar_electric_instruments,rock_and_roll,STRATEGY_STANCE,common/production_methods/ztr_modified_mr_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_fusion_reactor,nuclear_fusion_reactor,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_gas_combustion_derricks,gas_turbine,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_gas_horizontal_perforation,horizontal_drilling,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_genetic_analysis_breeding,genetic_engineering,STRATEGY_STANCE,common/production_methods/ztr_agriculture_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_geothermal_turbine,geothermal_energy,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_geothermal_turbine_2,geothermal_energy,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_geothermal_turbine_3,geothermal_energy,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_guided_missiles_building_munition_plant,guided_missiles,STRATEGY_STANCE,common/production_methods/ztr_military_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_hall_heroult_process,bayer_process,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_heavy_machineries_building_advancedores_mine,micro_processors,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_heavy_machineries_building_bauxite_mine,heavy_machinery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_heavy_machineries_building_coal_mine,heavy_machinery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_heavy_machineries_building_commonores_mine,heavy_machinery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_heavy_machineries_building_copper_mine,heavy_machinery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_heavy_machineries_building_iron_mine,heavy_machinery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_heavy_machineries_building_lead_mine,heavy_machinery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_heavy_machineries_building_rare_earths_mine,heavy_machinery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_heavy_machineries_building_sulfur_mine,heavy_machinery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,electroniccomponents,pm_heavy_machineries_building_uranium_mine,heavy_machinery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
