"innovation_id","innovation_name","category","innovation_type","earliest_antecedent_date","practical_breakthrough_date","commercial_adoption_date","mass_industrialization_date","origin_regions","important_people_or_institutions","diffusion_routes","scientific_prerequisites","technical_prerequisites","institutional_prerequisites","energy_requirements","raw_materials_required","intermediate_goods","final_products","industries_enabled","industries_transformed","labor_and_skill_changes","infrastructure_requirements","military_uses","civilian_uses","social_effects","environmental_effects","importance_for_1776_start","possible_game_representation","candidate_tech_era","historical_confidence","gameplay_relevance_score","sources","notes"
"I030","Spinning jenny","textiles","production_process","antécédents pré-1650","1650-1776","1700-1790","1750-1830","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","textiles","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","advanced_or_frontier_in_1776","technology_PM_building_institution_or_modifier","1650-1776","HIGH_CONFIDENCE","5","S30;S47","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I031","Water frame","textiles","production_process","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","textiles","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S31;S48","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I032","Spinning mule","textiles","production_process","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","textiles","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S32;S49","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I033","Métier mécanique","textiles","production_process","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","textiles","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S33;S50","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I034","Égreneuse de coton à scies","agriculture","agricultural_innovation","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","agriculture","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S34;S51","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I035","Blanchiment au chlore","chimie","production_process","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S35;S52","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I036","Procédé Leblanc","chimie","production_process","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S36;S53","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I037","Puddlage et laminage","métallurgie","production_process","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","métallurgie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S37;S54","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I038","Tour à fileter","machines-outils","technical_invention","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","machines-outils","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S38;S55","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I039","Pièces interchangeables","machines-outils","technical_invention","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","machines-outils","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S39;S56","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I040","Système métrique","chimie","production_process","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S40;S57","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I041","Vaccination antivariolique","médecine","medical_innovation","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","médecine","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S41;S58","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I042","Conserverie thermique","alimentation","production_process","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","alimentation","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S42;S59","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I043","Bateau à vapeur commercial","énergie","technical_invention","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","énergie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S43;S60","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I044","Locomotive à vapeur","énergie","technical_invention","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","énergie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S44;S61","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I045","Chaudière haute pression","énergie","technical_invention","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","énergie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S45;S62","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I046","Ciment Portland","construction","infrastructure_system","antécédents pré-1776","1776-1815","1790-1840","1810-1870","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","construction","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1776-1836","HIGH_CONFIDENCE","5","S46;S63","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I047","Télégraphe électrique","énergie","technical_invention","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","énergie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S47;S64","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I048","Photographie","information","knowledge_diffusion","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","information","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S48;S65","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I049","Anesthésie chirurgicale","médecine","medical_innovation","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","médecine","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S49;S66","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I050","Procédé Bessemer","métallurgie","production_process","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","métallurgie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S50;S67","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I051","Procédé Thomas basique","chimie","production_process","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S51;S68","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I052","Four Siemens-Martin","métallurgie","production_process","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","métallurgie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S52;S69","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I053","Machine-outil universelle","machines-outils","technical_invention","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","machines-outils","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S53;S70","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I054","Standardisation des filetages","machines-outils","technical_invention","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","machines-outils","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S54;S71","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I055","Vulcanisation","chimie","production_process","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S55;S72","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I056","Colorants aniline","chimie","production_process","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S56;S73","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I057","Dynamite","chimie","production_process","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S57;S74","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I058","Réfrigération à compression","alimentation","production_process","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","alimentation","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S58;S75","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I059","Pasteurisation","alimentation","production_process","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","alimentation","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S59;S76","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I060","Théorie microbienne","médecine","medical_innovation","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","médecine","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S60;S77","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
