object_type,object_id,definition_mode,source_file,category_or_group,base_price,tradeable,role,technology_gates,pop_consumption,producer_relations,consumer_relations,ai_hooks,dead_chain_risk,notes
BUILDING,building_natural_gas_rig,CREATE,common/buildings/ztr_resources_buildings.txt,bg_mining,,,RESOURCE_BUILDING,natural_gas_extraction,,,,ENGINE_DEFAULT,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_nuclear_weapons_silo,CREATE,common/buildings/ztr_unique_buildings.txt,bg_nuclear_weapons,,,INDUSTRIAL_OR_INFRASTRUCTURE,atomic_bomb,,,,EXPLICIT_AI_VALUE=50000,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_office,CREATE,common/buildings/ztr_digital_buildings.txt,bg_heavy_industry,,,INDUSTRIAL_OR_INFRASTRUCTURE,market_studies,,,,EXPLICIT_AI_VALUE=2000,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_pharmaceuticals_industry,CREATE,common/buildings/ztr_industrial_buildings.txt,bg_light_industry,,,INDUSTRIAL_OR_INFRASTRUCTURE,pharmaceuticals,,,,ENGINE_DEFAULT,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_power_grid_station,CREATE,common/buildings/ztr_energy_buildings.txt,bg_power,,,INDUSTRIAL_OR_INFRASTRUCTURE,national_power_grid,,,,ENGINE_DEFAULT,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_processors_foundry,CREATE,common/buildings/ztr_industrial_buildings.txt,bg_heavy_industry,,,INDUSTRIAL_OR_INFRASTRUCTURE,integrated_circuits,,,,ENGINE_DEFAULT,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_rare_earths_mine,CREATE,common/buildings/ztr_resources_buildings.txt,bg_mining,,,RESOURCE_BUILDING,rare_earths,,,,ENGINE_DEFAULT,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_renewable_energy_power_plant,CREATE,common/buildings/ztr_energy_buildings.txt,bg_power,,,INDUSTRIAL_OR_INFRASTRUCTURE,photovoltaic_effect,,,,ENGINE_DEFAULT,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_research_center,CREATE,common/buildings/ztr_unique_buildings.txt,bg_technology,,,RESEARCH_BUILDING,verrier_modern_physics_tech,,,,EXPLICIT_AI_VALUE=50000,MEDIUM,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_robotics_industry,CREATE,common/buildings/ztr_industrial_buildings.txt,bg_heavy_industry,,,INDUSTRIAL_OR_INFRASTRUCTURE,mechanical_arms,,,,ENGINE_DEFAULT,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_software_industry,CREATE,common/buildings/ztr_digital_buildings.txt,bg_heavy_industry,,,INDUSTRIAL_OR_INFRASTRUCTURE,software_tech,,,,EXPLICIT_AI_VALUE=2000,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_telecommunications_industry,CREATE,common/buildings/ztr_digital_buildings.txt,bg_power,,,INDUSTRIAL_OR_INFRASTRUCTURE,telephone,,,,ENGINE_DEFAULT,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_uranium_mine,REPLACE_OR_CREATE,common/buildings/ztr_mr_buildings.txt,bg_mining,,,RESOURCE_BUILDING,verrier_modern_physics_tech,,,,ENGINE_DEFAULT,LOW,Government/private restrictions and PMGs require object-level runtime validation
BUILDING,building_water_plant,CREATE,common/buildings/ztr_resources_buildings.txt,bg_water_farms,,,RESOURCE_BUILDING,enclosure,,,,ENGINE_DEFAULT,LOW,Government/private restrictions and PMGs require object-level runtime validation
SUMMARY,loaded_technology_total,OVERLAY,,production=177|society=144|military=118,,,TECH_TOTAL,,,439,,,,Vanilla 179 plus 260 added
SUMMARY,technology_definitions_touched,MIXED,,,,,TECH_DEFINITIONS,,,285,,,,Includes 25 vanilla overlaps
SUMMARY,eras,CREATE,,,,,ERA_TOTAL,,,11,,,,5 vanilla-era IDs plus 6 added
SUMMARY,added_production_methods,MIXED,,,,,PM_TOTAL,,,601,,,,689 unique PM IDs in mod files; 88 overlap vanilla
SUMMARY,added_production_method_groups,MIXED,,,,,PMG_TOTAL,,,137,,,,Previous approximate audit reported 136
