tech_id,category,unlock_type,unlock_id,unlock_name,relationship_type,source_file,source_context,notes
corporatism,society,technology,political_agitation,Political Agitation,PREREQUISITE,common/technology/technologies/30_society.txt,1441: corporatism,PREREQUISITE
corporatism,society,journal_entries,je_populist_unrest,Populist Unrest,UNLOCK,common/journal_entries/02_vargas.txt,11: has_technology_researched = corporatism,JOURNAL_REQUIREMENT
corporatism,society,journal_entries,je_prohibition,The Temperance Movement,UNLOCK,common/journal_entries/00_prohibition_laws.txt,10: has_technology_researched = corporatism,JOURNAL_REQUIREMENT
corporatism,society,journal_entries,je_standestaat,The Ständestaat,UNLOCK,common/journal_entries/05_austrian_fascism.txt,13: has_technology_researched = corporatism,JOURNAL_REQUIREMENT
corporatism,society,laws,law_corporate_state,Corporate State,UNLOCK,common/laws/00_governance_principles.txt,927: corporatism,LAW_REQUIREMENT
corporatism,society,laws,law_corporatized_unions,Corporatized Unions,UNLOCK,common/laws/00_labour_associations.txt,296: corporatism,LAW_REQUIREMENT
corporatism,society,laws,law_guild_system,Guild System,UNLOCK,common/laws/00_labour_associations.txt,46: NOT = { has_technology_researched = corporatism },LAW_REQUIREMENT
corporatism,society,laws,law_social_monarchy,Social Monarchy,UNLOCK,common/laws/00_governance_principles.txt,1065: corporatism,LAW_REQUIREMENT
cotton_gin,production,modifier,building_cotton_plantation_throughput_add,$building_cotton_plantation$ building [concept_throughput],MODIFIER,common/technology/technologies/10_production.txt,58: technology modifier block,building_cotton_plantation_throughput_add=0.25
cotton_gin,production,technology,lathe,Lathe,PREREQUISITE,common/technology/technologies/10_production.txt,83: cotton_gin,PREREQUISITE
cotton_gin,production,company_types,company_bombay_dyeing_company,Bombay Dyeing and Manufacturing Company Limited,UNLOCK,common/company_types/00_companies_ip2.txt,110: has_technology_researched = cotton_gin,COMPANY_REQUIREMENT
cotton_gin,production,company_types,company_dmc,Dollfus-Mieg et Cie,UNLOCK,common/company_types/00_companies_france.txt,194: has_technology_researched = cotton_gin,COMPANY_REQUIREMENT
cotton_gin,production,company_types,company_espana_industrial,La España Industrial,UNLOCK,common/company_types/00_companies_europe.txt,1415: has_technology_researched = cotton_gin,COMPANY_REQUIREMENT
cotton_gin,production,company_types,company_j_p_coats,J. & P. Coats,UNLOCK,common/company_types/00_companies_great_britain.txt,42: has_technology_researched = cotton_gin,COMPANY_REQUIREMENT
cotton_gin,production,company_types,company_madura_mills,Madura Mills Co. Ltd,UNLOCK,common/company_types/00_companies_ip2.txt,410: has_technology_researched = cotton_gin,COMPANY_REQUIREMENT
cotton_gin,production,company_types,company_mitsui,Mitsui,UNLOCK,common/company_types/00_companies_japan.txt,40: has_technology_researched = cotton_gin,COMPANY_REQUIREMENT
crystal_glass,production,technology,chemical_bleaching,Chemical Bleaching,PREREQUISITE,common/technology/technologies/10_production.txt,329: crystal_glass,PREREQUISITE
crystal_glass,production,production_methods,pm_crystal_glass,Crystal Glass,UNLOCK,common/production_methods/01_industry.txt,775: crystal_glass,PM_REQUIREMENT
currency_standards,society,technology,banking,Banking,PREREQUISITE,common/technology/technologies/30_society.txt,214: currency_standards,PREREQUISITE
currency_standards,society,laws,law_per_capita_based_taxation,Per-Capita Taxation,UNLOCK,common/laws/00_taxation.txt,111: currency_standards,LAW_REQUIREMENT
defense_in_depth,military,modifier,unit_army_defense_mult,Army $unit_defense_mult$,MODIFIER,common/technology/technologies/20_military.txt,773: technology modifier block,unit_army_defense_mult=0.1
defense_in_depth,military,technology,concrete_fortifications,Concrete Fortifications,PREREQUISITE,common/technology/technologies/20_military.txt,1051: defense_in_depth,PREREQUISITE
defense_in_depth,military,combat_unit_types,combat_unit_type_siege_artillery,Siege Artillery,UNLOCK,common/combat_unit_types/00_land_combat_unit_types.txt,601: unlocking_technologies = { defense_in_depth },UNIT_REQUIREMENT
democracy,society,modifier,country_institution_social_security_max_investment_add,Max $institution_social_security$ [concept_institution] Investment,MODIFIER,common/technology/technologies/30_society.txt,100: technology modifier block,country_institution_social_security_max_investment_add=2
democracy,society,technology,egalitarianism,Egalitarianism,PREREQUISITE,common/technology/technologies/30_society.txt,392: democracy,PREREQUISITE
democracy,society,technology,mass_communication,Mass Communication,PREREQUISITE,common/technology/technologies/30_society.txt,345: democracy,PREREQUISITE
democracy,society,journal_entries,je_liberalism_1,Path to Liberalism,UNLOCK,common/journal_entries/00_liberalism.txt,9: has_technology_researched = democracy,JOURNAL_REQUIREMENT
democracy,society,laws,law_census_voting,Census Suffrage,UNLOCK,common/laws/00_distribution_of_power.txt,894: democracy,LAW_REQUIREMENT
democracy,society,laws,law_landed_voting,Landed Voting,UNLOCK,common/laws/00_distribution_of_power.txt,614: democracy,LAW_REQUIREMENT
democracy,society,laws,law_parliamentary_republic,Parliamentary Republic,UNLOCK,common/laws/00_governance_principles.txt,500: democracy,LAW_REQUIREMENT
democracy,society,laws,law_poor_laws,Poor Laws,UNLOCK,common/laws/00_welfare.txt,81: democracy,LAW_REQUIREMENT
democracy,society,laws,law_presidential_republic,Presidential Republic,UNLOCK,common/laws/00_governance_principles.txt,342: democracy,LAW_REQUIREMENT
democracy,society,laws,law_wealth_voting,Wealth Voting,UNLOCK,common/laws/00_distribution_of_power.txt,753: democracy,LAW_REQUIREMENT
destroyer,military,ship_types,ship_type_destroyer,Destroyer,UNLOCK,common/ship_types/00_ship_types.txt,1768: unlocking_technologies = { destroyer },NAVAL_DESIGN_REQUIREMENT
destroyer,military,ship_types,ship_type_torpedo_boat,Torpedo Boat,UNLOCK,common/ship_types/00_ship_types.txt,1489: has_technology_researched = destroyer,NAVAL_DESIGN_REQUIREMENT
destroyer,military,ship_types,ship_type_torpedo_boat_destroyer,Torpedo Boat Destroyer,UNLOCK,common/ship_types/00_ship_types.txt,1572: has_technology_researched = destroyer,NAVAL_DESIGN_REQUIREMENT
dialectics,society,modifier,country_institution_schools_max_investment_add,Max $institution_schools$ [concept_institution] Investment,MODIFIER,common/technology/technologies/30_society.txt,632: technology modifier block,country_institution_schools_max_investment_add=1
dialectics,society,technology,socialism,Socialism,PREREQUISITE,common/technology/technologies/30_society.txt,1049: dialectics,PREREQUISITE
dialectics,society,production_methods,pm_philosophy_department,Philosophy Department,UNLOCK,common/production_methods/07_government.txt,206: dialectics,PM_REQUIREMENT
distillation,production,technology,fractional_distillation,Fractional Distillation,PREREQUISITE,common/technology/technologies/10_production.txt,210: distillation,PREREQUISITE
distillation,production,production_methods,pm_pot_stills,Pot Stills,UNLOCK,common/production_methods/01_industry.txt,198: distillation,PM_REQUIREMENT
distillation,production,production_methods,pm_sweeteners,Sweeteners,UNLOCK,common/production_methods/01_industry.txt,25: distillation,PM_REQUIREMENT
dough_rollers,production,production_methods,pm_automated_bakery,Automated Bakery,UNLOCK,common/production_methods/01_industry.txt,258: dough_rollers,PM_REQUIREMENT
dreadnought_tech,military,technology,battleship_tech,$ship_type_super_dreadnought$,PREREQUISITE,common/technology/technologies/20_military.txt,1144: dreadnought_tech,PREREQUISITE
dreadnought_tech,military,technology,carrier_tech,Aircraft Carrier,PREREQUISITE,common/technology/technologies/20_military.txt,1123: dreadnought_tech,PREREQUISITE
dreadnought_tech,military,journal_entries,je_increase_technology,Solidify Our Technological Advantage,UNLOCK,common/journal_entries/00_player_objectives_hegemon.txt,164: has_technology_researched = dreadnought_tech,JOURNAL_REQUIREMENT
dreadnought_tech,military,ship_types,ship_type_armored_cruiser,Armored Cruiser,UNLOCK,common/ship_types/00_ship_types.txt,1139: has_technology_researched = dreadnought_tech,NAVAL_DESIGN_REQUIREMENT
dreadnought_tech,military,ship_types,ship_type_coastal_defense_ship,Coastal Defense Ship,UNLOCK,common/ship_types/00_ship_types.txt,289: has_technology_researched = dreadnought_tech,NAVAL_DESIGN_REQUIREMENT
dreadnought_tech,military,ship_types,ship_type_dreadnought,Dreadnought,UNLOCK,common/ship_types/00_ship_types.txt,631: unlocking_technologies = { dreadnought_tech },NAVAL_DESIGN_REQUIREMENT
dreadnought_tech,military,ship_types,ship_type_light_cruiser,Light Cruiser,UNLOCK,common/ship_types/00_ship_types.txt,1263: unlocking_technologies = { dreadnought_tech },NAVAL_DESIGN_REQUIREMENT
dreadnought_tech,military,ship_types,ship_type_modern_ironclad,Modern Ironclad,UNLOCK,common/ship_types/00_ship_types.txt,386: has_technology_researched = dreadnought_tech,NAVAL_DESIGN_REQUIREMENT
dreadnought_tech,military,ship_types,ship_type_monitor,Monitor,UNLOCK,common/ship_types/00_ship_types.txt,105: has_technology_researched = dreadnought_tech,NAVAL_DESIGN_REQUIREMENT
dreadnought_tech,military,ship_types,ship_type_pre_dreadnought,Pre-Dreadnought,UNLOCK,common/ship_types/00_ship_types.txt,479: has_technology_researched = dreadnought_tech,NAVAL_DESIGN_REQUIREMENT
dreadnought_tech,military,ship_types,ship_type_seaplane_tender,Seaplane Tender,UNLOCK,common/ship_types/00_ship_types.txt,1349: unlocking_technologies = { dreadnought_tech },NAVAL_DESIGN_REQUIREMENT
drydocks,military,technology,hydraulic_cranes,Hydraulic Cranes,PREREQUISITE,common/technology/technologies/20_military.txt,418: drydocks,PREREQUISITE
drydocks,military,ship_types,ship_type_ship_of_the_line,Ship of the Line,UNLOCK,common/ship_types/00_ship_types.txt,54: unlocking_technologies = { drydocks },NAVAL_DESIGN_REQUIREMENT
dynamite,production,modifier,country_resource_discovery_chance_mult,Resource Discovery Chance,MODIFIER,common/technology/technologies/10_production.txt,486: technology modifier block,country_resource_discovery_chance_mult=0.25
dynamite,production,technology,pumpjacks,Pumpjacks,PREREQUISITE,common/technology/technologies/10_production.txt,602: dynamite,PREREQUISITE
dynamite,production,production_methods,pm_dynamite_building_coal_mine,Dynamite,UNLOCK,common/production_methods/03_mines.txt,156: dynamite,PM_REQUIREMENT
dynamite,production,production_methods,pm_dynamite_building_gold_mine,Dynamite,UNLOCK,common/production_methods/03_mines.txt,971: dynamite,PM_REQUIREMENT
dynamite,production,production_methods,pm_dynamite_building_iron_mine,Dynamite,UNLOCK,common/production_methods/03_mines.txt,374: dynamite,PM_REQUIREMENT
dynamite,production,production_methods,pm_dynamite_building_lead_mine,Dynamite,UNLOCK,common/production_methods/03_mines.txt,598: dynamite,PM_REQUIREMENT
dynamite,production,production_methods,pm_dynamite_building_sulfur_mine,Dynamite,UNLOCK,common/production_methods/03_mines.txt,769: dynamite,PM_REQUIREMENT
dynamite,production,production_methods,pm_explosive_shells,Explosive Shells,UNLOCK,common/production_methods/01_industry.txt,2611: dynamite,PM_REQUIREMENT
dynamite,production,production_methods,pm_vacuum_evaporation,Vacuum Evaporation,UNLOCK,common/production_methods/01_industry.txt,1406: dynamite,PM_REQUIREMENT
egalitarianism,society,scripted_effect,on_researched,On researched effect,EVENT_EFFECT,common/technology/technologies/30_society.txt,377: on_researched,if = { limit = { has_journal_entry = je_springtime_of_the_peoples NOT = { is_involved_in_journal_entry = je_springtime_of_the_peoples } } je:je_springtime_of_the_peoples ?= { add_involved_country = ROOT } }
egalitarianism,society,modifier,country_institution_social_security_max_investment_add,Max $institution_social_security$ [concept_institution] Investment,MODIFIER,common/technology/technologies/30_society.txt,377: technology modifier block,country_institution_social_security_max_investment_add=1
egalitarianism,society,modifier,state_expected_sol_from_literacy,Minimum Expected [concept_sol] from [concept_literacy],MODIFIER,common/technology/technologies/30_society.txt,377: technology modifier block,state_expected_sol_from_literacy=1
egalitarianism,society,technology,anarchism,Anarchism,PREREQUISITE,common/technology/technologies/30_society.txt,997: egalitarianism,PREREQUISITE
egalitarianism,society,technology,human_rights,Human Rights,PREREQUISITE,common/technology/technologies/30_society.txt,836: egalitarianism,PREREQUISITE
egalitarianism,society,technology,labor_movement,Labor Movement,PREREQUISITE,common/technology/technologies/30_society.txt,767: egalitarianism,PREREQUISITE
egalitarianism,society,journal_entries,je_donghak_movement,The Donghak Movement,UNLOCK,common/journal_entries/03_korea.txt,21: has_technology_researched = egalitarianism,JOURNAL_REQUIREMENT
egalitarianism,society,journal_entries,je_spanish_anarchism,The Internacionalistas,UNLOCK,common/journal_entries/06_spanish_anarchism.txt,10: has_technology_researched = egalitarianism,JOURNAL_REQUIREMENT
egalitarianism,society,journal_entries,je_springtime_of_the_peoples,Springtime of the Peoples,UNLOCK,common/journal_entries/00_peoples_springtime_je.txt,8: has_technology_researched = egalitarianism,JOURNAL_REQUIREMENT
egalitarianism,society,laws,law_proportional_taxation,Proportional Taxation,UNLOCK,common/laws/00_taxation.txt,199: egalitarianism,LAW_REQUIREMENT
egalitarianism,society,laws,law_universal_suffrage,Universal Suffrage,UNLOCK,common/laws/00_distribution_of_power.txt,1025: egalitarianism,LAW_REQUIREMENT
egalitarianism,society,parties,radical_party,Radical Party,UNLOCK,common/parties/radical_party.txt,307: egalitarianism,UNLOCK
electric_arc_process,production,technology,arc_welding,Arc Welding,PREREQUISITE,common/technology/technologies/10_production.txt,1092: electric_arc_process,PREREQUISITE
electric_arc_process,production,production_methods,pm_electric_arc_process,Electric Arc Process,UNLOCK,common/production_methods/01_industry.txt,1628: electric_arc_process,PM_REQUIREMENT
electric_railway,production,production_methods,pm_electric_engines,Electric Engines,UNLOCK,common/production_methods/01_industry.txt,1741: electric_railway,PM_REQUIREMENT
electric_railway,production,production_methods,pm_electric_trains,Electric Trains,UNLOCK,common/production_methods/11_private_infrastructure.txt,184: electric_railway,PM_REQUIREMENT
electric_railway,production,production_methods,pm_electric_trains_principle_transport_3,Joint Electric Trains,UNLOCK,common/production_methods/11_private_infrastructure.txt,219: electric_railway,PM_REQUIREMENT
electric_railway,production,production_methods,pm_log_carts,Rail Log Carts,UNLOCK,common/production_methods/09_misc_resource.txt,186: electric_railway,PM_REQUIREMENT
electric_railway,production,production_methods,pm_refrigerated_rail_cars_building_fishing_wharf,Refrigerated Rail Cars,UNLOCK,common/production_methods/09_misc_resource.txt,343: electric_railway,PM_REQUIREMENT
electric_railway,production,production_methods,pm_refrigerated_rail_cars_building_livestock_ranch,Refrigerated Rail Cars,UNLOCK,common/production_methods/02_agro.txt,654: electric_railway,PM_REQUIREMENT
electric_railway,production,production_methods,pm_refrigerated_rail_cars_building_whaling_station,Refrigerated Rail Cars,UNLOCK,common/production_methods/09_misc_resource.txt,491: electric_railway,PM_REQUIREMENT
electric_telegraph,military,modifier,country_war_exhaustion_casualties_mult,[concept_war_exhaustion] from [concept_casualties],MODIFIER,common/technology/technologies/20_military.txt,475: technology modifier block,country_war_exhaustion_casualties_mult=-0.25
electric_telegraph,military,technology,military_statistics,Military Statistics,PREREQUISITE,common/technology/technologies/20_military.txt,511: electric_telegraph,PREREQUISITE
electric_telegraph,military,technology,trench_works,Trench Works,PREREQUISITE,common/technology/technologies/20_military.txt,725: electric_telegraph,PREREQUISITE
electric_telegraph,military,company_types,company_siemens_and_halske,Siemens & Halske,UNLOCK,common/company_types/00_companies_germany.txt,325: has_technology_researched = electric_telegraph,COMPANY_REQUIREMENT
electric_telegraph,military,journal_entries,je_portugal_regeneration_public_works,Regeneration: Public Works,UNLOCK,common/journal_entries/06_portugal_politics.txt,529: has_technology_researched = electric_telegraph,JOURNAL_REQUIREMENT
electrical_capacitors,production,technology,electric_railway,Electric Railways,PREREQUISITE,common/technology/technologies/10_production.txt,846: electrical_capacitors,PREREQUISITE
electrical_capacitors,production,technology,pasteurization,Pasteurization,PREREQUISITE,common/technology/technologies/10_production.txt,828: electrical_capacitors,PREREQUISITE
electrical_capacitors,production,production_methods,pm_automatic_power_looms,Automatic Power Looms,UNLOCK,common/production_methods/01_industry.txt,465: electrical_capacitors,PM_REQUIREMENT
electrical_capacitors,production,production_methods,pm_brine_electrolysis,Brine Electrolysis,UNLOCK,common/production_methods/01_industry.txt,1439: electrical_capacitors,PM_REQUIREMENT
electrical_capacitors,production,production_methods,pm_electric_sewing_machines,Electric Sewing Machines,UNLOCK,common/production_methods/01_industry.txt,350: electrical_capacitors,PM_REQUIREMENT
electrical_generation,production,technology,conveyors,Conveyors,PREREQUISITE,common/technology/technologies/10_production.txt,813: electrical_generation,PREREQUISITE
electrical_generation,production,technology,electrical_capacitors,Electrical Capacitors,PREREQUISITE,common/technology/technologies/10_production.txt,987: electrical_generation,PREREQUISITE
electrical_generation,production,technology,steam_turbine,Steam Turbine,PREREQUISITE,common/technology/technologies/10_production.txt,955: electrical_generation,PREREQUISITE
electrical_generation,production,technology,telephone,Telephone,PREREQUISITE,common/technology/technologies/10_production.txt,1028: electrical_generation,PREREQUISITE
electrical_generation,production,buildings,building_power_plant,Power Plants,UNLOCK,common/buildings/06_urban_center.txt,79: electrical_generation,BUILDING_REQUIREMENT
electrical_generation,production,company_types,company_calcutta_electric,Calcutta Electric Supply Corporation Limited,UNLOCK,common/company_types/00_companies_ip2.txt,822: has_technology_researched = electrical_generation,COMPANY_REQUIREMENT
electrical_generation,production,company_types,company_eea,Empresas Eléctricas Asociadas,UNLOCK,common/company_types/00_companies_cots.txt,784: has_technology_researched = electrical_generation,COMPANY_REQUIREMENT
electrical_generation,production,company_types,company_electricidad_de_caracas,C.A. La Electricidad de Caracas,UNLOCK,common/company_types/00_companies_cots.txt,638: has_technology_researched = electrical_generation,COMPANY_REQUIREMENT
electrical_generation,production,company_types,company_hanseong_jeongi_hoesa,Hanseong Jeongi Hoesa,UNLOCK,common/company_types/00_companies_soi.txt,637: has_technology_researched = electrical_generation,COMPANY_REQUIREMENT
electrical_generation,production,company_types,company_ingolstadt_electrical_company,"Frankenstein et Cie., Établ. Électriques d’Ingolstadt",UNLOCK,common/company_types/00_companies_totally_normal.txt,33: has_technology_researched = electrical_generation,COMPANY_REQUIREMENT
electrical_generation,production,company_types,company_norsk_hydro,Norsk Hydroelektrisk Kvælstofaktieselskap,UNLOCK,common/company_types/00_companies_mp1.txt,1191: has_technology_researched = electrical_generation,COMPANY_REQUIREMENT
electrical_generation,production,journal_entries,je_belle_epoque,The Belle Époque,UNLOCK,common/journal_entries/00_belle_epoque.txt,9: has_technology_researched = electrical_generation,JOURNAL_REQUIREMENT
electrical_generation,production,production_methods,electric_rollers,Electric Rollers,UNLOCK,common/production_methods/04_plantations.txt,427: electrical_generation,PM_REQUIREMENT
electrical_generation,production,production_methods,pm_electric_fencing,Electric Fences,UNLOCK,common/production_methods/02_agro.txt,610: electrical_generation,PM_REQUIREMENT
electrical_generation,production,production_methods,pm_electric_saw_mills,Electric Saw Mills,UNLOCK,common/production_methods/09_misc_resource.txt,44: electrical_generation,PM_REQUIREMENT
electrical_generation,production,production_methods,pm_electric_streetlights,Electric Streetlights,UNLOCK,common/production_methods/06_urban_center.txt,120: electrical_generation,PM_REQUIREMENT
elevator,society,modifier,country_max_weekly_construction_progress_add,Max Weekly Construction Progress,MODIFIER,common/technology/technologies/30_society.txt,1324: technology modifier block,country_max_weekly_construction_progress_add=5
elevator,society,modifier,state_building_construction_sector_max_level_add,$building_construction_sector$ Max Level,MODIFIER,common/technology/technologies/30_society.txt,1324: technology modifier block,state_building_construction_sector_max_level_add=5
elevator,society,modifier,state_infrastructure_from_population_add,"Infrastructure per [GetDefine('NPops','INDIVIDUALS_PER_POP_INFRASTRUCTURE')|vK] Population",MODIFIER,common/technology/technologies/30_society.txt,1324: technology modifier block,state_infrastructure_from_population_add=1
elevator,society,modifier,state_infrastructure_from_population_max_add,Maximum Infrastructure from Population,MODIFIER,common/technology/technologies/30_society.txt,1324: technology modifier block,state_infrastructure_from_population_max_add=20
elevator,society,technology,paved_roads,Paved Roads,PREREQUISITE,common/technology/technologies/30_society.txt,1726: elevator,PREREQUISITE
elevator,society,production_methods,pm_arcades,Arcades,UNLOCK,common/production_methods/06_urban_center.txt,61: elevator,PM_REQUIREMENT
empiricism,society,modifier,country_diplomatic_play_maneuvers_mult,"[Concept('concept_maneuver', '$concept_maneuvers$')] per Diplomatic Play",MODIFIER,common/technology/technologies/30_society.txt,353: technology modifier block,country_diplomatic_play_maneuvers_mult=0.25
empiricism,society,modifier,country_influence_mult,@inf![Nbsp][concept_influence],MODIFIER,common/technology/technologies/30_society.txt,353: technology modifier block,country_influence_mult=0.25
empiricism,society,modifier,country_institution_schools_max_investment_add,Max $institution_schools$ [concept_institution] Investment,MODIFIER,common/technology/technologies/30_society.txt,353: technology modifier block,country_institution_schools_max_investment_add=1
empiricism,society,modifier,state_education_access_wealth_add,Education Access (Wealth-based),MODIFIER,common/technology/technologies/30_society.txt,353: technology modifier block,state_education_access_wealth_add=0.005
empiricism,society,technology,dialectics,Dialectics,PREREQUISITE,common/technology/technologies/30_society.txt,644: empiricism,PREREQUISITE
empiricism,society,technology,psychiatry,Psychiatry,PREREQUISITE,common/technology/technologies/30_society.txt,664: empiricism,PREREQUISITE
empiricism,society,laws,law_public_schools,Public Schools,UNLOCK,common/laws/00_education_system.txt,307: empiricism,LAW_REQUIREMENT
empiricism,society,laws,law_state_atheism,State Atheism,UNLOCK,common/laws/00_church_and_state.txt,527: empiricism,LAW_REQUIREMENT
empiricism,society,laws,law_total_separation,Total Separation,UNLOCK,common/laws/00_church_and_state.txt,451: empiricism,LAW_REQUIREMENT
empiricism,society,parties,liberal_party,Liberal Party,UNLOCK,common/parties/liberal_party.txt,392: empiricism,UNLOCK
enclosure,production,technology,intensive_agriculture,Intensive Agriculture,PREREQUISITE,common/technology/technologies/10_production.txt,184: enclosure,PREREQUISITE
enclosure,production,technology,shaft_mining,Shaft Mining,PREREQUISITE,common/technology/technologies/10_production.txt,49: enclosure,PREREQUISITE
enclosure,production,buildings,building_banana_plantation,Banana Plantations,UNLOCK,common/buildings/04_plantations.txt,286: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_coffee_plantation,Coffee Plantations,UNLOCK,common/buildings/04_plantations.txt,9: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_cotton_plantation,Cotton Plantations,UNLOCK,common/buildings/04_plantations.txt,32: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_dye_plantation,Dye Plantations,UNLOCK,common/buildings/04_plantations.txt,79: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_livestock_ranch,Livestock Ranches,UNLOCK,common/buildings/02_agro.txt,142: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_maize_farm,Maize Farms,UNLOCK,common/buildings/02_agro.txt,90: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_millet_farm,Millet Farms,UNLOCK,common/buildings/02_agro.txt,116: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_opium_plantation,Opium Plantations,UNLOCK,common/buildings/04_plantations.txt,115: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_rice_farm,Rice Farms,UNLOCK,common/buildings/02_agro.txt,64: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_rye_farm,Rye Farms,UNLOCK,common/buildings/02_agro.txt,12: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_silk_plantation,Silk Plantations,UNLOCK,common/buildings/04_plantations.txt,308: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_sugar_plantation,Sugar Plantations,UNLOCK,common/buildings/04_plantations.txt,263: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_tea_plantation,Tea Plantations,UNLOCK,common/buildings/04_plantations.txt,168: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_tobacco_plantation,Tobacco Plantations,UNLOCK,common/buildings/04_plantations.txt,215: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_vineyard,Vineyards,UNLOCK,common/buildings/02_agro.txt,168: enclosure,BUILDING_REQUIREMENT
enclosure,production,buildings,building_wheat_farm,Wheat Farms,UNLOCK,common/buildings/02_agro.txt,38: enclosure,BUILDING_REQUIREMENT
enclosure,production,decrees,decree_encourage_agricultural_industry,Encourage Agricultural Industry,UNLOCK,common/decrees/00_decree.txt,646: enclosure,UNLOCK
enlistment_offices,military,modifier,country_general_rank_impact_mult,$concept_general$ $concept_rank$ Impact,MODIFIER,common/technology/technologies/20_military.txt,449: technology modifier block,country_general_rank_impact_mult=0.2
enlistment_offices,military,modifier,state_conscription_rate_mult,Conscriptable Battalions,MODIFIER,common/technology/technologies/20_military.txt,449: technology modifier block,state_conscription_rate_mult=0.2
enlistment_offices,military,technology,war_propaganda,War Propaganda,PREREQUISITE,common/technology/technologies/20_military.txt,744: enlistment_offices,PREREQUISITE
enlistment_offices,military,laws,law_mass_conscription,Mass Conscription,UNLOCK,common/laws/00_army_model.txt,273: unlocking_technologies = { enlistment_offices },LAW_REQUIREMENT
feminism,society,scripted_effect,on_researched,On researched effect,EVENT_EFFECT,common/technology/technologies/30_society.txt,867: on_researched,if = { limit = { NOT = { has_variable = feminism_researched } } set_variable = feminism_researched custom_tooltip = { text = liberal_and_egalitarian_amended_tt every_interest_group = { limit = { has_ideology = ideology:ideology_liberal } remove_ideology = ideology_liberal add_ideology = ideology_liberal_modern } every_interest_group = { limit = { has_ideology = ideology:ideology_egalitarian } remove_ideology = ideology_egalitarian add_ideology = ideology_egalitarian_modern } } }
feminism,society,modifier,country_institution_social_security_max_investment_add,Max $institution_social_security$ [concept_institution] Investment,MODIFIER,common/technology/technologies/30_society.txt,867: technology modifier block,country_institution_social_security_max_investment_add=1
feminism,society,journal_entries,je_liberalism_1,Path to Liberalism,UNLOCK,common/journal_entries/00_liberalism.txt,20: has_technology_researched = feminism,JOURNAL_REQUIREMENT
feminism,society,journal_entries,je_suffragists,Call for Women’s Suffrage,UNLOCK,common/journal_entries/00_suffragists.txt,17: has_technology_researched = feminism,JOURNAL_REQUIREMENT
feminism,society,laws,law_women_in_the_workplace,Women in the Workplace,UNLOCK,common/laws/00_rights_of_women.txt,134: feminism,LAW_REQUIREMENT
feminism,society,laws,law_womens_suffrage,Women’s Suffrage,UNLOCK,common/laws/00_rights_of_women.txt,176: feminism,LAW_REQUIREMENT
field_works,military,modifier,unit_army_defense_mult,Army $unit_defense_mult$,MODIFIER,common/technology/technologies/20_military.txt,220: technology modifier block,unit_army_defense_mult=0.1
field_works,military,production_methods,pm_barbed_wire_fences,Barbed Wire Fences,UNLOCK,common/production_methods/02_agro.txt,594: field_works,PM_REQUIREMENT
film,society,modifier,country_prestige_mult,Prestige,MODIFIER,common/technology/technologies/30_society.txt,1526: technology modifier block,country_prestige_mult=0.05
film,society,technology,mass_propaganda,Mass Propaganda,PREREQUISITE,common/technology/technologies/30_society.txt,1631: film,PREREQUISITE
film,society,journal_entries,je_camera,Establish the Photographic Arts,UNLOCK,common/journal_entries/00_art_jes.txt,96: NOT = { has_technology_researched = film },JOURNAL_REQUIREMENT
film,society,journal_entries,je_film,Establish the Film Arts,UNLOCK,common/journal_entries/00_art_jes.txt,148: has_technology_researched = film,JOURNAL_REQUIREMENT
film,society,production_methods,pm_film_art,Film Art,UNLOCK,common/production_methods/06_urban_center.txt,301: film,PM_REQUIREMENT
flamethrowers,military,modifier,unit_kill_rate_add,[concept_kill_rate],MODIFIER,common/technology/technologies/20_military.txt,1097: technology modifier block,unit_kill_rate_add=0.05
flamethrowers,military,mobilization_options,mobilization_option_flamethrowers,Flamethrowers,UNLOCK,common/mobilization_options/00_mobilization_option.txt,684: flamethrowers,UNIT_REQUIREMENT
flash_freezing,production,production_methods,pm_flash_freezing_building_fishing_wharf,Flash Freezing,UNLOCK,common/production_methods/09_misc_resource.txt,366: flash_freezing,PM_REQUIREMENT
flash_freezing,production,production_methods,pm_flash_freezing_building_whaling_station,Flash Freezing,UNLOCK,common/production_methods/09_misc_resource.txt,514: flash_freezing,PM_REQUIREMENT
floating_harbor,military,technology,concrete_dockyards,Concrete Dockyards,PREREQUISITE,common/technology/technologies/20_military.txt,961: floating_harbor,PREREQUISITE
