file,state,owner,population,groups
04_subsaharan_africa.txt,STATE_NAMAQUALAND,NAM,61000,3
04_subsaharan_africa.txt,STATE_NAMAQUALAND,SAN,3000,1
04_subsaharan_africa.txt,STATE_HEREROLAND,HRO,129996,5
04_subsaharan_africa.txt,STATE_HEREROLAND,OVB,49440,2
04_subsaharan_africa.txt,STATE_HEREROLAND,SAN,14000,1
04_subsaharan_africa.txt,STATE_ZULULAND,TSW,301900,4
04_subsaharan_africa.txt,STATE_ZULULAND,BST,107996,2
04_subsaharan_africa.txt,STATE_VRYSTAAT,ORA,43220,4
04_subsaharan_africa.txt,STATE_VRYSTAAT,PHL,31280,4
04_subsaharan_africa.txt,STATE_VRYSTAAT,BST,27100,1
04_subsaharan_africa.txt,STATE_TRANSVAAL,MTB,307800,4
04_subsaharan_africa.txt,STATE_TRANSVAAL,PDI,320000,1
04_subsaharan_africa.txt,STATE_TRANSVAAL,TRN,60192,4
04_subsaharan_africa.txt,STATE_TRANSVAAL,SWZ,64396,1
04_subsaharan_africa.txt,STATE_TRANSVAAL,VND,89000,2
04_subsaharan_africa.txt,STATE_EASTERN_CAPE,DEI,122196,6
04_subsaharan_africa.txt,STATE_EASTERN_CAPE,XHO,152200,1
04_subsaharan_africa.txt,STATE_CAPE_COLONY,DEI,428304,8
04_subsaharan_africa.txt,STATE_CAPE_COLONY,NAM,15300,1
04_subsaharan_africa.txt,STATE_NORTHERN_CAPE,TSW,205004,8
04_subsaharan_africa.txt,STATE_NORTHERN_CAPE,WBL,64000,4
04_subsaharan_africa.txt,STATE_NORTHERN_CAPE,SAN,12000,1
04_subsaharan_africa.txt,STATE_BOTSWANA,TSW,72000,3
04_subsaharan_africa.txt,STATE_BOTSWANA,LZO,14560,1
04_subsaharan_africa.txt,STATE_BOTSWANA,SAN,8000,1
04_subsaharan_africa.txt,STATE_LOURENCO_MARQUES,POR,117761,3
04_subsaharan_africa.txt,STATE_LOURENCO_MARQUES,TSW,746043,3
05_north_america.txt,STATE_DISTRICT_OF_COLUMBIA,USA,121625,3
05_north_america.txt,STATE_LOUISIANA,LOU,294684,6
05_north_america.txt,STATE_NEW_YORK,USA,2221000,6
05_north_america.txt,STATE_VIRGINIA,USA,818796,4
05_north_america.txt,STATE_ALASKA,ALK,14028,4
05_north_america.txt,STATE_ALASKA,ATB,44000,2
05_north_america.txt,STATE_WASHINGTON,ATB,20000,2
05_north_america.txt,STATE_OREGON,ATB,20000,3
05_north_america.txt,STATE_IDAHO,NZP,60000,2
05_north_america.txt,STATE_IDAHO,BNN,20000,1
05_north_america.txt,STATE_COLORADO,ARP,10000,1
05_north_america.txt,STATE_COLORADO,UTE,8000,2
05_north_america.txt,STATE_WYOMING,LKT,6000,1
05_north_america.txt,STATE_WYOMING,ARP,4000,1
05_north_america.txt,STATE_WYOMING,BNN,12000,1
05_north_america.txt,STATE_WYOMING,SLS,5600,1
05_north_america.txt,STATE_WYOMING,ABS,6500,1
05_north_america.txt,STATE_MONTANA,ABS,28000,1
05_north_america.txt,STATE_MONTANA,LKT,6000,1
05_north_america.txt,STATE_MONTANA,BLF,14000,1
05_north_america.txt,STATE_MONTANA,SLS,8600,1
05_north_america.txt,STATE_NORTH_DAKOTA,LKT,34000,2
05_north_america.txt,STATE_SOUTH_DAKOTA,LKT,38000,2
05_north_america.txt,STATE_NEBRASKA,LKT,8000,2
05_north_america.txt,STATE_NEBRASKA,PWN,12000,2
05_north_america.txt,STATE_KANSAS,PWN,20000,2
05_north_america.txt,STATE_KANSAS,COM,4000,1
05_north_america.txt,STATE_OKLAHOMA,COM,80000,5
05_north_america.txt,STATE_ARKANSAS,COM,30136,1
05_north_america.txt,STATE_MISSOURI,COM,30136,1
05_north_america.txt,STATE_IOWA,LKT,20000,2
05_north_america.txt,STATE_MINNESOTA,LKT,38000,2
05_north_america.txt,STATE_WISCONSIN,MICC,8000,1
05_north_america.txt,STATE_INDIANA,MICC,16000,2
05_north_america.txt,STATE_MICHIGAN,MICC,16000,2
05_north_america.txt,STATE_OHIO,MICC,16000,2
05_north_america.txt,STATE_KENTUCKY,COM,316392,1
05_north_america.txt,STATE_TENNESSEE,COM,9728,2
05_north_america.txt,STATE_MISSISSIPPI,COM,7200,1
05_north_america.txt,STATE_ALABAMA,COM,23664,2
05_north_america.txt,STATE_FLORIDA,GBR,42996,4
05_north_america.txt,STATE_FLORIDA,SML,10000,1
05_north_america.txt,STATE_GEORGIA,USA,598574,5
05_north_america.txt,STATE_WEST_VIRGINIA,USA,208805,4
05_north_america.txt,STATE_MARYLAND,USA,359005,3
05_north_america.txt,STATE_DELAWARE,USA,96524,3
05_north_america.txt,STATE_PENNSYLVANIA,USA,1500300,5
05_north_america.txt,STATE_NEW_JERSEY,USA,347192,3
05_north_america.txt,STATE_ILLINOIS,MICC,16000,2
05_north_america.txt,STATE_RHODE_ISLAND,USA,104820,1
05_north_america.txt,STATE_CONNECTICUT,USA,199228,1
05_north_america.txt,STATE_MASSACHUSETTS,USA,847280,4
05_north_america.txt,STATE_NEW_HAMPSHIRE,USA,279300,3
05_north_america.txt,STATE_VERMONT,USA,282848,1
05_north_america.txt,STATE_MAINE,USA,397228,2
05_north_america.txt,STATE_NORTH_CAROLINA,USA,740144,4
05_north_america.txt,STATE_UTAH,NVJ,6000,2
05_north_america.txt,STATE_UTAH,UTE,11000,1
05_north_america.txt,STATE_SOUTH_CAROLINA,USA,588588,5
05_north_america.txt,STATE_HAWAIIAN_ISLANDS,HAW,192104,7
05_north_america.txt,STATE_ONTARIO,ONT,410796,6
05_north_america.txt,STATE_ONTARIO,HBC,48196,4
05_north_america.txt,STATE_NEW_BRUNSWICK,NBS,120860,4
05_north_america.txt,STATE_NEW_BRUNSWICK,NVS,201572,3
05_north_america.txt,STATE_QUEBEC,QUE,555200,3
05_north_america.txt,STATE_QUEBEC,HBC,49404,4
05_north_america.txt,STATE_NEWFOUNDLAND,GBR,87976,3
05_north_america.txt,STATE_ALBERTA,IRC,43204,4
05_north_america.txt,STATE_ALBERTA,BLF,20400,2
05_north_america.txt,STATE_BRITISH_COLUMBIA,ATB,82596,4
05_north_america.txt,STATE_SASKATCHEWAN,HBC,23200,3
05_north_america.txt,STATE_SASKATCHEWAN,IRC,32000,2
05_north_america.txt,STATE_MANITOBA,HBC,66848,5
05_north_america.txt,STATE_MANITOBA,IRC,12000,1
05_north_america.txt,STATE_YUKON_TERRITORY,ATB,12000,1
05_north_america.txt,STATE_NORTHWEST_TERRITORIES,ATB,16000,1
05_north_america.txt,STATE_NUNAVUT,ATB,11980,1
05_north_america.txt,STATE_NUNAVUT,HBC,17960,2
05_north_america.txt,STATE_BERMUDA,GBR,27200,2
05_north_america.txt,STATE_TEXAS,SC1,15000,2
05_north_america.txt,STATE_TEXAS,COM,22000,2
05_north_america.txt,STATE_NEVADA,BNN,28000,2
05_north_america.txt,STATE_ARIZONA,NVJ,36004,5
05_north_america.txt,STATE_ARIZONA,APC,13000,2
05_north_america.txt,STATE_NEW_MEXICO,SC1,45796,2
05_north_america.txt,STATE_NEW_MEXICO,NVJ,8000,2
05_north_america.txt,STATE_NEW_MEXICO,COM,3000,1
05_north_america.txt,STATE_NEW_MEXICO,APC,11000,1
05_north_america.txt,STATE_CALIFORNIA,APC,63996,2
05_north_america.txt,STATE_SONORA,SC1,112724,2
05_north_america.txt,STATE_CHIHUAHUA,SC1,163895,3
05_north_america.txt,STATE_RIO_GRANDE,SC1,224503,4
05_north_america.txt,STATE_VERACRUZ,SC1,251061,1
05_north_america.txt,STATE_DURANGO,SC1,156999,3
05_north_america.txt,STATE_SINALOA,SC1,134941,3
05_north_america.txt,STATE_BAJIO,SC1,950333,4
05_north_america.txt,STATE_YUCATAN,SC1,616968,3
05_north_america.txt,STATE_MEXICO,SC1,1811090,5
05_north_america.txt,STATE_GUERRERO,SC1,231320,5
05_north_america.txt,STATE_OAXACA,SC1,479674,5
05_north_america.txt,STATE_JALISCO,SC1,1190161,3
05_north_america.txt,STATE_ZACATECAS,SC1,313308,2
05_north_america.txt,STATE_CHIAPAS,SC1,130010,2
05_north_america.txt,STATE_CHIAPAS,SC1,16667,3
05_north_america.txt,STATE_BAJA_CALIFORNIA,SC1,22864,3
06_central_america.txt,STATE_SAN_SALVADOR,SC1,428204,1
06_central_america.txt,STATE_GUATEMALA,SC1,476404,2
06_central_america.txt,STATE_GUATEMALA,GBR,7208,2
06_central_america.txt,STATE_HONDURAS,SC1,388204,2
06_central_america.txt,STATE_NICARAGUA,SC1,288000,2
06_central_america.txt,STATE_NICARAGUA,MKT,62000,6
06_central_america.txt,STATE_COSTA_RICA,SC1,83992,1
06_central_america.txt,STATE_PANAMA,SC2,128192,5
06_central_america.txt,STATE_HAITI,HAI,858270,7
06_central_america.txt,STATE_SANTO_DOMINGO,GR5,131530,15
06_central_america.txt,STATE_PUERTO_RICO,PCO,294668,4
06_central_america.txt,STATE_BAHAMAS,GBR,119600,2
06_central_america.txt,STATE_WEST_INDIES,FRA,238304,2
06_central_america.txt,STATE_WEST_INDIES,DENNOR,43988,2
06_central_america.txt,STATE_WEST_INDIES,GBR,269868,3
06_central_america.txt,STATE_WEST_INDIES,NET,20838,4
06_central_america.txt,STATE_WEST_INDIES,SPA,19445,3
06_central_america.txt,STATE_JAMAICA,GBR,381636,2
06_central_america.txt,STATE_WESTERN_CUBA,CUB,405470,8
06_central_america.txt,STATE_EASTERN_CUBA,CUB,217390,4
06_central_america.txt,STATE_CENTRAL_CUBA,CUB,281918,4
07_south_america.txt,STATE_ECUADOR,SC2,928725,5
07_south_america.txt,STATE_GUAYANA,NET,141232,5
07_south_america.txt,STATE_GUAYANA,AP7,30000,1
07_south_america.txt,STATE_GUAYANA,FRA,16392,3
07_south_america.txt,STATE_ZULIA,SC2,431116,5
07_south_america.txt,STATE_MIRANDA,SC2,359124,4
07_south_america.txt,STATE_BOLIVAR,SC2,198162,4
07_south_america.txt,STATE_ANTIOQUIA,SC2,537812,5
07_south_america.txt,STATE_GUAVIARE,SC2,128392,4
07_south_america.txt,STATE_CUNDINAMARCA,SC2,527600,4
07_south_america.txt,STATE_CAUCA,SC2,284400,5
07_south_america.txt,STATE_PASTAZA,SC3,92900,6
07_south_america.txt,STATE_TARAPACA,SC3,52000,4
07_south_america.txt,STATE_ANTOFAGASTA,SC3,112196,4
07_south_america.txt,STATE_SANTA_CRUZ,SC3,171000,4
07_south_america.txt,STATE_LA_PAZ,AP7,856996,5
07_south_america.txt,STATE_POTOSI,SC3,159996,3
07_south_america.txt,STATE_CAJAMARCA,SC3,306500,5
07_south_america.txt,STATE_LIMA,SC3,504100,5
07_south_america.txt,STATE_ICA,SC3,351708,5
07_south_america.txt,STATE_ICA,IQU,55000,1
07_south_america.txt,STATE_AREQUIPA,SC3,277400,5
07_south_america.txt,STATE_URUGUAY,SC4,139866,4
07_south_america.txt,STATE_JUJUY,SC4,72404,5
07_south_america.txt,STATE_ALTO_PARAGUAY,GNI,12030,2
07_south_america.txt,STATE_BAJO_PARAGUAY,SC4,249886,7
07_south_america.txt,STATE_BUENOS_AIRES,SC4,242600,4
07_south_america.txt,STATE_BUENOS_AIRES,PAT,30000,1
07_south_america.txt,STATE_PATAGONIA,THL,25100,1
07_south_america.txt,STATE_PATAGONIA,PAT,39100,2
07_south_america.txt,STATE_RIO_NEGRO,SC4,13096,4
07_south_america.txt,STATE_RIO_NEGRO,PAT,30900,2
07_south_america.txt,STATE_LA_PAMPA,SC4,176000,4
07_south_america.txt,STATE_SANTA_FE,SC4,96008,3
07_south_america.txt,STATE_SANTA_FE,GNI,8000,1
07_south_america.txt,STATE_CORRIENTES,SC4,156192,5
07_south_america.txt,STATE_TUCUMAN,SC4,79008,4
07_south_america.txt,STATE_CHACO,GNI,9400,2
07_south_america.txt,STATE_CHACO,SC4,37504,3
07_south_america.txt,STATE_SANTIAGO,SC3,656808,2
07_south_america.txt,STATE_LOS_RIOS,SC3,252892,2
07_south_america.txt,STATE_ARAUCANIA,SC3,55204,2
07_south_america.txt,STATE_ARAUCANIA,THL,28200,1
07_south_america.txt,STATE_ARAUCANIA,SLK,12000,1
07_south_america.txt,STATE_SOUTH_ATLANTIC_ISLANDS,GBR,14540,1
07_south_america.txt,STATE_ACRE,AP7,16350,3
07_south_america.txt,STATE_AMAZONAS,AP7,77255,7
07_south_america.txt,STATE_MATO_GROSSO,AP7,142492,12
07_south_america.txt,STATE_RIO_GRANDE_DO_SUL,BRZ,202943,4
07_south_america.txt,STATE_PARANA,BRZ,36566,4
07_south_america.txt,STATE_SANTA_CATARINA,BRZ,61753,3
07_south_america.txt,STATE_SAO_PAULO,BRZ,334077,4
07_south_america.txt,STATE_MINAS_GERAIS,BRZ,729904,3
07_south_america.txt,STATE_RIO_DE_JANEIRO,BRZ,582808,3
07_south_america.txt,STATE_BAHIA,BRZ,731500,3
07_south_america.txt,STATE_RIO_GRANDE_DO_NORTE,BRZ,87948,4
07_south_america.txt,STATE_CEARA,BRZ,211451,4
07_south_america.txt,STATE_PIAUI,BRZ,94932,4
07_south_america.txt,STATE_PERNAMBUCO,BRZ,707769,4
07_south_america.txt,STATE_PARAIBA,BRZ,135764,4
07_south_america.txt,STATE_MARANHAO,BRZ,148249,4
07_south_america.txt,STATE_GOIAS,BRZ,73918,4
07_south_america.txt,STATE_PARA,BRZ,302538,6
08_middle_east.txt,STATE_NEJD,NBB,122996,3
08_middle_east.txt,STATE_OMAN,OMA,234000,8
08_middle_east.txt,STATE_ABU_DHABI,ABB,60120,5
08_middle_east.txt,STATE_ABU_DHABI,OMA,4830,5
08_middle_east.txt,STATE_ABU_DHABI,BHN,29300,5
08_middle_east.txt,STATE_YEMEN,ZAI,947800,5
08_middle_east.txt,STATE_YEMEN,HDJ,63600,5
08_middle_east.txt,STATE_YEMEN,MBB,36200,2
08_middle_east.txt,STATE_YEMEN,KBB,43900,2
08_middle_east.txt,STATE_YEMEN,LAH,74100,5
08_middle_east.txt,STATE_HEDJAZ,HDJ,463100,6
08_middle_east.txt,STATE_HAIL,JBB,45896,4
08_middle_east.txt,STATE_HAIL,NBB,72840,4
08_middle_east.txt,STATE_CYPRUS,TUR,148665,6
08_middle_east.txt,STATE_TRANSJORDAN,TUR,40000,7
08_middle_east.txt,STATE_PALESTINE,TUR,370500,9
08_middle_east.txt,STATE_LEBANON,TUR,378000,11
08_middle_east.txt,STATE_SYRIA,TUR,540200,8
08_middle_east.txt,STATE_ALEPPO,TUR,593000,12
08_middle_east.txt,STATE_BAGHDAD,IR1,500994,11
08_middle_east.txt,STATE_MOSUL,IR1,593804,9
08_middle_east.txt,STATE_DEIR_EZ_ZOR,IR1,254096,6
08_middle_east.txt,STATE_BASRA,IR1,425904,9
08_middle_east.txt,STATE_FARS,PER,538436,6
08_middle_east.txt,STATE_LARISTAN,PER,39521,4
08_middle_east.txt,STATE_LARISTAN,OMA,64230,6
08_middle_east.txt,STATE_LARISTAN,BHN,7238,3
08_middle_east.txt,STATE_SISTAN,DUR,143423,10
08_middle_east.txt,STATE_SISTAN,OMA,5521,4
08_middle_east.txt,STATE_KHORASAN,PER,715822,9
08_middle_east.txt,STATE_KHUZESTAN,ARB,458498,7
08_middle_east.txt,STATE_ISFAHAN,PER,499382,9
08_middle_east.txt,STATE_MAZANDARAN,PER,1026936,8
08_middle_east.txt,STATE_IRAKAJEMI,PER,1509713,7
08_middle_east.txt,STATE_SEMNAN,PER,59311,4
08_middle_east.txt,STATE_TABRIZ,PER,914086,8
08_middle_east.txt,STATE_KERMAN,PER,227689,5
08_middle_east.txt,STATE_URMIA,PER,360941,8
08_middle_east.txt,STATE_PERSIAN_KURDISTAN,PER,401370,7
08_middle_east.txt,STATE_LURISTAN,PER,325202,8
08_middle_east.txt,STATE_HUDAVENDIGAR,TUR,1038367,8
08_middle_east.txt,STATE_AYDIN,TUR,1003276,9
08_middle_east.txt,STATE_KONYA,TUR,801714,7
08_middle_east.txt,STATE_KASTAMONU,TUR,774816,5
08_middle_east.txt,STATE_DIYARBAKIR,TUR,712235,8
08_middle_east.txt,STATE_ADANA,TUR,368409,12
08_middle_east.txt,STATE_TRABZON,TUR,913612,8
08_middle_east.txt,STATE_ERZURUM,TUR,880846,11
08_middle_east.txt,STATE_KARS,TUR,189700,11
08_middle_east.txt,STATE_ANKARA,TUR,1579415,11
09_central_asia.txt,STATE_DAGESTAN,CAUC,166820,8
09_central_asia.txt,STATE_DAGESTAN,CHC,204309,2
09_central_asia.txt,STATE_KUBAN,CRI,430200,6
09_central_asia.txt,STATE_KUBAN,CIR,590000,2
09_central_asia.txt,STATE_ARMENIA,PER,252964,8
09_central_asia.txt,STATE_AZERBAIJAN,PER,285283,8
09_central_asia.txt,STATE_GREATER_CAUCASUS,CAUC,1453390,11
09_central_asia.txt,STATE_SAMARA,KZH,1763287,11
09_central_asia.txt,STATE_KAZAN,RUS,1109562,7
09_central_asia.txt,STATE_TARTARIA,RUS,1189294,7
09_central_asia.txt,STATE_ASTRAKHAN,RUS,264795,7
09_central_asia.txt,STATE_URALSK,KZH,225451,6
09_central_asia.txt,STATE_URALSK,TRM,9787,3
09_central_asia.txt,STATE_AKTOBE,KZH,127701,2
09_central_asia.txt,STATE_SEMIRECHE,OZH,242674,3
09_central_asia.txt,STATE_AKMOLINSK,OZH,118756,2
09_central_asia.txt,STATE_AKMOLINSK,RUS,48776,5
09_central_asia.txt,STATE_JETISY,CHI,133642,3
09_central_asia.txt,STATE_KHIVA,KHI,931137,7
09_central_asia.txt,STATE_KHIVA,TRM,14232,2
09_central_asia.txt,STATE_KHIVA,KZH,9406,2
09_central_asia.txt,STATE_UZBEKIA,BUK,1024095,10
09_central_asia.txt,STATE_TAJIKISTAN,BUK,331435,5
09_central_asia.txt,STATE_TAJIKISTAN,KOK,236248,5
09_central_asia.txt,STATE_KIRGHIZIA,KOK,388448,9
09_central_asia.txt,STATE_KIRGHIZIA,CHI,88252,5
09_central_asia.txt,STATE_SYRDARYA,UZH,196745,3
09_central_asia.txt,STATE_SYRDARYA,OZH,36500,1
09_central_asia.txt,STATE_SYRDARYA,KZH,59100,2
09_central_asia.txt,STATE_SYRDARYA,KOK,156005,2
09_central_asia.txt,STATE_MERZ,TRM,163061,3
09_central_asia.txt,STATE_MERZ,KHI,33022,2
09_central_asia.txt,STATE_MERZ,BUK,56746,3
09_central_asia.txt,STATE_FERGANA,KOK,838759,6
09_central_asia.txt,STATE_TURKMENIA,TRM,323045,3
09_central_asia.txt,STATE_TURKMENIA,KHI,79229,3
09_central_asia.txt,STATE_PASHTUNISTAN,DUR,2263428,27
09_central_asia.txt,STATE_KANDAHAR,DUR,868459,8
09_central_asia.txt,STATE_KABUL,DUR,1078980,10
09_central_asia.txt,STATE_HERAT,DUR,897586,8
09_central_asia.txt,STATE_NORTHERN_BALUCHISTAN,DUR,30520,4
09_central_asia.txt,STATE_BALKH,DUR,265203,24
09_central_asia.txt,STATE_QUETTA,DUR,291926,11
09_central_asia.txt,STATE_CENTRAL_HIGHLANDS,DUR,168485,12
09_central_asia.txt,STATE_BALUCHISTAN,DUR,1071073,10
09_central_asia.txt,STATE_BALUCHISTAN,OMA,4560,3
09_central_asia.txt,STATE_LHASA,TIB,1820000,2
09_central_asia.txt,STATE_NGARI,TIB,890000,3
09_central_asia.txt,STATE_HIMALAYAS,NEP,4242426,3
09_central_asia.txt,STATE_EASTERN_HIMALAYAS,TIB,150146,4
09_central_asia.txt,STATE_EASTERN_HIMALAYAS,SIK,84392,2
09_central_asia.txt,STATE_EASTERN_HIMALAYAS,BHU,156400,2
10_india.txt,STATE_BIHAR,BIC,12241311,6
10_india.txt,STATE_WEST_BENGAL,BIC,17269275,11
10_india.txt,STATE_WEST_BENGAL,COO,243388,4
10_india.txt,STATE_EAST_BENGAL,BIC,21556674,8
10_india.txt,STATE_ASSAM,NGA,553006,7
10_india.txt,STATE_ASSAM,KKI,24591,1
10_india.txt,STATE_ASSAM,MGH,62201,1
10_india.txt,STATE_ASSAM,TIP,1257285,6
10_india.txt,STATE_DELHI,MUG,3421258,14
10_india.txt,STATE_AWADH,AWA,4824221,4
10_india.txt,STATE_AWADH,BIC,3682454,6
10_india.txt,STATE_GUJARAT,BHV,5335039,56
10_india.txt,STATE_GUJARAT,POR,55624,4
10_india.txt,STATE_MALWA,MARATH,547720,6
10_india.txt,STATE_MALWA,GWA,1733642,15
10_india.txt,STATE_KASHMIR,DUR,1682256,13
10_india.txt,STATE_PUNJAB,PAN,5480251,7
10_india.txt,STATE_PUNJAB,DUR,229287,6
10_india.txt,STATE_CENTRAL_PROVINCES,HYD,2305617,10
10_india.txt,STATE_CENTRAL_PROVINCES,NAG,3683538,16
10_india.txt,STATE_CENTRAL_PROVINCES,MARATH,904738,7
10_india.txt,STATE_SINDH,SIN,1960004,5
10_india.txt,STATE_RAJPUTANA,GWA,5298865,46
10_india.txt,STATE_CEYLON,DEI,1199900,11
10_india.txt,STATE_CEYLON,MLD,55992,3
10_india.txt,STATE_CEYLON,GBR,2944,5
10_india.txt,STATE_INDIAN_OCEAN_TERRITORY,FRA,105992,4
10_india.txt,STATE_INDIAN_OCEAN_TERRITORY,GBR,103400,4
10_india.txt,STATE_ORISSA,NAG,1312267,13
10_india.txt,STATE_CIRCARS,BIC,3102255,11
10_india.txt,STATE_CIRCARS,JEY,244520,5
10_india.txt,STATE_MYSORE,MYS,4333983,14
10_india.txt,STATE_TRAVANCORE,TRA,1055033,5
10_india.txt,STATE_TRAVANCORE,NET,1090404,6
10_india.txt,STATE_TRAVANCORE,COC,530451,4
10_india.txt,STATE_MADRAS,FRA,230609,4
10_india.txt,STATE_MADRAS,DENNOR,34313,3
10_india.txt,STATE_MADRAS,PUD,8569817,15
10_india.txt,STATE_HYDERABAD,HYD,8549837,9
10_india.txt,STATE_BOMBAY,POR,446391,3
10_india.txt,STATE_BOMBAY,MARATH,11802465,23
10_india.txt,STATE_BOMBAY,SAT,742713,4
10_india.txt,STATE_BOMBAY,KHP,517691,4
10_india.txt,STATE_KURNOOL,KNO,1741520,10
10_india.txt,STATE_BUNDELKHAND,MARATH,2017508,7
10_india.txt,STATE_BUNDELKHAND,BIC,482410,5
10_india.txt,STATE_AGRA,MARATH,20933434,11
10_india.txt,STATE_AGRA,GAR,192822,3
10_india.txt,STATE_HILL_PUNJAB,DUR,2468805,24
11_east_asia.txt,STATE_DZUNGARIA,CHI,240200,14
11_east_asia.txt,STATE_TIANSHAN,CHI,370200,8
11_east_asia.txt,STATE_SICHUAN,CHI,3199426,6
11_east_asia.txt,STATE_YUNNAN,CHI,3100000,9
11_east_asia.txt,STATE_GUIZHOU,CHI,5000000,7
11_east_asia.txt,STATE_SHAOZHOU,CHI,6122683,6
11_east_asia.txt,STATE_ALXA,CHI,44788,3
11_east_asia.txt,STATE_HINGGAN,CHI,800000,5
11_east_asia.txt,STATE_GUANGXI,CHI,5380000,9
11_east_asia.txt,STATE_BEIJING,CHI,13137220,4
11_east_asia.txt,STATE_SHENGJING,CHI,770000,4
11_east_asia.txt,STATE_SOUTHERN_MANCHURIA,CHI,58869,5
11_east_asia.txt,STATE_NORTHERN_MANCHURIA,CHI,20623,3
11_east_asia.txt,STATE_SHANXI,CHI,12500000,4
11_east_asia.txt,STATE_NINGXIA,CHI,8716345,5
11_east_asia.txt,STATE_GANSU,CHI,6353655,6
11_east_asia.txt,STATE_XIAN,CHI,8190000,5
11_east_asia.txt,STATE_QINGHAI,CHI,800000,6
11_east_asia.txt,STATE_CHONGQING,CHI,4590574,2
11_east_asia.txt,STATE_GUANGDONG,CHI,8697317,13
11_east_asia.txt,STATE_GUANGDONG,POR,347996,4
11_east_asia.txt,STATE_FUJIAN,CHI,11220000,9
11_east_asia.txt,STATE_ZHEJIANG,CHI,19370000,6
11_east_asia.txt,STATE_JIANGSU,CHI,7958356,3
11_east_asia.txt,STATE_NANJING,CHI,8058744,3
11_east_asia.txt,STATE_HENAN,CHI,19860000,5
11_east_asia.txt,STATE_ZHILI,CHI,7432780,4
11_east_asia.txt,STATE_JIANGXI,CHI,16850000,8
11_east_asia.txt,STATE_SOUTHERN_ANHUI,CHI,18793868,5
11_east_asia.txt,STATE_NORTHERN_ANHUI,CHI,8776132,3
11_east_asia.txt,STATE_WESTERN_HUBEI,CHI,7305858,4
11_east_asia.txt,STATE_EASTERN_HUBEI,CHI,7514142,5
11_east_asia.txt,STATE_HUNAN,CHI,14990000,7
11_east_asia.txt,STATE_FORMOSA,CHI,900000,6
11_east_asia.txt,STATE_SHANDONG,CHI,21500000,2
11_east_asia.txt,STATE_SUZHOU,CHI,12792900,2
11_east_asia.txt,STATE_ULIASTAI,CHI,283623,3
11_east_asia.txt,STATE_URGA,CHI,340996,2
11_east_asia.txt,STATE_CAMBODIA,SIA,201335,5
11_east_asia.txt,STATE_CAMBODIA,CAM,714412,5
11_east_asia.txt,STATE_CAMBODIA,KLO,45000,3
11_east_asia.txt,STATE_BANGKOK,SIA,1718404,3
11_east_asia.txt,STATE_TONKIN,DAI,2314544,9
11_east_asia.txt,STATE_TONKIN,SCT,29000,1
11_east_asia.txt,STATE_ANNAM,DAI,2406625,6
11_east_asia.txt,STATE_MEKONG,DAI,1757188,11
11_east_asia.txt,STATE_MEKONG,DGR,55000,2
11_east_asia.txt,STATE_LAOS,LUA,315473,5
11_east_asia.txt,STATE_LAOS,SIA,151094,4
11_east_asia.txt,STATE_LAOS,CHP,142216,4
11_east_asia.txt,STATE_LAOS,DAI,92552,4
11_east_asia.txt,STATE_LAOS,SCT,11000,1
11_east_asia.txt,STATE_CHIANG_MAI,CMI,924200,5
11_east_asia.txt,STATE_NAKHON_RATCHASIMA,SIA,1182312,6
11_east_asia.txt,STATE_TENASSERIM,BUR,357696,6
11_east_asia.txt,STATE_TENASSERIM,SIA,348700,6
11_east_asia.txt,STATE_KACHIN,BUR,638171,6
11_east_asia.txt,STATE_SHAN_STATES,BUR,468725,4
11_east_asia.txt,STATE_SHAN_STATES,SHS,627800,5
11_east_asia.txt,STATE_MANDALAY,BUR,1047934,5
11_east_asia.txt,STATE_MANDALAY,KKI,37012,1
11_east_asia.txt,STATE_PEGU,BUR,1318644,5
11_east_asia.txt,STATE_PEGU,DENNOR,9102,1
11_east_asia.txt,STATE_PEGU,BIC,1923,1
11_east_asia.txt,STATE_ARAKAN,KKI,214204,6
11_east_asia.txt,STATE_SAKHALIN,SKH,11446,1
11_east_asia.txt,STATE_SAKHALIN,ULT,9350,2
11_east_asia.txt,STATE_SAKHALIN,AIN,16049,2
11_east_asia.txt,STATE_SAKHALIN,ALK,1748,5
11_east_asia.txt,STATE_SAKHALIN,EZO,1411,2
11_east_asia.txt,STATE_HOKKAIDO,EZO,30331,2
11_east_asia.txt,STATE_HOKKAIDO,JAP,31204,2
11_east_asia.txt,STATE_TOHOKU,JAP,3291912,2
11_east_asia.txt,STATE_KANTO,JAP,5173276,2
11_east_asia.txt,STATE_TOKAI,JAP,2965000,2
11_east_asia.txt,STATE_HOKUSHINETSU,JAP,2908540,2
11_east_asia.txt,STATE_KANSAI,JAP,5843204,2
11_east_asia.txt,STATE_KYOTO,JAP,2021176,2
11_east_asia.txt,STATE_KYUSHU,JAP,4256047,4
11_east_asia.txt,STATE_RYUKYU_ISLANDS,RYU,193495,4
11_east_asia.txt,STATE_RYUKYU_ISLANDS,JAP,117451,7
11_east_asia.txt,STATE_CHUGOKU,JAP,2768928,2
11_east_asia.txt,STATE_SHIKOKU,JAP,1513836,2
11_east_asia.txt,STATE_SEOUL,KOR,2818978,2
11_east_asia.txt,STATE_BUSAN,KOR,3596627,2
11_east_asia.txt,STATE_YANGHO,KOR,4552487,2
11_east_asia.txt,STATE_SARIWON,KOR,1620102,2
