file,state,owner,before,target_1776,delta,groups,decision,evidence,note
03_north_africa.txt,STATE_TIMBUKTU,MSN,267400,251356,-16044,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,03_north_africa.txt regional lower-bound factor 0.94; revise with local census
03_north_africa.txt,STATE_TIMBUKTU,OUA,10000,9400,-600,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,03_north_africa.txt regional lower-bound factor 0.94; revise with local census
03_north_africa.txt,STATE_TIMBUKTU,RGB,10000,9400,-600,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,03_north_africa.txt regional lower-bound factor 0.94; revise with local census
03_north_africa.txt,STATE_TRIPOLI,TRI,368220,346127,-22093,5,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,03_north_africa.txt regional lower-bound factor 0.94; revise with local census
03_north_africa.txt,STATE_TRIPOLI,ZWY,144000,135360,-8640,6,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,03_north_africa.txt regional lower-bound factor 0.94; revise with local census
03_north_africa.txt,STATE_TUNISIA,TUN,1315008,1236108,-78900,8,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,03_north_africa.txt regional lower-bound factor 0.94; revise with local census
03_north_africa.txt,STATE_UPPER_EGYPT,TUR,391745,333198,-58547,7,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,conservative Ottoman estimate; territorial uncertainty
03_north_africa.txt,STATE_WESTERN_MALI,KRT,240000,225600,-14400,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,03_north_africa.txt regional lower-bound factor 0.94; revise with local census
03_north_africa.txt,STATE_WESTERN_MALI,SGU,220000,206800,-13200,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,03_north_africa.txt regional lower-bound factor 0.94; revise with local census
03_north_africa.txt,STATE_WEST_SAHARA,DLM,19000,17860,-1140,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,03_north_africa.txt regional lower-bound factor 0.94; revise with local census
03_north_africa.txt,STATE_WEST_SAHARA,RGB,14000,13160,-840,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,03_north_africa.txt regional lower-bound factor 0.94; revise with local census
03_north_africa.txt,STATE_WEST_SAHARA,TEK,27136,25508,-1628,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,03_north_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_AMHARA,ETH,2373464,2231056,-142408,21,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_BAS_CONGO,KON,528000,496320,-31680,5,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_BAS_CONGO,YKA,348000,327120,-20880,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_BENIN,BEN,1677788,1577121,-100667,6,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_BORNU,BOR,635988,597829,-38159,5,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_BOTSWANA,LZO,14560,13686,-874,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_BOTSWANA,SAN,8000,7520,-480,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_BOTSWANA,TSW,72000,67680,-4320,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_CAPE_COLONY,DEI,428304,402606,-25698,8,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_CAPE_COLONY,NAM,15300,14382,-918,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_CONGO,BOB,44200,41548,-2652,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_CONGO,LNG,64200,60348,-3852,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_CONGO,TKE,44000,41360,-2640,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_CONGO_ORIENTALE,HMB,336000,315840,-20160,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_CONGO_ORIENTALE,LBA,108012,101531,-6481,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_CONGO_ORIENTALE,LGA,240000,225600,-14400,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_CONGO_ORIENTALE,MNB,468000,439920,-28080,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_CONGO_ORIENTALE,ZND,409512,384941,-24571,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_DAHOMEY,BRG,207088,194663,-12425,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_DAHOMEY,DAH,402812,378643,-24169,5,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EASTERN_CAPE,DEI,122196,114864,-7332,6,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EASTERN_CAPE,XHO,152200,143068,-9132,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EAST_ANGOLA,CHK,208200,195708,-12492,5,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EAST_ANGOLA,KSN,164196,154344,-9852,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EAST_ANGOLA,LND,168396,158292,-10104,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EAST_ANGOLA,LZO,44000,41360,-2640,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EAST_HAUSALAND,SOK,2405378,2261055,-144323,7,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EQUATEUR,BNG,625200,587688,-37512,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EQUATEUR,BOB,252012,236891,-15121,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EQUATORIA,DFT,342840,322270,-20570,6,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EQUATORIA,DNK,340360,319938,-20422,12,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EQUATORIA,NUE,244004,229364,-14640,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_EQUATORIA,TPS,80000,75200,-4800,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GABON,FNG,151800,142692,-9108,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GABON,LNG,164200,154348,-9852,7,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GOLD_COAST,ASH,584300,549242,-35058,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GOLD_COAST,DENNOR,42685,40124,-2561,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GOLD_COAST,NET,54744,51459,-3285,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GOLD_COAST,SIL,85476,80347,-5129,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GONDER,ETH,2943513,2766902,-176611,22,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GUINEA,FTJ,421360,396078,-25282,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GUINEA,KBU,60400,56776,-3624,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GUINEA,MDK,214836,201946,-12890,5,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GUINEA,POR,5105,4799,-306,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_GUINEA,SSU,340000,319600,-20400,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_HAUSALAND,BRG,40000,37600,-2400,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_HAUSALAND,SOK,1465304,1377386,-87918,10,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_HEREROLAND,HRO,129996,122196,-7800,5,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_HEREROLAND,OVB,49440,46474,-2966,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_HEREROLAND,SAN,14000,13160,-840,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_IVORY_COAST,AYI,88000,82720,-5280,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_IVORY_COAST,BLE,40000,37600,-2400,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_IVORY_COAST,FRA,88000,82720,-5280,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_IVORY_COAST,KNG,232012,218091,-13921,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KASAI,KBA,804000,755760,-48240,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KASAI,LBA,492000,462480,-29520,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KATANGA,KZM,336004,315844,-20160,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KATANGA,LBA,18404,17300,-1104,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KATANGA,LND,280400,263576,-16824,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KAZEMBE,BMB,155208,145896,-9312,6,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KAZEMBE,KZM,132000,124080,-7920,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KAZEMBE,MRV,116000,109040,-6960,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KENYA,AJR,42000,39480,-2520,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KENYA,AUL,37000,34780,-2220,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KENYA,KKY,308304,289806,-18498,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KENYA,MBS,30001,28201,-1800,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KENYA,MJK,90000,84600,-5400,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KENYA,OMA,60900,57246,-3654,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KENYA,ORM,21000,19740,-1260,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KENYA,SKY,36000,33840,-2160,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_KENYA,WTU,18500,17390,-1110,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_LIBERIA,KRU,582831,547861,-34970,8,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_LIBERIA,MDK,244520,229849,-14671,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_LINDI,GGO,92000,86480,-5520,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_LINDI,HHE,363904,342070,-21834,9,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_LINDI,SNG,112000,105280,-6720,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_LOURENCO_MARQUES,POR,117761,110695,-7066,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_LOURENCO_MARQUES,TSW,746043,701280,-44763,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_MOCAMBIQUE,AGC,36836,34626,-2210,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_MOCAMBIQUE,MRV,807300,758862,-48438,6,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_MOCAMBIQUE,POR,339992,319592,-20400,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_MOCAMBIQUE,TGI,24996,23496,-1500,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NAMAQUALAND,NAM,61000,57340,-3660,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NAMAQUALAND,SAN,3000,2820,-180,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NIGERIA,SOK,576308,541730,-34578,11,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NIGER_DELTA,IBO,2346000,2205240,-140760,6,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NORTHERN_CAPE,SAN,12000,11280,-720,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NORTHERN_CAPE,TSW,205004,192704,-12300,8,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NORTHERN_CAPE,WBL,64000,60160,-3840,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NORTH_ANGOLA,KON,469804,441616,-28188,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NORTH_ANGOLA,POR,3368,3166,-202,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NORTH_CAMEROON,BMM,122420,115075,-7345,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NORTH_CAMEROON,SOK,794172,746522,-47650,6,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_NORTH_MADAGASCAR,MAD,1045104,982398,-62706,5,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_OROMIA,ETH,1692191,1590660,-101531,10,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_OUTER_HAUSALAND,BOR,111606,104910,-6696,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_OUTER_HAUSALAND,HAU,400137,376129,-24008,9,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_OUTER_HAUSALAND,SOK,187159,175929,-11230,9,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_RIFT_VALLEY,LUO,108404,101900,-6504,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_RIFT_VALLEY,MSI,42000,39480,-2520,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_RIFT_VALLEY,TRK,201196,189124,-12072,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_SENEGAL,BND,204400,192136,-12264,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
04_subsaharan_africa.txt,STATE_SENEGAL,CAY,90000,84600,-5400,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,04_subsaharan_africa.txt regional lower-bound factor 0.94; revise with local census
