tag,formation,state,unit_type,state_direct_owner,state_barrack_cap,state_existing_regulars,state_target_regulars,formation_state_type_target,unit_type_allowed,hq,materialization_expected,mismatch_after,notes
SIC,Reale_Esercito_di_SM_il_Re_del_Regno_delle_Due_Sicilie,STATE_CAMPANIA,combat_unit_type_cannon_artillery,YES,100,17,17,1,YES,region_southern_europe,YES,0,R2F_RECRUITMENT_STATE_REALLOCATION
SIC,Reale_Esercito_di_SM_il_Re_del_Regno_delle_Due_Sicilie,STATE_CAMPANIA,combat_unit_type_dragoons,YES,100,17,17,2,YES,region_southern_europe,YES,0,R2F_RECRUITMENT_STATE_REALLOCATION
SIC,Reale_Esercito_di_SM_il_Re_del_Regno_delle_Due_Sicilie,STATE_CAMPANIA,combat_unit_type_line_infantry,YES,100,17,17,4,YES,region_southern_europe,YES,0,R2F_RECRUITMENT_STATE_REALLOCATION
SIC,Guardia_Reale,STATE_CAMPANIA,combat_unit_type_hussars,YES,100,17,17,2,YES,region_southern_europe,YES,0,R2F_RECRUITMENT_STATE_REALLOCATION
SIC,Guardia_Reale,STATE_CAMPANIA,combat_unit_type_line_infantry,YES,100,17,17,8,YES,region_southern_europe,YES,0,R2F_RECRUITMENT_STATE_REALLOCATION
SAR,I_Corpo_dArmata,STATE_PIEDMONT,combat_unit_type_cannon_artillery,YES,100,19,19,2,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
SAR,I_Corpo_dArmata,STATE_PIEDMONT,combat_unit_type_dragoons,YES,100,19,19,3,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
SAR,I_Corpo_dArmata,STATE_PIEDMONT,combat_unit_type_line_infantry,YES,100,19,19,14,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
PAP,Esercito_dello_Stato_della_Chiesa,STATE_LAZIO,combat_unit_type_dragoons,YES,100,6,6,1,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
PAP,Esercito_dello_Stato_della_Chiesa,STATE_LAZIO,combat_unit_type_line_infantry,YES,100,6,6,5,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
TUS,Esercito_del_Granducato_di_Toscana,STATE_TUSCANY,combat_unit_type_cannon_artillery,YES,100,7,7,1,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
TUS,Esercito_del_Granducato_di_Toscana,STATE_TUSCANY,combat_unit_type_lancers,YES,100,7,7,1,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
TUS,Esercito_del_Granducato_di_Toscana,STATE_TUSCANY,combat_unit_type_line_infantry,YES,100,7,7,5,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
LUC,Esercito_Ducale,STATE_EMILIA,combat_unit_type_irregular_infantry,YES,100,1,1,1,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
MOD,Esercito_del_Ducato_di_Modena_e_Reggio,STATE_EMILIA,combat_unit_type_dragoons,YES,100,4,4,1,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
MOD,Esercito_del_Ducato_di_Modena_e_Reggio,STATE_EMILIA,combat_unit_type_line_infantry,YES,100,4,4,3,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
PAR,Truppe_Reali_Parmensi,STATE_EMILIA,combat_unit_type_dragoons,YES,100,3,3,1,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
PAR,Truppe_Reali_Parmensi,STATE_EMILIA,combat_unit_type_line_infantry,YES,100,3,3,2,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
NET,Koninklijk_Nederlands_Leger,STATE_FRIESLAND,combat_unit_type_cannon_artillery,YES,100,24,24,2,YES,region_western_europe,YES,0,R1_CAP_SAFE_PRESERVED
NET,Koninklijk_Nederlands_Leger,STATE_FRIESLAND,combat_unit_type_dragoons,YES,100,24,24,4,YES,region_western_europe,YES,0,R1_CAP_SAFE_PRESERVED
NET,Koninklijk_Nederlands_Leger,STATE_FRIESLAND,combat_unit_type_line_infantry,YES,100,24,24,18,YES,region_western_europe,YES,0,R1_CAP_SAFE_PRESERVED
BEO,Armee_Belge,STATE_FLANDERS,combat_unit_type_cannon_artillery,YES,100,12,12,1,YES,region_western_europe,YES,0,R1_CAP_SAFE_PRESERVED
BEO,Armee_Belge,STATE_FLANDERS,combat_unit_type_lancers,YES,100,12,12,2,YES,region_western_europe,YES,0,R1_CAP_SAFE_PRESERVED
BEO,Armee_Belge,STATE_FLANDERS,combat_unit_type_line_infantry,YES,100,12,12,9,YES,region_western_europe,YES,0,R1_CAP_SAFE_PRESERVED
POR,Exercito_Portugues,STATE_ALENTEJO,combat_unit_type_cannon_artillery,YES,25,24,24,2,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
POR,Exercito_Portugues,STATE_ALENTEJO,combat_unit_type_hussars,YES,25,24,24,4,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
POR,Exercito_Portugues,STATE_ALENTEJO,combat_unit_type_line_infantry,YES,25,24,24,18,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_2,STATE_ARAGON,combat_unit_type_cannon_artillery,YES,25,25,25,3,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_2,STATE_ARAGON,combat_unit_type_cuirassiers,YES,25,25,25,5,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_2,STATE_ARAGON,combat_unit_type_line_infantry,YES,25,25,25,17,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_2,STATE_NEW_CASTILE,combat_unit_type_line_infantry,YES,25,25,25,7,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_1,STATE_GALICIA,combat_unit_type_line_infantry,YES,25,20,20,15,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_1,STATE_NEW_CASTILE,combat_unit_type_cannon_artillery,YES,25,25,25,3,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_1,STATE_NEW_CASTILE,combat_unit_type_dragoons,YES,25,25,25,5,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_1,STATE_NEW_CASTILE,combat_unit_type_line_infantry,YES,25,25,25,10,YES,region_southern_europe,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_3,STATE_GALICIA,combat_unit_type_line_infantry,YES,25,20,20,5,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_3,STATE_WEST_INDIES,combat_unit_type_cannon_artillery,YES,25,25,25,2,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_3,STATE_WEST_INDIES,combat_unit_type_hussars,YES,25,25,25,4,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
SPA,cleanup2d3b_spa_land_3,STATE_WEST_INDIES,combat_unit_type_line_infantry,YES,25,25,25,19,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
UBD,cleanup2d3e_r1_ubd_land_1,STATE_RIGA,combat_unit_type_lancers,YES,100,3,3,1,YES,region_eastern_europe,YES,0,R1_CAP_SAFE_PRESERVED
UBD,cleanup2d3e_r1_ubd_land_1,STATE_RIGA,combat_unit_type_line_infantry,YES,100,3,3,2,YES,region_eastern_europe,YES,0,R1_CAP_SAFE_PRESERVED
UBD,cleanup2d3e_r1_ubd_land_1,STATE_TALINN,combat_unit_type_line_infantry,YES,100,3,3,3,YES,region_eastern_europe,YES,0,R1_CAP_SAFE_PRESERVED
BHU,cleanup2d3b_bhu_land_1,STATE_EASTERN_HIMALAYAS,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_himalayas,YES,0,R1_CAP_SAFE_PRESERVED
BUK,cleanup2d3b_buk_land_1,STATE_MERZ,combat_unit_type_dragoons,YES,25,8,8,4,YES,region_central_asia,YES,0,R1_CAP_SAFE_PRESERVED
BUK,cleanup2d3b_buk_land_1,STATE_MERZ,combat_unit_type_irregular_infantry,YES,25,8,8,4,YES,region_central_asia,YES,0,R1_CAP_SAFE_PRESERVED
COB,cleanup2d3b_cob_land_1,STATE_SAXONY,combat_unit_type_line_infantry,YES,100,1,1,1,YES,region_central_europe,YES,0,R1_CAP_SAFE_PRESERVED
GAL,cleanup2d3b_gal_land_1,STATE_EAST_GALICIA,combat_unit_type_cannon_artillery,YES,100,12,12,1,YES,region_eastern_europe,YES,0,R1_CAP_SAFE_PRESERVED
GAL,cleanup2d3b_gal_land_1,STATE_EAST_GALICIA,combat_unit_type_hussars,YES,100,12,12,2,YES,region_eastern_europe,YES,0,R1_CAP_SAFE_PRESERVED
GAL,cleanup2d3b_gal_land_1,STATE_EAST_GALICIA,combat_unit_type_irregular_infantry,YES,100,12,12,9,YES,region_eastern_europe,YES,0,R1_CAP_SAFE_PRESERVED
HOH,cleanup2d3b_hoh_land_1,STATE_WURTTEMBERG,combat_unit_type_line_infantry,YES,100,1,1,1,YES,region_central_europe,YES,0,R1_CAP_SAFE_PRESERVED
KHI,cleanup2d3b_khi_land_1,STATE_KHIVA,combat_unit_type_dragoons,YES,25,8,8,4,YES,region_central_asia,YES,0,R1_CAP_SAFE_PRESERVED
KHI,cleanup2d3b_khi_land_1,STATE_KHIVA,combat_unit_type_irregular_infantry,YES,25,8,8,4,YES,region_central_asia,YES,0,R1_CAP_SAFE_PRESERVED
KOK,cleanup2d3b_kok_land_1,STATE_FERGANA,combat_unit_type_dragoons,YES,25,8,8,4,YES,region_central_asia,YES,0,R1_CAP_SAFE_PRESERVED
KOK,cleanup2d3b_kok_land_1,STATE_FERGANA,combat_unit_type_irregular_infantry,YES,25,8,8,4,YES,region_central_asia,YES,0,R1_CAP_SAFE_PRESERVED
KOR,cleanup2d3b_kor_land_1,STATE_BUSAN,combat_unit_type_dragoons,YES,25,18,18,2,YES,region_northeast_asia,YES,0,R1_CAP_SAFE_PRESERVED
KOR,cleanup2d3b_kor_land_1,STATE_BUSAN,combat_unit_type_irregular_infantry,YES,25,18,18,16,YES,region_northeast_asia,YES,0,R1_CAP_SAFE_PRESERVED
KZH,cleanup2d3b_kzh_land_1,STATE_AKTOBE,combat_unit_type_dragoons,YES,25,1,1,1,YES,region_central_asia,YES,0,R1_CAP_SAFE_PRESERVED
MEI,cleanup2d3b_mei_land_1,STATE_SAXONY,combat_unit_type_line_infantry,YES,100,1,1,1,YES,region_central_europe,YES,0,R1_CAP_SAFE_PRESERVED
MST,cleanup2d3b_mst_land_1,STATE_MECKLENBURG,combat_unit_type_line_infantry,YES,100,1,1,1,YES,region_central_europe,YES,0,R1_CAP_SAFE_PRESERVED
NEP,cleanup2d3b_nep_land_1,STATE_HIMALAYAS,combat_unit_type_cannon_artillery,YES,100,14,14,1,YES,region_himalayas,YES,0,R1_CAP_SAFE_PRESERVED
NEP,cleanup2d3b_nep_land_1,STATE_HIMALAYAS,combat_unit_type_dragoons,YES,100,14,14,4,YES,region_himalayas,YES,0,R1_CAP_SAFE_PRESERVED
NEP,cleanup2d3b_nep_land_1,STATE_HIMALAYAS,combat_unit_type_irregular_infantry,YES,100,14,14,9,YES,region_himalayas,YES,0,R1_CAP_SAFE_PRESERVED
OZH,cleanup2d3b_ozh_land_1,STATE_AKMOLINSK,combat_unit_type_dragoons,YES,25,1,1,1,YES,region_central_asia,YES,0,R1_CAP_SAFE_PRESERVED
SCW,cleanup2d3b_scw_land_1,STATE_SAXONY,combat_unit_type_line_infantry,YES,100,1,1,1,YES,region_central_europe,YES,0,R1_CAP_SAFE_PRESERVED
SIK,cleanup2d3b_sik_land_1,STATE_EASTERN_HIMALAYAS,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_himalayas,YES,0,R1_CAP_SAFE_PRESERVED
SWI,cleanup2d3b_swi_land_1,STATE_EAST_SWITZERLAND,combat_unit_type_hussars,YES,25,4,4,1,YES,region_central_europe,YES,0,R1_CAP_SAFE_PRESERVED
SWI,cleanup2d3b_swi_land_1,STATE_EAST_SWITZERLAND,combat_unit_type_line_infantry,YES,25,4,4,3,YES,region_central_europe,YES,0,R1_CAP_SAFE_PRESERVED
TIB,cleanup2d3b_tib_land_1,STATE_EASTERN_HIMALAYAS,combat_unit_type_dragoons,YES,25,7,7,1,YES,region_himalayas,YES,0,R1_CAP_SAFE_PRESERVED
TIB,cleanup2d3b_tib_land_1,STATE_EASTERN_HIMALAYAS,combat_unit_type_irregular_infantry,YES,25,7,7,6,YES,region_himalayas,YES,0,R1_CAP_SAFE_PRESERVED
WEI,cleanup2d3b_wei_land_1,STATE_SAXONY,combat_unit_type_line_infantry,YES,100,1,1,1,YES,region_central_europe,YES,0,R1_CAP_SAFE_PRESERVED
USA,cleanup2d3b_usa_land_1,STATE_CONNECTICUT,combat_unit_type_cannon_artillery,YES,25,20,20,1,YES,region_atlantic_coast,YES,0,R1_CAP_SAFE_PRESERVED
USA,cleanup2d3b_usa_land_1,STATE_CONNECTICUT,combat_unit_type_hussars,YES,25,20,20,2,YES,region_atlantic_coast,YES,0,R1_CAP_SAFE_PRESERVED
USA,cleanup2d3b_usa_land_1,STATE_CONNECTICUT,combat_unit_type_line_infantry,YES,25,20,20,17,YES,region_atlantic_coast,YES,0,R1_CAP_SAFE_PRESERVED
HAI,ArmeeIndigene,STATE_HAITI,combat_unit_type_cannon_artillery,YES,100,20,20,1,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
HAI,ArmeeIndigene,STATE_HAITI,combat_unit_type_dragoons,YES,100,20,20,2,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
HAI,ArmeeIndigene,STATE_HAITI,combat_unit_type_irregular_infantry,YES,100,20,20,14,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
HAI,ArmeeIndigene,STATE_HAITI,combat_unit_type_line_infantry,YES,100,20,20,3,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
CUB,MiliciasdeCuba,STATE_CENTRAL_CUBA,combat_unit_type_line_infantry,YES,100,2,2,2,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
CUB,MiliciasdeCuba,STATE_EASTERN_CUBA,combat_unit_type_line_infantry,YES,100,2,2,2,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
CUB,MiliciasdeCuba,STATE_WESTERN_CUBA,combat_unit_type_cannon_artillery,YES,100,7,7,1,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
CUB,MiliciasdeCuba,STATE_WESTERN_CUBA,combat_unit_type_dragoons,YES,100,7,7,1,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
CUB,MiliciasdeCuba,STATE_WESTERN_CUBA,combat_unit_type_line_infantry,YES,100,7,7,5,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
PCO,MiliciasDiciplinadas,STATE_PUERTO_RICO,combat_unit_type_dragoons,YES,100,7,7,1,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
PCO,MiliciasDiciplinadas,STATE_PUERTO_RICO,combat_unit_type_line_infantry,YES,100,7,7,6,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
HBC,cleanup2d3b_hbc_land_1,STATE_MANITOBA,combat_unit_type_irregular_infantry,YES,100,1,1,1,YES,region_canada,YES,0,R1_CAP_SAFE_PRESERVED
MKT,cleanup2d3b_mkt_land_1,STATE_NICARAGUA,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_central_america,YES,0,R1_CAP_SAFE_PRESERVED
BRZ,Exrcito_Imperial_Brasileiro,STATE_PARAIBA,combat_unit_type_cuirassiers,YES,100,1,1,1,YES,region_brazil,YES,0,R1_CAP_SAFE_PRESERVED
BRZ,Exrcito_Imperial_Brasileiro,STATE_RIO_DE_JANEIRO,combat_unit_type_irregular_infantry,YES,100,3,3,2,YES,region_brazil,YES,0,R1_CAP_SAFE_PRESERVED
BRZ,Exrcito_Imperial_Brasileiro,STATE_RIO_DE_JANEIRO,combat_unit_type_line_infantry,YES,100,3,3,1,YES,region_brazil,YES,0,R1_CAP_SAFE_PRESERVED
SC4,Ejrcito_Argentino,STATE_BUENOS_AIRES,combat_unit_type_cuirassiers,YES,100,5,5,1,YES,region_la_plata,YES,0,R1_CAP_SAFE_PRESERVED
SC4,Ejrcito_Argentino,STATE_BUENOS_AIRES,combat_unit_type_line_infantry,YES,100,5,5,4,YES,region_la_plata,YES,0,R1_CAP_SAFE_PRESERVED
SC4,Ejrcito_Argentino,STATE_TUCUMAN,combat_unit_type_line_infantry,YES,100,2,2,2,YES,region_la_plata,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_del_Ecuador,STATE_ECUADOR,combat_unit_type_cuirassiers,YES,100,7,7,1,YES,region_andes,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_del_Ecuador,STATE_ECUADOR,combat_unit_type_irregular_infantry,YES,100,7,7,2,YES,region_andes,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_del_Ecuador,STATE_ECUADOR,combat_unit_type_line_infantry,YES,100,7,7,4,YES,region_andes,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_de_la_Nueva_Granada,STATE_ANTIOQUIA,combat_unit_type_irregular_infantry,YES,100,6,6,4,YES,region_gran_colombia,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_de_la_Nueva_Granada,STATE_ANTIOQUIA,combat_unit_type_line_infantry,YES,100,6,6,2,YES,region_gran_colombia,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_de_la_Nueva_Granada,STATE_CAUCA,combat_unit_type_cuirassiers,YES,100,5,5,2,YES,region_gran_colombia,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_de_la_Nueva_Granada,STATE_CAUCA,combat_unit_type_line_infantry,YES,100,5,5,3,YES,region_gran_colombia,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_de_la_Nueva_Granada,STATE_CUNDINAMARCA,combat_unit_type_line_infantry,YES,100,7,7,7,YES,region_gran_colombia,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_de_Venezuela,STATE_BOLIVAR,combat_unit_type_line_infantry,YES,100,1,1,1,YES,region_gran_colombia,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_de_Venezuela,STATE_MIRANDA,combat_unit_type_line_infantry,YES,100,3,3,3,YES,region_gran_colombia,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_de_Venezuela,STATE_ZULIA,combat_unit_type_cuirassiers,YES,100,5,5,2,YES,region_gran_colombia,YES,0,R1_CAP_SAFE_PRESERVED
SC2,Ejrcito_de_Venezuela,STATE_ZULIA,combat_unit_type_line_infantry,YES,100,5,5,3,YES,region_gran_colombia,YES,0,R1_CAP_SAFE_PRESERVED
TUN,cleanup2d3b_tun_land_1,STATE_TUNISIA,combat_unit_type_dragoons,YES,25,5,5,2,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
TUN,cleanup2d3b_tun_land_1,STATE_TUNISIA,combat_unit_type_irregular_infantry,YES,25,5,5,3,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
TRI,cleanup2d3b_tri_land_1,STATE_LIBYA,combat_unit_type_dragoons,YES,25,6,6,2,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
TRI,cleanup2d3b_tri_land_1,STATE_LIBYA,combat_unit_type_irregular_infantry,YES,25,6,6,4,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
MAS,Jaish_alMohammadi,STATE_ALGIERS,combat_unit_type_cannon_artillery,YES,100,17,17,1,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
MAS,Jaish_alMohammadi,STATE_ALGIERS,combat_unit_type_hussars,YES,100,17,17,6,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
MAS,Jaish_alMohammadi,STATE_ALGIERS,combat_unit_type_irregular_infantry,YES,100,17,17,10,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
AIT,cleanup2d3b_ait_land_1,STATE_CONSTANTINE,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
CON,cleanup2d3b_con_land_1,STATE_CONSTANTINE,combat_unit_type_dragoons,YES,25,2,2,1,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
CON,cleanup2d3b_con_land_1,STATE_CONSTANTINE,combat_unit_type_irregular_infantry,YES,25,2,2,1,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
DFR,cleanup2d3b_dfr_land_1,STATE_DARFUR,combat_unit_type_dragoons,YES,25,2,2,1,YES,region_nile_basin,YES,0,R1_CAP_SAFE_PRESERVED
DFR,cleanup2d3b_dfr_land_1,STATE_DARFUR,combat_unit_type_irregular_infantry,YES,25,2,2,1,YES,region_nile_basin,YES,0,R1_CAP_SAFE_PRESERVED
MOR,cleanup2d3b_mor_land_1,STATE_AL_RIF,combat_unit_type_cannon_artillery,YES,25,11,11,1,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
MOR,cleanup2d3b_mor_land_1,STATE_AL_RIF,combat_unit_type_dragoons,YES,25,11,11,4,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
MOR,cleanup2d3b_mor_land_1,STATE_AL_RIF,combat_unit_type_irregular_infantry,YES,25,11,11,6,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
TUG,cleanup2d3b_tug_land_1,STATE_EAST_SAHARA,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_north_africa,YES,0,R1_CAP_SAFE_PRESERVED
IR1,cleanup2d3e_r1_ir1_land_1,STATE_BAGHDAD,combat_unit_type_cannon_artillery,YES,25,10,10,1,YES,region_near_east,YES,0,R1_CAP_SAFE_PRESERVED
IR1,cleanup2d3e_r1_ir1_land_1,STATE_BAGHDAD,combat_unit_type_hussars,YES,25,10,10,4,YES,region_near_east,YES,0,R1_CAP_SAFE_PRESERVED
IR1,cleanup2d3e_r1_ir1_land_1,STATE_BAGHDAD,combat_unit_type_irregular_infantry,YES,25,10,10,5,YES,region_near_east,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_1,STATE_ALBANIA,combat_unit_type_cannon_artillery,YES,25,25,25,2,YES,region_balkans,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_1,STATE_ALBANIA,combat_unit_type_hussars,YES,25,25,25,5,YES,region_balkans,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_1,STATE_ALBANIA,combat_unit_type_irregular_infantry,YES,25,25,25,11,YES,region_balkans,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_2,STATE_ALBANIA,combat_unit_type_cannon_artillery,YES,25,25,25,1,YES,region_balkans,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_2,STATE_ALBANIA,combat_unit_type_hussars,YES,25,25,25,4,YES,region_balkans,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_2,STATE_ALBANIA,combat_unit_type_irregular_infantry,YES,25,25,25,2,YES,region_balkans,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_2,STATE_LOWER_EGYPT,combat_unit_type_irregular_infantry,YES,25,15,15,9,YES,region_balkans,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_3,STATE_ADANA,combat_unit_type_cannon_artillery,YES,25,25,25,1,YES,region_near_east,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_3,STATE_ADANA,combat_unit_type_irregular_infantry,YES,25,25,25,11,YES,region_near_east,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_3,STATE_ADANA,combat_unit_type_lancers,YES,25,25,25,4,YES,region_near_east,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_4,STATE_ADANA,combat_unit_type_cannon_artillery,YES,25,25,25,1,YES,region_near_east,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_4,STATE_ADANA,combat_unit_type_hussars,YES,25,25,25,4,YES,region_near_east,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_4,STATE_ADANA,combat_unit_type_irregular_infantry,YES,25,25,25,4,YES,region_near_east,YES,0,R1_CAP_SAFE_PRESERVED
TUR,cleanup2d3b_tur_land_4,STATE_LOWER_EGYPT,combat_unit_type_irregular_infantry,YES,25,15,15,6,YES,region_near_east,YES,0,R1_CAP_SAFE_PRESERVED
OMA,cleanup2d3e_r1_oma_land_1,STATE_BALUCHISTAN,combat_unit_type_cannon_artillery,YES,100,10,10,1,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
OMA,cleanup2d3e_r1_oma_land_1,STATE_BALUCHISTAN,combat_unit_type_hussars,YES,100,10,10,3,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
OMA,cleanup2d3e_r1_oma_land_1,STATE_BALUCHISTAN,combat_unit_type_irregular_infantry,YES,100,10,10,6,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
PER,cleanup2d3e_r1_per_land_1,STATE_ARMENIA,combat_unit_type_cannon_artillery,YES,25,25,25,2,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
PER,cleanup2d3e_r1_per_land_1,STATE_ARMENIA,combat_unit_type_hussars,YES,25,25,25,10,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
PER,cleanup2d3e_r1_per_land_1,STATE_ARMENIA,combat_unit_type_irregular_infantry,YES,25,25,25,13,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
PER,cleanup2d3e_r1_per_land_1,STATE_IRAKAJEMI,combat_unit_type_irregular_infantry,YES,25,7,7,7,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
DUR,cleanup2d3e_r1_dur_land_1,STATE_BALKH,combat_unit_type_cannon_artillery,YES,25,23,23,1,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
DUR,cleanup2d3e_r1_dur_land_1,STATE_HERAT,combat_unit_type_hussars,YES,25,22,22,11,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
DUR,cleanup2d3e_r1_dur_land_1,STATE_HERAT,combat_unit_type_irregular_infantry,YES,25,22,22,11,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
DUR,cleanup2d3e_r1_dur_land_2,STATE_BALKH,combat_unit_type_hussars,YES,25,23,23,11,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
DUR,cleanup2d3e_r1_dur_land_2,STATE_BALKH,combat_unit_type_irregular_infantry,YES,25,23,23,11,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
ARB,cleanup2d3e_r1_arb_land_1,STATE_KHUZESTAN,combat_unit_type_hussars,YES,25,4,4,1,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
ARB,cleanup2d3e_r1_arb_land_1,STATE_KHUZESTAN,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_greater_persia,YES,0,R1_CAP_SAFE_PRESERVED
