tag,country_name,domain,formation_name,source_file,source_line_or_block,hq,base_state_if_relevant,unit_type,unit_count,estimated_engine_manpower,commander_count,commander_names,duplicate_name_count,duplicate_definition,empty,invalid_reference,vfs_status,risk_level,notes
GBR,Great Britain,fleet,Portsmouth_Station,common/history/military_formations/00_military_formations_europe.txt,line 1654,region_western_europe,STATE_HOME_COUNTIES:20|STATE_LANCASHIRE:10|STATE_UPPER_ANDALUSIA:3,ship_type_frigate=23;ship_type_ship_of_the_line=29,52,34700,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P1,country_sailor_capacity=33000; country_fleet_crew_requirement=123800
GBR,Great Britain,fleet,Plymouth_Station,common/history/military_formations/00_military_formations_europe.txt,line 1670,region_western_europe,STATE_HOME_COUNTIES:20|STATE_LANCASHIRE:10|STATE_UPPER_ANDALUSIA:3,ship_type_frigate=25;ship_type_ship_of_the_line=20,45,28500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P1,country_sailor_capacity=33000; country_fleet_crew_requirement=123800
GBR,Great Britain,fleet,Sheerness_Station,common/history/military_formations/00_military_formations_europe.txt,line 1686,region_western_europe,STATE_HOME_COUNTIES:20|STATE_LANCASHIRE:10|STATE_UPPER_ANDALUSIA:3,ship_type_frigate=21;ship_type_ship_of_the_line=17,38,24100,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P1,country_sailor_capacity=33000; country_fleet_crew_requirement=123800
GBR,Great Britain,fleet,Chatham_Station,common/history/military_formations/00_military_formations_europe.txt,line 1702,region_western_europe,STATE_HOME_COUNTIES:20|STATE_LANCASHIRE:10|STATE_UPPER_ANDALUSIA:3,ship_type_frigate=12;ship_type_ship_of_the_line=3,15,8400,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P1,country_sailor_capacity=33000; country_fleet_crew_requirement=123800
GEN,Most Serene Republic of Genoa,army,<unnamed@505>,common/history/military_formations/00_military_formations_europe.txt,line 505,region_southern_europe,,combat_unit_type_line_infantry=2,2,2000,0,,0,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,No explicit name key; engine/localization may generate a visible name.
GEN,Most Serene Republic of Genoa,fleet,merchant_venice_fleet,common/history/military_formations/00_military_formations_europe.txt,line 496,region_southern_europe,STATE_PIEDMONT:3,ship_type_frigate=5,5,2500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,country_sailor_capacity=3000; country_fleet_crew_requirement=2500
GWA,Gwalior,army,GwaliorArmy,common/history/military_formations/05_military_formations_india.txt,line 360,region_north_india,,combat_unit_type_cannon_artillery=3;combat_unit_type_hussars=4;combat_unit_type_irregular_infantry=10;combat_unit_type_lancers=6;combat_unit_type_line_infantry=20,43,43000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
HAI,Haiti,army,ArmeeIndigene,common/history/military_formations/01_military_formations_north_america.txt,line 246,region_central_america,,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=2;combat_unit_type_irregular_infantry=14;combat_unit_type_line_infantry=3,20,20000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
HAM,Hamburg,army,Hamburger_Burgermilitar,common/history/military_formations/00_military_formations_europe.txt,line 2852,region_central_europe,,combat_unit_type_irregular_infantry=1,1,1000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
HAN,Hanover,army,Kniglich_Hannoversche_Armee,common/history/military_formations/00_military_formations_europe.txt,line 2739,region_central_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_cuirassiers=2;combat_unit_type_dragoons=2;combat_unit_type_hussars=2;combat_unit_type_lancers=2;combat_unit_type_line_infantry=9,18,18000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
HAN,Hanover,fleet,Elbzollstation,common/history/military_formations/00_military_formations_europe.txt,line 2793,region_central_europe,,ship_type_frigate=1,1,500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=0; country_fleet_crew_requirement=500
HEK,Hesse-Kassel,army,Kurfrstlich_Hessische_Armee,common/history/military_formations/00_military_formations_europe.txt,line 2667,region_central_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_hussars=1;combat_unit_type_line_infantry=4,6,6000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
HES,Hesse-Darmstadt,army,Groherzoglich_Hessische_Armee,common/history/military_formations/00_military_formations_europe.txt,line 2693,region_central_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_lancers=1;combat_unit_type_line_infantry=3,5,5000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
HOL,Holstein,army,Holsteinische_Armee,common/history/military_formations/00_military_formations_europe.txt,line 3164,region_central_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_lancers=1;combat_unit_type_line_infantry=2,4,4000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
HUN,Hungary,army,generalkommando_ofen,common/history/military_formations/00_military_formations_europe.txt,line 811,region_balkans,,combat_unit_type_cannon_artillery=2;combat_unit_type_hussars=9;combat_unit_type_line_infantry=26,37,37000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
HYD,Hyderabad,army,sarf_e_khas,common/history/military_formations/05_military_formations_india.txt,line 229,region_south_india,,combat_unit_type_cannon_artillery=2;combat_unit_type_cuirassiers=1;combat_unit_type_irregular_infantry=14;combat_unit_type_lancers=3;combat_unit_type_line_infantry=14,34,34000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
IR1,Mamluk Iraq,army,<unnamed@3>,common/history/military_formations/04_military_formations_middle_east.txt,line 3,region_near_east,,combat_unit_type_cannon_artillery=2;combat_unit_type_hussars=2;combat_unit_type_irregular_infantry=10,14,14000,1,<unnamed>,0,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,No explicit name key; engine/localization may generate a visible name.
JAP,Japan,army,Edo_Guard_Army,common/history/military_formations/06_military_formations_asia.txt,line 673,region_northeast_asia,,combat_unit_type_irregular_infantry=26,26,26000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
JAP,Japan,army,Kinai_Guard_Army,common/history/military_formations/06_military_formations_asia.txt,line 695,region_northeast_asia,,combat_unit_type_irregular_infantry=20,20,20000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
JAP,Japan,army,Kyushu_Guard_Army,common/history/military_formations/06_military_formations_asia.txt,line 727,region_northeast_asia,,combat_unit_type_irregular_infantry=12,12,12000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
JEY,Jeypore,army,JeyporeArmy,common/history/military_formations/05_military_formations_india.txt,line 600,region_south_india,,combat_unit_type_irregular_infantry=2;combat_unit_type_lancers=1;combat_unit_type_line_infantry=1,4,4000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
KHP,Kolhapur,army,KolhapurArmy,common/history/military_formations/05_military_formations_india.txt,line 502,region_south_india,,combat_unit_type_irregular_infantry=2;combat_unit_type_lancers=1;combat_unit_type_line_infantry=2,5,5000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
KNO,Kurnool,army,KurnoolArmy,common/history/military_formations/05_military_formations_india.txt,line 525,region_south_india,,combat_unit_type_cannon_artillery=1;combat_unit_type_irregular_infantry=3;combat_unit_type_lancers=1;combat_unit_type_line_infantry=2,7,7000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
LUB,Lübeck,army,Lubecker_Militar,common/history/military_formations/00_military_formations_europe.txt,line 2880,region_central_europe,,combat_unit_type_irregular_infantry=1,1,1000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
LUC,Lucca,army,Esercito_Ducale,common/history/military_formations/00_military_formations_europe.txt,line 3543,region_southern_europe,,combat_unit_type_irregular_infantry=1,1,1000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
LUX,Luxembourg,army,Luxemburger_Miliz,common/history/military_formations/00_military_formations_europe.txt,line 2922,region_western_europe,,combat_unit_type_irregular_infantry=2;combat_unit_type_line_infantry=1,3,3000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
MARATH,Maratha Confederacy,army,OudhRoyalArmy,common/history/military_formations/05_military_formations_india.txt,line 312,region_north_india,,combat_unit_type_irregular_infantry=55;combat_unit_type_lancers=4,59,59000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
MARATH,Maratha Confederacy,fleet,Konkan_Flotilla,common/history/military_formations/05_military_formations_india.txt,line 338,region_south_india,STATE_BOMBAY:1,ship_type_frigate=2,2,1000,1,MARATH_anandrao_dhulap,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,country_sailor_capacity=1000; country_fleet_crew_requirement=1000
MAS,Mascara,army,Jaish_alMohammadi,common/history/military_formations/03_military_formations_north_africa.txt,line 31,region_north_africa,,combat_unit_type_cannon_artillery=3;combat_unit_type_hussars=2;combat_unit_type_irregular_infantry=10;combat_unit_type_line_infantry=8,23,23000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
MEC,Mecklenburg-Schwerin,army,Groherzoglich_MecklenburgischSchwerinsche_Armee,common/history/military_formations/00_military_formations_europe.txt,line 2806,region_central_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=2;combat_unit_type_line_infantry=3,6,6000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
MOD,Modena,army,Esercito_del_Ducato_di_Modena_e_Reggio,common/history/military_formations/00_military_formations_europe.txt,line 3557,region_southern_europe,,combat_unit_type_dragoons=1;combat_unit_type_line_infantry=3,4,4000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
MOL,Moldavia,army,Armata_Principatului_Moldovei,common/history/military_formations/00_military_formations_europe.txt,line 3224,region_balkans,,combat_unit_type_hussars=1;combat_unit_type_line_infantry=2,3,3000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
MON,Montenegro,army,Montengrin_Raiders,common/history/military_formations/00_military_formations_europe.txt,line 3210,region_balkans,,combat_unit_type_line_infantry=7,7,7000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
MUG,Hindustan,army,MughalArmy,common/history/military_formations/05_military_formations_india.txt,line 709,region_north_india,,combat_unit_type_hussars=1;combat_unit_type_irregular_infantry=2,3,3000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
MYS,Mysore,army,MysoreArmy,common/history/military_formations/05_military_formations_india.txt,line 428,region_south_india,,combat_unit_type_irregular_infantry=2;combat_unit_type_lancers=2;combat_unit_type_line_infantry=3,7,7000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
NAG,Nagpur,army,NagpurArmy,common/history/military_formations/05_military_formations_india.txt,line 397,region_north_india,,combat_unit_type_cannon_artillery=1;combat_unit_type_irregular_infantry=8;combat_unit_type_lancers=5;combat_unit_type_line_infantry=7,21,21000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
NAS,Nassau,army,Herzoglich_Nassauische_Armee,common/history/military_formations/00_military_formations_europe.txt,line 2719,region_central_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_line_infantry=2,3,3000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
NET,Netherlands,army,Koninklijk_Nederlands_Leger,common/history/military_formations/00_military_formations_europe.txt,line 3597,region_western_europe,,combat_unit_type_cannon_artillery=3;combat_unit_type_dragoons=4;combat_unit_type_hussars=2;combat_unit_type_lancers=2;combat_unit_type_line_infantry=12,23,23000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
NET,Netherlands,army,korps_mariniers,common/history/military_formations/00_military_formations_europe.txt,line 3650,region_western_europe,,combat_unit_type_low_tier_marines=1,1,1000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
NET,Netherlands,fleet,Koninklijke_Marine,common/history/military_formations/00_military_formations_europe.txt,line 3661,region_western_europe,STATE_HOLLAND:13,ship_type_frigate=18;ship_type_ship_of_the_line=6,24,13800,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P1,country_sailor_capacity=13000; country_fleet_crew_requirement=13800
OLD,Oldenburg,army,Groherzoglich_Oldenburgische_Armee,common/history/military_formations/00_military_formations_europe.txt,line 2832,region_central_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_line_infantry=2,3,3000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
OMA,Oman,army,<unnamed@275>,common/history/military_formations/04_military_formations_middle_east.txt,line 275,region_greater_persia,,combat_unit_type_cannon_artillery=2;combat_unit_type_hussars=2;combat_unit_type_irregular_infantry=6,10,10000,0,,0,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,No explicit name key; engine/localization may generate a visible name.
OMA,Oman,fleet,Bahriat_alMasqat,common/history/military_formations/04_military_formations_middle_east.txt,line 262,region_arabia,STATE_OMAN:4,ship_type_frigate=10;ship_type_ship_of_the_line=5,15,9000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P1,country_sailor_capacity=4000; country_fleet_crew_requirement=9000
PAN,Punjab,army,FaujiKhas,common/history/military_formations/05_military_formations_india.txt,line 3,region_north_india,,combat_unit_type_cannon_artillery=1;combat_unit_type_cuirassiers=1;combat_unit_type_dragoons=1;combat_unit_type_line_infantry=4,7,7000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
PAN,Punjab,army,FaujiAin,common/history/military_formations/05_military_formations_india.txt,line 33,region_north_india,,combat_unit_type_cannon_artillery=3;combat_unit_type_cuirassiers=10;combat_unit_type_irregular_infantry=20;combat_unit_type_line_infantry=16,49,49000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
PAN,Punjab,army,FaujiBe_Qawaid,common/history/military_formations/05_military_formations_india.txt,line 70,region_north_india,,combat_unit_type_irregular_infantry=30,30,30000,1,Alexander Gardner,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
PAP,Papal States,army,Esercito_dello_Stato_della_Chiesa,common/history/military_formations/00_military_formations_europe.txt,line 3444,region_southern_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=2;combat_unit_type_line_infantry=4,7,7000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
PAP,Papal States,fleet,Marina_Pontificia,common/history/military_formations/00_military_formations_europe.txt,line 3486,region_southern_europe,STATE_LAZIO:1,ship_type_frigate=1,1,500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,country_sailor_capacity=1000; country_fleet_crew_requirement=500
PAR,Parma,army,Truppe_Reali_Parmensi,common/history/military_formations/00_military_formations_europe.txt,line 3577,region_southern_europe,,combat_unit_type_dragoons=1;combat_unit_type_line_infantry=2,3,3000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
PCO,Puerto Rico,army,MiliciasDiciplinadas,common/history/military_formations/01_military_formations_north_america.txt,line 314,region_central_america,,combat_unit_type_dragoons=1;combat_unit_type_line_infantry=6,7,7000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
PER,Persia,army,<unnamed@300>,common/history/military_formations/04_military_formations_middle_east.txt,line 300,region_greater_persia,,combat_unit_type_cannon_artillery=5;combat_unit_type_hussars=10;combat_unit_type_irregular_infantry=35,50,50000,0,,0,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,No explicit name key; engine/localization may generate a visible name.
PER,Persia,army,<unnamed@342>,common/history/military_formations/04_military_formations_middle_east.txt,line 342,region_greater_persia,,combat_unit_type_cannon_artillery=1;combat_unit_type_hussars=5;combat_unit_type_irregular_infantry=29,35,35000,0,,0,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,No explicit name key; engine/localization may generate a visible name.
PHI,Philippines,army,ejercito_de_filipinas,common/history/military_formations/06_military_formations_asia.txt,line 635,region_indonesia,,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=1;combat_unit_type_irregular_infantry=2;combat_unit_type_line_infantry=3,7,7000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
PLC,Poland-Lithuania,army,<unnamed@55>,common/history/military_formations/00_military_formations_europe.txt,line 55,region_eastern_europe,,combat_unit_type_hussars=19;combat_unit_type_irregular_infantry=30,49,49000,1,Piotr von_Zieten,0,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,No explicit name key; engine/localization may generate a visible name.
POR,Portugal,army,Exercito_Portugues,common/history/military_formations/00_military_formations_europe.txt,line 3742,region_southern_europe,,combat_unit_type_cannon_artillery=2;combat_unit_type_dragoons=4;combat_unit_type_hussars=4;combat_unit_type_line_infantry=14,24,24000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
POR,Portugal,fleet,Marinha_Real_Portuguesa,common/history/military_formations/00_military_formations_europe.txt,line 3778,region_southern_europe,STATE_ESTREMADURA:9,ship_type_frigate=7;ship_type_ship_of_the_line=3,10,5900,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,country_sailor_capacity=9000; country_fleet_crew_requirement=5900
PRU,Prussia,army,1_Armee,common/history/military_formations/00_military_formations_europe.txt,line 114,region_central_europe,,combat_unit_type_cannon_artillery=3;combat_unit_type_cuirassiers=4;combat_unit_type_dragoons=2;combat_unit_type_hussars=4;combat_unit_type_lancers=2;combat_unit_type_line_infantry=27,42,42000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
PRU,Prussia,army,2_Armee,common/history/military_formations/00_military_formations_europe.txt,line 220,region_central_europe,,combat_unit_type_cannon_artillery=4;combat_unit_type_cuirassiers=6;combat_unit_type_dragoons=1;combat_unit_type_hussars=5;combat_unit_type_lancers=4;combat_unit_type_line_infantry=32,52,52000,1,Wilhelm von_Krauseneck,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
PRU,Prussia,army,Main_Armee,common/history/military_formations/00_military_formations_europe.txt,line 368,region_western_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_hussars=2;combat_unit_type_lancers=2;combat_unit_type_line_infantry=9,14,14000,1,Helmuth von_Moltke,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
PRU,Prussia,army,Elbe_Armee,common/history/military_formations/00_military_formations_europe.txt,line 422,region_central_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=1;combat_unit_type_hussars=2;combat_unit_type_lancers=1;combat_unit_type_line_infantry=9,14,14000,1,Hans_Ernst_Karl von_Zieten,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
PRU,Prussia,fleet,Kniglich_Preuische_Marine,common/history/military_formations/00_military_formations_europe.txt,line 478,region_central_europe,,,0,0,0,,1,NO,YES,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=0; country_fleet_crew_requirement=0
PUD,Pudukottai,army,PudukottaiArmy,common/history/military_formations/05_military_formations_india.txt,line 581,region_south_india,,combat_unit_type_irregular_infantry=1;combat_unit_type_lancers=1,2,2000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
RUS,Russia,army,Otdelniy_Gvardeyskiy_Korpus,common/history/military_formations/00_military_formations_europe.txt,line 1720,region_russia,,combat_unit_type_cannon_artillery=5;combat_unit_type_cuirassiers=5;combat_unit_type_dragoons=2;combat_unit_type_hussars=4;combat_unit_type_lancers=2;combat_unit_type_line_infantry=24,42,42000,1,Mikhail vorontsov,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
RUS,Russia,army,1y_Pekhotniy_Korpus,common/history/military_formations/00_military_formations_europe.txt,line 1813,region_russia,,combat_unit_type_cannon_artillery=5;combat_unit_type_cuirassiers=3;combat_unit_type_hussars=2;combat_unit_type_lancers=2;combat_unit_type_line_infantry=14,26,26000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
RUS,Russia,army,2y_Pekhotniy_Korpus,common/history/military_formations/00_military_formations_europe.txt,line 1884,region_russia,,combat_unit_type_cannon_artillery=4;combat_unit_type_cuirassiers=3;combat_unit_type_hussars=2;combat_unit_type_lancers=2;combat_unit_type_line_infantry=12,23,23000,1,Matvey Khrapovitsky,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
RUS,Russia,army,3y_Pekhotniy_Korpus,common/history/military_formations/00_military_formations_europe.txt,line 1984,region_russia,,combat_unit_type_cannon_artillery=5;combat_unit_type_dragoons=3;combat_unit_type_lancers=2;combat_unit_type_line_infantry=8,18,18000,1,Friedrich von_Berg,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
RUS,Russia,army,4y_Pekhotniy_Korpus,common/history/military_formations/00_military_formations_europe.txt,line 2061,region_siberia,,combat_unit_type_cannon_artillery=4;combat_unit_type_hussars=2;combat_unit_type_lancers=4;combat_unit_type_line_infantry=10,20,20000,1,Aleksandr Chernyshyov,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
RUS,Russia,army,5y_Pekhotniy_Korpus,common/history/military_formations/00_military_formations_europe.txt,line 2167,region_russia,,combat_unit_type_cannon_artillery=4;combat_unit_type_lancers=4;combat_unit_type_line_infantry=20,28,28000,1,Ivan Paskevich,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
RUS,Russia,army,Otdelniy_Grenaderskiy_Korpus,common/history/military_formations/00_military_formations_europe.txt,line 2236,region_russia,,combat_unit_type_cannon_artillery=4;combat_unit_type_cuirassiers=2;combat_unit_type_dragoons=1;combat_unit_type_hussars=2;combat_unit_type_lancers=2;combat_unit_type_line_infantry=8,19,19000,1,Nikolay Karsky,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
RUS,Russia,fleet,Baltiyskiy_Flot,common/history/military_formations/00_military_formations_europe.txt,line 2382,region_russia,,ship_type_frigate=22;ship_type_ship_of_the_line=30,52,35000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=0; country_fleet_crew_requirement=50900
RUS,Russia,fleet,Chernomorskiy_Flot,common/history/military_formations/00_military_formations_europe.txt,line 2399,region_balkans,,ship_type_frigate=11;ship_type_ship_of_the_line=13,24,15900,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=0; country_fleet_crew_requirement=50900
SAR,Sardinia-Piedmont,army,I_Corpo_dArmata,common/history/military_formations/00_military_formations_europe.txt,line 3347,region_southern_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=3;combat_unit_type_hussars=1;combat_unit_type_line_infantry=6,11,11000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SAR,Sardinia-Piedmont,army,II_Corpo_dArmata,common/history/military_formations/00_military_formations_europe.txt,line 3389,region_southern_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=2;combat_unit_type_lancers=1;combat_unit_type_line_infantry=6,10,10000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SAR,Sardinia-Piedmont,fleet,Marina_del_Regno_di_Sardegna,common/history/military_formations/00_military_formations_europe.txt,line 3431,region_southern_europe,STATE_SARDINIA:2,ship_type_frigate=5,5,2500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P1,country_sailor_capacity=2000; country_fleet_crew_requirement=2500
SAT,Satara,army,SataraArmy,common/history/military_formations/05_military_formations_india.txt,line 479,region_south_india,,combat_unit_type_irregular_infantry=1;combat_unit_type_lancers=1;combat_unit_type_line_infantry=1,3,3000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SAX,Saxony,army,Kniglich_Schsische_Armee,common/history/military_formations/00_military_formations_europe.txt,line 2549,region_central_europe,,combat_unit_type_cannon_artillery=2;combat_unit_type_cuirassiers=1;combat_unit_type_lancers=2;combat_unit_type_line_infantry=6,11,11000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
