tag,file,formation_type,formation_name_key,same_key_ordinal,formation_ordinal,hq_region_after,scripted_regular_target_before_r1,scripted_regular_target_after_r1,scripted_conscript_target_before_r1,scripted_conscript_target_after_r1,scripted_ships_after_r1,total_potential_units_after_r1,initial_empty_land_formation_after,runtime_3e_correlation,runtime_3e_regular_objects_exact_formation,runtime_3e_regular_positive_manpower_exact_formation,runtime_3e_conscript_objects_exact_formation,runtime_3e_conscript_positive_manpower_exact_formation,runtime_3e_country_regular_objects,runtime_3e_country_regular_positive_manpower,runtime_3e_country_conscript_objects,runtime_3e_country_conscript_positive_manpower,runtime_3e_country_total_formations_including_engine_or_user_created,final_country_scripted_conscript_target_r1,r2_expected_regular_status,notes
KOR,00_military_formations_europe.txt,army,cleanup2d3b_kor_land_1,1,1,region_northeast_asia,18,18,30,30,0,48,NO,EXACT_NAME_KEY,18,18,30,0,18,18,30,0,1,30,PASS_STATIC_STATE_CAP_REALLOCATION,
KZH,00_military_formations_europe.txt,army,cleanup2d3b_kzh_land_1,1,1,region_central_asia,1,1,3,3,0,4,NO,EXACT_NAME_KEY,2,1,3,0,2,1,3,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
MEI,00_military_formations_europe.txt,army,cleanup2d3b_mei_land_1,1,1,region_central_europe,1,1,0,0,0,1,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,0,PASS_STATIC_STATE_CAP_REALLOCATION,
MST,00_military_formations_europe.txt,army,cleanup2d3b_mst_land_1,1,1,region_central_europe,1,1,0,0,0,1,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,0,PASS_STATIC_STATE_CAP_REALLOCATION,
NEP,00_military_formations_europe.txt,army,cleanup2d3b_nep_land_1,1,1,region_himalayas,14,14,6,11,0,25,NO,EXACT_NAME_KEY,14,14,10,0,15,14,10,0,2,11,PASS_STATIC_STATE_CAP_REALLOCATION,
OZH,00_military_formations_europe.txt,army,cleanup2d3b_ozh_land_1,1,1,region_central_asia,1,1,1,3,0,4,NO,EXACT_NAME_KEY,2,1,1,0,2,1,1,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
SCW,00_military_formations_europe.txt,army,cleanup2d3b_scw_land_1,1,1,region_central_europe,1,1,0,0,0,1,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,0,PASS_STATIC_STATE_CAP_REALLOCATION,
SIK,00_military_formations_europe.txt,army,cleanup2d3b_sik_land_1,1,1,region_himalayas,1,1,0,1,0,2,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
SWI,00_military_formations_europe.txt,army,cleanup2d3b_swi_land_1,1,1,region_central_europe,4,4,2,2,0,6,NO,EXACT_NAME_KEY,4,4,2,0,4,4,2,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
TIB,00_military_formations_europe.txt,army,cleanup2d3b_tib_land_1,1,1,region_himalayas,7,7,10,10,0,17,NO,EXACT_NAME_KEY,7,7,10,0,7,7,10,0,1,10,PASS_STATIC_STATE_CAP_REALLOCATION,
WEI,00_military_formations_europe.txt,army,cleanup2d3b_wei_land_1,1,1,region_central_europe,1,1,0,0,0,1,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,0,PASS_STATIC_STATE_CAP_REALLOCATION,
USA,01_military_formations_north_america.txt,army,cleanup2d3b_usa_land_1,1,1,region_atlantic_coast,20,20,58,80,0,100,NO,EXACT_NAME_KEY,20,20,58,0,20,20,58,0,2,80,PASS_STATIC_STATE_CAP_REALLOCATION,
USA,01_military_formations_north_america.txt,fleet,cleanup2d3b_usa_naval_1,1,1,region_atlantic_coast,0,0,0,0,5,5,NO,EXACT_NAME_KEY,0,0,0,0,20,20,58,0,2,80,PASS_STATIC_STATE_CAP_REALLOCATION,
HAI,01_military_formations_north_america.txt,army,ArmeeIndigene,1,1,region_central_america,20,20,0,0,0,20,NO,EXACT_NAME_KEY,20,20,0,0,20,20,0,0,1,0,PASS_STATIC_STATE_CAP_REALLOCATION,
CUB,01_military_formations_north_america.txt,army,MiliciasdeCuba,1,1,region_central_america,11,11,0,0,0,11,NO,EXACT_NAME_KEY,11,11,0,0,11,11,0,0,1,0,PASS_STATIC_STATE_CAP_REALLOCATION,
PCO,01_military_formations_north_america.txt,army,MiliciasDiciplinadas,1,1,region_central_america,7,7,0,0,0,7,NO,EXACT_NAME_KEY,6,6,0,0,6,6,0,0,1,0,PASS_STATIC_STATE_CAP_REALLOCATION,
HBC,01_military_formations_north_america.txt,army,cleanup2d3b_hbc_land_1,1,1,region_canada,1,1,0,1,0,2,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
MKT,01_military_formations_north_america.txt,army,cleanup2d3b_mkt_land_1,1,1,region_central_america,1,1,0,1,0,2,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
BRZ,02_military_formations_south_america.txt,army,Exrcito_Imperial_Brasileiro,1,1,region_brazil,4,4,0,0,0,4,NO,EXACT_NAME_KEY,4,4,1,0,4,4,1,0,2,0,PASS_STATIC_STATE_CAP_REALLOCATION,
BRZ,02_military_formations_south_america.txt,fleet,Armada_Nacional,1,1,region_brazil,0,0,0,0,9,9,NO,EXACT_NAME_KEY,0,0,0,0,4,4,1,0,2,0,PASS_STATIC_STATE_CAP_REALLOCATION,
SC4,02_military_formations_south_america.txt,army,Ejrcito_Argentino,1,1,region_la_plata,7,7,0,0,0,7,NO,EXACT_NAME_KEY,7,7,0,0,7,7,0,0,2,0,PASS_STATIC_STATE_CAP_REALLOCATION,
SC4,02_military_formations_south_america.txt,fleet,Armada_Argentina,1,1,region_la_plata,0,0,0,0,1,1,NO,EXACT_NAME_KEY,0,0,0,0,7,7,0,0,2,0,PASS_STATIC_STATE_CAP_REALLOCATION,
SC2,02_military_formations_south_america.txt,army,Ejrcito_del_Ecuador,1,1,region_andes,7,7,0,0,0,7,NO,EXACT_NAME_KEY,7,7,0,0,34,34,2,0,3,0,PASS_STATIC_STATE_CAP_REALLOCATION,
SC2,02_military_formations_south_america.txt,army,Ejrcito_de_la_Nueva_Granada,1,2,region_gran_colombia,18,18,0,0,0,18,NO,EXACT_NAME_KEY,18,18,2,0,34,34,2,0,3,0,PASS_STATIC_STATE_CAP_REALLOCATION,
SC2,02_military_formations_south_america.txt,army,Ejrcito_de_Venezuela,1,3,region_gran_colombia,9,9,0,0,0,9,NO,EXACT_NAME_KEY,9,9,0,0,34,34,2,0,3,0,PASS_STATIC_STATE_CAP_REALLOCATION,
TUN,03_military_formations_north_africa.txt,army,cleanup2d3b_tun_land_1,1,1,region_north_africa,5,5,8,10,0,15,NO,EXACT_NAME_KEY,5,5,7,0,5,5,7,0,2,10,PASS_STATIC_STATE_CAP_REALLOCATION,
TUN,03_military_formations_north_africa.txt,fleet,Bahriat_alTuwnusia,1,1,region_north_africa,0,0,0,0,1,1,NO,EXACT_NAME_KEY,0,0,0,0,5,5,7,0,2,10,PASS_STATIC_STATE_CAP_REALLOCATION,
TRI,03_military_formations_north_africa.txt,army,cleanup2d3b_tri_land_1,1,1,region_north_africa,6,6,2,9,0,15,NO,EXACT_NAME_KEY,6,6,2,0,6,6,2,0,2,9,PASS_STATIC_STATE_CAP_REALLOCATION,
TRI,03_military_formations_north_africa.txt,fleet,Escadre_de_Tripoli,1,1,region_north_africa,0,0,0,0,1,1,NO,EXACT_NAME_KEY,0,0,0,0,6,6,2,0,2,9,PASS_STATIC_STATE_CAP_REALLOCATION,
MAS,03_military_formations_north_africa.txt,army,Jaish_alMohammadi,1,1,region_north_africa,17,17,2,6,0,23,NO,EXACT_NAME_KEY,17,17,2,0,17,17,2,0,1,6,PASS_STATIC_STATE_CAP_REALLOCATION,
AIT,03_military_formations_north_africa.txt,army,cleanup2d3b_ait_land_1,1,1,region_north_africa,1,1,1,2,0,3,NO,EXACT_NAME_KEY,1,1,1,0,1,1,1,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
CON,03_military_formations_north_africa.txt,army,cleanup2d3b_con_land_1,1,1,region_north_africa,2,2,4,4,0,6,NO,EXACT_NAME_KEY,2,2,4,0,2,2,4,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
DFR,03_military_formations_north_africa.txt,army,cleanup2d3b_dfr_land_1,1,1,region_nile_basin,2,2,1,3,0,5,NO,EXACT_NAME_KEY,2,2,1,0,2,2,1,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
MOR,03_military_formations_north_africa.txt,army,cleanup2d3b_mor_land_1,1,1,region_north_africa,11,11,13,22,0,33,NO,EXACT_NAME_KEY,11,11,13,0,11,11,13,0,1,22,PASS_STATIC_STATE_CAP_REALLOCATION,
TUG,03_military_formations_north_africa.txt,army,cleanup2d3b_tug_land_1,1,1,region_north_africa,1,1,0,1,0,2,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
IR1,04_military_formations_middle_east.txt,army,cleanup2d3e_r1_ir1_land_1,1,1,region_near_east,10,10,9,20,0,30,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,10,10,8,0,1,20,PASS_STATIC_STATE_CAP_REALLOCATION,
TUR,04_military_formations_middle_east.txt,army,cleanup2d3b_tur_land_1,1,1,region_balkans,18,18,140,150,0,168,NO,EXACT_NAME_KEY,18,18,138,0,50,50,138,0,5,150,PASS_STATIC_STATE_CAP_REALLOCATION,
TUR,04_military_formations_middle_east.txt,army,cleanup2d3b_tur_land_2,1,2,region_balkans,16,16,0,0,0,16,NO,EXACT_NAME_KEY,7,7,0,0,50,50,138,0,5,150,PASS_STATIC_STATE_CAP_REALLOCATION,
TUR,04_military_formations_middle_east.txt,army,cleanup2d3b_tur_land_3,1,3,region_near_east,16,16,0,0,0,16,NO,EXACT_NAME_KEY,16,16,0,0,50,50,138,0,5,150,PASS_STATIC_STATE_CAP_REALLOCATION,
TUR,04_military_formations_middle_east.txt,army,cleanup2d3b_tur_land_4,1,4,region_near_east,15,15,0,0,0,15,NO,EXACT_NAME_KEY,9,9,0,0,50,50,138,0,5,150,PASS_STATIC_STATE_CAP_REALLOCATION,
TUR,04_military_formations_middle_east.txt,fleet,Donanmay_Humyn,1,1,region_balkans,0,0,0,0,9,9,NO,EXACT_NAME_KEY,0,0,0,0,50,50,138,0,5,150,PASS_STATIC_STATE_CAP_REALLOCATION,
OMA,04_military_formations_middle_east.txt,fleet,Bahriat_alMasqat,1,1,region_arabia,0,0,0,0,8,8,NO,EXACT_NAME_KEY,0,0,0,0,11,2,3,0,3,10,PASS_STATIC_STATE_CAP_REALLOCATION,
OMA,04_military_formations_middle_east.txt,army,cleanup2d3e_r1_oma_land_1,1,1,region_greater_persia,10,10,3,10,0,20,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,11,2,3,0,3,10,PASS_STATIC_STATE_CAP_REALLOCATION,
PER,04_military_formations_middle_east.txt,army,cleanup2d3e_r1_per_land_1,1,1,region_greater_persia,32,32,38,60,0,92,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,25,25,37,0,1,60,PASS_STATIC_STATE_CAP_REALLOCATION,
DUR,04_military_formations_middle_east.txt,army,cleanup2d3e_r1_dur_land_1,1,1,region_greater_persia,23,23,63,120,0,143,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,25,25,63,0,2,120,PASS_STATIC_STATE_CAP_REALLOCATION,
DUR,04_military_formations_middle_east.txt,army,cleanup2d3e_r1_dur_land_2,1,2,region_greater_persia,22,22,0,0,0,22,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,25,25,63,0,2,120,PASS_STATIC_STATE_CAP_REALLOCATION,
ARB,04_military_formations_middle_east.txt,army,cleanup2d3e_r1_arb_land_1,1,1,region_greater_persia,4,4,2,5,0,9,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,4,4,2,0,1,5,PASS_STATIC_STATE_CAP_REALLOCATION,
HDJ,04_military_formations_middle_east.txt,army,cleanup2d3b_hdj_land_1,1,1,region_arabia,4,4,2,6,0,10,NO,EXACT_NAME_KEY,4,4,2,0,4,4,2,0,1,6,PASS_STATIC_STATE_CAP_REALLOCATION,
ZAI,04_military_formations_middle_east.txt,army,cleanup2d3b_zai_land_1,1,1,region_arabia,2,2,4,4,0,6,NO,EXACT_NAME_KEY,2,2,4,0,2,2,4,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
PAN,05_military_formations_india.txt,army,FaujiKhas,1,1,region_north_india,23,23,16,14,0,37,NO,EXACT_NAME_KEY,22,22,15,0,44,44,15,0,2,14,PASS_STATIC_STATE_CAP_REALLOCATION,
PAN,05_military_formations_india.txt,army,FaujiAin,1,2,region_north_india,22,22,0,0,0,22,NO,EXACT_NAME_KEY,22,22,0,0,44,44,15,0,2,14,PASS_STATIC_STATE_CAP_REALLOCATION,
BIC,05_military_formations_india.txt,army,cleanup2d3b_bic_land_2,1,1,region_south_india,16,16,45,45,0,61,NO,EXACT_NAME_KEY,16,16,45,0,55,55,50,0,3,45,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
BIC,05_military_formations_india.txt,army,cleanup2d3b_bic_land_3,1,2,region_south_india,9,9,0,0,0,9,NO,EXACT_NAME_KEY,9,9,0,0,55,55,50,0,3,45,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
BIC,05_military_formations_india.txt,army,Bengal_Army,1,3,region_north_india,30,30,0,0,0,30,NO,EXACT_NAME_KEY,30,30,5,0,55,55,50,0,3,45,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
HYD,05_military_formations_india.txt,army,sarf_e_khas,1,1,region_south_india,28,28,13,30,0,58,NO,EXACT_NAME_KEY,28,28,13,0,28,28,13,0,1,30,PASS_STATIC_STATE_CAP_REALLOCATION,
AWA,05_military_formations_india.txt,army,OudhRoyalArmy,1,1,region_north_india,36,36,7,13,0,49,NO,EXACT_NAME_KEY,35,35,7,0,35,35,7,0,1,13,PASS_STATIC_STATE_CAP_REALLOCATION,
MARATH,05_military_formations_india.txt,army,cleanup2d3b_marath_land_2,1,1,region_south_india,21,21,65,87,0,108,NO,EXACT_NAME_KEY,21,21,65,0,45,45,67,0,3,87,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
MARATH,05_military_formations_india.txt,army,cleanup2d3b_marath_land_1,1,2,region_north_india,24,24,0,0,0,24,NO,EXACT_NAME_KEY,24,24,2,0,45,45,67,0,3,87,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
MARATH,05_military_formations_india.txt,fleet,Konkan_Flotilla,1,1,region_south_india,0,0,0,0,2,2,NO,EXACT_NAME_KEY,0,0,0,0,45,45,67,0,3,87,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
GWA,05_military_formations_india.txt,army,GwaliorArmy,1,1,region_north_india,30,30,9,19,0,49,NO,EXACT_NAME_KEY,29,29,11,0,29,29,11,0,1,19,PASS_STATIC_STATE_CAP_REALLOCATION,
NAG,05_military_formations_india.txt,army,NagpurArmy,1,1,region_north_india,16,16,6,14,0,30,NO,EXACT_NAME_KEY,16,16,10,0,16,16,10,0,1,14,PASS_STATIC_STATE_CAP_REALLOCATION,
MYS,05_military_formations_india.txt,army,cleanup2d3b_mys_land_2,1,1,region_south_india,16,16,6,11,0,27,NO,EXACT_NAME_KEY,16,16,6,0,31,31,6,0,2,11,PASS_STATIC_STATE_CAP_REALLOCATION,
MYS,05_military_formations_india.txt,army,cleanup2d3b_mys_land_1,1,2,region_south_india,16,16,0,0,0,16,NO,EXACT_NAME_KEY,15,15,0,0,31,31,6,0,2,11,PASS_STATIC_STATE_CAP_REALLOCATION,
COO,05_military_formations_india.txt,army,CoochBeharArmy,1,1,region_north_india,2,2,0,1,0,3,NO,EXACT_NAME_KEY,2,2,0,0,2,2,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
GAR,05_military_formations_india.txt,army,GarhwalArmy,1,1,region_north_india,2,2,0,1,0,3,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
SAT,05_military_formations_india.txt,army,SataraArmy,1,1,region_south_india,2,2,1,2,0,4,NO,EXACT_NAME_KEY,2,2,1,0,2,2,1,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
KHP,05_military_formations_india.txt,army,KolhapurArmy,1,1,region_south_india,4,4,0,2,0,6,NO,EXACT_NAME_KEY,3,3,1,0,3,3,1,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
KNO,05_military_formations_india.txt,army,KurnoolArmy,1,1,region_south_india,5,5,2,5,0,10,NO,EXACT_NAME_KEY,5,5,2,0,5,5,2,0,1,5,PASS_STATIC_STATE_CAP_REALLOCATION,
BHV,05_military_formations_india.txt,army,BhavnagarArmy,1,1,region_north_india,3,3,4,4,0,7,NO,EXACT_NAME_KEY,3,3,4,0,3,3,4,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
PUD,05_military_formations_india.txt,army,PudukottaiArmy,1,1,region_south_india,2,2,3,3,0,5,NO,EXACT_NAME_KEY,2,2,15,0,2,2,15,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
JEY,05_military_formations_india.txt,army,JeyporeArmy,1,1,region_south_india,3,3,0,1,0,4,NO,EXACT_NAME_KEY,3,3,0,0,3,3,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
COC,05_military_formations_india.txt,army,CochinArmy,1,1,region_south_india,2,2,0,2,0,4,NO,EXACT_NAME_KEY,3,2,1,0,3,2,1,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
TRA,05_military_formations_india.txt,army,TravancoreArmy,1,1,region_south_india,7,7,1,3,0,10,NO,EXACT_NAME_KEY,7,7,2,0,7,7,2,0,2,3,PASS_STATIC_STATE_CAP_REALLOCATION,
TRA,05_military_formations_india.txt,fleet,TravancoreNavy,1,1,region_south_india,0,0,0,0,1,1,NO,EXACT_NAME_KEY,0,0,0,0,7,7,2,0,2,3,PASS_STATIC_STATE_CAP_REALLOCATION,
SIN,05_military_formations_india.txt,army,SindhArmy,1,1,region_north_india,17,17,12,21,0,38,NO,EXACT_NAME_KEY,16,16,11,0,16,16,11,0,1,21,PASS_STATIC_STATE_CAP_REALLOCATION,
MUG,05_military_formations_india.txt,army,MughalArmy,1,1,region_north_india,2,2,3,3,0,5,NO,EXACT_NAME_KEY,2,2,3,0,2,2,3,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
CHI,06_military_formations_asia.txt,army,cleanup2d3b_chi_land_1,1,1,region_north_china,37,37,150,150,0,187,NO,EXACT_NAME_KEY,25,12,150,0,75,58,170,0,10,150,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
CHI,06_military_formations_asia.txt,army,cleanup2d3b_chi_land_2,1,2,region_north_china,37,37,0,0,0,37,NO,EXACT_NAME_KEY,0,0,0,0,75,58,170,0,10,150,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
CHI,06_military_formations_asia.txt,army,cleanup2d3b_chi_land_3,1,3,region_northeast_asia,37,37,0,0,0,37,NO,EXACT_NAME_KEY,25,21,20,0,75,58,170,0,10,150,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
CHI,06_military_formations_asia.txt,army,cleanup2d3b_chi_land_4,1,4,region_south_china,37,37,0,0,0,37,NO,EXACT_NAME_KEY,25,25,0,0,75,58,170,0,10,150,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
CHI,06_military_formations_asia.txt,army,cleanup2d3b_chi_land_5,1,5,region_north_china,36,36,0,0,0,36,NO,EXACT_NAME_KEY,0,0,0,0,75,58,170,0,10,150,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
CHI,06_military_formations_asia.txt,army,cleanup2d3b_chi_land_6,1,6,region_south_china,36,36,0,0,0,36,NO,EXACT_NAME_KEY,0,0,0,0,75,58,170,0,10,150,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
CHI,06_military_formations_asia.txt,army,cleanup2d3b_chi_land_7,1,7,region_south_china,35,35,0,0,0,35,NO,EXACT_NAME_KEY,0,0,0,0,75,58,170,0,10,150,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
CHI,06_military_formations_asia.txt,army,cleanup2d3b_chi_land_8,1,8,region_south_china,35,35,0,0,0,35,NO,EXACT_NAME_KEY,0,0,0,0,75,58,170,0,10,150,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
CHI,06_military_formations_asia.txt,fleet,cleanup2d3b_chi_naval_1,1,1,region_north_china,0,0,0,0,4,4,NO,EXACT_NAME_KEY,0,0,0,0,75,58,170,0,10,150,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
CHI,06_military_formations_asia.txt,fleet,cleanup2d3b_chi_naval_2,1,2,region_south_china,0,0,0,0,4,4,NO,EXACT_NAME_KEY,0,0,0,0,75,58,170,0,10,150,PASS_STATIC_STATE_CAP_REALLOCATION,Runtime country total includes user recruitment-test additions; not treated as pre-3D script.
DEI,06_military_formations_asia.txt,army,Koninklijk_Nederlandsch_Indisch_Leger,1,1,region_indonesia,12,12,18,18,0,30,NO,EXACT_NAME_KEY,12,11,18,0,12,11,18,0,2,18,PASS_STATIC_STATE_CAP_REALLOCATION,
DEI,06_military_formations_asia.txt,fleet,Koloniale_Marine,1,1,region_indonesia,0,0,0,0,2,2,NO,EXACT_NAME_KEY,0,0,0,0,12,11,18,0,2,18,PASS_STATIC_STATE_CAP_REALLOCATION,
BUR,06_military_formations_asia.txt,army,tatmadaw,1,1,region_indochina,30,30,29,41,0,71,NO,EXACT_NAME_KEY,25,25,29,0,25,25,29,0,1,41,PASS_STATIC_STATE_CAP_REALLOCATION,
PHI,06_military_formations_asia.txt,army,ejercito_de_filipinas,1,1,region_indonesia,7,7,0,0,0,7,NO,EXACT_NAME_KEY,7,7,0,0,7,7,0,0,1,0,PASS_STATIC_STATE_CAP_REALLOCATION,
JAP,06_military_formations_asia.txt,army,Edo_Guard_Army,1,1,region_northeast_asia,21,21,70,70,0,91,NO,EXACT_NAME_KEY,21,21,60,0,42,42,62,0,2,70,PASS_STATIC_STATE_CAP_REALLOCATION,
JAP,06_military_formations_asia.txt,army,Kinai_Guard_Army,1,2,region_northeast_asia,21,21,0,0,0,21,NO,EXACT_NAME_KEY,21,21,2,0,42,42,62,0,2,70,PASS_STATIC_STATE_CAP_REALLOCATION,
ACE,06_military_formations_asia.txt,army,cleanup2d3b_ace_land_1,1,1,region_indonesia,2,2,2,4,0,6,NO,EXACT_NAME_KEY,2,2,2,0,2,2,2,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
BAL,06_military_formations_asia.txt,army,cleanup2d3b_bal_land_1,1,1,region_indonesia,4,4,5,8,0,12,NO,EXACT_NAME_KEY,4,4,5,0,4,4,5,0,1,8,PASS_STATIC_STATE_CAP_REALLOCATION,
BLG,06_military_formations_asia.txt,army,cleanup2d3b_blg_land_1,1,1,region_indonesia,1,1,0,2,0,3,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
BNJ,06_military_formations_asia.txt,army,cleanup2d3b_bnj_land_1,1,1,region_indonesia,2,2,1,2,0,4,NO,EXACT_NAME_KEY,2,2,1,0,2,2,1,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
BRU,06_military_formations_asia.txt,army,cleanup2d3b_bru_land_1,1,1,region_indonesia,1,1,1,2,0,3,NO,EXACT_NAME_KEY,1,1,1,0,1,1,1,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
BTN,06_military_formations_asia.txt,army,cleanup2d3b_btn_land_1,1,1,region_indonesia,1,1,0,1,0,2,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
CAM,06_military_formations_asia.txt,army,cleanup2d3b_cam_land_1,1,1,region_indochina,6,6,4,8,0,14,NO,EXACT_NAME_KEY,6,6,4,0,6,6,4,0,1,8,PASS_STATIC_STATE_CAP_REALLOCATION,
CHP,06_military_formations_asia.txt,army,cleanup2d3b_chp_land_1,1,1,region_indochina,1,1,0,2,0,3,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
CMI,06_military_formations_asia.txt,army,cleanup2d3b_cmi_land_1,1,1,region_indochina,4,4,5,8,0,12,NO,EXACT_NAME_KEY,4,4,5,0,4,4,5,0,1,8,PASS_STATIC_STATE_CAP_REALLOCATION,
JMB,06_military_formations_asia.txt,army,cleanup2d3b_jmb_land_1,1,1,region_indonesia,2,2,0,1,0,3,NO,EXACT_NAME_KEY,2,2,0,0,2,2,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
JOH,06_military_formations_asia.txt,army,cleanup2d3b_joh_land_1,1,1,region_indochina,2,2,3,4,0,6,NO,EXACT_NAME_KEY,2,2,3,0,2,2,3,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
KTI,06_military_formations_asia.txt,army,cleanup2d3b_kti_land_1,1,1,region_indonesia,1,1,1,2,0,3,NO,EXACT_NAME_KEY,1,1,1,0,1,1,1,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
LAN,06_military_formations_asia.txt,army,cleanup2d3b_lan_land_1,1,1,region_indonesia,1,1,0,1,0,2,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
LUA,06_military_formations_asia.txt,army,cleanup2d3b_lua_land_1,1,1,region_indochina,3,3,1,4,0,7,NO,EXACT_NAME_KEY,3,3,1,0,3,3,1,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
MGD,06_military_formations_asia.txt,army,cleanup2d3b_mgd_land_1,1,1,region_indonesia,2,2,1,4,0,6,NO,EXACT_NAME_KEY,2,2,1,0,2,2,1,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
PON,06_military_formations_asia.txt,army,cleanup2d3b_pon_land_1,1,1,region_indonesia,1,1,0,2,0,3,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
PRK,06_military_formations_asia.txt,army,cleanup2d3b_prk_land_1,1,1,region_indochina,2,2,0,2,0,4,NO,EXACT_NAME_KEY,2,2,0,0,2,2,0,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
SAK,06_military_formations_asia.txt,army,cleanup2d3b_sak_land_1,1,1,region_indonesia,2,2,2,4,0,6,NO,EXACT_NAME_KEY,2,2,2,0,2,2,2,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
