record_id,research_batch,tag,country_name,formation,source_file,hq_region,expected_runtime_total,reference_date,commander_required_2d4,command_role_type,recommended_character,office_or_role_1776,implementation_decision,procedural_allowed,research_status,role_identity_confidence,formation_mapping_confidence,structural_context,source_1,source_2,legacy_action,notes
GEN1776-050,00_EUROPE_POST_2D3,HOL,Holstein,Holsteinische_Armee,00_military_formations_europe.txt,region_central_europe,5,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-051,00_EUROPE_POST_2D3,WAL,Wallachia,Armata_rii_Romneti,00_military_formations_europe.txt,region_balkans,6,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-052,00_EUROPE_POST_2D3,MON,Montenegro,Montengrin_Raiders,00_military_formations_europe.txt,region_balkans,7,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-053,00_EUROPE_POST_2D3,MOL,Moldavia,Armata_Principatului_Moldovei,00_military_formations_europe.txt,region_balkans,5,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-054,00_EUROPE_POST_2D3,SIC,Two Sicilies,Reale_Esercito_di_SM_il_Re_del_Regno_delle_Due_Sicilie,00_military_formations_europe.txt,region_southern_europe,20,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-055,00_EUROPE_POST_2D3,SIC,Two Sicilies,Guardia_Reale,00_military_formations_europe.txt,region_southern_europe,10,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-056,00_EUROPE_POST_2D3,SAR,Sardinia-Piedmont,I_Corpo_dArmata,00_military_formations_europe.txt,region_southern_europe,27,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-057,00_EUROPE_POST_2D3,PAP,Papal States,Esercito_dello_Stato_della_Chiesa,00_military_formations_europe.txt,region_southern_europe,9,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-058,00_EUROPE_POST_2D3,TUS,Tuscany,Esercito_del_Granducato_di_Toscana,00_military_formations_europe.txt,region_southern_europe,11,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-059,00_EUROPE_POST_2D3,LUC,Lucca,Esercito_Ducale,00_military_formations_europe.txt,region_southern_europe,1,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-060,00_EUROPE_POST_2D3,MOD,Modena,Esercito_del_Ducato_di_Modena_e_Reggio,00_military_formations_europe.txt,region_southern_europe,5,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-061,00_EUROPE_POST_2D3,PAR,Parma,Truppe_Reali_Parmensi,00_military_formations_europe.txt,region_southern_europe,4,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-062,00_EUROPE_POST_2D3,NET,Netherlands,Koninklijk_Nederlands_Leger,00_military_formations_europe.txt,region_western_europe,30,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-063,00_EUROPE_POST_2D3,BEO,Austrian Netherlands (BEO/Belgium),Armee_Belge,00_military_formations_europe.txt,region_western_europe,12,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-064,00_EUROPE_POST_2D3,POR,Portugal,Exercito_Portugues,00_military_formations_europe.txt,region_southern_europe,54,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-065,00_EUROPE_POST_2D3,SPA,Spain,cleanup2d3b_spa_land_2,00_military_formations_europe.txt,region_southern_europe,32,1776-01-01,YES,NAMED_MILITARY_OFFICEHOLDER,Antonio Ricardos,Inspector General of Cavalry,IMPLEMENT_NAMED_MILITARY_OFFICEHOLDER,NO,NAMED_HISTORICAL_CANDIDATE,HIGH,MEDIUM_LOW,,https://foro.todoavante.es/viewtopic.php?f=46&t=4342,,REPLACE_IF_MISMATCH_OR_CREATE_IF_MISSING,The 1776 military state lists the office. Mapping to one generic European formation is a gameplay abstraction.
GEN1776-066,00_EUROPE_POST_2D3,SPA,Spain,cleanup2d3b_spa_land_1,00_military_formations_europe.txt,region_southern_europe,33,1776-01-01,YES,NAMED_MILITARY_OFFICEHOLDER,Alejandro O'Reilly,Inspector General of Infantry,IMPLEMENT_NAMED_MILITARY_OFFICEHOLDER,NO,NAMED_HISTORICAL_CANDIDATE,HIGH,MEDIUM_LOW,,https://foro.todoavante.es/viewtopic.php?f=46&t=4342,,REPLACE_IF_MISMATCH_OR_CREATE_IF_MISSING,The 1776 military state lists the office. Mapping to one generic European formation is a gameplay abstraction.
GEN1776-067,00_EUROPE_POST_2D3,SPA,Spain,cleanup2d3b_spa_land_3,00_military_formations_europe.txt,region_central_america,30,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-068,00_EUROPE_POST_2D3,UBD,United Baltic Provinces,cleanup2d3e_r1_ubd_land_1,00_military_formations_europe.txt,region_eastern_europe,6,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-069,04_SOUTH_ASIA,BHU,Bhutan,cleanup2d3b_bhu_land_1,00_military_formations_europe.txt,region_himalayas,2,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-070,05_CENTRAL_ASIA,BUK,Bukhara,cleanup2d3b_buk_land_1,00_military_formations_europe.txt,region_central_asia,16,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-071,00_EUROPE_POST_2D3,COB,Saxe-Coburg-Gotha,cleanup2d3b_cob_land_1,00_military_formations_europe.txt,region_central_europe,1,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-072,00_EUROPE_POST_2D3,GAL,Galicia-Lodomeria,cleanup2d3b_gal_land_1,00_military_formations_europe.txt,region_eastern_europe,12,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-073,00_EUROPE_POST_2D3,HOH,Hohenzollern,cleanup2d3b_hoh_land_1,00_military_formations_europe.txt,region_central_europe,1,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-074,05_CENTRAL_ASIA,KHI,Khiva,cleanup2d3b_khi_land_1,00_military_formations_europe.txt,region_central_asia,15,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-075,05_CENTRAL_ASIA,KOK,Kokand,cleanup2d3b_kok_land_1,00_military_formations_europe.txt,region_central_asia,16,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-076,06_EAST_ASIA,KOR,Korea,cleanup2d3b_kor_land_1,00_military_formations_europe.txt,region_northeast_asia,48,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-077,05_CENTRAL_ASIA,KZH,Kishi Zhuz,cleanup2d3b_kzh_land_1,00_military_formations_europe.txt,region_central_asia,4,1776-01-01,YES,COLLECTIVE_COMMAND_STRUCTURE,,,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,YES,NO_SINGLE_DEFENSIBLE_COMMANDER_COLLECTIVE_STRUCTURE,N/A,N/A,COLLECTIVE_OR_DECENTRALIZED_COMMAND_CONTEXT,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No single formation commander is asserted. Use a culturally compatible procedural general without historical=yes unless later specialist research closes the identity.
GEN1776-078,00_EUROPE_POST_2D3,MEI,Saxe-Meiningen,cleanup2d3b_mei_land_1,00_military_formations_europe.txt,region_central_europe,1,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-079,00_EUROPE_POST_2D3,MST,Mecklenburg-Strelitz,cleanup2d3b_mst_land_1,00_military_formations_europe.txt,region_central_europe,1,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-080,04_SOUTH_ASIA,NEP,Nepal,cleanup2d3b_nep_land_1,00_military_formations_europe.txt,region_himalayas,24,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-081,05_CENTRAL_ASIA,OZH,Orta Zhuz,cleanup2d3b_ozh_land_1,00_military_formations_europe.txt,region_central_asia,2,1776-01-01,YES,COLLECTIVE_COMMAND_STRUCTURE,,,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,YES,NO_SINGLE_DEFENSIBLE_COMMANDER_COLLECTIVE_STRUCTURE,N/A,N/A,COLLECTIVE_OR_DECENTRALIZED_COMMAND_CONTEXT,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No single formation commander is asserted. Use a culturally compatible procedural general without historical=yes unless later specialist research closes the identity.
GEN1776-082,00_EUROPE_POST_2D3,SCW,Schwarzburg,cleanup2d3b_scw_land_1,00_military_formations_europe.txt,region_central_europe,1,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-083,04_SOUTH_ASIA,SIK,Sikkim,cleanup2d3b_sik_land_1,00_military_formations_europe.txt,region_himalayas,1,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-084,00_EUROPE_POST_2D3,SWI,Switzerland,cleanup2d3b_swi_land_1,00_military_formations_europe.txt,region_central_europe,6,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-085,04_SOUTH_ASIA,TIB,Tibet,cleanup2d3b_tib_land_1,00_military_formations_europe.txt,region_himalayas,17,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-086,00_EUROPE_POST_2D3,WEI,Saxe-Weimar-Eisenach,cleanup2d3b_wei_land_1,00_military_formations_europe.txt,region_central_europe,1,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-087,01_AMERICAS,USA,America,cleanup2d3b_usa_land_1,01_military_formations_north_america.txt,region_atlantic_coast,100,1776-01-01,YES,FORMATION_COMMAND,George Washington,General and Commander in Chief of the Continental Army,IMPLEMENT_NAMED_HISTORICAL_GENERAL,NO,NAMED_HISTORICAL_CANDIDATE,HIGH,HIGH,POLITY_CONTEXT_DEFERRED:MAP_REWORK_DEFERRED_WITH_TEMPORARY_CONGRESS_EXECUTIVE,https://history.army.mil/Research/Reference-Topics/Army-Birthdays/Chronology-of-Army-History/,https://founders.archives.gov/documents/Washington/03-01-02-0004,REPLACE_IF_MISMATCH_OR_CREATE_IF_MISSING,Direct match to the Continental Army high command already active before 1776-01-01.
GEN1776-088,01_AMERICAS,HAI,Haiti,ArmeeIndigene,01_military_formations_north_america.txt,region_central_america,20,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,COLONIAL_OR_COMPANY_CONTEXT,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-089,01_AMERICAS,CUB,Cuba,MiliciasdeCuba,01_military_formations_north_america.txt,region_central_america,11,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,COLONIAL_OR_COMPANY_CONTEXT,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-090,01_AMERICAS,PCO,Puerto Rico,MiliciasDiciplinadas,01_military_formations_north_america.txt,region_central_america,7,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,COLONIAL_OR_COMPANY_CONTEXT,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-091,01_AMERICAS,HBC,Hudson's Bay Company,cleanup2d3b_hbc_land_1,01_military_formations_north_america.txt,region_canada,1,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,COLONIAL_OR_COMPANY_CONTEXT,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-092,01_AMERICAS,MKT,Miskitia,cleanup2d3b_mkt_land_1,01_military_formations_north_america.txt,region_central_america,1,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-093,01_AMERICAS,BRZ,Brazil,Exrcito_Imperial_Brasileiro,02_military_formations_south_america.txt,region_brazil,4,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,COLONIAL_OR_COMPANY_CONTEXT,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-094,01_AMERICAS,SC4,Río de la Plata,Ejrcito_Argentino,02_military_formations_south_america.txt,region_la_plata,7,1776-01-01,YES,STRUCTURAL_CONTEXT_WITH_CURRENT_FORMATION,,,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,YES,NO_DEFENSIBLE_NAME_STRUCTURAL_CONTEXT,N/A,N/A,POLITY_CONTEXT_DEFERRED:MAP_REWORK_DEFERRED_WITH_TEMPORARY_EXECUTIVE,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,"Current runtime formation still needs a commander, but polity/map architecture is deferred. Use a procedural commander and do not turn the placeholder into a historical claim."
GEN1776-095,01_AMERICAS,SC2,Nueva Granada,Ejrcito_del_Ecuador,02_military_formations_south_america.txt,region_andes,7,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,COLONIAL_OR_COMPANY_CONTEXT,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-096,01_AMERICAS,SC2,Nueva Granada,Ejrcito_de_la_Nueva_Granada,02_military_formations_south_america.txt,region_gran_colombia,18,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,COLONIAL_OR_COMPANY_CONTEXT,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-097,01_AMERICAS,SC2,Nueva Granada,Ejrcito_de_Venezuela,02_military_formations_south_america.txt,region_gran_colombia,9,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,COLONIAL_OR_COMPANY_CONTEXT,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-098,00_EUROPE_POST_2D3,TUN,Tunis,cleanup2d3b_tun_land_1,03_military_formations_north_africa.txt,region_north_africa,13,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-099,00_EUROPE_POST_2D3,TRI,Tripolitania,cleanup2d3b_tri_land_1,03_military_formations_north_africa.txt,region_north_africa,9,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-100,00_EUROPE_POST_2D3,MAS,Mascara,Jaish_alMohammadi,03_military_formations_north_africa.txt,region_north_africa,19,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
