tag,country_name,state,population_relevant,incorporated,military_law,true_native_formula_rate,true_native_raw,raw_state_center_cap,country_has_active_conscription_law,state_directly_owned,state_incorporation_status,state_conscription_allowed,unit_type_allowed_for_conscripts,tech_requirements_met,law_requirements_met,other_engine_requirements_met,active_church_law,effective_rate_factor,final_state_effective_cap,capacity_basis,effective_native_country_cap,desired_2d2,final_scripted_country_target,country_shortfall,country_shortfall_reason
CHI,China,STATE_AMUR,20653,NO,law_peasant_levies,0.040000,0.826120,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_BEIJING,3757253,YES,law_peasant_levies,0.040000,150.290120,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_CHONGQING,5023202,YES,law_peasant_levies,0.040000,200.928080,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_DZUNGARIA,60050,NO,law_peasant_levies,0.040000,2.402000,3,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_EASTERN_HUBEI,3381224,YES,law_peasant_levies,0.040000,135.248960,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_FORMOSA,725375,YES,law_peasant_levies,0.040000,29.015000,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_FUJIAN,4081208,YES,law_peasant_levies,0.040000,163.248320,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_GANSU,1607410,YES,law_peasant_levies,0.040000,64.296400,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_GUANGDONG,3165598,YES,law_peasant_levies,0.040000,126.623920,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_GUANGXI,3734727,YES,law_peasant_levies,0.040000,149.389080,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_GUIZHOU,1159532,YES,law_peasant_levies,0.040000,46.381280,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_HENAN,5234096,YES,law_peasant_levies,0.040000,209.363840,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_HINGGAN,533854,NO,law_peasant_levies,0.040000,21.354160,22,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,10,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_HUNAN,3349998,YES,law_peasant_levies,0.040000,133.999920,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_JETISY,33410,NO,law_peasant_levies,0.040000,1.336400,2,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_JIANGSU,2748402,YES,law_peasant_levies,0.040000,109.936080,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_JIANGXI,6053374,YES,law_peasant_levies,0.040000,242.134960,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_KIRGHIZIA,22063,NO,law_peasant_levies,0.040000,0.882520,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_NANJING,2783071,YES,law_peasant_levies,0.040000,111.322840,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_NINGXIA,2205147,YES,law_peasant_levies,0.040000,88.205880,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_NORTHERN_ANHUI,2665500,YES,law_peasant_levies,0.040000,106.620000,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_NORTHERN_MANCHURIA,772401,YES,law_peasant_levies,0.040000,30.896040,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_OUTER_MANCHURIA,19000,NO,law_peasant_levies,0.040000,0.760000,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_QINGHAI,312001,NO,law_peasant_levies,0.040000,12.480040,13,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,6,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_SHANDONG,3794000,YES,law_peasant_levies,0.040000,151.760000,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_SHANXI,3710021,YES,law_peasant_levies,0.040000,148.400840,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_SHAOZHOU,2228498,YES,law_peasant_levies,0.040000,89.139920,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_SHENGJING,543501,YES,law_peasant_levies,0.040000,21.740040,22,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,21,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_SICHUAN,3500949,YES,law_peasant_levies,0.040000,140.037960,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_SOUTHERN_ANHUI,5708102,YES,law_peasant_levies,0.040000,228.324080,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_SOUTHERN_MANCHURIA,2204799,YES,law_peasant_levies,0.040000,88.191960,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_SUZHOU,4418002,YES,law_peasant_levies,0.040000,176.720080,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_TIANSHAN,92550,NO,law_peasant_levies,0.040000,3.702000,4,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_TUVA,12250,NO,law_peasant_levies,0.040000,0.490000,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_ULIASTAI,70905,NO,law_peasant_levies,0.040000,2.836200,3,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_URGA,85249,NO,law_peasant_levies,0.040000,3.409960,4,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_WESTERN_HUBEI,3287500,YES,law_peasant_levies,0.040000,131.500000,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_XIAN,2423948,YES,law_peasant_levies,0.040000,96.957920,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_YUNNAN,1559597,YES,law_peasant_levies,0.040000,62.383880,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_ZHEJIANG,2368250,YES,law_peasant_levies,0.040000,94.730000,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHI,China,STATE_ZHILI,2125780,YES,law_peasant_levies,0.040000,85.031200,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,766,150,150,0,NONE
CHP,Champasak,STATE_LAOS,36804,YES,law_peasant_levies,0.040000,1.472160,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,2,1,1,EFFECTIVE_NATIVE_CAP
CIR,Circassia,STATE_KUBAN,147500,YES,law_peasant_levies,0.040000,5.900000,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,42,3,39,EFFECTIVE_NATIVE_CAP
CIR,Circassia,STATE_NORTH_CAUCASUS,17702,YES,law_peasant_levies,0.040000,0.708080,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,42,3,39,EFFECTIVE_NATIVE_CAP
CMI,Chiang Mai,STATE_CHIANG_MAI,238600,YES,law_peasant_levies,0.040000,9.544000,10,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,9,VANILLA_1_13_9_EFFECTIVE_FORMULA,9,8,8,0,NONE
COB,Saxe-Coburg-Gotha,STATE_SAXONY,39134,YES,law_professional_army,0.010000,0.391340,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
COC,Cochin,STATE_TRAVANCORE,132612,YES,law_professional_army,0.010000,1.326120,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,3,1,2,EFFECTIVE_NATIVE_CAP
CON,Constantine,STATE_CONSTANTINE,380063,YES,law_peasant_levies,0.040000,15.202520,16,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,9,VANILLA_1_13_9_EFFECTIVE_FORMULA,9,4,4,0,NONE
COO,Cooch Behar,STATE_WEST_BENGAL,66188,YES,law_professional_army,0.010000,0.661880,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,3,0,3,EFFECTIVE_NATIVE_CAP
CRI,Crimea,STATE_BESSARABIA,155040,YES,law_peasant_levies,0.040000,6.201600,7,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_millet_system,0.600,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,20,30,20,10,EFFECTIVE_NATIVE_CAP
CRI,Crimea,STATE_CHERSON,277141,YES,law_peasant_levies,0.040000,11.085640,12,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_millet_system,0.600,6,VANILLA_1_13_9_EFFECTIVE_FORMULA,20,30,20,10,EFFECTIVE_NATIVE_CAP
CRI,Crimea,STATE_CRIMEA,77314,YES,law_peasant_levies,0.040000,3.092560,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_millet_system,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,20,30,20,10,EFFECTIVE_NATIVE_CAP
CRI,Crimea,STATE_KUBAN,107550,NO,law_peasant_levies,0.040000,4.302000,5,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_millet_system,0.300,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,20,30,20,10,EFFECTIVE_NATIVE_CAP
CRI,Crimea,STATE_TAURIDA,375461,YES,law_peasant_levies,0.040000,15.018440,16,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_millet_system,0.600,9,VANILLA_1_13_9_EFFECTIVE_FORMULA,20,30,20,10,EFFECTIVE_NATIVE_CAP
CUB,Cuba,STATE_CENTRAL_CUBA,104779,YES,law_professional_army,0.010000,1.047790,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,0,0,0,STRUCTURAL_DEFER
CUB,Cuba,STATE_EASTERN_CUBA,77291,YES,law_professional_army,0.010000,0.772910,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,0,0,0,STRUCTURAL_DEFER
CUB,Cuba,STATE_WESTERN_CUBA,146251,YES,law_professional_army,0.010000,1.462510,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,0,0,0,STRUCTURAL_DEFER
DAH,Dahomey,STATE_DAHOMEY,111453,YES,law_peasant_levies,0.040000,4.458120,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,4,20,4,16,EFFECTIVE_NATIVE_CAP
DAI,Dai Nam,STATE_ANNAM,609172,YES,law_peasant_levies,0.040000,24.366880,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,24,VANILLA_1_13_9_EFFECTIVE_FORMULA,65,0,0,0,STRUCTURAL_DEFER
DAI,Dai Nam,STATE_LAOS,23138,NO,law_peasant_levies,0.040000,0.925520,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,65,0,0,0,STRUCTURAL_DEFER
DAI,Dai Nam,STATE_MEKONG,456797,YES,law_peasant_levies,0.040000,18.271880,19,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,18,VANILLA_1_13_9_EFFECTIVE_FORMULA,65,0,0,0,STRUCTURAL_DEFER
DAI,Dai Nam,STATE_TONKIN,583661,YES,law_peasant_levies,0.040000,23.346440,24,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,23,VANILLA_1_13_9_EFFECTIVE_FORMULA,65,0,0,0,STRUCTURAL_DEFER
DEI,East Indies,STATE_CAPE_COLONY,107076,YES,law_peasant_levies,0.040000,4.283040,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,87,18,18,0,NONE
DEI,East Indies,STATE_CELEBES,14173,YES,law_peasant_levies,0.040000,0.566920,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,87,18,18,0,NONE
DEI,East Indies,STATE_CENTRAL_JAVA,530454,YES,law_peasant_levies,0.040000,21.218160,22,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,21,VANILLA_1_13_9_EFFECTIVE_FORMULA,87,18,18,0,NONE
DEI,East Indies,STATE_CEYLON,306825,YES,law_peasant_levies,0.040000,12.273000,13,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,12,VANILLA_1_13_9_EFFECTIVE_FORMULA,87,18,18,0,NONE
DEI,East Indies,STATE_EASTERN_CAPE,30549,YES,law_peasant_levies,0.040000,1.221960,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,87,18,18,0,NONE
DEI,East Indies,STATE_EAST_JAVA,525349,YES,law_peasant_levies,0.040000,21.013960,22,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,21,VANILLA_1_13_9_EFFECTIVE_FORMULA,87,18,18,0,NONE
DEI,East Indies,STATE_MOLUCCAS,71789,YES,law_peasant_levies,0.040000,2.871560,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,87,18,18,0,NONE
DEI,East Indies,STATE_SUNDA_ISLANDS,188796,YES,law_peasant_levies,0.040000,7.551840,8,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,7,VANILLA_1_13_9_EFFECTIVE_FORMULA,87,18,18,0,NONE
DEI,East Indies,STATE_WEST_JAVA,975553,NO,law_peasant_levies,0.040000,39.022120,25,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,19,VANILLA_1_13_9_EFFECTIVE_FORMULA,87,18,18,0,NONE
DENNOR,Denmark-Norway,STATE_EASTERN_NORWAY,88200,YES,law_professional_army,0.010000,0.882000,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,18,3,15,EFFECTIVE_NATIVE_CAP
DENNOR,Denmark-Norway,STATE_GOLD_COAST,10671,NO,law_professional_army,0.010000,0.106710,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,18,3,15,EFFECTIVE_NATIVE_CAP
DENNOR,Denmark-Norway,STATE_GREENLAND,1230,NO,law_professional_army,0.010000,0.012300,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,18,3,15,EFFECTIVE_NATIVE_CAP
DENNOR,Denmark-Norway,STATE_ICELAND,15930,NO,law_professional_army,0.010000,0.159300,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,18,3,15,EFFECTIVE_NATIVE_CAP
DENNOR,Denmark-Norway,STATE_JUTLAND,137227,YES,law_professional_army,0.010000,1.372270,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,18,3,15,EFFECTIVE_NATIVE_CAP
DENNOR,Denmark-Norway,STATE_MADRAS,8578,NO,law_professional_army,0.010000,0.085780,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,18,3,15,EFFECTIVE_NATIVE_CAP
DENNOR,Denmark-Norway,STATE_NORTHERN_NORWAY,84315,YES,law_professional_army,0.010000,0.843150,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,18,3,15,EFFECTIVE_NATIVE_CAP
DENNOR,Denmark-Norway,STATE_PEGU,2275,NO,law_professional_army,0.010000,0.022750,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,18,3,15,EFFECTIVE_NATIVE_CAP
DENNOR,Denmark-Norway,STATE_WESTERN_NORWAY,136700,YES,law_professional_army,0.010000,1.367000,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,18,3,15,EFFECTIVE_NATIVE_CAP
DENNOR,Denmark-Norway,STATE_WEST_INDIES,10997,NO,law_professional_army,0.010000,0.109970,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,18,3,15,EFFECTIVE_NATIVE_CAP
DENNOR,Denmark-Norway,STATE_ZEALAND,164199,YES,law_professional_army,0.010000,1.641990,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,18,3,15,EFFECTIVE_NATIVE_CAP
DFR,Darfur,STATE_DARFUR,62598,YES,law_peasant_levies,0.040000,2.503920,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,6,1,5,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_BALKH,69830,YES,law_peasant_levies,0.040000,2.793200,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_BALUCHISTAN,281043,YES,law_peasant_levies,0.040000,11.241720,12,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,6,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_CENTRAL_HIGHLANDS,54521,YES,law_peasant_levies,0.040000,2.180840,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_HERAT,234404,YES,law_peasant_levies,0.040000,9.376160,10,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,5,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_HILL_PUNJAB,617201,YES,law_peasant_levies,0.040000,24.688040,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,14,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_KABUL,284495,YES,law_peasant_levies,0.040000,11.379800,12,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,6,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_KANDAHAR,223614,YES,law_peasant_levies,0.040000,8.944560,9,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,5,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_KASHMIR,420564,YES,law_peasant_levies,0.040000,16.822560,17,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,10,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_NORTHERN_BALUCHISTAN,7981,YES,law_peasant_levies,0.040000,0.319240,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_PASHTUNISTAN,574232,YES,law_peasant_levies,0.040000,22.969280,23,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,13,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_PUNJAB,60324,YES,law_peasant_levies,0.040000,2.412960,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
