tag,formation,state,unit_type,raw_cap,effective_cap,r1_assigned,final_assigned,rejection_reason,materialization_expected,law_forced_composition_simplification,mismatch_after
DEI,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_JAVA,combat_unit_type_irregular_infantry,25,19,18,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
DENNOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_EASTERN_NORWAY,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
DENNOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_GOLD_COAST,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
DENNOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_GREENLAND,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
DENNOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ICELAND,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
DENNOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_JUTLAND,combat_unit_type_irregular_infantry,2,1,2,1,NONE,YES,NO,0
DENNOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_MADRAS,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
DENNOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTHERN_NORWAY,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
DENNOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_PEGU,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
DENNOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_WESTERN_NORWAY,combat_unit_type_irregular_infantry,2,1,2,1,NONE,YES,NO,0
DENNOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_INDIES,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
DENNOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ZEALAND,combat_unit_type_irregular_infantry,2,1,2,1,NONE,YES,NO,0
DFR,FIRST_SCRIPTED_LAND_FORMATION,STATE_DARFUR,combat_unit_type_irregular_infantry,3,1,3,1,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_BALKH,combat_unit_type_irregular_infantry,3,1,3,1,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_BALUCHISTAN,combat_unit_type_irregular_infantry,12,6,12,6,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_CENTRAL_HIGHLANDS,combat_unit_type_irregular_infantry,3,1,3,1,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_HERAT,combat_unit_type_irregular_infantry,10,5,10,5,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_HILL_PUNJAB,combat_unit_type_irregular_infantry,25,14,25,14,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_KABUL,combat_unit_type_irregular_infantry,12,6,12,6,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_KANDAHAR,combat_unit_type_irregular_infantry,9,5,9,5,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_KASHMIR,combat_unit_type_irregular_infantry,17,10,17,10,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTHERN_BALUCHISTAN,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_PASHTUNISTAN,combat_unit_type_irregular_infantry,23,13,23,13,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_PUNJAB,combat_unit_type_irregular_infantry,3,1,2,1,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_QUETTA,combat_unit_type_irregular_infantry,4,1,4,1,NONE,YES,YES,0
DUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SISTAN,combat_unit_type_irregular_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
ETH,FIRST_SCRIPTED_LAND_FORMATION,STATE_AMHARA,combat_unit_type_irregular_infantry,25,24,25,23,NONE,YES,YES,0
ETH,FIRST_SCRIPTED_LAND_FORMATION,STATE_ERITREA,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
ETH,FIRST_SCRIPTED_LAND_FORMATION,STATE_GONDER,combat_unit_type_irregular_infantry,25,25,23,25,NONE,YES,YES,0
ETH,FIRST_SCRIPTED_LAND_FORMATION,STATE_OROMIA,combat_unit_type_irregular_infantry,18,17,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
EZO,NONE,STATE_HOKKAIDO,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
EZO,NONE,STATE_SAKHALIN,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_ALSACE_LORRAINE,combat_unit_type_line_infantry,4,3,4,3,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_AQUITAINE,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_AUVERGNE_LIMOUSIN,combat_unit_type_line_infantry,6,5,6,5,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_BRITTANY,combat_unit_type_line_infantry,7,6,7,6,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_BURGUNDY,combat_unit_type_line_infantry,4,3,4,3,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_CHAMPAGNE,combat_unit_type_line_infantry,3,2,1,2,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_CORSICA,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_FRANCHE_COMTE,combat_unit_type_line_infantry,3,2,0,2,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_FRENCH_LOW_COUNTRIES,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_GUAYANA,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_GUYENNE,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_ILE_DE_FRANCE,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_INDIAN_OCEAN_TERRITORY,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_IVORY_COAST,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_LANGUEDOC,combat_unit_type_line_infantry,6,5,6,5,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_LORRAINE,combat_unit_type_line_infantry,3,2,0,2,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_MADRAS,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_MAINE_ANJOU,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORMANDY,combat_unit_type_line_infantry,7,6,7,6,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_ORLEANS,combat_unit_type_line_infantry,4,3,4,3,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_PICARDY,combat_unit_type_line_infantry,4,3,4,3,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_POITOU,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_PROVENCE,combat_unit_type_line_infantry,3,2,0,2,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_RHONE,combat_unit_type_line_infantry,7,6,7,6,NONE,YES,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_SENEGAL,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
FRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_INDIES,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
FRM,NONE,STATE_HESSE,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
FTJ,FIRST_SCRIPTED_LAND_FORMATION,STATE_GUINEA,combat_unit_type_irregular_infantry,5,2,5,2,NONE,YES,YES,0
FTR,FIRST_SCRIPTED_LAND_FORMATION,STATE_MAURITANIA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
FTR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SENEGAL,combat_unit_type_irregular_infantry,2,0,2,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
GAL,NONE,STATE_EAST_GALICIA,N/A_NO_SCRIPTED_CONSCRIPTS,8,7,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
GAL,NONE,STATE_WEST_GALICIA,N/A_NO_SCRIPTED_CONSCRIPTS,7,6,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
GAR,FIRST_SCRIPTED_LAND_FORMATION,STATE_AGRA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_BAHAMAS,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_BALEARIC_ISLANDS,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_BERMUDA,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_CEYLON,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_EAST_ANGLIA,combat_unit_type_line_infantry,4,4,4,4,NONE,YES,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_FLORIDA,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_GUATEMALA,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_HIGHLANDS,combat_unit_type_line_infantry,2,2,2,2,NONE,YES,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_HOME_COUNTIES,combat_unit_type_line_infantry,8,7,8,7,NONE,YES,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_INDIAN_OCEAN_TERRITORY,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_JAMAICA,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_LANCASHIRE,combat_unit_type_line_infantry,6,6,6,6,NONE,YES,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_LOWLANDS,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_MIDLANDS,combat_unit_type_line_infantry,7,7,7,7,NONE,YES,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_NEWFOUNDLAND,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SOUTH_ATLANTIC_ISLANDS,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_UPPER_ANDALUSIA,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_WALES,combat_unit_type_line_infantry,3,2,3,2,NONE,YES,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_COUNTRY,combat_unit_type_line_infantry,5,5,5,5,NONE,YES,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_INDIES,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GBR,FIRST_SCRIPTED_LAND_FORMATION,STATE_YORKSHIRE,combat_unit_type_line_infantry,6,6,6,6,NONE,YES,NO,0
GEN,FIRST_SCRIPTED_LAND_FORMATION,STATE_PIEDMONT,combat_unit_type_irregular_infantry,2,1,1,1,NONE,YES,NO,0
GLD,FIRST_SCRIPTED_LAND_FORMATION,STATE_SOMALILAND,combat_unit_type_irregular_infantry,3,1,3,1,NONE,YES,YES,0
GR3,NONE,STATE_SICILY,N/A_NO_SCRIPTED_CONSCRIPTS,5,4,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
GR5,NONE,STATE_SANTO_DOMINGO,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
GWA,FIRST_SCRIPTED_LAND_FORMATION,STATE_MALWA,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
GWA,FIRST_SCRIPTED_LAND_FORMATION,STATE_RAJPUTANA,combat_unit_type_line_infantry,14,13,14,13,NONE,YES,NO,0
HAI,NONE,STATE_HAITI,N/A_NO_SCRIPTED_CONSCRIPTS,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
HAM,NONE,STATE_ELBE,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
HAN,FIRST_SCRIPTED_LAND_FORMATION,STATE_BRUNSWICK,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
HAN,FIRST_SCRIPTED_LAND_FORMATION,STATE_ELBE,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
HAN,FIRST_SCRIPTED_LAND_FORMATION,STATE_HANNOVER,combat_unit_type_line_infantry,3,2,3,2,NONE,YES,NO,0
HAU,FIRST_SCRIPTED_LAND_FORMATION,STATE_OUTER_HAUSALAND,combat_unit_type_irregular_infantry,5,2,5,2,NONE,YES,YES,0
HAW,NONE,STATE_HAWAIIAN_ISLANDS,N/A_NO_SCRIPTED_CONSCRIPTS,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
HBC,FIRST_SCRIPTED_LAND_FORMATION,STATE_MANITOBA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
HBC,FIRST_SCRIPTED_LAND_FORMATION,STATE_NUNAVUT,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
HBC,FIRST_SCRIPTED_LAND_FORMATION,STATE_ONTARIO,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
HBC,FIRST_SCRIPTED_LAND_FORMATION,STATE_QUEBEC,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
HBC,FIRST_SCRIPTED_LAND_FORMATION,STATE_SASKATCHEWAN,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
HDJ,FIRST_SCRIPTED_LAND_FORMATION,STATE_HEDJAZ,combat_unit_type_irregular_infantry,5,2,5,2,NONE,YES,YES,0
HDJ,FIRST_SCRIPTED_LAND_FORMATION,STATE_YEMEN,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
HEK,FIRST_SCRIPTED_LAND_FORMATION,STATE_HESSE,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
HES,FIRST_SCRIPTED_LAND_FORMATION,STATE_HESSE,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
HOH,NONE,STATE_WURTTEMBERG,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
HOL,FIRST_SCRIPTED_LAND_FORMATION,STATE_SCHLESWIG_HOLSTEIN,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
HUN,NONE,STATE_BANAT,N/A_NO_SCRIPTED_CONSCRIPTS,4,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
HUN,NONE,STATE_BEKES,N/A_NO_SCRIPTED_CONSCRIPTS,5,4,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
HUN,NONE,STATE_CENTRAL_HUNGARY,N/A_NO_SCRIPTED_CONSCRIPTS,4,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
HUN,NONE,STATE_DELVIDEK,N/A_NO_SCRIPTED_CONSCRIPTS,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
HUN,NONE,STATE_RUTHENIA,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
HUN,NONE,STATE_SLOVAKIA,N/A_NO_SCRIPTED_CONSCRIPTS,7,6,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
HUN,NONE,STATE_TRANSDANUBIA,N/A_NO_SCRIPTED_CONSCRIPTS,8,7,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
HYD,FIRST_SCRIPTED_LAND_FORMATION,STATE_CENTRAL_PROVINCES,combat_unit_type_line_infantry,7,1,7,1,NONE,YES,NO,0
HYD,FIRST_SCRIPTED_LAND_FORMATION,STATE_HYDERABAD,combat_unit_type_line_infantry,23,13,23,13,NONE,YES,NO,0
IQU,NONE,STATE_ICA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
IR1,FIRST_SCRIPTED_LAND_FORMATION,STATE_BAGHDAD,combat_unit_type_irregular_infantry,6,3,6,3,NONE,YES,YES,0
IR1,FIRST_SCRIPTED_LAND_FORMATION,STATE_BASRA,combat_unit_type_irregular_infantry,5,2,5,2,NONE,YES,YES,0
IR1,FIRST_SCRIPTED_LAND_FORMATION,STATE_DEIR_EZ_ZOR,combat_unit_type_irregular_infantry,3,1,3,1,NONE,YES,YES,0
IR1,FIRST_SCRIPTED_LAND_FORMATION,STATE_MOSUL,combat_unit_type_irregular_infantry,6,3,6,3,NONE,YES,YES,0
IREK,NONE,STATE_CONNAUGHT,N/A_NO_SCRIPTED_CONSCRIPTS,4,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
IREK,NONE,STATE_LEINSTER,N/A_NO_SCRIPTED_CONSCRIPTS,5,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
IREK,NONE,STATE_MUNSTER,N/A_NO_SCRIPTED_CONSCRIPTS,6,5,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
IREK,NONE,STATE_ULSTER,N/A_NO_SCRIPTED_CONSCRIPTS,6,5,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
ISQ,FIRST_SCRIPTED_LAND_FORMATION,STATE_SOMALILAND,combat_unit_type_irregular_infantry,2,0,2,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
JAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_CHUGOKU,combat_unit_type_irregular_infantry,25,25,25,25,NONE,YES,YES,0
JAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_HOKKAIDO,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
JAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_HOKUSHINETSU,combat_unit_type_irregular_infantry,25,25,25,25,NONE,YES,YES,0
JAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_KANSAI,combat_unit_type_irregular_infantry,25,25,20,20,NONE,YES,YES,0
JAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_KANTO,combat_unit_type_irregular_infantry,25,25,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
JAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_KYOTO,combat_unit_type_irregular_infantry,21,20,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
JAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_KYUSHU,combat_unit_type_irregular_infantry,25,25,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
JAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_RYUKYU_ISLANDS,combat_unit_type_irregular_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
JAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_SHIKOKU,combat_unit_type_irregular_infantry,16,15,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
JAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_TOHOKU,combat_unit_type_irregular_infantry,25,25,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
JAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_TOKAI,combat_unit_type_irregular_infantry,25,25,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
JEY,FIRST_SCRIPTED_LAND_FORMATION,STATE_CIRCARS,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
JMB,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTH_SUMATRA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
JOH,FIRST_SCRIPTED_LAND_FORMATION,STATE_MALAYA,combat_unit_type_irregular_infantry,6,3,4,3,NONE,YES,YES,0
KAU,NONE,STATE_SOUTH_AUSTRALIA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
KHI,FIRST_SCRIPTED_LAND_FORMATION,STATE_KHIVA,combat_unit_type_irregular_infantry,12,7,12,7,NONE,YES,YES,0
KHI,FIRST_SCRIPTED_LAND_FORMATION,STATE_MERZ,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
KHI,FIRST_SCRIPTED_LAND_FORMATION,STATE_TURKMENIA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
KHP,FIRST_SCRIPTED_LAND_FORMATION,STATE_BOMBAY,combat_unit_type_irregular_infantry,2,1,2,1,NONE,YES,NO,0
KNO,FIRST_SCRIPTED_LAND_FORMATION,STATE_KURNOOL,combat_unit_type_irregular_infantry,5,2,5,2,NONE,YES,NO,0
KOK,FIRST_SCRIPTED_LAND_FORMATION,STATE_FERGANA,combat_unit_type_irregular_infantry,9,5,9,5,NONE,YES,YES,0
KOK,FIRST_SCRIPTED_LAND_FORMATION,STATE_KIRGHIZIA,combat_unit_type_irregular_infantry,5,2,5,2,NONE,YES,YES,0
KOK,FIRST_SCRIPTED_LAND_FORMATION,STATE_SYRDARYA,combat_unit_type_irregular_infantry,2,0,2,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
KOK,FIRST_SCRIPTED_LAND_FORMATION,STATE_TAJIKISTAN,combat_unit_type_irregular_infantry,3,1,3,1,NONE,YES,YES,0
KON,FIRST_SCRIPTED_LAND_FORMATION,STATE_BAS_CONGO,combat_unit_type_irregular_infantry,6,5,6,5,NONE,YES,YES,0
KON,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTH_ANGOLA,combat_unit_type_irregular_infantry,5,4,0,1,NONE,YES,YES,0
KOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_BUSAN,combat_unit_type_irregular_infantry,25,25,25,25,NONE,YES,YES,0
KOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_PYONGYANG,combat_unit_type_irregular_infantry,25,25,5,5,NONE,YES,YES,0
KOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SARIWON,combat_unit_type_irregular_infantry,17,16,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
KOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SEOUL,combat_unit_type_irregular_infantry,25,25,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
KOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_YANGHO,combat_unit_type_irregular_infantry,25,25,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
KRG,FIRST_SCRIPTED_LAND_FORMATION,STATE_TANGANYIKA,combat_unit_type_irregular_infantry,2,1,2,1,NONE,YES,YES,0
KRT,FIRST_SCRIPTED_LAND_FORMATION,STATE_WESTERN_MALI,combat_unit_type_irregular_infantry,3,2,3,2,NONE,YES,YES,0
KTI,FIRST_SCRIPTED_LAND_FORMATION,STATE_EAST_BORNEO,combat_unit_type_irregular_infantry,2,1,2,1,NONE,YES,YES,0
KZH,FIRST_SCRIPTED_LAND_FORMATION,STATE_AKTOBE,combat_unit_type_irregular_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
KZH,FIRST_SCRIPTED_LAND_FORMATION,STATE_CHELYABINSK,combat_unit_type_irregular_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
KZH,FIRST_SCRIPTED_LAND_FORMATION,STATE_KHIVA,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
KZH,FIRST_SCRIPTED_LAND_FORMATION,STATE_SAMARA,combat_unit_type_irregular_infantry,18,10,3,3,NONE,YES,YES,0
