"section","key","fork_value_before","reference_value","final_value","classification","action","scenario_required","military_related","evidence","notes"
"NDiplomacy","INTEREST_NAVY_MISSION_MULTI_REGION_BONUS","","0.75","0.75","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","INTEREST_NAVY_TARGET_INVOLVEMENT","","0.33","0.33","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","INTEREST_POWER_BLOC_MEMBER_TARGET_INVOLVEMENT","","2500","2500","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","INTEREST_STATE_OR_CLAIM_MIN_TARGET_INVOLVEMENT","","1500","1500","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","INTEREST_STATE_OR_CLAIM_TARGET_INVOLVEMENT","","7500","7500","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","INTEREST_TIER_MIN_RELEVANT_RANK","","2","2","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","INTEREST_TIER_MIN_VIOLATE_SOVEREIGNTY_RANK","","2","2","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","INTEREST_TIER_REDUCTION_GRACE_PERIOD_DAYS","","30","30","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","INTEREST_TREATY_PACT_INVOLVEMENT_CAP","","5000","5000","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","NAVAL_HOSTILITIES_POINTS_BLOCKADE_GDP_WEEKLY","","20","20","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","NAVAL_HOSTILITIES_POINTS_BOMBARDMENT_BUILDING_DESTROYED","","10","10","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","NAVAL_HOSTILITIES_POINTS_BOMBARDMENT_DEVASTATION","","20","20","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","NAVAL_HOSTILITIES_POINTS_MAX","","100","100","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","NAVAL_HOSTILITIES_POINTS_PIRACY_GDP_WEEKLY","","20","20","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","NAVAL_HOSTILITIES_POINTS_SHIPS_SUNK_AT_FULL_FLEET","","500","500","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","NAVAL_VULNERABILITY_COASTAL_GDP_MULTIPLIER","","0.5","0.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","NAVAL_VULNERABILITY_MAX","","1.0","1.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","NAVAL_VULNERABILITY_PRESTIGE_MULTIPLIER","","1.0","1.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","NAVAL_VULNERABILITY_TRADE_MULTIPLIER","","0.75","0.75","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","PAST_TEMPORARY_HOSTILITIES_KEEP_YEARS","","20","20","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","PIRACY_DAMAGE_TRACKING_WEEKS","","26","26","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","PRESTIGE_FROM_NAVY_POWER_PROJECTION","0.10","0.006","0.006","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","NO","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NDiplomacy","REGION_LOCALITY_COUNTRY_INCORPORATED_SHARE_THRESHOLD","","0.25","0.25","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","REGION_LOCALITY_POPULATION_WEIGHT","","1.25","1.25","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","REGION_LOCALITY_SHARE_THRESHOLD","","0.25","0.25","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","REGION_LOCALITY_STATES_WEIGHT","","1","1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","RIVALRY_BASE_SCALING","1.0","0.25","0.25","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","NO","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NDiplomacy","RIVALRY_MAX_SCALING","2","2.0","2.0","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","NO","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NDiplomacy","RIVALRY_SCALING_PER_INTEREST","0.5","","","RENAMED_KEY","REMOVE_RENAMED_SOURCE_KEY","NO","NO","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NDiplomacy|RIVALRY_SCALING_PER_INTEREST_LEVEL"
"NDiplomacy","RIVALRY_SCALING_PER_INTEREST_LEVEL","","0.25","0.25","RENAMED_KEY","ADD_REFERENCE_RENAMED_KEY","NO","NO","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NDiplomacy|RIVALRY_SCALING_PER_INTEREST"
"NDiplomacy","STRAIT_MIN_INTEREST_TIER_FOR_CATALYST","","1","1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","SUPPORT_SEPARATISM_ACTION_NAME","","""support_separatism""","""support_separatism""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","THREATEN_NAVAL_HOSTILITIES_COOLDOWN_DAYS","","1825","1825","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","TREATY_ARTICLE_NO_STRAIT_CLOSURE_ARTICLE_TYPE","","""no_strait_closure""","""no_strait_closure""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","TREATY_ARTICLE_NO_TOLLS_ARTICLE_TYPE","","""no_tolls""","""no_tolls""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","TREATY_ARTICLE_STRAIT_ACCESS_ARTICLE_TYPE","","""strait_access""","""strait_access""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","TREATY_ARTICLE_TOLL_EXEMPTION_ARTICLE_TYPE","","""toll_exemption""","""toll_exemption""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","TREATY_THREATEN_HOSTILITIES_DURATION_DAYS","","365","365","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","WAR_OUTCOME_MIN_WARGOAL_IMPACT","","10","10","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","WAR_OUTCOME_VICTORY_MIN_ENFORCEMENT_RATIO","","0.5","0.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NDiplomacy","WAR_OUTCOME_VICTORY_RATIO","","2.0","2.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","BUILDING_WAGES_MIN_EMPLOYEES_FOR_RELEVANT_POP_SIZE_CHECK","","200","200","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","COMPANY_PROSPERITY_POPULARITY_MAX","20","10","10","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","NO","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NEconomy","COMPANY_PROSPERITY_POPULARITY_MIN","-20","0","0","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","NO","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NEconomy","COMPANY_PROSPERITY_POPULARITY_MULTIPLIER","0.2","0.1","0.1","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","NO","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NEconomy","GOODS_DEFAULT_CONVOY_COST_MULTIPLIER","1","","","RENAMED_KEY","REMOVE_RENAMED_SOURCE_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NEconomy|GOODS_DEFAULT_MERCHANT_MARINE_COST_MULTIPLIER"
"NEconomy","GOODS_DEFAULT_MERCHANT_MARINE_COST_MULTIPLIER","","1","1","RENAMED_KEY","ADD_REFERENCE_RENAMED_KEY","NO","NO","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NEconomy|GOODS_DEFAULT_CONVOY_COST_MULTIPLIER"
"NEconomy","MAX_PIRATED_GOODS_PER_HUB","","0.25","0.25","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","MAX_TRADE_ROUTE_ALTERNATIVES","","3","3","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","MERCHANT_MARINE_GOODS_KEY","","""merchant_marine""","""merchant_marine""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","OVERSEAS_INFRASTRUCTURE_CONVOY_COST_MULTIPLIER","2","","","RENAMED_KEY","REMOVE_RENAMED_SOURCE_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NEconomy|OVERSEAS_INFRASTRUCTURE_MERCHANT_MARINE_COST_MULTIPLIER"
"NEconomy","OVERSEAS_INFRASTRUCTURE_MERCHANT_MARINE_COST_MULTIPLIER","","0.1","0.1","RENAMED_KEY","ADD_REFERENCE_RENAMED_KEY","NO","NO","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NEconomy|OVERSEAS_INFRASTRUCTURE_CONVOY_COST_MULTIPLIER"
"NEconomy","PIRACY_SELL_ORDERS_MIN_GOODS","","0.1","0.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","PIRACY_SHIP_SPEED_TO_GOODS_RATIO","","0.003","0.003","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","PIRATED_GOODS_SALE_DISCOUNT","","0.5","0.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","SEA_DISTANCE_EXPECTED_TRAVEL_DISTANCE","","1000","1000","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","SHIPPING_LANE_CONVOY_COST_SCALING","0.1","","","RENAMED_KEY","REMOVE_RENAMED_SOURCE_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NEconomy|SHIPPING_LANE_MERCHANT_MARINE_COST_SCALING"
"NEconomy","SHIPPING_LANE_MERCHANT_MARINE_COST_SCALING","","0.15","0.15","RENAMED_KEY","ADD_REFERENCE_RENAMED_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NEconomy|SHIPPING_LANE_CONVOY_COST_SCALING"
"NEconomy","STRAIT_ACCESS_SETTING_COOLDOWN_MONTHS","","6","6","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","STRAIT_FULL_CONTROL_TRADE_IMPORTANCE_MULT","","1.5","1.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","STRAIT_SETTING_COOLDOWN_GRACE_PERIOD_DAYS","","7","7","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","STRAIT_TOLL_RATE_COOLDOWN_MONTHS","","6","6","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","SUPPLY_NETWORK_SHORTAGE_DECREASE_SPEED","","0.1","0.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","SUPPLY_NETWORK_SHORTAGE_INCREASE_SPEED","","0.1","0.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","SUPPLY_NETWORK_SHORTAGE_PENALTY_MAX","","0.5","0.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","SUPPLY_NETWORK_SHORTAGE_PENALTY_MIN","","0.05","0.05","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","SUPPLY_NETWORK_SHORTAGE_THRESHOLD","","0.5","0.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","TOLL_RATE_HIGH_TOLLS","","0.20","0.20","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","TOLL_RATE_LOW_TOLLS","","0.05","0.05","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","TOLL_RATE_MEDIUM_TOLLS","","0.10","0.10","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","TOLL_RATE_MULTIPLIER_FULL_CONTROL","","2.0","2.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","TOLL_RATE_NO_TOLLS","","0.0","0.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","TRADE_CENTER_ADVANTAGE_NO_INTEREST_FACTOR_EXPORTS","-50","","","OBSOLETE_KEY","REMOVE","NO","NO","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NEconomy","TRADE_CENTER_ADVANTAGE_NO_INTEREST_FACTOR_IMPORTS","0","","","OBSOLETE_KEY","REMOVE","NO","NO","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NEconomy","TRADE_CENTER_PREFERENCE_TOLL_DIVISOR","","0.05","0.05","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","TRADE_CENTER_PRESTIGE_MERCHANT_MARINE_ADVANTAGE_MULT","","0.25","0.25","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NEconomy","WORLD_MARKET_LOCATION","","""x9137A4""","""x9137A4""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NGame","START_DATE","""1776.1.1""","""1836.1.1""","""1776.1.1""","SCENARIO_DATE_DELTA","KEEP","YES","NO","Initial-import line retained; total-conversion descriptor and 1776-dated scenario logic require a 1776 start.","Only proven non-reference define retained."
"NMilitary","ACTIVE_SHIP_LIVING_CREW_PERCENTAGE","","0.1","0.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","AI_FIND_FLEET_EXPECTED_DISTANCE","","25000","25000","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","ARMY_RESUPPLY_SURPLUS","","0.25","0.25","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","BASE_BATTALION_CONVOY_COST","10","","","OBSOLETE_KEY","REMOVE","NO","YES","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NMilitary","BLOCKADE_FORCED_BATTLE_LEVEL","","1.0","1.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","BLOCKADE_SEA_PRESENCE_THRESHOLD","","0.5","0.5","RENAMED_KEY","ADD_REFERENCE_RENAMED_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NMilitary|BLOCKADE_SEA_PRESENCE_TRESHOLD"
"NMilitary","BLOCKADE_SEA_PRESENCE_TRESHOLD","0.5","","","RENAMED_KEY","REMOVE_RENAMED_SOURCE_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NMilitary|BLOCKADE_SEA_PRESENCE_THRESHOLD"
"NMilitary","BLOCKADE_TARGET_STRENGTH_PER_CONVOY","3","","","RENAMED_KEY","REMOVE_RENAMED_SOURCE_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NMilitary|BLOCKADE_TARGET_STRENGTH_PER_MERCHANT_MARINE"
"NMilitary","BLOCKADE_TARGET_STRENGTH_PER_MERCHANT_MARINE","","10","10","RENAMED_KEY","ADD_REFERENCE_RENAMED_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NMilitary|BLOCKADE_TARGET_STRENGTH_PER_CONVOY"
"NMilitary","BLOCKADE_TARGET_STRENGTH_PER_PRODUCED_UNIT","0.15","0.075","0.075","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","YES","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NMilitary","BLOCKADE_TARGET_STRENGTH_PER_TRADED_UNIT","0.1","0.05","0.05","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","YES","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NMilitary","BOMBARDMENT_BUILDING_DAMAGE_BASE_CHANCE","","0.02","0.02","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","BOMBARDMENT_DEVASTATION_MAX","","25.0","25.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","BOMBARDMENT_DEVASTATION_RATE","","0.20","0.20","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","BOMBARDMENT_SEA_PRESENCE_THRESHOLD","","0.1","0.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","COMBAT_UNIT_GROUP_MARINES_GROUP","","""combat_unit_group_marines""","""combat_unit_group_marines""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","COMMANDER_SUFFICIENT_CAPACITY_MULT","","1.5","1.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","COMMANDER_TRAVEL_MAX","","50","50","RENAMED_KEY","ADD_REFERENCE_RENAMED_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NMilitary|GENERAL_TRAVEL_CAP"
"NMilitary","COMMANDER_TRAVEL_MIN","","3","3","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","COMMANDER_TRAVEL_PIXELS_TO_DAYS_SCALE","","0.045","0.045","RENAMED_KEY","ADD_REFERENCE_RENAMED_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NMilitary|GENERAL_TRAVEL_PIXELS_TO_DAYS_SCALE"
"NMilitary","DEFAULT_ARMY_COLOR","","""army_color_6""","""army_color_6""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","DEFAULT_FLEET_COLOR","","""fleet_color_8""","""fleet_color_8""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","DEFAULT_ORDER","","""advance""","""advance""","RENAMED_KEY","ADD_REFERENCE_RENAMED_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NMilitary|DEFAULT_ORDER_GENERAL"
"NMilitary","DEFAULT_ORDER_ADMIRAL","""interception_coast""","","","OBSOLETE_KEY","REMOVE","NO","YES","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NMilitary","DEFAULT_ORDER_GENERAL","""advance""","","","RENAMED_KEY","REMOVE_RENAMED_SOURCE_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NMilitary|DEFAULT_ORDER"
"NMilitary","EMBARKATION_MAX_DOCKED_FLEET_TRAVEL_DAYS","","30","30","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","EMPTY_FLEET_MOVEMENT_SPEED","","100","100","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FLAGSHIP_CHANGE_COOLDOWN_MONTHS","","60","60","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FLAGSHIP_ON_WON_FAIR_COMBAT_POWER_RATIO_THRESHOLD","","0.5","0.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FLEET_GUARANTEED_BATTLE_SIZE","","0.5","0.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FLEET_PRESENCE_DECAY_PER_DAY","","0.02","0.02","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FLEET_PRESENCE_TRANSPORTING_OR_INVADING","","1.0","1.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FLEET_RESUPPLY_SURPLUS","","0.25","0.25","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FLEET_SPOT_BASE_CHANCE","","0.005","0.005","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FLEET_SPOT_SCALING_MULTIPLIER","","0.01","0.01","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
