record_id,tag,formation,source_file,character_scope,general_category,reused_ruler_general,starting_standing_battalions,potential_conscript_battalions,rank_before,base_command_limit_before,explicit_traits,deterministic_command_limit_modifier,reliable_command_limit_before,status_before,action,final_rank,final_base_command_limit,final_reliable_command_limit,standing_capacity_result,conscripts_used_to_select_rank,character_source_file
GEN1776-088,HAI,ArmeeIndigene,01_military_formations_north_america.txt,cleanup2d5_reuse_088,HISTORICAL,YES,20,0,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-089,CUB,MiliciasdeCuba,01_military_formations_north_america.txt,cleanup2d5_reuse_089,HISTORICAL,YES,11,0,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-090,PCO,MiliciasDiciplinadas,01_military_formations_north_america.txt,cleanup2d5_reuse_090,HISTORICAL,YES,7,0,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-091,HBC,cleanup2d3b_hbc_land_1,01_military_formations_north_america.txt,cleanup2d4_general_091,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/01_military_formations_north_america.txt
GEN1776-092,MKT,cleanup2d3b_mkt_land_1,01_military_formations_north_america.txt,cleanup2d4_general_092,HISTORICAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/01_military_formations_north_america.txt
GEN1776-093,BRZ,Exrcito_Imperial_Brasileiro,02_military_formations_south_america.txt,cleanup2d4_general_093,HISTORICAL,NO,4,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/02_military_formations_south_america.txt
GEN1776-094,SC4,Ejrcito_Argentino,02_military_formations_south_america.txt,cleanup2d4_general_094,PROCEDURAL,NO,7,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/02_military_formations_south_america.txt
GEN1776-095,SC2,Ejrcito_del_Ecuador,02_military_formations_south_america.txt,cleanup2d4_general_095,HISTORICAL,NO,7,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/02_military_formations_south_america.txt
GEN1776-096,SC2,Ejrcito_de_la_Nueva_Granada,02_military_formations_south_america.txt,cleanup2d5_reuse_096,HISTORICAL,YES,18,0,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-097,SC2,Ejrcito_de_Venezuela,02_military_formations_south_america.txt,cleanup2d4_general_097,PROCEDURAL,NO,9,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/02_military_formations_south_america.txt
GEN1776-098,TUN,cleanup2d3b_tun_land_1,03_military_formations_north_africa.txt,cleanup2d4_general_098,PROCEDURAL,NO,5,8,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/03_military_formations_north_africa.txt
GEN1776-099,TRI,cleanup2d3b_tri_land_1,03_military_formations_north_africa.txt,cleanup2d4_general_099,PROCEDURAL,NO,6,3,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/03_military_formations_north_africa.txt
GEN1776-100,MAS,Jaish_alMohammadi,03_military_formations_north_africa.txt,cleanup2d4_general_100,HISTORICAL,NO,17,2,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/03_military_formations_north_africa.txt
GEN1776-101,AIT,cleanup2d3b_ait_land_1,03_military_formations_north_africa.txt,cleanup2d4_general_101,PROCEDURAL,NO,1,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/03_military_formations_north_africa.txt
GEN1776-102,CON,cleanup2d3b_con_land_1,03_military_formations_north_africa.txt,cleanup2d5_reuse_102,HISTORICAL,YES,2,4,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-103,DFR,cleanup2d3b_dfr_land_1,03_military_formations_north_africa.txt,cleanup2d4_general_103,PROCEDURAL,NO,2,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/03_military_formations_north_africa.txt
GEN1776-104,MOR,cleanup2d3b_mor_land_1,03_military_formations_north_africa.txt,cleanup2d4_general_104,HISTORICAL,NO,11,15,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/03_military_formations_north_africa.txt
GEN1776-105,TUG,cleanup2d3b_tug_land_1,03_military_formations_north_africa.txt,cleanup2d4_general_105,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/03_military_formations_north_africa.txt
GEN1776-106,IR1,cleanup2d3e_r1_ir1_land_1,04_military_formations_middle_east.txt,cleanup2d4_general_106,HISTORICAL,NO,10,9,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/04_military_formations_middle_east.txt
GEN1776-107,TUR,cleanup2d3b_tur_land_1,04_military_formations_middle_east.txt,cleanup2d4_general_107,PROCEDURAL,NO,18,139,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/04_military_formations_middle_east.txt
GEN1776-108,TUR,cleanup2d3b_tur_land_2,04_military_formations_middle_east.txt,cleanup2d4_general_108,PROCEDURAL,NO,16,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/04_military_formations_middle_east.txt
GEN1776-109,TUR,cleanup2d3b_tur_land_3,04_military_formations_middle_east.txt,cleanup2d4_general_109,PROCEDURAL,NO,16,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/04_military_formations_middle_east.txt
GEN1776-110,TUR,cleanup2d3b_tur_land_4,04_military_formations_middle_east.txt,cleanup2d4_general_110,PROCEDURAL,NO,15,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/04_military_formations_middle_east.txt
GEN1776-111,OMA,cleanup2d3e_r1_oma_land_1,04_military_formations_middle_east.txt,cleanup2d4_general_111,PROCEDURAL,NO,10,3,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/04_military_formations_middle_east.txt
GEN1776-112,PER,cleanup2d3e_r1_per_land_1,04_military_formations_middle_east.txt,cleanup2d4_general_112,HISTORICAL,NO,32,38,commander_rank_1,30,NONE,NONE,30,INSUFFICIENT,PROMOTE_TO_COMMANDER_RANK_2,commander_rank_2,60,60,PASS,NO,common/history/military_formations/04_military_formations_middle_east.txt
GEN1776-113,DUR,cleanup2d3e_r1_dur_land_1,04_military_formations_middle_east.txt,cleanup2d5_reuse_113,HISTORICAL,YES,23,63,commander_rank_ruler,50,meticulous|experienced_political_operator|brave,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/dur.txt
GEN1776-114,DUR,cleanup2d3e_r1_dur_land_2,04_military_formations_middle_east.txt,cleanup2d4_general_114,PROCEDURAL,NO,22,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/04_military_formations_middle_east.txt
GEN1776-115,ARB,cleanup2d3e_r1_arb_land_1,04_military_formations_middle_east.txt,cleanup2d4_general_115,PROCEDURAL,NO,4,2,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/04_military_formations_middle_east.txt
GEN1776-116,HDJ,cleanup2d3b_hdj_land_1,04_military_formations_middle_east.txt,cleanup2d5_reuse_116,HISTORICAL,YES,4,2,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-117,ZAI,cleanup2d3b_zai_land_1,04_military_formations_middle_east.txt,cleanup2d4_general_117,PROCEDURAL,NO,2,4,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/04_military_formations_middle_east.txt
GEN1776-118,PAN,FaujiKhas,05_military_formations_india.txt,cleanup2d5_reuse_118,HISTORICAL,YES,23,13,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-119,PAN,FaujiAin,05_military_formations_india.txt,cleanup2d4_general_119,PROCEDURAL,NO,22,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-120,BIC,cleanup2d3b_bic_land_2,05_military_formations_india.txt,cleanup2d4_general_120,HISTORICAL,NO,16,45,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-121,BIC,cleanup2d3b_bic_land_3,05_military_formations_india.txt,cleanup2d4_general_121,HISTORICAL,NO,9,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-122,BIC,Bengal_Army,05_military_formations_india.txt,cleanup2d4_general_122,HISTORICAL,NO,30,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-123,HYD,sarf_e_khas,05_military_formations_india.txt,cleanup2d4_general_123,PROCEDURAL,NO,28,14,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-124,AWA,OudhRoyalArmy,05_military_formations_india.txt,cleanup2d4_general_124,PROCEDURAL,NO,36,7,commander_rank_1,30,NONE,NONE,30,INSUFFICIENT,PROMOTE_TO_COMMANDER_RANK_2,commander_rank_2,60,60,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-125,MARATH,cleanup2d3b_marath_land_2,05_military_formations_india.txt,cleanup2d4_general_125,HISTORICAL,NO,21,79,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-126,MARATH,cleanup2d3b_marath_land_1,05_military_formations_india.txt,cleanup2d4_general_126,HISTORICAL,NO,24,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-127,GWA,GwaliorArmy,05_military_formations_india.txt,cleanup2d5_reuse_127,HISTORICAL,YES,30,17,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-128,NAG,NagpurArmy,05_military_formations_india.txt,cleanup2d5_reuse_128,HISTORICAL,YES,16,12,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-129,MYS,cleanup2d3b_mys_land_2,05_military_formations_india.txt,cleanup2d5_reuse_129,HISTORICAL,YES,16,10,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2b1 - major rulers 1776.txt
GEN1776-130,MYS,cleanup2d3b_mys_land_1,05_military_formations_india.txt,cleanup2d4_general_130,HISTORICAL,NO,16,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-131,COO,CoochBeharArmy,05_military_formations_india.txt,cleanup2d4_general_131,PROCEDURAL,NO,2,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-132,GAR,GarhwalArmy,05_military_formations_india.txt,cleanup2d4_general_132,PROCEDURAL,NO,2,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-133,SAT,SataraArmy,05_military_formations_india.txt,cleanup2d4_general_133,PROCEDURAL,NO,2,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-134,KHP,KolhapurArmy,05_military_formations_india.txt,cleanup2d4_general_134,PROCEDURAL,NO,4,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-135,KNO,KurnoolArmy,05_military_formations_india.txt,cleanup2d4_general_135,PROCEDURAL,NO,5,2,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-136,BHV,BhavnagarArmy,05_military_formations_india.txt,cleanup2d4_general_136,PROCEDURAL,NO,3,4,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-137,PUD,PudukottaiArmy,05_military_formations_india.txt,cleanup2d4_general_137,PROCEDURAL,NO,2,3,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-138,JEY,JeyporeArmy,05_military_formations_india.txt,cleanup2d4_general_138,PROCEDURAL,NO,3,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-139,COC,CochinArmy,05_military_formations_india.txt,cleanup2d4_general_139,PROCEDURAL,NO,2,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-140,TRA,TravancoreArmy,05_military_formations_india.txt,cleanup2d4_general_140,HISTORICAL,NO,7,2,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-141,SIN,SindhArmy,05_military_formations_india.txt,cleanup2d4_general_141,PROCEDURAL,NO,17,12,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-142,MUG,MughalArmy,05_military_formations_india.txt,cleanup2d4_general_142,HISTORICAL,NO,2,3,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/05_military_formations_india.txt
GEN1776-143,CHI,cleanup2d3b_chi_land_1,06_military_formations_asia.txt,cleanup2d4_general_143,HISTORICAL,NO,37,150,commander_rank_1,30,NONE,NONE,30,INSUFFICIENT,PROMOTE_TO_COMMANDER_RANK_2,commander_rank_2,60,60,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-144,CHI,cleanup2d3b_chi_land_2,06_military_formations_asia.txt,cleanup2d4_general_144,HISTORICAL,NO,37,0,commander_rank_1,30,NONE,NONE,30,INSUFFICIENT,PROMOTE_TO_COMMANDER_RANK_2,commander_rank_2,60,60,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-145,CHI,cleanup2d3b_chi_land_3,06_military_formations_asia.txt,cleanup2d4_general_145,HISTORICAL,NO,37,0,commander_rank_1,30,NONE,NONE,30,INSUFFICIENT,PROMOTE_TO_COMMANDER_RANK_2,commander_rank_2,60,60,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-146,CHI,cleanup2d3b_chi_land_4,06_military_formations_asia.txt,cleanup2d4_general_146,HISTORICAL,NO,37,0,commander_rank_1,30,NONE,NONE,30,INSUFFICIENT,PROMOTE_TO_COMMANDER_RANK_2,commander_rank_2,60,60,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-147,CHI,cleanup2d3b_chi_land_5,06_military_formations_asia.txt,cleanup2d4_general_147,HISTORICAL,NO,36,0,commander_rank_1,30,NONE,NONE,30,INSUFFICIENT,PROMOTE_TO_COMMANDER_RANK_2,commander_rank_2,60,60,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-148,CHI,cleanup2d3b_chi_land_6,06_military_formations_asia.txt,cleanup2d4_general_148,HISTORICAL,NO,36,0,commander_rank_1,30,NONE,NONE,30,INSUFFICIENT,PROMOTE_TO_COMMANDER_RANK_2,commander_rank_2,60,60,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-149,CHI,cleanup2d3b_chi_land_7,06_military_formations_asia.txt,cleanup2d4_general_149,HISTORICAL,NO,35,0,commander_rank_1,30,NONE,NONE,30,INSUFFICIENT,PROMOTE_TO_COMMANDER_RANK_2,commander_rank_2,60,60,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-150,CHI,cleanup2d3b_chi_land_8,06_military_formations_asia.txt,cleanup2d4_general_150,HISTORICAL,NO,35,0,commander_rank_1,30,NONE,NONE,30,INSUFFICIENT,PROMOTE_TO_COMMANDER_RANK_2,commander_rank_2,60,60,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-151,DEI,Koninklijk_Nederlandsch_Indisch_Leger,06_military_formations_asia.txt,cleanup2d4_general_151,PROCEDURAL,NO,12,18,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-152,BUR,tatmadaw,06_military_formations_asia.txt,cleanup2d4_general_152,HISTORICAL,NO,30,36,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-153,PHI,ejercito_de_filipinas,06_military_formations_asia.txt,cleanup2d5_reuse_153,HISTORICAL,YES,7,0,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-154,JAP,Edo_Guard_Army,06_military_formations_asia.txt,cleanup2d4_general_154,PROCEDURAL,NO,21,70,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-155,JAP,Kinai_Guard_Army,06_military_formations_asia.txt,cleanup2d4_general_155,HISTORICAL,NO,21,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-156,ACE,cleanup2d3b_ace_land_1,06_military_formations_asia.txt,cleanup2d4_general_156,PROCEDURAL,NO,2,2,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-157,BAL,cleanup2d3b_bal_land_1,06_military_formations_asia.txt,cleanup2d4_general_157,PROCEDURAL,NO,4,8,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-158,BLG,cleanup2d3b_blg_land_1,06_military_formations_asia.txt,cleanup2d4_general_158,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-159,BNJ,cleanup2d3b_bnj_land_1,06_military_formations_asia.txt,cleanup2d4_general_159,PROCEDURAL,NO,2,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-160,BRU,cleanup2d3b_bru_land_1,06_military_formations_asia.txt,cleanup2d4_general_160,PROCEDURAL,NO,1,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-161,BTN,cleanup2d3b_btn_land_1,06_military_formations_asia.txt,cleanup2d4_general_161,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-162,CAM,cleanup2d3b_cam_land_1,06_military_formations_asia.txt,cleanup2d4_general_162,PROCEDURAL,NO,6,7,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-163,CHP,cleanup2d3b_chp_land_1,06_military_formations_asia.txt,cleanup2d4_general_163,PROCEDURAL,NO,1,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-164,CMI,cleanup2d3b_cmi_land_1,06_military_formations_asia.txt,cleanup2d4_general_164,PROCEDURAL,NO,4,8,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-165,JMB,cleanup2d3b_jmb_land_1,06_military_formations_asia.txt,cleanup2d4_general_165,PROCEDURAL,NO,2,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-166,JOH,cleanup2d3b_joh_land_1,06_military_formations_asia.txt,cleanup2d4_general_166,HISTORICAL,NO,2,3,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-167,KTI,cleanup2d3b_kti_land_1,06_military_formations_asia.txt,cleanup2d4_general_167,PROCEDURAL,NO,1,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-168,LAN,cleanup2d3b_lan_land_1,06_military_formations_asia.txt,cleanup2d4_general_168,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-169,LUA,cleanup2d3b_lua_land_1,06_military_formations_asia.txt,cleanup2d4_general_169,PROCEDURAL,NO,3,3,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-170,MGD,cleanup2d3b_mgd_land_1,06_military_formations_asia.txt,cleanup2d4_general_170,PROCEDURAL,NO,2,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-171,PON,cleanup2d3b_pon_land_1,06_military_formations_asia.txt,cleanup2d4_general_171,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-172,PRK,cleanup2d3b_prk_land_1,06_military_formations_asia.txt,cleanup2d4_general_172,PROCEDURAL,NO,2,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-173,SAK,cleanup2d3b_sak_land_1,06_military_formations_asia.txt,cleanup2d4_general_173,PROCEDURAL,NO,2,2,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-174,SEL,cleanup2d3b_sel_land_1,06_military_formations_asia.txt,cleanup2d4_general_174,PROCEDURAL,NO,2,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-175,SIA,cleanup2d3b_sia_land_1,06_military_formations_asia.txt,cleanup2d4_general_175,HISTORICAL,NO,18,34,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-176,SMB,cleanup2d3b_smb_land_1,06_military_formations_asia.txt,cleanup2d4_general_176,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
