tag,country_name,domain,action,old_formation,new_formation,old_scope,new_scope,hq,unit_type,old_unit_count,new_unit_count,infantry,cavalry,artillery,other_land,frigates,ships_of_the_line,other_ships,manpower_or_crew,commander_preserved,commander_reassignment_required_2d4,cross_reference_risk,plan_row_match,static_result,notes
ISQ,Isaaq,land,CREATE,,Modeled 1776 Field Force 1,,,region_east_africa,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_94,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_west_africa lacked direct ISQ territory
JAP,Japan,land,MERGE,Edo_Guard_Army;Kyushu_Guard_Army,Edo_Guard_Army,,,region_northeast_asia,combat_unit_type_dragoons=2;combat_unit_type_irregular_infantry=19,38,21,19,2,0,0,0,0,0,21000,NO,NO,NONE_STATIC,ROW_95,PASS,Merged source formations; all technical scopes preserved
JAP,Japan,land,MERGE,Kinai_Guard_Army,Kinai_Guard_Army,,,region_northeast_asia,combat_unit_type_dragoons=2;combat_unit_type_irregular_infantry=19,20,21,19,2,0,0,0,0,0,21000,NO,NO,NONE_STATIC,ROW_96,PASS,
JEY,Jeypore,land,RESIZE,JeyporeArmy,JeyporeArmy,,,region_south_india,combat_unit_type_irregular_infantry=2;combat_unit_type_lancers=1,4,3,2,1,0,0,0,0,0,3000,NO,NO,NONE_STATIC,ROW_97,PASS,
JMB,Jambi,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=2,0,2,2,0,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_98,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct JMB territory
JOH,Johore,land,CREATE,,Modeled 1776 Field Force 1,,,region_indochina,combat_unit_type_irregular_infantry=2,0,2,2,0,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_99,PASS,
KHI,Khiva,land,CREATE,,Modeled 1776 Field Force 1,,,region_central_asia,combat_unit_type_dragoons=4;combat_unit_type_irregular_infantry=4,0,8,4,4,0,0,0,0,0,8000,NO,NO,NONE_STATIC,ROW_100,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_greater_persia lacked direct KHI territory
KHP,Kolhapur,land,RESIZE,KolhapurArmy,KolhapurArmy,,,region_south_india,combat_unit_type_lancers=1;combat_unit_type_line_infantry=3,5,4,3,1,0,0,0,0,0,4000,NO,NO,NONE_STATIC,ROW_101,PASS,
KNO,Kurnool,land,RESIZE,KurnoolArmy,KurnoolArmy,,,region_south_india,combat_unit_type_irregular_infantry=3;combat_unit_type_lancers=1;combat_unit_type_line_infantry=1,7,5,3,1,0,1,0,0,0,5000,NO,NO,NONE_STATIC,ROW_102,PASS,
KOK,Kokand,land,CREATE,,Modeled 1776 Field Force 1,,,region_central_asia,combat_unit_type_dragoons=4;combat_unit_type_irregular_infantry=4,0,8,4,4,0,0,0,0,0,8000,NO,NO,NONE_STATIC,ROW_103,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_greater_persia lacked direct KOK territory
KON,Kongo,land,CREATE,,Modeled 1776 Field Force 1,,,region_equatorial_africa,combat_unit_type_dragoons=1;combat_unit_type_irregular_infantry=1,0,2,1,1,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_104,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_west_africa lacked direct KON territory
KOR,Korea,land,CREATE,,Modeled 1776 Field Force 1,,,region_northeast_asia,combat_unit_type_dragoons=2;combat_unit_type_irregular_infantry=16,0,18,16,2,0,0,0,0,0,18000,NO,NO,NONE_STATIC,ROW_105,PASS,
KRG,Karagwe,land,CREATE,,Modeled 1776 Field Force 1,,,region_east_africa,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_106,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_west_africa lacked direct KRG territory
KRT,Kaarta,land,CREATE,,Modeled 1776 Field Force 1,,,region_west_africa,combat_unit_type_dragoons=1;combat_unit_type_irregular_infantry=3,0,4,3,1,0,0,0,0,0,4000,NO,NO,NONE_STATIC,ROW_107,PASS,
KTI,Kutai,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_108,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct KTI territory
KZH,Kishi Zhuz,land,CREATE,,Modeled 1776 Field Force 1,,,region_central_asia,combat_unit_type_dragoons=1,0,1,0,1,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_109,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_greater_persia lacked direct KZH territory
LAN,Lanfang,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_110,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct LAN territory
LUA,Luang Prabang,land,CREATE,,Modeled 1776 Field Force 1,,,region_indochina,combat_unit_type_irregular_infantry=3,0,3,2,0,0,1,0,0,0,3000,NO,NO,NONE_STATIC,ROW_111,PASS,
LUB,Lübeck,land,KEEP,Lubecker_Militar,Lubecker_Militar,,,region_central_europe,combat_unit_type_irregular_infantry=1,1,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_112,PASS,
LUC,Lucca,land,KEEP,Esercito_Ducale,Esercito_Ducale,,,region_southern_europe,combat_unit_type_irregular_infantry=1,1,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_113,PASS,
LUX,Luxembourg,land,KEEP,Luxemburger_Miliz,Luxemburger_Miliz,,,region_western_europe,combat_unit_type_irregular_infantry=2;combat_unit_type_line_infantry=1,3,3,2,0,0,1,0,0,0,3000,NO,NO,NONE_STATIC,ROW_114,PASS,
MAD,Madagascar,land,CREATE,,Modeled 1776 Field Force 1,,,region_east_africa,combat_unit_type_dragoons=2;combat_unit_type_irregular_infantry=6,0,8,6,2,0,0,0,0,0,8000,NO,NO,NONE_STATIC,ROW_115,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_west_africa lacked direct MAD territory
MARATH,Maratha Confederacy,land,SPLIT,OudhRoyalArmy,Confederal Core Army,,,region_north_india,combat_unit_type_cannon_artillery=2;combat_unit_type_irregular_infantry=14;combat_unit_type_lancers=8,59,24,14,8,2,0,0,0,0,24000,NO,NO,NONE_STATIC,ROW_116,PASS,
MARATH,Maratha Confederacy,land,CREATE,,Deccan Mobile Force,,,region_south_india,combat_unit_type_cannon_artillery=1;combat_unit_type_irregular_infantry=13;combat_unit_type_lancers=7,0,21,13,7,1,0,0,0,0,21000,NO,NO,NONE_STATIC,ROW_117,PASS,
MAS,Mascara,land,RESIZE,Jaish_alMohammadi,Jaish_alMohammadi,,,region_north_africa,combat_unit_type_cannon_artillery=1;combat_unit_type_hussars=6;combat_unit_type_irregular_infantry=10,23,17,10,6,1,0,0,0,0,17000,NO,NO,NONE_STATIC,ROW_118,PASS,
MBS,Mombasa,land,CREATE,,Modeled 1776 Field Force 1,,,region_east_africa,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_119,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_west_africa lacked direct MBS territory
MEC,Mecklenburg-Schwerin,land,RESIZE,Groherzoglich_MecklenburgischSchwerinsche_Armee,Groherzoglich_MecklenburgischSchwerinsche_Armee,,,region_central_europe,combat_unit_type_dragoons=1;combat_unit_type_line_infantry=4,6,5,4,1,0,0,0,0,0,5000,NO,NO,NONE_STATIC,ROW_120,PASS,
MEI,Saxe-Meiningen,land,CREATE,,Modeled 1776 Field Force 1,,,region_central_europe,combat_unit_type_line_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_121,PASS,
MGD,Maguindanao,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=2,0,2,2,0,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_122,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct MGD territory
MJT,Majerteen,land,CREATE,,Modeled 1776 Field Force 1,,,region_east_africa,combat_unit_type_dragoons=1;combat_unit_type_irregular_infantry=2,0,3,2,1,0,0,0,0,0,3000,NO,NO,NONE_STATIC,ROW_123,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_west_africa lacked direct MJT territory
MKT,Miskitia,land,CREATE,,Modeled 1776 Field Force 1,,,region_central_america,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_124,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_atlantic_coast lacked direct MKT territory
MOD,Modena,land,KEEP,Esercito_del_Ducato_di_Modena_e_Reggio,Esercito_del_Ducato_di_Modena_e_Reggio,,,region_southern_europe,combat_unit_type_dragoons=1;combat_unit_type_line_infantry=3,4,4,3,1,0,0,0,0,0,4000,NO,NO,NONE_STATIC,ROW_125,PASS,
MOL,Moldavia,land,KEEP,Armata_Principatului_Moldovei,Armata_Principatului_Moldovei,,,region_balkans,combat_unit_type_hussars=1;combat_unit_type_line_infantry=2,3,3,2,0,0,1,0,0,0,3000,NO,NO,NONE_STATIC,ROW_126,PASS,
MON,Montenegro,land,RESIZE,Montengrin_Raiders,Montengrin_Raiders,,,region_balkans,combat_unit_type_hussars=1;combat_unit_type_line_infantry=5,7,6,5,1,0,0,0,0,0,6000,NO,NO,NONE_STATIC,ROW_127,PASS,
MOR,Morocco,land,CREATE,,Modeled 1776 Field Force 1,,,region_north_africa,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=4;combat_unit_type_irregular_infantry=6,0,11,6,4,1,0,0,0,0,11000,NO,NO,NONE_STATIC,ROW_128,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_near_east lacked direct MOR territory
MSN,Massina,land,CREATE,,Modeled 1776 Field Force 1,,,region_west_africa,combat_unit_type_dragoons=2;combat_unit_type_irregular_infantry=6,0,8,6,2,0,0,0,0,0,8000,NO,NO,NONE_STATIC,ROW_129,PASS,
MST,Mecklenburg-Strelitz,land,CREATE,,Modeled 1776 Field Force 1,,,region_central_europe,combat_unit_type_line_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_130,PASS,
MUG,Hindustan,land,RESIZE,MughalArmy,MughalArmy,,,region_north_india,combat_unit_type_hussars=1;combat_unit_type_irregular_infantry=1,3,2,1,1,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_131,PASS,
MYS,Mysore,land,SPLIT,MysoreArmy,Mysore Field Army,,,region_south_india,combat_unit_type_cannon_artillery=2;combat_unit_type_lancers=3;combat_unit_type_line_infantry=11,7,16,11,3,2,0,0,0,0,16000,NO,NO,NONE_STATIC,ROW_132,PASS,
MYS,Mysore,land,CREATE,,Mysore Garrison and Artillery Command,,,region_south_india,combat_unit_type_cannon_artillery=2;combat_unit_type_lancers=3;combat_unit_type_line_infantry=11,0,16,11,3,2,0,0,0,0,16000,NO,NO,NONE_STATIC,ROW_133,PASS,
NAG,Nagpur,land,RESIZE,NagpurArmy,NagpurArmy,,,region_north_india,combat_unit_type_cannon_artillery=1;combat_unit_type_irregular_infantry=10;combat_unit_type_lancers=4;combat_unit_type_line_infantry=1,21,16,10,4,1,1,0,0,0,16000,NO,NO,NONE_STATIC,ROW_134,PASS,
NAS,Nassau,land,KEEP,Herzoglich_Nassauische_Armee,Herzoglich_Nassauische_Armee,,,region_central_europe,combat_unit_type_cannon_artillery=1;combat_unit_type_line_infantry=2,3,3,2,0,0,1,0,0,0,3000,NO,NO,NONE_STATIC,ROW_135,PASS,
NEP,Nepal,land,CREATE,,Modeled 1776 Field Force 1,,,region_himalayas,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=4;combat_unit_type_irregular_infantry=9,0,14,9,4,1,0,0,0,0,14000,NO,NO,NONE_STATIC,ROW_136,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_north_india lacked direct NEP territory
NET,Netherlands,land,MERGE,Koninklijk_Nederlands_Leger;korps_mariniers,Koninklijk_Nederlands_Leger,,,region_western_europe,combat_unit_type_cannon_artillery=2;combat_unit_type_dragoons=4;combat_unit_type_line_infantry=18,24,24,18,4,2,0,0,0,0,24000,NO,NO,NONE_STATIC,ROW_137,PASS,Merged source formations; all technical scopes preserved
OLD,Oldenburg,land,KEEP,Groherzoglich_Oldenburgische_Armee,Groherzoglich_Oldenburgische_Armee,,,region_central_europe,combat_unit_type_cannon_artillery=1;combat_unit_type_line_infantry=2,3,3,2,0,0,1,0,0,0,3000,NO,NO,NONE_STATIC,ROW_138,PASS,
OMA,Oman,land,KEEP,<unnamed@275>,<unnamed@275>,,,region_greater_persia,combat_unit_type_cannon_artillery=1;combat_unit_type_hussars=3;combat_unit_type_irregular_infantry=6,10,10,6,3,1,0,0,0,0,10000,NO,NO,NONE_STATIC,ROW_139,PASS,
OYO,Oyo,land,CREATE,,Modeled 1776 Field Force 1,,,region_west_africa,combat_unit_type_dragoons=5;combat_unit_type_irregular_infantry=7,0,12,7,5,0,0,0,0,0,12000,NO,NO,NONE_STATIC,ROW_140,PASS,
OZH,Orta Zhuz,land,CREATE,,Modeled 1776 Field Force 1,,,region_central_asia,combat_unit_type_dragoons=1,0,1,0,1,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_141,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_greater_persia lacked direct OZH territory
PAN,Punjab,land,MERGE,FaujiKhas;FaujiBe_Qawaid,FaujiKhas,qawaid_army,qawaid_army,region_north_india,combat_unit_type_cannon_artillery=2;combat_unit_type_dragoons=7;combat_unit_type_irregular_infantry=14,37,23,14,7,2,0,0,0,0,23000,YES,NO,NONE_STATIC,ROW_142,PASS,Merged source formations; all technical scopes preserved
PAN,Punjab,land,MERGE,FaujiAin,FaujiAin,,,region_north_india,combat_unit_type_cannon_artillery=1;combat_unit_type_cuirassiers=7;combat_unit_type_irregular_infantry=14,49,22,14,7,1,0,0,0,0,22000,NO,NO,NONE_STATIC,ROW_143,PASS,
PAP,Papal States,land,RESIZE,Esercito_dello_Stato_della_Chiesa,Esercito_dello_Stato_della_Chiesa,,,region_southern_europe,combat_unit_type_dragoons=1;combat_unit_type_line_infantry=5,7,6,5,1,0,0,0,0,0,6000,NO,NO,NONE_STATIC,ROW_144,PASS,
PAR,Parma,land,KEEP,Truppe_Reali_Parmensi,Truppe_Reali_Parmensi,,,region_southern_europe,combat_unit_type_dragoons=1;combat_unit_type_line_infantry=2,3,3,2,0,0,1,0,0,0,3000,NO,NO,NONE_STATIC,ROW_145,PASS,
PCO,Puerto Rico,land,STRUCTURAL_DEFER,MiliciasDiciplinadas,MiliciasDiciplinadas,,,region_central_america,combat_unit_type_dragoons=1;combat_unit_type_line_infantry=6,7,7,0,0,0,0,0,0,0,7000,NO,NO,NONE_STATIC,ROW_146,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
PER,Persia,land,MERGE,<unnamed@300>;<unnamed@342>,<unnamed@300>,,,region_greater_persia,combat_unit_type_cannon_artillery=2;combat_unit_type_hussars=10;combat_unit_type_irregular_infantry=20,85,32,20,10,2,0,0,0,0,32000,NO,NO,NONE_STATIC,ROW_147,PASS,Merged source formations; all technical scopes preserved
PHI,Philippines,land,STRUCTURAL_DEFER,ejercito_de_filipinas,ejercito_de_filipinas,,,region_indonesia,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=1;combat_unit_type_irregular_infantry=2;combat_unit_type_line_infantry=3,7,7,0,0,0,0,0,0,0,7000,NO,NO,NONE_STATIC,ROW_148,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
PLC,Poland-Lithuania,land,RESIZE,<unnamed@55>,<unnamed@55>,polish_Armeee,polish_Armeee,region_eastern_europe,combat_unit_type_cannon_artillery=1;combat_unit_type_hussars=5;combat_unit_type_irregular_infantry=10,49,16,10,5,1,0,0,0,0,16000,YES,NO,NONE_STATIC,ROW_149,PASS,
PON,Pontianak,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_150,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct PON territory
POR,Portugal,land,KEEP,Exercito_Portugues,Exercito_Portugues,,,region_southern_europe,combat_unit_type_cannon_artillery=2;combat_unit_type_hussars=4;combat_unit_type_line_infantry=18,24,24,18,4,2,0,0,0,0,24000,NO,NO,NONE_STATIC,ROW_151,PASS,
PRK,Perak,land,CREATE,,Modeled 1776 Field Force 1,,,region_indochina,combat_unit_type_irregular_infantry=2,0,2,2,0,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_152,PASS,
PRU,Prussia,land,RESIZE,2_Armee,First Army,2_Armee,2_Armee,region_central_europe,combat_unit_type_cannon_artillery=3;combat_unit_type_cuirassiers=8;combat_unit_type_line_infantry=29,52,40,29,8,3,0,0,0,0,40000,YES,NO,NONE_STATIC,ROW_153,PASS,
PRU,Prussia,land,RESIZE,Main_Armee,Second Army,main_Armee,main_Armee,region_central_europe,combat_unit_type_cannon_artillery=3;combat_unit_type_lancers=8;combat_unit_type_line_infantry=29,14,40,29,8,3,0,0,0,0,40000,YES,NO,NONE_STATIC,ROW_154,PASS,
PRU,Prussia,land,RESIZE,Elbe_Armee,Third Army,Elbe_Armee,Elbe_Armee,region_central_europe,combat_unit_type_cannon_artillery=3;combat_unit_type_hussars=7;combat_unit_type_line_infantry=29,14,39,29,7,3,0,0,0,0,39000,YES,NO,NONE_STATIC,ROW_155,PASS,
PRU,Prussia,land,RESIZE,1_Armee,Garrison and Reserve Command,,,region_central_europe,combat_unit_type_cannon_artillery=3;combat_unit_type_hussars=7;combat_unit_type_line_infantry=29,42,39,29,7,3,0,0,0,0,39000,NO,NO,NONE_STATIC,ROW_156,PASS,
PUD,Pudukottai,land,KEEP,PudukottaiArmy,PudukottaiArmy,,,region_south_india,combat_unit_type_irregular_infantry=1;combat_unit_type_lancers=1,2,2,1,1,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_157,PASS,
RUS,Russia,land,MERGE,Otdelniy_Gvardeyskiy_Korpus;Otdelniy_Grenaderskiy_Korpus,Guards and Western Army,gvardeyskiy_korpus_army;grenaderskiy_korpus,gvardeyskiy_korpus_army;grenaderskiy_korpus,region_russia,combat_unit_type_cannon_artillery=4;combat_unit_type_cuirassiers=9;combat_unit_type_line_infantry=31,61,44,31,9,4,0,0,0,0,44000,YES,NO,NONE_STATIC,ROW_158,PASS,Merged source formations; all technical scopes preserved
RUS,Russia,land,MERGE,2y_Pekhotniy_Korpus;1y_Pekhotniy_Korpus,First Field Army,ii_pekhotniy_korpus,ii_pekhotniy_korpus,region_russia,combat_unit_type_cannon_artillery=4;combat_unit_type_cuirassiers=9;combat_unit_type_line_infantry=31,49,44,31,9,4,0,0,0,0,44000,YES,NO,NONE_STATIC,ROW_159,PASS,Merged source formations; all technical scopes preserved
RUS,Russia,land,MERGE,3y_Pekhotniy_Korpus,Second Field Army,iii_pekhotniy_korpus,iii_pekhotniy_korpus,region_russia,combat_unit_type_cannon_artillery=4;combat_unit_type_dragoons=8;combat_unit_type_line_infantry=31,18,43,31,8,4,0,0,0,0,43000,YES,NO,NONE_STATIC,ROW_160,PASS,
RUS,Russia,land,MERGE,4y_Pekhotniy_Korpus,Southern Frontier Army,iiii_pekhotniy_korpus,iiii_pekhotniy_korpus,region_balkans,combat_unit_type_cannon_artillery=3;combat_unit_type_lancers=8;combat_unit_type_line_infantry=31,20,42,31,8,3,0,0,0,0,42000,YES,NO,NONE_STATIC,ROW_161,PASS,
RUS,Russia,land,MERGE,5y_Pekhotniy_Korpus,Siberian and Eastern Garrisons,v_pekhotniy_korpus,v_pekhotniy_korpus,region_siberia,combat_unit_type_cannon_artillery=3;combat_unit_type_lancers=8;combat_unit_type_line_infantry=31,28,42,31,8,3,0,0,0,0,42000,YES,NO,NONE_STATIC,ROW_162,PASS,
RWD,Rwanda,land,CREATE,,Modeled 1776 Field Force 1,,,region_east_africa,combat_unit_type_dragoons=1;combat_unit_type_irregular_infantry=1,0,2,1,1,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_163,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_west_africa lacked direct RWD territory
SAK,Siak,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=2,0,2,2,0,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_164,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct SAK territory
SAR,Sardinia-Piedmont,land,MERGE,I_Corpo_dArmata;II_Corpo_dArmata,I_Corpo_dArmata,,,region_southern_europe,combat_unit_type_cannon_artillery=2;combat_unit_type_dragoons=3;combat_unit_type_line_infantry=14,21,19,14,3,2,0,0,0,0,19000,NO,NO,NONE_STATIC,ROW_165,PASS,Merged source formations; all technical scopes preserved
SAT,Satara,land,RESIZE,SataraArmy,SataraArmy,,,region_south_india,combat_unit_type_lancers=1;combat_unit_type_line_infantry=1,3,2,1,1,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_166,PASS,
SAX,Saxony,land,RESIZE,Kniglich_Schsische_Armee,Kniglich_Schsische_Armee,,,region_central_europe,combat_unit_type_cannon_artillery=2;combat_unit_type_lancers=3;combat_unit_type_line_infantry=17,11,22,17,3,2,0,0,0,0,22000,NO,NO,NONE_STATIC,ROW_167,PASS,
SC2,Nueva Granada,land,STRUCTURAL_DEFER,Ejrcito_del_Ecuador,Ejrcito_del_Ecuador,,,region_andes,combat_unit_type_cuirassiers=1;combat_unit_type_irregular_infantry=2;combat_unit_type_line_infantry=4,7,7,0,0,0,0,0,0,0,7000,NO,NO,NONE_STATIC,ROW_168,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
SC2,Nueva Granada,land,STRUCTURAL_DEFER,Ejrcito_de_la_Nueva_Granada,Ejrcito_de_la_Nueva_Granada,,,region_gran_colombia,combat_unit_type_cuirassiers=2;combat_unit_type_irregular_infantry=4;combat_unit_type_line_infantry=12,18,18,0,0,0,0,0,0,0,18000,NO,NO,NONE_STATIC,ROW_169,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
SC2,Nueva Granada,land,STRUCTURAL_DEFER,Ejrcito_de_Venezuela,Ejrcito_de_Venezuela,,,region_gran_colombia,combat_unit_type_cuirassiers=2;combat_unit_type_line_infantry=7,9,9,0,0,0,0,0,0,0,9000,NO,NO,NONE_STATIC,ROW_170,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
SC4,Río de la Plata,land,STRUCTURAL_DEFER,Ejrcito_Argentino,Ejrcito_Argentino,,,region_la_plata,combat_unit_type_cuirassiers=1;combat_unit_type_line_infantry=6,7,7,0,0,0,0,0,0,0,7000,NO,NO,NONE_STATIC,ROW_171,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
SCH,Schleswig,land,KEEP,Schleswigsche_Armee,Schleswigsche_Armee,,,region_central_europe,combat_unit_type_line_infantry=2,2,2,2,0,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_172,PASS,
SCW,Schwarzburg,land,CREATE,,Modeled 1776 Field Force 1,,,region_central_europe,combat_unit_type_line_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_173,PASS,
SEL,Selangor,land,CREATE,,Modeled 1776 Field Force 1,,,region_indochina,combat_unit_type_irregular_infantry=2,0,2,2,0,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_174,PASS,
SGU,Segou,land,CREATE,,Modeled 1776 Field Force 1,,,region_west_africa,combat_unit_type_dragoons=1;combat_unit_type_irregular_infantry=3,0,4,3,1,0,0,0,0,0,4000,NO,NO,NONE_STATIC,ROW_175,PASS,
SIA,Siam,land,CREATE,,Modeled 1776 Field Force 1,,,region_indochina,combat_unit_type_cannon_artillery=1;combat_unit_type_irregular_infantry=14;combat_unit_type_lancers=3,0,18,14,3,1,0,0,0,0,18000,NO,NO,NONE_STATIC,ROW_176,PASS,
SIC,Two Sicilies,land,STRUCTURAL_DEFER,Reale_Esercito_di_SM_il_Re_del_Regno_delle_Due_Sicilie,Reale_Esercito_di_SM_il_Re_del_Regno_delle_Due_Sicilie,,,region_southern_europe,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=4;combat_unit_type_line_infantry=15,20,20,0,0,0,0,0,0,0,20000,NO,NO,NONE_STATIC,ROW_177,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
SIC,Two Sicilies,land,STRUCTURAL_DEFER,Guardia_Reale,Guardia_Reale,,,region_southern_europe,combat_unit_type_hussars=2;combat_unit_type_line_infantry=8,10,10,0,0,0,0,0,0,0,10000,NO,NO,NONE_STATIC,ROW_178,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
SIK,Sikkim,land,CREATE,,Modeled 1776 Field Force 1,,,region_himalayas,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_179,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_north_india lacked direct SIK territory
SIN,Sindh,land,RESIZE,SindhArmy,SindhArmy,,,region_north_india,combat_unit_type_cannon_artillery=1;combat_unit_type_irregular_infantry=11;combat_unit_type_lancers=5,23,17,11,5,1,0,0,0,0,17000,NO,NO,NONE_STATIC,ROW_180,PASS,
SMB,Sambas,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_181,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct SMB territory
SPA,Spain,land,RESIZE,Ejercito_del_Norte,Ejército Peninsular del Norte,spanisharmy2,spanisharmy2,region_southern_europe,combat_unit_type_cannon_artillery=3;combat_unit_type_dragoons=5;combat_unit_type_line_infantry=25,62,33,25,5,3,0,0,0,0,33000,YES,NO,NONE_STATIC,ROW_182,PASS,
SPA,Spain,land,RESIZE,Guardia_Real,Ejército Peninsular del Sur,spanisharmy3,spanisharmy3,region_southern_europe,combat_unit_type_cannon_artillery=3;combat_unit_type_cuirassiers=5;combat_unit_type_line_infantry=24,24,32,24,5,3,0,0,0,0,32000,YES,NO,NONE_STATIC,ROW_183,PASS,
SPA,Spain,land,RESIZE,Ejercito_del_Centro,Comandos de Ultramar,spanisharmy1,spanisharmy1,region_central_america,combat_unit_type_cannon_artillery=2;combat_unit_type_hussars=4;combat_unit_type_line_infantry=24,16,30,24,4,2,0,0,0,0,30000,YES,NO,NONE_STATIC,ROW_184,PASS,
SRK,Surakarta,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_185,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct SRK territory
