record_id,tag,country_name,formation,source_file,hq_region,expected_runtime_total,implementation_decision,recommended_character,formation_scopes_before,commanders_before,planned_action,formation_scope_after,character_scope_after,commander_after,historical_after,attachment_after,static_result
GEN1776-074,KHI,Khiva,cleanup2d3b_khi_land_1,00_military_formations_europe.txt,region_central_asia,15,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_074,cleanup2d4_general_074,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_074->scope:cleanup2d4_formation_074,PASS
GEN1776-075,KOK,Kokand,cleanup2d3b_kok_land_1,00_military_formations_europe.txt,region_central_asia,16,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_075,cleanup2d4_general_075,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_075->scope:cleanup2d4_formation_075,PASS
GEN1776-076,KOR,Korea,cleanup2d3b_kor_land_1,00_military_formations_europe.txt,region_northeast_asia,48,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_076,cleanup2d4_general_076,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_076->scope:cleanup2d4_formation_076,PASS
GEN1776-077,KZH,Kishi Zhuz,cleanup2d3b_kzh_land_1,00_military_formations_europe.txt,region_central_asia,4,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_077,cleanup2d4_general_077,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_077->scope:cleanup2d4_formation_077,PASS
GEN1776-078,MEI,Saxe-Meiningen,cleanup2d3b_mei_land_1,00_military_formations_europe.txt,region_central_europe,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_078,cleanup2d4_general_078,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_078->scope:cleanup2d4_formation_078,PASS
GEN1776-079,MST,Mecklenburg-Strelitz,cleanup2d3b_mst_land_1,00_military_formations_europe.txt,region_central_europe,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_079,cleanup2d4_general_079,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_079->scope:cleanup2d4_formation_079,PASS
GEN1776-080,NEP,Nepal,cleanup2d3b_nep_land_1,00_military_formations_europe.txt,region_himalayas,24,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_080,cleanup2d4_general_080,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_080->scope:cleanup2d4_formation_080,PASS
GEN1776-081,OZH,Orta Zhuz,cleanup2d3b_ozh_land_1,00_military_formations_europe.txt,region_central_asia,2,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_081,cleanup2d4_general_081,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_081->scope:cleanup2d4_formation_081,PASS
GEN1776-082,SCW,Schwarzburg,cleanup2d3b_scw_land_1,00_military_formations_europe.txt,region_central_europe,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_082,cleanup2d4_general_082,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_082->scope:cleanup2d4_formation_082,PASS
GEN1776-083,SIK,Sikkim,cleanup2d3b_sik_land_1,00_military_formations_europe.txt,region_himalayas,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_083,cleanup2d4_general_083,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_083->scope:cleanup2d4_formation_083,PASS
GEN1776-084,SWI,Switzerland,cleanup2d3b_swi_land_1,00_military_formations_europe.txt,region_central_europe,6,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_084,cleanup2d4_general_084,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_084->scope:cleanup2d4_formation_084,PASS
GEN1776-085,TIB,Tibet,cleanup2d3b_tib_land_1,00_military_formations_europe.txt,region_himalayas,17,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_085,cleanup2d4_general_085,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_085->scope:cleanup2d4_formation_085,PASS
GEN1776-086,WEI,Saxe-Weimar-Eisenach,cleanup2d3b_wei_land_1,00_military_formations_europe.txt,region_central_europe,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_086,cleanup2d4_general_086,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_086->scope:cleanup2d4_formation_086,PASS
GEN1776-087,USA,America,cleanup2d3b_usa_land_1,01_military_formations_north_america.txt,region_atlantic_coast,100,IMPLEMENT_NAMED_HISTORICAL_GENERAL,George Washington,dannys_army|regular_army|nabes_army,<procedural>|<procedural>|Edmund_P Gaines|<procedural>|<procedural>|<procedural>,REPLACE_LEGACY_WITH_NAMED,dannys_army,cleanup2d4_general_087,George Washington,YES,scope:cleanup2d4_general_087->scope:dannys_army,PASS
GEN1776-088,HAI,Haiti,ArmeeIndigene,01_military_formations_north_america.txt,region_central_america,20,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_088,cleanup2d4_general_088,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_088->scope:cleanup2d4_formation_088,PASS
GEN1776-089,CUB,Cuba,MiliciasdeCuba,01_military_formations_north_america.txt,region_central_america,11,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_089,cleanup2d4_general_089,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_089->scope:cleanup2d4_formation_089,PASS
GEN1776-090,PCO,Puerto Rico,MiliciasDiciplinadas,01_military_formations_north_america.txt,region_central_america,7,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_090,cleanup2d4_general_090,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_090->scope:cleanup2d4_formation_090,PASS
GEN1776-091,HBC,Hudson's Bay Company,cleanup2d3b_hbc_land_1,01_military_formations_north_america.txt,region_canada,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_091,cleanup2d4_general_091,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_091->scope:cleanup2d4_formation_091,PASS
GEN1776-092,MKT,Miskitia,cleanup2d3b_mkt_land_1,01_military_formations_north_america.txt,region_central_america,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_092,cleanup2d4_general_092,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_092->scope:cleanup2d4_formation_092,PASS
GEN1776-093,BRZ,Brazil,Exrcito_Imperial_Brasileiro,02_military_formations_south_america.txt,region_brazil,4,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_093,cleanup2d4_general_093,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_093->scope:cleanup2d4_formation_093,PASS
GEN1776-094,SC4,Río de la Plata,Ejrcito_Argentino,02_military_formations_south_america.txt,region_la_plata,7,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_094,cleanup2d4_general_094,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_094->scope:cleanup2d4_formation_094,PASS
GEN1776-095,SC2,Nueva Granada,Ejrcito_del_Ecuador,02_military_formations_south_america.txt,region_andes,7,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_095,cleanup2d4_general_095,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_095->scope:cleanup2d4_formation_095,PASS
GEN1776-096,SC2,Nueva Granada,Ejrcito_de_la_Nueva_Granada,02_military_formations_south_america.txt,region_gran_colombia,18,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_096,cleanup2d4_general_096,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_096->scope:cleanup2d4_formation_096,PASS
GEN1776-097,SC2,Nueva Granada,Ejrcito_de_Venezuela,02_military_formations_south_america.txt,region_gran_colombia,9,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_097,cleanup2d4_general_097,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_097->scope:cleanup2d4_formation_097,PASS
GEN1776-098,TUN,Tunis,cleanup2d3b_tun_land_1,03_military_formations_north_africa.txt,region_north_africa,13,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_098,cleanup2d4_general_098,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_098->scope:cleanup2d4_formation_098,PASS
GEN1776-099,TRI,Tripolitania,cleanup2d3b_tri_land_1,03_military_formations_north_africa.txt,region_north_africa,9,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_099,cleanup2d4_general_099,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_099->scope:cleanup2d4_formation_099,PASS
GEN1776-100,MAS,Mascara,Jaish_alMohammadi,03_military_formations_north_africa.txt,region_north_africa,19,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_100,cleanup2d4_general_100,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_100->scope:cleanup2d4_formation_100,PASS
GEN1776-101,AIT,Ait Abbas,cleanup2d3b_ait_land_1,03_military_formations_north_africa.txt,region_north_africa,2,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_101,cleanup2d4_general_101,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_101->scope:cleanup2d4_formation_101,PASS
GEN1776-102,CON,Constantine,cleanup2d3b_con_land_1,03_military_formations_north_africa.txt,region_north_africa,6,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_102,cleanup2d4_general_102,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_102->scope:cleanup2d4_formation_102,PASS
GEN1776-103,DFR,Darfur,cleanup2d3b_dfr_land_1,03_military_formations_north_africa.txt,region_nile_basin,3,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_103,cleanup2d4_general_103,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_103->scope:cleanup2d4_formation_103,PASS
GEN1776-104,MOR,Morocco,cleanup2d3b_mor_land_1,03_military_formations_north_africa.txt,region_north_africa,26,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_104,cleanup2d4_general_104,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_104->scope:cleanup2d4_formation_104,PASS
GEN1776-105,TUG,Touggourt,cleanup2d3b_tug_land_1,03_military_formations_north_africa.txt,region_north_africa,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_105,cleanup2d4_general_105,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_105->scope:cleanup2d4_formation_105,PASS
GEN1776-106,IR1,Mamluk Iraq,cleanup2d3e_r1_ir1_land_1,04_military_formations_middle_east.txt,region_near_east,19,PROCEDURAL_ALLOWED,,mamluk_army,<procedural>,REPLACE_LEGACY_WITH_PROCEDURAL,mamluk_army,cleanup2d4_general_106,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_106->scope:mamluk_army,PASS
GEN1776-107,TUR,Ottoman Empire,cleanup2d3b_tur_land_1,04_military_formations_middle_east.txt,region_balkans,157,PROCEDURAL_ALLOWED,,hassa_ordusu,Omer_Lutfi Pasha,REPLACE_LEGACY_WITH_PROCEDURAL,hassa_ordusu,cleanup2d4_general_107,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_107->scope:hassa_ordusu,PASS
GEN1776-108,TUR,Ottoman Empire,cleanup2d3b_tur_land_2,04_military_formations_middle_east.txt,region_balkans,16,PROCEDURAL_ALLOWED,,rumeli_ordusu,Hafiz_Osman Pasha,REPLACE_LEGACY_WITH_PROCEDURAL,rumeli_ordusu,cleanup2d4_general_108,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_108->scope:rumeli_ordusu,PASS
GEN1776-109,TUR,Ottoman Empire,cleanup2d3b_tur_land_3,04_military_formations_middle_east.txt,region_near_east,16,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_109,cleanup2d4_general_109,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_109->scope:cleanup2d4_formation_109,PASS
GEN1776-110,TUR,Ottoman Empire,cleanup2d3b_tur_land_4,04_military_formations_middle_east.txt,region_near_east,15,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_110,cleanup2d4_general_110,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_110->scope:cleanup2d4_formation_110,PASS
GEN1776-111,OMA,Oman,cleanup2d3e_r1_oma_land_1,04_military_formations_middle_east.txt,region_greater_persia,13,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_111,cleanup2d4_general_111,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_111->scope:cleanup2d4_formation_111,PASS
GEN1776-112,PER,Persia,cleanup2d3e_r1_per_land_1,04_military_formations_middle_east.txt,region_greater_persia,70,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_112,cleanup2d4_general_112,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_112->scope:cleanup2d4_formation_112,PASS
GEN1776-113,DUR,Afghanistan,cleanup2d3e_r1_dur_land_1,04_military_formations_middle_east.txt,region_greater_persia,86,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_113,cleanup2d4_general_113,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_113->scope:cleanup2d4_formation_113,PASS
GEN1776-114,DUR,Afghanistan,cleanup2d3e_r1_dur_land_2,04_military_formations_middle_east.txt,region_greater_persia,22,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_114,cleanup2d4_general_114,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_114->scope:cleanup2d4_formation_114,PASS
GEN1776-115,ARB,Arabistan,cleanup2d3e_r1_arb_land_1,04_military_formations_middle_east.txt,region_greater_persia,6,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_115,cleanup2d4_general_115,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_115->scope:cleanup2d4_formation_115,PASS
GEN1776-116,HDJ,Hedjaz,cleanup2d3b_hdj_land_1,04_military_formations_middle_east.txt,region_arabia,6,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_116,cleanup2d4_general_116,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_116->scope:cleanup2d4_formation_116,PASS
GEN1776-117,ZAI,Azal,cleanup2d3b_zai_land_1,04_military_formations_middle_east.txt,region_arabia,6,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_117,cleanup2d4_general_117,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_117->scope:cleanup2d4_formation_117,PASS
GEN1776-118,PAN,Punjab,FaujiKhas,05_military_formations_india.txt,region_north_india,36,IMPLEMENT_NAMED_HISTORICAL_GENERAL,Jassa Singh Ahluwalia,qawaid_army,Alexander Gardner,REPLACE_LEGACY_WITH_NAMED,qawaid_army,cleanup2d4_general_118,Jassa Singh Ahluwalia,YES,scope:cleanup2d4_general_118->scope:qawaid_army,PASS
GEN1776-119,PAN,Punjab,FaujiAin,05_military_formations_india.txt,region_north_india,22,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_119,cleanup2d4_general_119,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_119->scope:cleanup2d4_formation_119,PASS
GEN1776-120,BIC,East India,cleanup2d3b_bic_land_2,05_military_formations_india.txt,region_south_india,61,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_120,cleanup2d4_general_120,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_120->scope:cleanup2d4_formation_120,PASS
GEN1776-121,BIC,East India,cleanup2d3b_bic_land_3,05_military_formations_india.txt,region_south_india,9,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_121,cleanup2d4_general_121,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_121->scope:cleanup2d4_formation_121,PASS
GEN1776-122,BIC,East India,Bengal_Army,05_military_formations_india.txt,region_north_india,30,IMPLEMENT_NAMED_HISTORICAL_GENERAL,John Clavering,bengal_army,<procedural>|Henry Fane|<procedural>,REPLACE_LEGACY_WITH_NAMED,bengal_army,cleanup2d4_general_122,John Clavering,YES,scope:cleanup2d4_general_122->scope:bengal_army,PASS
GEN1776-123,HYD,Hyderabad,sarf_e_khas,05_military_formations_india.txt,region_south_india,42,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_123,cleanup2d4_general_123,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_123->scope:cleanup2d4_formation_123,PASS
GEN1776-124,AWA,Awadh,OudhRoyalArmy,05_military_formations_india.txt,region_north_india,43,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_124,cleanup2d4_general_124,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_124->scope:cleanup2d4_formation_124,PASS
GEN1776-125,MARATH,Maratha Confederacy,cleanup2d3b_marath_land_2,05_military_formations_india.txt,region_south_india,100,IMPLEMENT_NAMED_HISTORICAL_GENERAL,Haripant Phadke,NONE,NONE,ADD_NAMED,cleanup2d4_formation_125,cleanup2d4_general_125,Haripant Phadke,YES,scope:cleanup2d4_general_125->scope:cleanup2d4_formation_125,PASS
GEN1776-126,MARATH,Maratha Confederacy,cleanup2d3b_marath_land_1,05_military_formations_india.txt,region_north_india,24,IMPLEMENT_NAMED_HISTORICAL_GENERAL,Tukoji Holkar,NONE,NONE,ADD_NAMED,cleanup2d4_formation_126,cleanup2d4_general_126,Tukoji Holkar,YES,scope:cleanup2d4_general_126->scope:cleanup2d4_formation_126,PASS
GEN1776-127,GWA,Gwalior,GwaliorArmy,05_military_formations_india.txt,region_north_india,47,IMPLEMENT_NAMED_HISTORICAL_GENERAL,Mahadji Shinde,NONE,NONE,ADD_NAMED,cleanup2d4_formation_127,cleanup2d4_general_127,Mahadji Shinde,YES,scope:cleanup2d4_general_127->scope:cleanup2d4_formation_127,PASS
GEN1776-128,NAG,Nagpur,NagpurArmy,05_military_formations_india.txt,region_north_india,28,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_128,cleanup2d4_general_128,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_128->scope:cleanup2d4_formation_128,PASS
GEN1776-129,MYS,Mysore,cleanup2d3b_mys_land_2,05_military_formations_india.txt,region_south_india,26,IMPLEMENT_NAMED_HISTORICAL_GENERAL,Hyder Ali,NONE,NONE,ADD_NAMED,cleanup2d4_formation_129,cleanup2d4_general_129,Hyder Ali,YES,scope:cleanup2d4_general_129->scope:cleanup2d4_formation_129,PASS
GEN1776-130,MYS,Mysore,cleanup2d3b_mys_land_1,05_military_formations_india.txt,region_south_india,16,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_130,cleanup2d4_general_130,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_130->scope:cleanup2d4_formation_130,PASS
GEN1776-131,COO,Cooch Behar,CoochBeharArmy,05_military_formations_india.txt,region_north_india,2,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_131,cleanup2d4_general_131,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_131->scope:cleanup2d4_formation_131,PASS
GEN1776-132,GAR,Garhwal,GarhwalArmy,05_military_formations_india.txt,region_north_india,2,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_132,cleanup2d4_general_132,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_132->scope:cleanup2d4_formation_132,PASS
GEN1776-133,SAT,Satara,SataraArmy,05_military_formations_india.txt,region_south_india,3,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_133,cleanup2d4_general_133,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_133->scope:cleanup2d4_formation_133,PASS
GEN1776-134,KHP,Kolhapur,KolhapurArmy,05_military_formations_india.txt,region_south_india,5,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_134,cleanup2d4_general_134,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_134->scope:cleanup2d4_formation_134,PASS
GEN1776-135,KNO,Kurnool,KurnoolArmy,05_military_formations_india.txt,region_south_india,7,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_135,cleanup2d4_general_135,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_135->scope:cleanup2d4_formation_135,PASS
GEN1776-136,BHV,Bhavnagar,BhavnagarArmy,05_military_formations_india.txt,region_north_india,7,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_136,cleanup2d4_general_136,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_136->scope:cleanup2d4_formation_136,PASS
GEN1776-137,PUD,Pudukottai,PudukottaiArmy,05_military_formations_india.txt,region_south_india,5,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_137,cleanup2d4_general_137,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_137->scope:cleanup2d4_formation_137,PASS
GEN1776-138,JEY,Jeypore,JeyporeArmy,05_military_formations_india.txt,region_south_india,3,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_138,cleanup2d4_general_138,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_138->scope:cleanup2d4_formation_138,PASS
GEN1776-139,COC,Cochin,CochinArmy,05_military_formations_india.txt,region_south_india,3,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_139,cleanup2d4_general_139,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_139->scope:cleanup2d4_formation_139,PASS
GEN1776-140,TRA,Travancore,TravancoreArmy,05_military_formations_india.txt,region_south_india,9,IMPLEMENT_NAMED_HISTORICAL_GENERAL,Eustachius De Lannoy,NONE,NONE,ADD_NAMED,cleanup2d4_formation_140,cleanup2d4_general_140,Eustachius De Lannoy,YES,scope:cleanup2d4_general_140->scope:cleanup2d4_formation_140,PASS
GEN1776-141,SIN,Sindh,SindhArmy,05_military_formations_india.txt,region_north_india,29,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_141,cleanup2d4_general_141,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_141->scope:cleanup2d4_formation_141,PASS
GEN1776-142,MUG,Hindustan,MughalArmy,05_military_formations_india.txt,region_north_india,5,IMPLEMENT_NAMED_HISTORICAL_GENERAL,Mirza Najaf Khan,NONE,NONE,ADD_NAMED,cleanup2d4_formation_142,cleanup2d4_general_142,Mirza Najaf Khan,YES,scope:cleanup2d4_general_142->scope:cleanup2d4_formation_142,PASS
GEN1776-143,CHI,China,cleanup2d3b_chi_land_1,06_military_formations_asia.txt,region_north_china,187,PROCEDURAL_ALLOWED,,bordered_yellow_banner|plain_yellow_banner,Buyantai Yanzha|Yunfei Ge_2,REPLACE_LEGACY_WITH_PROCEDURAL,bordered_yellow_banner,cleanup2d4_general_143,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_143->scope:bordered_yellow_banner,PASS
GEN1776-144,CHI,China,cleanup2d3b_chi_land_2,06_military_formations_asia.txt,region_north_china,37,PROCEDURAL_ALLOWED,,plain_white_banner|bordered_white_scope,Qishan Borjigin|Bingzhang Luo,REPLACE_LEGACY_WITH_PROCEDURAL,plain_white_banner,cleanup2d4_general_144,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_144->scope:plain_white_banner,PASS
GEN1776-145,CHI,China,cleanup2d3b_chi_land_3,06_military_formations_asia.txt,region_northeast_asia,37,PROCEDURAL_ALLOWED,,plain_red_banner|bordered_red_scope,Yishan Aisin_Gioro|Guanwen Wanggiya,REPLACE_LEGACY_WITH_PROCEDURAL,plain_red_banner,cleanup2d4_general_145,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_145->scope:plain_red_banner,PASS
GEN1776-146,CHI,China,cleanup2d3b_chi_land_4,06_military_formations_asia.txt,region_south_china,37,PROCEDURAL_ALLOWED,,plain_blue_banner|bordered_blue_banner,Delu Wang|Fang Yang,REPLACE_LEGACY_WITH_PROCEDURAL,plain_blue_banner,cleanup2d4_general_146,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_146->scope:plain_blue_banner,PASS
GEN1776-147,CHI,China,cleanup2d3b_chi_land_5,06_military_formations_asia.txt,region_north_china,36,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_147,cleanup2d4_general_147,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_147->scope:cleanup2d4_formation_147,PASS
GEN1776-148,CHI,China,cleanup2d3b_chi_land_6,06_military_formations_asia.txt,region_south_china,36,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_148,cleanup2d4_general_148,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_148->scope:cleanup2d4_formation_148,PASS
