Research_Region,Owner_TAG,Country,State_ID,State_Name,Coverage_Status,Historical_Assessment,Sources,Notes
R7_SUBSAHARAN_AFRICA,DLA,Duala,STATE_SOUTH_CAMEROON,South Cameroon,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE | Coverage confidence=LOW,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A; https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,DNK,Dinka,STATE_EQUATORIA,Equatoria,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT | Coverage confidence=MEDIUM,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html; https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R4_SOUTH_ASIA,DUR,Afghanistan,STATE_HILL_PUNJAB,Punjab Hills,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | DIRECT_OR_REGIONAL_18C_TRADE_CONTEXT | Coverage confidence=MEDIUM,https://www.iranicaonline.org/articles/kabul-ii-historical-geography/; https://www.cambridge.org/core/books/abs/business-history-of-india/baseline-at-1700/FA325FC032D22C3C366D0C690BEF744A; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,ETH,Ethiopia,STATE_AMHARA,Amhara,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT | Coverage confidence=MEDIUM,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html; https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,ETH,Ethiopia,STATE_OROMIA,Oromia,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT | Coverage confidence=MEDIUM,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html; https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,EWE,Ewe,STATE_TOGO,Togo,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE | Coverage confidence=LOW,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A; https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,EZO,Ezochi,STATE_SAKHALIN,Sakhalin,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R6_SOUTHEAST_ASIA_OCEANIA,FJI,Fiji,STATE_FIJI,Fiji,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_OCEANIA_PACIFIC_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R7_SUBSAHARAN_AFRICA,FNG,Fang,STATE_GABON,Gabon,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT | Coverage confidence=MEDIUM,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires; https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,FNG,Fang,STATE_SOUTH_CAMEROON,South Cameroon,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE | Coverage confidence=LOW,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A; https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R4_SOUTH_ASIA,FRA,France,STATE_INDIAN_OCEAN_TERRITORY,Indian Ocean Territory,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_SLICE | Coverage confidence=LOW,https://www.cambridge.org/core/books/abs/business-history-of-india/baseline-at-1700/FA325FC032D22C3C366D0C690BEF744A; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,FRA,France,STATE_IVORY_COAST,Ivory Coast,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE | Coverage confidence=LOW,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A; https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,FTJ,Futa Jallon,STATE_GUINEA,Guinea,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE | Coverage confidence=LOW,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A; https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,FTR,Futa Toro,STATE_SENEGAL,Senegal,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | DIRECT_18C_SENEGAMBIA_TRADE_CONTEXT | Coverage confidence=HIGH,https://www.cambridge.org/core/journals/business-history-review/article/profiting-from-slavery-and-emancipation-compensation-capital-and-collateral-in-nineteenthcentury-senegal/38D33F25A28A82A5B9ACD2A6BD163F16; https://www.cambridge.org/core/journals/journal-of-african-history/article/trade-in-gum-arabic-prelude-to-french-conquest-in-senegal/E67D08D996CD80665BF32B023E17E2C8; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R4_SOUTH_ASIA,GAR,Garhwal,STATE_AGRA,Agra,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_SOUTH_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R4_SOUTH_ASIA,GBR,Great Britain,STATE_CEYLON,Ceylon,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_SOUTH_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R8_NORTH_AMERICA_CARIBBEAN,GBR,Great Britain,STATE_GUATEMALA,Guatemala,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R4_SOUTH_ASIA,GBR,Great Britain,STATE_INDIAN_OCEAN_TERRITORY,Indian Ocean Territory,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_SLICE | Coverage confidence=LOW,https://www.cambridge.org/core/books/abs/business-history-of-india/baseline-at-1700/FA325FC032D22C3C366D0C690BEF744A; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R9_SOUTH_AMERICA,GBR,Great Britain,STATE_SOUTH_ATLANTIC_ISLANDS,South Atlantic Islands,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R7_SUBSAHARAN_AFRICA,GGO,Gogo,STATE_LINDI,Rufiji,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT | Coverage confidence=MEDIUM,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html; https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,GLD,Geledi,STATE_SOMALILAND,Somaliland,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT | Coverage confidence=MEDIUM,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html; https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R9_SOUTH_AMERICA,GNI,Guarani,STATE_ALTO_PARAGUAY,Alto Paraguay,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R9_SOUTH_AMERICA,GNI,Guarani,STATE_CHACO,Chaco,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R9_SOUTH_AMERICA,GNI,Guarani,STATE_SANTA_FE,Santa Fe,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R1_WESTERN_EUROPE,GR7,Inuit,STATE_GREENLAND,Greenland,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | DIRECT_18C_COLONIAL_TRADE_CONTEXT | Coverage confidence=HIGH,https://natmus.dk/organisation/forskning-og-kulturarv/nyere-tid-og-verdens-kulturer/etnografisk-samling/arktisk-forskning/projects/phd-project/; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R6_SOUTHEAST_ASIA_OCEANIA,GRW,Garawa,STATE_NORTHERN_TERRITORY,Northern Territory,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_OCEANIA_PACIFIC_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R6_SOUTHEAST_ASIA_OCEANIA,GRW,Garawa,STATE_QUEENSLAND,Queensland,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_OCEANIA_PACIFIC_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R1_WESTERN_EUROPE,HAN,Hanover,STATE_ELBE,Elbe,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | AGGREGATE_OLD_COVERAGE_PLUS_SUPPLEMENTAL_NEGATIVE_REVIEW | Coverage confidence=MEDIUM,SUPPLIED_FILE:BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.md; BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.md; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Central audit states 73 active Owner/State covered but names only 67 positive pairs; this is one of six technically reconstructed zero-positive candidates and is not promoted to covered without explicit per-pair evidence. | Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,HAU,Gobir,STATE_OUTER_HAUSALAND,Outer Hausaland,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_17_18C_TRADE_FRAMEWORK | Coverage confidence=MEDIUM,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R8_NORTH_AMERICA_CARIBBEAN,HBC,Hudson's Bay Company,STATE_NUNAVUT,Nunavut,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R8_NORTH_AMERICA_CARIBBEAN,HBC,Hudson's Bay Company,STATE_QUEBEC,Quebec,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R8_NORTH_AMERICA_CARIBBEAN,HBC,Hudson's Bay Company,STATE_SASKATCHEWAN,Saskatchewan,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R7_SUBSAHARAN_AFRICA,HHE,Hehe,STATE_LINDI,Rufiji,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT | Coverage confidence=MEDIUM,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html; https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R6_SOUTHEAST_ASIA_OCEANIA,HLA,Halia,STATE_BOUGAINVILLE,Bougainville,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_OCEANIA_PACIFIC_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R7_SUBSAHARAN_AFRICA,HMB,Hemba,STATE_CONGO_ORIENTALE,Lualaba,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT | Coverage confidence=MEDIUM,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires; https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R1_WESTERN_EUROPE,HOH,Hohenzollern,STATE_WURTTEMBERG,Württemberg,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | AGGREGATE_OLD_COVERAGE_PLUS_SUPPLEMENTAL_NEGATIVE_REVIEW | Coverage confidence=MEDIUM,SUPPLIED_FILE:BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.md; BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.md; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Central audit states 73 active Owner/State covered but names only 67 positive pairs; this is one of six technically reconstructed zero-positive candidates and is not promoted to covered without explicit per-pair evidence. | Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,HUN,Hungary,STATE_BEKES,Partium,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_HUNGARY_EVIDENCE_CONSERVATIVE | Coverage confidence=MEDIUM,https://www.cambridge.org/core/books/abs/agricultural-knowledge-networks-in-rural-europe-17002000/proper-values-in-agriculture-the-role-of-agricultural-associations-in-knowledge-dissemination-in-hungary-18301880/DC43DE1AE2C2AFFD140E0CC6A790C9E6; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,HUN,Hungary,STATE_DELVIDEK,Vojvodina,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_HUNGARY_EVIDENCE_CONSERVATIVE | Coverage confidence=MEDIUM,https://www.cambridge.org/core/books/abs/agricultural-knowledge-networks-in-rural-europe-17002000/proper-values-in-agriculture-the-role-of-agricultural-associations-in-knowledge-dissemination-in-hungary-18301880/DC43DE1AE2C2AFFD140E0CC6A790C9E6; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,HUN,Hungary,STATE_RUTHENIA,Ruthenia,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_HUNGARY_EVIDENCE_CONSERVATIVE | Coverage confidence=MEDIUM,https://www.cambridge.org/core/books/abs/agricultural-knowledge-networks-in-rural-europe-17002000/proper-values-in-agriculture-the-role-of-agricultural-associations-in-knowledge-dissemination-in-hungary-18301880/DC43DE1AE2C2AFFD140E0CC6A790C9E6; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,HUN,Hungary,STATE_SLOVAKIA,Slovakia,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_HUNGARY_EVIDENCE_CONSERVATIVE | Coverage confidence=MEDIUM,https://www.cambridge.org/core/books/abs/agricultural-knowledge-networks-in-rural-europe-17002000/proper-values-in-agriculture-the-role-of-agricultural-associations-in-knowledge-dissemination-in-hungary-18301880/DC43DE1AE2C2AFFD140E0CC6A790C9E6; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,HUN,Hungary,STATE_TRANSDANUBIA,Transdanubia,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_HUNGARY_EVIDENCE_CONSERVATIVE | Coverage confidence=MEDIUM,https://www.cambridge.org/core/books/abs/agricultural-knowledge-networks-in-rural-europe-17002000/proper-values-in-agriculture-the-role-of-agricultural-associations-in-knowledge-dissemination-in-hungary-18301880/DC43DE1AE2C2AFFD140E0CC6A790C9E6; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
