Owner_TAG,Owner_Name,State_ID,State_Display_Name,Building_ID,Building_Name,Category,Recommended_Level,Confidence,Tech_Distribution_Review,Technology_Gate_or_Review,ROAD_LEVEL_JUSTIFICATION,CANAL_LEVEL_JUSTIFICATION,Rail_PM_1776,Reason,Source_1,Source_2,Research_Note
HDJ,Hedjaz,STATE_HEDJAZ,Hedjaz,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,Jeddah was a genuine long-distance redistribution center tied to pilgrimage and Red Sea/Indian Ocean trade.,https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,
HDJ,Hedjaz,STATE_YEMEN,Yemen,building_coffee_plantation,Coffee Plantations,PLANTATION,1,HIGH,NO,improved_husbandry,,,,"Mocha and Yemen’s Red Sea trade were driven by coffee, a global commodity by the eighteenth century.",https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,
HDJ,Hedjaz,STATE_YEMEN,Yemen,building_port,Port,PORT,1,HIGH,YES,enclosed_dock_systems,,,,Mocha/Hudaydah/Luhayyah formed active Red Sea ports.,https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,
IR1,Mamluk Iraq,STATE_BAGHDAD,Baghdad,building_government_administration,Government Administration,ADMINISTRATION,1,HIGH,NO,systematic_administrative_statistics,,,,Baghdad was the central administrative and commercial city of Ottoman Iraq.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,,
IR1,Mamluk Iraq,STATE_BAGHDAD,Baghdad,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,,
IR1,Mamluk Iraq,STATE_BAGHDAD,Baghdad,building_railway,Regional Infrastructure,INFRASTRUCTURE,2,HIGH,NO,,Two road levels for the Baghdad caravan nexus.,No engineered transport-canal level recommended in this first pass.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
IR1,Mamluk Iraq,STATE_BAGHDAD,Baghdad,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
IR1,Mamluk Iraq,STATE_BAGHDAD,Baghdad,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
IR1,Mamluk Iraq,STATE_BAGHDAD,Baghdad,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,"Baghdad was a major caravan redistribution center between Persia, Syria and Basra.",https://www.iranicaonline.org/articles/caravansary/,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,
IR1,Mamluk Iraq,STATE_BASRA,Basra,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One road level linking Basra to Baghdad and Persia.,No separate engineered canal recommendation; river transport is not automatically equivalent to this PM.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
IR1,Mamluk Iraq,STATE_BASRA,Basra,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,,
IR1,Mamluk Iraq,STATE_BASRA,Basra,building_naval_administration,Naval Administration,MILITARY,1,HIGH,YES,state_dockyard_systems,,,,Periodic Ottoman state investment in Basra shipping facilities justifies one naval-administration level.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,,
IR1,Mamluk Iraq,STATE_BASRA,Basra,building_port,Port,PORT,2,HIGH,YES,enclosed_dock_systems,,,,Basra was the Ottoman Gulf’s principal port and a major node in Indian Ocean commerce.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,,
IR1,Mamluk Iraq,STATE_BASRA,Basra,building_shipyard,Shipyards,SHIPBUILDING,1,HIGH,YES,state_dockyard_systems,,,,Ottoman shipbuilding/shipping investment at Basra before 1776 is explicitly documented.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,,
IR1,Mamluk Iraq,STATE_BASRA,Basra,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,Basra was a genuine international entrepôt with European factories and Indian Ocean connections.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,,
IR1,Mamluk Iraq,STATE_DEIR_EZ_ZOR,Deir-Ez-Zor,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
IR1,Mamluk Iraq,STATE_DEIR_EZ_ZOR,Deir-Ez-Zor,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,LOW,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
IR1,Mamluk Iraq,STATE_MOSUL,Mosul,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
IR1,Mamluk Iraq,STATE_MOSUL,Mosul,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
IR1,Mamluk Iraq,STATE_MOSUL,Mosul,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One road level on the Aleppo–Persia corridor.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
IR1,Mamluk Iraq,STATE_MOSUL,Mosul,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
JBB,Jabal,STATE_HAIL,Hail,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9,,
KBB,Kathiri,STATE_YEMEN,Yemen,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,
KBB,Kathiri,STATE_YEMEN,Yemen,building_food_industry,Food Industries,MANUFACTURING,1,LOW,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,
KHI,Khiva,STATE_TURKMENIA,Turkmenia,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/central-asia-xi/,,
KHI,Khiva,STATE_TURKMENIA,Turkmenia,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One oasis/caravan-road level.,No transport-canal level; irrigation canals are not counted as industrial navigation canals.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/central-asia-xi/,,
KHI,Khiva,STATE_TURKMENIA,Turkmenia,building_textile_mill,Textile Manufacture,MANUFACTURING,1,HIGH,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/central-asia-xi/,,
KHI,Khiva,STATE_TURKMENIA,Turkmenia,building_cotton_plantation,Cotton Plantations,PLANTATION,1,HIGH,NO,,,,,Khwarazm’s irrigated oasis economy supported cotton and textile production.,https://www.iranicaonline.org/articles/central-asia-xi/,,
KHI,Khiva,STATE_TURKMENIA,Turkmenia,building_trade_center,Trade Center,TRADE_CENTER,1,MEDIUM,NO,,,,,Khiva remained a khanate caravan center despite eighteenth-century instability; one conservative level.,https://www.iranicaonline.org/articles/central-asia-vii/,,
KOK,Kokand,STATE_KIRGHIZIA,Kirghizia,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/central-asia-xi/,,
KOK,Kokand,STATE_KIRGHIZIA,Kirghizia,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/central-asia-xi/,,
KOK,Kokand,STATE_KIRGHIZIA,Kirghizia,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One oasis/caravan road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/central-asia-xi/,,
KOK,Kokand,STATE_KIRGHIZIA,Kirghizia,building_textile_mill,Textile Manufacture,MANUFACTURING,1,HIGH,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/central-asia-xi/,,
KOK,Kokand,STATE_KIRGHIZIA,Kirghizia,building_cotton_plantation,Cotton Plantations,PLANTATION,1,MEDIUM,NO,,,,,Fergana and neighboring oases supported cotton cultivation feeding textile crafts.,https://www.iranicaonline.org/articles/central-asia-xi/,,
KOK,Kokand,STATE_TAJIKISTAN,Tajikistan,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/central-asia-xi/,,
KOK,Kokand,STATE_TAJIKISTAN,Tajikistan,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/central-asia-xi/,,
KOK,Kokand,STATE_TAJIKISTAN,Tajikistan,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One oasis/caravan road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/central-asia-xi/,,
KOK,Kokand,STATE_TAJIKISTAN,Tajikistan,building_textile_mill,Textile Manufacture,MANUFACTURING,1,HIGH,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/central-asia-xi/,,
KOK,Kokand,STATE_TAJIKISTAN,Tajikistan,building_cotton_plantation,Cotton Plantations,PLANTATION,1,MEDIUM,NO,,,,,Fergana and neighboring oases supported cotton cultivation feeding textile crafts.,https://www.iranicaonline.org/articles/central-asia-xi/,,
KOK,Kokand,STATE_TAJIKISTAN,Tajikistan,building_trade_center,Trade Center,TRADE_CENTER,1,MEDIUM,NO,,,,,"Fergana-region trade was important, but one level is the maximum conservative seed in this partition.",https://www.iranicaonline.org/articles/central-asia-vii/,https://www.iranicaonline.org/articles/central-asia-xi/,
KRT,Kaarta,STATE_WESTERN_MALI,Western Mali,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
KRT,Kaarta,STATE_WESTERN_MALI,Western Mali,building_millet_farm,Millet Farms,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,Millet/grain agriculture supported the settled western-Sahel economy.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
KRT,Kaarta,STATE_WESTERN_MALI,Western Mali,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One regional caravan-road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
KRT,Kaarta,STATE_WESTERN_MALI,Western Mali,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
KZH,Kishi Zhuz,STATE_SAMARA,Samara,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/central-asia-xi/,,
LAH,Lahej,STATE_YEMEN,Yemen,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,
LAH,Lahej,STATE_YEMEN,Yemen,building_food_industry,Food Industries,MANUFACTURING,1,LOW,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,
MAS,Mascara,STATE_ALGIERS,Algiers,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ALGIERS,Algiers,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ALGIERS,Algiers,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One coastal-hinterland road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ALGIERS,Algiers,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ALGIERS,Algiers,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ALGIERS,Algiers,building_naval_fortification,Naval Fortification,MILITARY,1,HIGH,YES,scientific_fortification_siegecraft,,,,The fortified corsair ports of the Regency justify one naval-fortification level.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ALGIERS,Algiers,building_port,Port,PORT,2,HIGH,YES,enclosed_dock_systems,,,,Algiers and Oran were among the best-equipped Maghreb ports; maritime commerce remained substantial in the eighteenth century.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,
MAS,Mascara,STATE_ALGIERS,Algiers,building_shipyard,Shipyards,SHIPBUILDING,1,HIGH,YES,state_dockyard_systems,,,,Corsair and commercial fleets required established shipbuilding/repair capacity; one level only.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,
MAS,Mascara,STATE_ALGIERS,Algiers,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,"These were genuine Mediterranean commercial/corsair redistribution centers, not merely urban markets.",https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,
MAS,Mascara,STATE_ORAN,Oran,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ORAN,Oran,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ORAN,Oran,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One coastal-hinterland road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ORAN,Oran,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ORAN,Oran,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ORAN,Oran,building_naval_fortification,Naval Fortification,MILITARY,1,HIGH,YES,scientific_fortification_siegecraft,,,,The fortified corsair ports of the Regency justify one naval-fortification level.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
MAS,Mascara,STATE_ORAN,Oran,building_port,Port,PORT,1,HIGH,YES,enclosed_dock_systems,,,,Algiers and Oran were among the best-equipped Maghreb ports; maritime commerce remained substantial in the eighteenth century.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,
MAS,Mascara,STATE_ORAN,Oran,building_shipyard,Shipyards,SHIPBUILDING,1,HIGH,YES,state_dockyard_systems,,,,Corsair and commercial fleets required established shipbuilding/repair capacity; one level only.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,
MAS,Mascara,STATE_ORAN,Oran,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,"These were genuine Mediterranean commercial/corsair redistribution centers, not merely urban markets.",https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,
MBB,Mahra,STATE_YEMEN,Yemen,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,
MBB,Mahra,STATE_YEMEN,Yemen,building_food_industry,Food Industries,MANUFACTURING,1,LOW,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,
MOR,Morocco,STATE_AL_RIF,al Rif,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_AL_RIF,al Rif,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_AL_RIF,al Rif,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_AL_RIF,al Rif,building_port,Port,PORT,1,HIGH,YES,enclosed_dock_systems,,,,Northern Moroccan Mediterranean harbors justify one port level.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
