Research_Region,Owner_TAG,Owner_Name,State_ID,State_Name,Excluded_Serenissima,Research_Status,Research_Files,Positive_Row_Count,Multi_Researched,Conflict_Present,Needs_Supplement,Notes
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PLC,Poland-Lithuania,STATE_VILNIUS,Vilnius,NO,COVERED_POSITIVE,BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv,4,NO,NO,NO,
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,RUS,Russia,STATE_VITEBSK,Vitsyebsk,NO,COVERED_POSITIVE,BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv,2,NO,NO,NO,
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PLC,Poland-Lithuania,STATE_VOLHYNIA,Volhynia,NO,COVERED_POSITIVE,BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv,2,NO,NO,NO,
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,RUS,Russia,STATE_VYATKA,Vyatka,NO,COVERED_POSITIVE,BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv,1,NO,NO,NO,
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,WAL,Wallachia,STATE_WALLACHIA,Wallachia,NO,COVERED_ZERO_POSITIVE,BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,0,NO,NO,NO,Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,GAL,Galicia-Lodomeria,STATE_WEST_GALICIA,West Galicia,NO,COVERED_POSITIVE,BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv; BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv,1,NO,NO,NO,Supplemental 1776 review closed this pair as COVERED_POSITIVE.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,RUS,Russia,STATE_WEST_KARELIA,West Karelia,NO,COVERED_POSITIVE,BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv,3,NO,NO,NO,
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PLC,Poland-Lithuania,STATE_WEST_PRUSSIA,West Prussia,NO,COVERED_ZERO_POSITIVE,BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md,0,NO,NO,NO,Explicitly audited with zero positive building recommendation.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_WEST_PRUSSIA,West Prussia,NO,COVERED_POSITIVE,BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv,2,NO,NO,NO,
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,RUS,Russia,STATE_YAROSLAVL,Yaroslavl,NO,COVERED_POSITIVE,BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,ABB,Arab Emirates,STATE_ABU_DHABI,Trucial Coast,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,BHN,Bahrain,STATE_ABU_DHABI,Trucial Coast,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,OMA,Oman,STATE_ABU_DHABI,Trucial Coast,NO,COVERED_ZERO_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv,0,NO,NO,NO,Explicitly audited with zero positive building recommendation.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_ADANA,Adana,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_ALEPPO,Aleppo,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,MAS,Mascara,STATE_ALGIERS,Algiers,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,9,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,MOR,Morocco,STATE_AL_RIF,al Rif,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,4,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SPA,Spain,STATE_AL_RIF,al Rif,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_ANKARA,Ankara,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,4,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,STATE_ARMENIA,Armenia,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,RUS,Russia,STATE_ASTRAKHAN,Astrakhan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_AYDIN,Aydin,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,8,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,STATE_AZERBAIJAN,Baku,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,4,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,IR1,Mamluk Iraq,STATE_BAGHDAD,Baghdad,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,6,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,STATE_BALKH,Southern Turkestan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,6,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,STATE_BALUCHISTAN,Baluchistan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,OMA,Oman,STATE_BALUCHISTAN,Baluchistan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,IR1,Mamluk Iraq,STATE_BASRA,Basra,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,6,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_BLUE_NILE,Blue Nile,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,STATE_CENTRAL_HIGHLANDS,Hazaristan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,BOR,Bornu,STATE_CHAD,Chad,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TBI,Tubu,STATE_CHAD,Chad,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,WAD,Wadai,STATE_CHAD,Chad,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,AIT,Ait Abbas,STATE_CONSTANTINE,Constantine,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CON,Constantine,STATE_CONSTANTINE,Constantine,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,6,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_CYPRUS,Cyprus,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CAUC,Caucuses,STATE_DAGESTAN,Dagestan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CHC,Chechnya,STATE_DAGESTAN,Dagestan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DFR,Darfur,STATE_DARFUR,Darfur,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,4,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,IR1,Mamluk Iraq,STATE_DEIR_EZ_ZOR,Deir-Ez-Zor,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_DIYARBAKIR,Diyarbakir,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_DONGOLA,Dongola,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_DONGOLA,Dongola,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,BHU,Bhutan,STATE_EASTERN_HIMALAYAS,Eastern Himalayas,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SIK,Sikkim,STATE_EASTERN_HIMALAYAS,Eastern Himalayas,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TIB,Tibet,STATE_EASTERN_HIMALAYAS,Eastern Himalayas,NO,COVERED_POSITIVE,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md; BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv; BUILD_START_1776_R3_RECOMMENDATIONS.csv; BUILD_START_1776_SUPPLEMENTAL_CONFLICT_REVIEW_CORRIGE.md,1,YES,NO,NO,Positive recommendations differ across old regional researches; see overlaps/conflicts file. | Previous cross-chat discrepancy resolved by supplemental source review; Multi_Researched remains YES for traceability.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,MSN,Massina,STATE_EASTERN_MALI,Eastern Mali,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,ADG,Kel Adagh,STATE_EAST_SAHARA,East Sahara,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,AHG,Kel Ahaggar,STATE_EAST_SAHARA,East Sahara,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,AJJ,Kel Ajjer,STATE_EAST_SAHARA,East Sahara,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CMB,Chaamba,STATE_EAST_SAHARA,East Sahara,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUG,Touggourt,STATE_EAST_SAHARA,East Sahara,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_EGYPTIAN_DESERT,Egyptian Desert,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,ETH,Ethiopia,STATE_ERITREA,Eritrea,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_ERITREA,Eritrea,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_ERITREA,Eritrea,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_ERZURUM,Erzurum,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,STATE_FARS,Fars,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,11,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,MOR,Morocco,STATE_FEZ,Fez,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,9,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CAUC,Caucuses,STATE_GREATER_CAUCASUS,Tiflis,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,6,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,JBB,Jabal,STATE_HAIL,Hail,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,NBB,Nejd,STATE_HAIL,Hail,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,HDJ,Hedjaz,STATE_HEDJAZ,Hedjaz,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,4,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,STATE_HERAT,Herat,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,NEP,Nepal,STATE_HIMALAYAS,Western Himalayas,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_HUDAVENDIGAR,Hudavendigar,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,ADR,Adrar,STATE_INNER_MAURITANIA,Inner Mauritania,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,OUA,Tagant,STATE_INNER_MAURITANIA,Inner Mauritania,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,RGB,Reguibat,STATE_INNER_MAURITANIA,Inner Mauritania,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,MOR,Morocco,STATE_INNER_MOROCCO,Inner Morocco,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TEK,Tekna,STATE_INNER_MOROCCO,Inner Morocco,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,STATE_IRAKAJEMI,Irak-i-Ajami,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,4,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,STATE_ISFAHAN,Isfahan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,10,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,STATE_KABUL,Kabulistan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,STATE_KANDAHAR,Kandahar,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,6,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_KARS,Kars,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_KASTAMONU,Kastamonu,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,STATE_KERMAN,Kerman,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,6,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,STATE_KHORASAN,Khorasan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,6,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,ARB,Arabistan,STATE_KHUZESTAN,Arabistan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,6,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CHI,China,STATE_KIRGHIZIA,Kirghizia,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,KOK,Kokand,STATE_KIRGHIZIA,Kirghizia,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,5,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,STATE_KONYA,Konya,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_KORDOFAN,Kordofan,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CIR,Circassia,STATE_KUBAN,Kuban,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CRI,Crimea,STATE_KUBAN,Kuban,NO,COVERED_POSITIVE,BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv,3,NO,NO,NO,
