Building_ID,Display_Name_EN,Display_Name_FR,Building_Group,Category,History_Placeable,Auto_Generated,Technology_Gates,Base_PM,Important_Inputs,Important_Outputs,Max_Level_Rules,Resource_Constraint,Relevant_For_1776_Start_Research,Notes
building_lead_mine,Lead Mines,Mines de plomb,bg_mining,RESOURCE_EXTRACTION,YES_USED_IN_CURRENT_HISTORY,NO,shaft_mining,pmg_mining_equipment_building_lead_mine:pm_picks_and_shovels_building_lead_mine|pmg_explosives_building_lead_mine:pm_no_explosives|pmg_steam_automation_building_lead_mine:pm_no_steam_automation|pmg_train_automation_building_lead_mine:pm_road_carts|pmg_ore_concentration_building_lead_mine:pm_no_ore_concentration_building_lead_mine|pmg_mine_ventilation:pm_no_mine_ventilation,coal|electricity|engines|explosives|industrial_chemicals|refined_fuels|tools|transportation,lead,NO_EXPLICIT_DEFINITION_CAP,STATE_REGION_RESOURCE_CAP_OR_DISCOVERY,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; PM_Gates=atmospheric_engine|compression_ignition|condensing_steam_engines|deep_mine_engineering|dynamite|electrical_capacitors|geological_surveying|nitroglycerin|railways|steam_donkey
building_limestone_quarry,Limestone Quarry,Carrière de calcaire,bg_mining,RESOURCE_EXTRACTION,YES_USED_IN_CURRENT_HISTORY,NO,shaft_mining,pmg_base_building_limestone_quarry:pm_picks_and_shovels_building_limestone_quarry|pmg_stone_processing_building_limestone_quarry:pm_no_stone_processing_building_limestone_quarry,engines|tools,limestone,NO_EXPLICIT_DEFINITION_CAP,STATE_REGION_RESOURCE_CAP_OR_DISCOVERY,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; PM_Gates=geological_surveying
building_livestock_ranch,Livestock Ranches,Élevages de bétail,bg_ranching,AGRICULTURE_COMMERCIAL,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_livestock_ranch:pm_open_air_stockyards|pmg_sheep_ranch:pm_simple_ranch|pmg_fencing:pm_standard_fences|pmg_refrigeration_building_livestock_ranch:pm_unrefrigerated,coal|electricity|engines|grain|iron|tools|transportation,fabric|fertilizer|meat,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES,FORK_OVERRIDE; PM_Gates=electric_railway|electrical_generation|field_works|high_pressure_steam|mechanical_tools|mechanized_farming|pasteurization|selective_breeding
building_logging_camp,Logging Camps,Camps de bûcherons,bg_logging,RESOURCE_EXTRACTION,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_logging_camp:pm_simple_forestry|pmg_hardwood:pm_no_hardwood|pmg_equipment:pm_no_equipment|pmg_transportation_building_logging_camp:pm_road_carts,coal|electricity|engines|refined_fuels|tools|transportation,hardwood|wood,NO_EXPLICIT_DEFINITION_CAP,STATE_REGION_RESOURCE_CAP_OR_DISCOVERY,YES,FORK_OVERRIDE; PM_Gates=combustion_engine|electric_railway|electrical_generation|mechanical_tools|organized_forestry|railways|steam_donkey
building_machu_picchu,Machu Picchu,Machu Picchu,bg_monuments_hidden,OTHER,NO_NONBUILDABLE_OR_EVENT_CONTROLLED,NO,NONE,pmg_dummy:pm_dummy,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,VANILLA_FALLBACK; REPORT_LABEL_FALLBACK_FOR_VANILLA_BUILDING_DUMMY
building_maize_farm,Maize Farms,Cultures de maïs,bg_staple_crops,AGRICULTURE_COMMERCIAL,YES_USED_IN_CURRENT_HISTORY,NO,improved_husbandry,pmg_base_building_maize_farm:pm_simple_farming|pmg_secondary_building_maize_farm:pm_no_secondary|pmg_harvesting_process_building_maize_farm:pm_tools_disabled,coal|engines|fertilizer|refined_fuels|tools,fruit|grain|sugar,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; PM_Gates=advanced_crop_rotations|compression_ignition|improved_agricultural_implements|improved_fertilizer|mechanized_farming|nitrogen_fixation|threshing_machine
building_manila_cathedral_monument,Manila Cathedral,Cathédrale de Manille,bg_monuments,OTHER,CONDITIONAL_POTENTIAL,NO,reinforced_concrete,pmg_base_building_manila_cathedral_monument:pm_default_building_manila_cathedral_monument,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,NO_POST_1776,VANILLA_FALLBACK; POST_1776_EXPLICIT_DATE_FILTER
building_manila_cathedral_original,Manila Cathedral,Cathédrale de Manille,bg_monuments_hidden,OTHER,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_dummy:pm_dummy,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,VANILLA_FALLBACK
building_manila_cathedral_ruins,Manila Cathedral Ruins,Ruines de la cathédrale de Manille,bg_monuments_hidden,OTHER,NO_NONBUILDABLE_OR_EVENT_CONTROLLED,NO,NONE,pmg_base_building_manila_cathedral_ruins:pm_default_building_manila_cathedral_ruins,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,NO_SPECIAL_SYSTEM,VANILLA_FALLBACK; SPECIAL_OR_EVENT_SYSTEM_NOT_START_RESEARCH
building_manor_house,Manor Houses,Manoir,bg_manor_houses,OTHER,NO_ENGINE_GENERATED,YES,NONE,pmg_ownership_building_manor_house:pm_manor_house_privately_owned|pmg_additional_ownership_building_manor_house:pm_manor_house_clergy_ownership,NONE,NONE,ENGINE_GENERATED_LEVELS,NONE_EXPLICIT,NO_AUTO_GENERATED,FORK_OVERRIDE; DO_NOT_RESEARCH_AS_MANUAL_STARTING_BUILDING
building_martandsuntemple,Martand Sun Temple,Temple du Soleil de Martand,bg_monuments_hidden,OTHER,NO_NONBUILDABLE_OR_EVENT_CONTROLLED,NO,NONE,pmg_dummy:pm_dummy,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,VANILLA_FALLBACK; REPORT_LABEL_FALLBACK_FOR_VANILLA_BUILDING_DUMMY
building_millet_farm,Millet Farms,Cultures de millet,bg_staple_crops,AGRICULTURE_COMMERCIAL,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_millet_farm:pm_simple_farming|pmg_secondary_building_millet_farm:pm_no_secondary|pmg_harvesting_process_building_millet_farm:pm_tools_disabled,coal|engines|fertilizer|refined_fuels|tools,fruit|grain|sugar,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES,FORK_OVERRIDE; PM_Gates=advanced_crop_rotations|compression_ignition|improved_agricultural_implements|improved_fertilizer|mechanized_farming|nitrogen_fixation|threshing_machine
building_mosque_of_djenne,Mosque of Djenne,Mosquée de Djenné,bg_monuments,OTHER,CONDITIONAL_POTENTIAL,NO,NONE,pmg_base_building_mosque_of_djenne:pm_default_building_mosque_of_djenne,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,NO_POST_1776,VANILLA_FALLBACK; POST_1776_EXPLICIT_DATE_FILTER
building_motor_industry,Motor Industries,Industries des moteurs,bg_heavy_industry,MANUFACTURING,YES_TECHNICALLY,NO,rotative_steam_power,pmg_base_building_motor_industry:pm_steam_engines|pmg_automation_building_motor_industry:pm_automation_disabled|pmg_scientific_management:pm_no_scientific_management,coal|copper|electricity|lubricants|paper|precision_machinery|refined_fuels|services|steel|tools,engines,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,NO_POST_1776,FORK_OVERRIDE; PM_Gates=compression_ignition|conveyors|corporate_management|electric_railway|electrical_capacitors|rotary_valve_engine|watertube_boiler
building_munition_plant,Munition Plants,Usines de munitions,bg_military_industry,MILITARY,YES_TECHNICALLY,NO,percussion_cap,pmg_base_building_munition_plant:pm_percussion_caps|pmg_automation_building_munition_plant:pm_automation_disabled|pmg_scientific_management:pm_no_scientific_management,coal|electricity|explosives|lead|lubricants|paper|precision_machinery|services,ammunition,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,NO_POST_1776,FORK_OVERRIDE; Aliases=building_munition_plants; PM_Gates=conveyors|corporate_management|dynamite|percussion_cap|rotary_valve_engine
building_naval_administration,Naval Administration,Administration navale,bg_naval_administration,MILITARY,YES_USED_IN_CURRENT_HISTORY,NO,state_dockyard_systems,pmg_base_building_naval_administration:pm_simple_sailor_recruitment,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE
building_naval_fortification,Naval Fortification,Fortifications navales,bg_naval_fortification,MILITARY,YES_USED_IN_CURRENT_HISTORY,NO,scientific_fortification_siegecraft,pmg_base_building_naval_fortification:pm_naval_fortification_basic,ammunition|artillery|iron|small_arms|steel,NONE,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; PM_Gates=casemated_fortifications|concrete_fortifications
building_naval_logistics_center,Naval Logistics Center,Centre logistique naval,bg_naval_logistics_center,MILITARY,NO_ENGINE_GENERATED,YES,NONE,pmg_naval_logistics_center:pm_basic_naval_logistics_center,NONE,NONE,ENGINE_GENERATED_LEVELS,NONE_EXPLICIT,NO_AUTO_GENERATED,FORK_OVERRIDE; DO_NOT_RESEARCH_AS_MANUAL_STARTING_BUILDING
building_observatorygreenwich,Royal Observatory Greenwich,Observatoire royal de Greenwich,bg_monuments_hidden,OTHER,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_dummy:pm_dummy,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,VANILLA_FALLBACK; REPORT_LABEL_FALLBACK_FOR_VANILLA_BUILDING_DUMMY
building_oil_refinery,Oil Refinery,Raffinerie de pétrole,bg_heavy_industry,RESOURCE_EXTRACTION,YES_TECHNICALLY,NO,fractional_distillation,pmg_base_building_oil_refinery:pm_fractional_distillation_refinery,coal|electricity|industrial_chemicals|oil|tools,heavy_petroleum_products|lubricants|refined_fuels,NO_EXPLICIT_DEFINITION_CAP,STATE_REGION_RESOURCE_CAP_OR_DISCOVERY,NO_POST_1776,FORK_OVERRIDE; PM_Gates=fractional_distillation|plastics
building_oil_rig,Oil Rigs,Plateformes pétrolières,bg_oil_extraction,RESOURCE_EXTRACTION,YES_TECHNICALLY,NO,pumpjacks,pmg_base_building_oil_rig:pm_steam_derricks|pmg_transportation_building_oil_rig:pm_road_carts,coal|engines|transportation,oil,NO_EXPLICIT_DEFINITION_CAP,STATE_REGION_RESOURCE_CAP_OR_DISCOVERY,NO_POST_1776,FORK_OVERRIDE; PM_Gates=combustion_engine|pumpjacks|railways|steel_railway_cars
building_opium_plantation,Opium Plantations,Plantations d’opium,bg_plantations,PLANTATION,YES_USED_IN_CURRENT_HISTORY,NO,improved_husbandry,pmg_base_building_opium_plantation:default_building_opium_plantation|pmg_train_automation_building_opium_plantation:pm_road_carts,transportation,NONE,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; PM_Gates=railways
building_palazzo_san_giorgio,Palazzo San Giorgio,Palais San Giorgio,bg_monuments,OTHER,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_palazzo_san_giorgio:pm_default_building_palazzo_san_giorgio,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,FORK_OVERRIDE
building_panama_canal,Panama Canal,Canal de Panama,bg_canals,INFRASTRUCTURE,CONDITIONAL_POTENTIAL,NO,civilizing_mission,pmg_canal:pm_canal,coal|tools,NONE,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,NO_POST_1776,FORK_OVERRIDE
building_paper_mill,Paper Mills,Usines à papier,bg_light_industry,MANUFACTURING,YES_USED_IN_CURRENT_HISTORY,NO,traditional_papermaking,pmg_base_building_paper_mill:pm_pulp_pressing|pmg_automation_building_paper_mill:pm_automation_disabled,coal|electricity|industrial_chemicals|sulfur|tools|wood,paper,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; Aliases=building_paper_mills; PM_Gates=continuous_papermaking|electrical_capacitors|industrial_paper_bleaching|rotary_valve_engine|watertube_boiler
building_pena_convent,Pena Convent,Monastère de Pena,bg_monuments_hidden,OTHER,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_pena_convent:pm_default_building_pena_convent,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,VANILLA_FALLBACK
building_pena_palace,Pena Palace,Palais de Pena,bg_monuments,OTHER,CONDITIONAL_POTENTIAL,NO,mechanical_tools,pmg_base_building_pena_palace:pm_default_building_pena_palace,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,NO_POST_1776,VANILLA_FALLBACK; POST_1776_EXPLICIT_DATE_FILTER
building_petra,Petra,Pétra,bg_monuments_hidden,OTHER,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_dummy:pm_dummy,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,VANILLA_FALLBACK; REPORT_LABEL_FALLBACK_FOR_VANILLA_BUILDING_DUMMY
building_phosphate_mine,Phosphate Mine,Mine de phosphate,bg_mining,RESOURCE_EXTRACTION,YES_TECHNICALLY,NO,applied_mineralogy,pmg_mining_equipment_building_phosphate_mine:pm_picks_and_shovels_building_phosphate_mine|pmg_explosives_building_phosphate_mine:pm_no_explosives|pmg_steam_automation_building_phosphate_mine:pm_no_steam_automation|pmg_train_automation_building_phosphate_mine:pm_road_carts|pmg_ore_concentration_building_phosphate_mine:pm_no_ore_concentration_building_phosphate_mine|pmg_mine_ventilation:pm_no_mine_ventilation,coal|electricity|engines|explosives|industrial_chemicals|refined_fuels|tools|transportation,phosphates,NO_EXPLICIT_DEFINITION_CAP,STATE_REGION_RESOURCE_CAP_OR_DISCOVERY,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; PM_Gates=atmospheric_engine|compression_ignition|condensing_steam_engines|deep_mine_engineering|dynamite|electrical_capacitors|geological_surveying|nitroglycerin|railways|steam_donkey
building_port,Port,Port,bg_private_infrastructure,PORT,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_port:pm_anchorage,clippers|coal|heavy_petroleum_products|steamers,merchant_marine,COASTAL_ONLY,COASTAL_STATE,YES,FORK_OVERRIDE; PM_Gates=concrete_dockyards|gantry_cranes
building_power_bloc_statue,Power Bloc Statue,Statue du bloc de nations,bg_monuments,OTHER,CONDITIONAL_POTENTIAL,NO,NONE,pmg_base_building_power_bloc_statue:pm_power_bloc_statue_sovereign_empire,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,NO_SPECIAL_SYSTEM,VANILLA_FALLBACK; SPECIAL_OR_EVENT_SYSTEM_NOT_START_RESEARCH
building_power_plant,Power Plants,Centrales électriques,bg_power,MANUFACTURING,YES_TECHNICALLY,NO,electrical_generation,pmg_base_building_power_plant:pm_early_power_plant|pmg_electrical_conductors_building_power_plant:pm_copper_conductors_building_power_plant,aluminium|coal|copper|engines|wood,electricity,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,NO_POST_1776,FORK_OVERRIDE; PM_Gates=bayer_process
building_railway,Regional Infrastructure,Infrastructures régionales,bg_land_transport_network,INFRASTRUCTURE,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_land_transport_network:pm_traditional_road_network|pmg_land_transport_canals:pm_no_canal_network|pmg_base_building_railway:pm_no_rail_network|pmg_passenger_trains:pm_no_passenger_trains,aluminium|cement|coal|electricity|engines|heavy_petroleum_products|iron|limestone|refined_fuels|steel|tools|wood,transportation,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,YES_ROADS_CANALS_ONLY_NO_RAIL,FORK_OVERRIDE; Aliases=building_land_transport_network; TECH7A_UNIFIED_ROADS_CANALS_RAIL; PM_Gates=bayer_process|compression_ignition|electric_railway|improved_road_engineering|industrial_canals|paved_roads|professional_civil_engineering|railways|steel_railway_cars|turnpike_road_networks
building_rialto_commercial_complex,Rialto Commercial Complex,Complexe commercial du Rialto,bg_monuments,OTHER,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_rialto_commercial_complex:pm_default_building_rialto_commercial_complex,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,FORK_OVERRIDE
building_rice_farm,Rice Farms,Cultures de riz,bg_staple_crops,AGRICULTURE_COMMERCIAL,YES_USED_IN_CURRENT_HISTORY,NO,improved_husbandry,pmg_base_building_rice_farm:pm_simple_farming_building_rice_farm|pmg_secondary_building_rice_farm:pm_no_secondary|pmg_harvesting_process_building_rice_farm:pm_tools_disabled,coal|fertilizer|fish|tools,fruit|grain|sugar,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; PM_Gates=advanced_crop_rotations|improved_fertilizer|nitrogen_fixation|threshing_machine
building_rubber_plantation,Rubber Plantations,Plantations de caoutchouc,bg_rubber,PLANTATION,YES_TECHNICALLY,NO,rubber_mastication,pmg_base_building_rubber_plantation:default_building_rubber_plantation|pmg_rubber_exploitation:default_labour|pmg_train_automation_building_rubber_plantation:pm_road_carts,transportation,NONE,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,NO_POST_1776,FORK_OVERRIDE; PM_Gates=railways|rubber_mastication
building_rye_farm,Rye Farms,Cultures de seigle,bg_staple_crops,AGRICULTURE_COMMERCIAL,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_rye_farm:pm_simple_farming|pmg_secondary_building_rye_farm:pm_no_secondary|pmg_harvesting_process_building_rye_farm:pm_tools_disabled,coal|engines|fertilizer|refined_fuels|tools,fruit|grain|liquor|sugar,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES,FORK_OVERRIDE; PM_Gates=advanced_crop_rotations|compression_ignition|improved_agricultural_implements|improved_fertilizer|mechanized_farming|nitrogen_fixation|threshing_machine
building_sagrada_familia_cathedral_1,Sagrada Família Cathedral,Sagrada Família,bg_monuments,OTHER,CONDITIONAL_POTENTIAL,NO,reinforced_concrete,pmg_base_building_sagrada_familia_cathedral_1:pm_default_building_sagrada_familia_cathedral_1,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,NO_POST_1776,VANILLA_FALLBACK; POST_1776_EXPLICIT_DATE_FILTER
building_sagrada_familia_cathedral_2,Sagrada Família Cathedral,Sagrada Família,bg_monuments,OTHER,CONDITIONAL_POTENTIAL,NO,NONE,pmg_base_building_sagrada_familia_cathedral_2:pm_default_building_sagrada_familia_cathedral_2,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,NO_POST_1776,VANILLA_FALLBACK; POST_1776_EXPLICIT_DATE_FILTER
building_sagrada_familia_cathedral_3,Sagrada Família Cathedral,Sagrada Família,bg_monuments,OTHER,CONDITIONAL_POTENTIAL,NO,NONE,pmg_base_building_sagrada_familia_cathedral_3:pm_default_building_sagrada_familia_cathedral_3,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,NO_POST_1776,VANILLA_FALLBACK; POST_1776_EXPLICIT_DATE_FILTER
building_saint_basils_cathedral,Saint Basil’s Cathedral,Cathédrale Saint-Basile,bg_monuments,OTHER,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_saint_basils_cathedral:pm_default_building_saint_basils_cathedral,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,VANILLA_FALLBACK
building_salt_mine,Salt Mines,Mines de sel,bg_salt_mining,RESOURCE_EXTRACTION,YES_USED_IN_CURRENT_HISTORY,NO,shaft_mining,pmg_mining_equipment_building_salt_mine:pm_picks_and_shovels_building_salt_mine|pmg_explosives_building_salt_mine:pm_no_explosives|pmg_steam_automation_building_salt_mine:pm_no_steam_automation|pmg_train_automation_building_salt_mine:pm_road_carts|pmg_salt_processing_building_salt_mine:pm_no_salt_processing_building_salt_mine,coal|engines|explosives|industrial_chemicals|refined_fuels|tools|transportation,salt,NO_EXPLICIT_DEFINITION_CAP,STATE_REGION_RESOURCE_CAP_OR_DISCOVERY,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; PM_Gates=atmospheric_engine|compression_ignition|condensing_steam_engines|dynamite|geological_surveying|nitroglycerin|railways|steam_donkey
building_salt_pan,Salt Works,Salines,bg_mining,RESOURCE_EXTRACTION,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_salt_pan:default_building_salt_pan,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_REGION_RESOURCE_CAP_OR_DISCOVERY,YES,FORK_OVERRIDE
building_shipyard,Shipyards,Chantiers navals,bg_ship_construction,SHIPBUILDING,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_shipyard:pm_basic_shipbuilding|pmg_copper_sheathing_building_shipyard:pm_no_copper_sheathing_building_shipyard,alloys|coal|copper|electricity|engines|fabric|hardwood|precision_machinery|steel|wood,clippers|steamers,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,YES,FORK_OVERRIDE; Aliases=building_shipyards; PM_Gates=arc_welding|copper_sheathing|gantry_cranes|paddle_steamer
building_silk_plantation,Silk Plantations,Plantations de soie,bg_plantations,PLANTATION,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_silk_plantation:default_building_silk_plantation|pmg_train_automation_building_silk_plantation:pm_road_carts,transportation,NONE,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES,FORK_OVERRIDE; PM_Gates=railways
building_skyscraper,Skyscraper,Gratte-ciel,bg_skyscraper,OTHER,YES_TECHNICALLY,NO,NONE,pmg_base_building_skyscraper:pm_skyscraper_bureaucratic_nexus|pmg_airship_mooring_post:pm_no_airships,paper,NONE,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,NO_POST_1776,FORK_OVERRIDE; POST_1776_EXPLICIT_DATE_FILTER; PM_Gates=zeppelins
building_spice_plantation,Spice Plantations,Plantations d’épices,bg_spice_plantations,PLANTATION,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_spice_plantation:pm_spice_cultivation|pmg_train_automation_building_spice_plantation:pm_road_carts,engines|transportation,spices,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES,FORK_OVERRIDE; PM_Gates=mechanized_irrigation|railways
building_statue_of_liberty,Statue of Liberty,Statue de la Liberté,bg_monuments,OTHER,CONDITIONAL_POTENTIAL,NO,steel_frame_buildings,pmg_base_building_statue_of_liberty:pm_default_building_statue_of_liberty,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,NO_POST_1776,VANILLA_FALLBACK; POST_1776_EXPLICIT_DATE_FILTER
building_steel_mill,Steel Mills,Aciéries,bg_heavy_industry,MANUFACTURING,YES_USED_IN_CURRENT_HISTORY,NO,coke_smelting,pmg_steelmaking_process:pm_coke_blast_furnaces|pmg_automation_building_steel_mill:pm_automation_disabled,coal|electricity|iron|limestone|tools,fertilizer|steel,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; Aliases=building_steel_mills; PM_Gates=bessemer_process|electric_arc_process|electrical_capacitors|open_hearth_process|puddling_and_rolling|rotary_valve_engine|watertube_boiler
building_subsistence_farm,Subsistence Farms,Fermes de subsistance,bg_subsistence_agriculture,AGRICULTURE_COMMERCIAL,NO_ENGINE_GENERATED,YES,NONE,pmg_base_building_subsistence_farm:default_building_subsistence_farm|pmg_home_workshops_building_subsistence_farm:pm_home_workshops_no_building_subsistence_farm|pmg_serfdom_building_subsistence_farm:pm_serfdom_no,NONE,clothes|fabric|furniture|grain|liquor|tools|wood,ENGINE_GENERATED_LEVELS,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,NO_AUTO_GENERATED,VANILLA_FALLBACK; Aliases=building_subsistence_farms; DO_NOT_RESEARCH_AS_MANUAL_STARTING_BUILDING
building_subsistence_fishing_village,Subsistence Fishing Villages,Village de pêche de subsistance,bg_subsistence_agriculture,RESOURCE_EXTRACTION,NO_ENGINE_GENERATED,YES,NONE,pmg_base_building_subsistence_fishing_village:default_building_subsistence_fishing_village|pmg_home_workshops_building_subsistence_fishing_village:pm_home_workshops_no_building_subsistence_fishing_village|pmg_serfdom_building_subsistence_fishing_village:pm_serfdom_no,NONE,clothes|fabric|fish|furniture|grain|liquor|tools|wood,ENGINE_GENERATED_LEVELS,STATE_REGION_RESOURCE_CAP_OR_DISCOVERY,NO_AUTO_GENERATED,VANILLA_FALLBACK; Aliases=building_subsistence_fishing_villages; DO_NOT_RESEARCH_AS_MANUAL_STARTING_BUILDING
building_subsistence_orchard,Subsistence Orchards,Vergers de subsistance,bg_subsistence_agriculture,AGRICULTURE_COMMERCIAL,NO_ENGINE_GENERATED,YES,NONE,pmg_base_building_subsistence_orchard:default_building_subsistence_orchard|pmg_home_workshops_building_subsistence_orchard:pm_home_workshops_no_building_subsistence_orchard|pmg_serfdom_building_subsistence_orchard:pm_serfdom_no,NONE,clothes|fabric|fruit|furniture|grain|liquor|tools|wood,ENGINE_GENERATED_LEVELS,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,NO_AUTO_GENERATED,VANILLA_FALLBACK; Aliases=building_subsistence_orchards; DO_NOT_RESEARCH_AS_MANUAL_STARTING_BUILDING
building_subsistence_pasture,Subsistence Pastures,Pâturages de subsistance,bg_subsistence_ranching,AGRICULTURE_COMMERCIAL,NO_ENGINE_GENERATED,YES,NONE,pmg_base_building_subsistence_pasture:default_building_subsistence_pasture|pmg_home_workshops_building_subsistence_pasture:pm_home_workshops_no_building_subsistence_pasture|pmg_serfdom_building_subsistence_pasture:pm_serfdom_no,NONE,clothes|fabric|furniture|grain|liquor|meat|tools,ENGINE_GENERATED_LEVELS,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,NO_AUTO_GENERATED,VANILLA_FALLBACK; Aliases=building_subsistence_pastures; DO_NOT_RESEARCH_AS_MANUAL_STARTING_BUILDING
building_subsistence_rice_farm,Subsistence Rice Paddies,Rizières de subsistance,bg_subsistence_agriculture,AGRICULTURE_COMMERCIAL,NO_ENGINE_GENERATED,YES,NONE,pmg_base_building_subsistence_rice_farm:default_building_subsistence_rice_farm|pmg_home_workshops_building_subsistence_rice_farm:pm_home_workshops_no_building_subsistence_rice_farm|pmg_serfdom_building_subsistence_rice_farm:pm_serfdom_no,NONE,clothes|fabric|furniture|grain|liquor|tools|wood,ENGINE_GENERATED_LEVELS,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,NO_AUTO_GENERATED,VANILLA_FALLBACK; Aliases=building_subsistence_rice_paddies; DO_NOT_RESEARCH_AS_MANUAL_STARTING_BUILDING
