Owner_TAG,Country,State_ID,Current_Level,Historical_Target_Level,Gameplay_Minimum_Component,Final_Target_Level,Current_Bureaucracy_Context,Projected_Bureaucracy_Context,Tax_Capacity_Context,Capital_or_Admin_Center,Decision,Reason,Runtime_Validation_Required
BRZ,Brazil,STATE_PERNAMBUCO,1,0,0,0,country_gross=500; static_structural_cost=327.7; gross_minus_static=172.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=360; near_balance_95pct=312; gross_minus_static=32.3; runtime_deincorp_states=0; post_deincorp_cost=327.7; post_deincorp_net=32.3; laws=14; explicit_institution_blocks=1,state_pm_per_level=10; country_current=100; country_projected=72; incorporated_population_need=444.2,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BRZ,Brazil,STATE_RIO_DE_JANEIRO,5,3,0,3,country_gross=500; static_structural_cost=327.7; gross_minus_static=172.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=360; near_balance_95pct=312; gross_minus_static=32.3; runtime_deincorp_states=0; post_deincorp_cost=327.7; post_deincorp_net=32.3; laws=14; explicit_institution_blocks=1,state_pm_per_level=10; country_current=100; country_projected=72; incorporated_population_need=444.2,HISTORICAL_ADMIN_CENTER,DECREASE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BST,Tswana,STATE_ZULULAND,0,0,0,0,country_gross=0; static_structural_cost=25.4; gross_minus_static=-25.4; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-25.4; runtime_deincorp_states=0; post_deincorp_cost=25.4; post_deincorp_net=-25.4; laws=5; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=13.5,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BTN,Tidore,STATE_CELEBES,0,0,0,0,country_gross=0; static_structural_cost=12.3; gross_minus_static=-12.3; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-12.3; runtime_deincorp_states=0; post_deincorp_cost=12.3; post_deincorp_net=-12.3; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=5.7,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BUG,Buganda,STATE_UGANDA,0,0,0,0,country_gross=0; static_structural_cost=40.7; gross_minus_static=-40.7; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-40.7; runtime_deincorp_states=0; post_deincorp_cost=40.7; post_deincorp_net=-40.7; laws=2; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=76.7,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BUK,Bukhara,STATE_UZBEKIA,0,1,0,1,country_gross=0; static_structural_cost=86.5; gross_minus_static=-86.5; pm=pm_simple_organization; per_level=10,country_gross=10; near_balance_95pct=83; gross_minus_static=-76.5; runtime_deincorp_states=2; post_deincorp_cost=51.0; post_deincorp_net=-41.0; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=2; incorporated_population_need=141.2,CAPITAL,ADD,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BUR,Kuki,STATE_MANDALAY,2,2,0,2,country_gross=20; static_structural_cost=116.2; gross_minus_static=-96.2; pm=pm_simple_organization; per_level=10,country_gross=20; near_balance_95pct=111; gross_minus_static=-96.2; runtime_deincorp_states=3; post_deincorp_cost=0.0; post_deincorp_net=20.0; laws=2; explicit_institution_blocks=0,state_pm_per_level=2; country_current=4; country_projected=4; incorporated_population_need=215.5,HISTORICAL_ADMIN_CENTER,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BUR,Denmark-Norway,STATE_PEGU,0,0,0,0,country_gross=20; static_structural_cost=116.2; gross_minus_static=-96.2; pm=pm_simple_organization; per_level=10,country_gross=20; near_balance_95pct=111; gross_minus_static=-96.2; runtime_deincorp_states=3; post_deincorp_cost=0.0; post_deincorp_net=20.0; laws=2; explicit_institution_blocks=0,state_pm_per_level=2; country_current=4; country_projected=4; incorporated_population_need=215.5,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CAM,Siam,STATE_CAMBODIA,0,0,0,0,country_gross=0; static_structural_cost=38.6; gross_minus_static=-38.6; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-38.6; runtime_deincorp_states=0; post_deincorp_cost=38.6; post_deincorp_net=-38.6; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=71.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CAUC,Caucuses,STATE_GREATER_CAUCASUS,0,0,0,0,country_gross=0; static_structural_cost=34.8; gross_minus_static=-34.8; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-34.8; runtime_deincorp_states=0; post_deincorp_cost=34.8; post_deincorp_net=-34.8; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=36.9,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CAY,Serer,STATE_SENEGAL,0,0,0,0,country_gross=0; static_structural_cost=0.0; gross_minus_static=0.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=0.0; runtime_deincorp_states=0; post_deincorp_cost=0.0; post_deincorp_net=0.0; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=0.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHC,Chechnya,STATE_DAGESTAN,0,0,0,0,country_gross=0; static_structural_cost=32.4; gross_minus_static=-32.4; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-32.4; runtime_deincorp_states=0; post_deincorp_cost=32.4; post_deincorp_net=-32.4; laws=10; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=31.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_BEIJING,16,3,0,3,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,HISTORICAL_ADMIN_CENTER,DECREASE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_CHONGQING,9,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_EASTERN_HUBEI,6,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_FUJIAN,8,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,Portugal,STATE_GUANGDONG,9,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_GUANGXI,7,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_GUIZHOU,9,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_HENAN,12,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_HUNAN,4,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_JIANGSU,9,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_JIANGXI,8,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CAPITAL,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_NANJING,13,2,0,2,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,HISTORICAL_ADMIN_CENTER,DECREASE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_NINGXIA,4,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_NORTHERN_ANHUI,7,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_SHANDONG,6,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_SHANXI,6,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_SHAOZHOU,6,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_SICHUAN,8,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_SOUTHERN_ANHUI,8,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_SOUTHERN_MANCHURIA,4,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_SUZHOU,12,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_WESTERN_HUBEI,6,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_XIAN,3,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_YUNNAN,6,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHI,China,STATE_ZHEJIANG,7,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
