TAG,Country,Owner_State_Count,Current_Total_Building_Levels,Target_Total_Building_Levels,Keep_Rows,Add_Rows,Remove_Rows,Increase_Rows,Decrease_Rows,Trade_Center_Target_Levels,Infrastructure_Target_Levels,Tech_Conflict_Count,Map_Rework_Risk_Count,Notes
ABB,Arab Emirates,1,0,2,0,2,0,0,0,0,0,2,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MCR,Micronesia,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MDK,Mandinka,3,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MEC,Mecklenburg,1,4,4,2,1,1,0,0,0,1,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MEI,Saxe-Meiningen,1,2,1,0,1,2,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MGD,Maguindanao,1,1,2,0,2,1,0,0,1,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MGH,Khasi,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MICC,Michigan Tribal Confederation,5,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MJK,Mijikenda,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MJT,Majerteen,1,2,0,0,0,2,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MKT,Miskitia,1,1,0,0,0,1,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MLD,Maldives,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MLT,Malta,1,2,2,0,1,2,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MNB,Mangbetu,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MNC,Manica,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MND,Mindanao,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MOD,Modena,1,8,2,0,1,3,0,1,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MOL,Moldavia,1,6,0,0,0,4,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MON,Montenegro,1,3,0,0,0,2,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MOR,Morocco,4,22,24,4,15,9,1,2,2,5,6,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MOS,Mossi,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MRA,Mara,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MRN,Mirning,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MRV,Maravi,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MSH,Mashona,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MSI,Masai,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MSK,Maseko,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MSN,Massina,2,3,10,2,7,0,0,0,1,1,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MST,Mecklenburg-Strelitz,1,2,1,1,0,1,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MTB,Ndebele,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MTP,Mutapa,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MUG,Hindustan,1,5,13,1,6,2,1,0,2,2,3,1,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MYS,Mysore,1,10,18,2,10,3,0,0,1,1,3,1,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
MZB,Mzab,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NAG,Nagpur,2,13,10,0,6,4,0,1,1,0,1,2,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NAM,Nama,2,0,1,0,1,0,0,0,0,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NAS,Nassau,1,4,1,0,1,4,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NBB,Nejd,2,0,3,0,2,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NBS,New Brunswick,1,6,1,1,0,3,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NEP,Nepal,1,2,5,0,5,2,0,0,1,1,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NET,Netherlands,7,84,68,3,22,16,4,11,11,6,24,1,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NGA,Naga,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NNG,Noongar,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NRU,Nauru,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NTO,Ngāti Toa,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NTU,Ngāi Tahu,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NUE,Nuer,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NVJ,Navajo,3,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NVS,Nova Scotia,1,7,7,1,3,1,1,1,1,0,3,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NYM,Unyamwezi,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NYP,Ngumpin-Yapa,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
NZP,Nimíipuu,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
OLD,Oldenburg,1,3,2,0,2,2,0,0,0,1,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
OMA,Oman,7,26,16,6,7,11,1,1,3,1,10,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
ONT,Ontario,1,15,0,0,0,6,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
ORA,Oranje,1,3,1,1,0,1,0,0,0,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
ORM,Orma,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
OUA,Tagant,3,0,3,0,3,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
OVB,Ovambo,2,0,2,0,2,0,0,0,0,0,2,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
OVM,Ovimbundu,1,0,1,0,1,0,0,0,0,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
OYO,Oyo,1,3,1,0,1,2,0,0,1,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
OZH,Orta Zhuz,4,0,4,0,4,0,0,0,0,0,4,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PAA,Paakintyi,3,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PAN,Punjab,1,41,8,2,2,10,0,2,2,1,1,1,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PAP,Rome,3,32,17,3,8,14,1,1,2,2,7,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PAR,Parma,1,5,2,1,1,2,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PAT,Mapuche,3,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PCO,Puerto Rico,1,8,8,3,3,2,0,1,1,0,2,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PDI,Pedi,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PER,Persia,15,73,77,10,54,25,0,4,4,15,10,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PHI,Philippines,4,32,13,0,5,9,2,1,3,0,5,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PHL,Philippolis,1,2,1,1,0,1,0,0,0,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PLC,Poland-Lithuania,12,87,40,2,27,22,0,7,2,8,7,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PLY,Tahiti,1,4,1,0,1,4,0,0,1,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PMA,Pama,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PON,Pontianak,1,4,3,0,2,3,0,0,1,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
POR,Portugal,19,126,86,12,30,47,9,7,16,4,20,2,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PPU,Papua,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PRK,Perak,1,1,0,0,0,1,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PRU,Prussia,12,189,38,3,13,51,1,11,3,5,4,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PUD,Pudukottai,1,16,7,1,3,5,0,0,1,0,0,1,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
PWN,Pawnee,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
QUE,Quebec,1,14,9,0,3,5,2,1,2,1,3,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
RGB,Reguibat,4,0,4,0,4,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
RUS,Russia,49,338,135,21,57,46,2,26,11,13,24,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
RWD,Rwanda,1,1,2,1,1,0,0,0,0,0,2,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
RYU,Ryukyu,1,3,7,0,4,2,1,0,1,0,2,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SAK,Siak,2,4,2,0,2,4,0,0,1,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SAN,San,4,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SAR,Sardinia-Piedmont,4,61,22,3,8,19,1,6,1,2,3,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SAT,Satara,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SAX,Saxony,1,21,11,0,4,6,2,0,2,1,2,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SC1,Nueva España,22,96,92,8,49,52,6,4,10,16,8,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SC2,Nueva Granada,9,56,44,7,21,33,0,1,10,2,9,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SC3,Perú,12,84,45,4,16,40,6,4,7,4,6,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SC4,Río de la Plata,10,40,36,3,12,21,8,1,3,5,4,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SCH,Schleswig,1,5,1,0,0,2,0,1,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SCM,Schaumburg-Lippe,1,0,1,0,1,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SCT,Sip Song Chau Tai,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SCW,Schwarzburg,1,4,1,0,1,3,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SD1,The Sudan,5,0,9,0,8,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SEL,Selangor,1,1,1,0,1,1,0,0,1,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SGU,Segou,1,1,5,0,3,0,1,0,0,1,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SHS,Shan,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SIA,Siam,6,15,9,1,6,11,0,0,2,1,5,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SIC,Two Sicilies,4,92,29,2,8,22,1,8,2,1,7,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SIK,Sikkim,1,0,2,0,2,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SIL,Sierra Leone,4,17,0,0,0,14,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SIN,Sindh,1,3,7,0,6,3,0,0,2,0,1,1,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SKH,Evenki,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SKM,Usukuma,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SKY,Sakuye,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SLK,Selk’nam,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SLS,Séliš,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SLW,Sulawesi,1,1,0,0,0,1,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SMB,Sambas,1,0,2,0,1,0,0,0,0,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SML,Yat’siminoli,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SNG,Sangu,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SOK,Sokoto,5,98,0,0,0,18,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SPA,Spain,17,231,150,22,36,60,16,21,15,9,38,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SRK,Surakarta,1,1,1,0,1,1,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SRR,Serer,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SSU,Susu,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
STG,Sintang,1,1,0,0,0,1,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SUL,Sulu,3,4,2,1,1,3,0,0,1,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SWE,Sweden,10,109,49,7,23,28,2,8,4,5,21,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SWI,Switzerland,2,24,11,0,3,10,1,2,3,1,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
SWZ,Swaziland,1,3,1,0,0,1,0,1,0,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TBI,Tubu,4,0,4,0,4,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TEK,Tekna,3,0,3,0,3,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TGI,Tungi,1,1,0,0,0,1,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
THL,Tehuelche,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TIB,Tibet,3,5,6,2,3,1,0,1,1,0,2,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TID,Tidore,3,7,2,1,1,5,0,0,1,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TIP,Tipperah,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TKE,Teke,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TMN,Temne,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TNG,Tonga,1,0,1,0,1,0,0,0,0,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TPS,Toposa,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TRA,Travancore,1,14,7,0,3,2,0,1,1,0,0,1,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TRI,Tripolitania,2,7,9,2,7,4,0,0,1,2,4,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TRK,Turkana,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TRM,Turkmenia,4,0,5,0,4,0,0,0,0,0,2,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TRN,Transvaal,1,5,0,0,0,3,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TRS,Transylvania,2,18,2,0,2,10,0,0,0,0,2,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TRZ,Trarza,1,0,1,0,1,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TSW,Tswana,5,0,1,0,1,0,0,0,0,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TUA,Tuat,1,0,1,0,1,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TUG,Touggourt,1,0,1,0,1,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TUN,Tunis,1,11,13,4,5,2,1,0,1,2,6,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TUR,Turkey,41,269,130,17,82,106,3,11,4,24,31,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
TUS,Tuscany,1,41,15,2,1,7,1,5,3,2,2,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
UBD,United Baltic Provinces,3,18,18,4,9,5,0,2,4,3,4,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
ULT,Ulta,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
UNT,United Tribes,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
USA,America,17,252,119,13,53,70,3,21,15,14,39,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
UTE,Ute,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
UZH,Uly Zhuz,1,0,1,0,1,0,0,0,0,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
VEN,Venice,7,81,81,0,0,0,0,0,11,0,0,0,PRESERVE_SERENISSIMA_ROWS=29; REVIEW_ROWS=0
VND,Venda,1,0,1,0,1,0,0,0,0,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
VNT,Vanuatu,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WAD,Wadai,2,2,3,1,2,1,0,0,0,1,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WAL,Wallachia,1,40,0,0,0,9,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WBL,Griqualand,1,1,0,0,0,1,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WDJ,Wiradjuri,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WEI,Saxe-Weimar,1,4,1,0,1,3,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WKB,Waka-Gabi,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WLD,Waldeck,1,1,1,0,1,1,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WRR,Worrorra,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WSG,Warsangali,1,2,0,0,0,2,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WTI,Anangu,4,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WTU,Witu,1,3,0,0,0,3,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
WUR,Württemberg,1,20,4,1,1,7,0,1,0,1,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
XHO,Xhosa,1,0,1,0,1,0,0,0,0,0,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
YGU,Yolngu,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
YKA,Yaka,1,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
YOG,Yogyakarta,1,2,1,0,1,2,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
YUR,Yura,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
ZAI,Azal,1,4,5,0,3,2,1,0,0,1,1,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
ZND,Azande,2,0,0,0,0,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
ZWY,Zuwayya,3,0,3,0,3,0,0,0,0,0,0,0,PRESERVE_SERENISSIMA_ROWS=0; REVIEW_ROWS=0
