Owner_TAG,Country,State_ID,Current_Level,Historical_Target_Level,Supply_Calibration_Addition,Final_Target_Level,Start_PM,Estimated_Wood_Output,Estimated_Local_or_Market_Demand,Market_Context,Decision,Reason,Runtime_Validation_Required
FRA,France,STATE_FRENCH_LOW_COUNTRIES,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),820.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
FRA,France,STATE_LORRAINE,5,1,4,5,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,275.0 (per_level=55.0),820.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
FRA,France,STATE_MAINE_ANJOU,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),820.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
FRA,France,STATE_RHONE,4,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),820.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
GBR,Great Britain,STATE_HIGHLANDS,3,2,1,3,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,165.0 (per_level=55.0),785.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
GBR,Great Britain,STATE_LOWLANDS,2,0,2,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,110.0 (per_level=55.0),785.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
GBR,Great Britain,STATE_WALES,3,0,3,3,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,165.0 (per_level=55.0),785.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
HAM,Hanover,STATE_ELBE,1,0,1,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,40.0 (per_level=40.0),85.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
HAN,Prussia,STATE_BRUNSWICK,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),15.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
HAN,Hanover,STATE_ELBE,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),15.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
HAW,Hawaii,STATE_HAWAIIAN_ISLANDS,1,0,1,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,15.0 (per_level=15.0),5.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
HBC,Iron Confederacy,STATE_MANITOBA,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
HBC,Ontario,STATE_ONTARIO,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
HBC,Quebec,STATE_QUEBEC,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
HEK,Waldeck,STATE_HESSE,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
HOL,Schleswig,STATE_SCHLESWIG_HOLSTEIN,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
HUN,Hungary,STATE_RUTHENIA,3,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=15.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
IREK,Kingdom of Ireland,STATE_ULSTER,2,0,2,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,110.0 (per_level=55.0),120.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
JAP,Japan,STATE_CHUGOKU,6,0,4,4,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,160.0 (per_level=40.0),120.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
JAP,Japan,STATE_HOKUSHINETSU,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=15.0),120.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
JAP,Japan,STATE_TOHOKU,5,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,0.0 (per_level=40.0),120.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
JAP,Japan,STATE_TOKAI,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=15.0),120.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
JEY,Jeypore,STATE_CIRCARS,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=15.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
JMB,Siak,STATE_NORTH_SUMATRA,1,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,0.0 (per_level=40.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
MARATH,Maratha Confederacy,STATE_AGRA,2,0,2,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,30.0 (per_level=15.0),130.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
MARATH,Satara,STATE_BOMBAY,6,0,6,6,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,90.0 (per_level=15.0),130.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
MAS,Mascara,STATE_ALGIERS,1,0,1,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,40.0 (per_level=40.0),90.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
MOL,Moldavia,STATE_MOLDAVIA,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=15.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
MOR,Spain,STATE_AL_RIF,1,0,1,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,40.0 (per_level=40.0),85.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
MYS,Mysore,STATE_MYSORE,0,2,0,2,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,80.0 (per_level=40.0),35.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
NAG,Nagpur,STATE_CENTRAL_PROVINCES,4,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=15.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
NAS,Waldeck,STATE_HESSE,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
NBS,Nova Scotia,STATE_NEW_BRUNSWICK,1,1,0,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
NET,Netherlands,STATE_FRIESLAND,1,0,1,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,15.0 (per_level=15.0),545.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
NET,Netherlands,STATE_GELRE,1,1,0,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,15.0 (per_level=15.0),545.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
OMA,Oman,STATE_ZANZIBAR,2,0,2,2,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,80.0 (per_level=40.0),45.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PAN,Punjab,STATE_PUNJAB,2,0,1,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),5.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PAP,Rome,STATE_LAZIO,2,0,2,2,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,80.0 (per_level=40.0),80.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PAP,Rome,STATE_UMBRIA,1,0,1,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,15.0 (per_level=15.0),80.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PER,Persia,STATE_MAZANDARAN,2,1,1,2,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,80.0 (per_level=40.0),265.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PER,Persia,STATE_TABRIZ,1,0,1,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,40.0 (per_level=40.0),265.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PLC,Poland-Lithuania,STATE_COURLAND,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),275.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PLC,Poland-Lithuania,STATE_KAUNAS,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),275.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PLC,Poland-Lithuania,STATE_LESSER_POLAND,1,0,1,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,40.0 (per_level=40.0),275.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PLC,Poland-Lithuania,STATE_MINSK,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),275.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PLC,Poland-Lithuania,STATE_VOLHYNIA,1,1,0,1,pm_increased_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=0.0),275.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PLC,Prussia,STATE_WEST_PRUSSIA,1,0,1,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,15.0 (per_level=15.0),275.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
POR,Portugal,STATE_ALENTEJO,2,0,2,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,30.0 (per_level=15.0),590.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
POR,Portugal,STATE_BEIRA,1,1,0,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,15.0 (per_level=15.0),590.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
POR,Portugal,STATE_ENTRE_DOURO_E_MINHO,1,0,1,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,15.0 (per_level=15.0),590.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
POR,Portugal,STATE_ESTREMADURA,1,0,1,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),590.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
POR,Portugal,STATE_SUNDA_ISLANDS,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),590.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PRU,Prussia,STATE_ANHALT,5,0,2,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,110.0 (per_level=55.0),75.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PRU,Prussia,STATE_EAST_PRUSSIA,5,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),75.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PRU,Prussia,STATE_NORTH_RHINE,2,0,0,0,pm_increased_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=40.0),75.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PRU,Prussia,STATE_POMERANIA,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),75.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
PUD,Pudukottai,STATE_MADRAS,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=15.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
QUE,Quebec,STATE_QUEBEC,1,0,1,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),45.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_ARKHANGELSK,0,2,0,2,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,80.0 (per_level=40.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_CHELYABINSK,0,2,0,2,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,80.0 (per_level=40.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_CHUVASHIA,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_EAST_KARELIA,1,1,0,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
