Owner_TAG,State_ID,Building_ID,Current_Level,Current_PM_Overrides,Source_File,Source_Line_or_Block,Excluded_Serenissima,Notes
CHI,STATE_JIANGXI,building_government_administration,45,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt:80,NO,
CHI,STATE_JIANGXI,building_paper_mill,2,pm_automation_disabled|pm_pulp_pressing,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:7146,NO,
CHI,STATE_JIANGXI,building_railway,16,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:1751,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_KIRGHIZIA,building_livestock_ranch,2,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:7910,NO,
CHI,STATE_KIRGHIZIA,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:1883,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_NANJING,building_government_administration,72,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/11_east_asia.txt,common/history/buildings/11_east_asia.txt:354,NO,
CHI,STATE_NANJING,building_railway,20,pm_industrial_canals|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:10699,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_NANJING,building_textile_mill,3,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:10712,NO,
CHI,STATE_NANJING,building_trade_center,2,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:10725,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
CHI,STATE_SHANDONG,building_government_administration,55,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt:95,NO,
CHI,STATE_SHANDONG,building_naval_administration,2,pm_simple_sailor_recruitment,common/history/buildings/11_east_asia.txt,common/history/buildings/11_east_asia.txt:458,NO,
CHI,STATE_SHANDONG,building_railway,15,pm_industrial_canals|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:13943,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_SHANDONG,building_salt_pan,2,default_building_salt_pan,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:13956,NO,
CHI,STATE_SHANXI,building_coal_mine,1,pm_no_explosives|pm_no_mine_ventilation|pm_no_ore_concentration_building_coal_mine|pm_no_steam_automation|pm_picks_and_shovels_building_coal_mine|pm_road_carts,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:13971,NO,
CHI,STATE_SHANXI,building_government_administration,40,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt:110,NO,
CHI,STATE_SHANXI,building_railway,14,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:3176,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_SICHUAN,building_government_administration,40,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt:125,NO,
CHI,STATE_SICHUAN,building_logging_camp,5,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,common/history/buildings/11_east_asia.txt,common/history/buildings/11_east_asia.txt:15,NO,
CHI,STATE_SICHUAN,building_paper_mill,1,pm_automation_disabled|pm_pulp_pressing,common/history/buildings/11_east_asia.txt,common/history/buildings/11_east_asia.txt:29,NO,
CHI,STATE_SICHUAN,building_railway,18,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:3210,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_SICHUAN,building_salt_mine,3,pm_no_explosives|pm_no_steam_automation|pm_picks_and_shovels_building_salt_mine|pm_road_carts,common/history/buildings/99_tech6a2_salt_starting_buildings.txt,common/history/buildings/99_tech6a2_salt_starting_buildings.txt:64,NO,
CHI,STATE_SUZHOU,building_government_administration,50,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt:140,NO,
CHI,STATE_SUZHOU,building_railway,15,pm_industrial_canals|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:14470,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_SUZHOU,building_silk_plantation,3,default_building_silk_plantation|pm_road_carts,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:14483,NO,
CHI,STATE_SUZHOU,building_textile_mill,4,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:14496,NO,
CHI,STATE_SUZHOU,building_trade_center,3,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:14509,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
CHI,STATE_WESTERN_HUBEI,building_government_administration,36,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt:155,NO,
CHI,STATE_WESTERN_HUBEI,building_railway,12,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97c_build_start_1776_runtime_bureaucracy_infrastructure.txt,common/history/buildings/97c_build_start_1776_runtime_bureaucracy_infrastructure.txt:39,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_XIAN,building_government_administration,35,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt:170,NO,
CHI,STATE_XIAN,building_railway,12,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97c_build_start_1776_runtime_bureaucracy_infrastructure.txt,common/history/buildings/97c_build_start_1776_runtime_bureaucracy_infrastructure.txt:56,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_YUNNAN,building_copper_mine,4,pm_no_explosives|pm_no_mine_ventilation|pm_no_ore_concentration_building_copper_mine|pm_no_steam_automation|pm_picks_and_shovels_building_copper_mine|pm_road_carts,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:17749,NO,
CHI,STATE_YUNNAN,building_railway,3,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:4166,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_YUNNAN,building_tea_plantation,2,default_building_tea_plantation|pm_road_carts,common/history/buildings/11_east_asia.txt,common/history/buildings/11_east_asia.txt:46,NO,
CHI,STATE_ZHEJIANG,building_port,1,pm_anchorage,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:17835,NO,
CHI,STATE_ZHEJIANG,building_railway,2,pm_industrial_canals|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:17846,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_ZHEJIANG,building_silk_plantation,3,default_building_silk_plantation|pm_road_carts,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:17859,NO,
CHI,STATE_ZHEJIANG,building_textile_mill,3,pm_craftsman_sewing|pm_handsewn_clothes|pm_traditional_looms,common/history/buildings/11_east_asia.txt,common/history/buildings/11_east_asia.txt:314,NO,
CHI,STATE_ZHEJIANG,building_trade_center,2,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:17872,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
CHI,STATE_ZHILI,building_government_administration,55,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt,common/history/buildings/97b_build_start_1776_runtime_bureaucracy_wave2.txt:185,NO,
CHI,STATE_ZHILI,building_port,1,pm_anchorage,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:17887,NO,
CHI,STATE_ZHILI,building_railway,15,pm_industrial_canals|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:17898,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CHI,STATE_ZHILI,building_salt_pan,1,default_building_salt_pan,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:17911,NO,
CHI,STATE_ZHILI,building_trade_center,1,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:17922,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
CIR,STATE_KUBAN,building_livestock_ranch,2,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/09_central_asia.txt,common/history/buildings/09_central_asia.txt:88,NO,
CIR,STATE_KUBAN,building_railway,2,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:1917,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CIR,STATE_KUBAN,building_textile_mill,1,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:8056,NO,
CIR,STATE_KUBAN,building_wheat_farm,1,pm_no_secondary|pm_simple_farming|pm_tools_disabled,common/history/buildings/09_central_asia.txt,common/history/buildings/09_central_asia.txt:75,NO,
CIR,STATE_NORTH_CAUCASUS,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:11448,NO,
CMB,STATE_EAST_SAHARA,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:4346,NO,
CMB,STATE_SAHARA,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:13400,NO,
CMI,STATE_CHIANG_MAI,building_trade_center,1,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3004,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
COB,STATE_SAXONY,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:3080,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
COB,STATE_SAXONY,building_textile_mill,1,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:13692,NO,
COC,STATE_TRAVANCORE,building_logging_camp,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:15485,NO,
COC,STATE_TRAVANCORE,building_port,2,pm_anchorage,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:15499,NO,
COC,STATE_TRAVANCORE,building_railway,2,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:3497,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
COC,STATE_TRAVANCORE,building_shipyard,1,pm_basic_shipbuilding|pm_no_copper_sheathing_building_shipyard,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:15510,NO,
COC,STATE_TRAVANCORE,building_spice_plantation,2,pm_road_carts|pm_spice_cultivation,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:15523,NO,
COC,STATE_TRAVANCORE,building_trade_center,2,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:15529,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
CON,STATE_CONSTANTINE,building_food_industry,1,pm_bakery|pm_disabled_canning|pm_disabled_distillery|pm_manual_dough_processing|pm_no_spiced_food,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3213,NO,
CON,STATE_CONSTANTINE,building_government_administration,2,pm_hereditary_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/03_north_africa.txt,common/history/buildings/03_north_africa.txt:410,NO,
CON,STATE_CONSTANTINE,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/03_north_africa.txt,common/history/buildings/03_north_africa.txt:435,NO,
CON,STATE_CONSTANTINE,building_port,1,pm_anchorage,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3224,NO,
CON,STATE_CONSTANTINE,building_railway,3,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3235,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CON,STATE_CONSTANTINE,building_textile_mill,1,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3248,NO,
CON,STATE_CONSTANTINE,building_wheat_farm,2,pm_no_secondary|pm_simple_farming|pm_tools_disabled,common/history/buildings/03_north_africa.txt,common/history/buildings/03_north_africa.txt:422,NO,
CRI,STATE_BESSARABIA,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:1796,NO,
CRI,STATE_BESSARABIA,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:394,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CRI,STATE_BESSARABIA,building_vineyard,1,default_building_vineyard|pm_road_carts,common/history/buildings/02_east_europe.txt,common/history/buildings/02_east_europe.txt:490,NO,
CRI,STATE_BESSARABIA,building_wheat_farm,1,pm_no_secondary|pm_simple_farming|pm_tools_disabled,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:1809,NO,
CRI,STATE_CHERSON,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:2974,NO,
CRI,STATE_CHERSON,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:798,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CRI,STATE_CHERSON,building_wheat_farm,1,pm_no_secondary|pm_simple_farming|pm_tools_disabled,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:2987,NO,
CRI,STATE_CRIMEA,building_food_industry,1,pm_bakery|pm_disabled_canning|pm_disabled_distillery|pm_manual_dough_processing|pm_no_spiced_food,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3341,NO,
CRI,STATE_CRIMEA,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3352,NO,
CRI,STATE_CRIMEA,building_port,1,pm_basic_port,common/history/buildings/15_russia.txt,common/history/buildings/15_russia.txt:748,NO,
CRI,STATE_CRIMEA,building_railway,3,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3365,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CRI,STATE_CRIMEA,building_salt_pan,2,default_building_salt_pan,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3378,NO,
CRI,STATE_CRIMEA,building_tobacco_plantation,1,default_building_tobacco_plantation|pm_road_carts,common/history/buildings/15_russia.txt,common/history/buildings/15_russia.txt:759,NO,
CRI,STATE_CRIMEA,building_trade_center,1,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3389,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
CRI,STATE_CRIMEA,building_vineyard,1,default_building_vineyard|pm_road_carts,common/history/buildings/15_russia.txt,common/history/buildings/15_russia.txt:735,NO,
CRI,STATE_KUBAN,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/09_central_asia.txt,common/history/buildings/09_central_asia.txt:49,NO,
CRI,STATE_KUBAN,building_port,1,pm_anchorage,common/history/buildings/09_central_asia.txt,common/history/buildings/09_central_asia.txt:62,NO,
CRI,STATE_KUBAN,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:1932,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CRI,STATE_KUBAN,building_wheat_farm,1,pm_citrus_orchards|pm_simple_farming|pm_tools_disabled,common/history/buildings/09_central_asia.txt,common/history/buildings/09_central_asia.txt:34,NO,
CRI,STATE_TAURIDA,building_livestock_ranch,2,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:15092,NO,
CRI,STATE_TAURIDA,building_railway,2,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:3412,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CRI,STATE_TAURIDA,building_salt_pan,1,default_building_salt_pan,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:15105,NO,
CRI,STATE_TAURIDA,building_wheat_farm,1,pm_no_secondary|pm_simple_farming|pm_tools_disabled,common/history/buildings/15_russia.txt,common/history/buildings/15_russia.txt:1014,NO,
CUB,STATE_CENTRAL_CUBA,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:651,NO,
CUB,STATE_CENTRAL_CUBA,building_logging_camp,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:664,NO,
CUB,STATE_CENTRAL_CUBA,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:649,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CUB,STATE_CENTRAL_CUBA,building_sugar_plantation,1,default_building_sugar_plantation|pm_road_carts,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:622,NO,
CUB,STATE_CENTRAL_CUBA,building_tobacco_plantation,1,default_building_tobacco_plantation|pm_road_carts,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:637,NO,
CUB,STATE_EASTERN_CUBA,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:696,NO,
CUB,STATE_EASTERN_CUBA,building_logging_camp,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:709,NO,
CUB,STATE_EASTERN_CUBA,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:1066,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CUB,STATE_EASTERN_CUBA,building_sugar_plantation,1,default_building_sugar_plantation|pm_road_carts,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:681,NO,
CUB,STATE_EASTERN_CUBA,building_tobacco_plantation,1,default_building_tobacco_plantation|hand_rolled|pm_road_carts|worker_exploitation_tobacco,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3872,NO,
CUB,STATE_WESTERN_CUBA,building_government_administration,2,pm_hereditary_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:16842,NO,
CUB,STATE_WESTERN_CUBA,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:581,NO,
CUB,STATE_WESTERN_CUBA,building_logging_camp,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:605,NO,
CUB,STATE_WESTERN_CUBA,building_port,3,pm_basic_port,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:594,NO,
CUB,STATE_WESTERN_CUBA,building_railway,5,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:16853,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
CUB,STATE_WESTERN_CUBA,building_shipyard,3,pm_basic_shipbuilding|pm_no_copper_sheathing_building_shipyard,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:16866,NO,
CUB,STATE_WESTERN_CUBA,building_sugar_plantation,1,default_building_sugar_plantation|pm_road_carts,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:566,NO,
CUB,STATE_WESTERN_CUBA,building_tobacco_plantation,2,default_building_tobacco_plantation|pm_road_carts,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:547,NO,
CUB,STATE_WESTERN_CUBA,building_trade_center,2,pm_trade_center_trade_quantity_normal,common/history/buildings/06_central_america.txt,common/history/buildings/06_central_america.txt:526,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
DAH,STATE_DAHOMEY,building_trade_center,1,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:3557,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
DAI,STATE_ANNAM,building_barrack,20,pm_no_organization,common/history/buildings/11_east_asia.txt,common/history/buildings/11_east_asia.txt:553,NO,
DAI,STATE_ANNAM,building_government_administration,1,pm_hereditary_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:554,NO,
DAI,STATE_ANNAM,building_port,1,pm_anchorage,common/history/buildings/11_east_asia.txt,common/history/buildings/11_east_asia.txt:564,NO,
