Research_Region,Owner_TAG,Owner_Name,State_ID,State_Name,Supplemental_Status,Positive_Row_Count,Evidence_Source_1,Evidence_Source_2,Evidence_Class,Coverage_Confidence,Map_Rework_Risk,Original_Reason_Missing,Notes
R4_SOUTH_ASIA,DENNOR,Denmark-Norway,STATE_PEGU,Pegu,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/myanmars-external-trade/historical-perspective-of-myanmars-external-trade/B7C9E12116CC024846ECCC4E5DA85EC7,,REGIONAL_BURMA_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_SLICE,MEDIUM,INDIA_FUTURE_REWORK,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R4_SOUTH_ASIA,DUR,Afghanistan,STATE_PUNJAB,Punjab,COVERED_POSITIVE,1,https://www.iranicaonline.org/articles/kabul-ii-historical-geography/,https://www.cambridge.org/core/books/abs/business-history-of-india/baseline-at-1700/FA325FC032D22C3C366D0C690BEF744A,DIRECT_OR_REGIONAL_18C_TRADE_CONTEXT,MEDIUM,INDIA_FUTURE_REWORK,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R5_EAST_ASIA,ATB,Athabaska,STATE_CHUKOTKA,Chukotka,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,REGIONAL_18C_SIBERIAN_TRADE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,POR,Portugal,STATE_GUANGDONG,Western Guangdong,COVERED_POSITIVE,2,https://www.cambridge.org/core/journals/revista-de-historia-economica-journal-of-iberian-and-latin-american-economic-history/article/global-goods-silver-and-market-integration-consumption-of-wine-silk-and-porcelain-through-the-grill-company-via-macaocanton-and-marseilleseville-trade-nodes-18th-century/E3492FEB0EE31C7B3677DDF1243AC503,,DIRECT_18C_MACAO_CANTON_TRADE_EVIDENCE,HIGH,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 2 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R5_EAST_ASIA,RUS,Russia,STATE_IRKUTSK,Irkutsk,COVERED_POSITIVE,1,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,REGIONAL_18C_SIBERIAN_TRADE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R5_EAST_ASIA,RUS,Russia,STATE_KAMCHATKA,Kamchatka,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,REGIONAL_18C_SIBERIAN_TRADE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,RUS,Russia,STATE_OB,Ob,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,REGIONAL_18C_SIBERIAN_TRADE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,RUS,Russia,STATE_OKHOTSK,Okhotsk,COVERED_POSITIVE,1,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,REGIONAL_18C_SIBERIAN_TRADE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R5_EAST_ASIA,ALK,Alaska,STATE_SAKHALIN,Sakhalin,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,REGIONAL_18C_SIBERIAN_TRADE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,RUS,Russia,STATE_TOBOLSK,Tobolsk,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,REGIONAL_18C_SIBERIAN_TRADE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,RUS,Russia,STATE_TOMSK,Tomsk,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,REGIONAL_18C_SIBERIAN_TRADE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,RUS,Russia,STATE_TRANS_BAIKAL,Chita,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,REGIONAL_18C_SIBERIAN_TRADE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,RUS,Russia,STATE_UPPER_YENISEYSK,Upper Yeniseysk,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,REGIONAL_18C_SIBERIAN_TRADE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,RUS,Russia,STATE_YAKUTSK,Yakutsk,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,REGIONAL_18C_SIBERIAN_TRADE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R6_SOUTHEAST_ASIA_OCEANIA,INDOP,Indonesian Princley States,STATE_ACEH,Aceh,COVERED_POSITIVE,2,https://www.cambridge.org/core/journals/journal-of-global-history/article/shift-from-indirect-to-direct-trade-between-china-and-south-asia-16841740/C3F251BFDDEF4ACCD6683F4B3B571FF4,,REGIONAL_OR_DIRECT_SUMATRAN_TRADE_EVIDENCE,HIGH,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 2 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R6_SOUTHEAST_ASIA_OCEANIA,INDOP,Indonesian Princley States,STATE_EAST_BORNEO,East Borneo,COVERED_POSITIVE,1,https://www.cambridge.org/core/journals/itinerario/article/quiet-convergence-of-interests-makassar-as-an-emporium-for-chinese-trade-16131669/9597272CBA73803FD51291AC6AAA2505,,REGIONAL_BORNEO_PEPPER_EVIDENCE,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R6_SOUTHEAST_ASIA_OCEANIA,INDOP,Indonesian Princley States,STATE_NORTH_SUMATRA,North Sumatra,COVERED_POSITIVE,1,https://www.cambridge.org/core/journals/journal-of-global-history/article/shift-from-indirect-to-direct-trade-between-china-and-south-asia-16841740/C3F251BFDDEF4ACCD6683F4B3B571FF4,,REGIONAL_OR_DIRECT_SUMATRAN_TRADE_EVIDENCE,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R6_SOUTHEAST_ASIA_OCEANIA,INDOP,Indonesian Princley States,STATE_SOUTH_SUMATRA,South Sumatra,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/journal-of-global-history/article/shift-from-indirect-to-direct-trade-between-china-and-south-asia-16841740/C3F251BFDDEF4ACCD6683F4B3B571FF4,,REGIONAL_OR_DIRECT_SUMATRAN_TRADE_EVIDENCE,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R6_SOUTHEAST_ASIA_OCEANIA,POR,Portugal,STATE_SUNDA_ISLANDS,Sunda Islands,COVERED_POSITIVE,1,https://www.cambridge.org/core/journals/itinerario/article/abs/vanishing-sandalwood-of-portuguese-timor/29971F19F8EDC85DF7D8F866EA3DEA13,,DIRECT_18C_TIMOR_SANDALWOOD_CONTEXT,HIGH,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R6_SOUTHEAST_ASIA_OCEANIA,INDOP,Indonesian Princley States,STATE_WEST_BORNEO,West Borneo,COVERED_POSITIVE,1,https://www.cambridge.org/core/journals/itinerario/article/quiet-convergence-of-interests-makassar-as-an-emporium-for-chinese-trade-16131669/9597272CBA73803FD51291AC6AAA2505,,REGIONAL_BORNEO_PEPPER_EVIDENCE,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R6_SOUTHEAST_ASIA_OCEANIA,PHI,Philippines,STATE_WEST_MICRONESIA,West Micronesia,COVERED_ZERO_POSITIVE,0,SUPPLIED_FILE:BUILD_START_1776_OCEANIA_PACIFIC_RESEARCH.md,,NEGATIVE_OWNER_STATE_REVIEW_OF_SUPPLIED_AND_EXTERNAL_EVIDENCE,MEDIUM,NONE,EXPLICITLY_EXCLUDED_FROM_OLD_OCEANIA_SCOPE_AND_NOT_COVERED_ELSEWHERE,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,ETH,Ethiopia,STATE_AMHARA,Amhara,COVERED_ZERO_POSITIVE,0,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,KON,Kongo,STATE_BAS_CONGO,Lower Congo,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,YKA,Yaka,STATE_BAS_CONGO,Lower Congo,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,BEN,Benin,STATE_BENIN,Benin,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE,LOW,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,BOR,Bornu,STATE_BORNU,Bornu,COVERED_POSITIVE,1,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,REGIONAL_17_18C_TRADE_FRAMEWORK,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R7_SUBSAHARAN_AFRICA,LZO,Barotse,STATE_BOTSWANA,Botswana,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/international-review-of-social-history/article/economics-of-slavery-in-the-eighteenthcentury-cape-colony-revising-the-nieboerdomar-hypothesis/B7EB0A6EC343E570F6D339D8BB1EAC2F,https://www.cambridge.org/core/books/abs/environment-power-and-injustice/goat-people-and-fish-people-on-the-agropastoral-frontier-c-17501830/3EC2991A8638CAA4331F244484C3B558,REGIONAL_OR_DIRECT_18C_SOUTHERN_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,SAN,San,STATE_BOTSWANA,Botswana,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/international-review-of-social-history/article/economics-of-slavery-in-the-eighteenthcentury-cape-colony-revising-the-nieboerdomar-hypothesis/B7EB0A6EC343E570F6D339D8BB1EAC2F,https://www.cambridge.org/core/books/abs/environment-power-and-injustice/goat-people-and-fish-people-on-the-agropastoral-frontier-c-17501830/3EC2991A8638CAA4331F244484C3B558,REGIONAL_OR_DIRECT_18C_SOUTHERN_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,TSW,Tswana,STATE_BOTSWANA,Botswana,COVERED_POSITIVE,1,https://www.cambridge.org/core/journals/international-review-of-social-history/article/economics-of-slavery-in-the-eighteenthcentury-cape-colony-revising-the-nieboerdomar-hypothesis/B7EB0A6EC343E570F6D339D8BB1EAC2F,https://www.cambridge.org/core/books/abs/environment-power-and-injustice/goat-people-and-fish-people-on-the-agropastoral-frontier-c-17501830/3EC2991A8638CAA4331F244484C3B558,REGIONAL_OR_DIRECT_18C_SOUTHERN_AFRICA_CONTEXT,LOW,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R7_SUBSAHARAN_AFRICA,DEI,East Indies,STATE_CAPE_COLONY,Cape Colony,COVERED_POSITIVE,3,https://www.cambridge.org/core/journals/international-review-of-social-history/article/economics-of-slavery-in-the-eighteenthcentury-cape-colony-revising-the-nieboerdomar-hypothesis/B7EB0A6EC343E570F6D339D8BB1EAC2F,https://www.cambridge.org/core/books/abs/environment-power-and-injustice/goat-people-and-fish-people-on-the-agropastoral-frontier-c-17501830/3EC2991A8638CAA4331F244484C3B558,REGIONAL_OR_DIRECT_18C_SOUTHERN_AFRICA_CONTEXT,HIGH,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 3 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R7_SUBSAHARAN_AFRICA,NAM,Nama,STATE_CAPE_COLONY,Cape Colony,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/international-review-of-social-history/article/economics-of-slavery-in-the-eighteenthcentury-cape-colony-revising-the-nieboerdomar-hypothesis/B7EB0A6EC343E570F6D339D8BB1EAC2F,https://www.cambridge.org/core/books/abs/environment-power-and-injustice/goat-people-and-fish-people-on-the-agropastoral-frontier-c-17501830/3EC2991A8638CAA4331F244484C3B558,REGIONAL_OR_DIRECT_18C_SOUTHERN_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,BOB,Bobangi,STATE_CONGO,Congo,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,LNG,Loango,STATE_CONGO,Congo,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,TKE,Teke,STATE_CONGO,Congo,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,HMB,Hemba,STATE_CONGO_ORIENTALE,Lualaba,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,LBA,Luba,STATE_CONGO_ORIENTALE,Lualaba,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,LGA,Lega,STATE_CONGO_ORIENTALE,Lualaba,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
