State_ID,State_Display_Name,Region,Owner_TAG,Owner_Name,Homeland_or_Core_Info,Coastal,Has_Port_Access,Current_Population,Excluded_Serenissima,Map_Rework_Risk,Source_File
STATE_SYRDARYA,Syrdarya,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,OZH,Orta Zhuz,Homelands=kazak|uzbek,NO,NO,36500,NO,NONE,common/history/states/00_states.txt:8445; map_data/state_regions/15_russia.txt:834
STATE_SYRDARYA,Syrdarya,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,UZH,Uly Zhuz,Homelands=kazak|uzbek,NO,NO,196745,NO,NONE,common/history/states/00_states.txt:8461; map_data/state_regions/15_russia.txt:834
STATE_TALINN,Talinn,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,UBD,United Baltic Provinces,Homelands=east_german|estonian,YES,YES,312840,NO,NONE,common/history/states/00_states.txt:7180; map_data/state_regions/15_russia.txt:1
STATE_TAMBOV,Tambov,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,RUS,Russia,Homelands=mordvin|russian,NO,NO,2644279,NO,NONE,common/history/states/00_states.txt:8528; map_data/state_regions/15_russia.txt:949
STATE_TARTU,North Livonia,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,UBD,United Baltic Provinces,Homelands=east_german|estonian,YES,YES,311221,NO,NONE,common/history/states/00_states.txt:7190; map_data/state_regions/15_russia.txt:20
STATE_TAURIDA,Aleksandrovsk,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,CRI,Crimea,Homelands=russian|ukrainian; Claims=RUS,YES,YES,1501845,NO,NONE,common/history/states/00_states.txt:8509; map_data/state_regions/15_russia.txt:927
STATE_TRANSDANUBIA,Transdanubia,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,HUN,Hungary,Homelands=hungarian,NO,NO,2356492,NO,NONE,common/history/states/00_states.txt:7829; map_data/state_regions/02_east_europe.txt:264
STATE_TVER,Tver,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,RUS,Russia,Homelands=russian,NO,NO,1232108,NO,NONE,common/history/states/00_states.txt:7674; map_data/state_regions/15_russia.txt:549
STATE_UFA,Ufa,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,RUS,Russia,Homelands=bashkir|russian,NO,NO,369535,NO,NONE,common/history/states/00_states.txt:8597; map_data/state_regions/15_russia.txt:1087
STATE_UPPER_SILESIA,Upper Silesia,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,AUS,Austria,Homelands=czech|north_german|polish,NO,NO,401988,NO,NONE,common/history/states/00_states.txt:8035; map_data/state_regions/02_east_europe.txt:40
STATE_UPPER_SILESIA,Upper Silesia,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,Homelands=czech|north_german|polish,NO,NO,735861,NO,NONE,common/history/states/00_states.txt:8031; map_data/state_regions/02_east_europe.txt:40
STATE_URALSK,Uralsk,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,KZH,Kishi Zhuz,Homelands=kazak,NO,NO,225451,NO,NONE,common/history/states/00_states.txt:7359; map_data/state_regions/15_russia.txt:697
STATE_URALSK,Uralsk,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,TRM,Turkmenia,Homelands=kazak,NO,NO,9787,NO,NONE,common/history/states/00_states.txt:7365; map_data/state_regions/15_russia.txt:697
STATE_UUSIMAA,Uusimaa,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,SWE,Sweden,Homelands=finnish|swedish,YES,YES,538275,NO,NONE,common/history/states/00_states.txt:7124; map_data/state_regions/15_russia.txt:132
STATE_VILNIUS,Vilnius,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PLC,Poland-Lithuania,Homelands=lithuanian; Claims=RUS,NO,NO,522137,NO,NONE,common/history/states/00_states.txt:7236; map_data/state_regions/15_russia.txt:97
STATE_VITEBSK,Vitsyebsk,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,RUS,Russia,Homelands=byelorussian,NO,NO,410133,NO,NONE,common/history/states/00_states.txt:8545; map_data/state_regions/15_russia.txt:989
STATE_VOLHYNIA,Volhynia,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PLC,Poland-Lithuania,Homelands=ukrainian; Claims=RUS,NO,NO,716846,NO,NONE,common/history/states/00_states.txt:8258; map_data/state_regions/15_russia.txt:346
STATE_VYATKA,Vyatka,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,RUS,Russia,Homelands=russian|udmurt,NO,NO,1512000,NO,NONE,common/history/states/00_states.txt:8588; map_data/state_regions/15_russia.txt:1064
STATE_WALLACHIA,Wallachia,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,WAL,Wallachia,Homelands=romanian,NO,NO,2227865,NO,NONE,common/history/states/00_states.txt:1154; map_data/state_regions/02_east_europe.txt:443
STATE_WEST_GALICIA,West Galicia,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,GAL,Galicia-Lodomeria,Homelands=polish; Claims=PLC,NO,NO,2280404,NO,NONE,common/history/states/00_states.txt:7757; map_data/state_regions/02_east_europe.txt:177
STATE_WEST_KARELIA,West Karelia,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,RUS,Russia,Homelands=finnish,YES,YES,249000,NO,NONE,common/history/states/00_states.txt:7144; map_data/state_regions/15_russia.txt:154
STATE_WEST_PRUSSIA,West Prussia,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PLC,Poland-Lithuania,Homelands=north_german|polish; Claims=PRU,YES,NO,67004,NO,NONE,common/history/states/00_states.txt:7974; map_data/state_regions/02_east_europe.txt:110
STATE_WEST_PRUSSIA,West Prussia,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,Homelands=north_german|polish; Claims=PRU,YES,YES,797004,NO,NONE,common/history/states/00_states.txt:7970; map_data/state_regions/02_east_europe.txt:110
STATE_YAROSLAVL,Yaroslavl,R2_NORTHERN_CENTRAL_EASTERN_EUROPE,RUS,Russia,Homelands=russian,NO,NO,3010095,NO,NONE,common/history/states/00_states.txt:8562; map_data/state_regions/15_russia.txt:1028
STATE_ABU_DHABI,Trucial Coast,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,ABB,Arab Emirates,Homelands=bedouin,YES,YES,60120,NO,NONE,common/history/states/00_states.txt:1784; map_data/state_regions/08_middle_east.txt:49
STATE_ABU_DHABI,Trucial Coast,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,BHN,Bahrain,Homelands=bedouin,YES,NO,29300,NO,NONE,common/history/states/00_states.txt:1792; map_data/state_regions/08_middle_east.txt:49
STATE_ABU_DHABI,Trucial Coast,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,OMA,Oman,Homelands=bedouin,YES,NO,4830,NO,NONE,common/history/states/00_states.txt:1788; map_data/state_regions/08_middle_east.txt:49
STATE_ADANA,Adana,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=armenian|kurdish|turkish; Claims=TUR,YES,YES,368409,NO,NONE,common/history/states/00_states.txt:8375; map_data/state_regions/08_middle_east.txt:794
STATE_ALEPPO,Aleppo,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=kurdish|mashriqi|turkish; Claims=TUR,YES,YES,593000,NO,NONE,common/history/states/00_states.txt:6021; map_data/state_regions/08_middle_east.txt:262
STATE_ALGIERS,Algiers,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,MAS,Mascara,Homelands=berber|maghrebi,YES,YES,1273385,NO,NONE,common/history/states/00_states.txt:3076; map_data/state_regions/03_north_africa.txt:322
STATE_AL_RIF,al Rif,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,MOR,Morocco,Homelands=berber|maghrebi,YES,YES,492788,NO,NONE,common/history/states/00_states.txt:2987; map_data/state_regions/03_north_africa.txt:274
STATE_AL_RIF,al Rif,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SPA,Spain,Homelands=berber|maghrebi,YES,YES,16403,NO,NONE,common/history/states/00_states.txt:2992; map_data/state_regions/03_north_africa.txt:274
STATE_ANKARA,Ankara,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=turkish,NO,NO,1579415,NO,NONE,common/history/states/00_states.txt:6395; map_data/state_regions/08_middle_east.txt:863
STATE_ARMENIA,Armenia,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,Homelands=armenian|azerbaijani; Claims=RUS,NO,NO,252964,NO,NONE,common/history/states/00_states.txt:6203; map_data/state_regions/09_central_asia.txt:50
STATE_ASTRAKHAN,Astrakhan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,RUS,Russia,Homelands=russian,NO,NO,264795,NO,NONE,common/history/states/00_states.txt:7639; map_data/state_regions/09_central_asia.txt:163
STATE_AYDIN,Aydin,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=greek|turkish,YES,YES,1003276,NO,NONE,common/history/states/00_states.txt:6302; map_data/state_regions/08_middle_east.txt:710
STATE_AZERBAIJAN,Baku,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,Homelands=armenian|azerbaijani; Claims=RUS,NO,NO,285283,NO,NONE,common/history/states/00_states.txt:6214; map_data/state_regions/09_central_asia.txt:69
STATE_BAGHDAD,Baghdad,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,IR1,Mamluk Iraq,Homelands=bedouin|mashriqi; Claims=TUR,NO,NO,500994,NO,NONE,common/history/states/00_states.txt:6032; map_data/state_regions/08_middle_east.txt:283
STATE_BALKH,Southern Turkestan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,Homelands=hazara|pashtun|tajik|turkmen|uzbek,NO,NO,265203,NO,NONE,common/history/states/00_states.txt:6443; map_data/state_regions/09_central_asia.txt:340
STATE_BALUCHISTAN,Baluchistan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,Homelands=baluchi|pashtun; Claims=BIC|MARATH|MUG,YES,NO,1071073,NO,NONE,common/history/states/00_states.txt:110; map_data/state_regions/09_central_asia.txt:416
STATE_BALUCHISTAN,Baluchistan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,OMA,Oman,Homelands=baluchi|pashtun; Claims=BIC|MARATH|MUG,YES,YES,4560,NO,NONE,common/history/states/00_states.txt:105; map_data/state_regions/09_central_asia.txt:416
STATE_BASRA,Basra,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,IR1,Mamluk Iraq,Homelands=bedouin|mashriqi; Claims=TUR,YES,YES,425904,NO,NONE,common/history/states/00_states.txt:143; map_data/state_regions/08_middle_east.txt:341
STATE_BLUE_NILE,Blue Nile,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,Homelands=bedouin|dinka|nuba|nuer|sudanese,NO,NO,1149592,NO,NONE,common/history/states/00_states.txt:3236; map_data/state_regions/03_north_africa.txt:214
STATE_CENTRAL_HIGHLANDS,Hazaristan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,Homelands=hazara|pashtun|tajik,NO,NO,168485,NO,NONE,common/history/states/00_states.txt:6466; map_data/state_regions/09_central_asia.txt:286
STATE_CHAD,Chad,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,BOR,Bornu,Homelands=bedouin|equatorial_bantu|fur|teda,NO,NO,82000,NO,NONE,common/history/states/00_states.txt:5017; map_data/state_regions/03_north_africa.txt:688
STATE_CHAD,Chad,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TBI,Tubu,Homelands=bedouin|equatorial_bantu|fur|teda,NO,NO,139904,NO,NONE,common/history/states/00_states.txt:5013; map_data/state_regions/03_north_africa.txt:688
STATE_CHAD,Chad,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,WAD,Wadai,Homelands=bedouin|equatorial_bantu|fur|teda,NO,NO,134060,NO,NONE,common/history/states/00_states.txt:5009; map_data/state_regions/03_north_africa.txt:688
STATE_CONSTANTINE,Constantine,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,AIT,Ait Abbas,Homelands=berber|maghrebi,YES,NO,289848,NO,NONE,common/history/states/00_states.txt:3090; map_data/state_regions/03_north_africa.txt:345
STATE_CONSTANTINE,Constantine,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CON,Constantine,Homelands=berber|maghrebi,YES,YES,1488235,NO,NONE,common/history/states/00_states.txt:3085; map_data/state_regions/03_north_africa.txt:345
STATE_CYPRUS,Cyprus,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=greek|turkish,YES,YES,148665,NO,NONE,common/history/states/00_states.txt:6327; map_data/state_regions/08_middle_east.txt:147
STATE_DAGESTAN,Dagestan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CAUC,Caucuses,Homelands=north_caucasian; Claims=CHC|PER|RUS|TUR,NO,NO,166820,NO,NONE,common/history/states/00_states.txt:7594; map_data/state_regions/09_central_asia.txt:1
STATE_DAGESTAN,Dagestan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CHC,Chechnya,Homelands=north_caucasian; Claims=CHC|PER|RUS|TUR,NO,NO,204309,NO,NONE,common/history/states/00_states.txt:7600; map_data/state_regions/09_central_asia.txt:1
STATE_DARFUR,Darfur,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DFR,Darfur,Homelands=dinka|fur,NO,NO,235992,NO,NONE,common/history/states/00_states.txt:3227; map_data/state_regions/03_north_africa.txt:193
STATE_DEIR_EZ_ZOR,Deir-Ez-Zor,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,IR1,Mamluk Iraq,Homelands=assyrian|kurdish|mashriqi; Claims=TUR,NO,NO,254096,NO,NONE,common/history/states/00_states.txt:8387; map_data/state_regions/08_middle_east.txt:325
STATE_DIYARBAKIR,Diyarbakir,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=armenian|assyrian|kurdish|mashriqi|turkish,NO,NO,712235,NO,NONE,common/history/states/00_states.txt:6487; map_data/state_regions/08_middle_east.txt:776
STATE_DONGOLA,Dongola,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,Homelands=bedouin|beja|sudanese,YES,NO,364004,NO,NONE,common/history/states/00_states.txt:3202; map_data/state_regions/03_north_africa.txt:146
STATE_DONGOLA,Dongola,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=bedouin|beja|sudanese,YES,YES,27504,NO,NONE,common/history/states/00_states.txt:3206; map_data/state_regions/03_north_africa.txt:146
STATE_EASTERN_HIMALAYAS,Eastern Himalayas,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,BHU,Bhutan,Homelands=tibetan,NO,NO,156400,NO,NONE,common/history/states/00_states.txt:8757; map_data/state_regions/09_central_asia.txt:498
STATE_EASTERN_HIMALAYAS,Eastern Himalayas,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SIK,Sikkim,Homelands=tibetan,NO,NO,84392,NO,NONE,common/history/states/00_states.txt:8749; map_data/state_regions/09_central_asia.txt:498
STATE_EASTERN_HIMALAYAS,Eastern Himalayas,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TIB,Tibet,Homelands=tibetan,NO,NO,150146,NO,NONE,common/history/states/00_states.txt:8753; map_data/state_regions/09_central_asia.txt:498
STATE_EASTERN_MALI,Eastern Mali,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,MSN,Massina,Homelands=bambara|fulbe|mande|senufo,NO,NO,980100,NO,NONE,common/history/states/00_states.txt:5191; map_data/state_regions/03_north_africa.txt:602
STATE_EAST_SAHARA,East Sahara,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,ADG,Kel Adagh,Homelands=berber|tuareg,NO,NO,8000,NO,NONE,common/history/states/00_states.txt:3067; map_data/state_regions/03_north_africa.txt:513
STATE_EAST_SAHARA,East Sahara,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,AHG,Kel Ahaggar,Homelands=berber|tuareg,NO,NO,29004,NO,NONE,common/history/states/00_states.txt:3051; map_data/state_regions/03_north_africa.txt:513
STATE_EAST_SAHARA,East Sahara,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,AJJ,Kel Ajjer,Homelands=berber|tuareg,NO,NO,10000,NO,NONE,common/history/states/00_states.txt:3059; map_data/state_regions/03_north_africa.txt:513
STATE_EAST_SAHARA,East Sahara,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CMB,Chaamba,Homelands=berber|tuareg,NO,NO,14000,NO,NONE,common/history/states/00_states.txt:3063; map_data/state_regions/03_north_africa.txt:513
STATE_EAST_SAHARA,East Sahara,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUG,Touggourt,Homelands=berber|tuareg,NO,NO,46400,NO,NONE,common/history/states/00_states.txt:3055; map_data/state_regions/03_north_africa.txt:513
STATE_EGYPTIAN_DESERT,Egyptian Desert,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,Homelands=bedouin|misri; Claims=TUR,NO,NO,36050,NO,NONE,common/history/states/00_states.txt:3167; map_data/state_regions/03_north_africa.txt:65
STATE_ERITREA,Eritrea,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,ETH,Ethiopia,Homelands=afar|tigray,YES,YES,28000,NO,NONE,common/history/states/00_states.txt:4816; map_data/state_regions/03_north_africa.txt:125
STATE_ERITREA,Eritrea,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,Homelands=afar|tigray,YES,NO,143160,NO,NONE,common/history/states/00_states.txt:4806; map_data/state_regions/03_north_africa.txt:125
STATE_ERITREA,Eritrea,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=afar|tigray,YES,NO,143160,NO,NONE,common/history/states/00_states.txt:4810; map_data/state_regions/03_north_africa.txt:125
STATE_ERZURUM,Erzurum,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=armenian|kurdish|turkish,NO,NO,880846,NO,NONE,common/history/states/00_states.txt:6346; map_data/state_regions/08_middle_east.txt:838
STATE_FARS,Fars,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,Homelands=luri|persian,YES,YES,538436,NO,NONE,common/history/states/00_states.txt:6119; map_data/state_regions/08_middle_east.txt:365
STATE_FEZ,Fez,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,MOR,Morocco,Homelands=berber|maghrebi,YES,YES,1127204,NO,NONE,common/history/states/00_states.txt:2978; map_data/state_regions/03_north_africa.txt:254
STATE_GREATER_CAUCASUS,Tiflis,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CAUC,Caucuses,Homelands=armenian|georgian; Claims=PER|RUS|TUR,YES,YES,1453390,NO,NONE,common/history/states/00_states.txt:6236; map_data/state_regions/09_central_asia.txt:91
STATE_HAIL,Hail,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,JBB,Jabal,Homelands=bedouin,YES,NO,45896,NO,NONE,common/history/states/00_states.txt:5964; map_data/state_regions/08_middle_east.txt:126
STATE_HAIL,Hail,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,NBB,Nejd,Homelands=bedouin,YES,YES,72840,NO,NONE,common/history/states/00_states.txt:5968; map_data/state_regions/08_middle_east.txt:126
STATE_HEDJAZ,Hedjaz,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,HDJ,Hedjaz,Homelands=bedouin|mashriqi,YES,YES,463100,NO,NONE,common/history/states/00_states.txt:1825; map_data/state_regions/08_middle_east.txt:105
STATE_HERAT,Herat,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,Homelands=pashtun|persian; Claims=PER,NO,NO,897586,NO,NONE,common/history/states/00_states.txt:6424; map_data/state_regions/09_central_asia.txt:322
STATE_HIMALAYAS,Western Himalayas,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,NEP,Nepal,Homelands=nepali|tibetan,NO,NO,4242426,NO,NONE,common/history/states/00_states.txt:6779; map_data/state_regions/09_central_asia.txt:477
STATE_HUDAVENDIGAR,Hudavendigar,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=greek|turkish,YES,YES,1038367,NO,NONE,common/history/states/00_states.txt:6293; map_data/state_regions/08_middle_east.txt:690
STATE_INNER_MAURITANIA,Inner Mauritania,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,ADR,Adrar,Homelands=bidan|haratin|mande,NO,NO,10900,NO,NONE,common/history/states/00_states.txt:5181; map_data/state_regions/03_north_africa.txt:579
STATE_INNER_MAURITANIA,Inner Mauritania,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,OUA,Tagant,Homelands=bidan|haratin|mande,NO,NO,41521,NO,NONE,common/history/states/00_states.txt:5171; map_data/state_regions/03_north_africa.txt:579
STATE_INNER_MAURITANIA,Inner Mauritania,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,RGB,Reguibat,Homelands=bidan|haratin|mande,NO,NO,10616,NO,NONE,common/history/states/00_states.txt:5176; map_data/state_regions/03_north_africa.txt:579
STATE_INNER_MOROCCO,Inner Morocco,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,MOR,Morocco,Homelands=berber|maghrebi; Claims=MOR,YES,YES,595404,NO,NONE,common/history/states/00_states.txt:3002; map_data/state_regions/03_north_africa.txt:296
STATE_INNER_MOROCCO,Inner Morocco,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TEK,Tekna,Homelands=berber|maghrebi; Claims=MOR,YES,NO,26721,NO,NONE,common/history/states/00_states.txt:3007; map_data/state_regions/03_north_africa.txt:296
STATE_IRAKAJEMI,Irak-i-Ajami,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,Homelands=persian,NO,NO,1509713,NO,NONE,common/history/states/00_states.txt:6146; map_data/state_regions/08_middle_east.txt:555
STATE_ISFAHAN,Isfahan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,Homelands=persian,NO,NO,499382,NO,NONE,common/history/states/00_states.txt:6128; map_data/state_regions/08_middle_east.txt:510
STATE_KABUL,Kabulistan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,Homelands=hazara|pashtun|tajik,NO,NO,1078980,NO,NONE,common/history/states/00_states.txt:6413; map_data/state_regions/09_central_asia.txt:396
STATE_KANDAHAR,Kandahar,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,DUR,Afghanistan,Homelands=hazara|pashtun|tajik,NO,NO,868459,NO,NONE,common/history/states/00_states.txt:6403; map_data/state_regions/09_central_asia.txt:377
STATE_KARS,Kars,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=armenian|georgian|kurdish|turkish,YES,YES,189700,NO,NONE,common/history/states/00_states.txt:6356; map_data/state_regions/08_middle_east.txt:886
STATE_KASTAMONU,Kastamonu,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=turkish,YES,YES,774816,NO,NONE,common/history/states/00_states.txt:6319; map_data/state_regions/08_middle_east.txt:754
STATE_KERMAN,Kerman,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,Homelands=persian,NO,NO,227689,NO,NONE,common/history/states/00_states.txt:6074; map_data/state_regions/08_middle_east.txt:416
STATE_KHORASAN,Khorasan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,PER,Persia,Homelands=kurdish|persian|turkmen,NO,NO,715822,NO,NONE,common/history/states/00_states.txt:6099; map_data/state_regions/08_middle_east.txt:458
STATE_KHUZESTAN,Arabistan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,ARB,Arabistan,Homelands=luri|mashriqi|persian,YES,YES,458498,NO,NONE,common/history/states/00_states.txt:6109; map_data/state_regions/08_middle_east.txt:481
STATE_KIRGHIZIA,Kirghizia,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CHI,China,Homelands=kirgiz|uzbek,NO,NO,88252,NO,NONE,common/history/states/00_states.txt:7349; map_data/state_regions/09_central_asia.txt:227
STATE_KIRGHIZIA,Kirghizia,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,KOK,Kokand,Homelands=kirgiz|uzbek,NO,NO,388448,NO,NONE,common/history/states/00_states.txt:7345; map_data/state_regions/09_central_asia.txt:227
STATE_KONYA,Konya,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TUR,Turkey,Homelands=turkish,YES,YES,801714,NO,NONE,common/history/states/00_states.txt:6311; map_data/state_regions/08_middle_east.txt:733
STATE_KORDOFAN,Kordofan,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,Homelands=bedouin|dinka|nuba|sudanese,NO,NO,524808,NO,NONE,common/history/states/00_states.txt:3216; map_data/state_regions/03_north_africa.txt:171
STATE_KUBAN,Kuban,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CIR,Circassia,Homelands=circassian; Claims=CIR|RUS,YES,NO,590000,NO,NONE,common/history/states/00_states.txt:7617; map_data/state_regions/09_central_asia.txt:23
STATE_KUBAN,Kuban,R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,CRI,Crimea,Homelands=circassian; Claims=CIR|RUS,YES,YES,430200,NO,NONE,common/history/states/00_states.txt:7612; map_data/state_regions/09_central_asia.txt:23
