technology_id,era,category,prerequisite_count,prerequisites,dependent_count,dependents,connected_component,component_size,minimum_depth,source_status,temporary_status,root_in_category,terminal_in_category,isolated_in_category,same_category_degree,hub_degree_5_plus,articulation_point,bridge_count,bridges,large_single_bridge_count,large_single_bridges,long_edges_span_2,long_edges_span_3,long_edges_span_4_plus,long_edges_span_6,maximum_era_gap,cross_category_prerequisite_count,era_inversion_count,non_layout_sha256
battlefleet_tactics,era_12,military,2,battleship_tech;sea_lane_strategies,0,,military-C01,86,6,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,aae3d724935a65fbefe006434e9ef9b846539c3675975f4ceb8f4b6b5b6ddcbc
battleship_tech,era_12,military,1,dreadnought_tech,1,battlefleet_tactics,military-C01,86,6,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,5c4b3ec694f04b0a6fa81972c16a04e19b88dc42b0428aae521cedf9d051f406
carrier_tech,era_12,military,1,dreadnought_tech,0,,military-C01,86,6,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,carrier_tech--dreadnought_tech:1,0,,0,0,0,0,1,0,0,2f1ab25aa91976fb09bf802fe65b40d463096c4ae811439fc490de11d2ae9d98
chemical_warfare,era_12,military,1,automatic_machine_guns,0,,military-C01,86,5,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,automatic_machine_guns--chemical_warfare:1,0,,0,0,0,0,1,0,0,0cb4554c4cdd0c628dae61e89bc051eca59047dd70479202e9917a6967200d34
concrete_fortifications,era_12,military,1,defense_in_depth,1,mobile_armor,military-C01,86,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,2f261d041744ee46dfc043826ab0dc0900ed5934bfefbff16f21aaa924ff209b
destroyer,era_12,military,1,monitor_tech,0,,military-C01,86,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,destroyer--monitor_tech:1,0,,0,1,0,0,3,0,0,8ac0bd7f0efbd8e7c980f85a7d6485448446b1ebe006c17e39924be601bc7c44
flamethrowers,era_12,military,2,trench_works;automatic_machine_guns,0,,military-C01,86,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,2,NO,NO,0,,0,,0,1,0,0,3,0,0,0d9d0c7d283ba7db34300b193d04f55a90865cc19afe807633900bbdc14e65de
mobile_armor,era_12,military,2,concrete_fortifications;nco_training,0,,military-C01,86,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,2686dc075050078d2706d0db9133d2d486ec61bab5352a125e811a83499cca74
nco_training,era_12,military,2,wargaming;trench_works,1,mobile_armor,military-C01,86,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,NO,0,,0,,1,1,0,0,3,0,0,5257a9f064aac8b52302a47b21e5333d0774100a976db02158302fde71bc2d1b
stormtroopers,era_12,military,2,wargaming;trench_works,0,,military-C01,86,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,2,NO,NO,0,,0,,1,1,0,0,3,0,0,0859cc3740df450b5948d3690eb2c340759512a7f5b534431a433b073c81e05c
atmospheric_engine,era_1,production,0,,3,condensing_steam_engines;deep_mine_engineering;high_pressure_steam,production-C01,89,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,3,NO,NO,0,,0,,0,0,0,0,0,0,0,d32436455415343fbb370e007757e7fdfa5979a78fd80a230ce70ed6eafe885f
coke_smelting,era_1,production,0,,3,coal_gasification;precision_boring;puddling_and_rolling,production-C01,89,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,3,NO,NO,0,,0,,0,0,0,0,0,0,0,4db5b0bfc623c6009af59f8b77df8151b25374df63ef4fdbacbe8dcff589711e
improved_husbandry,era_1,production,0,,3,advanced_crop_rotations;improved_agricultural_implements;selective_breeding,production-C01,89,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,3,NO,YES,1,improved_husbandry--selective_breeding:1,0,,0,0,0,0,0,0,0,f489a202c24e0ef6ec27266575039a7c227a8a5c1ae58660e387102aeb961c59
shaft_mining,era_1,production,0,,2,applied_mineralogy;deep_mine_engineering,production-C01,89,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,1e93e5ab8282c7dad350741b1954ee979906614e58cfff12e604bcdf95776f9b
improved_agricultural_implements,era_2,production,1,improved_husbandry,2,automated_flour_milling;threshing_machine,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,YES,1,improved_agricultural_implements--threshing_machine:2,0,,0,0,0,0,1,0,0,8cd2b40d8309d0b73596886e6ecff19960005ead72d3b6c71392c4a7b93d7bfa
industrial_acids,era_2,production,0,,5,active_principle_pharmacy;chemical_bleaching;coal_gasification;fractional_distillation;industrial_alkalis,production-C01,89,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,4,NO,NO,0,,0,,0,0,0,0,0,0,0,c892cfd5d854a070e343b7c2a0c06690167cf23bb69a46cc03022c6dc153a38a
turnpike_road_networks,era_2,production,0,,3,improved_road_engineering;industrial_canals;systematic_cadastral_surveying,production-C01,89,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,6f8e2a4dfceb5692d7248668e9ffcddb1a62683c80dd7ff366a43b009a01bca2
advanced_crop_rotations,era_3,production,1,improved_husbandry,1,systematic_field_drainage,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,2e17b94c2fe0816832ed20eef9848a6f5ae7c69c2f3fee30493278e79009e43e
applied_mineralogy,era_3,production,1,shaft_mining,1,geological_surveying,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,d07dfb25219983fa0ca423190f846341eea64bcad53b1daa457272c9df36d60e
industrial_canals,era_3,production,1,turnpike_road_networks,1,professional_civil_engineering,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,fbae76307a78cb8cc9f96614001b3226c650f4a4cc9a07aa5232f3e67cda0119
industrial_ceramics,era_3,production,0,,2,hydraulic_cements;pressed_glass,production-C01,89,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,0183b95800bedec7e4b00dba5bdcc2f679386557e27c8916b4a95cad600b8fcb
mechanized_spinning,era_3,production,0,,2,advanced_spinning;cotton_gin,production-C01,89,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,2,NO,YES,2,advanced_spinning--mechanized_spinning:4;cotton_gin--mechanized_spinning:3,2,advanced_spinning--mechanized_spinning:4;cotton_gin--mechanized_spinning:3,0,0,0,0,0,0,0,99dc3f515fc00fe04e6b37aec4a7ef2500f5ad6dba8d1c09d899d6527bc81823
selective_breeding,era_3,production,1,improved_husbandry,0,,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,1,NO,NO,1,improved_husbandry--selective_breeding:1,0,,1,0,0,0,2,0,0,63a0217ff004e7df16047f31da5ea2ed230d16555c6264631665caf02b4a41e8
advanced_spinning,era_4,production,1,mechanized_spinning,1,mechanized_weaving,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,YES,2,advanced_spinning--mechanized_spinning:4;advanced_spinning--mechanized_weaving:5,2,advanced_spinning--mechanized_spinning:4;advanced_spinning--mechanized_weaving:5,0,0,0,0,1,0,0,08ae9b51b8d8768ebfad4734bf99b99851de3c88f48cfcbb8b8173b9ec17e40c
automated_flour_milling,era_4,production,1,improved_agricultural_implements,1,canneries,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,5ae121a79e5d3f66cfa6a02cc9ae097cecb7618a86d38fcfb84970282d4291a6
chemical_bleaching,era_4,production,1,industrial_acids,1,rubber_mastication,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,2e60008f159746510b6b3d8756825065cff258192f0e489726566374e00f7069
condensing_steam_engines,era_4,production,2,atmospheric_engine;precision_boring,1,rotative_steam_power,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,0,1,0,0,3,0,0,7d96dcc06861f174fed00dd2e4f95987320aa98483327c5b4371976d4e717235
cotton_gin,era_4,production,1,mechanized_spinning,1,lathe,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,YES,2,cotton_gin--lathe:2;cotton_gin--mechanized_spinning:3,1,cotton_gin--mechanized_spinning:3,0,0,0,0,1,0,0,6d6ec7bc30b5100587e5140aba704f135d2811e1a2a818aa808a6803dbc684ed
deep_mine_engineering,era_4,production,2,shaft_mining;atmospheric_engine,1,mine_safety_engineering,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,YES,1,deep_mine_engineering--mine_safety_engineering:1,0,,0,2,0,0,3,0,0,91839a7f25983a66052c2a11400b492617e8d455ff356e0fe7b3ccde9d27c705
enclosure,era_4,production,0,,1,intensive_agriculture,production-C01,89,0,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,YES,NO,NO,1,NO,NO,1,enclosure--intensive_agriculture:1,0,,0,0,0,0,0,0,0,3f252cbf1abac087dc990ba752fc0c04f815ddba7a351e6a15d3739ff18c019c
manufacturies,era_4,production,0,,2,distillation;mechanized_workshops,production-C01,89,0,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,YES,NO,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,fcbac8674fe7416b74ae143728e98116a4ce913fa7157569cc1c1a8d7fab1e63
precision_boring,era_4,production,2,coke_smelting;standardized_field_artillery,4,armament_standardization_inspection;condensing_steam_engines;continuous_papermaking;mechanical_tools,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,4,NO,YES,1,continuous_papermaking--precision_boring:1,0,,0,1,0,0,3,1,0,61fd5afe0dd5fc627865714905df35ee4319b476d81e62e8390277d2db28080d
puddling_and_rolling,era_4,production,1,coke_smelting,3,hot_blast_smelting;iron_hull_construction;railways,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,0,1,0,0,3,0,0,89594eaa84dadd96ee4da5c9a6ebb9029d313dda480aecb00776e0380bc4b101
rotative_steam_power,era_4,production,1,condensing_steam_engines,5,hot_blast_smelting;mechanized_naval_dockyards;mechanized_printing;mechanized_weaving;paddle_steamer,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,YES,1,mechanized_weaving--rotative_steam_power:6,1,mechanized_weaving--rotative_steam_power:6,0,0,0,0,0,0,0,38d3e3cf8d0e94d7663a23d34c801e0505383b5f6825fdf9ec78aba0a7e907b8
threshing_machine,era_4,production,1,improved_agricultural_implements,1,mechanized_farming,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,YES,2,improved_agricultural_implements--threshing_machine:2;mechanized_farming--threshing_machine:1,0,,1,0,0,0,2,0,0,9451d4a6140e39178d8355a4f69c5ca552f73ba7c464eb85a851ba5e7e34bbba
canneries,era_5,production,1,automated_flour_milling,1,mechanized_workshops,production-C01,89,3,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,74eb3fd0bee8f299e3cc06604a5e732dcf70412de332428bc5fadb61ca63c426
coal_gasification,era_5,production,2,industrial_acids;coke_smelting,0,,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,2,NO,NO,0,,0,,0,1,1,0,4,0,0,5986f21bccf4309a4bdefb55df9b5cd45cd1cc4370c064202f984656fecf5d9e
continuous_papermaking,era_5,production,1,precision_boring,1,mechanized_printing,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,1,NO,NO,1,continuous_papermaking--precision_boring:1,0,,0,0,0,0,1,0,0,3fadb466fabc8a165dc44060a640a1748b45f3fc3da3508a4b617e9fafd6e22c
distillation,era_5,production,1,manufacturies,1,fractional_distillation,production-C01,89,1,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,715b70347064cd8d340dd79de2645666ed28af5ea5a384303ec294334e8ea8f2
high_pressure_steam,era_5,production,2,atmospheric_engine;mechanical_tools,2,railways;watertube_boiler,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,4,NO,NO,0,,0,,0,0,1,0,4,0,0,99b4f71cd2f95221aea7fde3dc2c509987a0432a92f03b7143dea7ea7c7e65fa
improved_road_engineering,era_5,production,1,turnpike_road_networks,2,professional_civil_engineering;systematic_field_drainage,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,0,1,0,0,3,0,0,3d90fd12bc9ec42760e0bb9a1bf884d9bd0cc004d5ee4cf6eb623fe9c27385df
industrial_alkalis,era_5,production,1,industrial_acids,1,pressed_glass,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,0,1,0,0,3,0,0,9d47ed71a9f16c9a766067fdeb58d8ed323e94cad36bba52290ec114a4e4e9a4
intensive_agriculture,era_5,production,1,enclosure,3,improved_fertilizer;nitroglycerin;steam_donkey,production-C01,89,1,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,4,NO,YES,2,enclosure--intensive_agriculture:1;improved_fertilizer--intensive_agriculture:2,0,,0,0,0,0,1,0,0,bbe713feccaa2d3310b732e3aedc992cdb78493f3c1b810e9f5cfa60cec24d39
lathe,era_5,production,1,cotton_gin,1,crystal_glass,production-C01,89,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,YES,2,cotton_gin--lathe:2;crystal_glass--lathe:1,0,,0,0,0,0,1,0,0,c9b43937abcf63a26478340b18bc7253dd97e23296ab9e740f2c5ade70460d8b
mechanical_tools,era_5,production,1,precision_boring,10,fractional_distillation;high_pressure_steam;hydraulic_turbines;interchangeable_manufacture;iron_hull_construction;mechanized_naval_dockyards;mechanized_printing;mechanized_workshops;pressed_glass;rifling,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,7,YES,YES,1,interchangeable_manufacture--mechanical_tools:1,0,,0,0,0,0,1,0,0,012a2ff8a58757c32255e666edccd8922cc16777739a1e80ad3d85d62cada361
mechanized_weaving,era_5,production,2,advanced_spinning;rotative_steam_power,0,,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,2,NO,YES,2,advanced_spinning--mechanized_weaving:5;mechanized_weaving--rotative_steam_power:6,2,advanced_spinning--mechanized_weaving:5;mechanized_weaving--rotative_steam_power:6,0,0,0,0,1,0,0,7939f5d29bd6fb36e82fc9ab52d392b7026cfea8c683c308d970029ebcdb0072
mine_safety_engineering,era_5,production,1,deep_mine_engineering,0,,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,1,NO,NO,1,deep_mine_engineering--mine_safety_engineering:1,0,,0,0,0,0,1,0,0,d69d601471e0606a17a8e0a2b01bba67b3b87c59e6dafbd3490776fd39199592
professional_civil_engineering,era_5,production,2,industrial_canals;improved_road_engineering,4,geological_surveying;hydraulic_cements;hydraulic_turbines;railways,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,6,YES,NO,0,,0,,1,0,0,0,2,0,0,1c5df937dfa64eb0b31936a2cc487fffa09cab7020b706af1d28d39506742b46
systematic_field_drainage,era_5,production,2,advanced_crop_rotations;improved_road_engineering,0,,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,712f36f9ee489e2285e34264ccdc3992648347c01dcd9a933bf5fcb3c4be209e
crystal_glass,era_6,production,1,lathe,0,,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,crystal_glass--lathe:1,0,,0,0,0,0,1,0,0,74523f124fa02ce014361fc77015ddcb5fba302df135fee536d947f644ba71f9
fractional_distillation,era_6,production,3,mechanical_tools;industrial_acids;distillation,2,baking_powder;rubber_mastication,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,5,YES,YES,1,baking_powder--fractional_distillation:1,0,,0,0,1,0,4,0,0,394b5de8250a5bbd9fd4121ff854a7234c570ffc124cff75ee8e9877575f228e
geological_surveying,era_6,production,2,applied_mineralogy;professional_civil_engineering,1,prospecting,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,YES,1,geological_surveying--prospecting:9,1,geological_surveying--prospecting:9,0,1,0,0,3,0,0,a19a3406f76c3f8d36fc80f0139d8d483c333860b8d552b6af315e7af1e6f4a2
hot_blast_smelting,era_6,production,2,puddling_and_rolling;rotative_steam_power,2,bessemer_process;steelworking,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,4,NO,NO,0,,0,,2,0,0,0,2,0,0,f537673a1f9d91308736ba92eebc8f9b5ac70b07533487860d7f7d47f2898b43
hydraulic_cements,era_6,production,2,professional_civil_engineering;industrial_ceramics,1,reinforced_concrete,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,0,1,0,0,3,0,0,e5108d35d0962b6852b5fca6329551f3ab4aa4fe6872172c8685837aef1a91b8
hydraulic_turbines,era_6,production,2,professional_civil_engineering;mechanical_tools,0,,production-C01,89,3,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,e425e0b6402b7b371f7996d6cff4ea5721b87d6220b903771bf0e1cafee4087f
interchangeable_manufacture,era_6,production,1,mechanical_tools,0,,production-C01,89,3,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,1,NO,NO,1,interchangeable_manufacture--mechanical_tools:1,0,,0,0,0,0,1,0,0,fa82c87b2beff31d93f1386bfffebf23723a03e6a70caf6ea7501b2dba8c8c58
pressed_glass,era_6,production,3,industrial_ceramics;industrial_alkalis;mechanical_tools,1,modern_lighthouse_optics,production-C01,89,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,3,NO,NO,0,,0,,0,1,0,0,3,0,0,390897254f26dbeb850f25b67b8242a9c6dcbbe00c7d12a4bfe9d12095372575
railways,era_6,production,3,high_pressure_steam;puddling_and_rolling;professional_civil_engineering,1,steel_railway_cars,production-C01,89,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,4,NO,NO,0,,0,,1,0,0,0,2,0,0,3edf7ff6b1ee26ab304943af62b6db667d3a13a93df048d40a186d303f126885
baking_powder,era_7,production,1,fractional_distillation,0,,production-C01,89,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,baking_powder--fractional_distillation:1,0,,0,0,0,0,1,0,0,d571cb07c498d151f58fe5b984123e482a9ebc3852449130089356ce7cf9c780
bessemer_process,era_7,production,2,steelworking;hot_blast_smelting,2,open_hearth_process;reinforced_concrete,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,4,NO,NO,0,,0,,0,0,0,0,1,0,0,2c1ae767bd93684b8792d53e0df38d0084bc190214f98e8b7866a55269f44b55
mechanized_workshops,era_7,production,3,canneries;mechanical_tools;manufacturies,2,shift_work;vacuum_canning,production-C01,89,1,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,5,YES,NO,0,,0,,2,1,0,0,3,0,0,cf2b71932f5ebde13b6b5227cb270cd2c1a1b15e3d5f0f3650616e3b0d4300d1
nitroglycerin,era_7,production,2,intensive_agriculture;prospecting,1,dynamite,production-C01,89,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,YES,1,nitroglycerin--prospecting:8,1,nitroglycerin--prospecting:8,1,0,0,0,2,0,0,652c437625c632bfbaa7c20345bd094a54887e1bb747660bf92614814d02743d
prospecting,era_7,production,1,geological_surveying,1,nitroglycerin,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,YES,2,geological_surveying--prospecting:9;nitroglycerin--prospecting:8,2,geological_surveying--prospecting:9;nitroglycerin--prospecting:8,0,0,0,0,1,0,0,0a01c913c64ce8fa4a56813685252af681bdff95cb97dcba2c9bb2eea285b5ca
sericulture,era_7,production,0,,0,,production-C02,1,0,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,YES,YES,YES,0,NO,NO,0,,0,,0,0,0,0,0,0,0,6d18e56463f4ae2dcc263f4b4ee125c8c0afc8c582acce87a06e8792072c19d5
steelworking,era_7,production,1,hot_blast_smelting,1,bessemer_process,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,7626033ea5ca9a24a0587b619f6479553a05711f6ea5b465082025282f89e94e
watertube_boiler,era_7,production,1,high_pressure_steam,1,rotary_valve_engine,production-C01,89,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,607d69824bdf6d19cae4cda2ab7714abd12f0b6113094a30ef94ed7ef0b77f04
dynamite,era_8,production,1,nitroglycerin,1,pumpjacks,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,24321d709749a1c5c49950a9ebe7a3baed11939ce7c70e996ca826a985ad36e5
improved_fertilizer,era_8,production,1,intensive_agriculture,1,nitrogen_fixation,production-C01,89,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,YES,2,improved_fertilizer--intensive_agriculture:2;improved_fertilizer--nitrogen_fixation:1,0,,0,1,0,0,3,0,0,4a33cde453a91a4f12f9ca85a35c53c516ab74d987587448e14c08f5da41f5f1
mechanized_farming,era_8,production,1,threshing_machine,0,,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,mechanized_farming--threshing_machine:1,0,,0,0,1,0,4,0,0,c52b0d55baaf35afc0b639897a7ef55c1266b8a6d997bf04ac306bc68f93ed58
open_hearth_process,era_8,production,1,bessemer_process,1,electric_arc_process,production-C01,89,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,12da487592e6d7db913d52d965c675fc1ee2ab82fadf8e041c2e8d11db295c11
reinforced_concrete,era_8,production,2,bessemer_process;hydraulic_cements,2,plastics;pneumatic_tools,production-C01,89,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,4,NO,YES,1,plastics--reinforced_concrete:1,0,,1,0,0,0,2,0,0,e65d88744f7883c7dc25ab41f51fae898277a76add8c4695910b4dcdde118c5e
rotary_valve_engine,era_8,production,1,watertube_boiler,3,combustion_engine;electrical_generation;pneumatic_tools,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,4,NO,YES,1,combustion_engine--rotary_valve_engine:2,0,,0,0,0,0,1,0,0,7d6f8ea9ed3664aa6549e2edd2c48cbe856e3aa4b593838732652be7b8605cab
rubber_mastication,era_8,production,2,fractional_distillation;chemical_bleaching,2,aniline;vulcanization,production-C01,89,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,4,NO,YES,1,aniline--rubber_mastication:2,0,,1,0,1,0,4,0,0,f736a42d591a62694bfb75d032be322e7a90d5994bfbb466288b33c4aa452af4
shift_work,era_8,production,1,mechanized_workshops,2,conveyors;telephone,production-C01,89,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,NO,0,,0,,0,0,0,0,1,0,0,3a8bfc3d8a26c08efb339b5137f6dfdb4322159d28631c13440eddfb3ea0cf48
steam_donkey,era_8,production,1,intensive_agriculture,1,pumpjacks,production-C01,89,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,1,0,0,3,0,0,95e41e6ee44bb3c2e5e07de188af729c271296f07c97026c5c4e777038e5fed1
steel_railway_cars,era_8,production,1,railways,1,electric_railway,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,abc046a45b1e54621c51c46358722d01bdfa47e1bfd1dcf1549b73249daff505
vacuum_canning,era_8,production,1,mechanized_workshops,1,pasteurization,production-C01,89,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,68df2a9ae8aeaf083931a3be44a465b4f9ddd414462d9fd377346a17e91b8b5f
aniline,era_9,production,1,rubber_mastication,1,art_silk,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,YES,2,aniline--art_silk:1;aniline--rubber_mastication:2,0,,0,0,0,0,1,0,0,8df18e0c75642fada5b4600855aea3c4b13eaebfb4e0f4b45a6ff68b468d3daa
electrical_generation,era_9,production,1,rotary_valve_engine,4,conveyors;electrical_capacitors;steam_turbine;telephone,production-C01,89,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,5,YES,YES,1,electrical_generation--steam_turbine:2,0,,0,0,0,0,1,0,0,76821fe3a24338e9eea411fc9ab0ad7c6c819ece73fad60c6ac7029443f069f6
