Technology_ID,Category,Era,Parent_Count,Parents,Child_Count,Children,Building_Unlocks,PM_Unlocks,Law_Unlocks,Modifier_Count,Start_Country_Count,Role,Problem_Flags,Recommendation
railways,production,era_6,3,high_pressure_steam;professional_civil_engineering;puddling_and_rolling,1,steel_railway_cars,,pm_diesel_trains;pm_diesel_trains_principle_transport_3;pm_early_trains;pm_electric_trains;pm_electric_trains_principle_transport_3;pm_public_trams;pm_rail_transport_building_bauxite_mine;pm_rail_transport_building_logging_camp;pm_rail_transport_building_oil_rig;pm_rail_transport_mine;pm_steam_rail_transport;pm_steam_rail_transport_building_rubber_plantation;pm_steam_trains;pm_steam_trains_principle_transport_3;pm_steel_passenger_carriages;pm_wooden_passenger_carriages,,0,0,Déblocage PM/contenu militaire/diplomatique,OK,KEEP
baking_powder,production,era_7,2,industrial_alkalis;sugar_refining,0,,,pm_baking_powder;pm_refined_spiced_food_preparations,,0,0,Déblocage PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
bessemer_process,production,era_7,1,hot_blast_smelting,3,open_hearth_process;reinforced_concrete;steel_railway_cars,,pm_bessemer_process;pm_thomas_process,,0,0,Déblocage PM,OK,KEEP
mechanized_farming,production,era_7,2,selective_breeding;threshing_machine,1,compression_ignition,,pm_intensive_grazing_ranch;pm_mechanized_slaughtering;pm_tractors,,0,0,Déblocage PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
mechanized_workshops,production,era_7,3,canneries;manufacturies;mechanical_tools,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
nitroglycerin,production,era_7,1,industrial_acids,1,dynamite,building_explosives_factory,pm_ammonia-soda_process;pm_brine_electrolysis;pm_nitroglycerin_building_bauxite_mine;pm_nitroglycerin_building_coal_mine;pm_nitroglycerin_building_copper_mine;pm_nitroglycerin_building_gold_mine;pm_nitroglycerin_building_iron_mine;pm_nitroglycerin_building_lead_mine;pm_nitroglycerin_building_phosphate_mine;pm_nitroglycerin_building_salt_mine;pm_nitroglycerin_building_sulfur_mine;pm_solvay_process_building_chemical_works,,0,0,Déblocage bâtiment/PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
portland_cement,production,era_7,1,hydraulic_cements,1,reinforced_concrete,,pm_portland_cement_process,,0,0,Déblocage PM,OK,KEEP
prospecting,production,era_7,1,geological_surveying,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
rubber_mastication,production,era_7,1,fractional_distillation,1,vulcanization,building_rubber_plantation,pm_steam_rail_transport_building_rubber_plantation,,0,0,Déblocage bâtiment/PM,OK,KEEP
sericulture,production,era_7,0,,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
steelworking,production,era_7,1,hot_blast_smelting,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
watertube_boiler,production,era_7,1,high_pressure_steam,2,rotary_valve_engine;steam_donkey,,pm_condensing_engine_pump_building_bauxite_mine;pm_steam_trawlers;pm_steam_whaling_ships;pm_watertube_boiler_building_furniture_manufactory;pm_watertube_boiler_building_motor_industry;pm_watertube_boiler_building_paper_mill;pm_watertube_boiler_building_steel_mill;pm_watertube_boiler_building_tooling_workshop,,0,0,Déblocage PM/contenu militaire/diplomatique,OK,KEEP
aniline,production,era_8,1,fractional_distillation,1,art_silk,building_synthetics_plant,pm_synthetic_pharmaceuticals,,0,0,Déblocage bâtiment/PM,OK,KEEP
dynamite,production,era_8,1,nitroglycerin,0,,,pm_dynamite_building_bauxite_mine;pm_dynamite_building_coal_mine;pm_dynamite_building_copper_mine;pm_dynamite_building_gold_mine;pm_dynamite_building_iron_mine;pm_dynamite_building_lead_mine;pm_dynamite_building_phosphate_mine;pm_dynamite_building_salt_mine;pm_dynamite_building_sulfur_mine;pm_explosive_shells;pm_vacuum_evaporation,,1,0,Déblocage PM,OK,KEEP
improved_fertilizer,production,era_8,1,artificial_fertilizers,1,nitrogen_fixation,,pm_fertilization;pm_fertilization_building_rice_farm;pm_improved_fertilizer;pm_sugar_beets,,0,0,Déblocage PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
open_hearth_process,production,era_8,1,bessemer_process,1,electric_arc_process,,pm_open_hearth_process,,0,0,Déblocage PM,OK,KEEP
reinforced_concrete,production,era_8,2,bessemer_process;portland_cement,1,arc_welding,building_kaiserforum_1;building_manila_cathedral_monument;building_sagrada_familia_cathedral_1,,,1,0,Déblocage bâtiment,OK,KEEP
rotary_valve_engine,production,era_8,1,watertube_boiler,4,combustion_engine;electrical_generation;pneumatic_tools;steam_turbine,,pm_rotary_valve_engine_building_arms_industry;pm_rotary_valve_engine_building_furniture_manufactory;pm_rotary_valve_engine_building_motor_industry;pm_rotary_valve_engine_building_munition_plant;pm_rotary_valve_engine_building_paper_mill;pm_rotary_valve_engine_building_steel_mill;pm_rotary_valve_engine_building_tooling_workshop,,0,0,Déblocage PM,OK,KEEP
shift_work,production,era_8,1,interchangeable_manufacture,1,conveyors,,,,1,0,Nœud structurel,OK,KEEP
steel_railway_cars,production,era_8,2,bessemer_process;railways,1,electric_railway,,pm_steam_trains;pm_steam_trains_principle_transport_3;pm_steel_passenger_carriages;pm_tanker_cars,,0,0,Déblocage PM,OK,KEEP
vacuum_canning,production,era_8,1,interchangeable_manufacture,1,pasteurization,,pm_vacuum_canning;pm_vacuum_canning_principle_3,,0,0,Déblocage PM,OK,KEEP
vulcanization,production,era_8,1,rubber_mastication,1,conveyors,,pm_elastics;pm_rubber_grips,,0,0,Déblocage PM,OK,KEEP
combustion_engine,production,era_9,1,rotary_valve_engine,2,compression_ignition;paved_roads,building_automotive_industry,pm_aeroplane_production;pm_all_metal_aircraft;pm_assembly_lines_building_automotive_industry;pm_automobile_production;pm_chainsaws;pm_combustion_derricks;pm_public_motor_carriages;pm_scientific_management_automotive_industry,,0,0,Déblocage bâtiment/PM/contenu militaire/diplomatique,OK,KEEP
electrical_capacitors,production,era_9,3,advanced_spinning;electrical_generation;mechanized_weaving,2,bauxite_processing;electric_railway,,pm_automatic_power_looms;pm_brine_electrolysis;pm_brine_electrolysis_building_chemical_works;pm_electric_mine_ventilation;pm_electric_mine_ventilation_building_bauxite_mine;pm_electric_sewing_machines;pm_electrical_precision_machinery;pm_tabulating_offices;pm_unit_electric_drive_building_glassworks;pm_unit_electric_drive_building_motor_industry;pm_unit_electric_drive_building_paper_mill;pm_unit_electric_drive_building_steel_mill;pm_unit_electric_drive_building_tooling_workshop,,0,0,Déblocage PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
electrical_generation,production,era_9,1,rotary_valve_engine,4,conveyors;electrical_capacitors;steam_turbine;telephone,building_power_plant,pm_coal-fired_plant;pm_electric_fencing;pm_electric_saw_mills;pm_electric_streetlights,,0,0,Déblocage bâtiment/PM,OK,KEEP
pumpjacks,production,era_9,2,geological_surveying;steam_donkey,0,,building_oil_rig,pm_combustion_derricks;pm_rail_transport_building_oil_rig;pm_tanker_cars,,0,0,Déblocage bâtiment/PM,OK,KEEP
steam_donkey,production,era_9,2,mechanical_tools;watertube_boiler,1,pumpjacks,,pm_steam_donkey_building_bauxite_mine;pm_steam_donkey_building_coal_mine;pm_steam_donkey_building_logging_camp;pm_steam_donkey_mine,,0,0,Déblocage PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
telephone,production,era_9,1,electrical_generation,1,radio,building_electrics_industry,pm_scientific_management_electrics_industry,,0,0,Déblocage bâtiment/PM,OK,KEEP
art_silk,production,era_10,1,aniline,1,plastics,,pm_rayon,,0,0,Déblocage PM,OK,KEEP
automatic_bottle_blowers,production,era_10,1,pressed_glass,0,,,pm_automatic_bottle_blowers,,0,0,Déblocage PM,LOW_VALUE;BAD_ERA_CHAIN,REVIEW_TOPOLOGY
bauxite_processing,production,era_10,2,electrical_capacitors;industrial_alkalis,1,bayer_process,building_bauxite_mine;building_non_ferrous_metallurgy_works,pm_aluminium_housewares;pm_atmospheric_engine_pump_building_bauxite_mine;pm_condensing_engine_pump_building_bauxite_mine;pm_diesel_pump_building_bauxite_mine;pm_dynamite_building_bauxite_mine;pm_electric_mine_ventilation_building_bauxite_mine;pm_nitroglycerin_building_bauxite_mine;pm_ore_concentration_building_bauxite_mine;pm_rail_transport_building_bauxite_mine;pm_steam_donkey_building_bauxite_mine;pm_steam_mine_ventilation_building_bauxite_mine;pm_wohler_deville_process,,0,0,Déblocage bâtiment/PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
conveyors,production,era_10,3,electrical_generation;shift_work;vulcanization,1,dough_rollers,,pm_assembly_lines_building_arms_industry;pm_assembly_lines_building_automotive_industry;pm_assembly_lines_building_furniture_manufactory;pm_assembly_lines_building_motor_industry;pm_assembly_lines_building_munition_plant;pm_assembly_lines_building_tooling_workshop,,0,0,Déblocage PM,OK,KEEP
electric_arc_process,production,era_10,1,open_hearth_process,1,arc_welding,,pm_electric_arc_process,,0,0,Déblocage PM,OK,KEEP
electric_railway,production,era_10,2,electrical_capacitors;steel_railway_cars,0,,,pm_electric_engines;pm_electric_trains;pm_electric_trains_principle_transport_3;pm_log_carts;pm_refrigerated_rail_cars_building_fishing_wharf;pm_refrigerated_rail_cars_building_livestock_ranch;pm_refrigerated_rail_cars_building_whaling_station,,0,0,Déblocage PM,OK,KEEP
pasteurization,production,era_10,1,vacuum_canning,1,flash_freezing,,pm_refrigerated_storage_building_fishing_wharf;pm_refrigerated_storage_building_livestock_ranch;pm_refrigerated_storage_building_whaling_station,,0,0,Déblocage PM,OK,KEEP
paved_roads,production,era_10,2,combustion_engine;professional_civil_engineering,0,,,pm_paved_road_network,,1,0,Déblocage PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
plastics,production,era_10,1,art_silk,0,,,pm_houseware_plastics;pm_thermal_catalytic_cracking_refinery,,0,0,Déblocage PM,OK,KEEP
pneumatic_tools,production,era_10,1,rotary_valve_engine,1,arc_welding,building_cristo_redentor;building_gran_teatro_de_la_habana,,,1,0,Déblocage bâtiment,OK,KEEP
steam_turbine,production,era_10,2,electrical_generation;rotary_valve_engine,1,oil_turbine,,pm_coal-fired_plant,,0,0,Déblocage PM,OK,KEEP
arc_welding,production,era_11,3,electric_arc_process;pneumatic_tools;reinforced_concrete,0,,,pm_arc_welded_buildings;pm_arc_welding_shipbuilding;pm_military_shipbuilding_steam_2,,1,0,Déblocage PM,OK,KEEP
bayer_process,production,era_11,1,bauxite_processing,0,,,pm_all_metal_aircraft;pm_aluminium_conductors_building_power_plant;pm_aluminium_passenger_carriages;pm_hall_heroult_process,,0,0,Déblocage PM,OK,KEEP
compression_ignition,production,era_11,2,combustion_engine;mechanized_farming,0,,,pm_compression_ignition_tractors;pm_diesel_engines;pm_diesel_pump_building_bauxite_mine;pm_diesel_pump_building_coal_mine;pm_diesel_pump_building_copper_mine;pm_diesel_pump_building_gold_mine;pm_diesel_pump_building_iron_mine;pm_diesel_pump_building_lead_mine;pm_diesel_pump_building_phosphate_mine;pm_diesel_pump_building_salt_mine;pm_diesel_pump_building_sulfur_mine;pm_diesel_trains;pm_diesel_trains_principle_transport_3;pm_mass_automobile_production,,0,0,Déblocage PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
nitrogen_fixation,production,era_11,1,improved_fertilizer,0,,,pm_chemical_fertilizer;pm_chemical_fertilizer_building_rice_farm;pm_nitrogen_fixation,,0,0,Déblocage PM,OK,KEEP
radio,production,era_11,1,telephone,0,,,pm_radios,,0,0,Déblocage PM,LOW_VALUE,KEEP
dough_rollers,production,era_12,1,conveyors,0,,,pm_automated_bakery,,0,0,Déblocage PM,LOW_VALUE,KEEP
flash_freezing,production,era_12,1,pasteurization,0,,,pm_flash_freezing_building_fishing_wharf;pm_flash_freezing_building_whaling_station,,0,0,Déblocage PM,OK,KEEP
oil_turbine,production,era_12,1,steam_turbine,0,,,pm_oil-fired_plant,,0,0,Déblocage PM,LOW_VALUE,KEEP
institutionalized_scientific_exchange,society,era_1,0,,7,experimental_research_laboratories;medical_degrees;romanticism;scientific_metrology;specialized_technical_academies;variolation_networks;veterinary_science,,,law_freedom_of_conscience,1,110,Déblocage loi/contenu militaire/diplomatique,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
international_relations,society,era_1,0,,3,colonization;international_exchange_standards;multilateral_alliances,,,law_mercantilism,0,309,Déblocage loi/contenu militaire/diplomatique,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
organized_financial_institutions,society,era_1,0,,3,commercial_insurance_markets;institutionalized_public_credit;stock_exchange,,,,0,34,Nœud structurel,OK,KEEP_AS_TRUNK
periodical_print_networks,society,era_1,0,,8,constitutional_government;human_rights;mechanized_printing;national_sovereignty;optical_telegraph_networks;organized_elementary_schooling;organized_reform_movements;political_economy,,,law_censorship;law_religious_schools,1,60,Déblocage loi,TOO_MANY_CHILDREN;VISUAL_SPAGHETTI;BAD_ERA_CHAIN,REVIEW_TOPOLOGY
codified_practical_knowledge,society,era_2,0,,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,"KEEP_AS_TRUNK pour éducation, médecine, droit et économie politique"
commercial_insurance_markets,society,era_2,1,organized_financial_institutions,1,joint_stock_companies,,,law_mercantilism;law_mercantilism_navigation_acts,0,23,Déblocage loi/contenu militaire/diplomatique,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
institutionalized_public_credit,society,era_2,1,organized_financial_institutions,3,international_exchange_standards;mutual_funds;postal_savings,,,,1,24,Déblocage contenu militaire/diplomatique,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
stock_exchange,society,era_2,1,organized_financial_institutions,2,corporate_charters;investment_banks,,,,1,8,Déblocage contenu militaire/diplomatique,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
systematic_administrative_statistics,society,era_2,0,,7,central_statistical_offices;political_economy;professional_civil_policing;scientific_metrology;systematic_cadastral_surveying;systematic_legal_codification;systematic_population_registration,building_government_administration,,,1,102,Déblocage bâtiment/contenu militaire/diplomatique,ROOT_OVER_SPECIALIZED;BAD_ERA_CHAIN,REVIEW_TOPOLOGY
variolation_networks,society,era_2,1,institutionalized_scientific_exchange,1,vaccination,,,,0,69,Nœud structurel,OK,KEEP
medical_degrees,society,era_3,1,institutionalized_scientific_exchange,4,active_principle_pharmacy;clinicopathological_medicine;pharmaceuticals;vaccination,,,law_charitable_health_system,1,56,Déblocage loi,OK,KEEP
organized_elementary_schooling,society,era_3,1,periodical_print_networks,1,mass_circulation_press,,,law_private_schools,1,26,Déblocage loi,OK,KEEP
political_economy,society,era_3,2,periodical_print_networks;systematic_administrative_statistics,1,classical_political_economy,,,law_protectionism,0,17,Déblocage loi,OK,KEEP
specialized_technical_academies,society,era_3,1,institutionalized_scientific_exchange,1,polytechnical_education,building_university,,,0,24,Déblocage bâtiment,OK,KEEP
systematic_population_registration,society,era_3,1,systematic_administrative_statistics,2,central_statistical_offices;classical_political_economy,,pm_horizontal_drawer_cabinets,law_per_capita_based_taxation,0,19,Déblocage PM/loi,OK,KEEP
veterinary_science,society,era_3,1,institutionalized_scientific_exchange,1,military_veterinary_services,,,,0,7,Nœud structurel,OK,ADD_EDGE comme parent de military_veterinary_services
classical_political_economy,society,era_4,2,political_economy;systematic_population_registration,3,early_socialism_cooperativism;liberal_constitutionalism;macroeconomics,,,law_free_trade;law_interventionism,0,0,Déblocage loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
colonization,society,era_4,1,international_relations,2,civilizing_mission;quinine,,,law_colonial_exploitation;law_colonial_resettlement;law_extraction_economy;law_frontier_colonization,1,34,Déblocage loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
constitutional_government,society,era_4,1,periodical_print_networks,3,human_rights;liberal_constitutionalism;national_sovereignty,,,law_census_voting;law_debt_slavery;law_landed_voting;law_parliamentary_republic;law_poor_laws;law_presidential_republic;law_racial_segregation;law_wealth_voting,1,5,Déblocage loi,OK,KEEP
corporate_charters,society,era_4,1,stock_exchange,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
human_rights,society,era_4,2,constitutional_government;periodical_print_networks,3,feminism;liberal_constitutionalism;organized_reform_movements,,,law_colonial_slavery;law_cultural_exclusion;law_protected_speech;law_regulatory_bodies;law_restricted_child_labor;law_wage_subsidies,1,0,Déblocage loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
national_sovereignty,society,era_4,2,constitutional_government;periodical_print_networks,2,anarchism;nationalism,,,,0,0,Nœud structurel,OK,KEEP
optical_telegraph_networks,society,era_4,1,periodical_print_networks,0,,,,,1,0,Bonus technologique,LOW_VALUE,ADD_MODIFIER: country_influence_add = 25
polytechnical_education,society,era_4,1,specialized_technical_academies,1,experimental_research_laboratories,,pm_philosophy_department,,1,0,Déblocage PM,OK,KEEP
scientific_metrology,society,era_4,2,institutionalized_scientific_exchange;systematic_administrative_statistics,1,experimental_research_laboratories,,,,0,0,Nœud structurel,OK,KEEP
systematic_cadastral_surveying,society,era_4,1,systematic_administrative_statistics,0,,,,,1,15,Bonus technologique,LOW_VALUE,ADD_MODIFIER: state_tax_capacity_add = 10
systematic_legal_codification,society,era_4,1,systematic_administrative_statistics,1,professional_civil_policing,,,,0,18,Nœud structurel,OK,KEEP
vaccination,society,era_4,2,medical_degrees;variolation_networks,1,organized_immunization_campaigns,,,,0,0,Nœud structurel,OK,KEEP
abolitionist_mobilization,society,era_5,1,organized_reform_movements,1,civilizing_mission,,,law_slavery_banned,0,0,Déblocage loi,OK,KEEP
active_principle_pharmacy,society,era_5,2,experimental_research_laboratories;medical_degrees,2,organized_immunization_campaigns;quinine,,pm_standardized_pharmaceuticals,law_private_health_insurance,1,0,Déblocage PM/loi,OK,KEEP
central_statistical_offices,society,era_5,2,systematic_administrative_statistics;systematic_population_registration,2,identification_documents;macroeconomics,,pm_tabulating_offices;pm_vertical_filing_cabinets,law_technocracy,1,0,Déblocage PM/loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
clinicopathological_medicine,society,era_5,2,experimental_research_laboratories;medical_degrees,1,psychoanalysis,,,,0,0,Nœud structurel,BAD_ERA_CHAIN,KEEP
experimental_research_laboratories,society,era_5,3,institutionalized_scientific_exchange;polytechnical_education;scientific_metrology,7,active_principle_pharmacy;antibiotics;behaviorism;camera;clinicopathological_medicine;philosophical_pragmatism;specialized_professional_societies,,,,1,0,Nœud structurel,BAD_ERA_CHAIN,KEEP
liberal_constitutionalism,society,era_5,3,classical_political_economy;constitutional_government;human_rights,1,labor_movement,,,law_total_separation;law_universal_suffrage,0,0,Déblocage loi/contenu militaire/diplomatique,OK,KEEP
mechanized_printing,society,era_5,1,periodical_print_networks,1,mass_circulation_press,,pm_mechanized_typesetting,,0,0,Déblocage PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
organized_reform_movements,society,era_5,2,human_rights;periodical_print_networks,4,abolitionist_mobilization;early_socialism_cooperativism;labor_movement;political_agitation,,,law_legacy_slavery,0,0,Déblocage loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
postal_savings,society,era_5,1,institutionalized_public_credit,1,joint_stock_companies,,,,1,0,Nœud structurel,OK,KEEP
specialized_professional_societies,society,era_5,1,experimental_research_laboratories,1,analytical_philosophy,,pm_professional_faculties,,0,0,Déblocage PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
early_socialism_cooperativism,society,era_6,2,classical_political_economy;organized_reform_movements,2,anarchism;socialism,,,law_proportional_taxation,0,0,Déblocage loi,OK,KEEP
joint_stock_companies,society,era_6,2,commercial_insurance_markets;postal_savings,1,mutual_funds,,,law_laissez_faire,1,0,Déblocage loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
labor_movement,society,era_6,2,liberal_constitutionalism;organized_reform_movements,2,corporatism;socialism,,,law_compulsory_primary_school;law_old_age_pension;law_worker_protections,1,0,Déblocage loi/contenu militaire/diplomatique,OK,KEEP
mass_circulation_press,society,era_6,2,mechanized_printing;organized_elementary_schooling,1,political_agitation,,pm_rotary_press,law_public_schools,0,0,Déblocage PM/loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
organized_immunization_campaigns,society,era_6,2,active_principle_pharmacy;vaccination,4,antibiotics;malaria_prevention;modern_sewerage;pharmaceuticals,,,law_public_health_insurance,0,0,Déblocage loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
pharmaceuticals,society,era_6,2,medical_degrees;organized_immunization_campaigns,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
professional_civil_policing,society,era_6,2,systematic_administrative_statistics;systematic_legal_codification,2,identification_documents;law_enforcement,,,law_dedicated_police;law_local_police;law_national_guard;law_secret_police;law_shinsengumi,1,0,Déblocage loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
academia,society,era_7,1,rationalism,1,empiricism,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
anarchism,society,era_7,2,early_socialism_cooperativism;national_sovereignty,0,,,,law_anarchy,0,0,Déblocage loi/contenu militaire/diplomatique,OK,KEEP
banking,society,era_7,1,currency_standards,1,central_banking,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
camera,society,era_7,2,experimental_research_laboratories;romanticism,1,film,,pm_photographic_art,,1,0,Déblocage PM,OK,KEEP
central_archives,society,era_7,1,centralization,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
central_banking,society,era_7,1,banking,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
centralization,society,era_7,2,nationalism;tech_bureaucracy,2,central_archives;currency_standards,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
currency_standards,society,era_7,2,centralization;international_trade,1,banking,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
democracy,society,era_7,1,rationalism,1,mass_communication,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
dialectics,society,era_7,1,empiricism,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
empiricism,society,era_7,1,academia,2,dialectics;psychiatry,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
international_trade,society,era_7,1,tech_bureaucracy,1,currency_standards,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
law_enforcement,society,era_7,3,professional_civil_policing;tech_bureaucracy;urban_planning,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
mass_communication,society,era_7,1,democracy,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
nationalism,society,era_7,1,national_sovereignty,5,centralization;civilizing_mission;corporatism;organized_sports;pan-nationalism,,,law_national_supremacy,1,0,Déblocage loi/contenu militaire/diplomatique,OK,KEEP
psychiatry,society,era_7,1,empiricism,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
quinine,society,era_7,2,active_principle_pharmacy;colonization,2,civilizing_mission;malaria_prevention,building_suez_canal,,,1,0,Déblocage bâtiment,OK,KEEP
rationalism,society,era_7,0,,2,academia;democracy,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
realism,society,era_7,1,romanticism,0,,,pm_bourgeoisie_patronage;pm_independent_artists;pm_realist_art,,1,0,Déblocage PM,OK,KEEP
romanticism,society,era_7,1,institutionalized_scientific_exchange,2,camera;realism,building_art_academy,,law_agrarianism;law_industry_banned,1,0,Déblocage bâtiment/loi/contenu militaire/diplomatique,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
socialism,society,era_7,2,early_socialism_cooperativism;labor_movement,0,,,,law_collectivized_agriculture;law_council_republic;law_factory_councils;law_graduated_taxation;law_state_atheism,1,0,Déblocage loi/contenu militaire/diplomatique,OK,KEEP
tech_bureaucracy,society,era_7,0,,3,centralization;international_trade;law_enforcement,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
urban_planning,society,era_7,0,,1,law_enforcement,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
urbanization,society,era_7,0,,0,,,,,0,0,Alias de compatibilité non recherchable,COMPATIBILITY_ALIAS,KEEP_COMPATIBILITY_ALIAS
civilizing_mission,society,era_8,4,abolitionist_mobilization;colonization;nationalism;quinine,1,malaria_prevention,building_panama_canal,,,1,0,Déblocage bâtiment/contenu militaire/diplomatique,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
feminism,society,era_8,1,human_rights,1,egalitarianism,,,law_women_in_the_workplace;law_womens_suffrage,1,0,Déblocage loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
identification_documents,society,era_8,2,central_statistical_offices;professional_civil_policing,1,central_planning,,,,1,0,Nœud structurel,OK,KEEP
modern_sewerage,society,era_8,1,organized_immunization_campaigns,1,steel_frame_buildings,,,,1,0,Nœud structurel,OK,KEEP
mutual_funds,society,era_8,2,institutionalized_public_credit;joint_stock_companies,1,investment_banks,,pm_financial_district_publicly_traded,law_commercialized_agriculture,1,0,Déblocage PM/loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
organized_sports,society,era_8,1,nationalism,1,mass_propaganda,,,,1,0,Nœud structurel,OK,KEEP
pan-nationalism,society,era_8,1,nationalism,1,multilateral_alliances,,,law_ethnostate,1,0,Déblocage loi,OK,KEEP
philosophical_pragmatism,society,era_8,1,experimental_research_laboratories,1,behaviorism,,,,1,0,Nœud structurel,OK,KEEP
corporatism,society,era_9,2,labor_movement;nationalism,0,,,,law_corporate_state;law_corporatized_unions;law_social_monarchy,1,0,Déblocage loi,OK,KEEP
egalitarianism,society,era_9,1,feminism,0,,,,law_multicultural,0,0,Déblocage loi,LOW_VALUE,KEEP
investment_banks,society,era_9,2,mutual_funds;stock_exchange,2,corporate_management;steel_frame_buildings,,,,1,0,Nœud structurel,BAD_ERA_CHAIN,KEEP
steel_frame_buildings,society,era_9,2,investment_banks;modern_sewerage,2,elevator;zeppelins,building_eiffel_tower;building_estacion_de_madrid_atocha;building_statue_of_liberty;building_victoria_terminus,pm_covered_markets;pm_steel_frame_buildings,,1,0,Déblocage bâtiment/PM,OK,KEEP
corporate_management,society,era_10,1,investment_banks,1,modern_financial_instruments,,pm_scientific_management;pm_scientific_management_automotive_industry;pm_scientific_management_electrics_industry,,1,0,Déblocage PM,OK,KEEP
elevator,society,era_10,1,steel_frame_buildings,0,,,pm_arcades,,1,0,Déblocage PM,OK,KEEP
film,society,era_10,1,camera,1,mass_propaganda,,pm_film_art,,1,0,Déblocage PM,OK,KEEP
international_exchange_standards,society,era_10,2,institutionalized_public_credit;international_relations,1,modern_financial_instruments,,,,1,0,Nœud structurel,BAD_ERA_CHAIN,KEEP
