Technology_ID,Category,Era,Current_Parents,Parent_Assessment,Proposed_Parents,Change,Reason
colonization,society,era_4,international_relations,GOOD,international_relations,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
constitutional_government,society,era_4,periodical_print_networks,GOOD,periodical_print_networks,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
human_rights,society,era_4,constitutional_government;periodical_print_networks,GOOD,constitutional_government;periodical_print_networks,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
national_sovereignty,society,era_4,constitutional_government;periodical_print_networks,GOOD,constitutional_government;periodical_print_networks,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
optical_telegraph_networks,society,era_4,periodical_print_networks,GOOD,periodical_print_networks,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
polytechnical_education,society,era_4,specialized_technical_academies,GOOD,specialized_technical_academies,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
scientific_metrology,society,era_4,institutionalized_scientific_exchange;systematic_administrative_statistics,GOOD,institutionalized_scientific_exchange;systematic_administrative_statistics,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
systematic_cadastral_surveying,society,era_4,codified_practical_knowledge,GOOD,codified_practical_knowledge,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
systematic_legal_codification,society,era_4,codified_practical_knowledge,GOOD,codified_practical_knowledge,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
vaccination,society,era_4,medical_degrees;variolation_networks,GOOD,medical_degrees;variolation_networks,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
abolitionist_mobilization,society,era_5,organized_reform_movements,GOOD,organized_reform_movements,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
active_principle_pharmacy,society,era_5,experimental_research_laboratories;medical_degrees,GOOD,experimental_research_laboratories;medical_degrees,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
central_statistical_offices,society,era_5,systematic_administrative_statistics;systematic_population_registration,GOOD,systematic_administrative_statistics;systematic_population_registration,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
clinicopathological_medicine,society,era_5,experimental_research_laboratories;medical_degrees,GOOD,experimental_research_laboratories;medical_degrees,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
experimental_research_laboratories,society,era_5,institutionalized_scientific_exchange;polytechnical_education;scientific_metrology,ACCEPTABLE_ABSTRACTION,institutionalized_scientific_exchange;polytechnical_education;scientific_metrology,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
liberal_constitutionalism,society,era_5,classical_political_economy;constitutional_government;human_rights,GOOD,classical_political_economy;constitutional_government;human_rights,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
mechanized_printing,society,era_5,periodical_print_networks,ACCEPTABLE_ABSTRACTION,periodical_print_networks,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
organized_reform_movements,society,era_5,human_rights;periodical_print_networks,ACCEPTABLE_ABSTRACTION,human_rights;periodical_print_networks,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
postal_savings,society,era_5,institutionalized_public_credit,ACCEPTABLE_ABSTRACTION,institutionalized_public_credit,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
specialized_professional_societies,society,era_5,experimental_research_laboratories,GOOD,experimental_research_laboratories,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
early_socialism_cooperativism,society,era_6,classical_political_economy;organized_reform_movements,GOOD,classical_political_economy;organized_reform_movements,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
joint_stock_companies,society,era_6,commercial_insurance_markets;postal_savings,ACCEPTABLE_ABSTRACTION,commercial_insurance_markets;postal_savings,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
labor_movement,society,era_6,liberal_constitutionalism;organized_reform_movements,GOOD,liberal_constitutionalism;organized_reform_movements,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
mass_circulation_press,society,era_6,mechanized_printing;organized_elementary_schooling,GOOD,mechanized_printing;organized_elementary_schooling,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
organized_immunization_campaigns,society,era_6,active_principle_pharmacy;vaccination,GOOD,active_principle_pharmacy;vaccination,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
professional_civil_policing,society,era_6,systematic_administrative_statistics;systematic_legal_codification,ACCEPTABLE_ABSTRACTION,systematic_administrative_statistics;systematic_legal_codification,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
anarchism,society,era_7,early_socialism_cooperativism;national_sovereignty,GOOD,early_socialism_cooperativism;national_sovereignty,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
camera,society,era_7,experimental_research_laboratories,MISSING_STRUCTURAL_PARENT,experimental_research_laboratories;romanticism,ADD_PARENT,Added the missing cumulative gate required by the content/building chronology.
nationalism,society,era_7,national_sovereignty,GOOD,national_sovereignty,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
quinine,society,era_7,active_principle_pharmacy,GOOD,active_principle_pharmacy,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
realism,society,era_7,romanticism,GOOD,romanticism,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
romanticism,society,era_7,institutionalized_scientific_exchange,ACCEPTABLE_ABSTRACTION,institutionalized_scientific_exchange,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
socialism,society,era_7,early_socialism_cooperativism;labor_movement,GOOD,early_socialism_cooperativism;labor_movement,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
civilizing_mission,society,era_8,abolitionist_mobilization;colonization;nationalism;quinine,ACCEPTABLE_ABSTRACTION,abolitionist_mobilization;colonization;nationalism;quinine,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
feminism,society,era_8,human_rights,ACCEPTABLE_ABSTRACTION,human_rights,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
identification_documents,society,era_8,central_statistical_offices;professional_civil_policing,GOOD,central_statistical_offices;professional_civil_policing,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
modern_sewerage,society,era_8,organized_immunization_campaigns,GOOD,organized_immunization_campaigns,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
mutual_funds,society,era_8,institutionalized_public_credit;joint_stock_companies,ACCEPTABLE_ABSTRACTION,institutionalized_public_credit;joint_stock_companies,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
organized_sports,society,era_8,nationalism,GOOD,nationalism,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
pan-nationalism,society,era_8,nationalism,GOOD,nationalism,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
philosophical_pragmatism,society,era_8,experimental_research_laboratories,GOOD,experimental_research_laboratories,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
corporatism,society,era_9,labor_movement;nationalism,GOOD,labor_movement;nationalism,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
egalitarianism,society,era_9,feminism,GOOD,feminism,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
elevator,society,era_9,steel_frame_buildings,GOOD,steel_frame_buildings,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
investment_banks,society,era_9,mutual_funds;stock_exchange,ACCEPTABLE_ABSTRACTION,mutual_funds;stock_exchange,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
steel_frame_buildings,society,era_9,investment_banks;modern_sewerage,GOOD,investment_banks;modern_sewerage,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
corporate_management,society,era_10,investment_banks,GOOD,investment_banks,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
film,society,era_10,camera,GOOD,camera,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
international_exchange_standards,society,era_10,institutionalized_public_credit;international_relations,ACCEPTABLE_ABSTRACTION,institutionalized_public_credit;international_relations,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
malaria_prevention,society,era_10,civilizing_mission;organized_immunization_campaigns;quinine,ACCEPTABLE_ABSTRACTION,civilizing_mission;organized_immunization_campaigns;quinine,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
multilateral_alliances,society,era_10,international_relations;pan-nationalism,ACCEPTABLE_ABSTRACTION,international_relations;pan-nationalism,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
political_agitation,society,era_10,mass_circulation_press;organized_reform_movements,ACCEPTABLE_ABSTRACTION,mass_circulation_press;organized_reform_movements,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
psychoanalysis,society,era_10,clinicopathological_medicine,ACCEPTABLE_ABSTRACTION,clinicopathological_medicine,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
zeppelins,society,era_10,steel_frame_buildings,GOOD,steel_frame_buildings,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
analytical_philosophy,society,era_11,specialized_professional_societies,ACCEPTABLE_ABSTRACTION,specialized_professional_societies,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
behaviorism,society,era_11,experimental_research_laboratories;philosophical_pragmatism,ACCEPTABLE_ABSTRACTION,experimental_research_laboratories;philosophical_pragmatism,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
central_planning,society,era_11,identification_documents,GOOD,identification_documents,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
mass_propaganda,society,era_11,film;organized_sports;political_agitation,GOOD,film;organized_sports;political_agitation,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
antibiotics,society,era_12,experimental_research_laboratories;malaria_prevention;organized_immunization_campaigns,ACCEPTABLE_ABSTRACTION,experimental_research_laboratories;malaria_prevention;organized_immunization_campaigns,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
macroeconomics,society,era_12,central_statistical_offices;classical_political_economy,ACCEPTABLE_ABSTRACTION,central_statistical_offices;classical_political_economy,KEEP,Long foundational dependency reviewed and retained as a gameplay-capacity abstraction.
mass_surveillance,society,era_12,central_planning,GOOD,central_planning,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
modern_financial_instruments,society,era_12,corporate_management;international_exchange_standards,GOOD,corporate_management;international_exchange_standards,KEEP,Parent set is chronological and appropriately structures the technology's gameplay role.
