"STATE_REGION","RESOURCE_TYPE","LA_GABELLE_TOTAL","KNOWN_1776","HIDDEN_DISCOVERABLE","CLASSIFICATION","HISTORICAL_STATUS_1776","SOURCE_1","SOURCE_2","CONFIDENCE","STARTING_BUILDING_LEVEL","STARTING_OWNER_1776","REQUIRED_TECH","OWNER_HAS_REQUIRED_TECH","NOTES"
"STATE_CHUGOKU","building_salt_pan","10","10","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","1","JAP","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_EAST_JAVA","building_salt_pan","35","35","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_JIANGSU","building_salt_pan","12","12","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_JUTLAND","building_salt_pan","15","15","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_DOBRUDJA","building_salt_pan","12","12","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_CROATIA","building_salt_pan","15","15","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_BULGARIA","building_salt_pan","10","10","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_NORTHERN_THRACE","building_salt_pan","12","12","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_ATTICA","building_salt_pan","20","20","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_ERITREA","building_salt_pan","30","30","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_LIBYA","building_salt_pan","45","45","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_YUCATAN","building_salt_pan","30","30","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_LOWER_ANDALUSIA","building_salt_pan","15","15","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_UPPER_ANDALUSIA","building_salt_pan","18","18","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_MISSISSIPPI","building_salt_mine","15","0","15","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://pubs.usgs.gov/bul/1019j/report.pdf","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_LOUISIANA","building_salt_mine","10","0","10","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://pubs.usgs.gov/bul/1019j/report.pdf","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","HIGH","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_TEXAS","building_salt_mine","20","20","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://pubs.usgs.gov/bul/1019j/report.pdf","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_CHIHUAHUA","building_salt_mine","25","25","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://pubs.usgs.gov/bul/1019j/report.pdf","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_ONTARIO","building_salt_mine","30","0","30","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI40P12NE00005.html","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","HIGH","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_NEW_YORK","building_salt_mine","35","35","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://pubs.usgs.gov/fs/2000/0139/report.pdf","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_SOUTH_DAKOTA","building_salt_mine","40","0","40","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://pubs.usgs.gov/bul/1019j/report.pdf","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_IDAHO","building_salt_mine","35","0","35","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://pubs.usgs.gov/bul/1019j/report.pdf","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_SASKATCHEWAN","building_salt_mine","30","0","30","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://pubs.usgs.gov/bul/1019j/report.pdf","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_ALBERTA","building_salt_mine","30","0","30","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://pubs.usgs.gov/bul/1019j/report.pdf","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_PARA","building_salt_mine","20","0","20","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://americanindian.si.edu/inkaroad/inkauniverse/suyus/collasuyu.html","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_ACRE","building_salt_mine","15","0","15","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://americanindian.si.edu/inkaroad/inkauniverse/suyus/collasuyu.html","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_LA_PAMPA","building_salt_mine","10","10","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://americanindian.si.edu/inkaroad/inkauniverse/suyus/collasuyu.html","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","1","SC4","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_LANCASHIRE","building_salt_mine","30","30","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://webapps.bgs.ac.uk/Memoirs/docs/B01555.html","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","2","GBR","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_ELBE","building_salt_mine","25","25","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_ANHALT","building_salt_mine","20","20","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_POMERANIA","building_salt_mine","20","20","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_POSEN","building_salt_mine","18","18","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_WEST_PRUSSIA","building_salt_mine","18","0","18","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_UPPER_SILESIA","building_salt_mine","40","0","40","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_WEST_GALICIA","building_salt_mine","15","15","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/en/list/32/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","2","GAL","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_RUTHENIA","building_salt_mine","10","10","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_UPPER_ANDALUSIA","building_salt_mine","15","15","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_ARAGON","building_salt_mine","10","10","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_CATALONIA","building_salt_mine","8","8","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_CATALONIA","building_salt_pan","2","2","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_BEIRA","building_salt_mine","10","10","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_ESTREMADURA","building_salt_mine","10","10","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_SICHUAN","building_salt_mine","30","30","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://www.cambridge.org/core/books/abs/salt-production-and-social-hierarchy-in-ancient-china/ancient-salt-production-in-sichuan/D0ED3D6489F398FFC9FC81AF553F1C1E","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","2","CHI","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_ULIASTAI","building_salt_mine","12","12","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://www.cambridge.org/core/books/abs/salt-production-and-social-hierarchy-in-ancient-china/ancient-salt-production-in-sichuan/D0ED3D6489F398FFC9FC81AF553F1C1E","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_GANSU","building_salt_mine","10","10","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://www.cambridge.org/core/books/abs/salt-production-and-social-hierarchy-in-ancient-china/ancient-salt-production-in-sichuan/D0ED3D6489F398FFC9FC81AF553F1C1E","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_NAKHON_RATCHASIMA","building_salt_mine","15","15","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://www.cambridge.org/core/journals/european-journal-of-archaeology/article/model-of-salt-production-and-consumption-patterns-in-bronze-age-anatolia/B0A2D8BFF1947DC1566724CC8AF5101A","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_BANGKOK","building_salt_mine","8","8","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://www.cambridge.org/core/journals/european-journal-of-archaeology/article/model-of-salt-production-and-consumption-patterns-in-bronze-age-anatolia/B0A2D8BFF1947DC1566724CC8AF5101A","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_YEMEN","building_salt_mine","20","20","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://whc.unesco.org/en/tentativelists/6198/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_URMIA","building_salt_mine","25","25","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://whc.unesco.org/en/tentativelists/6198/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_PERSIAN_KURDISTAN","building_salt_mine","15","15","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://whc.unesco.org/en/tentativelists/6198/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_KHUZESTAN","building_salt_mine","25","25","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://whc.unesco.org/en/tentativelists/6198/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_LURISTAN","building_salt_mine","18","18","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://whc.unesco.org/en/tentativelists/6198/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_ANKARA","building_salt_mine","10","10","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/en/tentativelists/6198/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","1","TUR","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_ERZURUM","building_salt_mine","8","8","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://whc.unesco.org/en/tentativelists/6198/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_TAJIKISTAN","building_salt_mine","12","12","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://origins.osu.edu/connecting-history/postcard-ural-mountains","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_PUNJAB","building_salt_mine","60","60","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/en/tentativelists/6118/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","1","PAN","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_URALSK","building_salt_mine","18","18","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://origins.osu.edu/connecting-history/postcard-ural-mountains","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_CHELYABINSK","building_salt_mine","15","15","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://origins.osu.edu/connecting-history/postcard-ural-mountains","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_TAMBOV","building_salt_mine","10","0","10","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://origins.osu.edu/connecting-history/postcard-ural-mountains","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_MOSCOW","building_salt_mine","12","0","12","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://origins.osu.edu/connecting-history/postcard-ural-mountains","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_PSKOV","building_salt_mine","8","8","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://origins.osu.edu/connecting-history/postcard-ural-mountains","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_SHANXI","building_salt_mine","25","25","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://www.cambridge.org/core/books/abs/salt-production-and-social-hierarchy-in-ancient-china/ancient-salt-production-in-sichuan/D0ED3D6489F398FFC9FC81AF553F1C1E","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","2","CHI","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_POTOSI","building_salt_mine","80","80","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://americanindian.si.edu/inkaroad/inkauniverse/suyus/collasuyu.html","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","1","SC3","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
