society_tech_id,era,technology_origin,current_direct_effects,vanilla_predecessor_or_source,responsibility_domain,target_object_type,target_object_id,current_effective_gate_or_hook,expected_target_tech,status,proposed_action,source_vanilla_tech,exact_modifier_key,vanilla_value,current_effective_holder,intended_target_tech,redistribution_status,justification,exact_source_path,exact_future_target_path,required_override_architecture,evidence,design_authority,notes,post_tech6b3d_authoritative_update
organized_elementary_schooling,era_3,NEW_CUSTOM_WITH_TRANSFERRED_RESPONSIBILITIES,NONE,academia;empiricism;rationalism,institution_modifier,modifier,country_institution_schools_max_investment_add,rationalism.modifier,organized_elementary_schooling,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,rationalism,country_institution_schools_max_investment_add,1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:rationalism,organized_elementary_schooling,TRANSFER_TO_NEW_TECH,Education-system capacity.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 rationalism line 49: country_institution_schools_max_investment_add=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
organized_elementary_schooling,era_3,NEW_CUSTOM_WITH_TRANSFERRED_RESPONSIBILITIES,NONE,academia;empiricism;rationalism,state_modifier,modifier,state_education_access_wealth_add,rationalism.modifier,organized_elementary_schooling,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,rationalism,state_education_access_wealth_add,0.01,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:rationalism,organized_elementary_schooling,TRANSFER_TO_NEW_TECH,Education access.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 rationalism line 50: state_education_access_wealth_add=0.01.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
professional_civil_policing,era_6,VANILLA_RETIME_NEW_ID,NONE,law_enforcement;tech_bureaucracy;central_archives,institution_modifier,modifier,country_institution_police_max_investment_add,tech_bureaucracy.modifier,professional_civil_policing,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,tech_bureaucracy,country_institution_police_max_investment_add,2,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:tech_bureaucracy,professional_civil_policing,TRANSFER_TO_NEW_TECH,Police institution capacity.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 tech_bureaucracy line 67: country_institution_police_max_investment_add=2.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
constitutional_government,era_4,VANILLA_SPLIT,NONE,democracy,institution_modifier,modifier,country_institution_social_security_max_investment_add,democracy.modifier,constitutional_government,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,democracy,country_institution_social_security_max_investment_add,2,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:democracy,constitutional_government,TRANSFER_TO_NEW_TECH,Exact TECH2H assignment.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 democracy line 109: country_institution_social_security_max_investment_add=2.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
systematic_administrative_statistics,era_2,VANILLA_SPLIT,NONE,central_archives;tech_bureaucracy,state_modifier,modifier,state_tax_capacity_add,centralization.modifier,systematic_administrative_statistics,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,centralization,state_tax_capacity_add,25,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:centralization,systematic_administrative_statistics,TRANSFER_TO_NEW_TECH,Administrative capacity.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 centralization line 164: state_tax_capacity_add=25.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
systematic_administrative_statistics,era_2,VANILLA_SPLIT,NONE,central_archives;tech_bureaucracy,institution_modifier,modifier,country_institution_home_affairs_max_investment_add,centralization.modifier,systematic_administrative_statistics,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,centralization,country_institution_home_affairs_max_investment_add,1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:centralization,systematic_administrative_statistics,TRANSFER_TO_NEW_TECH,First home-affairs level.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 centralization line 165: country_institution_home_affairs_max_investment_add=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
systematic_administrative_statistics,era_2,VANILLA_SPLIT,NONE,central_archives;tech_bureaucracy,state_modifier,modifier,state_incorporation_speed_mult,centralization.modifier,systematic_administrative_statistics,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,centralization,state_incorporation_speed_mult,0.05,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:centralization,systematic_administrative_statistics,TRANSFER_TO_NEW_TECH,Administrative incorporation.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 centralization line 166: state_incorporation_speed_mult=0.05.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
stock_exchange,era_1,VANILLA_MERGE,state_market_access_price_impact=0.1,corporate_charters;joint_stock_companies;stock_exchange,country_modifier,modifier,country_max_companies_add,corporate_charters.modifier,stock_exchange,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,corporate_charters,country_max_companies_add,1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:corporate_charters,stock_exchange,TRANSFER_TO_NEW_TECH,MERGE company capacity.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 corporate_charters line 189: country_max_companies_add=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
stock_exchange,era_1,VANILLA_MERGE,state_market_access_price_impact=0.1,corporate_charters;joint_stock_companies;stock_exchange,country_modifier,modifier,country_free_charters_add,corporate_charters.modifier,stock_exchange,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,corporate_charters,country_free_charters_add,2,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:corporate_charters,stock_exchange,TRANSFER_TO_NEW_TECH,MERGE charter capacity.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 corporate_charters line 190: country_free_charters_add=2.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
institutionalized_public_credit,era_1,VANILLA_SPLIT,NONE,banking;central_banking,country_modifier,modifier,country_minting_mult,banking.modifier,institutionalized_public_credit,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,banking,country_minting_mult,0.1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:banking,institutionalized_public_credit,TRANSFER_TO_NEW_TECH,First public-credit tier.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 banking line 208: country_minting_mult=0.1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
institutionalized_public_credit,era_1,VANILLA_SPLIT,NONE,banking;central_banking,country_modifier,modifier,country_loan_interest_rate_add,banking.modifier,institutionalized_public_credit,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,banking,country_loan_interest_rate_add,-0.02,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:banking,institutionalized_public_credit,TRANSFER_TO_NEW_TECH,First public-credit tier.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 banking line 209: country_loan_interest_rate_add=-0.02.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
institutionalized_public_credit,era_1,VANILLA_SPLIT,NONE,banking;central_banking,state_modifier,modifier,state_max_trade_advantage_from_capacity_add,banking.modifier,institutionalized_public_credit,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,banking,state_max_trade_advantage_from_capacity_add,0.05,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:banking,institutionalized_public_credit,TRANSFER_TO_NEW_TECH,First public-credit tier.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 banking line 210: state_max_trade_advantage_from_capacity_add=0.05.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
organized_elementary_schooling,era_3,NEW_CUSTOM_WITH_TRANSFERRED_RESPONSIBILITIES,NONE,academia;empiricism;rationalism,state_modifier,modifier,state_education_access_wealth_add,academia.modifier,organized_elementary_schooling,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,academia,state_education_access_wealth_add,0.005,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:academia,organized_elementary_schooling,TRANSFER_TO_NEW_TECH,Academia education-access responsibility.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 academia line 229: state_education_access_wealth_add=0.005.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
colonization,era_4,VANILLA_REWIRE_PRESERVED_ID,country_institution_colonial_affairs_max_investment_add=2;country_infamy_generation_against_unrecognized_mult=-0.1,colonization,institution_modifier,modifier,country_institution_colonial_affairs_max_investment_add,colonization.modifier,colonization,KEEP_CURRENT,NO_CHANGE,colonization,country_institution_colonial_affairs_max_investment_add,2,common/technology/technologies/30_tech3a_society.txt:colonization,colonization,KEEP_ON_CURRENT_TECH,Canonical colonization responsibility.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Vanilla 1.13.9 colonization line 250: country_institution_colonial_affairs_max_investment_add=2.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
colonization,era_4,VANILLA_REWIRE_PRESERVED_ID,country_institution_colonial_affairs_max_investment_add=2;country_infamy_generation_against_unrecognized_mult=-0.1,colonization,country_modifier,modifier,country_infamy_generation_against_unrecognized_mult,colonization.modifier,colonization,KEEP_CURRENT,NO_CHANGE,colonization,country_infamy_generation_against_unrecognized_mult,-0.1,common/technology/technologies/30_tech3a_society.txt:colonization,colonization,KEEP_ON_CURRENT_TECH,Canonical colonization responsibility.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Vanilla 1.13.9 colonization line 251: country_infamy_generation_against_unrecognized_mult=-0.1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
professional_civil_policing,era_6,VANILLA_RETIME_NEW_ID,NONE,law_enforcement;tech_bureaucracy;central_archives,institution_modifier,modifier,country_institution_police_max_investment_add,law_enforcement.modifier,professional_civil_policing,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,law_enforcement,country_institution_police_max_investment_add,1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:law_enforcement,professional_civil_policing,TRANSFER_TO_NEW_TECH,Retimed policing capacity.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 law_enforcement line 284: country_institution_police_max_investment_add=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
stock_exchange,era_1,VANILLA_MERGE,state_market_access_price_impact=0.1,corporate_charters;joint_stock_companies;stock_exchange,state_modifier,modifier,state_market_access_price_impact,stock_exchange.modifier,stock_exchange,KEEP_CURRENT,NO_CHANGE,stock_exchange,state_market_access_price_impact,0.1,common/technology/technologies/30_tech3a_society.txt:stock_exchange,stock_exchange,KEEP_ON_CURRENT_TECH,Already retained.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Vanilla 1.13.9 stock_exchange line 303: state_market_access_price_impact=0.1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
medical_degrees,era_3,VANILLA_RETIME,country_institution_health_system_max_investment_add=1,medical_degrees;modern_nursing;psychiatry,institution_modifier,modifier,country_institution_health_system_max_investment_add,medical_degrees.modifier,medical_degrees,KEEP_CURRENT,NO_CHANGE,medical_degrees,country_institution_health_system_max_investment_add,1,common/technology/technologies/30_tech3a_society.txt:medical_degrees,medical_degrees,KEEP_ON_CURRENT_TECH,Already retained.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Vanilla 1.13.9 medical_degrees line 322: country_institution_health_system_max_investment_add=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
periodical_print_networks,era_1,VANILLA_SPLIT,NONE,mass_communication,country_modifier,modifier,country_authority_mult,mass_communication.modifier,periodical_print_networks,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,mass_communication,country_authority_mult,0.1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:mass_communication,periodical_print_networks,TRANSFER_TO_NEW_TECH,TECH2H mass-communication assignment.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 mass_communication line 340: country_authority_mult=0.1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
periodical_print_networks,era_1,VANILLA_SPLIT,NONE,mass_communication,country_modifier,modifier,country_voting_power_mult,mass_communication.modifier,periodical_print_networks,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,mass_communication,country_voting_power_mult,0.1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:mass_communication,periodical_print_networks,TRANSFER_TO_NEW_TECH,TECH2H mass-communication assignment.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 mass_communication line 341: country_voting_power_mult=0.1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
institutionalized_scientific_exchange,era_1,VANILLA_SPLIT,NONE,academia;empiricism,country_modifier,modifier,country_influence_mult,empiricism.modifier,institutionalized_scientific_exchange,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,empiricism,country_influence_mult,0.25,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:empiricism,institutionalized_scientific_exchange,TRANSFER_TO_NEW_TECH,TECH2H scientific-exchange assignment.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 empiricism line 360: country_influence_mult=0.25.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
institutionalized_scientific_exchange,era_1,VANILLA_SPLIT,NONE,academia;empiricism,country_modifier,modifier,country_diplomatic_play_maneuvers_mult,empiricism.modifier,institutionalized_scientific_exchange,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,empiricism,country_diplomatic_play_maneuvers_mult,0.25,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:empiricism,institutionalized_scientific_exchange,TRANSFER_TO_NEW_TECH,TECH2H scientific-exchange assignment.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 empiricism line 361: country_diplomatic_play_maneuvers_mult=0.25.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
organized_elementary_schooling,era_3,NEW_CUSTOM_WITH_TRANSFERRED_RESPONSIBILITIES,NONE,academia;empiricism;rationalism,institution_modifier,modifier,country_institution_schools_max_investment_add,empiricism.modifier,organized_elementary_schooling,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,empiricism,country_institution_schools_max_investment_add,1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:empiricism,organized_elementary_schooling,TRANSFER_TO_NEW_TECH,School institution capacity.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 empiricism line 362: country_institution_schools_max_investment_add=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
organized_elementary_schooling,era_3,NEW_CUSTOM_WITH_TRANSFERRED_RESPONSIBILITIES,NONE,academia;empiricism;rationalism,state_modifier,modifier,state_education_access_wealth_add,empiricism.modifier,organized_elementary_schooling,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,empiricism,state_education_access_wealth_add,0.005,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:empiricism,organized_elementary_schooling,TRANSFER_TO_NEW_TECH,Education access.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 empiricism line 363: state_education_access_wealth_add=0.005.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
human_rights,era_4,VANILLA_RETIME,country_institution_social_security_max_investment_add=1,egalitarianism;feminism;human_rights,state_modifier,modifier,state_expected_sol_from_literacy,egalitarianism.modifier,human_rights,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,egalitarianism,state_expected_sol_from_literacy,1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:egalitarianism,human_rights,TRANSFER_TO_NEW_TECH,Non-coercive rights-discourse effect.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 egalitarianism line 387: state_expected_sol_from_literacy=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
human_rights,era_4,VANILLA_RETIME,country_institution_social_security_max_investment_add=1,egalitarianism;feminism;human_rights,institution_modifier,modifier,country_institution_social_security_max_investment_add,egalitarianism.modifier,human_rights,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,egalitarianism,country_institution_social_security_max_investment_add,1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:egalitarianism,human_rights,TRANSFER_TO_NEW_TECH,Aggregate with retained human_rights +1.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 egalitarianism line 388: country_institution_social_security_max_investment_add=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
active_principle_pharmacy,era_5,VANILLA_SPLIT,NONE,pharmaceuticals;quinine,institution_modifier,modifier,country_institution_health_system_max_investment_add,pharmaceuticals.modifier,active_principle_pharmacy,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,pharmaceuticals,country_institution_health_system_max_investment_add,1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:pharmaceuticals,active_principle_pharmacy,TRANSFER_TO_NEW_TECH,TECH2H assignment.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 pharmaceuticals line 438: country_institution_health_system_max_investment_add=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
active_principle_pharmacy,era_5,VANILLA_SPLIT,NONE,pharmaceuticals;quinine,state_modifier,modifier,state_harvest_condition_disease_outbreak_impact_mult,pharmaceuticals.modifier,active_principle_pharmacy,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,pharmaceuticals,state_harvest_condition_disease_outbreak_impact_mult,-0.2,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:pharmaceuticals,active_principle_pharmacy,TRANSFER_TO_NEW_TECH,TECH2H assignment.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 pharmaceuticals line 439: state_harvest_condition_disease_outbreak_impact_mult=-0.2.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
active_principle_pharmacy,era_5,VANILLA_SPLIT,NONE,pharmaceuticals;quinine,institution_modifier,modifier,country_institution_colonial_affairs_max_investment_add,quinine.modifier,active_principle_pharmacy,DEFER_POST1836,DEFER_OR_REVIEW,quinine,country_institution_colonial_affairs_max_investment_add,1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:quinine,active_principle_pharmacy,DEFER_TO_OTHER_SYSTEM,Keep on mature quinine.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,DEFER,Vanilla 1.13.9 quinine line 481: country_institution_colonial_affairs_max_investment_add=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
active_principle_pharmacy,era_5,VANILLA_SPLIT,NONE,pharmaceuticals;quinine,institution_modifier,modifier,country_institution_health_system_max_investment_add,quinine.modifier,active_principle_pharmacy,DEFER_POST1836,DEFER_OR_REVIEW,quinine,country_institution_health_system_max_investment_add,1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:quinine,active_principle_pharmacy,DEFER_TO_OTHER_SYSTEM,Keep on mature quinine.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,DEFER,Vanilla 1.13.9 quinine line 482: country_institution_health_system_max_investment_add=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
systematic_administrative_statistics,era_2,VANILLA_SPLIT,NONE,central_archives;tech_bureaucracy,state_modifier,modifier,state_tax_capacity_add,central_archives.modifier,systematic_administrative_statistics,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,central_archives,state_tax_capacity_add,25,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:central_archives,systematic_administrative_statistics,TRANSFER_TO_NEW_TECH,TECH2H early administrative owner.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 central_archives line 545: state_tax_capacity_add=25.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
central_statistical_offices,era_5,VANILLA_KEEP_CONCEPT_NEW_ID,NONE,central_archives;military_statistics,institution_modifier,modifier,country_institution_home_affairs_max_investment_add,central_archives.modifier,central_statistical_offices,TRANSFER_REQUIRED,ADD_EXACT_EFFECT_TO_TARGET_WITHOUT_BLOCK_DUPLICATION,central_archives,country_institution_home_affairs_max_investment_add,1,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt:central_archives,central_statistical_offices,TRANSFER_TO_NEW_TECH,TECH2H later statistics owner.,C:/Games/Victoria 3/game/common/technology/technologies/30_society.txt,common/technology/technologies/30_tech3a_society.txt,EXISTING_MOD_FILE,Vanilla 1.13.9 central_archives line 546: country_institution_home_affairs_max_investment_add=1.,TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,,
