Technology ID,Category,Era,Classification,Countries currently starting,Potential issue,Notes
dreadnought_tech,military,era_11,D,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Dreadnought | FR=Frégate | Prerequisites=pre_dreadnought_tech | Children=battlefleet_tactics, battleship_tech, carrier_tech | Unlocks=— | Modifier=no | Technologie nettement tardive pour un départ en 1776."
landing_craft,military,era_11,D,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,"EN=Landing Craft | FR=Navire de débarquement | Prerequisites=floating_harbor, field_engineering_pontoon_trains | Children=— | Unlocks=— | Modifier=no | Technologie nettement tardive pour un départ en 1776."
nco_training,military,era_11,D,,,"EN=NCO Training | FR=Formation des sous-officiers | Prerequisites=wargaming | Children=stormtroopers | Unlocks=PM:pm_nco_incorporation, PM:pm_nco_incorporation_conscription | Modifier=yes: country_general_rank_impact_mult | Technologie nettement tardive pour un départ en 1776."
stormtroopers,military,era_11,D,,,"EN=Stormtroopers | FR=Troupes d’assaut | Prerequisites=nco_training, trench_works | Children=mobile_armor | Unlocks=— | Modifier=yes: unit_combat_unit_type_mechanized_infantry_offense_add, unit_combat_unit_type_squad_infantry_offense_add, unit_combat_unit_type_trench_infantry_offense_add, unit_kill_rate_add | Technologie nettement tardive pour un départ en 1776."
submarine,military,era_11,D,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Submarine | FR=Sous-marin | Prerequisites=self_propelled_torpedoes | Children=— | Unlocks=— | Modifier=no | Technologie nettement tardive pour un départ en 1776.
battlefleet_tactics,military,era_12,D,,,"EN=Modern Battlefleet Tactics | FR=Tactiques modernes de la flotte de combat | Prerequisites=dreadnought_tech, sea_lane_strategies, destroyer | Children=— | Unlocks=PM:pm_battlefleet_tactics | Modifier=yes: country_admiral_rank_impact_mult | Technologie nettement tardive pour un départ en 1776."
battleship_tech,military,era_12,D,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,"EN=$ship_type_super_dreadnought$ | FR=$ship_type_super_dreadnought$ | Prerequisites=dreadnought_tech, concrete_dockyards | Children=— | Unlocks=— | Modifier=no | Technologie nettement tardive pour un départ en 1776."
carrier_tech,military,era_12,D,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,"EN=Aircraft Carrier | FR=Porte-avions | Prerequisites=dreadnought_tech, military_aviation | Children=— | Unlocks=— | Modifier=no | Technologie nettement tardive pour un départ en 1776."
chemical_warfare,military,era_12,D,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Chemical Warfare | FR=Guerre chimique | Prerequisites=trench_works | Children=— | Unlocks=— | Modifier=no | Technologie nettement tardive pour un départ en 1776.
flamethrowers,military,era_12,D,,,EN=Flamethrowers | FR=Lance-flammes | Prerequisites=trench_works | Children=— | Unlocks=— | Modifier=yes: unit_kill_rate_add | Technologie nettement tardive pour un départ en 1776.
mobile_armor,military,era_12,D,,,"EN=Mobile Armor | FR=Armure mobile | Prerequisites=military_aviation, stormtroopers | Children=— | Unlocks=PM:pm_mobile_warfare_tactics, PM:pm_mobile_warfare_tactics_conscription, PM:pm_tank_production | Modifier=no | Technologie nettement tardive pour un départ en 1776."
coke_smelting,production,era_1,A,BCE;BEL;CHL;CLM;EGY;FIN;GRE;ION;IQU;KRA;LIB;NPU;NSW;ORG;PNI;PRA;SAF;SAS;SPC;SPU;TAS;TEX;WAS,,"EN=Coke Smelting | FR=Fonte au coke | Prerequisites=organized_forestry | Children=atmospheric_engine, coal_gasification, precision_boring, puddling_and_rolling | Unlocks=bâtiment:building_steel_mill, bâtiment:building_tooling_workshop | Modifier=no | Capacité établie avant ou au plus tard en 1776."
distillation,production,era_1,A,ABU;ACE;AIT;ALK;ALW;ANH;ARG;ARM;ASM;AUS;AWA;BAD;BAS;BAV;BCE;BEL;BEO;BER;BHN;BHO;BHU;BHV;BHW;BIC;BIK;BLG;BNJ;BOL;BRA;BRE;BRU;BRZ;BTN;BUK;BUN;CHC;CHL;CHP;CHT;CIR;CLM;CMI;COB;CRO;CUB;DEI;DEN;DENNOR;DHA;ECU;EGY;EZO;FIN;FRA;FRM;FZN;GAL;GAR;GBR;GEN;GR3;GR4;GR5;GRE;GWA;HAI;HAM;HAN;HBC;HDJ;HEK;HER;HES;HOH;HOL;HUN;HYD;IDA;IND;ION;IQU;IR1;IREK;JAB;JAI;JAP;JAS;JEY;JHN;JMB;JOD;JOH;JUN;KAB;KAF;KAL;KAN;KAS;KAT;KHI;KHP;KNO;KOK;KOT;KRA;KTI;KUN;KUT;KZH;LAD;LAH;LAN;LIB;LIP;LOU;LUA;LUB;LUC;LUX;MAH;MAI;MAK;MAS;MEC;MEI;MEW;MEX;MGD;MICC;MKT;MLD;MLT;MNP;MOD;MOL;MON;MOR;MST;MYB;NAR;NAS;NAW;NBS;NET;NOR;NPU;NSW;NVS;OLD;OMA;ONT;ORA;ORG;OZH;PAN;PAP;PAR;PCO;PER;PEU;PHI;PLC;PLP;PNI;PON;POR;PRA;PRG;PRK;PRU;PTA;PTN;PUD;QUE;RUS;RYU;SAF;SAK;SAR;SAS;SAT;SAX;SC1;SC2;SC3;SC4;SCH;SCM;SCW;SEL;SEQ;SER;SHS;SIC;SIK;SIL;SIN;SMB;SPA;SPC;SPU;SRK;STG;SUL;SUR;SWE;SWI;TAS;TEX;TID;TRA;TRM;TRN;TRS;TUR;TUS;UBD;UCA;URU;USA;UZH;VEN;VNZ;WAL;WAS;WEI;WLD;WUR;YOG;ZAI,,"EN=Distillation | FR=Distillation | Prerequisites=— | Children=fractional_distillation | Unlocks=PM:pm_pot_stills, PM:pm_spiced_food_preparations | Modifier=no | Capacité établie avant ou au plus tard en 1776."
improved_husbandry,production,era_1,A,ABB;ABS;ABU;ACE;ADG;ADR;AGC;AHG;AIR;AIT;AJJ;AJR;ALK;ALW;ANH;ANK;APC;ARB;ARG;ARH;ARM;ARP;ARR;ARS;ASH;ASM;ATB;ATR;AUL;AUS;AWA;AWS;BAD;BAG;BAL;BAS;BAV;BCE;BEL;BEN;BEO;BER;BGI;BGM;BHN;BHO;BHU;BHV;BHW;BIC;BIK;BLF;BLG;BMB;BMM;BNJ;BNN;BNY;BOL;BOR;BRA;BRD;BRE;BRG;BRK;BRU;BRZ;BST;BTN;BUG;BUK;BUN;BUR;CAM;CHC;CHI;CHK;CHL;CHP;CHT;CIR;CLM;CMB;CMI;COB;COC;COM;CON;COO;CRI;CRO;CUB;DAH;DAI;DEI;DEN;DENNOR;DFR;DGR;DHA;DIN;DLM;DUR;ECU;EGY;ETH;EZO;FIN;FRA;FRM;FTJ;FTR;FZN;GAL;GAR;GBR;GEN;GJM;GLD;GNI;GR3;GR4;GR5;GRE;GRW;GWA;GZA;HAI;HAM;HAN;HAR;HAU;HAW;HBC;HDJ;HDY;HEK;HER;HES;HOH;HOL;HUN;HYD;IDA;IND;ION;IQU;IR1;IRC;IREK;ISQ;JAB;JAI;JAP;JAS;JBB;JEY;JHN;JMB;JOD;JOH;JUN;KAB;KAF;KAL;KAN;KAS;KAT;KAU;KBA;KBB;KBD;KBU;KFA;KHI;KHP;KKI;KLN;KLO;KNC;KNG;KNO;KOK;KON;KOR;KOT;KRA;KRG;KRI;KRT;KTI;KTU;KUN;KUT;KYN;KZH;KZM;LAD;LAH;LAN;LIB;LIP;LKT;LNG;LOU;LRR;LUA;LUB;LUC;LUO;LUX;MAD;MAH;MAI;MAK;MARATH;MAS;MBB;MBS;MEC;MEI;MEW;MEX;MGD;MGH;MICC;MJT;MKT;MLD;MLT;MNP;MOD;MOL;MON;MOR;MOS;MRA;MRN;MSN;MST;MTB;MUG;MYB;MYS;MZB;NAG;NAR;NAS;NAW;NBB;NBS;NEJ;NEP;NET;NGA;NNG;NOR;NPU;NSW;NTO;NTU;NVJ;NVS;NYM;NYP;NZP;OLD;OMA;ONT;ORA;ORG;OUA;OYO;OZH;PAA;PAN;PAP;PAR;PAT;PCO;PDI;PER;PEU;PHI;PHL;PLC;PLP;PLY;PMA;PNI;PON;POR;PRA;PRG;PRK;PRU;PTA;PTN;PUD;PWN;QUE;QWR;RGB;RUS;RWD;RYU;SAF;SAH;SAK;SAR;SAS;SAT;SAX;SC1;SC2;SC3;SC4;SCH;SCM;SCT;SCW;SD1;SDM;SEL;SEQ;SER;SGU;SHS;SHW;SIA;SIC;SIK;SIL;SIN;SLK;SLS;SMB;SML;SOK;SPA;SPC;SPU;SRK;STG;SUL;SUR;SWE;SWI;SWZ;TAS;TBI;TEK;TEX;TGI;TGR;THL;TIB;TID;TIP;TKE;TMN;TRA;TRI;TRM;TRN;TRS;TRZ;TUA;TUG;TUN;TUR;TUS;UBD;UCA;UNT;URU;USA;UTE;UZH;VEN;VND;VNZ;WAD;WAL;WAS;WBL;WDJ;WEI;WKB;WLD;WLG;WLT;WRR;WSG;WTI;WTU;WUR;XHO;YGU;YKA;YOG;YUR;ZAI;ZUL;ZWY,,"EN=Improved Husbandry | FR=Agriculture améliorée | Prerequisites=— | Children=advanced_crop_rotations, improved_agricultural_implements, selective_breeding | Unlocks=bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium_plantation, bâtiment:building_rice_farm, bâtiment:building_rye_farm, bâtiment:building_silk_plantation, bâtiment:building_spice_plantation, bâtiment:building_sugar_plantation, bâtiment:building_tea_plantation, bâtiment:building_tobacco_plantation, bâtiment:building_vineyard, bâtiment:building_wheat_farm, décret:decree_encourage_agricultural_industry | Modifier=no | Capacité établie avant ou au plus tard en 1776."
organized_forestry,production,era_1,A,BCE;BEL;FIN;KRA;NSW;ORG;SAF;SAS;TAS;WAS,,"EN=Organized Forestry | FR=Exploitation forestière organisée | Prerequisites=— | Children=coke_smelting, traditional_furniture_making, traditional_glassmaking, traditional_papermaking | Unlocks=bâtiment:building_logging_camp | Modifier=no | Capacité établie avant ou au plus tard en 1776."
organized_textile_production,production,era_1,A,ABU;ACE;AGC;AIT;ALK;ALW;ANH;ARB;ARG;ARM;ARS;ASM;AUS;AWA;AWS;BAD;BAG;BAL;BAS;BAV;BCE;BEL;BEN;BEO;BER;BGM;BHN;BHO;BHU;BHV;BHW;BIC;BIK;BLG;BNJ;BOL;BOR;BRA;BRE;BRG;BRU;BRZ;BTN;BUK;BUN;BUR;CAM;CHC;CHI;CHL;CHP;CHT;CIR;CLM;CMI;COB;COC;CON;COO;CRI;CRO;CUB;DAH;DAI;DEI;DEN;DENNOR;DFR;DHA;DUR;ECU;EGY;ETH;EZO;FIN;FRA;FRM;FTJ;FTR;FZN;GAL;GAR;GBR;GEN;GJM;GLD;GR3;GR4;GR5;GRE;GWA;HAI;HAM;HAN;HAR;HAU;HAW;HBC;HDJ;HDY;HEK;HER;HES;HOH;HOL;HUN;HYD;IDA;IND;ION;IQU;IR1;IREK;ISQ;JAB;JAI;JAP;JAS;JEY;JHN;JMB;JOD;JOH;JUN;KAB;KAF;KAL;KAN;KAS;KAT;KFA;KHI;KHP;KNO;KOK;KON;KOR;KOT;KRA;KRT;KTI;KUN;KUT;KZH;LAD;LAH;LAN;LIB;LIP;LOU;LUA;LUB;LUC;LUX;MAH;MAI;MAK;MARATH;MAS;MBS;MEC;MEI;MEW;MEX;MGD;MICC;MJT;MKT;MLD;MLT;MNP;MOD;MOL;MON;MOR;MSN;MST;MUG;MYB;MYS;NAG;NAR;NAS;NAW;NBS;NEJ;NEP;NET;NOR;NPU;NSW;NTO;NTU;NVS;OLD;OMA;ONT;ORA;ORG;OYO;OZH;PAN;PAP;PAR;PCO;PER;PEU;PHI;PLC;PLP;PLY;PNI;PON;POR;PRA;PRG;PRK;PRU;PTA;PTN;PUD;QUE;QWR;RUS;RYU;SAF;SAK;SAR;SAS;SAT;SAX;SC1;SC2;SC3;SC4;SCH;SCM;SCW;SDM;SEL;SEQ;SER;SGU;SHS;SHW;SIC;SIK;SIL;SIN;SMB;SOK;SPA;SPC;SPU;SRK;STG;SUL;SUR;SWE;SWI;TAS;TEX;TGI;TGR;TID;TRA;TRI;TRM;TRN;TRS;TUR;TUS;UBD;UCA;URU;USA;UZH;VEN;VNZ;WAD;WAL;WAS;WEI;WLD;WLG;WLT;WSG;WTU;WUR;YOG;ZAI,,"EN=Proto-Industrial Textile Production | FR=Production textile proto-industrielle | Prerequisites=— | Children=mechanized_spinning | Unlocks=PM:pm_craftsman_sewing, bâtiment:building_textile_mill | Modifier=no | Capacité établie avant ou au plus tard en 1776."
shaft_mining,production,era_1,A,ABU;ACE;AGC;AIT;ALK;ALW;ANH;ARB;ARG;ARM;ARS;ASM;AUS;AWA;AWS;BAD;BAG;BAL;BAS;BAV;BCE;BEL;BEN;BEO;BER;BGM;BHN;BHO;BHU;BHV;BHW;BIC;BIK;BLG;BNJ;BOL;BOR;BRA;BRE;BRG;BRU;BRZ;BTN;BUK;BUN;BUR;CAM;CHC;CHI;CHL;CHP;CHT;CIR;CLM;CMI;COB;COC;CON;COO;CRI;CRO;CUB;DAH;DAI;DEI;DEN;DENNOR;DFR;DHA;DUR;ECU;EGY;ETH;EZO;FIN;FRA;FRM;FTJ;FTR;FZN;GAL;GAR;GBR;GEN;GJM;GLD;GR3;GR4;GR5;GRE;GWA;HAI;HAM;HAN;HAR;HAU;HAW;HBC;HDJ;HDY;HEK;HER;HES;HOH;HOL;HUN;HYD;IDA;IND;ION;IQU;IR1;IREK;ISQ;JAB;JAI;JAP;JAS;JEY;JHN;JMB;JOD;JOH;JUN;KAB;KAF;KAL;KAN;KAS;KAT;KFA;KHI;KHP;KNO;KOK;KON;KOR;KOT;KRA;KRT;KTI;KUN;KUT;KZH;LAD;LAH;LAN;LIB;LIP;LOU;LUA;LUB;LUC;LUX;MAH;MAI;MAK;MARATH;MAS;MBS;MEC;MEI;MEW;MEX;MGD;MICC;MJT;MKT;MLD;MLT;MNP;MOD;MOL;MON;MOR;MSN;MST;MUG;MYB;MYS;NAG;NAR;NAS;NAW;NBS;NEJ;NEP;NET;NOR;NPU;NSW;NTO;NTU;NVS;OLD;OMA;ONT;ORA;ORG;OYO;OZH;PAN;PAP;PAR;PCO;PER;PEU;PHI;PLC;PLP;PLY;PNI;PON;POR;PRA;PRG;PRK;PRU;PTA;PTN;PUD;QUE;QWR;RUS;RYU;SAF;SAK;SAR;SAS;SAT;SAX;SC1;SC2;SC3;SC4;SCH;SCM;SCW;SDM;SEL;SEQ;SER;SGU;SHS;SHW;SIC;SIK;SIL;SIN;SMB;SOK;SPA;SPC;SPU;SRK;STG;SUL;SUR;SWE;SWI;TAS;TEX;TGI;TGR;TID;TRA;TRI;TRM;TRN;TRS;TUR;TUS;UBD;UCA;URU;USA;UZH;VEN;VNZ;WAD;WAL;WAS;WEI;WLD;WLG;WLT;WSG;WTU;WUR;YOG;ZAI,,"EN=Shaft Mining | FR=Puits de mine | Prerequisites=— | Children=applied_mineralogy, atmospheric_engine, deep_mine_engineering | Unlocks=bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree_encourage_resource_industry | Modifier=no | Capacité établie avant ou au plus tard en 1776."
traditional_food_processing,production,era_1,A,BCE;BEL;FIN;FRA;KRA;NSW;ORG;SAF;SAS;TAS;WAS,,"EN=Traditional Food Processing | FR=Transformation alimentaire traditionnelle | Prerequisites=— | Children=automated_flour_milling, sugar_refining | Unlocks=bâtiment:building_food_industry | Modifier=no | Capacité établie avant ou au plus tard en 1776."
traditional_papermaking,production,era_1,A,BCE;BEL;FIN;KRA;NSW;ORG;SAF;SAS;TAS;WAS,,EN=Traditional Papermaking | FR=Fabrication traditionnelle du papier | Prerequisites=organized_forestry | Children=continuous_papermaking | Unlocks=bâtiment:building_paper_mill | Modifier=no | Capacité établie avant ou au plus tard en 1776.
atmospheric_engine,production,era_2,B,BCE;BEL;FIN;KRA;NSW;ORG;SAF;SAS;SPC;TAS;WAS,,"EN=Atmospheric Engine | FR=Pompe à feu | Prerequisites=shaft_mining, coke_smelting | Children=condensing_steam_engines, deep_mine_engineering, high_pressure_steam, precision_boring | Unlocks=PM:pm_atmospheric_engine_pump_building_coal_mine, PM:pm_atmospheric_engine_pump_building_copper_mine, PM:pm_atmospheric_engine_pump_building_gold_mine, PM:pm_atmospheric_engine_pump_building_iron_mine, PM:pm_atmospheric_engine_pump_building_lead_mine, PM:pm_atmospheric_engine_pump_building_phosphate_mine, PM:pm_atmospheric_engine_pump_building_salt_mine, PM:pm_atmospheric_engine_pump_building_sulfur_mine | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
improved_agricultural_implements,production,era_2,B,,,"EN=Improved Farm Tools | FR=Outils agricoles | Prerequisites=improved_husbandry | Children=automated_flour_milling, threshing_machine | Unlocks=PM:pm_tools | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
industrial_acids,production,era_2,A,,,"EN=Industrial Acids | FR=Acides industriels | Prerequisites=— | Children=baking_powder, chemical_bleaching, coal_gasification, fractional_distillation, improved_fertilizer, industrial_alkalis, nitroglycerin, rubber_mastication | Unlocks=bâtiment:building_chemical_plant, bâtiment:building_chemical_works, bâtiment:building_explosives_factory | Modifier=no | Capacité établie avant ou au plus tard en 1776."
sugar_refining,production,era_2,A,,,"EN=Sugar Refining | FR=Raffinage du sucre | Prerequisites=traditional_food_processing | Children=baking_powder | Unlocks=PM:centrifugal_machine_sugar, PM:pm_sugar_beets, PM:pm_sweeteners, PM:steam_powered_evaporation_sugar, PM:vacuum_pan_sugar | Modifier=no | Capacité établie avant ou au plus tard en 1776."
traditional_furniture_making,production,era_2,A,,,EN=Traditional Furniture Making | FR=Fabrication traditionnelle de meubles | Prerequisites=organized_forestry | Children=— | Unlocks=bâtiment:building_furniture_manufactory | Modifier=no | Capacité établie avant ou au plus tard en 1776.
traditional_glassmaking,production,era_2,A,,,EN=Traditional Glassmaking | FR=Fabrication traditionnelle du verre | Prerequisites=organized_forestry | Children=industrial_ceramics | Unlocks=bâtiment:building_glassworks | Modifier=no | Capacité établie avant ou au plus tard en 1776.
turnpike_road_networks,production,era_2,B,,,"EN=Turnpike Road Networks | FR=Routes à péage | Prerequisites=— | Children=improved_road_engineering, industrial_canals | Unlocks=PM:pm_market_squares, PM:pm_turnpike_road_network | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
advanced_crop_rotations,production,era_3,B,BEL,,"EN=Advanced Crop Rotations | FR=Rotations culturales | Prerequisites=improved_husbandry, selective_breeding | Children=improved_fertilizer, systematic_field_drainage | Unlocks=PM:pm_soil_enriching_farming, PM:pm_soil_enriching_farming_building_rice_farm | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
applied_mineralogy,production,era_3,B,CHL;CLM;EGY;GRE;ION;IQU;LIB;NPU;PNI;PRA;SPC;SPU;TEX,,"EN=Applied Mineralogy | FR=Minéralogie appliquée | Prerequisites=shaft_mining | Children=geological_surveying | Unlocks=bâtiment:building_gold_field, bâtiment:building_gold_mine, bâtiment:building_phosphate_mine | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
industrial_canals,production,era_3,B,,,"EN=Industrial Canals | FR=Canaux industriels | Prerequisites=turnpike_road_networks | Children=professional_civil_engineering | Unlocks=PM:pm_industrial_canals | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
industrial_ceramics,production,era_3,B,,,"EN=Industrial Ceramics | FR=Céramique industrielle | Prerequisites=traditional_glassmaking | Children=chemical_bleaching, crystal_glass, hydraulic_cements | Unlocks=PM:pm_ceramics, PM:pm_leaded_glass | Modifier=no | Capacité de pointe autour de 1776."
mechanized_spinning,production,era_3,B,,MISSING_EN_LOCALIZATION,"EN=mechanized_spinning | FR=Filature mécanisée précoce | Prerequisites=organized_textile_production | Children=advanced_spinning, cotton_gin, mechanized_weaving | Unlocks=PM:pm_dye_workshops | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
mechanized_weaving,production,era_3,B,,,"EN=Mechanical Looms | FR=Métiers à tisser mécaniques | Prerequisites=mechanized_spinning | Children=electrical_capacitors | Unlocks=PM:pm_mechanized_looms | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
selective_breeding,production,era_3,B,CAM;DAI;SIA;WAL,,"EN=Selective Breeding | FR=Élevage sélectif | Prerequisites=improved_husbandry | Children=advanced_crop_rotations, mechanized_farming | Unlocks=PM:pm_sheep_farms | Modifier=yes: building_silk_plantation_throughput_add | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
advanced_spinning,production,era_4,B,,,"EN=Industrial Spinning | FR=Filature industrielle | Prerequisites=mechanized_spinning | Children=— | Unlocks=PM:pm_sewing_machines | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
automated_flour_milling,production,era_4,C,,,"EN=Automated Flour Milling | FR=Meunerie automatisée | Prerequisites=improved_agricultural_implements, traditional_food_processing | Children=canneries | Unlocks=PM:pm_cylinder_flour_milling | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
chemical_bleaching,production,era_4,C,,,"EN=Chemical Bleaching | FR=Blanchiment optique | Prerequisites=industrial_acids, industrial_ceramics | Children=industrial_paper_bleaching | Unlocks=PM:pm_bone_china, PM:pm_chemical_bleaching_textile_mill | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
condensing_steam_engines,production,era_4,B,,,"EN=Condensing Steam Engines | FR=Vapeur à condensation | Prerequisites=atmospheric_engine, precision_boring | Children=rotative_steam_power | Unlocks=PM:pm_condensing_engine_pump_building_coal_mine, PM:pm_condensing_engine_pump_building_copper_mine, PM:pm_condensing_engine_pump_building_gold_mine, PM:pm_condensing_engine_pump_building_iron_mine, PM:pm_condensing_engine_pump_building_lead_mine, PM:pm_condensing_engine_pump_building_phosphate_mine, PM:pm_condensing_engine_pump_building_salt_mine, PM:pm_condensing_engine_pump_building_sulfur_mine | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
cotton_gin,production,era_4,C,,,"EN=Cotton Gin | FR=Égreneuse à coton | Prerequisites=mechanized_spinning | Children=lathe | Unlocks=bâtiment:building_cotton_plantation | Modifier=yes: building_cotton_plantation_throughput_add | Développement postérieur à 1776, surtout première industrialisation."
crystal_glass,production,era_4,C,,,"EN=Crystal Glass | FR=Verre en cristal | Prerequisites=industrial_ceramics | Children=pressed_glass | Unlocks=PM:pm_crystal_glass | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
deep_mine_engineering,production,era_4,C,,,"EN=Deep Mine Engineering | FR=Mines profondes | Prerequisites=shaft_mining, atmospheric_engine | Children=mine_safety_engineering | Unlocks=PM:pm_electric_mine_ventilation, PM:pm_steam_mine_ventilation | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
enclosure,production,era_4,E,,NO_DIRECT_GAMEPLAY_UNLOCK,EN=Enclosure | FR=Enclos | Prerequisites=— | Children=intensive_agriculture | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
manufacturies,production,era_4,E,,NO_DIRECT_GAMEPLAY_UNLOCK,EN=Manufacturies | FR=Manufacture | Prerequisites=— | Children=mechanized_workshops | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
precision_boring,production,era_4,B,BCE;BEL;FIN;KRA;NSW;ORG;SAF;SAS;TAS;WAS,,"EN=Precision Boring | FR=Alésage de précision | Prerequisites=coke_smelting, atmospheric_engine | Children=condensing_steam_engines, continuous_papermaking, mechanical_tools | Unlocks=PM:coffee_plantation_wet_process_manual, PM:molds, PM:pm_pig_iron | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
puddling_and_rolling,production,era_4,C,,,"EN=Puddling and Rolling | FR=Puddlage et laminage | Prerequisites=coke_smelting | Children=hot_blast_smelting, mechanical_tools, railways | Unlocks=PM:pm_blister_steel_process | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
threshing_machine,production,era_4,C,,,"EN=Threshing Machines | FR=Batteuse | Prerequisites=improved_agricultural_implements | Children=mechanized_farming | Unlocks=PM:pm_steam_threshers, PM:pm_steam_threshers_building_rice_farm | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
canneries,production,era_5,C,,,"EN=Canneries | FR=Conserveries | Prerequisites=automated_flour_milling | Children=mechanized_workshops | Unlocks=PM:pm_cannery, PM:pm_cannery_fish | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
coal_gasification,production,era_5,C,,,"EN=Coal Gasification | FR=Gazéification du charbon | Prerequisites=industrial_acids, coke_smelting | Children=— | Unlocks=PM:pm_gas_streetlights | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
continuous_papermaking,production,era_5,C,,,"EN=Continuous Papermaking | FR=Papier continu | Prerequisites=precision_boring, traditional_papermaking | Children=industrial_paper_bleaching | Unlocks=PM:pm_sulfite_pulping | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
high_pressure_steam,production,era_5,C,,,"EN=High-Pressure Steam | FR=Vapeur à haute pression | Prerequisites=atmospheric_engine, mechanical_tools, rotative_steam_power | Children=railways, watertube_boiler | Unlocks=PM:coffee_plantation_mechanical_drying, PM:pm_vapor_compression_refrigeration_building_fishing_wharf, PM:pm_vapor_compression_refrigeration_building_livestock_ranch, PM:pm_vapor_compression_refrigeration_building_whaling_station, PM:vacuum_pan_sugar | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
improved_road_engineering,production,era_5,C,,,"EN=Road Engineering | FR=Génie routier | Prerequisites=turnpike_road_networks | Children=professional_civil_engineering, systematic_field_drainage | Unlocks=PM:pm_engineered_road_network | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
industrial_alkalis,production,era_5,C,,,"EN=Industrial Alkalis | FR=Alcalis industriels | Prerequisites=industrial_acids | Children=aluminium_metallurgy, pressed_glass | Unlocks=PM:pm_brine_electrolysis_building_chemical_works, PM:pm_leblanc_alkali_process | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
intensive_agriculture,production,era_5,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Intensive Agriculture | FR=Agriculture intensive | Prerequisites=enclosure | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
lathe,production,era_5,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Lathe | FR=Tour | Prerequisites=cotton_gin | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
mechanical_tools,production,era_5,C,,,"EN=Mechanical Tools | FR=Outils mécaniques | Prerequisites=precision_boring, puddling_and_rolling | Children=fractional_distillation, high_pressure_steam, hydraulic_turbines, interchangeable_manufacture, mechanized_workshops, pressed_glass, steam_donkey | Unlocks=PM:pm_lathe, PM:pm_precision_tools, PM:pm_saw_mills, PM:pm_slaughterhouses, PM:pm_steel, bâtiment:building_pena_palace | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
mine_safety_engineering,production,era_5,C,,,"EN=Mine Safety Engineering | FR=Sécurité minière | Prerequisites=deep_mine_engineering | Children=— | Unlocks=— | Modifier=yes: building_group_bg_mining_engineers_mortality_mult, building_group_bg_mining_laborers_mortality_mult, building_group_bg_mining_machinists_mortality_mult, building_group_bg_mining_slaves_mortality_mult | Développement postérieur à 1776, surtout première industrialisation."
