reference_id,scope,building_id,building_group,file,line_or_block,gate_type,gate_expression,technology_id,technology_category,technology_era,technology_status,vanilla_requirement,mod_requirement,vanilla_mod_relationship,hidden_alias,responsibility_class,frozen_target,frozen_target_source,design_status,notes
BTG-0001,EFFECTIVE_VANILLA,building_food_industry,bg_light_industry,common/buildings/01_industry.txt,12,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { manufacturies },manufacturies,production,era_4,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { manufacturies },INHERITED_FROM_VANILLA: unlocking_technologies = { manufacturies },INHERITED_VANILLA,YES,BUILDING_CONSTRUCTION_UNLOCK,interchangeable_manufacture,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,No mod override; inherited unchanged.
BTG-0052,EFFECTIVE_VANILLA,building_sagrada_familia_cathedral_1,bg_monuments,common/buildings/08_monuments.txt,1122,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { reinforced_concrete },reinforced_concrete,production,era_8,VISIBLE_POST1836,unlocking_technologies = { reinforced_concrete },INHERITED_FROM_VANILLA: unlocking_technologies = { reinforced_concrete },INHERITED_VANILLA,NO,BUILDING_CONSTRUCTION_UNLOCK,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0053,EFFECTIVE_VANILLA,building_sagrada_familia_cathedral_3,bg_monuments,common/buildings/08_monuments.txt,1232,HAS_TECHNOLOGY_RESEARCHED,has_technology_researched = pneumatic_tools,pneumatic_tools,production,era_10,VISIBLE_POST1836,has_technology_researched = pneumatic_tools,INHERITED_FROM_VANILLA: has_technology_researched = pneumatic_tools,INHERITED_VANILLA,NO,BUILDING_AVAILABILITY,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0054,EFFECTIVE_VANILLA,building_pena_palace,bg_monuments,common/buildings/08_monuments.txt,1300,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mechanical_tools },mechanical_tools,production,era_5,VISIBLE_TECH3A_I_VI,unlocking_technologies = { mechanical_tools },INHERITED_FROM_VANILLA: unlocking_technologies = { mechanical_tools },INHERITED_VANILLA,NO,BUILDING_CONSTRUCTION_UNLOCK,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0055,EFFECTIVE_VANILLA,building_gran_teatro_de_la_habana,bg_monuments,common/buildings/08_monuments.txt,1342,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pneumatic_tools },pneumatic_tools,production,era_10,VISIBLE_POST1836,unlocking_technologies = { pneumatic_tools },INHERITED_FROM_VANILLA: unlocking_technologies = { pneumatic_tools },INHERITED_VANILLA,NO,BUILDING_CONSTRUCTION_UNLOCK,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0056,EFFECTIVE_VANILLA,building_estacion_de_madrid_atocha,bg_monuments,common/buildings/08_monuments.txt,1387,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steel_frame_buildings },steel_frame_buildings,society,era_9,VISIBLE_POST1836,unlocking_technologies = { steel_frame_buildings },INHERITED_FROM_VANILLA: unlocking_technologies = { steel_frame_buildings },INHERITED_VANILLA,NO,BUILDING_CONSTRUCTION_UNLOCK,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0057,EFFECTIVE_VANILLA,building_manila_cathedral_monument,bg_monuments,common/buildings/08_monuments.txt,1466,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { reinforced_concrete },reinforced_concrete,production,era_8,VISIBLE_POST1836,unlocking_technologies = { reinforced_concrete },INHERITED_FROM_VANILLA: unlocking_technologies = { reinforced_concrete },INHERITED_VANILLA,NO,BUILDING_CONSTRUCTION_UNLOCK,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0058,EFFECTIVE_VANILLA,building_rubber_plantation,bg_rubber,common/buildings/09_misc_resource.txt,28,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { rubber_mastication },rubber_mastication,production,era_7,VISIBLE_POST1836,unlocking_technologies = { rubber_mastication },INHERITED_FROM_VANILLA: unlocking_technologies = { rubber_mastication },INHERITED_VANILLA,NO,BUILDING_CONSTRUCTION_UNLOCK,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0059,EFFECTIVE_VANILLA,building_whaling_station,bg_whaling,common/buildings/09_misc_resource.txt,72,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { navigation },navigation,military,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { navigation },INHERITED_FROM_VANILLA: unlocking_technologies = { navigation },INHERITED_VANILLA,YES,BUILDING_CONSTRUCTION_UNLOCK,marine_chronometry,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,No mod override; inherited unchanged.
BTG-0060,EFFECTIVE_VANILLA,building_oil_rig,bg_oil_extraction,common/buildings/09_misc_resource.txt,97,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pumpjacks },pumpjacks,production,era_9,VISIBLE_POST1836,unlocking_technologies = { pumpjacks },INHERITED_FROM_VANILLA: unlocking_technologies = { pumpjacks },INHERITED_VANILLA,NO,BUILDING_CONSTRUCTION_UNLOCK,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0061,EFFECTIVE_VANILLA,building_suez_canal,bg_canals,common/buildings/10_canals.txt,13,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { colonization },colonization,society,era_4,VISIBLE_TECH3A_I_VI,unlocking_technologies = { colonization },INHERITED_FROM_VANILLA: unlocking_technologies = { colonization },INHERITED_VANILLA,NO,BUILDING_CONSTRUCTION_UNLOCK,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0062,EFFECTIVE_VANILLA,building_panama_canal,bg_canals,common/buildings/10_canals.txt,62,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { civilizing_mission },civilizing_mission,society,era_8,VISIBLE_POST1836,unlocking_technologies = { civilizing_mission },INHERITED_FROM_VANILLA: unlocking_technologies = { civilizing_mission },INHERITED_VANILLA,NO,BUILDING_CONSTRUCTION_UNLOCK,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0063,EFFECTIVE_VANILLA,building_kiel_canal,bg_canals,common/buildings/10_canals.txt,111,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { ironclad_tech },ironclad_tech,military,era_7,VISIBLE_POST1836,unlocking_technologies = { ironclad_tech },INHERITED_FROM_VANILLA: unlocking_technologies = { ironclad_tech },INHERITED_VANILLA,NO,BUILDING_CONSTRUCTION_UNLOCK,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0064,EFFECTIVE_VANILLA,building_port,bg_private_infrastructure,common/buildings/11_private_infrastructure.txt,11,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { navigation },navigation,military,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { navigation },INHERITED_FROM_VANILLA: unlocking_technologies = { navigation },INHERITED_VANILLA,YES,BUILDING_CONSTRUCTION_UNLOCK,marine_chronometry,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,No mod override; inherited unchanged.
BTG-0065,EFFECTIVE_VANILLA,building_railway,bg_private_infrastructure,common/buildings/11_private_infrastructure.txt,37,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,BUILDING_CONSTRUCTION_UNLOCK,,,NO_TRANSFER_REQUIRED,No mod override; inherited unchanged.
BTG-0066,EFFECTIVE_VANILLA,building_construction_sector,bg_construction,common/buildings/13_construction.txt,13,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { urbanization },urbanization,society,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { urbanization },INHERITED_FROM_VANILLA: unlocking_technologies = { urbanization },INHERITED_VANILLA,YES,BUILDING_CONSTRUCTION_UNLOCK,,,DESIGN_REVIEW_REQUIRED,No mod override; inherited unchanged.
