STATE_REGION,BUILDING_TYPE,TOTAL_POTENTIAL,VISIBLE_POTENTIAL,UNDISCOVERED_AMOUNT,STARTING_LEVELS,SOURCE_FILE,NOTES
"STATE_PERSIAN_KURDISTAN","building_salt_mine",15,15,0,"0","common/history/states/lagab_states.txt","state_name=Persian Kurdistan; source_object=change_resource_potential; source_line=781; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_KHUZESTAN","building_salt_mine",25,25,0,"0","common/history/states/lagab_states.txt","state_name=Arabistan; source_object=change_resource_potential; source_line=787; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_LURISTAN","building_salt_mine",18,18,0,"0","common/history/states/lagab_states.txt","state_name=Luristan; source_object=change_resource_potential; source_line=793; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_ANKARA","building_salt_mine",10,10,0,"5","common/history/states/lagab_states.txt","state_name=Ankara; source_object=change_resource_potential; source_line=799; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_asia.txt:400; starting_owner=TUR"
"STATE_ERZURUM","building_salt_mine",8,8,0,"0","common/history/states/lagab_states.txt","state_name=Erzurum; source_object=change_resource_potential; source_line=805; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_TAJIKISTAN","building_salt_mine",12,12,0,"0","common/history/states/lagab_states.txt","state_name=Tajikistan; source_object=change_resource_potential; source_line=811; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_PUNJAB","building_salt_mine",60,60,0,"5","common/history/states/lagab_states.txt","state_name=Punjab; source_object=change_resource_potential; source_line=817; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_asia.txt:291; starting_owner=PAN"
"STATE_URALSK","building_salt_mine",18,18,0,"6 (duplicate records; runtime result unresolved)","common/history/states/lagab_states.txt","state_name=Uralsk; source_object=change_resource_potential; source_line=823; hidden_split_not_defined_by_la_gabelle; starting_sources=3@lagab_asia.txt:420+3@lagab_europe.txt:376; starting_owner=RUS; duplicate_create_building=YES"
"STATE_CHELYABINSK","building_salt_mine",15,15,0,"0","common/history/states/lagab_states.txt","state_name=Chelyabinsk; source_object=change_resource_potential; source_line=829; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_TAMBOV","building_salt_mine",10,10,0,"0","common/history/states/lagab_states.txt","state_name=Tambov; source_object=change_resource_potential; source_line=835; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_MOSCOW","building_salt_mine",12,12,0,"0","common/history/states/lagab_states.txt","state_name=Moscow; source_object=change_resource_potential; source_line=841; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_PSKOV","building_salt_mine",8,8,0,"1","common/history/states/lagab_states.txt","state_name=Pskov; source_object=change_resource_potential; source_line=847; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_europe.txt:356; starting_owner=RUS"
"STATE_SHANXI","building_salt_mine",25,25,0,"5","common/history/states/lagab_states.txt","state_name=Shanxi; source_object=change_resource_potential; source_line=853; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_asia.txt:105; starting_owner=CHI"
"STATE_POTOSI","building_salt_mine",80,80,0,"1","common/history/states/lagab_states.txt","state_name=Potosí; source_object=change_resource_potential; source_line=859; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_americas.txt:153; starting_owner=BOL"
"STATE_ALSACE_LORRAINE","building_salt_mine",15,15,0,"2","common/history/states/lagab_states.txt","state_name=Alsace-Lorraine; source_object=change_resource_potential; source_line=865; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_europe.txt:148; starting_owner=FRA"
"STATE_FRANCHE_COMTE","building_salt_mine",10,10,0,"2","common/history/states/lagab_states.txt","state_name=Franche-Comté; source_object=change_resource_potential; source_line=871; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_europe.txt:168; starting_owner=FRA"
"STATE_BAVARIA","building_salt_mine",20,20,0,"2","common/history/states/lagab_states.txt","state_name=Bavaria; source_object=change_resource_potential; source_line=877; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_europe.txt:279; starting_owner=BAV"
"STATE_TYROL","building_salt_mine",18,18,0,"1","common/history/states/lagab_states.txt","state_name=Tyrol; source_object=change_resource_potential; source_line=883; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_europe.txt:299; starting_owner=AUS"
"STATE_LESSER_POLAND","building_salt_mine",15,15,0,"5","common/history/states/lagab_states.txt","state_name=Lublin; source_object=change_resource_potential; source_line=889; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_europe.txt:336; starting_owner=RUS"
"STATE_TIMBUKTU","building_salt_mine",8,8,0,"0","common/history/states/lagab_states.txt","state_name=Timbuktu; source_object=change_resource_potential; source_line=895; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_GONDER","building_salt_mine",10,10,0,"0","common/history/states/lagab_states.txt","state_name=Gonder; source_object=change_resource_potential; source_line=901; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_QINGHAI","building_salt_mine",25,25,0,"1","common/history/states/lagab_states.txt","state_name=Qinghai; source_object=change_resource_potential; source_line=907; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_asia.txt:145; starting_owner=CHI"
"STATE_CHAD","building_salt_mine",8,8,0,"0","common/history/states/lagab_states.txt","state_name=Chad; source_object=change_resource_potential; source_line=913; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_WADDAI","building_salt_mine",8,8,0,"0","common/history/states/lagab_states.txt","state_name=Waddai; source_object=change_resource_potential; source_line=919; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_HEREROLAND","building_salt_mine",8,8,0,"0","common/history/states/lagab_states.txt","state_name=Hereroland; source_object=change_resource_potential; source_line=925; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_SYRIA","building_salt_mine",20,20,0,"0","common/history/states/lagab_states.txt","state_name=Syria; source_object=change_resource_potential; source_line=931; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_MUNSTER","building_salt_mine",20,20,0,"0","common/history/states/lagab_states.txt","state_name=Munster; source_object=change_resource_potential; source_line=937; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_FRIESLAND","building_salt_mine",5,5,0,"0","common/history/states/lagab_states.txt","state_name=Friesland; source_object=change_resource_potential; source_line=943; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_NEW_HAMPSHIRE","building_salt_mine",12,12,0,"0","common/history/states/lagab_states.txt","state_name=New Hampshire; source_object=change_resource_potential; source_line=949; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_BASQUE_COUNTRY","building_salt_mine",7,7,0,"0","common/history/states/lagab_states.txt","state_name=Basque Country; source_object=change_resource_potential; source_line=955; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_EAST_ANGLIA","building_salt_pan",30,30,0,"0","common/history/states/lagab_states.txt","state_name=East Anglia; source_object=change_resource_potential; source_line=961; hidden_split_not_defined_by_la_gabelle; starting_source=none"
"STATE_SEOUL","building_salt_pan",8,8,0,"1","common/history/states/lagab_states.txt","state_name=Gyeonggi; source_object=change_resource_potential; source_line=471; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_asia.txt:165; starting_owner=KOR"
"STATE_SANTIAGO","building_salt_pan",40,40,0,"2","common/history/states/lagab_states.txt","state_name=Santiago; source_object=change_resource_potential; source_line=477; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_americas.txt:136; starting_owner=CHL"
"STATE_CEARA","building_salt_pan",30,30,0,"1","common/history/states/lagab_states.txt","state_name=Ceará; source_object=change_resource_potential; source_line=483; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_americas.txt:190; starting_owner=BRZ"
"STATE_PROVENCE","building_salt_pan",25,25,0,"1","common/history/states/lagab_states.txt","state_name=Provence; source_object=change_resource_potential; source_line=489; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_europe.txt:114; starting_owner=FRA"
"STATE_SICILY","building_salt_pan",35,35,0,"1","common/history/states/lagab_states.txt","state_name=Sicily; source_object=change_resource_potential; source_line=495; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_europe.txt:191; starting_owner=SIC"
"STATE_SARDINIA","building_salt_pan",40,40,0,"1","common/history/states/lagab_states.txt","state_name=Sardinia; source_object=change_resource_potential; source_line=501; hidden_split_not_defined_by_la_gabelle; starting_source=common/history/buildings/lagab_europe.txt:242; starting_owner=SAR"
