TAG,Country,Highest eras by category,Explicit count,Generic source,Anachronism count,Missing prerequisite count,Priority,Region,Explicit technologies,Starting anachronisms,Missing prerequisite details,Compatibility exception,Source file
FRM,Frankfurt,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/frm - frankfurt am main.txt
FTJ,Futa Jallon,production=1;military=0;society=2,0,tier_5,0,2,P2,West Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\ftj - futa jallon.txt
FTR,Futa Toro,production=1;military=0;society=2,0,tier_5,0,2,P2,West Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\ftr - futa toro.txt
FZN,Fezzan,production=1;military=3;society=2,0,tier_4,0,3,P1,North Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\fzn - fezzan.txt
GAL,Galicia-Lodomeria,production=1;military=3;society=4,2,tier_4,0,2,P2,Eastern Europe,institutionalized_scientific_exchange;systematic_legal_codification,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/gal - austrian poland.txt
GAR,Garhwal,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\gar - garwhal.txt
GBR,Great Britain,production=1;military=3;society=7,3,tier_4,1,3,P1,Western Europe,colonization;romanticism;specialized_technical_academies,romanticism,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft | romanticism <- institutionalized_scientific_exchange | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/gbr - great britain.txt
GEN,Most Serene Republic of Genoa,production=1;military=3;society=3,1,tier_4,0,3,P1,Southern Europe,specialized_technical_academies,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/gen - genoa.txt
GGO,Gogo,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\ggo - gogo.txt
GJM,Gojjam,production=1;military=0;society=2,0,tier_5,0,2,P2,East Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\gjm - gojjam.txt
GLD,Geledi,production=1;military=0;society=2,1,tier_5,0,2,P2,East Africa,international_relations,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/gld - geledi.txt
GNI,Guarani,production=1;military=0;society=0,0,tier_6,0,0,P3,La Plata,,,,,C:\Games\Victoria 3\game\common\history\countries\gni - guarani.txt
GR3,Sicily,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/gr3 - sicily.txt
GR4,Naples,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/gr4 - naples.txt
GR5,Santo Domingo,production=1;military=3;society=7,1,tier_4,1,3,P1,Central America,romanticism,romanticism,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft | romanticism <- institutionalized_scientific_exchange",,common/history/countries/gr5 - spanish haiti.txt
GRE,Greece,production=3;military=3;society=3,1,tier_3,0,4,P1,Balkans,periodical_print_networks,,codified_practical_knowledge <- institutionalized_scientific_exchange | coke_smelting <- organized_forestry | commercial_insurance_markets <- institutionalized_public_credit | medical_degrees <- institutionalized_scientific_exchange | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange,,common/history/countries/gre - greece.txt
GRW,Garawa,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\grw - garawa.txt
GWA,Gwalior,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\gwa - gwalior.txt
GZA,Gaza,production=1;military=0;society=1,1,tier_6,0,0,P2,East Africa,international_relations,,,,common/history/countries/gza - gaza.txt
HAI,Haiti,production=1;military=3;society=4,2,tier_4,0,2,P2,Central America,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/hai - haiti.txt
HAM,Hamburg,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/ham - hamburg.txt
HAN,Hanover,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/han - hannover.txt
HAR,Harar,production=1;military=0;society=2,0,tier_5,0,2,P2,East Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\har - harar.txt
HAU,Gobir,production=1;military=0;society=2,0,tier_5,0,2,P2,West Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\hau - hausa.txt
HAW,Hawaii,production=1;military=0;society=2,0,tier_5,0,2,P2,Oceania,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/haw - hawaii.txt
HBC,Hudson's Bay Company,production=1;military=3;society=4,2,tier_4,0,2,P2,Canada,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/hbc - hudson bay company.txt
HDJ,Hedjaz,production=1;military=3;society=2,0,tier_4,0,3,P1,Arabia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\hdj - hedjaz.txt
HDY,Hadiya,production=1;military=0;society=2,1,tier_5,0,2,P2,East Africa,international_relations,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/hdy - hadiya.txt
HEK,Hesse-Kassel,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/hek - hesse-kassel.txt
HER,Herat,production=1;military=3;society=2,0,tier_4,0,3,P1,Greater Persia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\her - herat.txt
HES,Hesse,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/hes - hesse.txt
HHE,Hehe,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\hhe - hehe.txt
HLA,Halia,production=0;military=0;society=0,0,tier_7,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\hla - halia.txt
HMB,Hemba,production=0;military=0;society=0,0,tier_7,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\hmb - hemba.txt
HOH,Hohenzollern,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/hoh - hohenzollern.txt
HOL,Holstein,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/hol - holstein.txt
HRO,Herero,production=0;military=0;society=0,0,tier_7,0,0,P3,Southern Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\hro - herero.txt
HUN,Hungary,production=1;military=3;society=4,2,tier_4,0,2,P2,Balkans,institutionalized_scientific_exchange;systematic_legal_codification,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/hun - hungary.txt
HYD,Hyderabad,production=1;military=3;society=2,0,tier_4,0,3,P1,South India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/hyd - hyderabad.txt
IBO,Igbo,production=0;military=0;society=0,0,tier_7,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\ibo - ibo.txt
IDA,Idar,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\ida - idar.txt
IND,Indore,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\ind - indore.txt
ION,Ionian Islands,production=3;military=3;society=3,0,tier_3,0,5,P1,Balkans,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | coke_smelting <- organized_forestry | commercial_insurance_markets <- institutionalized_public_credit | medical_degrees <- institutionalized_scientific_exchange | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,C:\Games\Victoria 3\game\common\history\countries\ion - ionian islands.txt
IQU,Iquicha,production=3;military=3;society=3,0,tier_3,0,5,P1,The Andes,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | coke_smelting <- organized_forestry | commercial_insurance_markets <- institutionalized_public_credit | medical_degrees <- institutionalized_scientific_exchange | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/iqu - iquichia.txt
IR1,Mamluk Iraq,production=1;military=3;society=2,1,tier_4,0,2,P2,Near East,institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/ir1 - mamluk iraq.txt
IRC,Iron Confederacy,production=1;military=0;society=0,0,tier_6,0,0,P3,Canada,,,,,C:\Games\Victoria 3\game\common\history\countries\irc - iron confederacy.txt
IREK,Kingdom of Ireland,production=1;military=3;society=2,1,tier_4,0,2,P2,Western Europe,institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/irek - ireland.txt
ISQ,Isaaq,production=1;military=0;society=2,1,tier_5,0,2,P2,East Africa,international_relations,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/isq - isaaq.txt
JAB,Jabal Shammar,production=1;military=3;society=2,0,tier_4,0,3,P1,Arabia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\jab - jabal shammar.txt
JAI,Dhundhar,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\jai - jaipur.txt
JAP,Japan,production=1;military=3;society=4,3,tier_4,0,2,P2,Northeast Asia,colonization;institutionalized_scientific_exchange;systematic_cadastral_surveying,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/jap - japan.txt
JAS,Jaisalmer,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\jas - jaisalmer.txt
JBB,Jabal,production=1;military=0;society=0,0,tier_6,0,0,P3,Arabia,,,,,common/history/countries/jbb - jabal decentralized.txt
JEY,Jeypore,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\jey - jeypore.txt
JHN,Jhansi,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\jhn - jhansi.txt
JLF,Jolof,production=0;military=0;society=0,0,tier_7,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\jlf - jolof.txt
JMB,Jambi,production=1;military=3;society=2,0,tier_4,0,3,P1,Indonesia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\jmb - jambi.txt
JOD,Marwar,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\jod - jodhpur.txt
JOH,Johore,production=1;military=3;society=2,0,tier_4,0,3,P1,Indochina,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\joh - johore.txt
JUN,Junagadh,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\jun - junagadh.txt
KAB,Kabul,production=1;military=3;society=2,0,tier_4,0,3,P1,Greater Persia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kab - kabul.txt
KAF,Kafiristan,production=1;military=3;society=2,0,tier_4,0,3,P1,Greater Persia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kaf - kafiristan.txt
KAL,Kalat,production=1;military=3;society=2,0,tier_4,0,3,P1,Greater Persia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kal - kalat.txt
KAN,Kandahar,production=1;military=3;society=2,0,tier_4,0,3,P1,Greater Persia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kan - kandahar.txt
KAS,Kashmir,production=1;military=3;society=2,0,tier_4,0,3,P1,Himalayas,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kas - kashmir.txt
KAT,Kathiri,production=1;military=3;society=2,0,tier_4,0,3,P1,Arabia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kat - kathiri.txt
KAU,Kaurna,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,common/history/countries/kau - kaurna.txt
KBA,Kuba,production=1;military=0;society=0,0,tier_6,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\kba - kuba.txt
KBB,Kathiri,production=1;military=0;society=0,0,tier_6,0,0,P3,Arabia,,,,,common/history/countries/kbb - kathiri decentralized.txt
KBD,Kabadougou,production=1;military=0;society=0,0,tier_6,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\kbd - kabadougou.txt
KBU,Kaabu,production=1;military=0;society=0,0,tier_6,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\kbu - kaabu.txt
KFA,Kaffa,production=1;military=0;society=2,0,tier_5,0,2,P2,East Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\kfa - kaffa.txt
KHI,Khiva,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Asia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\khi - khiva.txt
KHP,Kolhapur,production=1;military=3;society=2,0,tier_4,0,3,P1,South India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\khp - kolhapur.txt
KKI,Kuki,production=1;military=0;society=0,0,tier_6,0,0,P3,North India,,,,,C:\Games\Victoria 3\game\common\history\countries\kki - kuki.txt
KKY,Kikuyu,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\kky - kikuyu.txt
KLN,Kulin,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\kln - kulin.txt
KLO,Khmer Loeu,production=1;military=0;society=0,0,tier_6,0,0,P3,Indochina,,,,,C:\Games\Victoria 3\game\common\history\countries\klo - khmer loeu.txt
KNC,Karna,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\knc - karna.txt
KNG,Kong,production=1;military=0;society=0,0,tier_6,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\kng - kong.txt
KNK,Kanak,production=0;military=0;society=0,0,tier_7,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\knk - kanak.txt
KNO,Kurnool,production=1;military=3;society=2,0,tier_4,0,3,P1,South India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kno - kurnool.txt
KOK,Kokand,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Asia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kok - kokand.txt
KON,Kongo,production=1;military=0;society=2,0,tier_5,0,2,P2,Equatorial Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\kon - kongo.txt
KOR,Korea,production=1;military=0;society=2,0,tier_5,0,2,P2,Northeast Asia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/kor - korea.txt
KOT,Kotah,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kot - kotah.txt
KRA,Krakow,production=4;military=1;society=2,0,tier_2,0,0,P3,Eastern Europe,,,,,common/history/countries/kra - krakow.txt
KRG,Karagwe,production=1;military=0;society=0,0,tier_6,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\krg - karangwe.txt
KRI,Douriango,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\kri - kurnai.txt
KRT,Kaarta,production=1;military=0;society=2,0,tier_5,0,2,P2,West Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\krt - kaarta.txt
KRU,Kru,production=0;military=0;society=0,0,tier_7,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\kru - kru.txt
KSN,Kasanje,production=0;military=0;society=0,0,tier_7,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\ksn - kasanje.txt
KTI,Kutai,production=1;military=3;society=2,0,tier_4,0,3,P1,Indonesia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kti - kutai.txt
KTU,Kartu,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\ktu - kartu.txt
KUN,Kunduz,production=1;military=3;society=2,0,tier_4,0,3,P1,Greater Persia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kun - kunduz.txt
KUT,Kutch,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kut - kutch.txt
KYN,Pilbara,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\kyn - kanyara-mantharta.txt
KZH,Kishi Zhuz,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Asia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\kzh - kishi zhuz.txt
KZM,Kazembe,production=1;military=0;society=0,0,tier_6,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\kzm - kazembe.txt
LAD,Ladakh,production=1;military=3;society=2,0,tier_4,0,3,P1,Himalayas,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\lad - ladakh.txt
LAH,Lahej,production=1;military=3;society=2,0,tier_4,0,3,P1,Arabia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\lah - lahej.txt
LAN,Lanfang,production=1;military=3;society=2,1,tier_4,0,2,P2,Indonesia,institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/lan - lanfang.txt
LBA,Luba,production=0;military=0;society=0,0,tier_7,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\lba - luba.txt
LGA,Lega,production=0;military=0;society=0,0,tier_7,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\lga - lega.txt
LIB,Liberia,production=3;military=3;society=3,0,tier_3,0,5,P1,West Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | coke_smelting <- organized_forestry | commercial_insurance_markets <- institutionalized_public_credit | medical_degrees <- institutionalized_scientific_exchange | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,C:\Games\Victoria 3\game\common\history\countries\lib - liberia.txt
LIP,Lippe,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/lip - lippe.txt
LKT,Lakota,production=1;military=0;society=0,0,tier_6,0,0,P3,Great Plains,,,,,C:\Games\Victoria 3\game\common\history\countries\lkt - lakota.txt
LND,Lunda,production=0;military=0;society=0,0,tier_7,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\lnd - lunda.txt
LNG,Loango,production=1;military=0;society=0,0,tier_6,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\lng - loango.txt
LOU,Louisiana,production=1;military=3;society=4,2,tier_4,0,2,P2,Great Plains,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/lou - louisiana.txt
LRR,Larrakia,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\lrr - larrakia.txt
LUA,Luang Prabang,production=1;military=3;society=2,0,tier_4,0,3,P1,Indochina,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\lua - luang prabang.txt
LUB,Lübeck,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/lub - lubeck.txt
LUC,Lucca,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/luc - lucca.txt
LUO,Luo,production=1;military=0;society=0,0,tier_6,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\luo - luo.txt
LUX,Luxembourg,production=1;military=3;society=2,0,tier_4,0,3,P1,Western Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/lux - luxemburg.txt
LZO,Barotse,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\lzo - barotse.txt
MAD,Madagascar,production=1;military=0;society=1,1,tier_6,0,0,P2,East Africa,international_relations,,,,common/history/countries/mad - madagascar.txt
MAH,Mahra,production=1;military=3;society=2,0,tier_4,0,3,P1,Arabia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\mah - mahra.txt
MAI,Maimana,production=1;military=3;society=2,0,tier_4,0,3,P1,Greater Persia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\mai - maimana.txt
MAK,Makran,production=1;military=3;society=2,0,tier_4,0,3,P1,Greater Persia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\mak - makran.txt
