vanilla_tech,vanilla_unlock,unlock_type,relationship_type,target_integrated_tech,reason,risk,status,source_file,source_context
manufacturies,building_textile_mill,buildings,UNLOCK,mechanized_weaving,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/buildings/01_industry.txt,38: manufacturies
manufacturies,building_tooling_workshop,buildings,UNLOCK,mechanical_tools,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/buildings/01_industry.txt,108: manufacturies
manufacturies,decree_encourage_manufacturing_industry,decrees,UNLOCK,interchangeable_manufacture,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/decrees/00_decree.txt,579: manufacturies
manufacturies,je_spa_economic_regeneration_light_industry,journal_entries,UNLOCK,interchangeable_manufacture,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/journal_entries/06_economic_regeneration.txt,"421: icon = ""gfx/interface/icons/invention_icons/manufacturies.dds"""
manufacturies,law_interventionism,laws,UNLOCK,interchangeable_manufacture,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/laws/00_economic_system.txt,75: manufacturies
mass_communication,country_authority_mult,modifier,MODIFIER,periodical_print_networks,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,334: technology modifier block
mass_communication,country_voting_power_mult,modifier,MODIFIER,periodical_print_networks,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,334: technology modifier block
mass_communication,labor_movement,technology,PREREQUISITE,periodical_print_networks,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,766: mass_communication
mass_communication,nationalism,technology,PREREQUISITE,periodical_print_networks,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,704: mass_communication
mass_communication,je_springtime_of_the_peoples,journal_entries,UNLOCK,periodical_print_networks,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/journal_entries/00_peoples_springtime_je.txt,24: has_technology_researched = mass_communication
mechanized_workshops,building_economy_of_scale_level_cap_add,modifier,MODIFIER,interchangeable_manufacture,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/10_production.txt,398: technology modifier block
mechanized_workshops,shift_work,technology,PREREQUISITE,interchangeable_manufacture,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/10_production.txt,690: mechanized_workshops
mechanized_workshops,vacuum_canning,technology,PREREQUISITE,interchangeable_manufacture,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/10_production.txt,672: mechanized_workshops
mechanized_workshops,coffee_plantation_mechanical_drying,production_methods,UNLOCK,interchangeable_manufacture,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/production_methods/04_plantations.txt,111: mechanized_workshops
mechanized_workshops,coffee_plantation_wet_process_mechanical,production_methods,UNLOCK,interchangeable_manufacture,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/production_methods/04_plantations.txt,60: mechanized_workshops
mechanized_workshops,pm_mechanized_looms,production_methods,UNLOCK,mechanized_weaving,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/production_methods/01_industry.txt,441: mechanized_workshops
mechanized_workshops,pm_mechanized_workshops,production_methods,UNLOCK,interchangeable_manufacture,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/production_methods/01_industry.txt,541: mechanized_workshops
mechanized_workshops,pm_sewing_machines,production_methods,UNLOCK,mechanized_weaving,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/production_methods/01_industry.txt,322: mechanized_workshops
napoleonic_warfare,field_works,technology,PREREQUISITE,corps_organization,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/20_military.txt,233: napoleonic_warfare
napoleonic_warfare,logistics,technology,PREREQUISITE,logistics,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/20_military.txt,253: napoleonic_warfare
napoleonic_warfare,combat_unit_type_lancers,combat_unit_types,UNLOCK,corps_organization,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/combat_unit_types/00_land_combat_unit_types.txt,877: unlocking_technologies = { napoleonic_warfare }
napoleonic_warfare,combat_unit_type_mobile_artillery,combat_unit_types,UNLOCK,horse_artillery,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/combat_unit_types/00_land_combat_unit_types.txt,471: unlocking_technologies = { napoleonic_warfare }
napoleonic_warfare,je_meiji_army,journal_entries,UNLOCK,corps_organization,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/journal_entries/00_meiji_restoration.txt,803: has_technology_researched = napoleonic_warfare
napoleonic_warfare,je_sick_man_army,journal_entries,UNLOCK,corps_organization,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/journal_entries/00_sick_man.txt,405: has_technology_researched = napoleonic_warfare
nationalism,country_authority_mult,modifier,MODIFIER,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,691: technology modifier block
nationalism,country_voting_power_mult,modifier,MODIFIER,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,691: technology modifier block
nationalism,civilizing_mission,technology,PREREQUISITE,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,966: nationalism
nationalism,corporatism,technology,PREREQUISITE,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,1156: nationalism
nationalism,organized_sports,technology,PREREQUISITE,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,529: nationalism
nationalism,pan-nationalism,technology,PREREQUISITE,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,1194: nationalism
nationalism,decree_promote_national_values,decrees,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/decrees/00_decree.txt,303: nationalism
nationalism,support_separatism,diplomatic_actions,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/diplomatic_actions/52_nationalism_actions.txt,13: nationalism
nationalism,je_alaska,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_alaska.txt,125: has_technology_researched = nationalism
nationalism,je_australia_aus,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_canada_australia.txt,171: has_technology_researched = nationalism
nationalism,je_australia_gbr,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_canada_australia.txt,215: has_technology_researched = nationalism
nationalism,je_autocracy,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_autocracy.txt,16: has_technology_researched = nationalism
nationalism,je_balkan_national_awakenings,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/05_balkan_national_awakening.txt,12: has_technology_researched = nationalism
nationalism,je_boxer_rebellion,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_boxer_rebellion.txt,13: has_technology_researched = nationalism
nationalism,je_brazilian_nation_building,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/02_brazilian_nation_building.txt,31: has_technology_researched = nationalism
nationalism,je_canada_can,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_canada_australia.txt,22: has_technology_researched = nationalism
nationalism,je_canada_gbr,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_canada_australia.txt,107: has_technology_researched = nationalism
nationalism,je_christ_of_nations,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_poland.txt,29: has_technology_researched = nationalism
nationalism,je_communal_divides,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/04_communal_divides.txt,10: has_technology_researched = nationalism
nationalism,je_conquest_of_tetouan,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/06_spanish_africa.txt,22: has_technology_researched = nationalism
nationalism,je_danubian_federation,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/05_danubian_federation.txt,8: has_technology_researched = nationalism
nationalism,je_filipino_ethnogenesis,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/06_philippines_je.txt,331: has_technology_researched = nationalism
nationalism,je_french_natural_borders,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/01_natural_borders_of_france.txt,13: has_technology_researched = nationalism
nationalism,je_great_eastern_crisis,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/05_great_eastern_crisis.txt,53: has_technology_researched = nationalism
nationalism,je_greek_nationalism,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_greek_nationalism.txt,19: has_technology_researched = nationalism
nationalism,je_iberia,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/06_iberia.txt,"2: icon = ""gfx/interface/icons/invention_icons/nationalism.dds"""
nationalism,je_north_german_unification,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_german_unification.txt,212: has_technology_researched = nationalism
nationalism,je_philippines_main,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/06_philippines_je.txt,197: has_technology_researched = nationalism
nationalism,je_populist_unrest,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/02_vargas.txt,"2: icon = ""gfx/interface/icons/invention_icons/nationalism.dds"""
nationalism,je_portugal_regeneration,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/06_portugal_politics.txt,335: has_technology_researched = nationalism
nationalism,je_risorgimento,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_italian_unification.txt,73: has_technology_researched = nationalism
nationalism,je_south_american_national_identity_emergence,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/02_south_american_national_identity.txt,30: has_technology_researched = nationalism
nationalism,je_south_german_unification,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_german_unification.txt,271: has_technology_researched = nationalism
nationalism,je_spa_economic_regeneration_master,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/06_economic_regeneration.txt,53: has_technology_researched = nationalism
nationalism,je_struggle_for_the_highveld,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/05_struggle_for_the_highveld.txt,"2: icon = ""gfx/interface/icons/invention_icons/nationalism.dds"""
nationalism,je_the_eastern_border,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/03_russia.txt,16: has_technology_researched = nationalism
nationalism,je_unite_the_principalities,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_romania.txt,25: has_technology_researched = nationalism
nationalism,je_vernacular_policy,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/06_language_policy.txt,65: has_technology_researched = nationalism
nationalism,je_yugoslavia,journal_entries,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/05_creation_of_yugoslavia.txt,8: has_technology_researched = nationalism
nationalism,law_ethnostate,laws,UNLOCK,VANILLA_PRESERVED:nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,HIGH,PRESERVE_ON_POST_1836_VANILLA,common/laws/00_citizenship.txt,153: nationalism
navigation,admiralty,technology,PREREQUISITE,marine_chronometry,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/20_military.txt,150: navigation
navigation,drydocks,technology,PREREQUISITE,marine_chronometry,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/20_military.txt,34: navigation
navigation,building_port,buildings,UNLOCK,marine_chronometry,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/buildings/11_private_infrastructure.txt,11: unlocking_technologies = { navigation }
navigation,building_shipyard,buildings,UNLOCK,marine_chronometry,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/buildings/01_industry.txt,328: navigation
navigation,building_whaling_station,buildings,UNLOCK,marine_chronometry,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/buildings/09_misc_resource.txt,72: navigation
navigation,je_portugal_and_brazil,journal_entries,UNLOCK,marine_chronometry,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/journal_entries/06_lusosphere.txt,"2: icon = ""gfx/interface/icons/invention_icons/navigation.dds"""
pan-nationalism,country_authority_mult,modifier,MODIFIER,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,1180: technology modifier block
pan-nationalism,country_support_separatism_strength_mult,modifier,MODIFIER,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,1180: technology modifier block
pan-nationalism,country_voting_power_mult,modifier,MODIFIER,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,1180: technology modifier block
pan-nationalism,multilateral_alliances,technology,PREREQUISITE,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,1557: pan-nationalism
pan-nationalism,je_boxer_rebellion,journal_entries,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_boxer_rebellion.txt,17: has_technology_researched = pan-nationalism
pan-nationalism,je_communal_divides,journal_entries,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/04_communal_divides.txt,27: has_technology_researched = pan-nationalism
pan-nationalism,je_danubian_federation,journal_entries,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/05_danubian_federation.txt,18: has_technology_researched = pan-nationalism
pan-nationalism,je_german_unification,journal_entries,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_german_unification.txt,336: has_technology_researched = pan-nationalism
pan-nationalism,je_iberia,journal_entries,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/06_iberia.txt,20: has_technology_researched = pan-nationalism
pan-nationalism,je_india_home_rule,journal_entries,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/04_india_home_rule.txt,16: has_technology_researched = pan-nationalism
pan-nationalism,je_india_nationalism,journal_entries,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/04_india_nationalism.txt,12: has_technology_researched = pan-nationalism
pan-nationalism,je_india_non_cooperation_movement,journal_entries,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/04_india_non_cooperation.txt,21: has_technology_researched = pan-nationalism
pan-nationalism,je_poland_lithuania,journal_entries,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_poland.txt,69: has_technology_researched = pan-nationalism
pan-nationalism,je_yugoslavia,journal_entries,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/05_creation_of_yugoslavia.txt,33: has_technology_researched = pan-nationalism
pan-nationalism,law_agrarianism,laws,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,HIGH,PRESERVE_ON_POST_1836_VANILLA,common/laws/00_economic_system.txt,197: has_technology_researched = pan-nationalism
pan-nationalism,law_interventionism,laws,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,HIGH,PRESERVE_ON_POST_1836_VANILLA,common/laws/00_economic_system.txt,101: has_technology_researched = pan-nationalism
pan-nationalism,law_per_capita_based_taxation,laws,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,HIGH,PRESERVE_ON_POST_1836_VANILLA,common/laws/00_taxation.txt,163: has_technology_researched = pan-nationalism
pan-nationalism,law_tenant_farmers,laws,UNLOCK,VANILLA_PRESERVED:pan-nationalism,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,HIGH,PRESERVE_ON_POST_1836_VANILLA,common/laws/00_land_reform.txt,196: has_technology_researched = pan-nationalism
pharmaceuticals,country_institution_health_system_max_investment_add,modifier,MODIFIER,active_principle_pharmacy,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,431: technology modifier block
pharmaceuticals,state_harvest_condition_disease_outbreak_impact_mult,modifier,MODIFIER,active_principle_pharmacy,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,431: technology modifier block
pharmaceuticals,quinine,technology,PREREQUISITE,active_principle_pharmacy,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,487: pharmaceuticals
pharmaceuticals,law_private_health_insurance,laws,UNLOCK,active_principle_pharmacy,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/laws/00_health_system.txt,80: pharmaceuticals
pharmaceuticals,law_public_health_insurance,laws,UNLOCK,active_principle_pharmacy,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/laws/00_health_system.txt,112: pharmaceuticals
power_of_the_purse,country_admiral_rank_impact_mult,modifier,MODIFIER,state_dockyard_systems,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/20_military.txt,391: technology modifier block
power_of_the_purse,self_propelled_torpedoes,technology,PREREQUISITE,state_dockyard_systems,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/20_military.txt,588: power_of_the_purse
power_of_the_purse,combat_unit_type_mid_tier_marines,combat_unit_types,UNLOCK,state_dockyard_systems,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/combat_unit_types/00_land_combat_unit_types.txt,1003: unlocking_technologies = { power_of_the_purse }
power_of_the_purse,je_brazil_navy,journal_entries,UNLOCK,state_dockyard_systems,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/journal_entries/02_brazil_navy.txt,17: has_technology_researched = power_of_the_purse
power_of_the_purse,pm_power_of_the_purse,production_methods,UNLOCK,state_dockyard_systems,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/production_methods/05_military.txt,342: power_of_the_purse
prospecting,nitroglycerin,technology,PREREQUISITE,industrial_acids,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/10_production.txt,352: prospecting
prospecting,building_gold_field,buildings,UNLOCK,applied_mineralogy,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/buildings/03_mines.txt,188: prospecting
prospecting,building_gold_mine,buildings,UNLOCK,applied_mineralogy,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/buildings/03_mines.txt,159: prospecting
quinine,country_institution_colonial_affairs_max_investment_add,modifier,MODIFIER,VANILLA_PRESERVED:quinine,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,474: technology modifier block
quinine,country_institution_health_system_max_investment_add,modifier,MODIFIER,VANILLA_PRESERVED:quinine,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,474: technology modifier block
quinine,civilizing_mission,technology,PREREQUISITE,VANILLA_PRESERVED:quinine,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,LOW,PRESERVE_ON_POST_1836_VANILLA,common/technology/technologies/30_society.txt,965: quinine
quinine,je_scramble_for_africa,journal_entries,UNLOCK,VANILLA_PRESERVED:quinine,Mature vanilla content remains on its original post-1836 node; only the early antecedent is represented in this half-tree.,MEDIUM,PRESERVE_ON_POST_1836_VANILLA,common/journal_entries/00_scramble_for_africa.txt,9: has_technology_researched = quinine
rationalism,country_institution_schools_max_investment_add,modifier,MODIFIER,organized_elementary_schooling,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,42: technology modifier block
rationalism,state_education_access_wealth_add,modifier,MODIFIER,organized_elementary_schooling,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,42: technology modifier block
rationalism,academia,technology,PREREQUISITE,institutionalized_scientific_exchange,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,233: rationalism
rationalism,democracy,technology,PREREQUISITE,constitutional_government,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,113: rationalism
rationalism,je_romanticism,journal_entries,UNLOCK,codified_practical_knowledge,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/journal_entries/00_art_jes.txt,8: has_technology_researched = rationalism
