tech_id,name_en,name_fr,branch,category,era,source,definition_file,current_prerequisites,successors,successor_count,unlock_count,in_degree,out_degree,graph_role,dead_end_status,earliest_realistic_date,maturity_adoption_window,current_era_date_range,era_fit,concept_family,coordinates,position_status,icon,researchable,compatibility_alias,notes
bolt_action_rifles,Bolt-Action Rifle,Fusil à verrou,Military,military,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,repeaters,automatic_machine_guns,1,1,1,1,NORMAL,NOT_A_DEAD_END,1860s,1870-1900,1895-1909,TOO_LATE,infantry_weapons,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/bolt_action_rifles.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
military_aviation,Military Aviation,Aviation militaire,Military,military,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,handcranked_machine_gun,dreadnought_tech,1,2,1,1,NORMAL,NOT_A_DEAD_END,1900s,1910-1930,1895-1909,BORDERLINE,military_aviation,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/military_aviation.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
war_propaganda,War Propaganda,Propagande de guerre,Military,military,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,enlistment_offices,,0,0,1,0,DEAD_END,LIKELY_MISSING_SUCCESSOR,19th century,1890-1918,1895-1909,GOOD,mass_politics_media,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/war_propaganda.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
wargaming,Wargaming,Simulation de guerre,Military,military,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,military_statistics,nco_training;stormtroopers,2,2,1,2,BRANCH_NODE,NOT_A_DEAD_END,19th century,1870-1914,1895-1909,TOO_LATE,military_organization,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/wargaming.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
concrete_dockyards,Concrete Dockyards,Chantiers navals en béton,Naval,military,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,floating_harbor,dreadnought_tech,1,1,1,1,NORMAL,NOT_A_DEAD_END,late 19th century,1890-1920,1895-1909,GOOD,naval_logistics,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/concrete_dockyards.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
landing_craft,Landing Craft,Navire de débarquement,Naval,military,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,jeune_ecole;monitor_tech,,0,0,2,0,DEAD_END,POSSIBLE_BRANCH_TERMINAL,late 19th century prototypes,1915-1945,1895-1909,BORDERLINE,amphibious_operations,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/landing_craft.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
pre_dreadnought_tech,$ship_type_pre_dreadnought$,$ship_type_pre_dreadnought$,Naval,military,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,ironclad_tech,dreadnought_tech,1,0,1,1,NORMAL,NOT_A_DEAD_END,1890s,1890-1906,1895-1909,GOOD,naval_hulls,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/pre_dreadnought.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
sea_lane_strategies,Sea Lane Strategies,Stratégies de couloirs de navigation,Naval,military,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,jeune_ecole,battlefleet_tactics;dreadnought_tech,2,1,1,2,BRANCH_NODE,NOT_A_DEAD_END,late 19th century,1890-1918,1895-1909,GOOD,naval_doctrine,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/sea_lane_strategies.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
submarine,Submarine,Sous-marin,Naval,military,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,self_propelled_torpedoes,,0,0,1,0,DEAD_END,LIKELY_MISSING_SUCCESSOR,1880s,1900-1930,1895-1909,GOOD,naval_weapons,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/submarine.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
art_silk,Art Silk,Soie artificielle,Production,production,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,aniline,,0,1,1,0,DEAD_END,JUSTIFIED_DEAD_END,1890s,1900-1930,1895-1909,GOOD,industrial_materials,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/art_silk.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
automatic_bottle_blowers,Automatic Bottle Blowers,Souffleuses de bouteilles automatiques,Production,production,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,vulcanization,,0,1,1,0,DEAD_END,JUSTIFIED_DEAD_END,1900s,1905-1930,1895-1909,GOOD,food_industrialization,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/automatic_bottle_blowers.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
combustion_engine,Combustion Engine,Moteur à combustion,Production,production,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,rotary_valve_engine,compression_ignition,1,7,1,1,NORMAL,NOT_A_DEAD_END,1860s,1880-1910,1895-1909,BORDERLINE,internal_combustion,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/combustion_engine.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
conveyors,Conveyors,Convoyeur,Production,production,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,vulcanization;shift_work;electrical_generation,dough_rollers,1,6,3,1,MERGE_NODE,NOT_A_DEAD_END,late 19th century,1900-1920,1895-1909,GOOD,factory_organization,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/conveyers.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
electric_arc_process,Electric Arc Process,Procédé à arc électrique,Production,production,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,open_hearth_process,arc_welding,1,1,1,1,NORMAL,NOT_A_DEAD_END,late 19th century,1900-1925,1895-1909,GOOD,steel_metallurgy,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/electric_arc_process.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
electrical_capacitors,Electrical Capacitors,Condensateurs électriques,Production,production,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,electrical_generation,electric_railway;pasteurization,2,3,1,2,BRANCH_NODE,NOT_A_DEAD_END,1740s origins,1880-1910 industrial use,1895-1909,GOOD,electrical_engineering,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/electrical_capacitors.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
nitrogen_fixation,Nitrogen Fixation,Fixation de l’azote,Production,production,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,improved_fertilizer,,0,3,1,0,DEAD_END,JUSTIFIED_DEAD_END,1909,1910-1930,1895-1909,BORDERLINE,agricultural_modernization,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/nitrogen_fixation.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
plastics,Plastics,Plastique,Production,production,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,reinforced_concrete,,0,1,1,0,DEAD_END,JUSTIFIED_DEAD_END,1860s origins,1900-1930,1895-1909,GOOD,industrial_materials,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/plastics.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
pneumatic_tools,Pneumatic Tools,Outils pneumatiques,Production,production,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,rotary_valve_engine;reinforced_concrete,arc_welding,1,2,2,1,MERGE_NODE,NOT_A_DEAD_END,1890s,1900-1920,1895-1909,GOOD,civil_construction,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/pneumatic_tools.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
steam_turbine,Steam Turbine,Turbine à vapeur,Production,production,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,electrical_generation,oil_turbine,1,1,1,1,NORMAL,NOT_A_DEAD_END,1880s,1890-1915,1895-1909,GOOD,steam_power,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/steam_turbines.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
telephone,Telephone,Téléphone,Production,production,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,shift_work;electrical_generation,radio,1,1,2,1,MERGE_NODE,NOT_A_DEAD_END,1870s,1880-1910,1895-1909,TOO_LATE,telecommunications,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/telephone.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
central_planning,Central Planning,Plan centralisé,Society,society,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,identification_documents,mass_surveillance,1,2,1,1,NORMAL,NOT_A_DEAD_END,late 19th century antecedents,1917-1940,1895-1909,BORDERLINE,administration_surveillance,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/central_planning.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
corporate_management,Corporate Governance,Gouvernement d’entreprise,Society,society,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,investment_banks,macroeconomics,1,0,1,1,NORMAL,NOT_A_DEAD_END,late 19th century,1890-1920,1895-1909,GOOD,finance_corporate_governance,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/corporate_management.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
elevator,Elevators,Ascenseur,Society,society,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,steel_frame_buildings,paved_roads,1,1,1,1,NORMAL,NOT_A_DEAD_END,1850s safety elevator,1870-1910,1895-1909,TOO_LATE,urban_infrastructure,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/elevator.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
film,Film,Film,Society,society,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,camera,mass_propaganda,1,1,1,1,NORMAL,NOT_A_DEAD_END,1890s,1900-1920,1895-1909,GOOD,arts_visual_media,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/film.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
international_exchange_standards,International Exchange Standards,Normes internationales d’échange,Society,society,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,mutual_funds,macroeconomics;modern_financial_instruments,2,0,1,2,BRANCH_NODE,NOT_A_DEAD_END,late 19th century,1890-1920,1895-1909,GOOD,finance_corporate_governance,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/international_exchange_standards.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
malaria_prevention,Malaria Prevention,Prévention du paludisme,Society,society,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,civilizing_mission,antibiotics,1,0,1,1,NORMAL,NOT_A_DEAD_END,late 19th century,1900-1930,1895-1909,GOOD,public_health,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/malaria_prevention.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
multilateral_alliances,Multilateral Alliances,Alliances multilatérales,Society,society,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,pan-nationalism,,0,0,1,0,DEAD_END,POSSIBLE_BRANCH_TERMINAL,19th century diplomacy,1890-1920,1895-1909,GOOD,nationalism_imperialism,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/multilateral_alliances.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
political_agitation,Political Agitation,Agitation politique,Society,society,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,anarchism;socialism;corporatism,mass_propaganda,1,2,3,1,MERGE_NODE,NOT_A_DEAD_END,19th century,1880-1920,1895-1909,GOOD,political_ideologies,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/political_agitation.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
psychoanalysis,Psychoanalysis,Psychanalyse,Society,society,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,philosophical_pragmatism,analytical_philosophy;behaviorism,2,0,1,2,BRANCH_NODE,NOT_A_DEAD_END,1890s,1900-1930,1895-1909,GOOD,philosophy_psychology,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/psychoanalysis.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
zeppelins,Zeppelins,Zeppelin,Society,society,era_10,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,steel_frame_buildings,,0,1,1,0,DEAD_END,POSSIBLE_BRANCH_TERMINAL,1900,1905-1930,1895-1909,GOOD,military_aviation,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/zeppelins.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
automatic_machine_guns,Automatic Machine Guns,Mitrailleuse automatique,Military,military,era_11,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,handcranked_machine_gun;bolt_action_rifles,chemical_warfare;flamethrowers,2,2,2,2,BRANCH_NODE,NOT_A_DEAD_END,1880s,1900-1918,1910-1922,GOOD,infantry_weapons,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/machine_gun.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
defense_in_depth,Defense in Depth,Défense en profondeur,Military,military,era_11,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,trench_works;handcranked_machine_gun,concrete_fortifications,1,0,2,1,MERGE_NODE,NOT_A_DEAD_END,late 19th century doctrine,1914-1940,1910-1922,GOOD,fortification,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/defense_in_depth.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
dreadnought_tech,Dreadnought,Frégate,Naval,military,era_11,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,pre_dreadnought_tech;sea_lane_strategies;concrete_dockyards;military_aviation,battleship_tech;carrier_tech,2,0,4,2,BRANCH_NODE,NOT_A_DEAD_END,1906,1906-1920,1910-1922,GOOD,naval_hulls,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/dreadnought.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
electric_railway,Electric Railways,Chemins de fer électriques,Production,production,era_11,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,electrical_capacitors;steel_railway_cars,,0,7,2,0,DEAD_END,LIKELY_MISSING_SUCCESSOR,1880s,1890-1925,1910-1922,TOO_LATE,rail_transport,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/electric_railway.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
pasteurization,Pasteurization,Pasteurisation,Production,production,era_11,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,vacuum_canning;electrical_capacitors,flash_freezing,1,3,2,1,MERGE_NODE,NOT_A_DEAD_END,1860s,1880-1910,1910-1922,TOO_LATE,food_industrialization,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/pasteurization.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
radio,Radio,Radio,Production,production,era_11,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,telephone,,0,2,1,0,DEAD_END,LIKELY_MISSING_SUCCESSOR,1890s,1900-1925,1910-1922,BORDERLINE,telecommunications,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/radio.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
analytical_philosophy,Analytical Philosophy,Philosophie analytique,Society,society,era_11,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,psychoanalysis,,0,1,1,0,DEAD_END,JUSTIFIED_DEAD_END,1890s,1900-1930,1910-1922,GOOD,philosophy_psychology,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/analytical_philosophy.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
behaviorism,Behaviorism,Comportementalisme,Society,society,era_11,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,psychoanalysis,,0,0,1,0,DEAD_END,LIKELY_MISSING_SUCCESSOR,1910s,1913-1940,1910-1922,GOOD,philosophy_psychology,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/behaviorism.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
mass_propaganda,Mass Propaganda,Propagande de masse,Society,society,era_11,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,political_agitation;film,,0,1,2,0,DEAD_END,LIKELY_MISSING_SUCCESSOR,late 19th century,1914-1945,1910-1922,GOOD,mass_politics_media,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/mass_propaganda.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
paved_roads,Paved Roads,Routes goudronnées,Society,society,era_11,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,elevator,,0,0,1,0,DEAD_END,LIKELY_MISSING_SUCCESSOR,ancient; modern paving 19th century,1850-1910,1910-1922,TOO_LATE,urban_infrastructure,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/paved_roads.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
chemical_warfare,Chemical Warfare,Guerre chimique,Military,military,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,automatic_machine_guns,,0,1,1,0,NORMAL,NOT_A_DEAD_END,late 19th century chemistry,1915-1945,1923-1936,TOO_LATE,infantry_weapons,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/chemical_warfare.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
concrete_fortifications,Concrete Fortifications,Fortifications en béton,Military,military,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,defense_in_depth,mobile_armor,1,1,1,1,NORMAL,NOT_A_DEAD_END,late 19th century,1900-1940,1923-1936,TOO_LATE,fortification,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/concrete_fortifications.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
flamethrowers,Flamethrowers,Lance-flammes,Military,military,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,trench_works;automatic_machine_guns,,0,1,2,0,MERGE_NODE,NOT_A_DEAD_END,1900s,1915-1940,1923-1936,TOO_LATE,infantry_weapons,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/flamethrowers.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
mobile_armor,Mobile Armor,Armure mobile,Military,military,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,concrete_fortifications;nco_training,,0,3,2,0,MERGE_NODE,NOT_A_DEAD_END,1910s,1916-1940,1923-1936,TOO_LATE,armored_warfare,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/mobile_armor.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
nco_training,NCO Training,Formation des sous-officiers,Military,military,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,wargaming;trench_works,mobile_armor,1,2,2,1,MERGE_NODE,NOT_A_DEAD_END,19th century professionalization,1870-1918,1923-1936,TOO_LATE,military_organization,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/nco_training.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
stormtroopers,Stormtroopers,Troupes d’assaut,Military,military,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,wargaming;trench_works,,0,0,2,0,MERGE_NODE,NOT_A_DEAD_END,1915,1916-1930,1923-1936,TOO_LATE,military_organization,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/stormtroopers.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
battlefleet_tactics,Modern Battlefleet Tactics,Tactiques modernes de la flotte de combat,Naval,military,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,battleship_tech;sea_lane_strategies,,0,1,2,0,MERGE_NODE,NOT_A_DEAD_END,early 20th century,1910-1940,1923-1936,BORDERLINE,naval_doctrine,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/battlefleet_tactics.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
battleship_tech,$ship_type_super_dreadnought$,$ship_type_super_dreadnought$,Naval,military,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,dreadnought_tech,battlefleet_tactics,1,0,1,1,NORMAL,NOT_A_DEAD_END,1910s,1914-1945,1923-1936,GOOD,naval_hulls,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/battleship_tech.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
carrier_tech,Aircraft Carrier,Porte-avions,Naval,military,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,dreadnought_tech,,0,1,1,0,NORMAL,NOT_A_DEAD_END,1910s,1920-1945,1923-1936,GOOD,naval_hulls,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/carrier_tech.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
destroyer,Destroyer,Destroyer,Naval,military,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,monitor_tech,,0,0,1,0,NORMAL,NOT_A_DEAD_END,1890s,1900-1930,1923-1936,TOO_LATE,naval_hulls,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/destroyers.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
arc_welding,Arc Welding,Soudage à l’arc,Production,production,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,electric_arc_process;pneumatic_tools,,0,3,2,0,MERGE_NODE,NOT_A_DEAD_END,1880s,1900-1930,1923-1936,TOO_LATE,steel_metallurgy,NOT_EXPLICIT_AUTO_LAYOUT,RELAYOUT_FAMILY,gfx/interface/icons/invention_icons/arc_welding.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
compression_ignition,Compression Ignition,Allumage par compression,Production,production,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,combustion_engine,,0,10,1,0,NORMAL,NOT_A_DEAD_END,1890s,1900-1930,1923-1936,TOO_LATE,internal_combustion,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/compression_ignition.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
dough_rollers,Dough Rollers,Laminoirs,Production,production,era_12,MOD_OVERRIDE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,conveyors,,0,1,1,0,NORMAL,NOT_A_DEAD_END,19th century mechanization,1880-1920,1923-1936,TOO_LATE,food_industrialization,NOT_EXPLICIT_AUTO_LAYOUT,KEEP,gfx/interface/icons/invention_icons/rollers.dds,yes,no,Active mod override. Historical dates are approximate audit windows; no implementation action is taken in TECH-4A.
