reference_id,scope,production_method_id,production_method_group,building_ids,file,line_or_block,gate_type,gate_expression,technology_id,technology_category,technology_era,technology_status,vanilla_requirement,mod_requirement,vanilla_mod_relationship,hidden_alias,pm_role,frozen_target,frozen_target_source,design_status,notes
PMTG-0001,EFFECTIVE_VANILLA,pm_aeroplane_production,pmg_aeroplanes,building_automotive_industry,common/production_methods/01_industry.txt,2221,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { military_aviation },military_aviation,military,era_10,VISIBLE_POST1836,unlocking_technologies = { military_aviation },INHERITED_FROM_VANILLA: unlocking_technologies = { military_aviation },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0053,EFFECTIVE_VANILLA,pm_saw_mills,pmg_base_building_logging_camp,building_logging_camp,common/production_methods/09_misc_resource.txt,20,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steelworking },steelworking,production,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { steelworking },INHERITED_FROM_VANILLA: unlocking_technologies = { steelworking },INHERITED_VANILLA,YES,INTERMEDIATE_PM,mechanical_tools,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0054,EFFECTIVE_VANILLA,pm_electric_saw_mills,pmg_base_building_logging_camp,building_logging_camp,common/production_methods/09_misc_resource.txt,44,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electrical_generation },electrical_generation,production,era_9,VISIBLE_POST1836,unlocking_technologies = { electrical_generation },INHERITED_FROM_VANILLA: unlocking_technologies = { electrical_generation },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0055,EFFECTIVE_VANILLA,pm_soil_enriching_farming,pmg_base_building_maize_farm,building_maize_farm,common/production_methods/02_agro.txt,46,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { intensive_agriculture },intensive_agriculture,production,era_5,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { intensive_agriculture },INHERITED_FROM_VANILLA: unlocking_technologies = { intensive_agriculture },INHERITED_VANILLA,YES,INTERMEDIATE_PM,advanced_crop_rotations,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0056,EFFECTIVE_VANILLA,pm_fertilization,pmg_base_building_maize_farm,building_maize_farm,common/production_methods/02_agro.txt,70,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { improved_fertilizer },improved_fertilizer,production,era_8,VISIBLE_POST1836,unlocking_technologies = { improved_fertilizer },INHERITED_FROM_VANILLA: unlocking_technologies = { improved_fertilizer },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0057,EFFECTIVE_VANILLA,pm_chemical_fertilizer,pmg_base_building_maize_farm,building_maize_farm,common/production_methods/02_agro.txt,99,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nitrogen_fixation },nitrogen_fixation,production,era_11,VISIBLE_POST1836,unlocking_technologies = { nitrogen_fixation },INHERITED_FROM_VANILLA: unlocking_technologies = { nitrogen_fixation },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0058,EFFECTIVE_VANILLA,pm_soil_enriching_farming,pmg_base_building_millet_farm,building_millet_farm,common/production_methods/02_agro.txt,46,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { intensive_agriculture },intensive_agriculture,production,era_5,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { intensive_agriculture },INHERITED_FROM_VANILLA: unlocking_technologies = { intensive_agriculture },INHERITED_VANILLA,YES,INTERMEDIATE_PM,advanced_crop_rotations,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0059,EFFECTIVE_VANILLA,pm_fertilization,pmg_base_building_millet_farm,building_millet_farm,common/production_methods/02_agro.txt,70,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { improved_fertilizer },improved_fertilizer,production,era_8,VISIBLE_POST1836,unlocking_technologies = { improved_fertilizer },INHERITED_FROM_VANILLA: unlocking_technologies = { improved_fertilizer },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0060,EFFECTIVE_VANILLA,pm_chemical_fertilizer,pmg_base_building_millet_farm,building_millet_farm,common/production_methods/02_agro.txt,99,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nitrogen_fixation },nitrogen_fixation,production,era_11,VISIBLE_POST1836,unlocking_technologies = { nitrogen_fixation },INHERITED_FROM_VANILLA: unlocking_technologies = { nitrogen_fixation },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0061,EFFECTIVE_VANILLA,pm_electric_engines,pmg_base_building_motor_industry,building_motor_industry,common/production_methods/01_industry.txt,1741,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electric_railway },electric_railway,production,era_10,VISIBLE_POST1836,unlocking_technologies = { electric_railway },INHERITED_FROM_VANILLA: unlocking_technologies = { electric_railway },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0062,EFFECTIVE_VANILLA,pm_diesel_engines,pmg_base_building_motor_industry,building_motor_industry,common/production_methods/01_industry.txt,1775,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0063,EFFECTIVE_VANILLA,pm_explosive_shells,pmg_base_building_munition_plant,building_munition_plant,common/production_methods/01_industry.txt,2611,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { dynamite },dynamite,production,era_8,VISIBLE_POST1836,unlocking_technologies = { dynamite },INHERITED_FROM_VANILLA: unlocking_technologies = { dynamite },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0064,EFFECTIVE_VANILLA,pm_naval_fortification_reinforced,pmg_base_building_naval_fortification,building_naval_fortification,common/production_methods/05_military.txt,465,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { breech_loading_artillery },breech_loading_artillery,military,era_8,VISIBLE_POST1836,unlocking_technologies = { breech_loading_artillery },INHERITED_FROM_VANILLA: unlocking_technologies = { breech_loading_artillery },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0065,EFFECTIVE_VANILLA,pm_naval_fortification_advanced,pmg_base_building_naval_fortification,building_naval_fortification,common/production_methods/05_military.txt,497,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { concrete_fortifications },concrete_fortifications,military,era_11,VISIBLE_POST1836,unlocking_technologies = { concrete_fortifications },INHERITED_FROM_VANILLA: unlocking_technologies = { concrete_fortifications },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0066,EFFECTIVE_VANILLA,pm_combustion_derricks,pmg_base_building_oil_rig,building_oil_rig,common/production_methods/09_misc_resource.txt,571,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { combustion_engine },combustion_engine,production,era_9,VISIBLE_POST1836,unlocking_technologies = { combustion_engine },INHERITED_FROM_VANILLA: unlocking_technologies = { combustion_engine },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0067,EFFECTIVE_VANILLA,automatic_irrigation_building_opium_plantation,pmg_base_building_opium_plantation,building_opium_plantation,common/production_methods/04_plantations.txt,281,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pumpjacks },pumpjacks,production,era_9,VISIBLE_POST1836,unlocking_technologies = { pumpjacks },INHERITED_FROM_VANILLA: unlocking_technologies = { pumpjacks },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0068,EFFECTIVE_VANILLA,pm_sulfite_pulping,pmg_base_building_paper_mill,building_paper_mill,common/production_methods/01_industry.txt,1127,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mechanical_tools },mechanical_tools,production,era_5,VISIBLE_TECH3A_I_VI,unlocking_technologies = { mechanical_tools },INHERITED_FROM_VANILLA: unlocking_technologies = { mechanical_tools },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0069,EFFECTIVE_VANILLA,pm_bleached_paper,pmg_base_building_paper_mill,building_paper_mill,common/production_methods/01_industry.txt,1157,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { chemical_bleaching },chemical_bleaching,production,era_4,VISIBLE_TECH3A_I_VI,unlocking_technologies = { chemical_bleaching },INHERITED_FROM_VANILLA: unlocking_technologies = { chemical_bleaching },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0070,EFFECTIVE_VANILLA,pm_industrial_port,pmg_base_building_port,building_port,common/production_methods/11_private_infrastructure.txt,41,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { gantry_cranes },gantry_cranes,military,era_8,VISIBLE_POST1836,unlocking_technologies = { gantry_cranes },INHERITED_FROM_VANILLA: unlocking_technologies = { gantry_cranes },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0071,EFFECTIVE_VANILLA,pm_modern_port,pmg_base_building_port,building_port,common/production_methods/11_private_infrastructure.txt,68,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { concrete_dockyards },concrete_dockyards,military,era_10,VISIBLE_POST1836,unlocking_technologies = { concrete_dockyards },INHERITED_FROM_VANILLA: unlocking_technologies = { concrete_dockyards },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0072,EFFECTIVE_VANILLA,pm_steam_trains,pmg_base_building_railway,building_railway,common/production_methods/11_private_infrastructure.txt,122,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steel_railway_cars },steel_railway_cars,production,era_8,VISIBLE_POST1836,unlocking_technologies = { steel_railway_cars },INHERITED_FROM_VANILLA: unlocking_technologies = { steel_railway_cars },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0073,EFFECTIVE_VANILLA,pm_steam_trains_principle_transport_3,pmg_base_building_railway,building_railway,common/production_methods/11_private_infrastructure.txt,155,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steel_railway_cars },steel_railway_cars,production,era_8,VISIBLE_POST1836,unlocking_technologies = { steel_railway_cars },INHERITED_FROM_VANILLA: unlocking_technologies = { steel_railway_cars },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0074,EFFECTIVE_VANILLA,pm_electric_trains,pmg_base_building_railway,building_railway,common/production_methods/11_private_infrastructure.txt,184,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electric_railway },electric_railway,production,era_10,VISIBLE_POST1836,unlocking_technologies = { electric_railway },INHERITED_FROM_VANILLA: unlocking_technologies = { electric_railway },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0075,EFFECTIVE_VANILLA,pm_electric_trains_principle_transport_3,pmg_base_building_railway,building_railway,common/production_methods/11_private_infrastructure.txt,219,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electric_railway },electric_railway,production,era_10,VISIBLE_POST1836,unlocking_technologies = { electric_railway },INHERITED_FROM_VANILLA: unlocking_technologies = { electric_railway },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0076,EFFECTIVE_VANILLA,pm_diesel_trains,pmg_base_building_railway,building_railway,common/production_methods/11_private_infrastructure.txt,250,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0077,EFFECTIVE_VANILLA,pm_diesel_trains_principle_transport_3,pmg_base_building_railway,building_railway,common/production_methods/11_private_infrastructure.txt,284,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0078,EFFECTIVE_VANILLA,pm_soil_enriching_farming_building_rice_farm,pmg_base_building_rice_farm,building_rice_farm,common/production_methods/02_agro.txt,324,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { intensive_agriculture },intensive_agriculture,production,era_5,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { intensive_agriculture },INHERITED_FROM_VANILLA: unlocking_technologies = { intensive_agriculture },INHERITED_VANILLA,YES,INTERMEDIATE_PM,advanced_crop_rotations,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0079,EFFECTIVE_VANILLA,pm_fertilization_building_rice_farm,pmg_base_building_rice_farm,building_rice_farm,common/production_methods/02_agro.txt,351,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { improved_fertilizer },improved_fertilizer,production,era_8,VISIBLE_POST1836,unlocking_technologies = { improved_fertilizer },INHERITED_FROM_VANILLA: unlocking_technologies = { improved_fertilizer },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0080,EFFECTIVE_VANILLA,pm_chemical_fertilizer_building_rice_farm,pmg_base_building_rice_farm,building_rice_farm,common/production_methods/02_agro.txt,374,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nitrogen_fixation },nitrogen_fixation,production,era_11,VISIBLE_POST1836,unlocking_technologies = { nitrogen_fixation },INHERITED_FROM_VANILLA: unlocking_technologies = { nitrogen_fixation },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0081,EFFECTIVE_VANILLA,automatic_irrigation_building_rubber_plantation,pmg_base_building_rubber_plantation,building_rubber_plantation,common/production_methods/09_misc_resource.txt,224,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pumpjacks },pumpjacks,production,era_9,VISIBLE_POST1836,unlocking_technologies = { pumpjacks },INHERITED_FROM_VANILLA: unlocking_technologies = { pumpjacks },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0082,EFFECTIVE_VANILLA,pm_soil_enriching_farming,pmg_base_building_rye_farm,building_rye_farm,common/production_methods/02_agro.txt,46,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { intensive_agriculture },intensive_agriculture,production,era_5,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { intensive_agriculture },INHERITED_FROM_VANILLA: unlocking_technologies = { intensive_agriculture },INHERITED_VANILLA,YES,INTERMEDIATE_PM,advanced_crop_rotations,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0083,EFFECTIVE_VANILLA,pm_fertilization,pmg_base_building_rye_farm,building_rye_farm,common/production_methods/02_agro.txt,70,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { improved_fertilizer },improved_fertilizer,production,era_8,VISIBLE_POST1836,unlocking_technologies = { improved_fertilizer },INHERITED_FROM_VANILLA: unlocking_technologies = { improved_fertilizer },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0084,EFFECTIVE_VANILLA,pm_chemical_fertilizer,pmg_base_building_rye_farm,building_rye_farm,common/production_methods/02_agro.txt,99,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nitrogen_fixation },nitrogen_fixation,production,era_11,VISIBLE_POST1836,unlocking_technologies = { nitrogen_fixation },INHERITED_FROM_VANILLA: unlocking_technologies = { nitrogen_fixation },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0085,EFFECTIVE_VANILLA,pm_complex_shipbuilding,pmg_base_building_shipyard,building_shipyard,common/production_methods/01_industry.txt,1940,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { screw_frigate },screw_frigate,military,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { screw_frigate },INHERITED_FROM_VANILLA: unlocking_technologies = { screw_frigate },INHERITED_VANILLA,YES,NAVAL_PM,,,DESIGN_REVIEW_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0086,EFFECTIVE_VANILLA,pm_metal_shipbuilding,pmg_base_building_shipyard,building_shipyard,common/production_methods/01_industry.txt,1987,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { gantry_cranes },gantry_cranes,military,era_8,VISIBLE_POST1836,unlocking_technologies = { gantry_cranes },INHERITED_FROM_VANILLA: unlocking_technologies = { gantry_cranes },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0087,EFFECTIVE_VANILLA,pm_arc_welding_shipbuilding,pmg_base_building_shipyard,building_shipyard,common/production_methods/01_industry.txt,2015,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { arc_welding },arc_welding,production,era_12,VISIBLE_POST1836,unlocking_technologies = { arc_welding },INHERITED_FROM_VANILLA: unlocking_technologies = { arc_welding },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0088,EFFECTIVE_VANILLA,automatic_irrigation_building_silk_plantation,pmg_base_building_silk_plantation,building_silk_plantation,common/production_methods/04_plantations.txt,643,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pumpjacks },pumpjacks,production,era_9,VISIBLE_POST1836,unlocking_technologies = { pumpjacks },INHERITED_FROM_VANILLA: unlocking_technologies = { pumpjacks },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0089,EFFECTIVE_VANILLA,automatic_irrigation_building_sugar_plantation,pmg_base_building_sugar_plantation,building_sugar_plantation,common/production_methods/04_plantations.txt,477,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pumpjacks },pumpjacks,production,era_9,VISIBLE_POST1836,unlocking_technologies = { pumpjacks },INHERITED_FROM_VANILLA: unlocking_technologies = { pumpjacks },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0090,EFFECTIVE_VANILLA,automatic_irrigation_building_tea_plantation,pmg_base_building_tea_plantation,building_tea_plantation,common/production_methods/04_plantations.txt,327,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pumpjacks },pumpjacks,production,era_9,VISIBLE_POST1836,unlocking_technologies = { pumpjacks },INHERITED_FROM_VANILLA: unlocking_technologies = { pumpjacks },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0091,EFFECTIVE_VANILLA,pm_dye_workshops,pmg_base_building_textile_mill,building_textile_mill,common/production_methods/01_industry.txt,297,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { lathe },lathe,production,era_5,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { lathe },INHERITED_FROM_VANILLA: unlocking_technologies = { lathe },INHERITED_VANILLA,YES,INTERMEDIATE_PM,,,DESIGN_REVIEW_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0092,EFFECTIVE_VANILLA,pm_sewing_machines,pmg_base_building_textile_mill,building_textile_mill,common/production_methods/01_industry.txt,322,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mechanized_workshops },mechanized_workshops,production,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { mechanized_workshops },INHERITED_FROM_VANILLA: unlocking_technologies = { mechanized_workshops },INHERITED_VANILLA,YES,INTERMEDIATE_PM,mechanized_weaving,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0093,EFFECTIVE_VANILLA,pm_electric_sewing_machines,pmg_base_building_textile_mill,building_textile_mill,common/production_methods/01_industry.txt,350,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electrical_capacitors },electrical_capacitors,production,era_9,VISIBLE_POST1836,unlocking_technologies = { electrical_capacitors },INHERITED_FROM_VANILLA: unlocking_technologies = { electrical_capacitors },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0094,EFFECTIVE_VANILLA,automatic_irrigation_building_tobacco_plantation,pmg_base_building_tobacco_plantation,building_tobacco_plantation,common/production_methods/04_plantations.txt,373,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pumpjacks },pumpjacks,production,era_9,VISIBLE_POST1836,unlocking_technologies = { pumpjacks },INHERITED_FROM_VANILLA: unlocking_technologies = { pumpjacks },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0095,EFFECTIVE_VANILLA,pm_pig_iron,pmg_base_building_tooling_workshop,building_tooling_workshop,common/production_methods/01_industry.txt,943,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steelworking },steelworking,production,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { steelworking },INHERITED_FROM_VANILLA: unlocking_technologies = { steelworking },INHERITED_VANILLA,YES,INTERMEDIATE_PM,coke_smelting,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0096,EFFECTIVE_VANILLA,pm_steel,pmg_base_building_tooling_workshop,building_tooling_workshop,common/production_methods/01_industry.txt,967,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mechanical_tools },mechanical_tools,production,era_5,VISIBLE_TECH3A_I_VI,unlocking_technologies = { mechanical_tools },INHERITED_FROM_VANILLA: unlocking_technologies = { mechanical_tools },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0097,EFFECTIVE_VANILLA,pm_rubber_grips,pmg_base_building_tooling_workshop,building_tooling_workshop,common/production_methods/01_industry.txt,991,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { vulcanization },vulcanization,production,era_8,VISIBLE_POST1836,unlocking_technologies = { vulcanization },INHERITED_FROM_VANILLA: unlocking_technologies = { vulcanization },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0098,EFFECTIVE_VANILLA,pm_philosophy_department,pmg_base_building_university,building_university,common/production_methods/07_government.txt,206,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { dialectics },dialectics,society,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { dialectics },INHERITED_FROM_VANILLA: unlocking_technologies = { dialectics },INHERITED_VANILLA,YES,INTERMEDIATE_PM,,,DESIGN_REVIEW_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0099,EFFECTIVE_VANILLA,pm_analytical_philosophy_department,pmg_base_building_university,building_university,common/production_methods/07_government.txt,237,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { analytical_philosophy },analytical_philosophy,society,era_11,VISIBLE_POST1836,unlocking_technologies = { analytical_philosophy },INHERITED_FROM_VANILLA: unlocking_technologies = { analytical_philosophy },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0100,EFFECTIVE_VANILLA,automatic_irrigation_building_vineyard,pmg_base_building_vineyard,building_vineyard,common/production_methods/02_agro.txt,699,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pumpjacks },pumpjacks,production,era_9,VISIBLE_POST1836,unlocking_technologies = { pumpjacks },INHERITED_FROM_VANILLA: unlocking_technologies = { pumpjacks },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0101,EFFECTIVE_VANILLA,pm_steam_whaling_ships,pmg_base_building_whaling_station,building_whaling_station,common/production_methods/09_misc_resource.txt,437,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { gantry_cranes },gantry_cranes,military,era_8,VISIBLE_POST1836,unlocking_technologies = { gantry_cranes },INHERITED_FROM_VANILLA: unlocking_technologies = { gantry_cranes },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0102,EFFECTIVE_VANILLA,pm_soil_enriching_farming,pmg_base_building_wheat_farm,building_wheat_farm,common/production_methods/02_agro.txt,46,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { intensive_agriculture },intensive_agriculture,production,era_5,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { intensive_agriculture },INHERITED_FROM_VANILLA: unlocking_technologies = { intensive_agriculture },INHERITED_VANILLA,YES,INTERMEDIATE_PM,advanced_crop_rotations,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0103,EFFECTIVE_VANILLA,pm_fertilization,pmg_base_building_wheat_farm,building_wheat_farm,common/production_methods/02_agro.txt,70,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { improved_fertilizer },improved_fertilizer,production,era_8,VISIBLE_POST1836,unlocking_technologies = { improved_fertilizer },INHERITED_FROM_VANILLA: unlocking_technologies = { improved_fertilizer },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
