production_method_group,building_ids,previous_pm,previous_pm_technology,next_pm,next_pm_technology,technology_dependency_exists,same_category,era_order_valid,progression_class,skip_risk,recommended_review,pre_transfer_recommended_review,post_transfer_status,notes
pmg_base_building_wheat_farm,building_wheat_farm,pm_soil_enriching_farming,advanced_crop_rotations,pm_fertilization,improved_fertilizer,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,DESIGN_REVIEW_REQUIRED,CLASSIFICATION_CHANGED_OTHER,Graph does not require preceding gate before next gate.
pmg_base_building_wheat_farm,building_wheat_farm,pm_fertilization,improved_fertilizer,pm_chemical_fertilizer,nitrogen_fixation,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_canning,building_food_industry,pm_disabled_canning,NONE,pm_cannery,canneries,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_canning,building_food_industry,pm_cannery,canneries,pm_cannery_fish,canneries,YES,YES,YES,PARALLEL_SPECIALIZATION,NOT_APPLICABLE,PM_PROGRESSION_INTENTIONAL_PARALLEL,PM_PROGRESSION_INTENTIONAL_PARALLEL,NOT_APPLICABLE,Alternative branch or same-gate specialization.
pmg_canning,building_food_industry,pm_cannery_fish,canneries,pm_vacuum_canning,vacuum_canning,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_canning,building_food_industry,pm_vacuum_canning,vacuum_canning,pm_vacuum_canning_principle_3,vacuum_canning,YES,YES,YES,PARALLEL_SPECIALIZATION,NOT_APPLICABLE,PM_PROGRESSION_INTENTIONAL_PARALLEL,PM_PROGRESSION_INTENTIONAL_PARALLEL,NOT_APPLICABLE,Alternative branch or same-gate specialization.
pmg_distillery,building_food_industry,pm_disabled_distillery,NONE,pm_pot_stills,distillation,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_distillery,building_food_industry,pm_pot_stills,distillation,pm_patent_stills,fractional_distillation,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_equipment,building_logging_camp,pm_no_equipment,NONE,pm_steam_donkey_building_logging_camp,steam_donkey,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_equipment,building_logging_camp,pm_steam_donkey_building_logging_camp,steam_donkey,pm_chainsaws,combustion_engine,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_explosives_building_chemical_plant,building_explosives_factory,pm_leblanc_process,NONE,pm_ammonia,NONE,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_explosives_building_chemical_plant,building_explosives_factory,pm_ammonia,NONE,soda_process,NONE,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_explosives_building_chemical_plant,building_explosives_factory,soda_process,NONE,pm_vacuum_evaporation,dynamite,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_explosives_building_chemical_plant,building_explosives_factory,pm_vacuum_evaporation,dynamite,pm_brine_electrolysis,electrical_capacitors,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_explosives_building_coal_mine,building_coal_mine,pm_no_explosives,NONE,pm_nitroglycerin_building_coal_mine,nitroglycerin,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_explosives_building_coal_mine,building_coal_mine,pm_nitroglycerin_building_coal_mine,nitroglycerin,pm_dynamite_building_coal_mine,dynamite,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_explosives_building_gold_mine,building_gold_mine,pm_no_explosives,NONE,pm_nitroglycerin_building_gold_mine,nitroglycerin,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_explosives_building_gold_mine,building_gold_mine,pm_nitroglycerin_building_gold_mine,nitroglycerin,pm_dynamite_building_gold_mine,dynamite,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_explosives_building_iron_mine,building_iron_mine,pm_no_explosives,NONE,pm_nitroglycerin_building_iron_mine,nitroglycerin,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_explosives_building_iron_mine,building_iron_mine,pm_nitroglycerin_building_iron_mine,nitroglycerin,pm_dynamite_building_iron_mine,dynamite,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_explosives_building_lead_mine,building_lead_mine,pm_no_explosives,NONE,pm_nitroglycerin_building_lead_mine,nitroglycerin,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_explosives_building_lead_mine,building_lead_mine,pm_nitroglycerin_building_lead_mine,nitroglycerin,pm_dynamite_building_lead_mine,dynamite,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_explosives_building_sulfur_mine,building_sulfur_mine,pm_no_explosives,NONE,pm_nitroglycerin_building_sulfur_mine,nitroglycerin,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_explosives_building_sulfur_mine,building_sulfur_mine,pm_nitroglycerin_building_sulfur_mine,nitroglycerin,pm_dynamite_building_sulfur_mine,dynamite,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_fencing,building_livestock_ranch,pm_standard_fences,NONE,pm_barbed_wire_fences,field_works,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_fencing,building_livestock_ranch,pm_barbed_wire_fences,field_works,pm_electric_fencing,electrical_generation,NO,NO,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_fertilizer_production,building_chemical_plant,pm_artificial_fertilizers,NONE,pm_improved_fertilizer,improved_fertilizer,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_fertilizer_production,building_chemical_plant,pm_improved_fertilizer,improved_fertilizer,pm_nitrogen_fixation,nitrogen_fixation,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_firearms_manufacturing,building_arms_industry,pm_muskets,NONE,pm_rifles,rifling,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_firearms_manufacturing,building_arms_industry,pm_rifles,rifling,pm_repeaters,repeaters,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_firearms_manufacturing,building_arms_industry,pm_repeaters,repeaters,pm_bolt_action_rifles,bolt_action_rifles,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_foundries,building_artillery_foundry,pm_cannons,standardized_field_artillery,pm_smoothbores,shell_gun,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,DESIGN_REVIEW_REQUIRED,RESOLVED_BY_FROZEN_TRANSFER,Previous gate is identical to or ancestor of a next gate.
pmg_foundries,building_artillery_foundry,pm_smoothbores,shell_gun,pm_breech_loaders,breech_loading_artillery,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_foundries,building_artillery_foundry,pm_breech_loaders,breech_loading_artillery,pm_recoiled_barrels,automatic_machine_guns,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_harvesting_process_building_maize_farm,building_maize_farm,pm_tools_disabled,NONE,pm_tools,NONE,YES,NOT_APPLICABLE,NOT_APPLICABLE,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_harvesting_process_building_maize_farm,building_maize_farm,pm_tools,NONE,pm_steam_threshers,threshing_machine,YES,NOT_APPLICABLE,NOT_APPLICABLE,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_harvesting_process_building_maize_farm,building_maize_farm,pm_steam_threshers,threshing_machine,pm_tractors,mechanized_farming,YES,YES,YES,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_harvesting_process_building_maize_farm,building_maize_farm,pm_tractors,mechanized_farming,pm_compression_ignition_tractors,compression_ignition,YES,YES,YES,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_harvesting_process_building_millet_farm,building_millet_farm,pm_tools_disabled,NONE,pm_tools,NONE,YES,NOT_APPLICABLE,NOT_APPLICABLE,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_harvesting_process_building_millet_farm,building_millet_farm,pm_tools,NONE,pm_steam_threshers,threshing_machine,YES,NOT_APPLICABLE,NOT_APPLICABLE,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_harvesting_process_building_millet_farm,building_millet_farm,pm_steam_threshers,threshing_machine,pm_tractors,mechanized_farming,YES,YES,YES,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_harvesting_process_building_millet_farm,building_millet_farm,pm_tractors,mechanized_farming,pm_compression_ignition_tractors,compression_ignition,YES,YES,YES,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_harvesting_process_building_rye_farm,building_rye_farm,pm_tools_disabled,NONE,pm_tools,NONE,YES,NOT_APPLICABLE,NOT_APPLICABLE,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_harvesting_process_building_rye_farm,building_rye_farm,pm_tools,NONE,pm_steam_threshers,threshing_machine,YES,NOT_APPLICABLE,NOT_APPLICABLE,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_harvesting_process_building_rye_farm,building_rye_farm,pm_steam_threshers,threshing_machine,pm_tractors,mechanized_farming,YES,YES,YES,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_harvesting_process_building_rye_farm,building_rye_farm,pm_tractors,mechanized_farming,pm_compression_ignition_tractors,compression_ignition,YES,YES,YES,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_harvesting_process_building_wheat_farm,building_wheat_farm,pm_tools_disabled,NONE,pm_tools,NONE,YES,NOT_APPLICABLE,NOT_APPLICABLE,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_harvesting_process_building_wheat_farm,building_wheat_farm,pm_tools,NONE,pm_steam_threshers,threshing_machine,YES,NOT_APPLICABLE,NOT_APPLICABLE,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_harvesting_process_building_wheat_farm,building_wheat_farm,pm_steam_threshers,threshing_machine,pm_tractors,mechanized_farming,YES,YES,YES,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_harvesting_process_building_wheat_farm,building_wheat_farm,pm_tractors,mechanized_farming,pm_compression_ignition_tractors,compression_ignition,YES,YES,YES,SECONDARY_OUTPUT_BRANCH,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_military_base,NONE_RESOLVED,pm_military_shipbuilding_wooden,NONE,pm_military_shipbuilding_wooden_2,screw_frigate,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_military_base,NONE_RESOLVED,pm_military_shipbuilding_wooden_2,screw_frigate,pm_military_shipbuilding_steam,ironclad_tech,NO,YES,YES,LINEAR_SUCCESSION,POSSIBLE,DESIGN_REVIEW_REQUIRED,DESIGN_REVIEW_REQUIRED,UNCHANGED_DESIGN_REVIEW,Missing dependency with a preserved hidden alias; design review remains required.
pmg_military_base,NONE_RESOLVED,pm_military_shipbuilding_steam,ironclad_tech,pm_military_shipbuilding_steam_2,arc_welding,NO,NO,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_mining_equipment_building_coal_mine,building_coal_mine,pm_picks_and_shovels_building_coal_mine,NONE,pm_atmospheric_engine_pump_building_coal_mine,atmospheric_engine,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_mining_equipment_building_coal_mine,building_coal_mine,pm_atmospheric_engine_pump_building_coal_mine,atmospheric_engine,pm_condensing_engine_pump_building_coal_mine,watertube_boiler,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_mining_equipment_building_coal_mine,building_coal_mine,pm_condensing_engine_pump_building_coal_mine,watertube_boiler,pm_diesel_pump_building_coal_mine,compression_ignition,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_mining_equipment_building_gold_mine,building_gold_mine,pm_picks_and_shovels_building_gold_mine,NONE,pm_atmospheric_engine_pump_building_gold_mine,atmospheric_engine,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_mining_equipment_building_gold_mine,building_gold_mine,pm_atmospheric_engine_pump_building_gold_mine,atmospheric_engine,pm_condensing_engine_pump_building_gold_mine,watertube_boiler,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_mining_equipment_building_gold_mine,building_gold_mine,pm_condensing_engine_pump_building_gold_mine,watertube_boiler,pm_diesel_pump_building_gold_mine,compression_ignition,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_mining_equipment_building_iron_mine,building_iron_mine,pm_picks_and_shovels_building_iron_mine,NONE,pm_atmospheric_engine_pump_building_iron_mine,atmospheric_engine,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_mining_equipment_building_iron_mine,building_iron_mine,pm_atmospheric_engine_pump_building_iron_mine,atmospheric_engine,pm_condensing_engine_pump_building_iron_mine,watertube_boiler,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_mining_equipment_building_iron_mine,building_iron_mine,pm_condensing_engine_pump_building_iron_mine,watertube_boiler,pm_diesel_pump_building_iron_mine,compression_ignition,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_mining_equipment_building_lead_mine,building_lead_mine,pm_picks_and_shovels_building_lead_mine,NONE,pm_atmospheric_engine_pump_building_lead_mine,atmospheric_engine,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_mining_equipment_building_lead_mine,building_lead_mine,pm_atmospheric_engine_pump_building_lead_mine,atmospheric_engine,pm_condensing_engine_pump_building_lead_mine,watertube_boiler,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_mining_equipment_building_lead_mine,building_lead_mine,pm_condensing_engine_pump_building_lead_mine,watertube_boiler,pm_diesel_pump_building_lead_mine,compression_ignition,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_mining_equipment_building_sulfur_mine,building_sulfur_mine,pm_picks_and_shovels_building_sulfur_mine,NONE,pm_atmospheric_engine_pump_building_sulfur_mine,atmospheric_engine,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_mining_equipment_building_sulfur_mine,building_sulfur_mine,pm_atmospheric_engine_pump_building_sulfur_mine,atmospheric_engine,pm_condensing_engine_pump_building_sulfur_mine,watertube_boiler,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_mining_equipment_building_sulfur_mine,building_sulfur_mine,pm_condensing_engine_pump_building_sulfur_mine,watertube_boiler,pm_diesel_pump_building_sulfur_mine,compression_ignition,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_naval_theory,NONE_RESOLVED,pm_no_naval_theory,NONE,pm_power_of_the_purse,state_dockyard_systems,YES,NOT_APPLICABLE,NOT_APPLICABLE,PARALLEL_SPECIALIZATION,NOT_APPLICABLE,PM_PROGRESSION_INTENTIONAL_PARALLEL,PM_PROGRESSION_INTENTIONAL_PARALLEL,NOT_APPLICABLE,Alternative branch or same-gate specialization.
pmg_naval_theory,NONE_RESOLVED,pm_power_of_the_purse,state_dockyard_systems,pm_jeune_ecole,jeune_ecole,YES,YES,YES,PARALLEL_SPECIALIZATION,NOT_APPLICABLE,PM_PROGRESSION_INTENTIONAL_PARALLEL,PM_PROGRESSION_INTENTIONAL_PARALLEL,NOT_APPLICABLE,Alternative branch or same-gate specialization.
pmg_naval_theory,NONE_RESOLVED,pm_jeune_ecole,jeune_ecole,pm_sea_lane_strategies,sea_lane_strategies,YES,YES,YES,PARALLEL_SPECIALIZATION,NOT_APPLICABLE,PM_PROGRESSION_INTENTIONAL_PARALLEL,PM_PROGRESSION_INTENTIONAL_PARALLEL,NOT_APPLICABLE,Alternative branch or same-gate specialization.
pmg_naval_theory,NONE_RESOLVED,pm_sea_lane_strategies,sea_lane_strategies,pm_battlefleet_tactics,battlefleet_tactics,YES,YES,YES,PARALLEL_SPECIALIZATION,NOT_APPLICABLE,PM_PROGRESSION_INTENTIONAL_PARALLEL,PM_PROGRESSION_INTENTIONAL_PARALLEL,NOT_APPLICABLE,Alternative branch or same-gate specialization.
pmg_ownership_building_art_academy,building_art_academy,pm_traditional_patronage,NONE,pm_bourgeoisie_patronage,realism,YES,NOT_APPLICABLE,NOT_APPLICABLE,OWNERSHIP_BRANCH,NOT_APPLICABLE,PM_PROGRESSION_INTENTIONAL_PARALLEL,PM_PROGRESSION_INTENTIONAL_PARALLEL,NOT_APPLICABLE,Alternative branch or same-gate specialization.
pmg_ownership_building_art_academy,building_art_academy,pm_bourgeoisie_patronage,realism,pm_independent_artists,realism,YES,YES,YES,OWNERSHIP_BRANCH,NOT_APPLICABLE,PM_PROGRESSION_INTENTIONAL_PARALLEL,PM_PROGRESSION_INTENTIONAL_PARALLEL,NOT_APPLICABLE,Alternative branch or same-gate specialization.
pmg_public_transport,building_urban_center,pm_no_public_transport,NONE,pm_public_trams,railways,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_public_transport,building_urban_center,pm_public_trams,railways,pm_public_motor_carriages,combustion_engine,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_refinement_building_sugar_plantation,building_sugar_plantation,ox_driven_rollers_sugar,NONE,vacuum_pan_sugar,watertube_boiler,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_refinement_building_sugar_plantation,building_sugar_plantation,vacuum_pan_sugar,watertube_boiler,steam_powered_evaporation_sugar,fractional_distillation,NO,YES,NO,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_refinement_building_sugar_plantation,building_sugar_plantation,steam_powered_evaporation_sugar,fractional_distillation,centrifugal_machine_sugar,rotary_valve_engine,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_refrigeration_building_fishing_wharf,building_fishing_wharf,pm_unrefrigerated,NONE,pm_refrigerated_storage_building_fishing_wharf,pasteurization,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_refrigeration_building_fishing_wharf,building_fishing_wharf,pm_refrigerated_storage_building_fishing_wharf,pasteurization,pm_refrigerated_rail_cars_building_fishing_wharf,electric_railway,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_refrigeration_building_fishing_wharf,building_fishing_wharf,pm_refrigerated_rail_cars_building_fishing_wharf,electric_railway,pm_flash_freezing_building_fishing_wharf,flash_freezing,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_refrigeration_building_livestock_ranch,building_livestock_ranch,pm_unrefrigerated,NONE,pm_refrigerated_storage_building_livestock_ranch,pasteurization,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_refrigeration_building_livestock_ranch,building_livestock_ranch,pm_refrigerated_storage_building_livestock_ranch,pasteurization,pm_refrigerated_rail_cars_building_livestock_ranch,electric_railway,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_refrigeration_building_whaling_station,building_whaling_station,pm_unrefrigerated,NONE,pm_refrigerated_storage_building_whaling_station,pasteurization,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
