tech_id,category,era,vanilla_prerequisites,prerequisite_edge_count,cross_category_edge_count,validation_status,source
psychoanalysis,society,era_4,philosophical_pragmatism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
zeppelins,society,era_4,steel_frame_buildings,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
analytical_philosophy,society,era_5,psychoanalysis,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
antibiotics,society,era_5,malaria_prevention,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
behaviorism,society,era_5,psychoanalysis,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
macroeconomics,society,era_5,international_exchange_standards;corporate_management,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
mass_propaganda,society,era_5,political_agitation;film,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
mass_surveillance,society,era_5,central_planning,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
modern_financial_instruments,society,era_5,international_exchange_standards,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
paved_roads,society,era_5,elevator,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
