relative_path,object_type,object_id,vanilla_11311_state,old_steam_state,current_steam_state,fork_current_state,steam_delta_type,steam_change_classification,new_or_updated_shadow,same_object_fork_collision,tech_tree_collision,vanilla_11311_collision,tree_requirement_collision,fork_status,proposed_action,exact_future_path,evidence,notes
common/journal_entries/00_alaska.txt,FILE,,PRESENT:7b98047c64792c0f933987edfe3af35a,PRESENT:7b98047c64792c0f933987edfe3af35a,PRESENT:90418704441ef63ddf803769675f365b,PRESENT:90418704441ef63ddf803769675f365b,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_alaska.txt,XXH3 old=7b98047c64792c0f933987edfe3af35a; current=90418704441ef63ddf803769675f365b; fork=90418704441ef63ddf803769675f365b; vanilla=7b98047c64792c0f933987edfe3af35a.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_antarctica.txt,FILE,,PRESENT:46e778becb714eec88288e2662741df2,PRESENT:46e778becb714eec88288e2662741df2,PRESENT:d17cadca08c6279e11947818ec1c953c,PRESENT:d17cadca08c6279e11947818ec1c953c,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_antarctica.txt,XXH3 old=46e778becb714eec88288e2662741df2; current=d17cadca08c6279e11947818ec1c953c; fork=d17cadca08c6279e11947818ec1c953c; vanilla=46e778becb714eec88288e2662741df2.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_assassination.txt,FILE,,PRESENT:a6607c862344f669095082840e931f63,PRESENT:a6607c862344f669095082840e931f63,PRESENT:d665ed0bb226f73cc5c17dacc1c2910c,PRESENT:d665ed0bb226f73cc5c17dacc1c2910c,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_assassination.txt,XXH3 old=a6607c862344f669095082840e931f63; current=d665ed0bb226f73cc5c17dacc1c2910c; fork=d665ed0bb226f73cc5c17dacc1c2910c; vanilla=a6607c862344f669095082840e931f63.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_autocracy.txt,FILE,,PRESENT:de01750933bdf5705c35a0e3c7f49240,PRESENT:de01750933bdf5705c35a0e3c7f49240,PRESENT:0564aebb691ffbc47dd953dd265440b1,PRESENT:0564aebb691ffbc47dd953dd265440b1,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_autocracy.txt,XXH3 old=de01750933bdf5705c35a0e3c7f49240; current=0564aebb691ffbc47dd953dd265440b1; fork=0564aebb691ffbc47dd953dd265440b1; vanilla=de01750933bdf5705c35a0e3c7f49240.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_belle_epoque.txt,FILE,,PRESENT:98db219913ae95a96072907753b88bca,PRESENT:98db219913ae95a96072907753b88bca,PRESENT:7d5cd3a0fb51ec900622e14eca17e3c8,PRESENT:7d5cd3a0fb51ec900622e14eca17e3c8,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_belle_epoque.txt,XXH3 old=98db219913ae95a96072907753b88bca; current=7d5cd3a0fb51ec900622e14eca17e3c8; fork=7d5cd3a0fb51ec900622e14eca17e3c8; vanilla=98db219913ae95a96072907753b88bca.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_boxer_rebellion.txt,FILE,,PRESENT:33d54ac59242f06dfbc73d20899f3291,PRESENT:33d54ac59242f06dfbc73d20899f3291,PRESENT:e1304e980ef69ae717408555ba83e607,PRESENT:e1304e980ef69ae717408555ba83e607,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_boxer_rebellion.txt,XXH3 old=33d54ac59242f06dfbc73d20899f3291; current=e1304e980ef69ae717408555ba83e607; fork=e1304e980ef69ae717408555ba83e607; vanilla=33d54ac59242f06dfbc73d20899f3291.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_canada_australia.txt,FILE,,PRESENT:e8b5a66475962b4115571d31eafcef58,PRESENT:e8b5a66475962b4115571d31eafcef58,PRESENT:967ea965347dc133a5d49da54287570f,PRESENT:967ea965347dc133a5d49da54287570f,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_canada_australia.txt,XXH3 old=e8b5a66475962b4115571d31eafcef58; current=967ea965347dc133a5d49da54287570f; fork=967ea965347dc133a5d49da54287570f; vanilla=e8b5a66475962b4115571d31eafcef58.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_canals.txt,FILE,,PRESENT:936497c7bd917f70d5ca055759d4a413,PRESENT:936497c7bd917f70d5ca055759d4a413,PRESENT:29d14b657afba0d5e6e90ce7fb713171,PRESENT:29d14b657afba0d5e6e90ce7fb713171,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_canals.txt,XXH3 old=936497c7bd917f70d5ca055759d4a413; current=29d14b657afba0d5e6e90ce7fb713171; fork=29d14b657afba0d5e6e90ce7fb713171; vanilla=936497c7bd917f70d5ca055759d4a413.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_central_africa.txt,FILE,,PRESENT:d2835b135487217d8c1addec493da0d9,PRESENT:d2835b135487217d8c1addec493da0d9,PRESENT:954b9d05c586e5d14cdac5b89d610248,PRESENT:954b9d05c586e5d14cdac5b89d610248,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_central_africa.txt,XXH3 old=d2835b135487217d8c1addec493da0d9; current=954b9d05c586e5d14cdac5b89d610248; fork=954b9d05c586e5d14cdac5b89d610248; vanilla=d2835b135487217d8c1addec493da0d9.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_central_and_south_america.txt,FILE,,PRESENT:31bc3c306c481b9f340886e2643787ac,PRESENT:31bc3c306c481b9f340886e2643787ac,PRESENT:a45e351a99a679a54de8a1c9610e2c4e,PRESENT:a45e351a99a679a54de8a1c9610e2c4e,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_central_and_south_america.txt,XXH3 old=31bc3c306c481b9f340886e2643787ac; current=a45e351a99a679a54de8a1c9610e2c4e; fork=a45e351a99a679a54de8a1c9610e2c4e; vanilla=31bc3c306c481b9f340886e2643787ac.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_communism.txt,FILE,,PRESENT:45c992da3f270fa3fec30464758905c2,PRESENT:45c992da3f270fa3fec30464758905c2,PRESENT:d26756ee74015a5ceb24a924bf383286,PRESENT:d26756ee74015a5ceb24a924bf383286,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_communism.txt,XXH3 old=45c992da3f270fa3fec30464758905c2; current=d26756ee74015a5ceb24a924bf383286; fork=d26756ee74015a5ceb24a924bf383286; vanilla=45c992da3f270fa3fec30464758905c2.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_congo.txt,FILE,,PRESENT:1edeb084dc5fcd97642d9c93c1bab8a9,PRESENT:1edeb084dc5fcd97642d9c93c1bab8a9,PRESENT:8f80916f6bd8a6189adadd272de35b4e,PRESENT:8f80916f6bd8a6189adadd272de35b4e,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_congo.txt,XXH3 old=1edeb084dc5fcd97642d9c93c1bab8a9; current=8f80916f6bd8a6189adadd272de35b4e; fork=8f80916f6bd8a6189adadd272de35b4e; vanilla=1edeb084dc5fcd97642d9c93c1bab8a9.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_congo_free_state.txt,FILE,,PRESENT:e3b2d78b884e27e25c3cb2efe524d315,PRESENT:e3b2d78b884e27e25c3cb2efe524d315,PRESENT:066fffd15395d6f17019fcaeae16b4cf,PRESENT:066fffd15395d6f17019fcaeae16b4cf,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_congo_free_state.txt,XXH3 old=e3b2d78b884e27e25c3cb2efe524d315; current=066fffd15395d6f17019fcaeae16b4cf; fork=066fffd15395d6f17019fcaeae16b4cf; vanilla=e3b2d78b884e27e25c3cb2efe524d315.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_corn_laws.txt,FILE,,PRESENT:d32b2c16ac9d66aa3a0ee1300be4ae91,PRESENT:d32b2c16ac9d66aa3a0ee1300be4ae91,PRESENT:d14c0583c77913caf8175d2daa0dff93,PRESENT:d14c0583c77913caf8175d2daa0dff93,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_corn_laws.txt,XXH3 old=d32b2c16ac9d66aa3a0ee1300be4ae91; current=d14c0583c77913caf8175d2daa0dff93; fork=d14c0583c77913caf8175d2daa0dff93; vanilla=d32b2c16ac9d66aa3a0ee1300be4ae91.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_east_indies.txt,FILE,,PRESENT:1522bec0e873450c19798182626fe6a1,PRESENT:1522bec0e873450c19798182626fe6a1,PRESENT:5a9271b2c1ffdde2f17369d89701f8fb,PRESENT:5a9271b2c1ffdde2f17369d89701f8fb,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_east_indies.txt,XXH3 old=1522bec0e873450c19798182626fe6a1; current=5a9271b2c1ffdde2f17369d89701f8fb; fork=5a9271b2c1ffdde2f17369d89701f8fb; vanilla=1522bec0e873450c19798182626fe6a1.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_establish_colonial_administration.txt,FILE,,PRESENT:f355c677ad3c01d85aed1da7dcbe7188,PRESENT:f355c677ad3c01d85aed1da7dcbe7188,PRESENT:d411f91ef4165afbc6dae0987c8fa463,PRESENT:6d252f85e2eb4661de6956cbd9964bed,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,FILE_SCOPE_REVIEW,NO,YES,NO,REQUIRES_MANUAL_RECONCILIATION,Diff changed objects and merge only useful semantics; preserve fork intent.,common/journal_entries/00_establish_colonial_administration.txt,XXH3 old=f355c677ad3c01d85aed1da7dcbe7188; current=d411f91ef4165afbc6dae0987c8fa463; fork=6d252f85e2eb4661de6956cbd9964bed; vanilla=f355c677ad3c01d85aed1da7dcbe7188.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_ethiopia.txt,FILE,,PRESENT:be8fa16f4746f46f7c45a09846f715c4,PRESENT:be8fa16f4746f46f7c45a09846f715c4,PRESENT:67e5e31943731461a9b8bf7d924d13b9,PRESENT:37c3650e41841333fa22d31bcbb1f366,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,FILE_SCOPE_REVIEW,NO,YES,NO,REQUIRES_MANUAL_RECONCILIATION,Diff changed objects and merge only useful semantics; preserve fork intent.,common/journal_entries/00_ethiopia.txt,XXH3 old=be8fa16f4746f46f7c45a09846f715c4; current=67e5e31943731461a9b8bf7d924d13b9; fork=37c3650e41841333fa22d31bcbb1f366; vanilla=be8fa16f4746f46f7c45a09846f715c4.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_fascism.txt,FILE,,PRESENT:8ff314a8aedc835fa3e49b09cdbec772,PRESENT:8ff314a8aedc835fa3e49b09cdbec772,PRESENT:0c0dbfe54517902bff2ae5ed71ce5c1c,PRESENT:0c0dbfe54517902bff2ae5ed71ce5c1c,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_fascism.txt,XXH3 old=8ff314a8aedc835fa3e49b09cdbec772; current=0c0dbfe54517902bff2ae5ed71ce5c1c; fork=0c0dbfe54517902bff2ae5ed71ce5c1c; vanilla=8ff314a8aedc835fa3e49b09cdbec772.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_german_unification.txt,FILE,,PRESENT:1ba301dd5464249fa9070fc08990e86f,PRESENT:1ba301dd5464249fa9070fc08990e86f,PRESENT:f7040677304eb57ed71a2f57f9bf21b3,PRESENT:f7040677304eb57ed71a2f57f9bf21b3,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_german_unification.txt,XXH3 old=1ba301dd5464249fa9070fc08990e86f; current=f7040677304eb57ed71a2f57f9bf21b3; fork=f7040677304eb57ed71a2f57f9bf21b3; vanilla=1ba301dd5464249fa9070fc08990e86f.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_grand_exhibition.txt,FILE,,PRESENT:a4dcc9a4d2f6bf5b56fd0254a70f7b67,PRESENT:a4dcc9a4d2f6bf5b56fd0254a70f7b67,PRESENT:078c2012028a8d6fe4a89eb4975200e8,PRESENT:078c2012028a8d6fe4a89eb4975200e8,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_grand_exhibition.txt,XXH3 old=a4dcc9a4d2f6bf5b56fd0254a70f7b67; current=078c2012028a8d6fe4a89eb4975200e8; fork=078c2012028a8d6fe4a89eb4975200e8; vanilla=a4dcc9a4d2f6bf5b56fd0254a70f7b67.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_greek_nationalism.txt,FILE,,PRESENT:a22b300c6b394501ae5b7417ba3c2392,PRESENT:a22b300c6b394501ae5b7417ba3c2392,PRESENT:88dac8d1b7fde0096a195104da4832d4,PRESENT:88dac8d1b7fde0096a195104da4832d4,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_greek_nationalism.txt,XXH3 old=a22b300c6b394501ae5b7417ba3c2392; current=88dac8d1b7fde0096a195104da4832d4; fork=88dac8d1b7fde0096a195104da4832d4; vanilla=a22b300c6b394501ae5b7417ba3c2392.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_hawaii.txt,FILE,,PRESENT:b157151d3d257287235253fac807f7f0,PRESENT:b157151d3d257287235253fac807f7f0,PRESENT:29fb1388b5814f9ab76380961eae4486,PRESENT:29fb1388b5814f9ab76380961eae4486,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_hawaii.txt,XXH3 old=b157151d3d257287235253fac807f7f0; current=29fb1388b5814f9ab76380961eae4486; fork=29fb1388b5814f9ab76380961eae4486; vanilla=b157151d3d257287235253fac807f7f0.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_ig_agendas.txt,FILE,,PRESENT:a9f96e6619bee2f6548588e2a465f9bb,PRESENT:a9f96e6619bee2f6548588e2a465f9bb,PRESENT:8db3c4e9ab4eff7a2ec30139391235a3,PRESENT:8db3c4e9ab4eff7a2ec30139391235a3,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_ig_agendas.txt,XXH3 old=a9f96e6619bee2f6548588e2a465f9bb; current=8db3c4e9ab4eff7a2ec30139391235a3; fork=8db3c4e9ab4eff7a2ec30139391235a3; vanilla=a9f96e6619bee2f6548588e2a465f9bb.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_impose_law.txt,FILE,,PRESENT:e49b7c26a347a1ee619727c779aa3c2a,PRESENT:e49b7c26a347a1ee619727c779aa3c2a,PRESENT:d5acca0438755e8746378ec4272c3791,PRESENT:d5acca0438755e8746378ec4272c3791,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_impose_law.txt,XXH3 old=e49b7c26a347a1ee619727c779aa3c2a; current=d5acca0438755e8746378ec4272c3791; fork=d5acca0438755e8746378ec4272c3791; vanilla=e49b7c26a347a1ee619727c779aa3c2a.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_indian_removal.txt,FILE,,PRESENT:dc5344e2253c4f3390dab4bb92d12f45,PRESENT:dc5344e2253c4f3390dab4bb92d12f45,PRESENT:ffff1366d9db5d6198b262d0327ed66d,PRESENT:ffff1366d9db5d6198b262d0327ed66d,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_indian_removal.txt,XXH3 old=dc5344e2253c4f3390dab4bb92d12f45; current=ffff1366d9db5d6198b262d0327ed66d; fork=ffff1366d9db5d6198b262d0327ed66d; vanilla=dc5344e2253c4f3390dab4bb92d12f45.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_italian_unification.txt,FILE,,PRESENT:7581f31090ebed612f6b710fb7a8f202,PRESENT:7581f31090ebed612f6b710fb7a8f202,PRESENT:ab9e93855047df60b6133fc0d461134f,PRESENT:ab9e93855047df60b6133fc0d461134f,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_italian_unification.txt,XXH3 old=7581f31090ebed612f6b710fb7a8f202; current=ab9e93855047df60b6133fc0d461134f; fork=ab9e93855047df60b6133fc0d461134f; vanilla=7581f31090ebed612f6b710fb7a8f202.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_krakatoa.txt,FILE,,PRESENT:25f4aeb7cb606c766fd93963d619ddcc,PRESENT:25f4aeb7cb606c766fd93963d619ddcc,PRESENT:c5cf3c0d18b64542c2049a3c202cd3dd,PRESENT:c5cf3c0d18b64542c2049a3c202cd3dd,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_krakatoa.txt,XXH3 old=25f4aeb7cb606c766fd93963d619ddcc; current=c5cf3c0d18b64542c2049a3c202cd3dd; fork=c5cf3c0d18b64542c2049a3c202cd3dd; vanilla=25f4aeb7cb606c766fd93963d619ddcc.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_land_reclamation.txt,FILE,,PRESENT:f087091f8b47102455affe95b4ba9481,PRESENT:f087091f8b47102455affe95b4ba9481,PRESENT:77bc4ed58afd4ca4c31daf77890bf13d,PRESENT:77bc4ed58afd4ca4c31daf77890bf13d,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_land_reclamation.txt,XXH3 old=f087091f8b47102455affe95b4ba9481; current=77bc4ed58afd4ca4c31daf77890bf13d; fork=77bc4ed58afd4ca4c31daf77890bf13d; vanilla=f087091f8b47102455affe95b4ba9481.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_liberalism.txt,FILE,,PRESENT:16530761e1c63fe22a64e2ea87ccd8cb,PRESENT:16530761e1c63fe22a64e2ea87ccd8cb,PRESENT:0c61178d9046b6d8f15a1076eaf772fe,PRESENT:c33987cacf83547ff3899f2882b3587c,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,FILE_SCOPE_REVIEW,NO,YES,NO,REQUIRES_MANUAL_RECONCILIATION,Diff changed objects and merge only useful semantics; preserve fork intent.,common/journal_entries/00_liberalism.txt,XXH3 old=16530761e1c63fe22a64e2ea87ccd8cb; current=0c61178d9046b6d8f15a1076eaf772fe; fork=c33987cacf83547ff3899f2882b3587c; vanilla=16530761e1c63fe22a64e2ea87ccd8cb.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_major_railroads.txt,FILE,,PRESENT:cf5bbca5ea08d248db652ae4f1917632,PRESENT:cf5bbca5ea08d248db652ae4f1917632,PRESENT:618c8ad57a6bfd08005849992fa2067b,PRESENT:6f108ad82a40695a73e2e66241d0a502,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,FILE_SCOPE_REVIEW,NO,YES,NO,REQUIRES_MANUAL_RECONCILIATION,Diff changed objects and merge only useful semantics; preserve fork intent.,common/journal_entries/00_major_railroads.txt,XXH3 old=cf5bbca5ea08d248db652ae4f1917632; current=618c8ad57a6bfd08005849992fa2067b; fork=6f108ad82a40695a73e2e66241d0a502; vanilla=cf5bbca5ea08d248db652ae4f1917632.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_manifest_destiny.txt,FILE,,PRESENT:09b4f21389903c26e3b6e5d41df630fb,PRESENT:09b4f21389903c26e3b6e5d41df630fb,PRESENT:4f6a910505ab26c3d56a74299f3c7d2d,PRESENT:4f6a910505ab26c3d56a74299f3c7d2d,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_manifest_destiny.txt,XXH3 old=09b4f21389903c26e3b6e5d41df630fb; current=4f6a910505ab26c3d56a74299f3c7d2d; fork=4f6a910505ab26c3d56a74299f3c7d2d; vanilla=09b4f21389903c26e3b6e5d41df630fb.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_meiji_restoration.txt,FILE,,PRESENT:b01d801af3f867598b750d6d046744fe,PRESENT:b01d801af3f867598b750d6d046744fe,PRESENT:6aa99e8dc98b70cb9dfeda830fd37462,PRESENT:6aa99e8dc98b70cb9dfeda830fd37462,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_meiji_restoration.txt,XXH3 old=b01d801af3f867598b750d6d046744fe; current=6aa99e8dc98b70cb9dfeda830fd37462; fork=6aa99e8dc98b70cb9dfeda830fd37462; vanilla=b01d801af3f867598b750d6d046744fe.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_negotiation_quests_je.txt,FILE,,PRESENT:037525f8fc78c2b0637feca0d64dcba0,PRESENT:037525f8fc78c2b0637feca0d64dcba0,PRESENT:71b70aae05f298cd882d014e62a059a9,PRESENT:71b70aae05f298cd882d014e62a059a9,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_negotiation_quests_je.txt,XXH3 old=037525f8fc78c2b0637feca0d64dcba0; current=71b70aae05f298cd882d014e62a059a9; fork=71b70aae05f298cd882d014e62a059a9; vanilla=037525f8fc78c2b0637feca0d64dcba0.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_niger_river.txt,FILE,,PRESENT:a9fd614001f57823f6038b007be95b72,PRESENT:a9fd614001f57823f6038b007be95b72,PRESENT:fbce93a63196a7be95158c23a124ec52,PRESENT:fbce93a63196a7be95158c23a124ec52,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_niger_river.txt,XXH3 old=a9fd614001f57823f6038b007be95b72; current=fbce93a63196a7be95158c23a124ec52; fork=fbce93a63196a7be95158c23a124ec52; vanilla=a9fd614001f57823f6038b007be95b72.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_nursing.txt,FILE,,PRESENT:49c38f7eed27e2e8768639c1e3b7a32c,PRESENT:49c38f7eed27e2e8768639c1e3b7a32c,PRESENT:5f63e563d6a3a4b51db734fa3ba4ab05,PRESENT:5f63e563d6a3a4b51db734fa3ba4ab05,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_nursing.txt,XXH3 old=49c38f7eed27e2e8768639c1e3b7a32c; current=5f63e563d6a3a4b51db734fa3ba4ab05; fork=5f63e563d6a3a4b51db734fa3ba4ab05; vanilla=49c38f7eed27e2e8768639c1e3b7a32c.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/journal_entries/00_opium.txt,FILE,,PRESENT:e8438dca3a8c785b9ceac81d86cf9fc4,PRESENT:e8438dca3a8c785b9ceac81d86cf9fc4,PRESENT:f92bfc676d4f8725f683880506754b03,PRESENT:f92bfc676d4f8725f683880506754b03,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/journal_entries/00_opium.txt,XXH3 old=e8438dca3a8c785b9ceac81d86cf9fc4; current=f92bfc676d4f8725f683880506754b03; fork=f92bfc676d4f8725f683880506754b03; vanilla=e8438dca3a8c785b9ceac81d86cf9fc4.,Exact temporal comparison against local 2.3.0.1 snapshot.
