tech_id,display_name,branch,era,historical_window,historical_anchor,source_tree,vanilla_equivalent,vanilla_action,vanilla_name_preserved,vanilla_id_preserved,prerequisites,cross_branch_prerequisites,successors,post_1836_bridge,technology_scope,1776_adoption_class,regionalization_status,main_unlocks,goods_involved,buildings_involved,pm_pmg_involved,ship_designer_effect,resource_discovery_effect,ai_base_weight_class,ai_context_tags,economic_chain_id,relative_cost_class,proposed_cost_band,placeholder_icon,final_icon_status,description_concept,implementation_complexity,technical_risk,historical_risk,notes
canneries,Canneries,Production,V,1809–1815+,Appert récompensé 1809/1810; brevet britannique de récipient métallique 1810; Donkin produit industriellement dès 1812.,PRODUCTION_V1_1,canneries;vacuum_canning,RETIME,YES,YES,automated_flour_milling,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,REUSE/RETIME vanilla Food Industries Canning PM; développer les PM existants plutôt que créer un bâtiment séparé. Possible early Glass Bottling & Tinned Preserves PM; aucun nouveau good canned_food.,grain; fish/meat; salt (REQUIRED); spices (REQUIRED); groceries,Food Industries,salted preservation / spiced food PMs; values deferred,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches,NONE_DIRECT,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,S'appuie sur le système vanilla au lieu de dupliquer une filière alimentaire.,HIGH,HIGH,HIGH,Mechanized Canning reste POST-1836. La branche Food Industries doit étendre les PM vanilla de mise en conserve au lieu de dupliquer le système.
improved_road_engineering,Improved Road Engineering,Production,V,c.1800–1830,Méthodes Telford/McAdam: fondations; drainage; granulométrie et profils améliorés.,PRODUCTION_V1_1,NONE,NEW,N/A,N/A,turnpike_road_networks,,systematic_field_drainage;professional_civil_engineering,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Capacités routières avancées réservées à DEFERRED_TRANSPORT_REWORK.,stone/gravel abstraction; tools,future road/transport system,DEFERRED_TRANSPORT_REWORK,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:rivers+infrastructure;ECONOMY:trade_volume,TRANSPORT_CONSTRUCTION,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Maintient la route comme technologie pertinente plutôt que simple étape jetable avant rail.,MEDIUM,MEDIUM,HIGH,Effets à figer seulement après refonte route/canal/cabotage/rail.
systematic_field_drainage,Systematic Field Drainage,Production,V,1750–1830s; diffusion accrue début XIXe,Sous-drainage plus systématique; drains pierre/branchages puis premières tuiles au début XIXe.,PRODUCTION_V1_1,NONE,NEW,N/A,N/A,advanced_crop_rotations;improved_road_engineering,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,PM farms adaptés: Systematic Field Drainage; rendement/fiabilité ↑ sur terres humides; coût tools/construction ↑.,tools; construction materials,selected farms,Systematic Field Drainage,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;ECONOMY:agriculture+eligible_land+shortage,AGRICULTURE_FOOD_SPICES,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Amélioration agricole conditionnelle au type de culture/terrain; pas bonus universel.,MEDIUM,MEDIUM,HIGH,Industrial Tile Drainage est volontairement post-1836.
mine_safety_engineering,Mine Safety Engineering,Production,V,1815–1830s,Lampe de sûreté Davy 1815; essais 1816; améliorations ventilation et procédures de tir.,PRODUCTION_V1_1,NONE,NEW,N/A,N/A,deep_mine_engineering,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Mine PM: Safety Lamps & Ventilation; Safer Blasting; mortalité/accidents ↓; coût/tools ↑.,tools; possible industrial_chemicals later,underground mines,Safety Lamps & Ventilation; Safer Blasting,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:resources;ECONOMY:mining+price+shortage,RESOURCE_DISCOVERY_AND_MINING,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Exploite explicitement les mécaniques Vic3 de mortalité et de pollution/conditions de travail.,MEDIUM,MEDIUM,HIGH,La mortalité étant modélisée par Victoria 3; ce node doit avoir un impact concret; pas seulement un bonus abstrait.
continuous_papermaking,Continuous Papermaking,Production,V,1799–1807+,Machine Robert/Fourdrinier; développée industriellement avec Donkin au début des années 1800.,PRODUCTION_V1_1,NONE,NEW,N/A,N/A,precision_boring,,mechanized_printing,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Paper Mills PM: Fourdrinier Machine; output ↑; labour ↓; tools/power ↑.,wood/rags abstraction; tools; coal/water power,paper_mills,Fourdrinier Machine,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;ECONOMY:industry+inputs+prices,NONE_DIRECT,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Fait progresser Paper Mills indépendamment de la seule chimie.,MEDIUM,MEDIUM,HIGH,Mechanical Printing (1812/1814) est réservé comme candidat Society/cross-branch; pas node Production séparé.
coal_gasification,Coal Gasification,Production,V,1790s–1815,Expériences de Murdoch puis premières entreprises de gaz public; Gas Light and Coke Company (1812).,PRODUCTION_V1_1,NONE,NEW,N/A,N/A,industrial_acids;coke_smelting,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Urban Center PM: Gas Streetlights; coal input; option Gasworks dédiée à réévaluer plus tard; sans nouveau good gas pour V1.,coal,urban_centers; optional future gasworks,Gas Streetlights,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:resources;ECONOMY:mining+price+shortage,NONE_DIRECT,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Ajoute une demande urbaine au charbon et une filière d'utilité sans micro-good immédiat.,MEDIUM,MEDIUM,HIGH,Un good 'town gas' n'est pas retenu pour V1.
professional_civil_engineering,Professional Civil Engineering,Production,V,fin XVIIIe–1828,Professionnalisation croissante; Institution of Civil Engineers fondée en 1818; Telford président en 1820.,PRODUCTION_V1_1,modern_sewerage;urban_planning;urbanization,REWIRE,NO,NO,industrial_canals;improved_road_engineering,,railways;geological_surveying;hydraulic_cements;hydraulic_turbines,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Construction/Infrastructure capability; PM Engineered Works candidate; prérequis Railway; Geological Surveying; Hydraulic Cements; Hydraulic Turbines.,tools; iron; construction materials,construction_sector; infrastructure systems,Engineered Works candidate,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:rivers+infrastructure;ECONOMY:trade_volume,TRANSPORT_CONSTRUCTION,CONVERGENCE,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Nœud d'intégration des grands travaux sans créer un 'Factory Organization' artificiel.,HIGH,HIGH,HIGH,Peut recevoir un prérequis Society ultérieur mais reste en Production V1.
interchangeable_manufacture,Interchangeable Manufacture,Production,VI,1800–1830s; maturité progressive,Systèmes intégrés de production en série à Portsmouth (1803–06) et autres expériences de standardisation; maturation graduelle.,PRODUCTION_V1_1,manufacturies;mechanized_workshops,SPLIT,NO,NO,mechanical_tools,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Tooling/arms/selected industry PM: Standardized Parts; economies of scale/throughput.,tools; iron,tooling_workshops; arms_industries cross-link,Standardized Parts,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;ECONOMY:industry+inputs+prices,NONE_DIRECT,STANDARD,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Prépare standardisation et production de masse sans prétendre qu'elle est déjà généralisée en 1825.,MEDIUM,MEDIUM,HIGH,Le Portsmouth system est un jalon; pas preuve d'une diffusion générale immédiate.
railways,Railways,Production,VI,1825–1830s,Stockton & Darlington ouvre en 1825 comme première ligne publique exploitée à vapeur; système commercial se structure ensuite.,PRODUCTION_V1_1,railways;steel_railway_cars,RETIME,YES,YES,high_pressure_steam;puddling_and_rolling;professional_civil_engineering,,,vanilla rail/engine sequence after 1836; steel_railway_cars retained later,UNIVERSAL,post-1776,UNIVERSAL,Railway building/system; locomotion/rail PMs; effets précis DEFERRED_TRANSPORT_REWORK.,iron; coal; tools; engines,railways,DEFERRED_TRANSPORT_REWORK,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:rivers+infrastructure;ECONOMY:trade_volume,TRANSPORT_CONSTRUCTION,CONVERGENCE,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Technologie-système; pas simple 'Steam Locomotive'.,HIGH,HIGH,HIGH,Le rail ne doit pas rendre routes/canaux inutiles; refonte transport séparée.
geological_surveying,Geological Surveying,Production,VI,1815–1835,Carte géologique de William Smith (1815); travaux officiels de De la Beche à partir de 1832 et Geological Survey en 1835.,PRODUCTION_V1_1,NONE,NEW,N/A,N/A,applied_mineralogy;professional_civil_engineering,,,Coal Geology; Ore Geology; Industrial Minerals; Petroleum Geology in eras VII-XII,UNIVERSAL,post-1776,UNIVERSAL,Ouvre futurs sous-arbres: Coal Geology; Metallic Ores; Industrial Minerals; Petroleum Geology; resource-potential/prospecting mechanics.,future resource potentials,mines; future prospecting/resource systems,Geological Surveying/Prospecting candidate,NONE,PROGRESSIVE monthly/quarterly candidate checks; state-attached discovery; proportional to remaining hidden deposit; hard geological cap,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:resources;ECONOMY:mining+price+shortage,RESOURCE_DISCOVERY_AND_MINING,CONVERGENCE,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Permet découverte/exploitation spécialisée sans faire comme si fer/charbon n'existaient pas auparavant.,HIGH,HIGH,HIGH,Utiliser plus tard change_resource_potential lorsque historiquement pertinent.
hot_blast_smelting,Hot Blast Smelting,Production,VI,1828+,Brevet de James Beaumont Neilson en 1828 pour préchauffer l'air de soufflage.,PRODUCTION_V1_1,NONE,NEW,N/A,N/A,puddling_and_rolling;rotative_steam_power,,,bessemer_process and later steelmaking remain post-1836,UNIVERSAL,post-1776,UNIVERSAL,Iron/Steel PM: Hot Blast Furnaces; fuel efficiency ↑; output ↑; lower-grade input tolerance candidate.,coal; iron,iron/steel industry,Hot Blast Furnaces,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:resources;ECONOMY:mining+price+shortage,NONE_DIRECT,STANDARD,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Dernier grand saut pré-1836 de la fonte avant la sidérurgie moderne.,MEDIUM,MEDIUM,HIGH,À calibrer contre les PM vanilla postérieurs.
hydraulic_cements,Hydraulic Cements,Production,VI,1796–1830s,Roman cement breveté 1796; Aspdin brevète son 'Portland cement' en 1824; mais le vrai clinker Portland moderne se consolide surtout dans les années 1840.,PRODUCTION_V1_1,reinforced_concrete,KEEP,NO,NO,professional_civil_engineering;industrial_ceramics,,,reinforced_concrete remains distinct and post-1836,UNIVERSAL,post-1776,UNIVERSAL,Construction/ports/canals PM: Hydraulic Cement Mortars; PAS de new good cement avant la tech post-1836 Portland Cement. Prépare une future demande de ciment principalement portée par la construction.,cement good DEFERRED; technology retained,construction_sector; ports/canals/infrastructure PM candidates; future urban construction/housing PMs if system supports them,Hydraulic Cement Mortars,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches,TRANSPORT_CONSTRUCTION,STANDARD,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Évite d'anticiper le ciment Portland moderne tout en représentant les matériaux hydrauliques pré-1836.,HIGH,HIGH,HIGH,Portland Cement comme good/building moderne = Era VII candidate. Son équilibre économique doit reposer d'abord sur Construction Sectors et usages d'infrastructure légitimes.
hydraulic_turbines,Hydraulic Turbines,Production,VI,1826–1837,Fourneyron construit en 1826–27 la première turbine radiale à écoulement sortant; type introduit en 1827.,PRODUCTION_V1_1,NONE,NEW,N/A,N/A,professional_civil_engineering;mechanical_tools,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,PM Advanced Water Power/Turbines dans manufactures compatibles; forte efficacité sans charbon; dépendance géographique/hydraulique.,tools; iron; water-power potential abstraction,selected manufactories,Hydraulic Turbines / Advanced Water Power,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches,STEAM_AND_POWER,STANDARD,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Évite un arbre pré-1836 entièrement déterminé par le charbon et la vapeur.,MEDIUM,MEDIUM,HIGH,Node ajouté lors de la passe finale pour éviter une trajectoire trop britannico-charbonnière.
pressed_glass,Pressed Glass,Production,VI,1820s–1830s,Pressage mécanique du verre développé aux États-Unis dans les années 1820; innovation autour de 1825.,PRODUCTION_V1_1,crystal_glass,RETIME,NO,NO,industrial_ceramics;industrial_alkalis;mechanical_tools,,modern_lighthouse_optics,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Glassworks PM: Mechanical Glass Pressing; labour ↓; output glass/luxury glass ↑; tools/coal/chemicals ↑.,industrial_chemicals; coal; tools; glass,glassworks,Mechanical Glass Pressing,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;ECONOMY:industry+inputs+prices,STATE_INFORMATION_AND_MEDIA,CONVERGENCE,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Donne un progrès pré-1836 clair au secteur glassworks.,HIGH,HIGH,HIGH,Ne doit pas être confondu avec l'existence du verre ou de la porcelaine.
fractional_distillation,Fractional Distillation,Production,VI,1808–1833,Cellier-Blumenthal conçoit un still continu pratique (1808; brevet 1813); Stein 1827; Coffey brevet 1830/31.,PRODUCTION_V1_1,distillation;fractional_distillation,RETIME,YES,YES,mechanical_tools;industrial_acids,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Food Industries PM: Continuous Distillation; liquor output ↑; labour ↓; coal/tools ↑; peut aussi fournir alcohol industriel plus tard.,grain/sugar inputs per PM; coal; tools,food_industries,Continuous Distillation,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches,SALT_CHEMISTRY,STANDARD,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Crée une progression pré-1836 pour la production de liquor sans nouveau bâtiment obligatoire.,MEDIUM,MEDIUM,MEDIUM_HIGH,Adoption encore limitée en 1836: Era VI frontier tech; pas tech de départ générale.
scientific_fortification_siegecraft,Scientific Fortification & Siegecraft,Military,I,~1690–1719,Capacité mature avant 1700 dans plusieurs États; ne doit pas être présentée comme une invention du XVIIIe siècle.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,,,regulated_small_arms;permanent_engineer_services,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL_STARTING_DIFFERENTIAL,regionally established before 1776,UNIVERSAL_STARTING_DIFFERENTIAL,Fortifications bastionnées; sièges méthodiques; sape; ingénieurs spécialisés,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,FOUNDATIONAL,BAND_A_LOWEST,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Tech de départ différenciée; améliore forts/siege support plutôt qu'un simple bonus d'attaque.,MEDIUM,MEDIUM,MEDIUM,Souvent déjà possédée par les grandes puissances disposant d'un corps d'ingénieurs en 1700/1776.
state_dockyard_systems,State Dockyard Systems,Naval,I,~1690–1719,Les grands arsenaux navals intégrés sont antérieurs à 1700 dans plusieurs puissances maritimes.,MILITARY_NAVAL_V1,admiralty;drydocks;power_of_the_purse,SPLIT,NO,NO,institutionalized_public_credit,,scientific_naval_architecture;mechanized_naval_dockyards,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL_STARTING_DIFFERENTIAL,regionally established before 1776,UNIVERSAL_STARTING_DIFFERENTIAL,Dry docks; mast ponds; ropeworks; stores; naval repair/construction capacity,Shipbuilding inputs; timber; fabric; tools,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,STANDARD,BAND_A_LOWEST,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Socle industriel/organisationnel des flottes d'État et de la construction navale.,MEDIUM,MEDIUM,MEDIUM,Déjà possédée seulement par les États disposant d'arsenaux complexes; ne pas donner à toutes les puissances côtières.
enclosed_dock_systems,Enclosed Dock Systems,Naval,I,~1690–1719,Liverpool ouvre un wet dock commercial en 1715; généralisation progressive des bassins fermés.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,,,ship_classification_surveying,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,widely established before 1776,UNIVERSAL,Port PM/capacity for enclosed basins; regular loading/unloading; commercial repairs,Construction materials; tools,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,FOUNDATIONAL,BAND_A_LOWEST,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Donne une progression portuaire pré-ferroviaire sans confondre port commercial et arsenal militaire.,MEDIUM,MEDIUM,MEDIUM,Peut être absent hors grands centres marchands; diffusion par ingénierie portuaire.
regulated_small_arms,Regulated Small Arms,Military,II,~1720–1749,France: fusil réglementaire 1717; Grande-Bretagne: Long Land Pattern 1727.,MILITARY_NAVAL_V1,gunsmithing;line_infantry,SPLIT,NO,NO,scientific_fortification_siegecraft,,light_infantry_tactics;armament_standardization_inspection,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,regionally established before 1776,UNIVERSAL,Regulated musket patterns; standardized calibres; improved small-arms PM,Small arms production; tools,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_B_LOW,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Standardise approvisionnement et production sans prétendre à l'interchangeabilité.,MEDIUM,MEDIUM,MEDIUM,Certains États européens l'ont tôt; d'autres pays peuvent disposer d'autres traditions d'armes à feu sans ce niveau de réglementation.
light_infantry_tactics,Light Infantry Tactics,Military,III,~1750–1774,Diffusion des unités légères spécialisées au milieu du XVIIIe siècle; notamment après les guerres coloniales et la guerre de Sept Ans.,MILITARY_NAVAL_V1,military_drill,REWIRE,NO,NO,regulated_small_arms,,rifling,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,frontier / limited adoption in 1776,UNIVERSAL,Skirmish/reconnaissance infantry role; later rifle-specialist PMs,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Concept historique à conserver même si le node final réutilise une tech vanilla.,MEDIUM,MEDIUM,MEDIUM,Certaines traditions légères/irrégulières sont antérieures; ce node représente leur formalisation dans les armées régulières.
standardized_field_artillery,Standardized Field Artillery Systems,Military,III,~1750–1774,Gribeauval réforme l'artillerie française à partir de 1764 comme système complet: armes + véhicules + services + standardisation.,MILITARY_NAVAL_V1,artillery,SPLIT,NO,NO,,,precision_boring;armament_standardization_inspection;horse_artillery;explosive_field_ammunition;shell_gun,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,frontier / limited adoption in 1776,UNIVERSAL,Standardized calibres; field artillery systems; caissons; service differentiation; artillery PMs,Artillery industry; tools; iron,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,FOUNDATIONAL,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Node-système; pas simple 'meilleur canon'.,MEDIUM,MEDIUM,MEDIUM,Le système Gribeauval sert de jalon; mais le node reste générique et peut être atteint par d'autres traditions.
permanent_military_hospitals,Permanent Military Hospitals,Military,III,~1750–1774,Haslar ouvre aux patients en 1753 et constitue un des premiers grands hôpitaux navals permanents modernes.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,medical_degrees,,battlefield_evacuation,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,frontier / limited adoption in 1776,UNIVERSAL,Military/naval hospital organization; recovery ↑; disease mortality ↓,Groceries/medicine inputs later,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,MILITARY_SUPPLY_AND_HEALTH,STANDARD,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Exploite récupération/mortalité plutôt qu'un bonus de combat.,MEDIUM,MEDIUM,MEDIUM,Haslar est un jalon britannique; le concept est générique et doit pouvoir être acquis ailleurs.
scientific_naval_architecture,Scientific Naval Architecture,Naval,III,~1750–1774,Chapman publie Architectura Navalis Mercatoria en 1768 et formalise calculs; proportions; stabilité; plans.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,state_dockyard_systems,,copper_sheathing;standardized_naval_signals;paddle_steamer;mechanized_naval_dockyards;diagonal_ship_framing;shell_gun;iron_hull_construction,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,frontier / limited adoption in 1776,UNIVERSAL,Calculated hull design; standardized plans; merchant + warship design competence,Timber; tools; shipbuilding inputs,,,country/design capability; no new slot,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,STANDARD,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Doit ouvrir capacités du Ship Designer/shipbuilding après audit 1.13.9.,HIGH,HIGH,MEDIUM,Les traditions navales avancées non européennes ne sont pas niées; le node représente formalisation calculée/standardisée.
marine_chronometry,Marine Chronometry,Naval,III,~1750–1774,H4 (1759) puis K1 (1769) montrent une solution pratique au problème de longitude.,MILITARY_NAVAL_V1,navigation,SPLIT,NO,NO,,,hydrographic_surveying,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,frontier / limited adoption in 1776,UNIVERSAL,Longitude at sea capability; navigation accuracy; exploration/commercial/naval range efficiency,Precision instruments; glass/metals,,,country range/navigation modifier; not a physical component,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,FOUNDATIONAL,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Civil + militaire; ne doit pas seulement donner un bonus aux navires de guerre.,HIGH,HIGH,MEDIUM,Peut diffuser par commerce/instruments; certains pays doivent commencer plus tôt/plus tard selon accès.
ship_classification_surveying,Ship Classification & Surveying,Naval,III,~1750–1774,Society for the Registry of Shipping fondée en 1760; registre survivant de 1764.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,enclosed_dock_systems,,maritime_safety_standards,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,frontier / limited adoption in 1776,UNIVERSAL,Hull survey/classification; merchant safety/insurance efficiency; ship quality standards,,,,country/port inspection modifier; not a physical component,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,STANDARD,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Donne une vraie progression à la marine marchande; pas uniquement à la flotte militaire.,HIGH,HIGH,MEDIUM,Lloyd's Register sert de jalon; mais d'autres institutions peuvent jouer un rôle analogue.
armament_standardization_inspection,Armament Standardization & Inspection,Military,IV,~1775–1799,Le système français 1777 utilise des gabarits de contrôle et des modèles précisément définis sans atteindre encore l'interchangeabilité totale.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,regulated_small_arms;standardized_field_artillery,precision_boring,rifling;standardized_military_rockets;percussion_cap,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Gauges; dimensional inspection; harmonized weapon patterns; repairability/quality ↑,precision_boring; later precision_machine_tools,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,CONVERGENCE,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Pont Military ↔ Production; améliore arms industries et maintenance.,HIGH,HIGH,MEDIUM,Système français 1777 = jalon; acquisition universelle possible par réformes/manufactures.
permanent_engineer_services,Permanent Engineer Services,Military,IV,~1775–1799,Formalisation croissante de services d'ingénieurs permanents au XVIIIe tardif.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,scientific_fortification_siegecraft,,military_topographic_surveying;corps_organization;field_engineering_pontoon_trains;casemated_fortifications,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Engineer support; field fortification; roads/trenches; military works,Construction materials; tools,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Support militaire polyvalent; pas simple fortification statique.,MEDIUM,MEDIUM,MEDIUM,Peut être acquis par réformes; écoles d'ingénieurs ou missions étrangères.
