hidden_tech_id,responsibility_type,country_or_effect,source_file,current_grant,recommended_successor_from_tech6b3e,reason_deferred,future_phase
academia,starting_technology_grant,c:ARG,common/history/countries/arg - argentina.txt,add_technology_researched -> academia; occurrences=1; lines=5,specialized_technical_academies,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:BGI,common/history/countries/bgi - bagirmi.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:BHV,common/history/countries/bhv - gujarati prince.txt,add_technology_researched -> international_trade; occurrences=1; lines=11,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:BRG,common/history/countries/brg - borgu.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:BST,common/history/countries/bst - basuto.txt,add_technology_researched -> international_trade; occurrences=1; lines=5,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:CHI,common/history/countries/chi - china.txt,add_technology_researched -> international_trade; occurrences=1; lines=8,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:CRI,common/history/countries/cri - crimean khanate.txt,add_technology_researched -> international_trade; occurrences=1; lines=10,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:DAH,common/history/countries/dah - dahomey.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:DUR,common/history/countries/dur - durrani empire.txt,add_technology_researched -> international_trade; occurrences=1; lines=11,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:ETH,common/history/countries/eth - ethopian empire.txt,add_technology_researched -> international_trade; occurrences=1; lines=10,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:GLD,common/history/countries/gld - geledi.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:GZA,common/history/countries/gza - gaza.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:HDY,common/history/countries/hdy - hadiya.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:ISQ,common/history/countries/isq - isaaq.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:MAD,common/history/countries/mad - madagascar.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:MARATH,common/history/countries/marath - maratha empire.txt,add_technology_researched -> international_trade; occurrences=1; lines=11,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:MBS,common/history/countries/mbs - mombasa.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:MJT,common/history/countries/mjt - majerteen.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:OYO,common/history/countries/oyo - oyo.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:PHL,common/history/countries/phl - philippolis.txt,add_technology_researched -> international_trade; occurrences=1; lines=5,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:PLY,common/history/countries/ply - tahiti.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:SWZ,common/history/countries/swz - swaziland.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:TGI,common/history/countries/tgi - tungi.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:WBL,common/history/countries/wbl - waterboersland.txt,add_technology_researched -> international_trade; occurrences=1; lines=5,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:WSG,common/history/countries/wsg - warsangali.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:WTU,common/history/countries/wtu - witu.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:ZUL,common/history/countries/zul - zulu.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> international_trade; occurrences=1; lines=71,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> international_trade; occurrences=1; lines=109,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> international_trade; occurrences=1; lines=118,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:AUS,common/history/countries/aus - austria.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=6,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:BEO,common/history/countries/beo - belgium old.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=6,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:BIC,common/history/countries/bic - british east india company.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=10,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:CHI,common/history/countries/chi - china.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=7,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:CRO,common/history/countries/cro - croatia.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=6,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:GAL,common/history/countries/gal - austrian poland.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=6,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:HUN,common/history/countries/hun - hungary.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=6,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:PER,common/history/countries/per - persia.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=14,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:PHI,common/history/countries/phi - philippines.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=11,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:POR,common/history/countries/por - portugal.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=7,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:RUS,common/history/countries/rus - russia.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=7,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:SIL,common/history/countries/sil - sierra leone.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=4,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,c:TRS,common/history/countries/trs - transylvania.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=7,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
law_enforcement,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> law_enforcement; occurrences=1; lines=77,professional_civil_policing,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:AUS,common/history/countries/aus - austria.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:BEO,common/history/countries/beo - belgium old.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:BIC,common/history/countries/bic - british east india company.txt,add_technology_researched -> line_infantry; occurrences=1; lines=9,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:CRO,common/history/countries/cro - croatia.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:CUB,common/history/countries/cub - cuba.txt,add_technology_researched -> line_infantry; occurrences=1; lines=9,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:DEN,common/history/countries/den - denmark.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:DENNOR,common/history/countries/dennor - denmark-norway.txt,add_technology_researched -> line_infantry; occurrences=1; lines=7,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:FRA,common/history/countries/fra - france.txt,add_technology_researched -> line_infantry; occurrences=1; lines=6,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:GAL,common/history/countries/gal - austrian poland.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:GBR,common/history/countries/gbr - great britain.txt,add_technology_researched -> line_infantry; occurrences=1; lines=12,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:GEN,common/history/countries/gen - genoa.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:GR5,common/history/countries/gr5 - spanish haiti.txt,add_technology_researched -> line_infantry; occurrences=1; lines=9,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:HBC,common/history/countries/hbc - hubson bay company.txt,add_technology_researched -> line_infantry; occurrences=1; lines=12,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:HBC,common/history/countries/hbc - hudson bay company.txt,add_technology_researched -> line_infantry; occurrences=1; lines=6,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:HUN,common/history/countries/hun - hungary.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:NBS,common/history/countries/nbs - new brunswick.txt,add_technology_researched -> line_infantry; occurrences=1; lines=8,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:NET,common/history/countries/net - netherlands.txt,add_technology_researched -> line_infantry; occurrences=1; lines=7,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:NOR,common/history/countries/nor - norway.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:NVS,common/history/countries/nvs - nova scotia.txt,add_technology_researched -> line_infantry; occurrences=1; lines=8,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:ONT,common/history/countries/ont - ontario.txt,add_technology_researched -> line_infantry; occurrences=1; lines=8,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:ORG,common/history/countries/org -oregan.txt,add_technology_researched -> line_infantry; occurrences=1; lines=12,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:PAN,common/history/countries/pan - panjab.txt,add_technology_researched -> line_infantry; occurrences=1; lines=6,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:PAP,common/history/countries/pap - papal states.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:PCO,common/history/countries/pco - puerto rico.txt,add_technology_researched -> line_infantry; occurrences=1; lines=6,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:POR,common/history/countries/por - portugal.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:PRU,common/history/countries/pru - prussia.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:QUE,common/history/countries/que - quebec.txt,add_technology_researched -> line_infantry; occurrences=1; lines=8,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:RUS,common/history/countries/rus - russia.txt,add_technology_researched -> line_infantry; occurrences=1; lines=4,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:SPA,common/history/countries/spa - spain.txt,add_technology_researched -> line_infantry; occurrences=1; lines=6,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:SWE,common/history/countries/swe - sweden.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:TRS,common/history/countries/trs - transylvania.txt,add_technology_researched -> line_infantry; occurrences=1; lines=6,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:USA,common/history/countries/usa - usa.txt,add_technology_researched -> line_infantry; occurrences=1; lines=6,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,c:VEN,common/history/countries/ven - venetia.txt,add_technology_researched -> line_infantry; occurrences=1; lines=5,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
line_infantry,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> line_infantry; occurrences=1; lines=62,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
mandatory_service,starting_technology_grant,c:BUR,common/history/countries/bur - burma.txt,add_technology_researched -> mandatory_service; occurrences=1; lines=7,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
mandatory_service,starting_technology_grant,c:GBR,common/history/countries/gbr - great britain.txt,add_technology_researched -> mandatory_service; occurrences=1; lines=14,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
mandatory_service,starting_technology_grant,c:HBC,common/history/countries/hbc - hudson bay company.txt,add_technology_researched -> mandatory_service; occurrences=1; lines=7,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
mandatory_service,starting_technology_grant,c:PAN,common/history/countries/pan - panjab.txt,add_technology_researched -> mandatory_service; occurrences=1; lines=5,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
mandatory_service,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> mandatory_service; occurrences=1; lines=60,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
manufacturies,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> manufacturies; occurrences=1; lines=45,interchangeable_manufacture,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
manufacturies,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> manufacturies; occurrences=1; lines=87,interchangeable_manufacture,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
manufacturies,starting_technology_grant,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> manufacturies; occurrences=1; lines=116,interchangeable_manufacture,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
mass_communication,starting_technology_grant,c:GRE,common/history/countries/gre - greece.txt,add_technology_researched -> mass_communication; occurrences=1; lines=4,periodical_print_networks,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
mass_communication,starting_technology_grant,c:PRG,common/history/countries/prg - paraguay.txt,add_technology_researched -> mass_communication; occurrences=1; lines=19,periodical_print_networks,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
mass_communication,starting_technology_grant,c:SPC,common/history/countries/spc - carlist spain.txt,add_technology_researched -> mass_communication; occurrences=1; lines=11,periodical_print_networks,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
military_drill,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> military_drill; occurrences=1; lines=53,light_infantry_tactics,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
military_drill,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> military_drill; occurrences=1; lines=94,light_infantry_tactics,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
military_drill,starting_technology_grant,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> military_drill; occurrences=1; lines=122,light_infantry_tactics,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
napoleonic_warfare,starting_technology_grant,c:EGY,common/history/countries/egy - egypt.txt,add_technology_researched -> napoleonic_warfare; occurrences=1; lines=5,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
napoleonic_warfare,starting_technology_grant,c:SPC,common/history/countries/spc - carlist spain.txt,add_technology_researched -> napoleonic_warfare; occurrences=1; lines=9,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
navigation,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> navigation; occurrences=1; lines=55,marine_chronometry,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
navigation,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> navigation; occurrences=1; lines=96,marine_chronometry,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
navigation,starting_technology_grant,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> navigation; occurrences=1; lines=123,marine_chronometry,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
power_of_the_purse,starting_technology_grant,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> power_of_the_purse; occurrences=1; lines=17,state_dockyard_systems,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
prospecting,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> prospecting; occurrences=1; lines=49,applied_mineralogy,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
prospecting,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> prospecting; occurrences=1; lines=91,applied_mineralogy,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
