index,hidden_tech_id,grant_type,country_tag,country_name,tier_effect,source_file,effective_layer,current_grant,hidden_tech_era,tech6b3e_recommended_successor,successor_era,other_visible_starting_techs,historical_fit_1776,runtime_effect_if_alias_retained,duplicate_or_redundant,recommended_action,recommended_target_tech,recommended_target_era,confidence,human_review_required,historical_rationale,gameplay_rationale,source_evidence,notes
057,central_archives,DIRECT_COUNTRY,PRG,Paraguay,,common/history/countries/prg - paraguay.txt,vanilla_shadowed_by_mod_casefold,add_technology_researched -> central_archives; occurrences=1; lines=21,era_7,central_statistical_offices,era_5,colonization;distillation;international_relations;shaft_mining,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: case-insensitive mod shadow makes this vanilla occurrence inactive,REMOVE_STARTING_GRANT,,,HIGH,NO,The vanilla Paraguay row is shadowed by the mod file whose name differs only by case; it is not an effective 1776 grant on the target Windows installation.,Record the stale provenance but do not implement a change against the inactive vanilla file.,B3E;B3F;D2,CURRENT_GRANT_INACTIVE_UNDER_WINDOWS_CASEFOLD=YES; OLD_VANILLA_ROLE=central administrative records
058,central_archives,SCRIPTED_TIER,,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> central_archives; occurrences=1; lines=21,era_7,central_statistical_offices,era_5,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;general_staff;improved_husbandry;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;mechanical_tools;organized_forestry;organized_textile_production;percussion_cap;periodical_print_networks;railways;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_food_processing;traditional_papermaking,YES,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_VISIBLE_TECH,systematic_administrative_statistics,era_2,MEDIUM,NO,Tier 1: A central archive is best represented by the era-2 administrative-statistics capacity. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,D1;B3E;B3F,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=central administrative records
059,central_banking,SCRIPTED_TIER,,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> central_banking; occurrences=1; lines=22,era_7,institutionalized_public_credit,era_1,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;general_staff;improved_husbandry;institutionalized_scientific_exchange;international_relations;mechanical_tools;organized_forestry;organized_textile_production;percussion_cap;periodical_print_networks;railways;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_food_processing;traditional_papermaking,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: add_era_researched = era_1 already supplies the covering visible technology,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,institutionalized_public_credit,era_1,MEDIUM,NO,"Tier 1: Tier 1 already researches all era-1 nodes, including institutionalized_public_credit. Reference date is strictly 1776-01-01.",Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,H9;D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=public-credit and central finance
060,centralization,DIRECT_COUNTRY,JAP,Japan,,common/history/countries/jap - japan.txt,mod,add_technology_researched -> centralization; occurrences=1; lines=7,era_7,systematic_administrative_statistics,era_2,colonization;distillation;international_relations;shaft_mining,YES,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_VISIBLE_TECH,systematic_administrative_statistics,era_2,MEDIUM,NO,"Tokugawa government combined domain administration, registers, surveys, and recurring provincial map submissions without being a unitary centralized state.",Use the visible administrative-information owner; do not encode political centralization literally.,H11;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=central state information and administration
061,centralization,SCRIPTED_TIER,,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> centralization; occurrences=1; lines=73,era_7,systematic_administrative_statistics,era_2,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: another row in the same tier is recommended to supply the covering visible technology,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,systematic_administrative_statistics,era_2,MEDIUM,NO,Tier 3: The tech_bureaucracy row in this tier is recommended to supply the same visible capacity. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,D1;B3E;B3F,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=central state information and administration
062,centralization,SCRIPTED_TIER,,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> centralization; occurrences=1; lines=106,era_7,systematic_administrative_statistics,era_2,distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: another row in the same tier is recommended to supply the covering visible technology,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,systematic_administrative_statistics,era_2,MEDIUM,NO,Tier 4: The tech_bureaucracy row in the same tier supplies this visible capacity. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,D1;B3E;B3F,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=central state information and administration
063,corporate_charters,DIRECT_COUNTRY,DEI,Dutch East Indies Company,,common/history/countries/dei - dutch east indies company.txt,mod,add_technology_researched -> corporate_charters; occurrences=1; lines=4,era_4,joint_stock_companies,era_6,colonization;distillation;international_relations;shaft_mining,YES,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_VISIBLE_TECH,joint_stock_companies,era_6,HIGH,NO,"The Dutch East India Company is direct evidence for chartered joint-stock organization long before 1776, despite the node's era-6 placement.",This is the documented pioneer exception that preserves the company's defining institutional capacity.,H9;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; LATE_STARTING_TECH_REQUIRES_JUSTIFICATION=YES; OLD_VANILLA_ROLE=chartered joint-stock organization
064,corporate_charters,SCRIPTED_TIER,,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> corporate_charters; occurrences=1; lines=24,era_4,joint_stock_companies,era_6,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;general_staff;improved_husbandry;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;mechanical_tools;organized_forestry;organized_textile_production;percussion_cap;periodical_print_networks;railways;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;traditional_food_processing;traditional_papermaking,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: add_era_researched = era_1 already supplies the covering visible technology,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,stock_exchange,era_1,MEDIUM,NO,Tier 1: Tier 1 already researches all era-1 nodes; stock_exchange covers early chartered-capital practice without granting the era-6 successor. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,H9;D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=chartered joint-stock organization
065,corporate_charters,SCRIPTED_TIER,,,effect_starting_technology_tier_2_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> corporate_charters; occurrences=1; lines=36,era_4,joint_stock_companies,era_6,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;improved_husbandry;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;mechanical_tools;organized_forestry;organized_textile_production;periodical_print_networks;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;traditional_food_processing;traditional_papermaking,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: add_era_researched = era_1 already supplies the covering visible technology,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,stock_exchange,era_1,MEDIUM,NO,"Tier 2: Tier 2 already researches all era-1 nodes, including stock_exchange. Reference date is strictly 1776-01-01.",Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,H9;D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=chartered joint-stock organization
066,currency_standards,SCRIPTED_TIER,,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> currency_standards; occurrences=1; lines=74,era_7,scientific_metrology,era_4,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: another row in the same tier is recommended to supply the covering visible technology,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,systematic_administrative_statistics,era_2,MEDIUM,NO,Tier 3: Administrative standardization is already supplied by the recommended tech_bureaucracy replacement; scientific metrology is too specific. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,D1;B3E;B3F,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=state measurement and monetary standards
067,democracy,DIRECT_COUNTRY,KAU,Kaurna,,common/history/countries/kau - kaurna.txt,vanilla,add_technology_researched -> democracy; occurrences=1; lines=5,era_7,constitutional_government,era_4,,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REMOVE_STARTING_GRANT,,,HIGH,NO,Applying a democracy-derived capacity to Kaurna on 1776-01-01 would import a vanilla tier abstraction rather than a documented polity institution.,Remove the inert alias without substituting constitutional government.,D1;B3E,OLD_VANILLA_ROLE=representative or constitutional politics
068,democracy,SCRIPTED_TIER,,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> democracy; occurrences=1; lines=68,era_7,constitutional_government,era_4,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REMOVE_STARTING_GRANT,,,MEDIUM,NO,"Tier 3: Constitutional government in 1776 must be polity-specific, not a tier default. Reference date is strictly 1776-01-01.",Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,D1;B3E;B3F,OLD_VANILLA_ROLE=representative or constitutional politics
069,democracy,SCRIPTED_TIER,,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> democracy; occurrences=1; lines=107,era_7,constitutional_government,era_4,distillation;international_relations;shaft_mining,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REMOVE_STARTING_GRANT,,,MEDIUM,NO,Tier 4: A broad tier cannot assign constitutional government accurately in 1776. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,D1;B3E;B3F,OLD_VANILLA_ROLE=representative or constitutional politics
070,dialectics,DIRECT_COUNTRY,KRA,Krakow,,common/history/countries/kra - krakow.txt,vanilla,add_technology_researched -> dialectics; occurrences=1; lines=8,era_7,socialism,era_7,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;improved_husbandry;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;mechanical_tools;organized_forestry;organized_textile_production;periodical_print_networks;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_food_processing;traditional_papermaking,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REMOVE_STARTING_GRANT,,,HIGH,NO,Krakow's vanilla dialectics grant is a 1836 setup inheritance; mature socialism and the term itself belong to the 19th century.,Do not convert the starting grant to socialism or early_socialism_cooperativism.,H3;B3E,OLD_VANILLA_ROLE=later philosophical/socialist event gating
071,dialectics,SCRIPTED_TIER,,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> dialectics; occurrences=1; lines=20,era_7,socialism,era_7,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;general_staff;improved_husbandry;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;mechanical_tools;organized_forestry;organized_textile_production;percussion_cap;periodical_print_networks;railways;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_food_processing;traditional_papermaking,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REMOVE_STARTING_GRANT,,,MEDIUM,NO,Tier 1: Neither socialism nor mature dialectical politics belongs in a blanket 1776 starting tier. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,H3;D1;B3E,OLD_VANILLA_ROLE=later philosophical/socialist event gating
072,dialectics,SCRIPTED_TIER,,,effect_starting_technology_tier_2_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> dialectics; occurrences=1; lines=34,era_7,socialism,era_7,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;improved_husbandry;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;mechanical_tools;organized_forestry;organized_textile_production;periodical_print_networks;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_food_processing;traditional_papermaking,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REMOVE_STARTING_GRANT,,,MEDIUM,NO,Tier 2: The grant is a vanilla 1836 ideological inheritance; no socialism is justified at 1776-01-01. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,H3;D1;B3E,OLD_VANILLA_ROLE=later philosophical/socialist event gating
073,drydocks,SCRIPTED_TIER,,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> drydocks; occurrences=1; lines=59,era_7,mechanized_naval_dockyards,era_5,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REMOVE_STARTING_GRANT,,,MEDIUM,NO,Tier 3: Mechanized dockyards are too late and naval infrastructure cannot be blanket-granted. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,D1;B3E;B3F,OLD_VANILLA_ROLE=naval construction infrastructure
074,drydocks,SCRIPTED_TIER,,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> drydocks; occurrences=1; lines=100,era_7,mechanized_naval_dockyards,era_5,distillation;international_relations;shaft_mining,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REMOVE_STARTING_GRANT,,,MEDIUM,NO,Tier 4: Mechanized dockyards are later and naval infrastructure is not universal. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,D1;B3E;B3F,OLD_VANILLA_ROLE=naval construction infrastructure
075,egalitarianism,DIRECT_COUNTRY,PRG,Paraguay,,common/history/countries/prg - paraguay.txt,vanilla_shadowed_by_mod_casefold,add_technology_researched -> egalitarianism; occurrences=1; lines=20,era_7,liberal_constitutionalism,era_6,colonization;distillation;international_relations;shaft_mining,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: case-insensitive mod shadow makes this vanilla occurrence inactive,REMOVE_STARTING_GRANT,,,HIGH,NO,The vanilla Paraguay row is shadowed by the mod file whose name differs only by case; it is not an effective 1776 grant on the target Windows installation.,Record the stale provenance but do not implement a change against the inactive vanilla file.,B3E;B3F;D2,CURRENT_GRANT_INACTIVE_UNDER_WINDOWS_CASEFOLD=YES; OLD_VANILLA_ROLE=rights and liberal-reform gating
076,egalitarianism,SCRIPTED_TIER,,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> egalitarianism; occurrences=1; lines=23,era_7,liberal_constitutionalism,era_6,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;general_staff;improved_husbandry;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;mechanical_tools;organized_forestry;organized_textile_production;percussion_cap;periodical_print_networks;railways;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_food_processing;traditional_papermaking,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REMOVE_STARTING_GRANT,,,MEDIUM,NO,Tier 1: A blanket advanced-power grant would turn a country-specific revolutionary rights trajectory into a generic capacity. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,D1;B3E;B3F,OLD_VANILLA_ROLE=rights and liberal-reform gating
077,egalitarianism,SCRIPTED_TIER,,,effect_starting_technology_tier_2_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> egalitarianism; occurrences=1; lines=35,era_7,liberal_constitutionalism,era_6,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;improved_husbandry;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;mechanical_tools;organized_forestry;organized_textile_production;periodical_print_networks;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_food_processing;traditional_papermaking,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REMOVE_STARTING_GRANT,,,MEDIUM,NO,"Tier 2: Rights capacity must be assigned by polity, not granted to an entire tier. Reference date is strictly 1776-01-01.",Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,D1;B3E;B3F,OLD_VANILLA_ROLE=rights and liberal-reform gating
078,empiricism,DIRECT_COUNTRY,CHL,Chile,,common/history/countries/chl - chile.txt,vanilla,add_technology_researched -> empiricism; occurrences=1; lines=8,era_7,codified_practical_knowledge,era_3,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: the country's tier rationalism row is recommended to supply codified_practical_knowledge,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,era_3,MEDIUM,NO,Chile's old empiricism role is already covered by the same country's tier-level rationalism reconciliation to codified_practical_knowledge.,Implement the visible target once through the tier and delete the redundant direct hidden grant.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical and learned knowledge
079,empiricism,DIRECT_COUNTRY,CLM,Colombia,,common/history/countries/clm - colombia.txt,vanilla,add_technology_researched -> empiricism; occurrences=1; lines=7,era_7,codified_practical_knowledge,era_3,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: the country's tier rationalism row is recommended to supply codified_practical_knowledge,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,era_3,MEDIUM,NO,Colombia's old empiricism role is already covered by the same country's tier-level rationalism reconciliation to codified_practical_knowledge.,Implement the visible target once through the tier and delete the redundant direct hidden grant.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical and learned knowledge
080,empiricism,DIRECT_COUNTRY,GRE,Greece,,common/history/countries/gre - greece.txt,vanilla,add_technology_researched -> empiricism; occurrences=1; lines=5,era_7,codified_practical_knowledge,era_3,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: the country's tier rationalism row is recommended to supply codified_practical_knowledge,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,era_3,MEDIUM,NO,Greece's old empiricism role is already covered by the same country's tier-level rationalism reconciliation to codified_practical_knowledge.,Implement the visible target once through the tier and delete the redundant direct hidden grant.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical and learned knowledge
081,empiricism,DIRECT_COUNTRY,IQU,Iquichia,,common/history/countries/iqu - iquichia.txt,vanilla,add_technology_researched -> empiricism; occurrences=1; lines=6,era_7,codified_practical_knowledge,era_3,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: the country's tier rationalism row is recommended to supply codified_practical_knowledge,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,era_3,MEDIUM,NO,Iquichia's old empiricism role is already covered by the same country's tier-level rationalism reconciliation to codified_practical_knowledge.,Implement the visible target once through the tier and delete the redundant direct hidden grant.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical and learned knowledge
082,empiricism,DIRECT_COUNTRY,LAN,Lanfang,,common/history/countries/lan - lanfang.txt,vanilla,add_technology_researched -> empiricism; occurrences=1; lines=9,era_7,codified_practical_knowledge,era_3,distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: the country's tier rationalism row is recommended to supply codified_practical_knowledge,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,era_3,MEDIUM,NO,Lanfang's old empiricism role is already covered by the same country's tier-level rationalism reconciliation to codified_practical_knowledge.,Implement the visible target once through the tier and delete the redundant direct hidden grant.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical and learned knowledge
083,empiricism,DIRECT_COUNTRY,NPU,North Peru,,common/history/countries/npu - north peru.txt,vanilla,add_technology_researched -> empiricism; occurrences=1; lines=6,era_7,codified_practical_knowledge,era_3,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: the country's tier rationalism row is recommended to supply codified_practical_knowledge,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,era_3,MEDIUM,NO,North Peru's old empiricism role is already covered by the same country's tier-level rationalism reconciliation to codified_practical_knowledge.,Implement the visible target once through the tier and delete the redundant direct hidden grant.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical and learned knowledge
084,empiricism,DIRECT_COUNTRY,PRG,Paraguay,,common/history/countries/prg - paraguay.txt,vanilla_shadowed_by_mod_casefold,add_technology_researched -> empiricism; occurrences=1; lines=22,era_7,codified_practical_knowledge,era_3,colonization;distillation;international_relations;shaft_mining,NO,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: case-insensitive mod shadow makes this vanilla occurrence inactive,REMOVE_STARTING_GRANT,,,HIGH,NO,The vanilla Paraguay row is shadowed by the mod file whose name differs only by case; it is not an effective 1776 grant on the target Windows installation.,Record the stale provenance but do not implement a change against the inactive vanilla file.,B3E;B3F;D2,CURRENT_GRANT_INACTIVE_UNDER_WINDOWS_CASEFOLD=YES; OLD_VANILLA_ROLE=codified practical and learned knowledge
085,empiricism,DIRECT_COUNTRY,SPC,Carlist Spain,,common/history/countries/spc - carlist spain.txt,vanilla,add_technology_researched -> empiricism; occurrences=1; lines=8,era_7,codified_practical_knowledge,era_3,atmospheric_engine;colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining;stock_exchange,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: the country's tier rationalism row is recommended to supply codified_practical_knowledge,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,era_3,MEDIUM,NO,Carlist Spain's old empiricism role is already covered by the same country's tier-level rationalism reconciliation to codified_practical_knowledge.,Implement the visible target once through the tier and delete the redundant direct hidden grant.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical and learned knowledge
086,empiricism,DIRECT_COUNTRY,SPU,South Peru,,common/history/countries/spu - south peru.txt,vanilla,add_technology_researched -> empiricism; occurrences=1; lines=6,era_7,codified_practical_knowledge,era_3,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: the country's tier rationalism row is recommended to supply codified_practical_knowledge,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,era_3,MEDIUM,NO,South Peru's old empiricism role is already covered by the same country's tier-level rationalism reconciliation to codified_practical_knowledge.,Implement the visible target once through the tier and delete the redundant direct hidden grant.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical and learned knowledge
087,empiricism,DIRECT_COUNTRY,TEX,Texas,,common/history/countries/tex - texas.txt,vanilla,add_technology_researched -> empiricism; occurrences=1; lines=8,era_7,codified_practical_knowledge,era_3,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: the country's tier rationalism row is recommended to supply codified_practical_knowledge,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,era_3,MEDIUM,NO,Texas's old empiricism role is already covered by the same country's tier-level rationalism reconciliation to codified_practical_knowledge.,Implement the visible target once through the tier and delete the redundant direct hidden grant.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical and learned knowledge
088,empiricism,DIRECT_COUNTRY,VNZ,Venezuela,,common/history/countries/vnz - venezuela.txt,vanilla,add_technology_researched -> empiricism; occurrences=1; lines=6,era_7,codified_practical_knowledge,era_3,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,UNCERTAIN,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: multiple effective country files initialize the same tag,REMOVE_STARTING_GRANT,,,HIGH,NO,Vanilla 'venezuela' and mod 'venezula' are separate effective files and assign conflicting tier-3/tier-4 starts to the same tag.,Consolidate the country setup before deciding which one of the overlapping knowledge grants survives.,B3F;D2,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical and learned knowledge; START-02: vanilla Venezuela setup is neutralized by the exact canonical shadow.
089,enclosure,SCRIPTED_TIER,,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,vanilla,add_technology_researched -> enclosure; occurrences=1; lines=44,era_4,improved_husbandry,era_1,colonization;cotton_gin;distillation;international_relations;medical_degrees;romanticism;shaft_mining,YES,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_VISIBLE_TECH,improved_husbandry,era_1,MEDIUM,NO,Tier 3: Improved husbandry preserves a broad agrarian baseline without imposing one land-tenure system. Reference date is strictly 1776-01-01.,Rebuild the tier as a coherent set; do not perform an alias-to-successor token substitution.,D1;B3E;B3F,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=agrarian productivity
