TAG,Country,Region,Category,Technology_ID,Classification,Local_Current_Status,Regional_Decision,Confidence,Historical_Status,Historical_Target,Prerequisite_Status_Regional,Tree_Issue_Regional,Classification_Issue_Regional,Synthesis_Decision,Synthesis_Confidence,Synthesis_Reason,Source_1,Source_2,Research_File
KRU,Kru,AFRICA,society,systematic_cadastral_surveying,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KRU,Kru,AFRICA,society,systematic_legal_codification,B,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KRU,Kru,AFRICA,society,systematic_population_registration,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KRU,Kru,AFRICA,production,turnpike_road_networks,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KRU,Kru,AFRICA,society,variolation_networks,B,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/smallpox-inoculation-in-africa/E43D8B3146D1EC4649699AD758E3B37A,https://www.metmuseum.org/fr/essays/the-age-of-iron-in-west-africa,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KRU,Kru,AFRICA,society,veterinary_science,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,codified_practical_knowledge,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,coke_smelting,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,commercial_insurance_markets,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,distillation,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,enclosed_dock_systems,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,improved_husbandry,A,PRESENT,KEEP,MEDIUM,ESTABLISHED,PRESENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,industrial_acids,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,institutionalized_public_credit,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,institutionalized_scientific_exchange,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,international_relations,A,ABSENT,ADD,MEDIUM,ESTABLISHED,PRESENT,NOT_APPLICABLE,,,ADD,MEDIUM,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,organized_forestry,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,organized_textile_production,A,PRESENT,KEEP,MEDIUM,ESTABLISHED,PRESENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,periodical_print_networks,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,regulated_small_arms,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,scientific_fortification_siegecraft,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,scientific_naval_architecture,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,shaft_mining,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,state_dockyard_systems,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,stock_exchange,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,sugar_refining,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,CLOSED,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,systematic_administrative_statistics,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,traditional_food_processing,A,ABSENT,ADD,MEDIUM,ESTABLISHED,PRESENT,NOT_APPLICABLE,,,ADD,MEDIUM,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,traditional_furniture_making,A,ABSENT,ADD,MEDIUM,ESTABLISHED,PRESENT,TREE_STRUCTURE_REVIEW,TREE_STRUCTURE_REVIEW: capacité historiquement justifiée mais au moins un parent n’est pas historiquement justifié/établi au même niveau.,,ADD,MEDIUM,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,traditional_glassmaking,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,traditional_papermaking,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,advanced_crop_rotations,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,advanced_spinning,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,applied_mineralogy,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,armament_standardization_inspection,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,atmospheric_engine,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,classical_political_economy,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,condensing_steam_engines,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,constitutional_government,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,copper_sheathing,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,horse_artillery,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,human_rights,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,improved_agricultural_implements,B,ABSENT,ADD,MEDIUM,ESTABLISHED,PRESENT,CLOSED,,,ADD,MEDIUM,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,industrial_canals,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,industrial_ceramics,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,light_infantry_tactics,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,marine_chronometry,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,mechanized_spinning,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,CLOSED,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,production,mechanized_weaving,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,medical_degrees,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,military_topographic_surveying,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,national_sovereignty,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,society,organized_elementary_schooling,B,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
KSN,Kasanje,AFRICA,military,permanent_engineer_services,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
