index,hidden_tech_id,grant_type,country_tag,tier_effect,source_file_before,effective_file_after,approved_action,approved_target,implementation_status,old_grant_after,target_grant_after_expansion,final_provider,expanded_duplicate_count,validation,notes
102,international_trade,DIRECT_COUNTRY,BHV,,common/history/countries/bhv - gujarati prince.txt,common/history/countries/bhv - gujarati prince.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
103,international_trade,DIRECT_COUNTRY,BRG,,common/history/countries/brg - borgu.txt,common/history/countries/brg - borgu.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
104,international_trade,DIRECT_COUNTRY,BST,,common/history/countries/bst - basuto.txt,common/history/countries/bst - basuto.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
105,international_trade,DIRECT_COUNTRY,CHI,,common/history/countries/chi - china.txt,common/history/countries/chi - china.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
106,international_trade,DIRECT_COUNTRY,CRI,,common/history/countries/cri - crimean khanate.txt,common/history/countries/cri - crimean khanate.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
107,international_trade,DIRECT_COUNTRY,DAH,,common/history/countries/dah - dahomey.txt,common/history/countries/dah - dahomey.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
108,international_trade,DIRECT_COUNTRY,DUR,,common/history/countries/dur - durrani empire.txt,common/history/countries/dur - durrani empire.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
109,international_trade,DIRECT_COUNTRY,ETH,,common/history/countries/eth - ethopian empire.txt,common/history/countries/eth - ethopian empire.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
110,international_trade,DIRECT_COUNTRY,GLD,,common/history/countries/gld - geledi.txt,common/history/countries/gld - geledi.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
111,international_trade,DIRECT_COUNTRY,GZA,,common/history/countries/gza - gaza.txt,common/history/countries/gza - gaza.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
112,international_trade,DIRECT_COUNTRY,HDY,,common/history/countries/hdy - hadiya.txt,common/history/countries/hdy - hadiya.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
113,international_trade,DIRECT_COUNTRY,ISQ,,common/history/countries/isq - isaaq.txt,common/history/countries/isq - isaaq.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
114,international_trade,DIRECT_COUNTRY,MAD,,common/history/countries/mad - madagascar.txt,common/history/countries/mad - madagascar.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
115,international_trade,DIRECT_COUNTRY,MARATH,,common/history/countries/marath - maratha empire.txt,common/history/countries/marath - maratha empire.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
116,international_trade,DIRECT_COUNTRY,MBS,,common/history/countries/mbs - mombasa.txt,common/history/countries/mbs - mombasa.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
117,international_trade,DIRECT_COUNTRY,MJT,,common/history/countries/mjt - majerteen.txt,common/history/countries/mjt - majerteen.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
118,international_trade,DIRECT_COUNTRY,OYO,,common/history/countries/oyo - oyo.txt,common/history/countries/oyo - oyo.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
119,international_trade,DIRECT_COUNTRY,PHL,,common/history/countries/phl - philippolis.txt,common/history/countries/phl - philippolis.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
120,international_trade,DIRECT_COUNTRY,PLY,,common/history/countries/ply - tahiti.txt,common/history/countries/ply - tahiti.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
121,international_trade,DIRECT_COUNTRY,SWZ,,common/history/countries/swz - swaziland.txt,common/history/countries/swz - swaziland.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
122,international_trade,DIRECT_COUNTRY,TGI,,common/history/countries/tgi - tungi.txt,common/history/countries/tgi - tungi.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
123,international_trade,DIRECT_COUNTRY,WBL,,common/history/countries/wbl - waterboersland.txt,common/history/countries/wbl - waterboersland.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
124,international_trade,DIRECT_COUNTRY,WSG,,common/history/countries/wsg - warsangali.txt,common/history/countries/wsg - warsangali.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
125,international_trade,DIRECT_COUNTRY,WTU,,common/history/countries/wtu - witu.txt,common/history/countries/wtu - witu.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
126,international_trade,DIRECT_COUNTRY,ZUL,,common/history/countries/zul - zulu.txt,common/history/countries/zul - zulu.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
127,international_trade,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,commercial_insurance_markets,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
128,international_trade,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
129,international_trade,SCRIPTED_TIER,,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
130,law_enforcement,DIRECT_COUNTRY,AUS,,common/history/countries/aus - austria.txt,common/history/countries/aus - austria.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_legal_codification,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
131,law_enforcement,DIRECT_COUNTRY,BEO,,common/history/countries/beo - belgium old.txt,common/history/countries/beo - belgium old.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_legal_codification,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
132,law_enforcement,DIRECT_COUNTRY,BIC,,common/history/countries/bic - british east india company.txt,common/history/countries/bic - british east india company.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_administrative_statistics,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
133,law_enforcement,DIRECT_COUNTRY,CHI,,common/history/countries/chi - china.txt,common/history/countries/chi - china.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_legal_codification,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
134,law_enforcement,DIRECT_COUNTRY,CRO,,common/history/countries/cro - croatia.txt,common/history/countries/cro - croatia.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_legal_codification,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
135,law_enforcement,DIRECT_COUNTRY,GAL,,common/history/countries/gal - austrian poland.txt,common/history/countries/gal - austrian poland.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_legal_codification,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
136,law_enforcement,DIRECT_COUNTRY,HUN,,common/history/countries/hun - hungary.txt,common/history/countries/hun - hungary.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_legal_codification,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
137,law_enforcement,DIRECT_COUNTRY,PER,,common/history/countries/per - persia.txt,common/history/countries/per - persia.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
138,law_enforcement,DIRECT_COUNTRY,PHI,,common/history/countries/phi - philippines.txt,common/history/countries/phi - philippines.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_administrative_statistics,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
139,law_enforcement,DIRECT_COUNTRY,POR,,common/history/countries/por - portugal.txt,common/history/countries/por - portugal.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_legal_codification,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
140,law_enforcement,DIRECT_COUNTRY,RUS,,common/history/countries/rus - russia.txt,common/history/countries/rus - russia.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_legal_codification,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
141,law_enforcement,DIRECT_COUNTRY,SIL,,common/history/countries/sil - sierra leone.txt,common/history/countries/sil - sierra leone.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
142,law_enforcement,DIRECT_COUNTRY,TRS,,common/history/countries/trs - transylvania.txt,common/history/countries/trs - transylvania.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_legal_codification,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
143,law_enforcement,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
144,line_infantry,DIRECT_COUNTRY,AUS,,common/history/countries/aus - austria.txt,common/history/countries/aus - austria.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
145,line_infantry,DIRECT_COUNTRY,BEO,,common/history/countries/beo - belgium old.txt,common/history/countries/beo - belgium old.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
146,line_infantry,DIRECT_COUNTRY,BIC,,common/history/countries/bic - british east india company.txt,common/history/countries/bic - british east india company.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
147,line_infantry,DIRECT_COUNTRY,CRO,,common/history/countries/cro - croatia.txt,common/history/countries/cro - croatia.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
148,line_infantry,DIRECT_COUNTRY,CUB,,common/history/countries/cub - cuba.txt,common/history/countries/cub - cuba.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
149,line_infantry,DIRECT_COUNTRY,DEN,,common/history/countries/den - denmark.txt,common/history/countries/den - denmark.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
150,line_infantry,DIRECT_COUNTRY,DENNOR,,common/history/countries/dennor - denmark-norway.txt,common/history/countries/dennor - denmark-norway.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
151,line_infantry,DIRECT_COUNTRY,FRA,,common/history/countries/fra - france.txt,common/history/countries/fra - france.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
152,line_infantry,DIRECT_COUNTRY,GAL,,common/history/countries/gal - austrian poland.txt,common/history/countries/gal - austrian poland.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
153,line_infantry,DIRECT_COUNTRY,GBR,,common/history/countries/gbr - great britain.txt,common/history/countries/gbr - great britain.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
154,line_infantry,DIRECT_COUNTRY,GEN,,common/history/countries/gen - genoa.txt,common/history/countries/gen - genoa.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
155,line_infantry,DIRECT_COUNTRY,GR5,,common/history/countries/gr5 - spanish haiti.txt,common/history/countries/gr5 - spanish haiti.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
156,line_infantry,DIRECT_COUNTRY,HBC,,common/history/countries/hbc - hubson bay company.txt,common/history/countries/hbc - hudson bay company.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,START-01
157,line_infantry,DIRECT_COUNTRY,HBC,,common/history/countries/hbc - hudson bay company.txt,common/history/countries/hbc - hudson bay company.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,START-01
158,line_infantry,DIRECT_COUNTRY,HUN,,common/history/countries/hun - hungary.txt,common/history/countries/hun - hungary.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
159,line_infantry,DIRECT_COUNTRY,NBS,,common/history/countries/nbs - new brunswick.txt,common/history/countries/nbs - new brunswick.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
160,line_infantry,DIRECT_COUNTRY,NET,,common/history/countries/net - netherlands.txt,common/history/countries/net - netherlands.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
161,line_infantry,DIRECT_COUNTRY,NOR,,common/history/countries/nor - norway.txt,common/history/countries/nor - norway.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
162,line_infantry,DIRECT_COUNTRY,NVS,,common/history/countries/nvs - nova scotia.txt,common/history/countries/nvs - nova scotia.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
163,line_infantry,DIRECT_COUNTRY,ONT,,common/history/countries/ont - ontario.txt,common/history/countries/ont - ontario.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
164,line_infantry,DIRECT_COUNTRY,ORG,,common/history/countries/org -oregan.txt,common/history/countries/org -oregan.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
165,line_infantry,DIRECT_COUNTRY,PAN,,common/history/countries/pan - panjab.txt,common/history/countries/pan - panjab.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
166,line_infantry,DIRECT_COUNTRY,PAP,,common/history/countries/pap - papal states.txt,common/history/countries/pap - papal states.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
167,line_infantry,DIRECT_COUNTRY,PCO,,common/history/countries/pco - puerto rico.txt,common/history/countries/pco - puerto rico.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
168,line_infantry,DIRECT_COUNTRY,POR,,common/history/countries/por - portugal.txt,common/history/countries/por - portugal.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
169,line_infantry,DIRECT_COUNTRY,PRU,,common/history/countries/pru - prussia.txt,common/history/countries/pru - prussia.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
170,line_infantry,DIRECT_COUNTRY,QUE,,common/history/countries/que - quebec.txt,common/history/countries/que - quebec.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
171,line_infantry,DIRECT_COUNTRY,RUS,,common/history/countries/rus - russia.txt,common/history/countries/rus - russia.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
172,line_infantry,DIRECT_COUNTRY,SPA,,common/history/countries/spa - spain.txt,common/history/countries/spa - spain.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
173,line_infantry,DIRECT_COUNTRY,SWE,,common/history/countries/swe - sweden.txt,common/history/countries/swe - sweden.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
174,line_infantry,DIRECT_COUNTRY,TRS,,common/history/countries/trs - transylvania.txt,common/history/countries/trs - transylvania.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
175,line_infantry,DIRECT_COUNTRY,USA,,common/history/countries/usa - usa.txt,common/history/countries/usa - usa.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
176,line_infantry,DIRECT_COUNTRY,VEN,,common/history/countries/ven - venetia.txt,common/history/countries/ven - venetia.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
177,line_infantry,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
178,mandatory_service,DIRECT_COUNTRY,BUR,,common/history/countries/bur - burma.txt,common/history/countries/bur - burma.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
179,mandatory_service,DIRECT_COUNTRY,GBR,,common/history/countries/gbr - great britain.txt,common/history/countries/gbr - great britain.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
180,mandatory_service,DIRECT_COUNTRY,HBC,,common/history/countries/hbc - hudson bay company.txt,common/history/countries/hbc - hudson bay company.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,START-01
181,mandatory_service,DIRECT_COUNTRY,PAN,,common/history/countries/pan - panjab.txt,common/history/countries/pan - panjab.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
182,mandatory_service,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
183,manufacturies,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,organized_textile_production,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
184,manufacturies,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,organized_textile_production,IMPLEMENTED,0,1,effect_starting_technology_tier_4_tech,0,PASS,
185,manufacturies,SCRIPTED_TIER,,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,organized_textile_production,IMPLEMENTED,0,1,effect_starting_technology_tier_5_tech,0,PASS,
186,mass_communication,DIRECT_COUNTRY,GRE,,common/history/countries/gre - greece.txt,common/history/countries/gre - greece.txt,REPLACE_WITH_VISIBLE_TECH,periodical_print_networks,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
187,mass_communication,DIRECT_COUNTRY,PRG,,common/history/countries/prg - paraguay.txt,common/history/countries/prg - Paraguay.txt,REMOVE_STARTING_GRANT,,ALREADY_INACTIVE_CASEFOLD_SHADOW,0,0,,0,PASS,
188,mass_communication,DIRECT_COUNTRY,SPC,,common/history/countries/spc - carlist spain.txt,common/history/countries/spc - carlist spain.txt,REPLACE_WITH_VISIBLE_TECH,periodical_print_networks,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
189,military_drill,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,light_infantry_tactics,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
190,military_drill,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,light_infantry_tactics,IMPLEMENTED,0,1,effect_starting_technology_tier_4_tech,0,PASS,
191,military_drill,SCRIPTED_TIER,,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
192,napoleonic_warfare,DIRECT_COUNTRY,EGY,,common/history/countries/egy - egypt.txt,common/history/countries/egy - egypt.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
193,napoleonic_warfare,DIRECT_COUNTRY,SPC,,common/history/countries/spc - carlist spain.txt,common/history/countries/spc - carlist spain.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
194,navigation,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
195,navigation,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
196,navigation,SCRIPTED_TIER,,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
197,power_of_the_purse,SCRIPTED_TIER,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,state_dockyard_systems,IMPLEMENTED,0,1,effect_starting_technology_tier_1_tech,0,PASS,
198,prospecting,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,applied_mineralogy,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
199,prospecting,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
200,rationalism,DIRECT_COUNTRY,BST,,common/history/countries/bst - basuto.txt,common/history/countries/bst - basuto.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
201,rationalism,DIRECT_COUNTRY,KAU,,common/history/countries/kau - kaurna.txt,common/history/countries/kau - kaurna.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
202,rationalism,DIRECT_COUNTRY,PHL,,common/history/countries/phl - philippolis.txt,common/history/countries/phl - philippolis.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
203,rationalism,DIRECT_COUNTRY,WBL,,common/history/countries/wbl - waterboersland.txt,common/history/countries/wbl - waterboersland.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
204,rationalism,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
205,rationalism,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,effect_starting_technology_tier_4_tech,0,PASS,
206,rationalism,SCRIPTED_TIER,,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,effect_starting_technology_tier_5_tech,0,PASS,
