Change_Type,Target,Current_Value,Proposed_Value,Affected_TAG_Count,Affected_TAGs,Reason,Depends_On,Risk,Validation_Required
COUNTRY_TECH_ADD,CRO:armament_standardization_inspection,ABSENT,PRESENT,1,CRO,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CRO:organized_forestry,ABSENT,PRESENT,1,CRO,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CRO:periodical_print_networks,ABSENT,PRESENT,1,CRO,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CRO:permanent_engineer_services,ABSENT,PRESENT,1,CRO,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CRO:traditional_food_processing,ABSENT,PRESENT,1,CRO,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CRO:organized_workshops,ABSENT,PRESENT,1,CRO,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CUB:enclosed_dock_systems,ABSENT,PRESENT,1,CUB,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CUB:medical_degrees,ABSENT,PRESENT,1,CUB,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CUB:periodical_print_networks,ABSENT,PRESENT,1,CUB,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CUB:permanent_engineer_services,ABSENT,PRESENT,1,CUB,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,CUB:regulated_small_arms,PRESENT,ABSENT,1,CUB,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CUB:scientific_naval_architecture,ABSENT,PRESENT,1,CUB,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CUB:sugar_refining,ABSENT,PRESENT,1,CUB,REVIEW arbitré PRESENT : capacité institutionnelle ou productive établie avant le 1er janvier 1776.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CUB:traditional_food_processing,ABSENT,PRESENT,1,CUB,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,CUB:organized_workshops,ABSENT,PRESENT,1,CUB,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAH:improved_agricultural_implements,ABSENT,PRESENT,1,DAH,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DAH:shaft_mining,PRESENT,ABSENT,1,DAH,REMOVE régional historiquement justifié.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DAH:systematic_administrative_statistics,PRESENT,ABSENT,1,DAH,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAH:traditional_food_processing,ABSENT,PRESENT,1,DAH,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAH:organized_workshops,ABSENT,PRESENT,1,DAH,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAI:advanced_crop_rotations,ABSENT,PRESENT,1,DAI,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAI:codified_practical_knowledge,ABSENT,PRESENT,1,DAI,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAI:distillation,ABSENT,PRESENT,1,DAI,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAI:light_infantry_tactics,ABSENT,PRESENT,1,DAI,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DAI:selective_breeding,PRESENT,ABSENT,1,DAI,REMOVE régional historiquement justifié.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DAI:shaft_mining,PRESENT,ABSENT,1,DAI,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAI:standardized_field_artillery,ABSENT,PRESENT,1,DAI,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAI:state_dockyard_systems,ABSENT,PRESENT,1,DAI,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAI:sugar_refining,ABSENT,PRESENT,1,DAI,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAI:systematic_legal_codification,ABSENT,PRESENT,1,DAI,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAI:traditional_food_processing,ABSENT,PRESENT,1,DAI,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAI:organized_workshops,ABSENT,PRESENT,1,DAI,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAI:traditional_papermaking,ABSENT,PRESENT,1,DAI,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DAK:traditional_food_processing,ABSENT,PRESENT,1,DAK,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEI:codified_practical_knowledge,ABSENT,PRESENT,1,DEI,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEI:commercial_insurance_markets,ABSENT,PRESENT,1,DEI,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEI:military_topographic_surveying,ABSENT,PRESENT,1,DEI,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEI:organized_forestry,ABSENT,PRESENT,1,DEI,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEI:periodical_print_networks,ABSENT,PRESENT,1,DEI,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEI:permanent_engineer_services,ABSENT,PRESENT,1,DEI,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEI:permanent_military_hospitals,ABSENT,PRESENT,1,DEI,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DEI:shaft_mining,PRESENT,ABSENT,1,DEI,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEI:sugar_refining,ABSENT,PRESENT,1,DEI,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEI:systematic_population_registration,ABSENT,PRESENT,1,DEI,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEI:traditional_food_processing,ABSENT,PRESENT,1,DEI,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEI:organized_workshops,ABSENT,PRESENT,1,DEI,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:advanced_crop_rotations,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:armament_standardization_inspection,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:commercial_insurance_markets,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:improved_agricultural_implements,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:industrial_ceramics,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:institutionalized_public_credit,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:medical_degrees,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:military_topographic_surveying,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:organized_elementary_schooling,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:organized_forestry,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:permanent_engineer_services,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:permanent_military_hospitals,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:political_economy,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:selective_breeding,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:ship_classification_surveying,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:sugar_refining,ABSENT,PRESENT,1,DEN,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:systematic_legal_codification,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:traditional_food_processing,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:organized_workshops,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:traditional_glassmaking,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:traditional_papermaking,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:variolation_networks,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DEN:veterinary_science,ABSENT,PRESENT,1,DEN,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:advanced_crop_rotations,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:armament_standardization_inspection,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:commercial_insurance_markets,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:improved_agricultural_implements,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:industrial_ceramics,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:institutionalized_public_credit,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:medical_degrees,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:military_topographic_surveying,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:organized_elementary_schooling,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:organized_forestry,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:permanent_engineer_services,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:permanent_military_hospitals,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:political_economy,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:selective_breeding,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:ship_classification_surveying,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:sugar_refining,ABSENT,PRESENT,1,DENNOR,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:systematic_legal_codification,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:traditional_food_processing,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:organized_workshops,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:traditional_glassmaking,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:traditional_papermaking,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:variolation_networks,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DENNOR:veterinary_science,ABSENT,PRESENT,1,DENNOR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DFR:codified_practical_knowledge,ABSENT,PRESENT,1,DFR,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DFR:institutionalized_scientific_exchange,ABSENT,PRESENT,1,DFR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DFR:organized_textile_production,PRESENT,ABSENT,1,DFR,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DFR:shaft_mining,PRESENT,ABSENT,1,DFR,REMOVE régional historiquement justifié.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DFR:systematic_administrative_statistics,PRESENT,ABSENT,1,DFR,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DFR:traditional_food_processing,ABSENT,PRESENT,1,DFR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DFR:variolation_networks,ABSENT,PRESENT,1,DFR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DHA:international_relations,PRESENT,ABSENT,1,DHA,REMOVE régional historiquement justifié.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DHA:organized_textile_production,PRESENT,ABSENT,1,DHA,REMOVE régional historiquement justifié.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DHA:sugar_refining,ABSENT,PRESENT,1,DHA,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DHA:systematic_administrative_statistics,PRESENT,ABSENT,1,DHA,REMOVE régional historiquement justifié.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DHA:traditional_food_processing,ABSENT,PRESENT,1,DHA,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DIO:improved_agricultural_implements,ABSENT,PRESENT,1,DIO,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DIO:organized_textile_production,ABSENT,PRESENT,1,DIO,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DIO:traditional_food_processing,ABSENT,PRESENT,1,DIO,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DIO:organized_workshops,ABSENT,PRESENT,1,DIO,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DLA:international_relations,ABSENT,PRESENT,1,DLA,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DLA:traditional_food_processing,ABSENT,PRESENT,1,DLA,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DUR:codified_practical_knowledge,ABSENT,PRESENT,1,DUR,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DUR:regulated_small_arms,ABSENT,PRESENT,1,DUR,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DUR:shaft_mining,PRESENT,ABSENT,1,DUR,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,DUR:systematic_administrative_statistics,PRESENT,ABSENT,1,DUR,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DUR:traditional_food_processing,ABSENT,PRESENT,1,DUR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_ADD,DUR:organized_workshops,ABSENT,PRESENT,1,DUR,ADD régional historiquement justifié; l’arbre est évalué séparément.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
COUNTRY_TECH_REMOVE,ECU:institutionalized_scientific_exchange,PRESENT,ABSENT,1,ECU,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,TREE/CLASSIFICATION resolutions,LOW,prerequisite closure; duplicate grants; parser
