"phase","absolute_path","file_name","size_bytes","mtime_utc","sha256","classification","fresh_segment_notes"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\message.log","message.log","0","2026-07-28T18:42:42.0633194Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","after_single_runtime_closed","unchanged_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\multiplayer.log","multiplayer.log","0","2026-08-10T00:43:22.7951541Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","after_single_runtime_closed","unchanged_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\pdxsdk.log","pdxsdk.log","0","2026-08-10T00:43:23.4183288Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","after_single_runtime_closed","unchanged_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\setup.log","setup.log","0","2026-07-28T18:42:42.0706586Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","after_single_runtime_closed","unchanged_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.1.log","system.1.log","1100","2026-08-09T23:37:23.1943138Z","2C25B4C1E56BD0083163920471EFE4E63A24A7CD34876E26AE489F99BA81EB6F","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.2.log","system.2.log","1101","2026-08-09T22:53:49.3288863Z","212C8284C7EF0961607EEB89666EDFACE3D356E42987C591A75A7E26801B0631","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.3.log","system.3.log","1100","2026-08-09T22:05:54.4424309Z","E5BBEE6C900A817ED76797DE8B009543E9F0B80F8BF1F10031A8D16410FADB0A","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.4.log","system.4.log","1100","2026-08-09T21:08:03.6371464Z","C6C548503400B81343EF493AB0A8F5F6D7D45A20D946F16D3074BE2E64BF4BC8","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.5.log","system.5.log","1100","2026-08-09T18:50:09.3203061Z","6BBC002D3D017E454349544691F574B8904D1A17F6544E9B224784C7B394BEE2","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.log","system.log","1100","2026-08-10T00:43:40.1420508Z","FC7A5B77213E62527272F6F303341B4A8057813D353A62830F629E01ECEF7CA8","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\ui_animation_stats.log","ui_animation_stats.log","0","2026-08-10T00:43:22.8322832Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","after_single_runtime_closed","unchanged_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.1.log","warning.1.log","6234","2026-08-09T23:37:23.5643583Z","FB2CC7D924B8433FCB3748007195F91D0F18AAFFF454478D5EB9F1D988FF87A9","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.2.log","warning.2.log","6234","2026-08-09T22:53:49.8207727Z","12F6689DF9EAE287A6BC0AA948F5EDF850797B487F74A42205550AF664AD863B","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.3.log","warning.3.log","6234","2026-08-09T22:05:54.9941644Z","6F1392BC60E8E33115E755A1F241429A9B4FB9EBFC7D20BF4960EBC7BDE71FCD","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.4.log","warning.4.log","6234","2026-08-09T21:08:04.2161886Z","E03B12E93C353F942259FFA77BE251966C8B54AB53833805C1A9EF6663C17E6E","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.5.log","warning.5.log","6234","2026-08-09T18:50:09.9415502Z","D03498223F404C3EE0AD7373CE76B125094664AFE4C4CF2FEF966494A11449D4","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.log","warning.log","6234","2026-08-10T00:43:40.6656356Z","B7C3E3F76AAC1C14039E2E7A378144952B6684355FDAC3043760DD98AFF32FE9","after_single_runtime_closed","changed_since_before"
