TAG,Country,Region,Subregion,Current_Tier,Tier_Action,Recommended_Tier,Technology_ID,Current_Status,Decision,Confidence,Historical_Status,Prerequisite_Note,Gameplay_Note,Reason,Source_1,Source_2
CHT,Chitral,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Hindou Kouch — Chitral (TAG frontière),tier_4,REPLACE_WITH_EXPLICIT_SETUP,,shaft_mining,TIER,REMOVE,MEDIUM,ABSENT,—,"production, era_1, classe A; déblocages: bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree_encourage_resource_industry.",Aucune preuve suffisante d’un système local de puits de mine correspondant au large déblocage gameplay; ne pas déduire cette capacité d’un tier générique.,https://www.iranicaonline.org/articles/afghanistan-x-political-history/,https://www.iranicaonline.org/articles/central-asia-xi/
CHT,Chitral,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Hindou Kouch — Chitral (TAG frontière),tier_4,REPLACE_WITH_EXPLICIT_SETUP,,international_relations,TIER,KEEP,HIGH,ABSTRACT,—,"society, era_1, classe A; déblocages: —.","Diplomatie, tribut, commerce caravanier ou maritime et relations avec voisins/Empires justifient ce nœud abstrait sans supposer un ministère moderne des Affaires étrangères.",https://www.iranicaonline.org/articles/afghanistan-x-political-history/,https://www.iranicaonline.org/articles/central-asia-xi/
CHT,Chitral,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Hindou Kouch — Chitral (TAG frontière),tier_4,REPLACE_WITH_EXPLICIT_SETUP,,codified_practical_knowledge,TIER,REVIEW,LOW,ABSTRACT,"Les parents `institutionalized_scientific_exchange` et `periodical_print_networks` manquent souvent; ne pas les ajouter automatiquement. Si le nœud est conservé, tolérer l’abstraction C (traditions manuscrites/pratiques sans presse périodique).","society, era_2, classe A; déblocages: —.","Des savoirs codifiés existent, mais le nœud agrège écriture, transmission pratique et réseaux imprimés; l’échelle réellement institutionnalisée est incertaine pour ce TAG.",https://www.iranicaonline.org/articles/afghanistan-x-political-history/,https://www.iranicaonline.org/articles/central-asia-xi/
CHT,Chitral,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Hindou Kouch — Chitral (TAG frontière),tier_4,REPLACE_WITH_EXPLICIT_SETUP,,systematic_administrative_statistics,TIER,REMOVE,MEDIUM,ABSENT,—,"society, era_2, classe A; déblocages: bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance.",Le bundle générique projette une bureaucratie statistique systématique que les sources ne montrent pas à l’échelle de ce TAG en 1776.,https://www.iranicaonline.org/articles/afghanistan-x-political-history/,https://www.iranicaonline.org/articles/central-asia-xi/
CHT,Chitral,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Hindou Kouch — Chitral (TAG frontière),tier_4,REPLACE_WITH_EXPLICIT_SETUP,,urbanization,TIER,KEEP,HIGH,ABSTRACT,Nœud/alias de compatibilité; ne pas l’interpréter comme une urbanisation industrielle du XIXe siècle.,"society, era_7, classe E; déblocages: bâtiment:building_construction_sector, bâtiment:building_urban_center.",Le nœud est explicitement signalé comme exception de compatibilité dans le CSV; le conserver évite de confondre architecture de l’arbre et capacité historique.,https://www.iranicaonline.org/articles/afghanistan-x-political-history/,https://www.iranicaonline.org/articles/central-asia-xi/
CIR,Circassia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Caucase du Nord,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,regulated_small_arms,TIER,REVIEW,MEDIUM,SECTORAL,Parent de fortification manquant; ne pas ajouter automatiquement. La distinction entre armes possédées et industrie réglementaire est décisive.,"military, era_2, classe A; déblocages: bâtiment:building_arms_industry, bâtiment:building_artillery_foundry.","Des armes à feu sont disponibles et parfois fabriquées/réparées, mais les preuves ne suffisent pas pour une production/standardisation étatique locale complète.",https://www.cambridge.org/core/books/abs/cambridge-world-history/patterns-of-warfare-14001800/500A78C5227FEB97DF3052D5A20F77BF,https://www.iranicaonline.org/articles/firearms-i-history/
CIR,Circassia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Caucase du Nord,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,light_infantry_tactics,TIER,REVIEW,MEDIUM,SECTORAL,Le prérequis armes réglementaires est parfois REVIEW/sectoriel; accepter au besoin une abstraction locale plutôt que supposer une armée européenne standard.,"military, era_3, classe B; déblocages: —.","La guerre locale emploie fantassins armés, tirailleurs, milices ou forces irrégulières; l’équivalence exacte avec ce nœud frontière reste contextuelle.",https://www.cambridge.org/core/books/abs/cambridge-world-history/patterns-of-warfare-14001800/500A78C5227FEB97DF3052D5A20F77BF,https://www.iranicaonline.org/articles/firearms-i-history/
CIR,Circassia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Caucase du Nord,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,standardized_field_artillery,TIER,REMOVE,HIGH,ABSENT,L’enfant `standardized_field_artillery` est trop institutionnalisé pour la capacité locale attestée; ne pas confondre armes à feu ou petites pièces avec artillerie de campagne standardisée.,"military, era_3, classe B; déblocages: PM:pm_cannons.","Les forces locales reposent surtout sur milices, cavalerie, mousquets ou artillerie occasionnelle; aucune base suffisante pour le PM de canons standardisés.",https://www.cambridge.org/core/books/abs/cambridge-world-history/patterns-of-warfare-14001800/500A78C5227FEB97DF3052D5A20F77BF,https://www.iranicaonline.org/articles/firearms-i-history/
CIR,Circassia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Caucase du Nord,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,distillation,TIER,KEEP,HIGH,ESTABLISHED,—,"production, era_1, classe A; déblocages: PM:pm_pot_stills, PM:pm_spiced_food_preparations.",La distillation et les préparations alimentaires associées sont des techniques anciennes et largement diffusées; aucune innovation postérieure à 1776 n’est requise.,https://www.cambridge.org/core/books/abs/cambridge-world-history/patterns-of-warfare-14001800/500A78C5227FEB97DF3052D5A20F77BF,https://www.iranicaonline.org/articles/firearms-i-history/
CIR,Circassia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Caucase du Nord,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,improved_husbandry,TIER,KEEP,HIGH,ESTABLISHED,—,"production, era_1, classe A; déblocages: bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium_plantation, bâtiment:building_rice_farm, bâtiment:building_rye_farm, bâtiment:building_silk_plantation, bâtiment:building_spice_plantation, bâtiment:building_sugar_plantation, bâtiment:building_tea_plantation, bâtiment:building_tobacco_plantation, bâtiment:building_vineyard, bâtiment:building_wheat_farm, décret:decree_encourage_agricultural_industry.",Agriculture et élevage organisés sont antérieurs à 1776 dans l’ensemble de ces sociétés; le nœud reste assez générique pour représenter ces capacités sans imposer une mécanisation.,https://www.cambridge.org/core/books/abs/cambridge-world-history/patterns-of-warfare-14001800/500A78C5227FEB97DF3052D5A20F77BF,https://www.iranicaonline.org/articles/firearms-i-history/
CIR,Circassia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Caucase du Nord,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,organized_textile_production,TIER,KEEP,MEDIUM,SECTORAL,—,"production, era_1, classe A; déblocages: PM:pm_craftsman_sewing, bâtiment:building_textile_mill.","Production textile artisanale/proto-industrielle attestée ou plausible à l’échelle des villes, oasis ou foyers domestiques; ne pas confondre avec filature mécanisée.",https://www.cambridge.org/core/books/abs/cambridge-world-history/patterns-of-warfare-14001800/500A78C5227FEB97DF3052D5A20F77BF,https://www.iranicaonline.org/articles/firearms-i-history/
CIR,Circassia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Caucase du Nord,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,shaft_mining,TIER,REMOVE,MEDIUM,ABSENT,—,"production, era_1, classe A; déblocages: bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree_encourage_resource_industry.",Aucune preuve suffisante d’un système local de puits de mine correspondant au large déblocage gameplay; ne pas déduire cette capacité d’un tier générique.,https://www.cambridge.org/core/books/abs/cambridge-world-history/patterns-of-warfare-14001800/500A78C5227FEB97DF3052D5A20F77BF,https://www.iranicaonline.org/articles/firearms-i-history/
CIR,Circassia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Caucase du Nord,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,international_relations,TIER,KEEP,HIGH,ABSTRACT,—,"society, era_1, classe A; déblocages: —.","Diplomatie, tribut, commerce caravanier ou maritime et relations avec voisins/Empires justifient ce nœud abstrait sans supposer un ministère moderne des Affaires étrangères.",https://www.cambridge.org/core/books/abs/cambridge-world-history/patterns-of-warfare-14001800/500A78C5227FEB97DF3052D5A20F77BF,https://www.iranicaonline.org/articles/firearms-i-history/
CIR,Circassia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Caucase du Nord,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,codified_practical_knowledge,TIER,REVIEW,LOW,ABSTRACT,"Les parents `institutionalized_scientific_exchange` et `periodical_print_networks` manquent souvent; ne pas les ajouter automatiquement. Si le nœud est conservé, tolérer l’abstraction C (traditions manuscrites/pratiques sans presse périodique).","society, era_2, classe A; déblocages: —.","Des savoirs codifiés existent, mais le nœud agrège écriture, transmission pratique et réseaux imprimés; l’échelle réellement institutionnalisée est incertaine pour ce TAG.",https://www.cambridge.org/core/books/abs/cambridge-world-history/patterns-of-warfare-14001800/500A78C5227FEB97DF3052D5A20F77BF,https://www.iranicaonline.org/articles/firearms-i-history/
CIR,Circassia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Caucase du Nord,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,systematic_administrative_statistics,TIER,REMOVE,MEDIUM,ABSENT,—,"society, era_2, classe A; déblocages: bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance.",Le bundle générique projette une bureaucratie statistique systématique que les sources ne montrent pas à l’échelle de ce TAG en 1776.,https://www.cambridge.org/core/books/abs/cambridge-world-history/patterns-of-warfare-14001800/500A78C5227FEB97DF3052D5A20F77BF,https://www.iranicaonline.org/articles/firearms-i-history/
CIR,Circassia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Caucase du Nord,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,urbanization,TIER,KEEP,HIGH,ABSTRACT,Nœud/alias de compatibilité; ne pas l’interpréter comme une urbanisation industrielle du XIXe siècle.,"society, era_7, classe E; déblocages: bâtiment:building_construction_sector, bâtiment:building_urban_center.",Le nœud est explicitement signalé comme exception de compatibilité dans le CSV; le conserver évite de confondre architecture de l’arbre et capacité historique.,https://www.cambridge.org/core/books/abs/cambridge-world-history/patterns-of-warfare-14001800/500A78C5227FEB97DF3052D5A20F77BF,https://www.iranicaonline.org/articles/firearms-i-history/
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,institutionalized_scientific_exchange,EXPLICIT,KEEP,HIGH,ESTABLISHED,—,"society, era_1, classe A; déblocages: loi:law_freedom_of_conscience.",Les réformes éducatives et administratives habsbourgeoises relient effectivement les provinces aux institutions savantes et de formation de la monarchie.,https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,systematic_legal_codification,EXPLICIT,KEEP,HIGH,FRONTIER,Le parent `systematic_administrative_statistics` est conservé.,"society, era_4, classe B; déblocages: loi:law_tenant_farmers.","Réformes thérésiennes, normalisation des obligations et formation camérale soutiennent une codification/standardisation juridique frontalière en 1776.",https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,regulated_small_arms,TIER,KEEP,HIGH,ESTABLISHED,Parent `scientific_fortification_siegecraft` recommandé en ADD pour refléter le système militaire/fortifié habsbourgeois.,"military, era_2, classe A; déblocages: bâtiment:building_arms_industry, bâtiment:building_artillery_foundry.",Les territoires habsbourgeois participent à un appareil militaire régulier disposant d’armes standardisées et d’infrastructures de frontière.,https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,light_infantry_tactics,TIER,KEEP,HIGH,FRONTIER,Prérequis `regulated_small_arms` conservé.,"military, era_3, classe B; déblocages: —.",Tactiques d’infanterie légère/irrégulière et corps spécialisés sont plausibles dans des armées régulières de premier plan en 1776.,https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,standardized_field_artillery,TIER,KEEP,HIGH,FRONTIER,Prérequis militaire cohérent avec appareil habsbourgeois.,"military, era_3, classe B; déblocages: PM:pm_cannons.",Artillerie de campagne régulière et administration militaire habsbourgeoise sont établies; le nœud B est plausible.,https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,distillation,TIER,KEEP,HIGH,ESTABLISHED,—,"production, era_1, classe A; déblocages: PM:pm_pot_stills, PM:pm_spiced_food_preparations.",La distillation et les préparations alimentaires associées sont des techniques anciennes et largement diffusées; aucune innovation postérieure à 1776 n’est requise.,https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,improved_husbandry,TIER,KEEP,HIGH,ESTABLISHED,—,"production, era_1, classe A; déblocages: bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium_plantation, bâtiment:building_rice_farm, bâtiment:building_rye_farm, bâtiment:building_silk_plantation, bâtiment:building_spice_plantation, bâtiment:building_sugar_plantation, bâtiment:building_tea_plantation, bâtiment:building_tobacco_plantation, bâtiment:building_vineyard, bâtiment:building_wheat_farm, décret:decree_encourage_agricultural_industry.",Agriculture et élevage organisés sont antérieurs à 1776 dans l’ensemble de ces sociétés; le nœud reste assez générique pour représenter ces capacités sans imposer une mécanisation.,https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,organized_textile_production,TIER,KEEP,HIGH,ESTABLISHED,—,"production, era_1, classe A; déblocages: PM:pm_craftsman_sewing, bâtiment:building_textile_mill.","Production textile artisanale/proto-industrielle attestée ou plausible à l’échelle des villes, oasis ou foyers domestiques; ne pas confondre avec filature mécanisée.",https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,shaft_mining,TIER,REVIEW,MEDIUM,SECTORAL,—,"production, era_1, classe A; déblocages: bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree_encourage_resource_industry.",Le royaume croate appartient au système habsbourgeois mais la présence locale de l’échelle de mines que le nœud débloque est moins nette que pour Hongrie/Transylvanie.,https://hrcak.srce.hr/en/clanak/302415,https://real.mtak.hu/12663/1/Kazmer_Papp_1999_Minerals_from_the_Carpathians__Annales.pdf
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,international_relations,TIER,KEEP,HIGH,ABSTRACT,—,"society, era_1, classe A; déblocages: —.","Diplomatie, tribut, commerce caravanier ou maritime et relations avec voisins/Empires justifient ce nœud abstrait sans supposer un ministère moderne des Affaires étrangères.",https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,codified_practical_knowledge,TIER,KEEP,MEDIUM,ABSTRACT,Chaîne de prérequis incomplète: les traditions savantes/manuscrites peuvent justifier l’enfant sans imposer presse périodique et échange scientifique institutionnalisé; tolérance C.,"society, era_2, classe A; déblocages: —.","Les administrations, juristes, artisans et traditions manuscrites fournissent un socle de savoir pratique codifié, mais le nœud doit rester une abstraction préindustrielle.",https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,systematic_administrative_statistics,TIER,KEEP,HIGH,ESTABLISHED,—,"society, era_2, classe A; déblocages: bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance.","Les réformes thérésiennes, l’enseignement caméral et les dispositifs provinciaux d’information/administration rendent le nœud historiquement solide.",https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,urbanization,TIER,KEEP,HIGH,ABSTRACT,Nœud/alias de compatibilité; ne pas l’interpréter comme une urbanisation industrielle du XIXe siècle.,"society, era_7, classe E; déblocages: bâtiment:building_construction_sector, bâtiment:building_urban_center.",Le nœud est explicitement signalé comme exception de compatibilité dans le CSV; le conserver évite de confondre architecture de l’arbre et capacité historique.,https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,scientific_fortification_siegecraft,ABSENT,ADD,MEDIUM,ESTABLISHED,Répare historiquement le parent de `regulated_small_arms`.,"military, era_1, classe A; déblocages: bâtiment:building_barrack, bâtiment:building_naval_fortification.",Le territoire participe au système militaire habsbourgeois et à la frontière militaire; le nœud est cohérent avec la structure défensive de la monarchie.,https://hrcak.srce.hr/en/clanak/302415,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
CRO,Croatia,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Balkans habsbourgeois,tier_4,KEEP_TIER,,specialized_technical_academies,ABSENT,ADD,HIGH,FRONTIER,`institutionalized_scientific_exchange` est déjà explicite et conservé.,"society, era_3, classe B; déblocages: bâtiment:building_university.",Le Studium politico-camerale de Varaždin est créé en 1769 pour former les serviteurs de l’État aux savoirs de gouvernement; c’est une institution technique/administrative de frontière en 1776.,https://hrcak.srce.hr/en/clanak/302415,https://hrcak.srce.hr/205631
DUR,Afghanistan,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Empire durrani,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,international_relations,EXPLICIT,KEEP,HIGH,ABSTRACT,—,"society, era_1, classe A; déblocages: —.","Diplomatie, tribut, commerce caravanier ou maritime et relations avec voisins/Empires justifient ce nœud abstrait sans supposer un ministère moderne des Affaires étrangères.",https://www.iranicaonline.org/articles/afghanistan-xi-admin/,https://www.iranicaonline.org/articles/afghanistan-x-political-history/
DUR,Afghanistan,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Empire durrani,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,improved_husbandry,TIER,KEEP,HIGH,ESTABLISHED,—,"production, era_1, classe A; déblocages: bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium_plantation, bâtiment:building_rice_farm, bâtiment:building_rye_farm, bâtiment:building_silk_plantation, bâtiment:building_spice_plantation, bâtiment:building_sugar_plantation, bâtiment:building_tea_plantation, bâtiment:building_tobacco_plantation, bâtiment:building_vineyard, bâtiment:building_wheat_farm, décret:decree_encourage_agricultural_industry.",Agriculture et élevage organisés sont antérieurs à 1776 dans l’ensemble de ces sociétés; le nœud reste assez générique pour représenter ces capacités sans imposer une mécanisation.,https://www.iranicaonline.org/articles/afghanistan-xi-admin/,https://www.iranicaonline.org/articles/afghanistan-x-political-history/
DUR,Afghanistan,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Empire durrani,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,organized_textile_production,TIER,KEEP,HIGH,ESTABLISHED,—,"production, era_1, classe A; déblocages: PM:pm_craftsman_sewing, bâtiment:building_textile_mill.","Production textile artisanale/proto-industrielle attestée ou plausible à l’échelle des villes, oasis ou foyers domestiques; ne pas confondre avec filature mécanisée.",https://www.iranicaonline.org/articles/afghanistan-xi-admin/,https://www.iranicaonline.org/articles/afghanistan-x-political-history/
DUR,Afghanistan,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Empire durrani,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,shaft_mining,TIER,REVIEW,LOW,SECTORAL,—,"production, era_1, classe A; déblocages: bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree_encourage_resource_industry.","Des extractions locales sont possibles, mais les sources retenues ne démontrent pas une capacité nationale suffisamment systématique pour tous les bâtiments miniers du nœud.",https://www.iranicaonline.org/articles/afghanistan-xi-admin/,https://www.iranicaonline.org/articles/afghanistan-x-political-history/
DUR,Afghanistan,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Empire durrani,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,codified_practical_knowledge,TIER,KEEP,MEDIUM,ABSTRACT,Chaîne de prérequis incomplète: les traditions savantes/manuscrites peuvent justifier l’enfant sans imposer presse périodique et échange scientifique institutionnalisé; tolérance C.,"society, era_2, classe A; déblocages: —.","Les administrations, juristes, artisans et traditions manuscrites fournissent un socle de savoir pratique codifié, mais le nœud doit rester une abstraction préindustrielle.",https://www.iranicaonline.org/articles/afghanistan-xi-admin/,https://www.iranicaonline.org/articles/afghanistan-x-political-history/
DUR,Afghanistan,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Empire durrani,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,systematic_administrative_statistics,TIER,REVIEW,MEDIUM,ABSTRACT,—,"society, era_2, classe A; déblocages: bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance.","Il existe une administration fiscale/civile, mais « statistiques d’État » et ses bonus de capacité fiscale/institutionnelle sont plus forts que les preuves disponibles pour 1776.",https://www.iranicaonline.org/articles/afghanistan-xi-admin/,https://www.iranicaonline.org/articles/afghanistan-x-political-history/
DUR,Afghanistan,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Empire durrani,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,urbanization,TIER,KEEP,HIGH,ABSTRACT,Nœud/alias de compatibilité; ne pas l’interpréter comme une urbanisation industrielle du XIXe siècle.,"society, era_7, classe E; déblocages: bâtiment:building_construction_sector, bâtiment:building_urban_center.",Le nœud est explicitement signalé comme exception de compatibilité dans le CSV; le conserver évite de confondre architecture de l’arbre et capacité historique.,https://www.iranicaonline.org/articles/afghanistan-xi-admin/,https://www.iranicaonline.org/articles/afghanistan-x-political-history/
DUR,Afghanistan,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Empire durrani,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,regulated_small_arms,ABSENT,REVIEW,MEDIUM,SECTORAL,Le parent de fortification manque; ne pas forcer la chaîne.,"military, era_2, classe A; déblocages: bâtiment:building_arms_industry, bâtiment:building_artillery_foundry.","L’État durrani dispose d’une armée composite et hérite de pratiques militaires persanes, mais le nœud débloque une industrie d’armes et une fonderie d’artillerie plus centralisées que les preuves réunies.",https://www.iranicaonline.org/articles/afghanistan-xi-admin/,https://www.iranicaonline.org/articles/firearms-i-history/
